"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmused_flag","location","age_range"
"KC21005135","2021-01-24T00:52:40.000","00:52","2021-01-24T00:52:00.000","00:52",,,"Assault (Aggravated)","13A","Aggravated Assault","121","INDEPENDENCE BLVD and WOODLAND AVE","KANSAS CITY","64124","PJ0534","CPD","false","SUS","B","M",,"true","POINT (-94.560159 39.106635)",
"KC21006636","2021-01-30T06:36:25.000","06:36","2021-01-30T02:00:00.000","02:00","2021-01-30T04:15:00.000","04:15","Stealing from Building/Residence","23D","Theft From Building","345","4500  BLUE RIDGE BLVD","KANSAS CITY","64133","PJ3842","EPD","false","VIC","U","M",,"false","POINT (-94.437004 39.040247)",
"KC21010642","2021-02-16T17:17:30.000","17:17","2021-02-16T17:17:00.000","17:17",,,"Stolen Auto","240","Motor Vehicle Theft","134","4300  MAIN ST","KANSAS CITY","64111","PJ3459","CPD","false","VIC","B","M","25","false","POINT (-94.586538 39.049142)","25-34"
"KC21017011","2021-03-16T17:09:22.000","17:09","2021-03-15T18:00:00.000","18:00","2021-03-16T06:50:00.000","06:50","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","111","200  MAIN ST","KANSAS CITY","64105","PJ0375","CPD","false","VIC","W","M","55","false","POINT (-94.583635 39.110693)","55-64"
"KC21000040","2021-01-01T03:51:35.000","03:51","2021-01-01T03:51:00.000","03:51",,,"Assault (Aggravated)","13A","Aggravated Assault","315","300  N DRURY AVE","KANSAS CITY","64123","PJ0241","EPD","false","VIC","W","F","36","true","POINT (-94.517424 39.114352)","35-44"
"KC21010513","2021-02-16T10:19:45.000","10:19","2021-02-14T21:00:00.000","21:00","2021-02-16T10:00:00.000","10:00","Harassment / Intimidation - Domestic Violence","13C","Intimidation","342","3800  CYPRESS AVE","KANSAS CITY","64128",,"EPD","false","CMP VIC","B","F","40","false",,"35-44"
"KC21017077","2021-03-16T22:49:52.000","22:49","2021-03-16T22:49:00.000","22:49",,,"Property Damage","290","Vandalism/Destruction of Property","333","3700  BALES AVE","KANSAS CITY","64128","PJ3038","EPD","false","SUS","B","F","29","false","POINT (-94.543043 39.058498)","25-34"
"KC21013435","2021-02-28T23:58:12.000","23:58","2021-02-28T23:57:00.000","23:57",,,"Recovered Stolen Auto",,,"141","36TH ST and HARRISON BLVD","KANSAS CITY","64109",,"CPD","false","SUS","B","M","29","false","POINT (-94.573002 39.061478)","25-34"
"KC21013672","2021-03-01T21:55:40.000","21:55","2021-03-01T21:51:00.000","21:51",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","415","8000  N HICKORY ST","KANSAS CITY","64118","PC0388","NPD","false","VIC SUS","W","F","33","false","POINT (-94.594656 39.239397)","25-34"
"KC21013107","2021-02-27T13:02:18.000","13:02","2021-02-24T22:00:00.000","22:00","2021-02-25T11:00:00.000","11:00","Stealing from Auto (Theft from Auto)","23G","Theft of Vehicle Parts and Accessories","322","1800  KENSINGTON AVE","KANSAS CITY","64127","PJ1638","EPD","false","VIC","W","F","56","false","POINT (-94.531241 39.089892)","55-64"
"KC21010402","2021-02-15T17:06:26.000","17:06","2021-02-15T17:00:00.000","17:00",,,"Assault (Aggravated)","13A","Aggravated Assault","142","3800  EUCLID AVE","KANSAS CITY","64109",,"CPD","false","VIC","B","F","33","false",,"25-34"
"KC21011640","2021-02-21T00:00:57.000","00:00","2021-02-21T00:00:00.000","00:00",,,"Domestic Violence Robbery (Strong-Armed)","120","Robbery","112","900  E 9TH ST","KANSAS CITY","64106",,"CPD","false","VIC","B","M","57","false","POINT (-94.572528 39.10317)","55-64"
"KC21006582","2021-01-29T22:22:03.000","22:22","2020-07-28T13:23:00.000","13:23","2021-01-29T11:30:00.000","11:30","Fraudulent Use of a Credit Device","26B","Credit Card / Automatic Teller","233","8200  TROOST AVE","KANSAS CITY","64131",,"MPD","false","VIC","B","F","30","false","POINT (-94.576393 38.977082)","25-34"
"KC21011822","2021-02-21T22:37:20.000","22:37","2021-02-21T23:29:00.000","23:29",,,"Possession of Stolen Property","280","Stolen Property Offenses","243","OLDHAM RD and HILLCREST RD","KANSAS CITY","64318","PJ5676","MPD","false","ARR CHA SUS","W","F","32","false","POINT (-94.51922 38.989471)","25-34"
"KC21009134","2021-02-09T16:39:33.000","16:39","2021-02-09T16:39:00.000","16:39",,,"Harassment / Intimidation - Sex Crimes","90Z","All Other Offenses","221","1300  ROCKHURST RD","KANSAS CITY",,,"MPD","false","VIC","W","F","20","false",,"18-24"
"KC21010229","2021-02-14T18:39:26.000","18:39","2021-02-14T18:35:00.000","18:35",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","144","1500  EMANUEL CLEAVER II BLVD","KANSAS CITY","64110",,"CPD","false","CMP VIC SUS","B","M","43","false","POINT (-94.566954 39.041921)","35-44"
"KC21000410","2021-01-03T09:52:14.000","09:52","2021-01-03T09:52:00.000","09:52",,,"Recovered Stolen Auto",,,"341","E 15TH TER and BELMONT AVE","KANSAS CITY","64126","PJ1431","EPD","false","SUS","W","M",,"false",,
"KC21007909","2021-02-04T17:47:04.000","17:47","2021-02-04T17:47:00.000","17:47",,,"Stealing – Shoplift","23C","Shoplifting","423","8400  N MADISON AVE","KANSAS CITY","64155","PC0323","NPD","false","VIC",,,,"false","POINT (-94.593988 39.248015)",
"KC21009543","2021-02-11T12:21:59.000","12:21","2019-05-30T14:00:00.000","14:00","2019-06-03T08:00:00.000","08:00","Stealing – Other","23H","All Other Larceny","423","8500  N OAK TRFY","KANSAS CITY","64155","PC0333","NPD","false","VIC","W","M","36","false","POINT (-94.575878 39.247997)","35-44"
"KC21000872","2021-01-05T11:20:18.000","11:20","2021-01-04T22:30:00.000","22:30","2021-01-05T09:00:00.000","09:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","141","4200  KENWOOD AVE","KANSAS CITY","64110","PJ3385","CPD","false","CMP VIC","U","M","39","false","POINT (-94.578276 39.050915)","35-44"
"KC21015225","2021-03-08T15:34:52.000","15:34","2021-03-03T18:30:00.000","18:30",,,"Stealing – Shoplift","23C","Shoplifting","535","1700  W 133RD ST","KANSAS CITY","64145","PJ7404","SPD","false","SUS","W","M","31","false","POINT (-94.605578 38.886576)","25-34"
"KC21000069","2021-01-01T10:36:57.000","10:36","2021-01-01T10:36:00.000","10:36","2021-01-01T11:00:00.000","11:00","Assault (Non-Aggravated)","90C","Disorderly Conduct","111","300  GRAND BLVD","KANSAS CITY",,,"CPD","false","VIC",,,,"false","POINT (-94.580974 39.110335)",
"KC21005945","2021-01-27T12:15:42.000","12:15","2021-01-24T17:35:00.000","17:35",,,"Stealing – Shoplift","23C","Shoplifting","533","10200  WORNALL RD","KANSAS CITY","64114","PJ6693","SPD","false","SUS","B","F","51","false","POINT (-94.596531 38.943677)","45-54"
"KC21013114","2021-02-27T13:43:57.000","13:43","2021-02-26T12:00:00.000","12:00","2021-02-27T12:40:00.000","12:40","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","534","10700  GRANDVIEW RD","KANSAS CITY","64137","PJ6881","SPD","false","SUS CHA","W","M","46","false","POINT (-94.541158 38.931978)","45-54"
"KC21014922","2021-03-07T08:25:54.000","08:25","2021-03-07T08:14:00.000","08:14","2021-03-07T08:25:00.000","08:25","Stealing from Building/Residence","23H","All Other Larceny","121","1000  PACIFIC ST","KANSAS CITY","64106","PJ0473","CPD","false","VIC","W","F","50","false","POINT (-94.57136 39.10861)","45-54"
"KC21009182","2021-02-09T20:47:15.000","20:47","2021-02-09T20:40:00.000","20:40",,,"Stealing – Shoplift","90J","Trespass of Real Property","141","3400  TROOST AVE","KANSAS CITY","64109","PJ2776","CPD","false","ARR CHA SUS","B","F","39","false",,"35-44"
"KC21004829","2021-01-22T15:05:51.000","15:05","2021-01-22T15:05:00.000","15:05",,,"Miscellaneous Investigation",,,"222","E 55TH ST and PARK AVE","KANSAS CITY","64130","PJ4316","MPD","false","VIC","W","F","32","false","POINT (-94.56333 39.026807)","25-34"
"KC21012817","2021-02-26T07:33:45.000","07:33","2021-02-25T20:00:00.000","20:00","2021-02-26T07:00:00.000","07:00","Property Damage","290","Vandalism/Destruction of Property","121","1000  BERKLEY PKWY","KANSAS CITY","64120",,"CPD","false","VIC","W","M","28","false","POINT (-94.57825 39.11518)","25-34"
"KC21007991","2021-02-05T06:53:02.000","06:53","2021-02-04T22:00:00.000","22:00","2021-02-05T06:30:00.000","06:30","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","213","8600  BUCKINGHAM LN","KANSAS CITY","64133","PJ5693","MPD","false","VIC","B","F","42","false","POINT (-94.485988 38.987973)","35-44"
"KC21015927","2021-03-11T13:37:35.000","13:37","2021-03-11T13:30:00.000","13:30","2021-03-11T13:37:00.000","13:37","Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","544","8700  E 97TH TER","KANSAS CITY","64134","PJ6620","SPD","true","VIC","B","M","30","true","POINT (-94.486644 38.947215)","25-34"
"KC21004306","2021-01-20T12:34:03.000","12:34","2020-12-21T12:00:00.000","12:00","2021-01-11T12:00:00.000","12:00","Identity Theft","26F","Identity Theft","413","6100  NW 63RD ST","KANSAS CITY","64151",,"NPD","false","VIC","W","M","37","false","POINT (-94.651629 39.208129)","35-44"
"KC21013918","2021-03-02T20:56:01.000","20:56","2021-03-02T22:14:00.000","22:14",,,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","531","9800  LOCUST ST","KANSAS CITY",,,"SPD","false","SUS","B","F","36","true","POINT (-94.586373 38.949843)","35-44"
"KC21011103","2021-02-18T17:49:13.000","17:49","2021-02-18T17:45:00.000","17:45",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","542","9300  OLD SANTA FE RD","KANSAS CITY","64138","PJ6481","SPD","true","CMP VIC","W","F","29","false","POINT (-94.507825 38.95553)","25-34"
"KC21009085","2021-02-09T14:38:29.000","14:38","2021-02-08T22:40:00.000","22:40","2021-02-09T06:00:00.000","06:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","344","3900  TOPPING AVE","KANSAS CITY","64129","PJ3374","EPD","false","VIC","U","F",,"false",,
"KC21014930","2021-03-07T10:20:25.000","10:20","2021-03-06T17:30:00.000","17:30","2021-03-07T09:00:00.000","09:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","111","400  DELAWARE ST","KANSAS CITY","64105","PJ0499","CPD","false","VIC","W","M","30","false","POINT (-94.584374 39.108935)","25-34"
"KC21008828","2021-02-08T17:23:48.000","17:23","2020-08-11T23:52:00.000","23:52",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","542","9900  RICHMOND AVE","KANSAS CITY","64138","PJ6686","SPD","true","SUS","B","M","56","false",,"55-64"
"KC21002206","2021-01-10T22:22:00.000","22:22","2021-01-09T18:23:00.000","18:23","2021-01-09T18:32:00.000","18:32","Stealing – Shoplift","23C","Shoplifting","422","8500  N BOARDWALK AVE","KANSAS CITY","64154","PP0321","NPD","false","SUS","W","M","32","false","POINT (-94.655536 39.252222)","25-34"
"KC21001218","2021-01-06T14:35:40.000","14:35","2020-12-20T09:01:00.000","09:01","2020-12-20T09:04:00.000","09:04","Stealing – Shoplift","23C","Shoplifting","233","8400  WORNALL RD","KANSAS CITY","64114","PJ6064","MPD","false","SUS","B","F","30","false","POINT (-94.595017 38.975819)","25-34"
"KC21012474","2021-02-24T15:10:04.000","15:10","2021-02-24T15:09:00.000","15:09",,,"Possession of Stolen Property","35A","Drug / Narcotic Violations","312","8500  E WINNER RD","KANSAS CITY","64125","PJ0621","EPD","false","ARR CHA SUS","U","M","29","false","POINT (-94.482944 39.106987)","25-34"
"KC21017253","2021-03-17T18:17:13.000","18:17","2021-03-17T18:20:00.000","18:20","2021-03-17T18:20:00.000","18:20","Assault (Non-Aggravated) on Department Member/Outside Law Enforcement Officer","13B","Simple Assault","113","E 14TH ST and GRAND BLVD","KANSAS CITY",,,"CPD","false","VIC","W","M","41","false","POINT (-94.581044 39.097183)","35-44"
"KC21012316","2021-02-23T23:30:23.000","23:30","2021-02-23T23:30:00.000","23:30","2021-02-24T00:36:00.000","00:36","Alcohol Influence Report","90D","Driving Under the Influence","423","NE 90TH ST and N OAK TRFY","KANSAS CITY","64155","PC0285","NPD","false","ARR CHA SUS","W","M","26","false","POINT (-94.575711 39.257502)","25-34"
"KC21008055","2021-02-05T09:03:42.000","09:03","2021-02-05T11:44:00.000","11:44",,,"Property Damage","290","Vandalism/Destruction of Property","345","4900  LEE'S SUMMIT RD","KANSAS CITY","64055","PJ4160","EPD","false","VIC",,,,"false",,
"KC21011277","2021-02-19T13:01:30.000","13:01","2021-02-19T09:30:00.000","09:30","2021-02-19T13:00:00.000","13:00","Burglary (Residential)","220","Burglary/Breaking and Entering","543","7800  LONGVIEW RD","KANSAS CITY","64134","PJ7192","SPD","false","VIC","W","M","30","false",,"25-34"
"KC21000365","2021-01-03T00:55:50.000","00:55","2021-01-03T00:55:00.000","00:55",,,"Assault (Aggravated)","13A","Aggravated Assault","315","300  OAKLEY AVE","KANSAS CITY","64123","PJ0448","EPD","false","VIC","W","M",,"true","POINT (-94.516447 39.110419)",
"KC21011457","2021-02-20T08:12:00.000","08:12","2021-02-20T08:10:00.000","08:10",,,"Assault (Non-Aggravated)","13B","Simple Assault","243","8000  E 79TH ST","KANSAS CITY","64138","PJ5829","MPD","false","SUS","W","F","71","false",,"65-74"
"KC21016342","2021-03-13T11:28:49.000","11:28","2021-03-12T08:00:00.000","08:00","2021-03-13T11:00:00.000","11:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","233","8000  BROOKLYN AVE","KANSAS CITY","64132","PJ5918","MPD","false","VIC","W","M","29","false",,"25-34"
"KC21014173","2021-03-03T15:49:05.000","15:49","2021-03-03T15:49:00.000","15:49",,,"Stealing – Shoplift","23C","Shoplifting","221","4700  VIRGINIA AVE","KANSAS CITY","64110","PJ3847","MPD","false","SUS","W","M","30","false","POINT (-94.570071 39.040954)","25-34"
"KC21007937","2021-02-04T20:46:36.000","20:46","2021-02-04T17:17:00.000","17:17",,,"Stealing from Building/Residence","23D","Theft From Building","121","1900  INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0544","CPD","false","SUS","W","M","46","false",,"45-54"
"KC21016670","2021-03-15T08:05:54.000","08:05","2021-03-15T08:05:00.000","08:05",,,"Trespass of Real Property","90J","Trespass of Real Property","122","1900  E 10TH ST","KANSAS CITY","64127",,"CPD","false","ARR CHA SUS","B","M","37","false","POINT (-94.55887 39.101515)","35-44"
"KC21013401","2021-02-28T20:20:54.000","20:20","2020-02-28T20:20:00.000","20:20",,,"City Weapons Offense","520","Weapon Law Violations","241","E MEYER BLVD and PROSPECT AVE N","KANSAS CITY","64131",,"MPD","false","ARR CHA SUS","B","M","37","false","POINT (-94.556453 39.007064)","35-44"
"KC21014186","2021-03-03T20:49:19.000","20:49","2021-03-03T20:49:00.000","20:49",,,"Mental Health/Crisis Intervention Team (CIT) Report",,,"631","400  NE 46TH ST","KANSAS CITY","64116","PC1091","SCP","false","ARR SUS CNS","B","M","28","false","POINT (-94.576614 39.177499)","25-34"
"KC21016375","2021-03-13T15:38:02.000","15:38","2021-03-13T15:38:00.000","15:38",,,"Property Damage","290","Vandalism/Destruction of Property","415","1200  NW 72ND TER","KANSAS CITY","64118","PC0503","NPD","false","SUS","W","M","25","false","POINT (-94.594703 39.225971)","25-34"
"KC21066697","2021-10-02T21:49:04.000","21:49","2021-10-02T21:49:00.000","21:49",,,"Vehicular – Injury","90D","Driving Under the Influence","543","BLUE RIDGE BLVD and N US 71 HWY","KANSAS CITY","64134",,"SPD","false","ARR CHA VDR","B","M","22","false",,"18-24"
"KC21014152","2021-03-03T17:22:25.000","17:22","2021-03-03T17:20:00.000","17:20","2021-03-03T19:00:00.000","19:00","Assault (Aggravated)","13A","Aggravated Assault","415","8000  N GRANBY AVE","KANSAS CITY","64151",,"NPD","true","VIC","B","F","20","true","POINT (-94.625998 39.238764)","18-24"
"KC21013073","2021-02-27T08:49:18.000","08:49","2021-02-27T09:02:00.000","09:02",,,"Forgery","250","Counterfeiting / Forgery","542","9400  BLUE RIDGE BLVD","KANSAS CITY","64138","PJ6481","SPD","false","VIC",,,,"false","POINT (-94.507934 38.953129)",
"KC21010034","2021-02-13T16:58:52.000","16:58","2021-02-13T16:45:00.000","16:45","2021-02-13T19:52:00.000","19:52","Robbery (Strong Armed Street)","120","Robbery","242","8000  HICKMAN MILLS DR","KANSAS CITY","64132","PJ5928","MPD","false","SUS","B","M",,"true","POINT (-94.558719 38.981627)",
"KC21006282","2021-01-28T17:44:10.000","17:44","2021-01-28T00:01:00.000","00:01","2021-01-28T08:00:00.000","08:00","Stealing from Building/Residence","23D","Theft From Building","134","1600  W 49TH ST","KANSAS CITY","64112","PJ3770","CPD","false","VIC","W","F","36","false","POINT (-94.6056 39.039647)","35-44"
"KC21008406","2021-02-06T21:54:38.000","21:54","2021-02-06T17:00:00.000","17:00",,,"Stealing – Other","26E","Wire Fraud","333","4000  E 39TH ST","KANSAS CITY",,"PJ3077","EPD","false","SUS","B","M","21","false","POINT (-94.537183 39.054913)","18-24"
"KC21010215","2021-02-14T17:06:42.000","17:06","2021-02-14T17:07:00.000","17:07",,,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","121","300  MAPLE BLVD","KANSAS CITY","64124",,"CPD","false","VIC SUS","B","F",,"false","POINT (-94.557883 39.11108)",
"KC21030255","2021-05-12T17:59:24.000","17:59","2021-05-12T17:59:00.000","17:59",,,"State Warrant Arrest",,,"635","NE PARVIN RD and N CORRINGTON AVE","KANSAS CITY","64117","PC1343","SCP","false","SUS","W","F","31","false",,"25-34"
"KC21004357","2021-01-20T15:05:01.000","15:05","2021-01-20T15:00:00.000","15:00",,,"Assault (Aggravated)","13A","Aggravated Assault","322","2200  LISTER AVE","KANSAS CITY","64127","PJ1878","EPD","false","SUS","B","M","66","true","POINT (-94.527572 39.084432)","65-74"
"KC21001162","2021-01-06T12:05:21.000","12:05","2021-01-06T06:25:00.000","06:25","2021-01-06T06:30:00.000","06:30","Stolen Auto","240","Motor Vehicle Theft","415","1900  NW 82ND TER","KANSAS CITY","64151","PP0424","NPD","false","CMP VIC","W","F","28","false","POINT (-94.602224 39.243365)","25-34"
"KC21008061","2021-02-05T12:31:47.000","12:31","2021-02-05T05:30:00.000","05:30","2021-02-05T09:30:00.000","09:30","Stolen Auto","240","Motor Vehicle Theft","636","3200  N AMERISTAR DR","KANSAS CITY","64161","PC1444","SCP","false","SUS",,"M","33","false","POINT (-94.477208 39.152142)","25-34"
"KC21000398","2021-01-03T08:20:06.000","08:20","2021-01-02T23:00:00.000","23:00","2021-01-03T07:30:00.000","07:30","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","234","8700  CHESTNUT CIR","KANSAS CITY","64131",,"MPD","false","VIC","U","M","47","false","POINT (-94.584156 38.969697)","45-54"
"KC21013188","2021-02-27T17:28:16.000","17:28","2021-02-27T17:28:00.000","17:28",,,"Assault (Non-Aggravated)","13B","Simple Assault","342","2900  VAN BRUNT BLVD","KANSAS CITY","64128","PJ2431","EPD","false","SUS","B","M","61","false","POINT (-94.520726 39.072332)","55-64"
"KC21017886","2021-03-20T16:36:30.000","16:36","2021-03-20T16:36:00.000","16:36",,,"Assault (Non-Aggravated)","13B","Simple Assault","231","7900  STATE LINE RD","KANSAS CITY","64114","PJ5841","MPD","false","VIC WIT","W","F","22","false",,"18-24"
"KC21004692","2021-01-22T06:14:53.000","06:14","2021-01-22T02:00:00.000","02:00","2021-01-22T06:05:00.000","06:05","Stolen Auto","23F","Theft From Motor Vehicle","413","6200  N LONDON AVE","KANSAS CITY","64151",,"NPD","false","VIC","W","M","49","false","POINT (-94.633951 39.207783)","45-54"
"KC21001535","2021-01-07T18:01:48.000","18:01","2021-01-04T00:01:00.000","00:01",,,"Miscellaneous Investigation","90Z","All Other Offenses","999","1200  N ERIE ST","WICHITA","67214",,"OSPD","false","VIC","U","F","21","false","POINT (-97.302466 37.704787)","18-24"
"KC21003780","2021-01-18T08:10:31.000","08:10","2021-01-16T21:30:00.000","21:30","2021-01-17T11:00:00.000","11:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","423","300  NE 101ST ST","KANSAS CITY","64155","PC0218","NPD","false","VIC",,,,"false","POINT (-94.576611 39.275825)",
"KC21013918","2021-03-02T20:56:01.000","20:56","2021-03-02T22:14:00.000","22:14",,,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","531","9800  LOCUST ST","KANSAS CITY",,,"SPD","false","VIC","B","M","34","true","POINT (-94.586373 38.949843)","25-34"
"KC21013411","2021-02-28T21:44:10.000","21:44","2021-02-28T20:00:00.000","20:00","2021-02-28T21:00:00.000","21:00","Property Damage","290","Vandalism/Destruction of Property","533","500  E 117TH ST","KANSAS CITY","64131",,"SPD","false","VIC","W","M","32","false","POINT (-94.587295 38.915118)","25-34"
"KC21002128","2021-01-10T14:15:35.000","14:15","2021-01-10T11:50:00.000","11:50","2021-01-10T13:05:00.000","13:05","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","541","5000  E BANNISTER RD","KANSAS CITY","64132","PJ6347","SPD","false","VIC","W","F","40","false",,"35-44"
"KC21011742","2021-02-21T14:29:00.000","14:29","2021-02-20T13:30:00.000","13:30","2021-02-21T13:15:00.000","13:15","Stealing – Other","23H","All Other Larceny","415","NW 79TH ST and N STRATHBURY AVE","KANSAS CITY","64151","PP0436","NPD","false","VIC","W","M","58","false",,"55-64"
"KC21017485","2021-03-18T18:44:08.000","18:44","2021-03-18T18:22:00.000","18:22","2021-03-18T18:30:00.000","18:30","Stealing – Shoplift","23C","Shoplifting","133","4200  MAIN ST","KANSAS CITY","64111","PJ3353","CPD","false","SUS","W","M","25","false","POINT (-94.586464 39.050401)","25-34"
"KC21014949","2021-03-07T12:41:30.000","12:41","2021-03-07T12:35:00.000","12:35",,,"Assault (Aggravated)","13A","Aggravated Assault","415","7800  N BROADWAY","KANSAS CITY","64118","PC0444","NPD","false","SUS","W","M",,"true","POINT (-94.58527 39.235473)",
"KC21016758","2021-03-15T14:24:19.000","14:24","2021-03-15T08:00:00.000","08:00","2021-03-15T14:00:00.000","14:00","Stolen Auto","240","Motor Vehicle Theft","636","8600  NE UNDERGROUND DR","KANSAS CITY","64117",,"SCP","false","VIC",,,,"false","POINT (-94.478554 39.157109)",
"KC21016066","2021-03-12T04:45:12.000","04:45","2021-03-12T04:45:00.000","04:45",,,"Driving While Suspended/Revoked (State Offense)",,,"341","I 435 HWY SE and E TRUMAN RD W","KANSAS CITY","64126","PJ1373","EPD","false","ARR CHA SUS","B","M","32","false",,"25-34"
"KC21009787","2021-02-12T13:52:34.000","13:52","2021-02-12T13:45:00.000","13:45",,,"Disorderly Conduct","90C","Disorderly Conduct","331","3000  PROSPECT AVE","KANSAS CITY","64128","PJ2482","EPD","false","VIC",,,,"false","POINT (-94.552757 39.071536)",
"KC21013119","2021-02-27T14:08:37.000","14:08","2021-02-01T18:00:00.000","18:00",,,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","314","INDEPENDENCE AVE and VAN BRUNT BLVD","KANSAS CITY",,"PJ0719","EPD","false","VIC","B","M","62","false","POINT (-94.525744 39.105438)","55-64"
"KC21008428","2021-02-07T00:58:12.000","00:58","2021-02-07T00:45:00.000","00:45",,,"Casualty",,,"133","100  W 39TH ST","KANSAS CITY","64111","PJ3132","CPD","false","VIC","W","M","58","false","POINT (-94.587527 39.05663)","55-64"
"KC21005467","2021-01-25T14:01:28.000","14:01","2021-01-25T13:00:00.000","13:00","2021-01-25T14:00:00.000","14:00","Suicide – Attempted",,,"635","4300  N CORRINGTON AVE","KANSAS CITY","64117","PC1130","SCP","false","VIC","W","F",,"false","POINT (-94.495337 39.170377)",
"KC21003126","2021-01-14T19:28:52.000","19:28","2021-01-14T19:28:00.000","19:28",,,"Vehicular – Injury Hit and Run",,,"132","3700  BROADWAY BLVD","KANSAS CITY","64111","PJ2968","CPD","false","VIC PED","B","M","40","false","POINT (-94.590523 39.06095)","35-44"
"KC21000179","2021-01-01T22:08:44.000","22:08","2021-01-01T21:22:00.000","21:22",,,"Dead Body",,,"633","5300  N TRACY AVE","KANSAS CITY","64118","PC0739","SCP","false","VIC DEC","W","F","32","false","POINT (-94.565381 39.191163)","25-34"
"KC21007420","2021-02-02T18:16:38.000","18:16","2021-02-02T18:16:00.000","18:16",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","212","3800  E 60TH ST","KANSAS CITY","64130","PJ4787","MPD","false","ARR CHA SUS","B","F",,"false","POINT (-94.539853 39.01704)",
"KC21007238","2021-02-01T23:50:33.000","23:50","2021-02-01T23:10:00.000","23:10","2021-02-01T23:40:00.000","23:40","Assault (Aggravated)","13A","Aggravated Assault","112","900  E 9TH ST","KANSAS CITY","64106",,"CPD","false","VIC","B","M",,"false","POINT (-94.572528 39.10317)",
"KC21005819","2021-01-26T20:43:03.000","20:43","2021-01-26T20:43:00.000","20:43",,,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","111","W 11TH ST and HICKORY ST","KANSAS CITY","64101","PJ0973","CPD","false","VIC",,,,"false",,
"KC21016113","2021-03-12T10:09:55.000","10:09","2021-03-12T09:47:00.000","09:47",,,"Stealing – Shoplift","23C","Shoplifting","231","7900  WORNALL RD","KANSAS CITY","64114","PJ5855","MPD","false","VIC",,,,"false","POINT (-94.594585 38.984597)",
"KC21003461","2021-01-16T13:12:30.000","13:12","2021-01-16T13:12:00.000","13:12",,,"Vehicular – Injury",,,"224","E 60TH ST and TROOST AVE","KANSAS CITY","64110","PJ4758","MPD","false","ARR CHA SUS VDR","B","M","54","false",,"45-54"
"KC21008564","2021-02-07T20:39:37.000","20:39","2021-02-07T20:25:00.000","20:25","2021-02-07T20:40:00.000","20:40","Domestic Violence Property Damage","290","Vandalism/Destruction of Property","222","5200  GARFIELD AVE","KANSAS CITY","64130","PJ4206","MPD","false","SUS","B","M","22","false","POINT (-94.560663 39.03208)","18-24"
"KC21008761","2021-02-08T14:29:00.000","14:29","2021-02-08T11:55:00.000","11:55","2021-02-08T12:00:00.000","12:00","Stealing – Shoplift","23C","Shoplifting","134","4600  TROOST AVE","KANSAS CITY","64110","PJ3708","CPD","false","SUS","B","M","52","false","POINT (-94.572869 39.043173)","45-54"
"KC21001063","2021-01-05T22:49:37.000","22:49","2021-01-05T20:00:00.000","20:00",,,"Stealing from Building/Residence","23D","Theft From Building","545","10400  RICHMOND AVE","KANSAS CITY",,,"SPD","false","VIC","W","F","79","false","POINT (-94.501393 38.935437)","75+"
"KC21007146","2021-02-01T15:38:31.000","15:38","2021-01-31T21:30:00.000","21:30","2021-02-01T14:30:00.000","14:30","Stealing from Auto (Theft from Auto)","23G","Theft of Vehicle Parts and Accessories","122","2500  E 12TH ST","KANSAS CITY","64127",,"CPD","false","VIC","B","M","66","false","POINT (-94.552536 39.098909)","65-74"
"KC21002327","2021-01-11T12:41:52.000","12:41","2021-01-10T20:00:00.000","20:00","2021-01-11T08:00:00.000","08:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","212","5300  PERSIMMON TRL","KANSAS CITY","64129","PJ4311","MPD","false","VIC","B","M","63","false","POINT (-94.502955 39.028064)","55-64"
