"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"724",,"NE"," 79TH","TE","5","12","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","124000","2768700","1118530","6855","724 NE 79TH TE
,  "
"4212",,"E"," 59TH","ST","6","25","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2778407","1038485","37054","4212 E 59TH ST
,  "
"1601",,"E"," 18TH","ST","7","1","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","80000","2770789","1064824","37459","1601 E 18TH ST
,  "
"11306",,"E"," 49TH","ST","4","26","1983","Non-Residential","New Construction","NA","0","1000","2804485","1043606","5659","11306 E 49TH ST
,  "
"3204",,"E"," 30TH","ST","4","11","1980","Residential","Demolition","Single Family","1","450","2775693","1057740","32766","3204 E 30TH ST
,  "
"1304",,"E"," 78TH","ST","2","11","1983","Residential","Additions, Alterations, Repairs","NA","0","1000","2768139","1026322","1693","1304 E 78TH ST
,  "
"3106",,"NW"," 56TH","ST","2","14","1983","Residential","New Construction","Single Family","1","50000","2755720","1103126","1830","3106 NW 56TH ST
,  "
"1010",,"NE"," 46TH","TE","8","23","1983","Non-Residential","New Construction","NA","0","12700","2769543","1096552","13295","1010 NE 46TH TE
,  "
"648",,"W"," 69TH","ST","4","13","1983","Residential","Additions, Alterations, Repairs","NA","0","3500","2760657","1033463","4968","648 W 69TH ST
,  "
"5113",,"NE"," 48TH",,"2","20","1980","Residential","Demolition","Single Family","1","1320","2783178","1097372","30193","5113 NE 48TH
,  "
"2608",,"E"," 46TH","ST","5","8","1980","Residential","Demolition","Single Family","1","700","2773446","1047281","34307","2608 E 46TH ST
,  "
"28",,"E"," 32ND","TE","5","15","1980","Residential","Additions, Alterations, Repairs","NA","0","40000","2764590","1056917","34708","28 E 32ND TE
,  "
"2412",,"E"," 24TH","ST","3","26","1980","Residential","Demolition","Single Family","1","500","2773293","1062004","31885","2412 E 24TH ST
,  "
"1528",,"E"," 51ST","ST","1","31","1980","Residential","Additions, Alterations, Repairs","NA","0","9000","2770046","1044163","29453","1528 E 51ST ST
,  "
"8226",,"E"," 66TH","ST","5","4","1983","Residential","Additions, Alterations, Repairs","NA","0","3000","2791690","1033377","6189","8226 E 66TH ST
,  "
"27",,"E"," 55TH","TE","2","12","1980","Residential","Additions, Alterations, Repairs","NA","0","30000","2764134","1041339","29943","27 E 55TH TE
,  "
"5533",,"NE"," 58TH","ST","9","16","1980","Residential","Additions, Alterations, Repairs","NA","0","10200","2784846","1104278","42347","5533 NE 58TH ST
,  "
"12710",,"E"," 64TH","CT","7","1","1983","Residential","New Construction","Single Family","1","77000","2807860","1033407","9896","12710 E 64TH CT
,  "
"6419",,"E"," 35TH","ST","5","2","1983","Residential","Additions, Alterations, Repairs","NA","0","500","2786225","1053886","6020","6419 E 35TH ST
,  "
"4908",,"NW"," 67TH","TE","6","2","1983","Residential","Additions, Alterations, Repairs","NA","0","500","2749604","1110694","8005","4908 NW 67TH TE
,  "
"1226",,"W"," 67TH","TE","9","12","1983","Residential","Additions, Alterations, Repairs","NA","0","9800","2758862","1034207","14453","1226 W 67TH TE
,  "
"12724",,"E"," 64TH","CT","5","20","1983","Residential","New Construction","Single Family","1","70000","2808234","1033867","7336","12724 E 64TH CT
,  "
"4112",,"NW"," 61ST","TE","7","28","1983","Residential","New Construction","Single Family","1","55000","2752243","1106647","11591","4112 NW 61ST TE
,  "
"5923",,"NW"," 56TH","ST","9","16","1980","Residential","Additions, Alterations, Repairs","NA","0","42000","2746447","1103200","42350","5923 NW 56TH ST
,  "
"25",,"W"," 79TH","TE","12","15","1980","Residential","Additions, Alterations, Repairs","NA","0","1000","2762792","1025794","47840","25 W 79TH TE
,  "
"7721",,"E"," 55TH","ST","8","18","1980","Residential","New Construction","Single Family","1","24000","2790025","1040494","40544","7721 E 55TH ST
,  "
"7403",,"E"," 50TH","ST","6","23","1983","Residential","Additions, Alterations, Repairs","NA","0","10591","2789066","1043484","9356","7403 E 50TH ST
,  "
"9",,"E"," 31ST","ST","6","3","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2764518","1057486","35746","9 E 31ST ST
,  "
"2304",,"E"," 72ND","ST","11","28","1980","Residential","Additions, Alterations, Repairs","NA","0","8679","2771607","1030398","47037","2304 E 72ND ST
,  "
"418",,"W"," 87TH","TE","3","19","1980","Residential","Additions, Alterations, Repairs","NA","0","224","2761331","1020658","31499","418 W 87TH TE
,  "
"7804",,"E"," 68TH","ST","9","3","1980","Residential","Additions, Alterations, Repairs","NA","0","200","2789974","1032086","41509","7804 E 68TH ST
,  "
"7936",,"NE"," 53RD","ST","4","17","1981","Residential","Additions, Alterations, Repairs","NA","0","1500","2792619","1100951","56226","7936 NE 53RD ST
,  "
"5416",,"NW"," 84TH","TE","9","13","1983","Residential","New Construction","Multifamily","12","231400","2748424","1121691","14548","5416 NW 84TH TE
,  "
"1847",,"E"," 48TH","ST","4","27","1983","Residential","Additions, Alterations, Repairs","NA","0","90","2771193","1045911","5739","1847 E 48TH ST
,  "
"2009",,"E"," 47TH","TE","10","21","1980","Residential","Additions, Alterations, Repairs","NA","0","13000","2771416","1046191","44605","2009 E 47TH TE
,  "
"414",,"E"," 22ND","ST","4","13","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2766565","1063364","75178","414 E 22ND ST
,  "
"5208",,"NE"," 45TH","TE","2","13","1980","Residential","New Construction","Single Family","1","26000","2783455","1095948","29979","5208 NE 45TH TE
,  "
"14",,"W"," 10TH","ST","5","17","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","280000","2764877","1069136","76937","14 W 10TH ST
,  "
"14",,"NE"," 43RD","ST","7","10","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2765879","1094455","38019","14 NE 43RD ST
,  "
"9129",,"E"," 90TH","TE","3","31","1980","Residential","Additions, Alterations, Repairs","NA","0","12000","2795397","1016933","32089","9129 E 90TH TE
,  "
"1109",,"E"," 34TH","ST","1","2","1980","Residential","Demolition","Multifamily","4","1490","2768559","1055284","27418","1109 E 34TH ST
,  "
"7716",,"NW"," 79TH","PL","11","1","1983","Residential","New Construction","Single Family","1","82000","2740528","1118890","18140","7716 NW 79TH PL
,  "
"100",,"W","  3RD","ST","3","30","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","19000","2764684","1071639","4359","100 W 3RD ST
,  "
"1201",,"W"," 85TH","TE","6","18","1980","Residential","Additions, Alterations, Repairs","NA","0","5780","2758994","1022007","36669","1201 W 85TH TE
,  "
"20",,"W","  9TH","ST","2","22","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","11000","2764865","1069462","2167","20 W 9TH ST
,  "
"626",,"W"," 88TH","TE","6","10","1980","Non-Residential","New Construction","NA","0","2000","2760455","1020127","36089","626 W 88TH TE
,  "
"4417",,"NE"," 46TH","TE","4","24","1980","Residential","Additions, Alterations, Repairs","NA","0","300","2780960","1096493","33476","4417 NE 46TH TE
,  "
"315",,"E"," 82ND","ST","9","22","1980","Residential","Additions, Alterations, Repairs","NA","0","3455","2764269","1024073","42629","315 E 82ND ST
,  "
"7508",,"E"," 83RD","ST","7","21","1982","Residential","Additions, Alterations, Repairs","NA","0","5137","2788606","1022184","80297","7508 E 83RD ST
,  "
