"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"2121",,"E"," 63RD","ST","10","6","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","74000","2771189","1036084","16180","2121 E 63RD ST
,  "
"300",,"W"," 12TH","ST","9","11","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","100000","2763948","1068234","42040","300 W 12TH ST
,  "
"6801",,"E"," 68TH","TE","3","25","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2786450","1031782","4105","6801 E 68TH TE
,  "
"2210",,"E"," 85TH","ST","4","9","1980","Residential","Demolition","Single Family","1","1000","2771020","1021844","32576","2210 E 85TH ST
,  "
"714",,"W"," 35TH","ST","3","10","1980","Residential","Demolition","Single Family","1","1000","2762040","1055298","31047","714 W 35TH ST
,  "
"5221",,"NE"," 48TH","ST","3","19","1980","Residential","Demolition","Single Family","1","4018","2783651","1097361","31504","5221 NE 48TH ST
,  "
"2224",,"E"," 68TH","ST","11","5","1982","Residential","Additions, Alterations, Repairs","NA","0","2000","2771662","1033039","86129","2224 E 68TH ST
,  "
"9501",,"E"," 90TH","TE","5","27","1982","Residential","New Construction","Single Family","1","37500","2796930","1016509","77576","9501 E 90TH TE
,  "
"601",,"E","  1ST","ST","3","15","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","38000","2766749","1072680","3499","601 E 1ST ST
,  "
"8609",,"E"," 74TH","TE","9","18","1980","Residential","Additions, Alterations, Repairs","NA","0","4100","2792544","1027725","42523","8609 E 74TH TE
,  "
"3724",,"NE"," 41ST","ST","9","15","1983","Residential","Additions, Alterations, Repairs","NA","0","300","2778626","1093196","14775","3724 NE 41ST ST
,  "
"2806",,"E"," 54TH","ST","4","18","1983","Residential","Additions, Alterations, Repairs","NA","0","165","2773863","1042002","5163","2806 E 54TH ST
,  "
"1653",,"E"," 21ST","ST","1","17","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2771008","1063333","87","1653 E 21ST ST
,  "
"4200",,"E","  9TH","ST","7","22","1983","Residential","Additions, Alterations, Repairs","NA","0","1000","2779339","1068840","11302","4200 E 9TH ST
,  "
"516",,"E"," 97TH","TE","5","27","1980","Residential","New Construction","Multifamily","2","59000","2764782","1013727","35283","516 E 97TH TE
,  "
"114",,"W"," 11TH","ST","5","13","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","90000","2764495","1068499","6951","114 W 11TH ST
,  "
"1005",,"W"," 69TH","ST","11","9","1983","Residential","New Construction","Single Family","1","132000","2760039","1033393","18647","1005 W 69TH ST
,  "
"1600",,"NE"," 98TH","ST","7","18","1983","Residential","New Construction","Single Family","1","82000","2771596","1130351","10946","1600 NE 98TH ST
,  "
"7301",,"NE"," 50TH","ST","12","16","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","5500","2790160","1098642","21045","7301 NE 50TH ST
,  "
"6514",,"E"," 17TH","ST","10","26","1983","Residential","Additions, Alterations, Repairs","NA","0","3000","2786896","1064543","17601","6514 E 17TH ST
,  "
"1215",,"W"," 56TH","ST","2","7","1980","Residential","Additions, Alterations, Repairs","NA","0","30000","2759059","1041317","29719","1215 W 56TH ST
,  "
"601",,"NE"," 41ST","TE","8","14","1980","Residential","Additions, Alterations, Repairs","NA","0","6000","2767751","1093213","40403","601 NE 41ST TE
,  "
"4514",,"E"," 20TH","ST","10","25","1983","Residential","Additions, Alterations, Repairs","NA","0","2300","2780329","1063474","17508","4514 E 20TH ST
,  "
"125",,"E"," 31ST","ST","9","11","1980","Non-Residential","New Construction","NA","0","125000","2765254","1057419","42059","125 E 31ST ST
,  "
"1000",,"E"," 24TH","ST","8","20","1982","Non-Residential","Demolition","NA","0","0","2768306","1062206","81919","1000 E 24TH ST
,  "
"1001",,"NE"," 87TH","TE","3","7","1983","Residential","New Construction","Single Family","1","70000","2769584","1123718","2997","1001 NE 87TH TE
,  "
"212",,"E"," 78TH","TE","10","21","1983","Non-Residential","New Construction","NA","0","2500","2764030","1026509","17294","212 E 78TH TE
,  "
"6700",,"NW"," 67TH","TE","10","24","1983","Residential","New Construction","Single Family","1","36960","2744134","1110441","17434","6700 NW 67TH TE
,  "
"2907",,"E"," 28TH",,"2","22","1980","Residential","Additions, Alterations, Repairs","NA","0","19275","2774916","1058823","30316","2907 E 28TH
,  "
"707",,"E"," 72ND","TE","4","14","1980","Residential","Additions, Alterations, Repairs","NA","0","1200","2766465","1030064","23808","707 E 72ND TE
,  "
"929",,"E"," 12TH","ST","4","20","1982","Non-Residential","Demolition","NA","0","0","2768268","1067868","75607","929 E 12TH ST
,  "
"109",,"E"," 31ST","TE","5","23","1980","Residential","Additions, Alterations, Repairs","NA","0","205","2765025","1057111","35256","109 E 31ST TE
,  "
"11907",,"E"," 58TH","TE","1","19","1981","Non-Residential","New Construction","NA","0","11000","2805612","1037421","50652","11907 E 58TH TE
,  "
"619",,"W"," 10TH","ST","10","6","1980","Residential","Additions, Alterations, Repairs","NA","0","10000","2762607","1068938","43684","619 W 10TH ST
,  "
"2407",,"E"," 28TH","ST","8","19","1983","Residential","Additions, Alterations, Repairs","NA","0","1200","2773242","1059063","13118","2407 E 28TH ST
,  "
"1206",,"W"," 63RD","ST","2","5","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2759329","1037050","29623","1206 W 63RD ST
,  "
"801",,"W"," 47TH","ST","2","8","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","100000","2761251","1046936","1465","801 W 47TH ST
,  "
"11",,"E"," 41ST","ST","4","4","1980","Residential","Demolition","Single Family","1","2000","2764210","1050470","32350","11 E 41ST ST
,  "
"1600",,"E"," 52ND","ST","2","13","1980","Residential","Additions, Alterations, Repairs","NA","0","6000","2769847","1043545","29978","1600 E 52ND ST
,  "
"1232",,"W"," 66TH","TE","8","4","1983","Non-Residential","New Construction","NA","0","18600","2758610","1034908","12089","1232 W 66TH TE
,  "
"6648",,"E"," 67TH","ST","3","8","1982","Residential","Additions, Alterations, Repairs","NA","0","12000","2786407","1032954","73199","6648 E 67TH ST
,  "
"500",,"E","  3RD","ST","12","12","1980","Non-Residential","Demolition","NA","0","18000","2766415","1072083","47738","500 E 3RD ST
,  "
"3900",,"NW"," 73RD","ST","7","8","1988","Residential","Additions, Alterations, Repairs","NA","0","11000","2753319","1114396","18816","3900 NW 73RD ST
,  "
"5720",,"NE"," 48TH","ST","3","28","1980","Non-Residential","New Construction","NA","0","4000","2785218","1097535","32029","5720 NE 48TH ST
,  "
"3620",,"NE"," 78TH","ST","9","30","1983","Residential","New Construction","Single Family","1","45000","2778785","1117060","15754","3620 NE 78TH ST
,  "
"12716",,"E"," 63RD","ST","3","23","1983","Residential","New Construction","Single Family","1","84000","2808069","1034462","3975","12716 E 63RD ST
,  "
"3401",,"E"," 72ND","ST","12","20","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","1400","2775212","1030075","88333","3401 E 72ND ST
,  "
"7105",,"E"," 69TH","TE","10","27","1983","Residential","New Construction","Single Family","1","101000","2787341","1031007","17722","7105 E 69TH TE
,  "
"915",,"W"," 17TH","ST","9","13","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","15000","2761670","1065529","83012","915 W 17TH ST
,  "
"815",,"W"," 17TH","ST","11","8","1982","Residential","Additions, Alterations, Repairs","NA","0","3500","2762016","1065529","86249","815 W 17TH ST
,  "
"500",,"E","  8TH","ST","2","23","1984","Non-Residential","Additions, Alterations, Repairs","NA","0","1800000","2767048","1069810","26643","500 E 8TH ST
,  "
"7609",,"E"," 70TH","TE","4","21","1980","Residential","Additions, Alterations, Repairs","NA","0","50000","2789211","1030447","33188","7609 E 70TH TE
,  "
"5308",,"NE"," 50TH","ST","6","23","1980","Non-Residential","New Construction","NA","0","1350","2783837","1098862","36945","5308 NE 50TH ST
,  "
"1166",,"E"," 77TH","ST","10","14","1980","Residential","Additions, Alterations, Repairs","NA","0","437","2768015","1027097","44184","1166 E 77TH ST
,  "
"12211",,"E"," 58TH","TE","3","8","1984","Residential","New Construction","Single Family","1","50400","2806538","1037255","1034","12211 E 58TH TE
,  "
"200",,"E"," 25TH","ST","9","15","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","9000","2765532","1061538","14726","200 E 25TH ST
,  "
"108",,"W"," 91ST","TE","11","24","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2762310","1018019","46749","108 W 91ST TE
,  "
"3820",,"E"," 25TH","ST","5","4","1982","Residential","Demolition","Single Family","1","0","2778054","1060936","76302","3820 E 25TH ST
,  "
"1719",,"W","  9TH","ST","8","29","1983","Non-Residential","Demolition","NA","0","0","2758566","1069654","13679","1719 W 9TH ST
,  "
"1423",,"E"," 75TH","ST","6","23","1983","Residential","Additions, Alterations, Repairs","NA","0","2000","2768824","1028441","9447","1423 E 75TH ST
,  "
"5512",,"NW"," 82ND","TE","8","3","1983","Residential","New Construction","Single Family","1","66000","2747914","1120660","12068","5512 NW 82ND TE
,  "
"4316",,"E"," 23RD","ST","6","24","1983","Residential","Additions, Alterations, Repairs","NA","0","5000","2779671","1062193","9547","4316 E 23RD ST
,  "
"400",,"W"," 51ST","ST","6","23","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","82800","2762573","1044503","9450","400 W 51ST ST
,  "
"7904",,"E"," 90TH","ST","7","25","1983","Residential","Additions, Alterations, Repairs","NA","0","10000","2790002","1017489","11327","7904 E 90TH ST
,  "
"1410",,"E"," 39TH","ST","12","2","1980","Non-Residential","Demolition","NA","0","0","2769751","1052101","47141","1410 E 39TH ST
,  "
"916",,"W"," 33RD","ST","9","2","1983","Residential","Additions, Alterations, Repairs","NA","0","3500","2761195","1056430","14058","916 W 33RD ST
,  "
"11913",,"E"," 57TH","ST","6","13","1983","Residential","Additions, Alterations, Repairs","NA","0","1100","2805488","1038437","8642","11913 E 57TH ST
,  "
"2130",,"E"," 83RD","ST","10","10","1983","Non-Residential","Demolition","NA","0","0","2770848","1023299","16358","2130 E 83RD ST
,  "
"2311",,"E"," 22ND","ST","11","19","1982","Residential","Demolition","Single Family","1","0","2772988","1062793","86957","2311 E 22ND ST
,  "
"7743",,"E"," 55TH","ST","9","23","1980","Non-Residential","New Construction","NA","0","6000","2790646","1040458","42792","7743 E 55TH ST
,  "
"2802",,"NE"," 39TH","ST","7","5","1983","Residential","Additions, Alterations, Repairs","NA","0","6000","2775254","1091656","9976","2802 NE 39TH ST
,  "
"4607",,"E"," 59TH","ST","3","29","1983","Residential","Additions, Alterations, Repairs","NA","0","6500","2779595","1038325","4250","4607 E 59TH ST
,  "
"1100",,"NW"," 56TH","ST","4","23","1984","Non-Residential","New Construction","NA","0","11400","2761551","1103037","4058","1100 NW 56TH ST
,  "
"434",,"NE"," 32ND","ST","1","29","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","40000","2767265","1087218","29343","434 NE 32ND ST
,  "
"5200",,"NW"," 84TH","TE","3","10","1983","Residential","New Construction","Single Family","1","52000","2748992","1121729","3221","5200 NW 84TH TE
,  "
"9206",,"E"," 89TH","ST","5","10","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2795752","1017559","6674","9206 E 89TH ST
,  "
"3225",,"E"," 77TH","ST","5","9","1983","Residential","Demolition","Single Family","1","0","2774642","1026806","6529","3225 E 77TH ST
,  "
"5110",,"NW"," 59TH","TE","6","20","1983","Residential","New Construction","Single Family","1","65000","2749182","1105605","9138","5110 NW 59TH TE
,  "
"900",,"E"," 36TH","ST","5","27","1983","Non-Residential","New Construction","NA","0","14000","2767728","1054151","7777","900 E 36TH ST
,  "
"3115",,"NE"," 43RD","ST","6","18","1980","Residential","Additions, Alterations, Repairs","NA","0","3400","2776640","1094048","36671","3115 NE 43RD ST
,  "
"604",,"W"," 70TH","ST","4","29","1980","Residential","Additions, Alterations, Repairs","NA","0","8686","2761214","1032589","33723","604 W 70TH ST
,  "
"209",,"NW"," 44TH","ST","4","27","1983","Residential","New Construction","Single Family","1","100000","2764497","1095141","5748","209 NW 44TH ST
,  "
"7912",,"E"," 48TH","ST","10","8","1980","Non-Residential","New Construction","NA","0","3500","2790804","1045256","43807","7912 E 48TH ST
,  "
"108",,"NE"," 86TH","TE","10","2","1980","Residential","Additions, Alterations, Repairs","NA","0","9000","2766234","1122969","43469","108 NE 86TH TE
,  "
"301",,"W"," 13TH","ST","7","13","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2763951","1067923","79830","301 W 13TH ST
,  "
"501",,"E"," 92ND","TE","8","20","1980","Non-Residential","New Construction","NA","0","2800","2764481","1017123","40763","501 E 92ND TE
,  "
"1111",,"E"," 25TH","ST","1","12","1982","Residential","Additions, Alterations, Repairs","NA","0","1000","2768797","1061243","70141","1111 E 25TH ST
,  "
"2001",,"E"," 60TH","TE","3","25","1983","Residential","Additions, Alterations, Repairs","NA","0","57998","2770900","1037848","4125","2001 E 60TH TE
,  "
"2119",,"E"," 10TH","ST","1","12","1982","Residential","Additions, Alterations, Repairs","NA","0","200","2772574","1068549","70272","2119 E 10TH ST
,  "
"4804",,"NW"," 67TH","ST","9","29","1980","Residential","New Construction","Single Family","1","57000","2749952","1110329","43198","4804 NW 67TH ST
,  "
"337",,"E"," 55TH","ST","5","29","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2765034","1041578","35455","337 E 55TH ST
,  "
"4409",,"E"," 44TH","ST","1","18","1983","Residential","Additions, Alterations, Repairs","NA","0","412","2779374","1048249","185","4409 E 44TH ST
,  "
"4000",,"NW"," 64TH","ST","5","15","1980","Non-Residential","New Construction","NA","0","478000","2752724","1108465","34691","4000 NW 64TH ST
,  "
"1501",,"W"," 31ST","ST","2","12","1980","Non-Residential","New Construction","NA","0","25000","2759501","1057616","29888","1501 W 31ST ST
,  "
"1804",,"W"," 39TH","ST","6","10","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","500","2758507","1052604","36161","1804 W 39TH ST
,  "
"14",,"W"," 10TH","ST","8","11","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","45000","2764877","1069136","81497","14 W 10TH ST
,  "
"2839",,"NE"," 48TH","TE","5","4","1983","Residential","New Construction","Single Family","1","61000","2775964","1097718","6219","2839 NE 48TH TE
,  "
"2409",,"E"," 18TH","ST","7","6","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","10584","2773501","1064697","79451","2409 E 18TH ST
,  "
"1750",,"NW"," 53RD","ST","9","5","1980","Residential","New Construction","Single Family","1","63000","2760120","1101448","41697","1750 NW 53RD ST
,  "
"816",,"E"," 76TH","ST","4","29","1980","Residential","Additions, Alterations, Repairs","NA","0","567","2766491","1028026","33671","816 E 76TH ST
,  "
"5005",,"NE"," 42ND","TE","8","9","1983","Residential","Additions, Alterations, Repairs","NA","0","3000","2782858","1093731","12470","5005 NE 42ND TE
,  "
"127",,"W"," 10TH","ST","11","25","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","70000","2764552","1068859","19692","127 W 10TH ST
,  "
"321",,"E"," 80TH","ST","8","28","1980","Residential","Additions, Alterations, Repairs","NA","0","13000","2764336","1025385","41256","321 E 80TH ST
,  "
"3742",,"NE"," 46TH","TE","7","30","1980","Residential","Additions, Alterations, Repairs","NA","0","17500","2779077","1097049","39383","3742 NE 46TH TE
,  "
"805",,"E"," 93RD","ST","10","26","1983","Residential","Additions, Alterations, Repairs","NA","0","10100","2766535","1016608","17567","805 E 93RD ST
,  "
"820",,"W"," 84TH","ST","6","18","1980","Residential","Additions, Alterations, Repairs","NA","0","407","2760116","1023081","36683","820 W 84TH ST
,  "
"7740",,"NE"," 55TH","ST","7","16","1980","Residential","Additions, Alterations, Repairs","NA","0","4200","2791995","1102533","38341","7740 NE 55TH ST
,  "
"722",,"W"," 49TH","TE","12","7","1983","Residential","Additions, Alterations, Repairs","NA","0","10000","2761603","1045528","20720","722 W 49TH TE
,  "
"3606",,"NE"," 78TH","ST","9","30","1983","Residential","New Construction","Single Family","1","44500","2778545","1117354","15752","3606 NE 78TH ST
,  "
"4825",,"E","  7TH","ST","1","19","1983","Residential","Demolition","Single Family","1","0","2781686","1069313","210","4825 E 7TH ST
,  "
"1205",,"W"," 61ST",,"4","14","1980","Residential","Additions, Alterations, Repairs","NA","0","25000","2759432","1037952","32824","1205 W 61ST
,  "
"828",,"NW"," 69TH","PL","12","1","1983","Residential","Additions, Alterations, Repairs","NA","0","16000","2763146","1112088","20077","828 NW 69TH PL
,  "
"7700",,"NE"," 38TH","ST","12","13","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","32000","2791493","1091284","20844","7700 NE 38TH ST
,  "
"8600",,"E"," 63RD","TF","4","18","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","51700","2792925","1035281","33185","8600 E 63RD TF
,  "
"1623",,"E"," 33RD","ST","6","17","1983","Residential","Additions, Alterations, Repairs","NA","0","100","2770668","1055867","9016","1623 E 33RD ST
,  "
"9709",,"E"," 90TH","TE","4","15","1980","Non-Residential","New Construction","NA","0","15000","2797753","1016459","32929","9709 E 90TH TE
,  "
"814",,"W"," 39TH","TE","8","23","1983","Non-Residential","New Construction","NA","0","3500","2761343","1052130","13304","814 W 39TH TE
,  "
"1300",,"E"," 19TH","ST","10","28","1983","Non-Residential","Demolition","NA","0","0","2769504","1064474","17778","1300 E 19TH ST
,  "
"4124",,"E","  6TH","ST","10","3","1983","Residential","Additions, Alterations, Repairs","NA","0","4000","2779345","1069869","15828","4124 E 6TH ST
,  "
"911",,"W"," 45TH","ST","7","28","1980","Residential","Additions, Alterations, Repairs","NA","0","4600","2760912","1048422","39214","911 W 45TH ST
,  "
"5000",,"E"," 42ND","ST","4","2","1980","Residential","Additions, Alterations, Repairs","NA","0","5400","2781215","1049404","32227","5000 E 42ND ST
,  "
"801",,"W"," 47TH","ST","9","12","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2761251","1046936","14401","801 W 47TH ST
,  "
"5616",,"E"," 12TH","ST","8","29","1980","Non-Residential","New Construction","NA","0","7500","2784194","1067284","41349","5616 E 12TH ST
,  "
"7135",,"E"," 69TH","TE","8","3","1982","Residential","New Construction","Single Family","1","65000","2787640","1031058","81018","7135 E 69TH TE
,  "
"9408",,"E"," 90TH","TE","6","20","1983","Residential","New Construction","Single Family","1","55000","2796507","1016882","9158","9408 E 90TH TE
,  "
"5022",,"NW"," 85TH","CT","8","31","1987","Residential","New Construction","Single Family","1","73400","2749605","1122685","22125","5022 NW 85TH CT
,  "
"728",,"E"," 70TH","TE","4","18","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2766417","1031692","33178","728 E 70TH TE
,  "
"1202",,"W"," 70TH","ST","5","7","1982","Residential","Additions, Alterations, Repairs","NA","0","2800","2759205","1032353","76520","1202 W 70TH ST
,  "
"5224",,"NW"," 84TH","TE","8","18","1981","Residential","New Construction","Single Family","1","41706","2748664","1121658","62691","5224 NW 84TH TE
,  "
"3859",,"E"," 60TH","TE","9","13","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2777632","1037488","14569","3859 E 60TH TE
,  "
"2244",,"E"," 69TH","TE","12","22","1982","Residential","Additions, Alterations, Repairs","NA","0","7000","2771821","1032042","88543","2244 E 69TH TE
,  "
"136",,"W"," 61ST","TE","5","20","1980","Residential","Additions, Alterations, Repairs","NA","0","700","2762553","1037793","34956","136 W 61ST TE
,  "
"200",,"W"," 12TH","ST","4","15","1980","Non-Residential","Demolition","NA","0","12000","2764220","1068169","32870","200 W 12TH ST
,  "
"6701",,"E"," 96TH","TE","3","24","1983","Non-Residential","New Construction","NA","0","6500","2785537","1013487","4018","6701 E 96TH TE
,  "
"1221",,"NW"," 74TH","ST","1","31","1984","Residential","New Construction","Single Family","1","31000","2761518","1114764","24692","1221 NW 74TH ST
,  "
"6308",,"NW"," 65TH","TE","10","1","1980","Non-Residential","New Construction","NA","0","7000","2745051","1109560","43405","6308 NW 65TH TE
,  "
"6235",,"E"," 12TH","TE","5","4","1983","Residential","Additions, Alterations, Repairs","NA","0","550","2786243","1066767","6226","6235 E 12TH TE
,  "
"3205",,"E"," 26TH","TE","1","4","1983","Residential","Demolition","Single Family","1","0","2775786","1059989","89625","3205 E 26TH TE
,  "
"3817",,"E"," 61ST","ST","9","22","1983","Residential","Additions, Alterations, Repairs","NA","0","17050","2777074","1037024","15163","3817 E 61ST ST
,  "
"7740",,"E"," 95TH","TE","6","9","1980","Residential","New Construction","Single Family","1","50000","2789033","1013855","36086","7740 E 95TH TE
,  "
"4904",,"NW"," 67TH","TE","7","7","1983","Residential","New Construction","Single Family","1","65000","2749712","1110673","10192","4904 NW 67TH TE
,  "
"7219",,"E"," 87TH","ST","7","3","1980","Residential","Additions, Alterations, Repairs","NA","0","200","2787725","1019465","37601","7219 E 87TH ST
,  "
"2411",,"E"," 20TH","ST","10","3","1980","Residential","Demolition","Single Family","1","0","2773499","1063720","43555","2411 E 20TH ST
,  "
"204",,"E"," 79TH","ST","5","29","1980","Residential","Additions, Alterations, Repairs","NA","0","9000","2763893","1026184","35474","204 E 79TH ST
,  "
"3229",,"E","  7TH","ST","8","22","1983","Residential","Additions, Alterations, Repairs","NA","0","15600","2776592","1069547","13244","3229 E 7TH ST
,  "
"6900",,"NW"," 83RD","TE","7","18","1983","Non-Residential","New Construction","NA","0","531000","2743260","1121038","10963","6900 NW 83RD TE
,  "
"3819",,"E"," 67TH","TE","7","21","1980","Residential","Demolition","Single Family","1","0","2776928","1032947","38710","3819 E 67TH TE
,  "
"4225",,"NW"," 56TH","ST","4","6","1983","Residential","Additions, Alterations, Repairs","NA","0","10000","2751472","1102699","4622","4225 NW 56TH ST
,  "
"3809",,"NW"," 73RD","ST","10","29","1980","Residential","New Construction","Single Family","1","35250","2753487","1114271","45153","3809 NW 73RD ST
,  "
"4303",,"E"," 55TH","ST","2","11","1983","Residential","Additions, Alterations, Repairs","NA","0","1000","2778627","1041014","1698","4303 E 55TH ST
,  "
"8",,"E"," 70TH","ST","8","2","1983","Residential","Additions, Alterations, Repairs","NA","0","10500","2763485","1032340","11975","8 E 70TH ST
,  "
"625",,"W"," 66TH","TE","2","14","1983","Non-Residential","New Construction","NA","0","8500","2761006","1034624","1807","625 W 66TH TE
,  "
"4127",,"E","  6TH","ST","1","25","1982","Residential","Additions, Alterations, Repairs","NA","0","2500","2779360","1069768","71219","4127 E 6TH ST
,  "
"4003",,"E"," 56TH","ST","7","11","1980","Residential","Demolition","Single Family","1","0","2777651","1040400","38119","4003 E 56TH ST
,  "
"1201",,"NE"," 83RD","TE","9","29","1982","Residential","New Construction","Multifamily","2","81000","2770218","1121124","83955","1201 NE 83RD TE
,  "
"4620",,"E"," 30TH","ST","4","20","1983","Residential","Demolition","Single Family","1","0","2780460","1057539","5400","4620 E 30TH ST
,  "
"501",,"W"," 11TH","ST","7","13","1983","Residential","Additions, Alterations, Repairs","NA","0","5000","2763101","1068434","10650","501 W 11TH ST
,  "
"3909",,"E"," 18TH","CT","12","10","1982","Residential","Additions, Alterations, Repairs","NA","0","20000","2778441","1064219","87954","3909 E 18TH CT
,  "
"4034",,"E"," 70TH","ST","5","16","1980","Residential","Additions, Alterations, Repairs","NA","0","30200","2777581","1031427","34790","4034 E 70TH ST
,  "
"3432",,"E","  7TH",,"2","20","1980","Residential","Additions, Alterations, Repairs","NA","0","4750","2777270","1069632","30196","3432 E 7TH
,  "
"7812",,"E"," 47TH","TE","4","28","1983","Non-Residential","New Construction","NA","0","2100","2790546","1045524","5813","7812 E 47TH TE
,  "
"12321",,"E"," 62ND","TE","5","23","1983","Residential","Additions, Alterations, Repairs","NA","0","4000","2806920","1034466","7406","12321 E 62ND TE
,  "
"932",,"W"," 34TH","ST","5","19","1983","Residential","Additions, Alterations, Repairs","NA","0","15000","2760867","1055766","7292","932 W 34TH ST
,  "
"2008",,"E"," 58TH","ST","3","26","1980","Residential","Additions, Alterations, Repairs","NA","0","150","2771122","1039473","31883","2008 E 58TH ST
,  "
"223",,"W","  3RD",,"2","26","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2764106","1071376","30481","223 W 3RD
,  "
"7617",,"NW"," 73RD","ST","8","5","1983","Residential","New Construction","Single Family","1","35000","2740669","1114133","12189","7617 NW 73RD ST
,  "
"2709",,"E"," 27TH","ST","3","1","1983","Residential","Additions, Alterations, Repairs","NA","0","2000","2774302","1059660","2590","2709 E 27TH ST
,  "
"112",,"E"," 78TH","TE","2","22","1980","Non-Residential","New Construction","NA","0","3000","2763697","1026520","30395","112 E 78TH TE
,  "
"3",,"W"," 63RD","ST","8","11","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","8000","2763532","1036639","12692","3 W 63RD ST
,  "
"8100",,"E"," 89TH","ST","6","17","1980","Residential","Additions, Alterations, Repairs","NA","0","8000","2790308","1018097","36665","8100 E 89TH ST
,  "
"4820",,"NE"," 92ND","ST","10","17","1983","Residential","New Construction","Single Family","1","59300","2782120","1126482","16881","4820 NE 92ND ST
,  "
"127",,"W"," 10TH","ST","7","25","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","40300","2764552","1068859","11385","127 W 10TH ST
,  "
"2819",,"E"," 77TH","ST","8","6","1980","Residential","Additions, Alterations, Repairs","NA","0","750","2773089","1026897","39834","2819 E 77TH ST
,  "
"1920",,"E"," 71ST","TE","1","26","1983","Residential","Additions, Alterations, Repairs","NA","0","15000","2770684","1030767","851","1920 E 71ST TE
,  "
"2120",,"NW"," 58TH","ST","9","30","1983","Residential","New Construction","Single Family","1","44500","2758507","1104292","15753","2120 NW 58TH ST
,  "
"2007",,"NE"," 34TH","PL","4","25","1983","Residential","Additions, Alterations, Repairs","NA","0","3500","2772584","1088929","5571","2007 NE 34TH PL
,  "
"8525",,"NE"," 38TH","ST","3","10","1987","Non-Residential","New Construction","NA","0","150000","2793483","1090689","12989","8525 NE 38TH ST
,  "
"4401",,"E"," 17TH","ST","6","15","1983","Residential","Additions, Alterations, Repairs","NA","0","2800","2779903","1064692","8780","4401 E 17TH ST
,  "
"911",,"W"," 23RD","ST","10","13","1980","Residential","Additions, Alterations, Repairs","NA","0","15440","2761655","1062881","44114","911 W 23RD ST
,  "
"2016",,"E"," 83RD","ST","5","2","1983","Residential","Additions, Alterations, Repairs","NA","0","2576","2770561","1023314","6101","2016 E 83RD ST
,  "
"3402",,"E","  9TH","ST","5","2","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","30000","2776852","1068997","6119","3402 E 9TH ST
,  "
"300",,"NE"," 83RD",,"10","31","1980","Residential","New Construction","Single Family","1","26400","2766815","1121213","45268","300 NE 83RD
,  "
"12400",,"E"," 59TH","ST","10","13","1980","Residential","New Construction","Single Family","1","41700","2806737","1037061","44157","12400 E 59TH ST
,  "
"7500",,"NW"," 82ND","ST","11","21","1983","Residential","New Construction","Multifamily","2","55680","2741377","1120211","19420","7500 NW 82ND ST
,  "
"3112",,"NW"," 56TH","ST","2","22","1980","Residential","New Construction","Single Family","1","55000","2755638","1103122","27435","3112 NW 56TH ST
,  "
"4600",,"E"," 27TH","ST","9","28","1983","Residential","Demolition","Single Family","1","0","2780261","1059510","15591","4600 E 27TH ST
,  "
"3700",,"E"," 59TH","ST","11","10","1983","Residential","Additions, Alterations, Repairs","NA","0","25000","2776506","1038586","18746","3700 E 59TH ST
,  "
"2942",,"E"," 29TH","ST","2","13","1980","Residential","Additions, Alterations, Repairs","NA","0","18500","2775335","1058140","29951","2942 E 29TH ST
,  "
"606",,"W"," 39TH","TE","1","21","1980","Residential","Additions, Alterations, Repairs","NA","0","400","2762144","1052078","28884","606 W 39TH TE
,  "
"1008",,"W"," 67TH","ST","1","23","1980","Residential","Additions, Alterations, Repairs","NA","0","9500","2760045","1034538","29054","1008 W 67TH ST
,  "
