"lot","vehicle_id","tow_reference","year","make","model","vin","reason","k","comments"
"298","5115353","93890","2005","NISSAN","ALTIMA","1N4AL11D55N905370","ILLEGALLY PARKED",,"5115353"
"299","5117821","93942","2013","ACURA","TL","19UUA8F59DA008793","ACCIDENT",,"5117821"
"300","5117446","93939","2011","FORD","FIESTA","3FADP4EJ5BM228944","ILLEGALLY PARKED",,"5117446"
"301","5119876","93994","2008","CHEVROLET","IMPALA","2G1WB58KX81201775","ABANDONED",,"5119876"
"302","5144669","94691","2012","DODGE","JOURNEY","3C4PDCBG1CT394128","ACCIDENT",,"5144669"
"303","5113230","93847","2005","HONDA","ACCORD","1HGCM56455A015380","ABANDONED",,"5113230"
"305","5115966","93908","2006","HYUNDAI","SONATA","5NPEU46F96H052512","ACCIDENT",,"5115966"
"306","5117684","93940","2000","CHRYSLER","300M","2C3HE66G5YH233153","ACCIDENT",,"5117684"
"307","5139871","94568","2001","CHEVROLET","PRIZM","1Y1SK52891Z446112","ARREST","K","5139871"
"308","5117360","93933","2001","CHEVROLET","SUBURBAN","3GNFK16T61G209338","ACCIDENT","K","5117360"
"310","5125859","94196","2006","FORD","FUSION","3FAFP07136R190587","ARREST","K","5125859"
"311","5148215","94764","2012","MAZDA","2","JM1DE1LY1C0133624","ACCIDENT",,"5148215"
"312","5119847","93992","2006","CHRYSLER","300","2C3KA63H66H130657","ACCIDENT",,"5119847"
"313","5126672","94217","2003","GMC","ENVOY","1GKDS13S832136498","ARREST","K","5126672"
"314","5113627","93852","2016","DODGE","DART","1C3CDFBB6GD660991","ACCIDENT",,"5113627"
"315","3885734","56465","2006","DODGE","RAM","1D7HU18276S632063","ACCIDENT",,"3885734"
"316","5119549","93985","2004","TOYOTA","CAMRY","4T1CE30P04U825169","ACCIDENT",,"5119549"
"317","5052735","92193","2000","BUICK","CENTURY","2G4WS52J1Y1143624","STOLEN",,"5052735"
"319","5136624","94486","2007","MITSUBISHI","ECLIPSE","4A3AK34T77E005887","ACCIDENT",,"5136624"
"320","5122413","94081","2008","SUZUKI","OTHER","2S3DA417986114388","ACCIDENT",,"5122413"
"321","5145566","94708","2004","HONDA","ACCORD","1HGCM56844A120056","ACCIDENT",,"5145566"
"322","5125220","94179","2005","FORD","FIVE HUNDRED","1FAFP23195G137335","ABANDONED",,"5125220"
"323","5122749","94091","2003","MITSUBISHI","OUTLANDER","JA4LZ41G93U033656","ARREST",,"5122749"
"325","5122964","94095","2018","FORD","FUSION","3FA6P0HD8JR204212","ABANDONED",,"5122964"
"327","5127767","94246","2016","TOYOTA","CAMRY","4T1BF1FK8GU508933","ARREST","K","5127767"
"328","5125407","94182","1994","HONDA","ACCORD","1HGCD5535RA067283","STOLEN",,"5125407"
"329","5123145","94101","2001","FORD","RANGER","1FTYR14U01PA97267","ARREST","K","5123145"
"331","5123419","94107","1997","MERCEDES","E CLASS","WDBJF72F7VA458809","ABANDONED",,"5123419"
"332","5127148","94227","2008","CHEVROLET","COBALT","1G1AK58F187342315","ILLEGALLY PARKED",,"5127148"
"334","5125078","94173","2004","GMC","SIERRA","1GTEC14X54Z252385","ABANDONED",,"5125078"
"335","5136274","94479","2003","HONDA","CIVIC","2HGES26713H584216","ACCIDENT",,"5136274"
"337","5124089","94134","2004","HONDA","ODYSSEY","5FNRL18084B028693","ACCIDENT",,"5124089"
"338","5124144","94135","2004","HONDA","ODYSSEY","5FNRL18034B104983","ACCIDENT",,"5124144"
"339","5144798","94699","2007","CHEVROLET","EQUINOX","2CNDL73F276070887","ACCIDENT","K","5144798"
"340","5124352","94143","2006","NISSAN","MURANO","JN8AZ08W66W505621","ARREST","K","5124352"
"341","5142981","94645","2001","CHEVROLET","SILVERADO","1GCEK19T51E173262","ARREST",,"5142981"
"342","5124090","94133","2004","JEEP","LIBERTY","1J4GL48K74W327799","ACCIDENT",,"5124090"
"343","5129937","94301","2005","CHEVROLET","IMPALA","2G1WF52E959196556","ACCIDENT",,"5129937"
"344","5127301","94232","2003","TOYOTA","MATRIX","2T1LR32E83C020715","ABANDONED",,"5127301"
"345","5124353","94144","2005","CHEVROLET","MALIBU","1G1ZU548X5F144371","ACCIDENT",,"5124353"
"346","5124309","94141","2002","ACURA","MDX","2HNYD18642H548498","ACCIDENT",,"5124309"
"347","5124159","94137","2012","LINCOLN","OTHER","2LMDJ8JK0CBL09211","ACCIDENT",,"5124159"
"348","5146178","94719","2008","CHEVROLET","IMPALA","2G1WD58C189209834","ABANDONED",,"5146178"
"350","5142503","94638","2013","DODGE","AVENGER","1C3CDZAG3DN766769","ACCIDENT",,"5142503"
"351","5140666","94589","2002","CHEVROLET","SILVERADO","1GCEC14W32Z346401","ABANDONED",,"5140666"
"354","5124705","94154","2005","CHEVROLET","TRAILBLAZER","1GNDT13S552325872","ABANDONED",,"5124705"
"355","5124759","94157","2019","FORD","FUSION","3FA6P0D99KR241160","ABANDONED",,"5124759"
"356","5072861","92706","2016","FORD","FOCUS","1FADP3F29GL336784","ABANDONED","K","5072861"
"357","4953167","89477","2004","BUICK","LESABRE","1G4HP52K344157316","ILLEGALLY PARKED",,"4953167"
"358","5124813","94160","2012","DODGE","AVENGER","1C3CDZCB2CN230685","ILLEGALLY PARKED",,"5124813"
"359","5085561","93061","2006","BMW","X3","WBXPA934X6WG78524","ARREST",,"5085561"
"360","5124858","94161","1994","FORD","F150","1FTDF15Y2RLA44081","ABANDONED",,"5124858"
"361","5130422","94318","2003","FORD","F150","2FTRF17263CA62079","ACCIDENT",,"5130422"
"362","5124882","94156","1999","FORD","F350","1FDWF37S5XED92676","ABANDONED",,"5124882"
"363","5106435","93663","2008","MERCURY","GRAND MARQUIS","2MEFM75V68X616115","ARREST","K","5106435"
"364","5136898","94499","2006","PONTIAC","GRAND PRIX","2G2WP552461224564","ABANDONED",,"5136898"
"365","5124966","94171","2007","TOYOTA","CAMRY","4T1BE46K37U625825","ABANDONED",,"5124966"
"366","5132524","94368","2001","MERCEDES","M CLASS","4JGAB54E81A273163","ILLEGALLY PARKED",,"5132524"
"367","5142723","94641","2011","HYUNDAI","SONATA","5NPEB4AC5BH003501","ABANDONED",,"5142723"
"368","5112315","93812","1997","TOYOTA","RAV4","JT3HP10VXV7046633","ACCIDENT",,"5112315"
"370","5137169","94503","2008","VOLKSWAGEN","JETTA","3VWJM71K48M169381","ACCIDENT",,"5137169"
"373","5137045","94500","2003","HONDA","CRV","SHSRD78873U106216","ARREST",,"5137045"
"374","5150054","94816","2010","FORD","TAURUS","1FAHP2EW3AG142705","ACCIDENT",,"5150054"
"376","5132569","94365","1998","HONDA","CIVIC","2HGEJ6676WH630766","STOLEN",,"5132569"
"377","5124436","94146","2005","DODGE","NEON","1B3ES56C05D144258","ARREST","K","5124436"
"378","5140790","94594","1997","DODGE","RAM","3B7HF13Z7VG823268","ACCIDENT",,"5140790"
"379","5124230","94138","2000","FORD","MUSTANG","1FAFP4046YF192216","ACCIDENT",,"5124230"
"380","5125063","94174","2010","DODGE","CHARGER","2B3CA3CVXAH267745","ACCIDENT",,"5125063"
"382","5123703","94121","2011","FORD","FUSION","3FAHP0HA5BR104827","ACCIDENT",,"5123703"
"383","5130231","94309","2005","CHEVROLET","TRAILBLAZER","1GNDT13S252125466","ABANDONED",,"5130231"
"384","5140785","94592","2001","NISSAN","MAXIMA","JN1CA31D91T628705","ILLEGALLY PARKED",,"5140785"
"385","5136903","94498","2020","TRAILER-GENERIC","HOMEMADE TRAILER","58SBU1428LE017781","ABANDONED",,"5136903"
"386","5137165","94502","2004","YAMAHA","OTHER","JYARN13E24A006254","ACCIDENT",,"5137165"
"387","5125427","94185","2006","TOYOTA","AVALON","4T1BK36B46U078436","ABANDONED",,"5125427"
"388","5130582","94327","1998","CHEVROLET","TAHOE","1GNEK13R8WJ373071","ARREST","K","5130582"
"389","5126876","94218","2005","DODGE","RAM","1D7HU18D75S145431","ARREST","K","5126876"
"390","5131160","94347","1990","CHEVROLET","BLAZER","1GNCT18Z0L8136073","STOLEN",,"5131160"
"391","5150035","94815","2004","CHEVROLET","IMPALA","2G1WF52E149193438","ACCIDENT","K","5150035"
"392","5132654","94369","2008","TOYOTA","AVALON","4T1BK36B28U309191","ILLEGALLY PARKED",,"5132654"
"393","5131315","94351","2004","HONDA","ACCORD","1HGCM566X4A037956","ACCIDENT",,"5131315"
"394","5127639","94243","2000","FORD","MUSTANG","1FAFP42X1YF105636","BURNED",,"5127639"
"395","5132650","94374","2007","HONDA","ACCORD","1HGCM56347A083065","ABANDONED",,"5132650"
"396","5145961","94717","2012","TOYOTA","HIGHLANDER","5TDBK3EH0CS118098","STOLEN",,"5145961"
"401","5131951","94357","2015","KIA","FORTE","KNAFK4A60F5434104","ACCIDENT",,"5131951"
"403","5132656","94373","2003","FORD","ESCORT","3FAFP11393R148288","ABANDONED",,"5132656"
"404","5148230","94768","2008","PONTIAC","G6","1G2ZH57N384106384","ILLEGALLY PARKED",,"5148230"
"405","5146968","94744","2018","CHEVROLET","TRAX","3GNCJKSB1JL232820","ABANDONED",,"5146968"
"406","5138322","94521","2009","TOYOTA","CAMRY","4T1BE46K59U889423","ABANDONED",,"5138322"
"407","5132652","94372","2000","DODGE","RAM","1B7MF3360YJ150004","STOLEN",,"5132652"
"408","5148696","94789","2000","SUZUKI","OTHER","JS3TD62V8Y4109647","ILLEGALLY PARKED",,"5148696"
"410","5132961","94379","1994","CHEVROLET","CAMARO","2G1FP22SXR2191348","ACCIDENT",,"5132961"
"411","5134814","902604","2010","CHEVROLET","EQUINOX","2CNALDEW0A6255865","ABANDONED",,"5134814"
"414","5133749","94412","2004","NISSAN","ALTIMA","1N4AL11D24C176352","ACCIDENT",,"5133749"
"415","5141470","94614","2000","DODGE","RAM","3B7HC12Y3YG127447","ACCIDENT",,"5141470"
"416","5133997","94419","2002","FORD","MUSTANG","1FAFP42X82F160169","ACCIDENT",,"5133997"
"417","5136403","94481","2013","DODGE","AVENGER","1C3CDZAB2DN645025","ACCIDENT",,"5136403"
"418","5135082","94448","2007","ACURA","TSX","JH4CL96867C016474","ACCIDENT","K","5135082"
"419","5133912","94416","2005","PONTIAC","GRAND PRIX","2G2WP522151263633","ACCIDENT",,"5133912"
"422","5140778","94600","2005","JEEP","GRAND CHER","1J4GR48K55C647558","ABANDONED",,"5140778"
"423","5136088","94474","1996","HONDA","ACCORD","1HGCD7138TA007751","ABANDONED",,"5136088"
"424","5137191","94505","2003","SATURN","ION","1G8AL52F13Z165687","ACCIDENT",,"5137191"
"425","5134397","94428","2000","FORD","F150","1FTRX18L6YNB66416","ACCIDENT",,"5134397"
"426","5137400","94512","2006","PONTIAC","G6","1G2ZH158064132170","ACCIDENT","K","5137400"
"427","5150366","94821","2008","CADILLAC","STS","1G6DD67V480159984","ACCIDENT",,"5150366"
"428","5148480","94779","1998","BUICK","REGAL","2G4WB52K9W1567512","STOLEN",,"5148480"
"429","5143276","94655","2006","FORD","F150","1FTVF14506NA43958","ABANDONED",,"5143276"
"431","5134424","94430","2012","CHEVROLET","TRAVERSE","1GNKVGED0CJ282984","ACCIDENT",,"5134424"
"432","5145505","94705","2008","HYUNDAI","TUCSON","KM8JN12D78U865527","ABANDONED",,"5145505"
"433","5132617","94371","2000","CHEVROLET","SILVERADO","2GCEC19T7Y1385945","STOLEN",,"5132617"
"434","5134853","94441","2004","FORD","F250","1FTNX21P84EB41299","ABANDONED",,"5134853"
"435","5130549","94326","1995","CHEVROLET","C-1500","2GCEC19K7S1273998","ABANDONED",,"5130549"
"436","5136806","94493","2002","CHEVROLET","S-10 PICK-UP","1GCDT13W92K182609","ABANDONED",,"5136806"
"437","5138453","94525","2010","DODGE","JOURNEY","3D4PG4FB0AT103310","ACCIDENT",,"5138453"
"440","5150678","94832","2003","CHEVROLET","SUBURBAN","1GNEC16ZX3J246861","ACCIDENT",,"5150678"
"442","5148430","94777","2005","CADILLAC","CTS","1G6DP567650201670","ACCIDENT",,"5148430"
"443","5141445","94613","2000","FORD","F150","1FTRX17W7YNB63004","ACCIDENT",,"5141445"
,"5149219","94804","2019","HYUNDAI","SONATA","5NPE24AFXKH770271","STOLEN",,"5149219"
"444","5148928","94796","2008","DODGE","DURANGO","1D8HD38KX8F156667","ABANDONED",,"5148928"
"445","5148369","94772","2006","CADILLAC","CTS","1G6DP577X60209299","ILLEGALLY PARKED",,"5148369"
"448","5149029","94799","2004","CADILLAC","OTHER","3GYFK66NX4G235561","ILLEGALLY PARKED",,"5149029"
"450","5136794","94494","2007","TOYOTA","CAMRY","4T1FA38PX7U115441","ARREST","K","5136794"
"451","5137239","94507","2020","OTHER-NOT IN LIST","OTHER","3JB2GEG23LJ000458","ACCIDENT",,"5137239"
