"fiscal_year","county","region","total_pca","federally_funded_title_iv_e","state_paid"
"2018","Jefferson","5-Beaumont","36","23","13"
"2018","Jim Wells","11-Edinburg","14","7","7"
"2018","Johnson","3-Arlington","8","4","4"
"2018","Jones","2-Abilene","1","0","1"
"2018","Karnes","8-San Antonio","2","2","0"
"2018","Kaufman","3-Arlington","1","1","0"
"2018","Kendall","8-San Antonio","3","1","2"
"2018","Kerr","8-San Antonio","13","3","10"
"2018","Kleberg","11-Edinburg","12","11","1"
"2018","La Salle","8-San Antonio","1","0","1"
"2018","Lamar","4-Tyler","19","7","12"
"2018","Lamb","1-Lubbock","3","3","0"
"2018","Lampasas","7-Austin","5","1","4"
"2018","Lavaca","8-San Antonio","7","4","3"
"2018","Lee","7-Austin","8","8","0"
"2018","Liberty","6-Houston","53","40","13"
"2018","Limestone","7-Austin","6","6","0"
"2018","Live Oak","11-Edinburg","2","0","2"
"2018","Llano","7-Austin","5","2","3"
"2018","Lubbock","1-Lubbock","22","17","5"
"2018","Madison","7-Austin","1","0","1"
"2018","Matagorda","6-Houston","7","5","2"
"2018","McLennan","7-Austin","25","17","8"
"2018","Medina","8-San Antonio","16","9","7"
"2018","Midland","9-Midland","21","17","4"
"2018","Milam","7-Austin","5","2","3"
"2018","Mills","7-Austin","9","6","3"
"2018","Mitchell","2-Abilene","1","1","0"
"2018","Montague","2-Abilene","29","29","0"
"2018","Montgomery","6-Houston","111","68","43"
"2018","Morris","4-Tyler","6","5","1"
"2018","Nacogdoches","5-Beaumont","31","20","11"
"2018","Newton","5-Beaumont","8","7","1"
"2018","Nolan","2-Abilene","7","7","0"
"2018","Nueces","11-Edinburg","91","46","45"
"2018","Orange","5-Beaumont","23","7","16"
"2018","Palo Pinto","3-Arlington","22","10","12"
"2018","Panola","4-Tyler","4","4","0"
"2018","Parker","3-Arlington","14","9","5"
"2018","Pecos","9-Midland","7","7","0"
"2018","Polk","5-Beaumont","13","10","3"
"2018","Potter","1-Lubbock","7","7","0"
"2018","Randall","1-Lubbock","16","9","7"
"2018","Red River","4-Tyler","4","3","1"
"2018","Rockwall","3-Arlington","8","3","5"
"2018","Runnels","2-Abilene","5","5","0"
"2018","Rusk","4-Tyler","12","7","5"
"2018","Sabine","5-Beaumont","3","3","0"
"2018","San Augustine","5-Beaumont","3","1","2"
"2018","San Jacinto","5-Beaumont","6","6","0"
"2018","San Saba","7-Austin","5","0","5"
"2018","Schleicher","9-Midland","2","2","0"
"2018","Scurry","2-Abilene","14","13","1"
"2018","Shelby","5-Beaumont","13","11","2"
"2018","Smith","4-Tyler","110","38","72"
"2018","Somervell","3-Arlington","1","1","0"
"2018","Starr","11-Edinburg","4","0","4"
"2018","Stephens","2-Abilene","4","4","0"
"2018","Tarrant","3-Arlington","199","125","74"
"2018","Taylor","2-Abilene","57","47","10"
"2018","Titus","4-Tyler","5","4","1"
"2018","Tom Green","9-Midland","48","33","15"
"2018","Travis","7-Austin","152","61","91"
"2018","Trinity","5-Beaumont","8","4","4"
"2018","Tyler","5-Beaumont","3","0","3"
"2018","Upshur","4-Tyler","18","12","6"
"2018","Uvalde","8-San Antonio","9","9","0"
"2018","Val Verde","8-San Antonio","3","2","1"
"2018","Van Zandt","4-Tyler","4","3","1"
"2018","Victoria","8-San Antonio","9","7","2"
"2018","Walker","6-Houston","10","9","1"
"2018","Waller","6-Houston","20","15","5"
"2018","Washington","7-Austin","9","5","4"
"2018","Webb","11-Edinburg","30","21","9"
"2018","Wharton","6-Houston","8","5","3"
"2018","Wheeler","1-Lubbock","1","0","1"
"2018","Wichita","2-Abilene","103","90","13"
"2018","Wilbarger","2-Abilene","3","3","0"
"2018","Willacy","11-Edinburg","14","13","1"
"2018","Williamson","7-Austin","68","35","33"
"2018","Wilson","8-San Antonio","7","6","1"
"2018","Wise","3-Arlington","10","7","3"
"2018","Wood","4-Tyler","3","2","1"
"2018","Young","2-Abilene","10","5","5"
"2018","Zapata","11-Edinburg","12","5","7"
"2018","Zavala","8-San Antonio","1","0","1"
"2017","Anderson","4-Tyler","28","15","13"
"2017","Andrews","9-Midland","2","2","0"
"2017","Angelina","5-Beaumont","33","19","14"
"2017","Aransas","11-Edinburg","3","1","2"
"2017","Atascosa","8-San Antonio","6","4","2"
"2017","Austin","6-Houston","5","4","1"
"2017","Bandera","8-San Antonio","3","0","3"
"2017","Bastrop","7-Austin","14","8","6"
"2017","Bee","11-Edinburg","9","8","1"
"2017","Bell","7-Austin","113","37","76"
"2017","Bexar","8-San Antonio","309","169","140"
"2017","Bosque","7-Austin","3","1","2"
"2017","Bowie","4-Tyler","6","3","3"
"2017","Brazoria","6-Houston","32","13","19"
"2017","Brazos","7-Austin","21","11","10"
"2017","Brown","2-Abilene","14","10","4"
"2017","Burleson","7-Austin","3","3","0"
"2017","Burnet","7-Austin","6","5","1"
"2017","Caldwell","7-Austin","11","9","2"
"2017","Calhoun","8-San Antonio","3","3","0"
"2017","Callahan","2-Abilene","3","3","0"
"2017","Cameron","11-Edinburg","82","60","22"
"2017","Camp","4-Tyler","3","3","0"
"2017","Cass","4-Tyler","2","2","0"
"2017","Chambers","6-Houston","6","5","1"
"2017","Cherokee","4-Tyler","7","6","1"
"2017","Coleman","2-Abilene","4","3","1"
"2017","Collin","3-Arlington","48","31","17"
"2017","Colorado","6-Houston","1","1","0"
"2017","Comal","8-San Antonio","25","20","5"
"2017","Comanche","2-Abilene","7","3","4"
"2017","Cooke","3-Arlington","11","6","5"
"2017","Coryell","7-Austin","28","26","2"
"2017","Crockett","9-Midland","2","2","0"
"2017","Dallas","3-Arlington","775","576","199"
"2017","Dawson","9-Midland","1","1","0"
"2017","Denton","3-Arlington","33","19","14"
"2017","Eastland","2-Abilene","10","8","2"
"2017","Ector","9-Midland","14","11","3"
"2017","Edwards","8-San Antonio","2","0","2"
"2017","El Paso","10-El Paso","36","28","8"
"2017","Falls","7-Austin","5","0","5"
"2017","Fannin","3-Arlington","6","6","0"
"2017","Fayette","7-Austin","3","0","3"
"2017","Fort Bend","6-Houston","36","19","17"
"2017","Franklin","4-Tyler","3","3","0"
"2017","Galveston","6-Houston","43","31","12"
"2017","Gillespie","8-San Antonio","4","0","4"
"2017","Goliad","8-San Antonio","1","0","1"
"2017","Gonzales","8-San Antonio","4","0","4"
"2017","Gray","1-Lubbock","7","7","0"
"2017","Grayson","3-Arlington","16","11","5"
"2017","Gregg","4-Tyler","20","8","12"
"2017","Guadalupe","8-San Antonio","15","8","7"
"2017","Hale","1-Lubbock","3","3","0"
"2017","Hall","1-Lubbock","3","3","0"
"2017","Hamilton","7-Austin","2","0","2"
"2017","Hardeman","2-Abilene","5","5","0"
"2017","Hardin","5-Beaumont","3","2","1"
"2017","Harris","6-Houston","348","269","79"
"2017","Harrison","4-Tyler","18","14","4"
"2017","Haskell","2-Abilene","4","4","0"
"2017","Hays","7-Austin","5","1","4"
"2017","Hemphill","1-Lubbock","1","1","0"
"2017","Henderson","4-Tyler","15","6","9"
"2017","Hidalgo","11-Edinburg","65","51","14"
"2017","Hill","7-Austin","3","0","3"
"2017","Hockley","1-Lubbock","1","0","1"
"2017","Hood","3-Arlington","9","7","2"
"2017","Hopkins","4-Tyler","4","4","0"
"2017","Houston","5-Beaumont","11","7","4"
"2017","Howard","9-Midland","10","10","0"
"2017","Hunt","3-Arlington","16","9","7"
"2017","Irion","9-Midland","1","1","0"
"2017","Jack","2-Abilene","2","2","0"
"2017","Jackson","8-San Antonio","2","2","0"
"2017","Jasper","5-Beaumont","7","5","2"
"2017","Jefferson","5-Beaumont","32","22","10"
"2017","Jim Wells","11-Edinburg","9","6","3"
"2017","Johnson","3-Arlington","6","3","3"
"2017","Jones","2-Abilene","1","0","1"
"2017","Karnes","8-San Antonio","1","1","0"
"2017","Kaufman","3-Arlington","1","1","0"
"2017","Kendall","8-San Antonio","3","1","2"
"2017","Kerr","8-San Antonio","12","2","10"
"2017","Kleberg","11-Edinburg","11","10","1"
"2017","La Salle","8-San Antonio","1","0","1"
"2017","Lamar","4-Tyler","21","7","14"
"2017","Lamb","1-Lubbock","3","3","0"
"2017","Lampasas","7-Austin","4","0","4"
"2017","Lavaca","8-San Antonio","7","4","3"
"2017","Lee","7-Austin","7","7","0"
"2017","Liberty","6-Houston","46","34","12"
"2017","Limestone","7-Austin","6","6","0"
"2017","Live Oak","11-Edinburg","2","0","2"
"2017","Llano","7-Austin","5","2","3"
"2017","Lubbock","1-Lubbock","18","14","4"
"2017","Madison","7-Austin","1","0","1"
"2017","Matagorda","6-Houston","7","4","3"
"2017","McLennan","7-Austin","25","17","8"
"2017","Medina","8-San Antonio","18","11","7"
"2017","Midland","9-Midland","20","18","2"
"2017","Milam","7-Austin","5","2","3"
"2017","Mills","7-Austin","9","6","3"
"2017","Mitchell","2-Abilene","1","1","0"
"2017","Montague","2-Abilene","21","21","0"
"2017","Montgomery","6-Houston","89","56","33"
"2017","Morris","4-Tyler","5","5","0"
"2017","Nacogdoches","5-Beaumont","25","15","10"
"2017","Newton","5-Beaumont","5","4","1"
"2017","Nolan","2-Abilene","7","7","0"
"2017","Nueces","11-Edinburg","86","45","41"
"2017","Orange","5-Beaumont","20","10","10"
"2017","Palo Pinto","3-Arlington","16","10","6"
"2017","Panola","4-Tyler","1","1","0"
"2017","Parker","3-Arlington","10","7","3"
"2017","Pecos","9-Midland","7","7","0"
"2017","Polk","5-Beaumont","13","10","3"
"2017","Potter","1-Lubbock","8","8","0"
"2017","Randall","1-Lubbock","12","5","7"
"2017","Red River","4-Tyler","4","3","1"
"2017","Rockwall","3-Arlington","5","3","2"
"2017","Runnels","2-Abilene","3","3","0"
"2017","Rusk","4-Tyler","9","7","2"
"2017","Sabine","5-Beaumont","3","3","0"
"2017","San Augustine","5-Beaumont","2","1","1"
"2017","San Patricio","11-Edinburg","1","0","1"
"2017","San Saba","7-Austin","5","0","5"
"2017","Scurry","2-Abilene","12","12","0"
"2017","Shelby","5-Beaumont","13","11","2"
"2017","Smith","4-Tyler","78","23","55"
"2017","Starr","11-Edinburg","4","0","4"
"2017","Stephens","2-Abilene","4","4","0"
"2017","Tarrant","3-Arlington","186","119","67"
"2017","Taylor","2-Abilene","45","43","2"
"2017","Titus","4-Tyler","1","0","1"
"2017","Tom Green","9-Midland","53","38","15"
"2017","Travis","7-Austin","140","58","82"
"2017","Trinity","5-Beaumont","5","1","4"
"2017","Tyler","5-Beaumont","1","0","1"
"2017","Upshur","4-Tyler","14","10","4"
"2017","Uvalde","8-San Antonio","5","5","0"
"2017","Val Verde","8-San Antonio","1","0","1"
"2017","Van Zandt","4-Tyler","3","3","0"
"2017","Victoria","8-San Antonio","9","7","2"
"2017","Walker","6-Houston","9","8","1"
"2017","Waller","6-Houston","17","13","4"
"2017","Washington","7-Austin","8","4","4"
"2017","Webb","11-Edinburg","29","20","9"
"2017","Wharton","6-Houston","7","4","3"
"2017","Wheeler","1-Lubbock","1","0","1"
"2017","Wichita","2-Abilene","82","72","10"
"2017","Wilbarger","2-Abilene","1","1","0"
"2017","Willacy","11-Edinburg","14","13","1"
"2017","Williamson","7-Austin","56","29","27"
"2017","Wilson","8-San Antonio","7","6","1"
"2017","Wise","3-Arlington","9","7","2"
"2017","Wood","4-Tyler","3","2","1"
"2017","Young","2-Abilene","9","5","4"
"2017","Zapata","11-Edinburg","10","3","7"
"2017","Zavala","8-San Antonio","1","0","1"
"2016","Anderson","4-Tyler","22","12","10"
"2016","Andrews","9-Midland","2","2","0"
"2016","Angelina","5-Beaumont","21","15","6"
"2016","Aransas","11-Edinburg","1","1","0"
"2016","Atascosa","8-San Antonio","6","4","2"
"2016","Austin","6-Houston","5","4","1"
"2016","Bandera","8-San Antonio","4","0","4"
"2016","Bastrop","7-Austin","14","8","6"
"2016","Bee","11-Edinburg","9","8","1"
"2016","Bell","7-Austin","84","29","55"
"2016","Bexar","8-San Antonio","231","130","101"
"2016","Bosque","7-Austin","3","1","2"
"2016","Bowie","4-Tyler","5","2","3"
"2016","Brazoria","6-Houston","25","9","16"
"2016","Brazos","7-Austin","20","10","10"
"2016","Brown","2-Abilene","10","7","3"
"2016","Burleson","7-Austin","3","3","0"
"2016","Burnet","7-Austin","4","3","1"
"2016","Caldwell","7-Austin","10","8","2"
"2016","Callahan","2-Abilene","3","3","0"
"2016","Cameron","11-Edinburg","65","53","12"
"2016","Camp","4-Tyler","3","3","0"
"2016","Cass","4-Tyler","2","2","0"
"2016","Chambers","6-Houston","5","5","0"
"2016","Cherokee","4-Tyler","3","3","0"
"2016","Coleman","2-Abilene","4","3","1"
"2016","Collin","3-Arlington","38","27","11"
"2016","Colorado","6-Houston","1","1","0"
"2016","Comal","8-San Antonio","16","11","5"
"2016","Comanche","2-Abilene","5","1","4"
"2016","Cooke","3-Arlington","10","6","4"
"2016","Coryell","7-Austin","29","27","2"
"2016","Dallas","3-Arlington","658","497","161"
"2016","Dawson","9-Midland","1","1","0"
"2016","Denton","3-Arlington","22","18","4"
"2016","Eastland","2-Abilene","10","8","2"
"2016","Ector","9-Midland","14","11","3"
"2016","Edwards","8-San Antonio","2","0","2"
"2016","El Paso","10-El Paso","29","21","8"
"2016","Falls","7-Austin","5","0","5"
"2016","Fannin","3-Arlington","3","3","0"
"2016","Fayette","7-Austin","3","0","3"
"2016","Fort Bend","6-Houston","29","14","15"
"2016","Franklin","4-Tyler","3","3","0"
"2016","Galveston","6-Houston","26","23","3"
"2016","Gillespie","8-San Antonio","4","0","4"
"2016","Gonzales","8-San Antonio","4","0","4"
"2016","Gray","1-Lubbock","7","7","0"
"2016","Grayson","3-Arlington","10","6","4"
"2016","Gregg","4-Tyler","8","4","4"
"2016","Guadalupe","8-San Antonio","7","4","3"
"2016","Hall","1-Lubbock","3","3","0"
"2016","Hamilton","7-Austin","2","0","2"
"2016","Hardeman","2-Abilene","5","5","0"
"2016","Hardin","5-Beaumont","3","2","1"
"2016","Harris","6-Houston","306","250","56"
"2016","Harrison","4-Tyler","15","14","1"
"2016","Haskell","2-Abilene","4","4","0"
"2016","Hays","7-Austin","6","2","4"
"2016","Hemphill","1-Lubbock","1","1","0"
"2016","Henderson","4-Tyler","9","0","9"
"2016","Hidalgo","11-Edinburg","63","47","16"
"2016","Hill","7-Austin","3","0","3"
"2016","Hockley","1-Lubbock","2","0","2"
"2016","Hood","3-Arlington","8","6","2"
"2016","Hopkins","4-Tyler","4","4","0"
"2016","Houston","5-Beaumont","7","5","2"
"2016","Howard","9-Midland","11","11","0"
"2016","Hunt","3-Arlington","13","9","4"
"2016","Irion","9-Midland","1","1","0"
"2016","Jack","2-Abilene","2","2","0"
"2016","Jackson","8-San Antonio","2","2","0"
"2016","Jasper","5-Beaumont","2","2","0"
"2016","Jefferson","5-Beaumont","27","16","11"
"2016","Jim Wells","11-Edinburg","3","3","0"
"2016","Johnson","3-Arlington","8","5","3"
"2016","Jones","2-Abilene","2","0","2"
"2016","Karnes","8-San Antonio","1","1","0"
"2016","Kaufman","3-Arlington","1","1","0"
"2016","Kendall","8-San Antonio","1","1","0"
"2016","Kerr","8-San Antonio","7","0","7"
"2016","Kleberg","11-Edinburg","11","10","1"
"2016","Lamar","4-Tyler","17","6","11"
"2016","Lamb","1-Lubbock","3","3","0"
"2016","Lampasas","7-Austin","4","0","4"
"2016","Lavaca","8-San Antonio","7","4","3"
"2016","Lee","7-Austin","5","4","1"
"2016","Liberty","6-Houston","31","28","3"
"2016","Limestone","7-Austin","6","6","0"
"2016","Live Oak","11-Edinburg","2","0","2"
"2016","Llano","7-Austin","2","0","2"
"2016","Lubbock","1-Lubbock","12","11","1"
"2016","Madison","7-Austin","7","6","1"
"2016","Matagorda","6-Houston","5","3","2"
"2016","McLennan","7-Austin","21","15","6"
"2016","Medina","8-San Antonio","18","11","7"
"2016","Midland","9-Midland","20","18","2"
"2016","Milam","7-Austin","5","2","3"
"2016","Mills","7-Austin","4","4","0"
"2016","Mitchell","2-Abilene","1","1","0"
"2016","Montague","2-Abilene","17","17","0"
"2016","Montgomery","6-Houston","87","55","32"
"2016","Morris","4-Tyler","5","5","0"
"2016","Nacogdoches","5-Beaumont","24","15","9"
"2016","Newton","5-Beaumont","1","0","1"
"2016","Nolan","2-Abilene","7","7","0"
"2016","Nueces","11-Edinburg","65","31","34"
"2016","Orange","5-Beaumont","18","8","10"
"2016","Palo Pinto","3-Arlington","6","5","1"
"2016","Panola","4-Tyler","1","1","0"
"2016","Parker","3-Arlington","5","2","3"
"2016","Pecos","9-Midland","7","7","0"
"2016","Polk","5-Beaumont","12","9","3"
"2016","Potter","1-Lubbock","11","11","0"
"2016","Randall","1-Lubbock","13","5","8"
"2016","Red River","4-Tyler","4","3","1"
"2016","Rockwall","3-Arlington","2","2","0"
"2016","Runnels","2-Abilene","3","3","0"
"2016","Rusk","4-Tyler","9","7","2"
"2016","Sabine","5-Beaumont","3","3","0"
"2016","San Augustine","5-Beaumont","2","1","1"
"2016","San Patricio","11-Edinburg","2","0","2"
"2016","San Saba","7-Austin","5","0","5"
"2016","Scurry","2-Abilene","12","12","0"
"2016","Shelby","5-Beaumont","11","11","0"
"2016","Smith","4-Tyler","47","15","32"
"2016","Starr","11-Edinburg","4","0","4"
"2016","Stephens","2-Abilene","4","4","0"
"2016","Tarrant","3-Arlington","156","106","50"
"2016","Taylor","2-Abilene","39","37","2"
"2016","Titus","4-Tyler","1","0","1"
"2016","Tom Green","9-Midland","51","38","13"
"2016","Travis","7-Austin","126","61","65"
"2016","Trinity","5-Beaumont","4","0","4"
"2016","Upshur","4-Tyler","10","10","0"
"2016","Uvalde","8-San Antonio","5","5","0"
"2016","Val Verde","8-San Antonio","1","0","1"
"2016","Van Zandt","4-Tyler","3","3","0"
"2016","Victoria","8-San Antonio","11","9","2"
"2016","Walker","6-Houston","6","6","0"
"2016","Waller","6-Houston","15","11","4"
"2016","Washington","7-Austin","8","4","4"
"2016","Webb","11-Edinburg","19","14","5"
"2016","Wharton","6-Houston","5","4","1"
"2016","Wheeler","1-Lubbock","1","0","1"
"2016","Wichita","2-Abilene","76","68","8"
"2016","Willacy","11-Edinburg","14","13","1"
"2016","Williamson","7-Austin","46","32","14"
"2016","Wilson","8-San Antonio","2","1","1"
