"fiscal_year","county","region","average_monthly_fte_s_in_paid_foster_care","average_monthly_number_of","average_monthly_children_state_paid_foster_care","average_monthly_children_title_iv_e_foster_care"
"2020","Reagan","9-Midland","2.10","2.25","1.00","1.25"
"2020","Real","8-San Antonio","2.58","3.00","1.33","1.67"
"2020","Red River","4-Tyler","10.08","11.83","5.42","6.42"
"2020","Reeves","9-Midland","7.17","7.92","4.58","3.33"
"2020","Refugio","11-Edinburg","8.62","9.83","8.25","1.58"
"2020","Robertson","7-Austin","15.24","17.33","8.83","8.50"
"2020","Rockwall","3-Arlington","37.91","43.92","30.83","13.08"
"2020","Runnels","2-Abilene","9.44","10.00","3.42","6.58"
"2020","Rusk","4-Tyler","39.76","46.75","21.83","24.92"
"2020","Sabine","5-Beaumont","7.60","9.00","3.25","5.75"
"2020","San Augustine","5-Beaumont","4.95","5.67","2.75","2.92"
"2020","San Jacinto","5-Beaumont","21.90","22.83","8.92","13.92"
"2020","San Patricio","11-Edinburg","51.96","58.83","27.92","30.92"
"2020","San Saba","7-Austin","8.39","9.17","8.92","0.25"
"2020","Schleicher","9-Midland","1.16","1.58","1.33","0.25"
"2020","Scurry","2-Abilene","18.11","19.83","9.58","10.33"
"2020","Shackelford","2-Abilene","2.26","2.50","0.67","1.83"
"2020","Shelby","5-Beaumont","12.76","14.58","8.92","5.67"
"2020","Sherman","1-Lubbock","2.71","3.17","0.08","3.08"
"2020","Smith","4-Tyler","108.17","127.17","83.92","43.25"
"2020","Somervell","3-Arlington","8.05","8.92","2.17","6.75"
"2020","Starr","11-Edinburg","22.61","25.92","8.67","17.25"
"2020","Stephens","2-Abilene","7.86","8.83","3.58","5.42"
"2020","Stonewall","2-Abilene","0.83","0.83","0.83","0.00"
"2020","Sutton","9-Midland","7.66","8.08","1.83","6.25"
"2020","Swisher","1-Lubbock","9.03","10.67","1.67","9.00"
"2020","Tarrant","3-Arlington","915.70","1001.83","513.33","489.75"
"2020","Taylor","2-Abilene","251.16","280.25","150.67","129.83"
"2020","Terry","1-Lubbock","13.36","15.67","9.08","6.58"
"2020","Throckmorton","2-Abilene","1.45","1.75","1.75","0.00"
"2020","Titus","4-Tyler","37.60","42.08","28.00","14.08"
"2020","Tom Green","9-Midland","147.98","168.00","86.67","81.67"
"2020","Travis","7-Austin","495.44","563.17","470.17","93.08"
"2020","Trinity","5-Beaumont","8.44","9.92","5.00","4.92"
"2020","Tyler","5-Beaumont","21.56","26.25","13.58","12.67"
"2020","Upshur","4-Tyler","51.37","57.42","31.42","26.08"
"2020","Upton","9-Midland","2.58","3.25","0.92","2.33"
"2020","Uvalde","8-San Antonio","22.44","26.42","10.50","15.92"
"2020","Val Verde","8-San Antonio","32.18","34.83","11.83","23.00"
"2020","Van Zandt","4-Tyler","76.59","86.17","46.33","39.83"
"2020","Victoria","8-San Antonio","91.35","100.17","47.33","52.83"
"2020","Walker","6-Houston","24.48","27.83","12.25","15.58"
"2020","Waller","6-Houston","25.40","28.00","12.75","15.42"
"2020","Ward","9-Midland","19.32","22.25","13.75","8.50"
"2020","Washington","7-Austin","10.56","11.58","5.50","6.08"
"2020","Webb","11-Edinburg","167.50","192.75","92.08","101.58"
"2020","Wharton","6-Houston","16.49","19.08","12.50","6.58"
"2020","Wheeler","1-Lubbock","1.15","1.42","0.00","1.42"
"2020","Wichita","2-Abilene","146.68","161.92","66.25","95.75"
"2020","Wilbarger","2-Abilene","12.76","15.08","6.42","8.67"
"2020","Willacy","11-Edinburg","20.97","23.75","11.25","12.58"
"2020","Williamson","7-Austin","147.69","166.00","142.25","23.83"
"2020","Wilson","8-San Antonio","35.51","39.25","16.08","23.17"
"2020","Winkler","9-Midland","7.56","8.42","2.83","5.58"
"2020","Wise","3-Arlington","56.36","62.83","30.92","31.92"
"2020","Wood","4-Tyler","32.31","36.92","16.25","20.75"
"2020","Yoakum","1-Lubbock","3.67","4.25","0.50","3.75"
"2020","Young","2-Abilene","22.76","24.75","6.42","18.42"
"2020","Zapata","11-Edinburg","9.40","10.00","2.83","7.25"
"2020","Zavala","8-San Antonio","6.10","6.58","0.08","6.50"
"2020","Out of State","Out of State","0.96","1.00","0.92","0.08"
"2020","None Specified","None Specified","21.62","35.42","22.75","12.67"
"2019","Anderson","4-Tyler","70.22","80.00","49.67","30.33"
"2019","Andrews","9-Midland","20.47","22.83","17.75","5.08"
"2019","Angelina","5-Beaumont","73.38","82.42","41.17","41.25"
"2019","Aransas","11-Edinburg","46.20","54.75","33.08","21.75"
"2019","Archer","2-Abilene","1.65","2.25","0.08","2.17"
"2019","Atascosa","8-San Antonio","69.37","80.67","17.08","63.67"
"2019","Austin","6-Houston","4.08","4.92","3.42","1.50"
"2019","Bailey","1-Lubbock","18.70","20.25","6.83","13.42"
"2019","Bandera","8-San Antonio","30.06","32.75","22.08","10.67"
"2019","Bastrop","7-Austin","36.97","43.67","33.00","10.67"
"2019","Baylor","2-Abilene","3.05","4.08","0.50","3.58"
"2019","Bee","11-Edinburg","46.80","54.58","24.75","30.17"
"2019","Bell","7-Austin","337.49","396.17","324.17","72.00"
"2019","Bexar","8-San Antonio","1837.36","2114.50","889.42","1225.42"
"2019","Blanco","7-Austin","11.80","12.83","12.50","0.33"
"2019","Borden","9-Midland","0.31","0.50","0.00","0.50"
"2019","Bosque","7-Austin","26.76","30.75","25.67","5.08"
"2019","Bowie","4-Tyler","39.64","47.50","26.67","20.83"
"2019","Brazoria","6-Houston","125.26","139.08","57.83","81.25"
"2019","Brazos","7-Austin","37.74","43.50","27.25","16.25"
"2019","Brooks","11-Edinburg","5.57","6.75","3.75","3.00"
"2019","Brown","2-Abilene","76.15","88.58","43.17","45.67"
"2019","Burleson","7-Austin","14.45","17.75","15.08","2.67"
"2019","Burnet","7-Austin","57.60","65.50","58.33","7.17"
"2019","Caldwell","7-Austin","29.15","33.67","22.58","11.08"
"2019","Calhoun","8-San Antonio","17.92","21.42","13.50","7.92"
"2019","Callahan","2-Abilene","11.00","12.42","6.00","6.42"
"2019","Cameron","11-Edinburg","247.98","289.83","111.25","178.92"
"2019","Camp","4-Tyler","12.47","14.50","6.33","8.17"
"2019","Carson","1-Lubbock","7.29","8.75","3.33","5.42"
"2019","Cass","4-Tyler","8.93","11.33","5.75","5.58"
"2019","Castro","1-Lubbock","7.77","8.67","1.75","6.92"
"2019","Chambers","6-Houston","18.68","21.42","9.00","12.42"
"2019","Cherokee","4-Tyler","55.47","64.17","24.08","40.08"
"2019","Childress","1-Lubbock","10.40","11.00","4.67","6.33"
"2019","Clay","2-Abilene","8.21","9.50","0.67","8.83"
"2019","Cochran","1-Lubbock","0.13","0.42","0.00","0.42"
"2019","Coke","9-Midland","6.62","7.17","0.83","6.33"
"2019","Coleman","2-Abilene","18.62","21.67","6.00","15.67"
"2019","Collin","3-Arlington","154.46","178.25","96.67","81.75"
"2019","Collingsworth","1-Lubbock","0.75","1.25","0.92","0.33"
"2019","Colorado","6-Houston","1.45","1.58","1.08","0.50"
"2019","Comal","8-San Antonio","117.12","130.75","62.75","68.00"
"2019","Comanche","2-Abilene","19.39","21.83","7.50","14.33"
"2019","Concho","9-Midland","3.00","3.08","3.08","0.00"
"2019","Cooke","3-Arlington","66.36","77.08","40.25","36.83"
"2019","Coryell","7-Austin","58.31","70.50","56.50","14.00"
"2019","Cottle","2-Abilene","0.24","0.33","0.00","0.33"
"2019","Crane","9-Midland","0.69","0.75","0.75","0.00"
"2019","Crockett","9-Midland","5.96","6.50","3.25","3.25"
"2019","Crosby","1-Lubbock","8.43","9.92","8.08","1.83"
"2019","Dallam","1-Lubbock","19.78","21.58","13.50","8.08"
"2019","Dallas","3-Arlington","1476.70","1659.08","703.25","957.83"
"2019","Dawson","9-Midland","17.60","19.08","8.42","10.67"
"2019","Deaf Smith","1-Lubbock","19.53","22.08","7.92","14.17"
"2019","Delta","4-Tyler","2.69","3.17","1.17","2.00"
"2019","Denton","3-Arlington","329.80","372.83","206.00","167.67"
"2019","DeWitt","8-San Antonio","24.23","26.75","13.58","13.17"
"2019","Dickens","1-Lubbock","0.90","1.17","0.58","0.58"
"2019","Dimmit","8-San Antonio","14.76","15.50","6.17","9.33"
"2019","Donley","1-Lubbock","6.21","6.50","3.17","3.33"
"2019","Duval","11-Edinburg","8.39","10.00","5.08","5.00"
"2019","Eastland","2-Abilene","15.81","19.00","9.83","9.17"
"2019","Ector","9-Midland","101.17","117.50","45.08","73.33"
"2019","Edwards","8-San Antonio","2.34","2.67","2.67","0.00"
"2019","Ellis","3-Arlington","37.22","40.92","19.50","21.42"
"2019","El Paso","10-El Paso","227.44","259.75","70.75","189.33"
"2019","Erath","3-Arlington","11.50","14.42","9.58","4.83"
"2019","Falls","7-Austin","8.52","10.67","7.42","3.25"
"2019","Fannin","3-Arlington","48.72","54.00","20.42","33.83"
"2019","Fayette","7-Austin","8.13","9.67","9.42","0.25"
"2019","Fisher","2-Abilene","0.43","0.50","0.00","0.50"
"2019","Floyd","1-Lubbock","4.36","4.58","0.42","4.17"
"2019","Foard","2-Abilene","2.02","2.50","2.50","0.00"
"2019","Fort Bend","6-Houston","84.60","95.08","52.42","42.75"
"2019","Franklin","4-Tyler","9.43","10.75","5.42","5.33"
"2019","Freestone","7-Austin","8.17","9.58","6.67","2.92"
"2019","Frio","8-San Antonio","38.84","44.75","14.17","30.58"
"2019","Gaines","9-Midland","13.70","15.42","9.25","6.17"
"2019","Galveston","6-Houston","139.67","157.25","61.25","96.08"
"2019","Garza","1-Lubbock","7.18","9.58","7.42","2.17"
"2019","Gillespie","8-San Antonio","9.33","10.58","7.67","2.92"
"2019","Goliad","8-San Antonio","3.36","4.00","3.67","0.33"
"2019","Gonzales","8-San Antonio","10.40","11.25","2.08","9.17"
"2019","Gray","1-Lubbock","28.41","32.75","13.83","18.92"
"2019","Grayson","3-Arlington","109.64","124.17","52.67","71.75"
"2019","Gregg","4-Tyler","142.63","159.67","79.00","80.67"
"2019","Grimes","7-Austin","19.87","22.17","18.08","4.08"
"2019","Guadalupe","8-San Antonio","72.53","81.58","40.92","40.67"
"2019","Hale","1-Lubbock","29.49","34.92","12.17","22.75"
"2019","Hall","1-Lubbock","4.94","5.92","2.75","3.17"
"2019","Hamilton","7-Austin","8.77","10.50","6.25","4.25"
"2019","Hansford","1-Lubbock","0.55","0.67","0.67","0.00"
"2019","Hardin","5-Beaumont","38.40","44.25","23.17","21.08"
"2019","Harris","6-Houston","2116.04","2329.17","1074.75","1255.50"
"2019","Harrison","4-Tyler","40.46","47.92","22.50","25.42"
"2019","Hartley","1-Lubbock","1.27","1.42","0.92","0.50"
"2019","Haskell","2-Abilene","7.65","8.67","1.42","7.33"
"2019","Hays","7-Austin","123.43","138.75","110.42","28.33"
"2019","Hemphill","1-Lubbock","1.50","1.50","1.50","0.00"
"2019","Henderson","4-Tyler","159.62","179.25","88.83","90.50"
"2019","Hidalgo","11-Edinburg","278.35","330.33","121.25","209.25"
"2019","Hill","7-Austin","39.38","45.08","32.00","13.08"
"2019","Hockley","1-Lubbock","26.74","30.17","18.75","11.50"
"2019","Hood","3-Arlington","49.74","56.92","29.42","27.67"
"2019","Hopkins","4-Tyler","35.12","41.75","23.42","18.42"
"2019","Houston","5-Beaumont","27.44","32.00","15.67","16.33"
"2019","Howard","9-Midland","33.40","38.50","16.75","21.83"
"2019","Hunt","3-Arlington","134.30","152.42","70.50","81.92"
"2019","Hutchinson","1-Lubbock","25.46","28.50","12.17","16.33"
"2019","Irion","9-Midland","1.00","1.00","1.00","0.00"
"2019","Jack","2-Abilene","5.86","8.08","5.33","2.75"
"2019","Jackson","8-San Antonio","9.53","10.17","1.50","8.67"
"2019","Jasper","5-Beaumont","49.72","57.50","23.50","34.08"
"2019","Jefferson","5-Beaumont","146.00","168.58","87.50","81.08"
"2019","Jim Hogg","11-Edinburg","8.73","9.08","1.33","7.75"
"2019","Jim Wells","11-Edinburg","38.33","44.67","14.83","30.50"
"2019","Johnson","3-Arlington","119.55","136.83","72.92","64.17"
"2019","Jones","2-Abilene","37.99","44.75","21.83","22.92"
"2019","Karnes","8-San Antonio","27.80","31.92","13.25","18.67"
"2019","Kaufman","3-Arlington","48.78","56.67","26.33","30.50"
"2019","Kendall","8-San Antonio","6.53","7.17","1.25","5.92"
"2019","Kerr","8-San Antonio","39.89","44.92","28.92","16.00"
"2019","Kimble","9-Midland","7.51","8.25","6.17","2.17"
"2019","Kinney","8-San Antonio","1.11","1.42","0.50","0.92"
"2019","Kleberg","11-Edinburg","27.00","30.50","11.08","19.42"
"2019","Knox","2-Abilene","1.00","1.08","0.00","1.08"
"2019","Lamar","4-Tyler","62.70","71.33","40.50","30.83"
"2019","Lamb","1-Lubbock","15.49","17.08","9.00","8.08"
"2019","Lampasas","7-Austin","24.58","29.00","27.75","1.25"
"2019","La Salle","8-San Antonio","3.98","4.42","1.08","3.33"
"2019","Lavaca","8-San Antonio","9.97","10.67","1.75","8.92"
"2019","Lee","7-Austin","7.03","8.17","8.17","0.00"
"2019","Leon","7-Austin","6.86","8.00","4.00","4.00"
"2019","Liberty","6-Houston","69.94","77.83","26.33","51.50"
"2019","Limestone","7-Austin","9.63","11.33","9.17","2.17"
"2019","Live Oak","11-Edinburg","6.47","6.75","2.83","3.92"
"2019","Llano","7-Austin","21.17","23.67","19.92","3.75"
"2019","Lubbock","1-Lubbock","394.84","451.67","228.58","223.42"
"2019","Lynn","1-Lubbock","2.32","2.58","1.25","1.33"
"2019","Madison","7-Austin","0.47","0.67","0.50","0.17"
"2019","Marion","4-Tyler","12.02","15.08","2.67","12.42"
"2019","Martin","9-Midland","1.17","1.17","0.00","1.17"
"2019","Mason","9-Midland","5.25","6.00","1.83","4.17"
"2019","Matagorda","6-Houston","38.13","43.33","16.58","26.75"
"2019","Maverick","8-San Antonio","14.91","17.00","5.67","11.33"
"2019","McCulloch","9-Midland","13.57","14.67","8.92","5.92"
"2019","McLennan","7-Austin","236.16","267.92","150.33","117.67"
"2019","McMullen","11-Edinburg","0.15","0.25","0.25","0.00"
"2019","Medina","8-San Antonio","45.43","55.00","26.17","28.83"
"2019","Menard","9-Midland","1.64","2.00","1.00","1.00"
"2019","Midland","9-Midland","65.80","75.83","46.67","29.25"
"2019","Milam","7-Austin","25.39","29.08","21.42","7.67"
"2019","Mills","7-Austin","5.80","7.00","6.25","0.75"
"2019","Mitchell","2-Abilene","13.00","16.00","4.00","12.00"
"2019","Montague","2-Abilene","28.31","34.08","19.33","14.83"
"2019","Montgomery","6-Houston","240.10","276.17","165.50","110.75"
"2019","Moore","1-Lubbock","17.65","21.00","11.67","9.33"
"2019","Morris","4-Tyler","9.52","12.58","3.00","9.58"
"2019","Motley","1-Lubbock","0.74","1.25","0.50","0.75"
"2019","Nacogdoches","5-Beaumont","75.55","85.58","41.08","44.50"
"2019","Navarro","3-Arlington","28.81","33.67","11.75","21.92"
"2019","Newton","5-Beaumont","7.79","9.17","5.08","4.08"
"2019","Nolan","2-Abilene","25.60","29.67","9.92","19.83"
"2019","Nueces","11-Edinburg","228.41","268.92","139.58","130.33"
"2019","Ochiltree","1-Lubbock","5.73","7.00","3.08","3.92"
"2019","Oldham","1-Lubbock","5.31","5.50","2.33","3.17"
"2019","Orange","5-Beaumont","117.00","130.92","58.42","72.50"
"2019","Palo Pinto","3-Arlington","61.14","68.50","33.08","35.67"
"2019","Panola","4-Tyler","14.61","16.58","9.58","7.00"
"2019","Parker","3-Arlington","107.80","119.00","57.67","61.92"
"2019","Parmer","1-Lubbock","5.44","5.92","2.67","3.25"
"2019","Pecos","9-Midland","12.13","14.00","8.67","5.33"
"2019","Polk","5-Beaumont","29.16","31.67","14.67","17.00"
"2019","Potter","1-Lubbock","255.42","284.42","108.92","175.50"
"2019","Rains","4-Tyler","12.03","14.00","5.25","8.83"
"2019","Randall","1-Lubbock","125.32","140.25","85.92","54.42"
"2019","Reagan","9-Midland","4.33","5.08","2.75","2.33"
"2019","Real","8-San Antonio","2.46","2.50","1.92","0.58"
"2019","Red River","4-Tyler","8.15","8.92","4.42","4.50"
"2019","Reeves","9-Midland","6.08","6.67","3.67","3.00"
"2019","Refugio","11-Edinburg","4.36","5.33","2.17","3.17"
"2019","Robertson","7-Austin","11.76","13.00","7.83","5.17"
"2019","Rockwall","3-Arlington","44.61","49.08","30.75","18.33"
"2019","Runnels","2-Abilene","7.79","9.08","2.42","6.67"
"2019","Rusk","4-Tyler","39.21","46.08","23.33","22.75"
"2019","Sabine","5-Beaumont","12.73","13.33","5.33","8.00"
"2019","San Augustine","5-Beaumont","3.19","4.00","3.00","1.00"
"2019","San Jacinto","5-Beaumont","22.42","24.50","9.50","15.00"
"2019","San Patricio","11-Edinburg","66.98","75.92","37.92","38.00"
"2019","San Saba","7-Austin","5.62","6.67","5.50","1.17"
"2019","Schleicher","9-Midland","0.15","0.58","0.58","0.00"
"2019","Scurry","2-Abilene","10.83","12.83","6.42","6.42"
"2019","Shackelford","2-Abilene","2.00","2.00","0.00","2.00"
"2019","Shelby","5-Beaumont","13.04","15.50","9.75","5.83"
"2019","Sherman","1-Lubbock","2.37","2.58","2.25","0.33"
"2019","Smith","4-Tyler","108.56","123.08","82.58","40.50"
"2019","Somervell","3-Arlington","8.42","9.42","2.33","7.08"
"2019","Starr","11-Edinburg","20.39","26.08","10.08","16.17"
"2019","Stephens","2-Abilene","6.03","6.92","1.17","5.75"
"2019","Sutton","9-Midland","2.81","3.08","2.42","0.67"
"2019","Swisher","1-Lubbock","11.46","13.75","2.50","11.25"
"2019","Tarrant","3-Arlington","905.95","998.92","471.83","528.75"
"2019","Taylor","2-Abilene","253.22","299.83","142.17","158.00"
"2019","Terry","1-Lubbock","6.81","8.42","5.00","3.42"
"2019","Throckmorton","2-Abilene","0.62","0.67","0.67","0.00"
"2019","Titus","4-Tyler","26.33","30.17","18.92","11.33"
"2019","Tom Green","9-Midland","147.59","166.00","76.25","90.33"
"2019","Travis","7-Austin","454.60","522.83","439.58","83.25"
"2019","Trinity","5-Beaumont","14.57","18.33","7.75","10.58"
"2019","Tyler","5-Beaumont","25.01","30.00","16.08","13.92"
"2019","Upshur","4-Tyler","61.45","74.00","33.83","40.33"
"2019","Upton","9-Midland","6.18","6.67","1.92","4.75"
"2019","Uvalde","8-San Antonio","32.98","35.92","16.17","19.83"
"2019","Val Verde","8-San Antonio","22.44","24.83","6.17","18.67"
"2019","Van Zandt","4-Tyler","67.96","75.83","27.75","48.08"
"2019","Victoria","8-San Antonio","95.38","106.83","43.83","63.00"
"2019","Walker","6-Houston","27.96","31.25","17.75","13.50"
"2019","Waller","6-Houston","31.11","33.92","13.75","20.33"
"2019","Ward","9-Midland","13.89","16.25","9.58","6.67"
"2019","Washington","7-Austin","15.30","17.83","7.08","10.75"
"2019","Webb","11-Edinburg","183.99","209.92","100.00","110.17"
"2019","Wharton","6-Houston","22.49","27.33","18.00","9.33"
"2019","Wheeler","1-Lubbock","1.26","1.33","0.00","1.33"
"2019","Wichita","2-Abilene","146.78","173.33","62.00","111.33"
"2019","Wilbarger","2-Abilene","14.55","17.50","5.67","11.83"
"2019","Willacy","11-Edinburg","23.10","26.42","7.50","19.33"
"2019","Williamson","7-Austin","148.05","169.50","148.92","20.58"
"2019","Wilson","8-San Antonio","43.92","48.58","15.67","32.92"
"2019","Winkler","9-Midland","4.56","5.17","2.25","2.92"
"2019","Wise","3-Arlington","55.87","63.17","26.58","36.75"
"2019","Wood","4-Tyler","27.87","31.75","13.50","18.25"
"2019","Yoakum","1-Lubbock","2.28","2.75","0.33","2.42"
"2019","Young","2-Abilene","23.15","26.58","6.00","20.83"
"2019","Zapata","11-Edinburg","10.00","13.17","3.75","9.42"
"2019","Zavala","8-San Antonio","2.48","2.75","0.25","2.50"
"2019","Out of State","Out of State","0.02","0.33","0.33","0.00"
"2019","None Specified","None Specified","8.65","26.75","17.17","9.58"
"2018","Anderson","4-Tyler","71.41","79.92","48.58","31.33"
"2018","Andrews","9-Midland","22.15","24.75","18.75","6.00"
"2018","Angelina","5-Beaumont","74.53","86.83","39.92","47.00"
"2018","Aransas","11-Edinburg","48.83","55.92","38.67","17.42"
"2018","Archer","2-Abilene","2.43","2.50","0.00","2.50"
"2018","Armstrong","1-Lubbock","0.74","1.00","0.00","1.00"
"2018","Atascosa","8-San Antonio","49.18","57.83","15.83","42.00"
"2018","Austin","6-Houston","3.33","3.83","1.83","2.00"
"2018","Bailey","1-Lubbock","11.64","12.17","4.75","7.42"
"2018","Bandera","8-San Antonio","21.41","24.67","17.42","7.25"
"2018","Bastrop","7-Austin","47.09","55.42","33.75","21.67"
"2018","Baylor","2-Abilene","7.86","9.50","4.50","5.00"
"2018","Bee","11-Edinburg","49.88","59.42","27.42","32.58"
"2018","Bell","7-Austin","313.18","370.25","291.58","78.67"
"2018","Bexar","8-San Antonio","1850.74","2143.08","937.00","1206.33"
"2018","Blanco","7-Austin","8.04","9.17","6.25","2.92"
"2018","Borden","9-Midland","0.16","0.17","0.00","0.17"
"2018","Bosque","7-Austin","33.73","38.33","27.83","10.50"
"2018","Bowie","4-Tyler","36.62","43.50","29.67","13.83"
"2018","Brazoria","6-Houston","120.80","135.75","56.33","79.58"
"2018","Brazos","7-Austin","45.51","52.50","29.75","22.75"
"2018","Brewster","10-El Paso","0.77","0.83","0.83","0.00"
"2018","Brooks","11-Edinburg","5.92","6.58","4.25","2.33"
"2018","Brown","2-Abilene","80.80","91.50","34.50","57.25"
"2018","Burleson","7-Austin","14.88","17.25","12.00","5.25"
"2018","Burnet","7-Austin","43.70","51.00","41.08","9.92"
"2018","Caldwell","7-Austin","36.90","43.67","28.50","15.17"
"2018","Calhoun","8-San Antonio","16.00","17.67","11.58","6.08"
"2018","Callahan","2-Abilene","7.21","8.00","3.17","4.83"
"2018","Cameron","11-Edinburg","194.03","226.92","76.92","150.08"
"2018","Camp","4-Tyler","10.93","13.17","4.17","9.00"
"2018","Carson","1-Lubbock","10.39","11.92","4.67","7.25"
"2018","Cass","4-Tyler","12.43","14.75","5.83","8.92"
"2018","Castro","1-Lubbock","5.32","5.67","5.42","0.25"
"2018","Chambers","6-Houston","19.79","21.58","10.17","11.50"
"2018","Cherokee","4-Tyler","70.08","79.83","31.00","48.83"
"2018","Childress","1-Lubbock","10.14","11.33","6.83","4.50"
"2018","Clay","2-Abilene","9.14","11.33","1.92","9.50"
"2018","Cochran","1-Lubbock","0.10","0.17","0.17","0.00"
"2018","Coke","9-Midland","4.55","4.92","0.83","4.08"
"2018","Coleman","2-Abilene","15.74","16.75","3.25","13.50"
"2018","Collin","3-Arlington","168.31","196.00","93.75","102.25"
"2018","Collingsworth","1-Lubbock","1.13","1.33","0.00","1.33"
"2018","Colorado","6-Houston","3.96","4.67","2.25","2.42"
"2018","Comal","8-San Antonio","150.40","166.92","67.25","99.67"
"2018","Comanche","2-Abilene","14.99","16.83","5.08","11.92"
"2018","Concho","9-Midland","2.34","2.75","2.75","0.00"
"2018","Cooke","3-Arlington","79.31","88.33","39.83","48.50"
"2018","Coryell","7-Austin","49.29","58.25","49.67","8.58"
"2018","Crane","9-Midland","0.20","0.25","0.25","0.00"
"2018","Crockett","9-Midland","2.66","3.25","1.83","1.42"
"2018","Crosby","1-Lubbock","13.72","14.83","5.50","9.33"
"2018","Culberson","10-El Paso","0.09","0.17","0.00","0.17"
"2018","Dallam","1-Lubbock","16.30","19.00","9.50","9.50"
"2018","Dallas","3-Arlington","1502.75","1723.50","713.17","1012.00"
"2018","Dawson","9-Midland","27.22","30.83","18.58","12.25"
"2018","Deaf Smith","1-Lubbock","19.65","21.08","7.42","13.67"
"2018","Delta","4-Tyler","4.82","6.00","0.67","5.33"
"2018","Denton","3-Arlington","258.08","295.25","164.08","131.75"
"2018","DeWitt","8-San Antonio","25.17","28.17","16.08","12.08"
"2018","Dickens","1-Lubbock","2.16","2.42","0.58","1.83"
"2018","Dimmit","8-San Antonio","17.71","19.00","8.58","10.42"
"2018","Donley","1-Lubbock","5.00","5.33","2.33","3.00"
"2018","Duval","11-Edinburg","10.32","12.92","6.75","6.17"
"2018","Eastland","2-Abilene","13.21","15.42","5.25","10.25"
"2018","Ector","9-Midland","102.62","117.33","47.42","69.92"
"2018","Edwards","8-San Antonio","2.85","3.08","3.08","0.00"
"2018","Ellis","3-Arlington","32.52","37.83","22.92","14.92"
"2018","El Paso","10-El Paso","219.11","249.33","59.00","190.50"
"2018","Erath","3-Arlington","10.86","13.17","6.50","6.67"
"2018","Falls","7-Austin","6.91","8.25","5.58","2.67"
"2018","Fannin","3-Arlington","44.18","49.08","19.08","30.00"
"2018","Fayette","7-Austin","9.54","11.08","9.25","1.83"
"2018","Fisher","2-Abilene","2.32","2.50","1.83","0.67"
"2018","Floyd","1-Lubbock","7.37","8.00","3.67","4.33"
"2018","Fort Bend","6-Houston","110.15","122.67","63.92","58.75"
"2018","Franklin","4-Tyler","9.02","10.58","6.00","4.58"
"2018","Freestone","7-Austin","13.80","15.00","11.42","3.58"
"2018","Frio","8-San Antonio","40.06","45.75","9.75","36.08"
"2018","Gaines","9-Midland","18.65","21.50","10.58","10.92"
"2018","Galveston","6-Houston","136.90","153.42","48.17","105.42"
"2018","Garza","1-Lubbock","0.99","1.00","0.00","1.00"
"2018","Gillespie","8-San Antonio","11.82","13.42","9.75","3.67"
"2018","Goliad","8-San Antonio","5.68","6.17","4.17","2.00"
"2018","Gonzales","8-San Antonio","11.96","13.25","0.67","12.58"
"2018","Gray","1-Lubbock","28.04","33.75","9.08","24.67"
"2018","Grayson","3-Arlington","114.72","133.67","56.33","77.58"
"2018","Gregg","4-Tyler","146.24","168.75","96.92","71.83"
"2018","Grimes","7-Austin","15.02","18.00","12.42","5.58"
"2018","Guadalupe","8-San Antonio","62.99","71.42","37.92","33.50"
"2018","Hale","1-Lubbock","35.55","41.50","16.42","25.08"
"2018","Hall","1-Lubbock","8.06","10.17","4.08","6.08"
"2018","Hamilton","7-Austin","4.88","5.92","5.42","0.50"
"2018","Hardeman","2-Abilene","0.31","0.50","0.50","0.00"
"2018","Hardin","5-Beaumont","26.73","30.42","16.92","13.58"
"2018","Harris","6-Houston","2329.79","2567.50","1051.08","1516.92"
"2018","Harrison","4-Tyler","54.62","63.00","19.67","43.42"
"2018","Hartley","1-Lubbock","0.37","0.50","0.33","0.17"
"2018","Haskell","2-Abilene","8.31","9.67","3.58","6.08"
"2018","Hays","7-Austin","93.39","108.75","83.08","25.67"
"2018","Hemphill","1-Lubbock","3.18","3.25","2.58","0.67"
"2018","Henderson","4-Tyler","139.95","159.67","76.83","82.83"
"2018","Hidalgo","11-Edinburg","315.93","370.08","144.42","226.17"
"2018","Hill","7-Austin","48.83","55.83","40.58","15.25"
"2018","Hockley","1-Lubbock","19.52","21.67","9.92","11.75"
"2018","Hood","3-Arlington","74.29","82.67","35.67","47.00"
"2018","Hopkins","4-Tyler","27.32","31.33","17.67","13.67"
"2018","Houston","5-Beaumont","37.66","42.50","24.25","18.25"
"2018","Howard","9-Midland","41.70","46.67","18.33","28.33"
"2018","Hudspeth","10-El Paso","1.61","1.83","1.83","0.00"
"2018","Hunt","3-Arlington","106.01","123.58","51.92","71.67"
"2018","Hutchinson","1-Lubbock","33.47","36.67","16.50","20.17"
"2018","Irion","9-Midland","1.00","1.00","1.00","0.00"
"2018","Jack","2-Abilene","11.78","15.08","5.92","9.17"
"2018","Jackson","8-San Antonio","9.45","11.00","3.17","7.83"
"2018","Jasper","5-Beaumont","61.23","71.08","30.25","41.00"
"2018","Jefferson","5-Beaumont","144.95","167.50","70.92","96.67"
"2018","Jim Hogg","11-Edinburg","6.21","7.00","2.25","4.75"
"2018","Jim Wells","11-Edinburg","43.46","54.50","16.92","37.58"
"2018","Johnson","3-Arlington","166.17","184.33","94.33","90.00"
