"fiscal_year","county","region","priority","intakes"
"2021","Dimmit","8-San Antonio","3","4"
"2021","Edwards","8-San Antonio","1","2"
"2021","Edwards","8-San Antonio","2","5"
"2021","Frio","8-San Antonio","1","14"
"2021","Frio","8-San Antonio","2","45"
"2021","Frio","8-San Antonio","3","7"
"2021","Frio","8-San Antonio","4","1"
"2021","Gillespie","8-San Antonio","1","33"
"2021","Gillespie","8-San Antonio","2","84"
"2021","Gillespie","8-San Antonio","3","17"
"2021","Gillespie","8-San Antonio","4","1"
"2021","Goliad","8-San Antonio","1","12"
"2021","Goliad","8-San Antonio","2","22"
"2021","Goliad","8-San Antonio","3","3"
"2021","Goliad","8-San Antonio","4","3"
"2021","Gonzales","8-San Antonio","1","12"
"2021","Gonzales","8-San Antonio","2","56"
"2021","Gonzales","8-San Antonio","3","9"
"2021","Gonzales","8-San Antonio","4","1"
"2021","Guadalupe","8-San Antonio","1","98"
"2021","Guadalupe","8-San Antonio","2","364"
"2021","Guadalupe","8-San Antonio","3","67"
"2021","Guadalupe","8-San Antonio","4","38"
"2021","Jackson","8-San Antonio","1","10"
"2021","Jackson","8-San Antonio","2","36"
"2021","Jackson","8-San Antonio","3","5"
"2021","Jackson","8-San Antonio","4","4"
"2021","Karnes","8-San Antonio","1","16"
"2021","Karnes","8-San Antonio","2","31"
"2021","Karnes","8-San Antonio","3","7"
"2021","Karnes","8-San Antonio","4","3"
"2021","Kendall","8-San Antonio","1","18"
"2021","Kendall","8-San Antonio","2","75"
"2021","Kendall","8-San Antonio","3","16"
"2021","Kendall","8-San Antonio","4","6"
"2021","Kerr","8-San Antonio","1","87"
"2021","Kerr","8-San Antonio","2","314"
"2021","Kerr","8-San Antonio","3","57"
"2021","Kerr","8-San Antonio","4","31"
"2021","Kinney","8-San Antonio","1","6"
"2021","Kinney","8-San Antonio","2","19"
"2021","Kinney","8-San Antonio","3","1"
"2021","La Salle","8-San Antonio","1","7"
"2021","La Salle","8-San Antonio","2","22"
"2021","La Salle","8-San Antonio","3","3"
"2021","La Salle","8-San Antonio","4","2"
"2021","Lavaca","8-San Antonio","1","11"
"2021","Lavaca","8-San Antonio","2","55"
"2021","Lavaca","8-San Antonio","3","8"
"2021","Lavaca","8-San Antonio","4","10"
"2021","Maverick","8-San Antonio","1","23"
"2021","Maverick","8-San Antonio","2","95"
"2021","Maverick","8-San Antonio","3","18"
"2021","Maverick","8-San Antonio","4","2"
"2021","Medina","8-San Antonio","1","36"
"2021","Medina","8-San Antonio","2","128"
"2021","Medina","8-San Antonio","3","20"
"2021","Medina","8-San Antonio","4","11"
"2021","Real","8-San Antonio","1","7"
"2021","Real","8-San Antonio","2","12"
"2021","Real","8-San Antonio","3","3"
"2021","Uvalde","8-San Antonio","1","20"
"2021","Uvalde","8-San Antonio","2","83"
"2021","Uvalde","8-San Antonio","3","12"
"2021","Uvalde","8-San Antonio","4","4"
"2021","Val Verde","8-San Antonio","1","30"
"2021","Val Verde","8-San Antonio","2","118"
"2021","Val Verde","8-San Antonio","3","19"
"2021","Val Verde","8-San Antonio","4","8"
"2021","Victoria","8-San Antonio","1","94"
"2021","Victoria","8-San Antonio","2","303"
"2021","Victoria","8-San Antonio","3","47"
"2021","Victoria","8-San Antonio","4","24"
"2021","Wilson","8-San Antonio","1","32"
"2021","Wilson","8-San Antonio","2","114"
"2021","Wilson","8-San Antonio","3","25"
"2021","Wilson","8-San Antonio","4","8"
"2021","Zavala","8-San Antonio","1","14"
"2021","Zavala","8-San Antonio","2","50"
"2021","Zavala","8-San Antonio","3","6"
"2021","Zavala","8-San Antonio","4","3"
"2021","Andrews","9-Midland","1","6"
"2021","Andrews","9-Midland","2","32"
"2021","Andrews","9-Midland","3","6"
"2021","Andrews","9-Midland","4","1"
"2021","Coke","9-Midland","1","10"
"2021","Coke","9-Midland","2","36"
"2021","Coke","9-Midland","3","6"
"2021","Coke","9-Midland","4","2"
"2021","Concho","9-Midland","1","4"
"2021","Concho","9-Midland","2","20"
"2021","Concho","9-Midland","3","3"
"2021","Crane","9-Midland","1","3"
"2021","Crane","9-Midland","2","8"
"2021","Crane","9-Midland","3","1"
"2021","Crockett","9-Midland","1","3"
"2021","Crockett","9-Midland","2","20"
"2021","Crockett","9-Midland","3","4"
"2021","Crockett","9-Midland","4","2"
"2021","Dawson","9-Midland","1","16"
"2021","Dawson","9-Midland","2","59"
"2021","Dawson","9-Midland","3","14"
"2021","Dawson","9-Midland","4","3"
"2021","Ector","9-Midland","1","170"
"2021","Ector","9-Midland","2","494"
"2021","Ector","9-Midland","3","83"
"2021","Ector","9-Midland","4","32"
"2021","Gaines","9-Midland","1","10"
"2021","Gaines","9-Midland","2","34"
"2021","Gaines","9-Midland","3","11"
"2021","Glasscock","9-Midland","1","1"
"2021","Glasscock","9-Midland","2","2"
"2021","Glasscock","9-Midland","4","1"
"2021","Howard","9-Midland","1","49"
"2021","Howard","9-Midland","2","157"
"2021","Howard","9-Midland","3","19"
"2021","Howard","9-Midland","4","12"
"2021","Irion","9-Midland","1","1"
"2021","Irion","9-Midland","2","4"
"2021","Kimble","9-Midland","1","9"
"2021","Kimble","9-Midland","2","28"
"2021","Kimble","9-Midland","3","2"
"2021","Kimble","9-Midland","4","2"
"2021","Loving","9-Midland","2","1"
"2021","Martin","9-Midland","1","2"
"2021","Martin","9-Midland","2","10"
"2021","Martin","9-Midland","3","2"
"2021","Martin","9-Midland","4","1"
"2021","Mason","9-Midland","1","11"
"2021","Mason","9-Midland","2","15"
"2021","Mason","9-Midland","3","1"
"2021","Mason","9-Midland","4","2"
"2021","McCulloch","9-Midland","1","15"
"2021","McCulloch","9-Midland","2","54"
"2021","McCulloch","9-Midland","3","5"
"2021","Menard","9-Midland","1","2"
"2021","Menard","9-Midland","2","7"
"2021","Menard","9-Midland","3","4"
"2021","Midland","9-Midland","1","97"
"2021","Midland","9-Midland","2","299"
"2021","Midland","9-Midland","3","62"
"2021","Midland","9-Midland","4","20"
"2021","Pecos","9-Midland","1","22"
"2021","Pecos","9-Midland","2","66"
"2021","Pecos","9-Midland","3","15"
"2021","Pecos","9-Midland","4","7"
"2021","Reagan","9-Midland","1","4"
"2021","Reagan","9-Midland","2","9"
"2021","Reagan","9-Midland","3","3"
"2021","Reagan","9-Midland","4","2"
"2021","Reeves","9-Midland","1","12"
"2021","Reeves","9-Midland","2","38"
"2021","Reeves","9-Midland","3","3"
"2021","Reeves","9-Midland","4","1"
"2021","Schleicher","9-Midland","1","5"
"2021","Schleicher","9-Midland","2","9"
"2021","Schleicher","9-Midland","3","1"
"2021","Sterling","9-Midland","1","2"
"2021","Sterling","9-Midland","2","2"
"2021","Sterling","9-Midland","3","1"
"2021","Sterling","9-Midland","4","1"
"2021","Sutton","9-Midland","1","1"
"2021","Sutton","9-Midland","2","10"
"2021","Sutton","9-Midland","3","1"
"2021","Sutton","9-Midland","4","2"
"2021","Terrell","9-Midland","2","1"
"2021","Terrell","9-Midland","3","4"
"2021","Terrell","9-Midland","4","1"
"2021","Tom Green","9-Midland","1","304"
"2021","Tom Green","9-Midland","2","947"
"2021","Tom Green","9-Midland","3","172"
"2021","Tom Green","9-Midland","4","43"
"2021","Upton","9-Midland","1","2"
"2021","Upton","9-Midland","2","7"
"2021","Upton","9-Midland","3","1"
"2021","Upton","9-Midland","4","2"
"2021","Ward","9-Midland","1","11"
"2021","Ward","9-Midland","2","29"
"2021","Ward","9-Midland","3","8"
"2021","Ward","9-Midland","4","4"
"2021","Winkler","9-Midland","1","8"
"2021","Winkler","9-Midland","2","16"
"2021","Brewster","10-El Paso","1","11"
"2021","Brewster","10-El Paso","2","97"
"2021","Brewster","10-El Paso","3","24"
"2021","Culberson","10-El Paso","2","7"
"2021","Culberson","10-El Paso","4","1"
"2021","El Paso","10-El Paso","1","782"
"2021","El Paso","10-El Paso","2","3167"
"2021","El Paso","10-El Paso","3","537"
"2021","El Paso","10-El Paso","4","176"
"2021","Hudspeth","10-El Paso","1","7"
"2021","Hudspeth","10-El Paso","2","16"
"2021","Jeff Davis","10-El Paso","2","3"
"2021","Jeff Davis","10-El Paso","3","1"
"2021","Jeff Davis","10-El Paso","4","1"
"2021","Presidio","10-El Paso","1","1"
"2021","Presidio","10-El Paso","2","46"
"2021","Presidio","10-El Paso","3","4"
"2021","Presidio","10-El Paso","4","1"
"2021","Aransas","11-Edinburg","1","53"
"2021","Aransas","11-Edinburg","2","158"
"2021","Aransas","11-Edinburg","3","15"
"2021","Aransas","11-Edinburg","4","9"
"2021","Bee","11-Edinburg","1","40"
"2021","Bee","11-Edinburg","2","123"
"2021","Bee","11-Edinburg","3","16"
"2021","Brooks","11-Edinburg","1","10"
"2021","Brooks","11-Edinburg","2","31"
"2021","Brooks","11-Edinburg","3","4"
"2021","Brooks","11-Edinburg","4","1"
"2021","Cameron","11-Edinburg","1","350"
"2021","Cameron","11-Edinburg","2","1331"
"2021","Cameron","11-Edinburg","3","203"
"2021","Cameron","11-Edinburg","4","99"
"2021","Duval","11-Edinburg","1","11"
"2021","Duval","11-Edinburg","2","42"
"2021","Duval","11-Edinburg","3","5"
"2021","Duval","11-Edinburg","4","2"
"2021","Hidalgo","11-Edinburg","1","611"
"2021","Hidalgo","11-Edinburg","2","2114"
"2021","Hidalgo","11-Edinburg","3","322"
"2021","Hidalgo","11-Edinburg","4","144"
"2021","Jim Hogg","11-Edinburg","1","6"
"2021","Jim Hogg","11-Edinburg","2","26"
"2021","Jim Hogg","11-Edinburg","3","1"
"2021","Jim Wells","11-Edinburg","1","51"
"2021","Jim Wells","11-Edinburg","2","152"
"2021","Jim Wells","11-Edinburg","3","37"
"2021","Jim Wells","11-Edinburg","4","21"
"2021","Kenedy","11-Edinburg","2","1"
"2021","Kleberg","11-Edinburg","1","34"
"2021","Kleberg","11-Edinburg","2","100"
"2021","Kleberg","11-Edinburg","3","9"
"2021","Kleberg","11-Edinburg","4","10"
"2021","Live Oak","11-Edinburg","1","13"
"2021","Live Oak","11-Edinburg","2","36"
"2021","Live Oak","11-Edinburg","3","6"
"2021","Live Oak","11-Edinburg","4","1"
"2021","McMullen","11-Edinburg","1","1"
"2021","McMullen","11-Edinburg","2","1"
"2021","Nueces","11-Edinburg","1","624"
"2021","Nueces","11-Edinburg","2","1631"
"2021","Nueces","11-Edinburg","3","253"
"2021","Nueces","11-Edinburg","4","171"
"2021","Refugio","11-Edinburg","1","10"
"2021","Refugio","11-Edinburg","2","28"
"2021","Refugio","11-Edinburg","3","1"
"2021","San Patricio","11-Edinburg","1","105"
"2021","San Patricio","11-Edinburg","2","293"
"2021","San Patricio","11-Edinburg","3","53"
"2021","San Patricio","11-Edinburg","4","31"
"2021","Starr","11-Edinburg","1","33"
"2021","Starr","11-Edinburg","2","141"
"2021","Starr","11-Edinburg","3","26"
"2021","Starr","11-Edinburg","4","8"
"2021","Webb","11-Edinburg","1","153"
"2021","Webb","11-Edinburg","2","488"
"2021","Webb","11-Edinburg","3","82"
"2021","Webb","11-Edinburg","4","31"
"2021","Willacy","11-Edinburg","1","26"
"2021","Willacy","11-Edinburg","2","82"
"2021","Willacy","11-Edinburg","3","9"
"2021","Willacy","11-Edinburg","4","5"
"2021","Zapata","11-Edinburg","1","7"
"2021","Zapata","11-Edinburg","2","32"
"2021","Zapata","11-Edinburg","3","7"
"2021","Out of State","Out of State","1","17"
"2021","Out of State","Out of State","2","30"
"2021","Out of State","Out of State","3","2"
"2021","Out of State","Out of State","4","5"
"2020","Armstrong","1-Lubbock","2","1"
"2020","Bailey","1-Lubbock","1","5"
"2020","Bailey","1-Lubbock","2","24"
"2020","Bailey","1-Lubbock","3","4"
"2020","Bailey","1-Lubbock","4","1"
"2020","Briscoe","1-Lubbock","1","1"
"2020","Briscoe","1-Lubbock","2","4"
"2020","Carson","1-Lubbock","1","4"
"2020","Carson","1-Lubbock","2","17"
"2020","Carson","1-Lubbock","3","2"
"2020","Castro","1-Lubbock","1","8"
"2020","Castro","1-Lubbock","2","14"
"2020","Castro","1-Lubbock","3","3"
"2020","Castro","1-Lubbock","4","2"
"2020","Childress","1-Lubbock","1","7"
"2020","Childress","1-Lubbock","2","21"
"2020","Childress","1-Lubbock","3","2"
"2020","Childress","1-Lubbock","4","2"
"2020","Cochran","1-Lubbock","1","8"
"2020","Cochran","1-Lubbock","2","24"
"2020","Cochran","1-Lubbock","3","5"
"2020","Cochran","1-Lubbock","4","1"
"2020","Collingsworth","1-Lubbock","1","5"
"2020","Collingsworth","1-Lubbock","2","26"
"2020","Collingsworth","1-Lubbock","3","3"
"2020","Collingsworth","1-Lubbock","4","1"
"2020","Crosby","1-Lubbock","1","9"
"2020","Crosby","1-Lubbock","2","39"
"2020","Crosby","1-Lubbock","3","4"
"2020","Crosby","1-Lubbock","4","3"
"2020","Dallam","1-Lubbock","1","7"
"2020","Dallam","1-Lubbock","2","16"
"2020","Dallam","1-Lubbock","3","1"
"2020","Dallam","1-Lubbock","4","2"
"2020","Deaf Smith","1-Lubbock","1","14"
"2020","Deaf Smith","1-Lubbock","2","41"
"2020","Deaf Smith","1-Lubbock","3","7"
"2020","Deaf Smith","1-Lubbock","4","2"
"2020","Dickens","1-Lubbock","1","6"
"2020","Dickens","1-Lubbock","2","9"
"2020","Donley","1-Lubbock","1","6"
"2020","Donley","1-Lubbock","2","21"
"2020","Donley","1-Lubbock","3","1"
"2020","Donley","1-Lubbock","4","1"
"2020","Floyd","1-Lubbock","1","9"
"2020","Floyd","1-Lubbock","2","30"
"2020","Floyd","1-Lubbock","3","5"
"2020","Floyd","1-Lubbock","4","1"
"2020","Garza","1-Lubbock","1","10"
"2020","Garza","1-Lubbock","2","32"
"2020","Garza","1-Lubbock","3","9"
"2020","Garza","1-Lubbock","4","2"
"2020","Gray","1-Lubbock","1","39"
"2020","Gray","1-Lubbock","2","96"
"2020","Gray","1-Lubbock","3","10"
"2020","Gray","1-Lubbock","4","6"
"2020","Hale","1-Lubbock","1","47"
"2020","Hale","1-Lubbock","2","112"
"2020","Hale","1-Lubbock","3","23"
"2020","Hale","1-Lubbock","4","9"
"2020","Hall","1-Lubbock","1","8"
"2020","Hall","1-Lubbock","2","19"
"2020","Hall","1-Lubbock","3","1"
"2020","Hansford","1-Lubbock","1","1"
"2020","Hansford","1-Lubbock","2","13"
"2020","Hansford","1-Lubbock","3","2"
