"fiscal_year","county","region","families_receiving_fbss_family_preservation_services_on_august_31"
"2018","Guadalupe","8-San Antonio","50"
"2018","Hale","1-Lubbock","31"
"2018","Hall","1-Lubbock","2"
"2018","Hamilton","7-Austin","1"
"2018","Hardin","5-Beaumont","14"
"2018","Harris","6-Houston","1240"
"2018","Harrison","4-Tyler","36"
"2018","Haskell","2-Abilene","5"
"2018","Hays","7-Austin","26"
"2018","Hemphill","1-Lubbock","1"
"2018","Henderson","4-Tyler","39"
"2018","Hidalgo","11-Edinburg","316"
"2018","Hill","7-Austin","7"
"2018","Hockley","1-Lubbock","21"
"2018","Hood","3-Arlington","32"
"2018","Hopkins","4-Tyler","9"
"2018","Houston","5-Beaumont","6"
"2018","Howard","9-Midland","7"
"2018","Hudspeth","10-El Paso","1"
"2018","Hunt","3-Arlington","49"
"2018","Hutchinson","1-Lubbock","9"
"2018","Jack","2-Abilene","1"
"2018","Jackson","8-San Antonio","8"
"2018","Jasper","5-Beaumont","4"
"2018","Jefferson","5-Beaumont","30"
"2018","Jim Hogg","11-Edinburg","3"
"2018","Jim Wells","11-Edinburg","25"
"2018","Johnson","3-Arlington","101"
"2018","Jones","2-Abilene","24"
"2018","Karnes","8-San Antonio","9"
"2018","Kaufman","3-Arlington","59"
"2018","Kendall","8-San Antonio","4"
"2018","Kent","2-Abilene","1"
"2018","Kerr","8-San Antonio","46"
"2018","Kimble","9-Midland","5"
"2018","Kinney","8-San Antonio","2"
"2018","Kleberg","11-Edinburg","29"
"2018","La Salle","8-San Antonio","3"
"2018","Lamar","4-Tyler","8"
"2018","Lamb","1-Lubbock","7"
"2018","Lampasas","7-Austin","6"
"2018","Lavaca","8-San Antonio","11"
"2018","Lee","7-Austin","2"
"2018","Leon","7-Austin","3"
"2018","Liberty","6-Houston","43"
"2018","Limestone","7-Austin","4"
"2018","Lipscomb","1-Lubbock","3"
"2018","Live Oak","11-Edinburg","4"
"2018","Llano","7-Austin","6"
"2018","Lubbock","1-Lubbock","212"
"2018","Lynn","1-Lubbock","2"
"2018","Madison","7-Austin","2"
"2018","Marion","4-Tyler","3"
"2018","Martin","9-Midland","1"
"2018","Mason","9-Midland","1"
"2018","Matagorda","6-Houston","20"
"2018","Maverick","8-San Antonio","18"
"2018","McCulloch","9-Midland","5"
"2018","McLennan","7-Austin","140"
"2018","Medina","8-San Antonio","35"
"2018","Menard","9-Midland","1"
"2018","Midland","9-Midland","41"
"2018","Milam","7-Austin","2"
"2018","Mills","7-Austin","1"
"2018","Mitchell","2-Abilene","8"
"2018","Montague","2-Abilene","8"
"2018","Montgomery","6-Houston","119"
"2018","Moore","1-Lubbock","9"
"2018","Morris","4-Tyler","6"
"2018","Motley","1-Lubbock","1"
"2018","Nacogdoches","5-Beaumont","12"
"2018","Navarro","3-Arlington","23"
"2018","Newton","5-Beaumont","2"
"2018","Nolan","2-Abilene","15"
"2018","Nueces","11-Edinburg","269"
"2018","Ochiltree","1-Lubbock","2"
"2018","Oldham","1-Lubbock","1"
"2018","Orange","5-Beaumont","12"
"2018","Palo Pinto","3-Arlington","39"
"2018","Panola","4-Tyler","11"
"2018","Parker","3-Arlington","60"
"2018","Parmer","1-Lubbock","3"
"2018","Pecos","9-Midland","2"
"2018","Polk","5-Beaumont","13"
"2018","Potter","1-Lubbock","75"
"2018","Rains","4-Tyler","3"
"2018","Randall","1-Lubbock","31"
"2018","Real","8-San Antonio","5"
"2018","Refugio","11-Edinburg","1"
"2018","Robertson","7-Austin","6"
"2018","Rockwall","3-Arlington","30"
"2018","Runnels","2-Abilene","6"
"2018","Rusk","4-Tyler","7"
"2018","Sabine","5-Beaumont","2"
"2018","San Augustine","5-Beaumont","3"
"2018","San Jacinto","5-Beaumont","3"
"2018","San Patricio","11-Edinburg","39"
"2018","Schleicher","9-Midland","1"
"2018","Scurry","2-Abilene","11"
"2018","Shackelford","2-Abilene","3"
"2018","Shelby","5-Beaumont","5"
"2018","Smith","4-Tyler","66"
"2018","Somervell","3-Arlington","5"
"2018","Starr","11-Edinburg","15"
"2018","Stephens","2-Abilene","5"
"2018","Stonewall","2-Abilene","2"
"2018","Sutton","9-Midland","2"
"2018","Swisher","1-Lubbock","2"
"2018","Tarrant","3-Arlington","779"
"2018","Taylor","2-Abilene","154"
"2018","Terry","1-Lubbock","7"
"2018","Titus","4-Tyler","2"
"2018","Tom Green","9-Midland","59"
"2018","Travis","7-Austin","279"
"2018","Trinity","5-Beaumont","5"
"2018","Tyler","5-Beaumont","5"
"2018","Upshur","4-Tyler","21"
"2018","Uvalde","8-San Antonio","13"
"2018","Val Verde","8-San Antonio","12"
"2018","Van Zandt","4-Tyler","12"
"2018","Victoria","8-San Antonio","57"
"2018","Walker","6-Houston","13"
"2018","Waller","6-Houston","6"
"2018","Ward","9-Midland","4"
"2018","Washington","7-Austin","2"
"2018","Webb","11-Edinburg","92"
"2018","Wharton","6-Houston","23"
"2018","Wheeler","1-Lubbock","3"
"2018","Wichita","2-Abilene","89"
"2018","Wilbarger","2-Abilene","5"
"2018","Willacy","11-Edinburg","7"
"2018","Williamson","7-Austin","71"
"2018","Wilson","8-San Antonio","11"
"2018","Winkler","9-Midland","1"
"2018","Wise","3-Arlington","42"
"2018","Wood","4-Tyler","12"
"2018","Yoakum","1-Lubbock","5"
"2018","Zapata","11-Edinburg","17"
"2018","Zavala","8-San Antonio","7"
"2017","Anderson","4-Tyler","8"
"2017","Andrews","9-Midland","7"
"2017","Angelina","5-Beaumont","39"
"2017","Aransas","11-Edinburg","21"
"2017","Archer","2-Abilene","2"
"2017","Atascosa","8-San Antonio","55"
"2017","Austin","6-Houston","4"
"2017","Bailey","1-Lubbock","3"
"2017","Bandera","8-San Antonio","9"
"2017","Bastrop","7-Austin","36"
"2017","Baylor","2-Abilene","2"
"2017","Bee","11-Edinburg","26"
"2017","Bell","7-Austin","104"
"2017","Bexar","8-San Antonio","1200"
"2017","Bosque","7-Austin","2"
"2017","Bowie","4-Tyler","22"
"2017","Brazoria","6-Houston","152"
"2017","Brazos","7-Austin","23"
"2017","Brewster","10-El Paso","5"
"2017","Briscoe","1-Lubbock","1"
"2017","Brooks","11-Edinburg","15"
"2017","Brown","2-Abilene","18"
"2017","Burleson","7-Austin","2"
"2017","Burnet","7-Austin","13"
"2017","Caldwell","7-Austin","15"
"2017","Calhoun","8-San Antonio","5"
"2017","Callahan","2-Abilene","4"
"2017","Cameron","11-Edinburg","318"
"2017","Camp","4-Tyler","7"
"2017","Carson","1-Lubbock","2"
"2017","Cass","4-Tyler","8"
"2017","Castro","1-Lubbock","1"
"2017","Chambers","6-Houston","14"
"2017","Cherokee","4-Tyler","15"
"2017","Childress","1-Lubbock","3"
"2017","Clay","2-Abilene","2"
"2017","Coke","9-Midland","2"
"2017","Coleman","2-Abilene","8"
"2017","Collin","3-Arlington","132"
"2017","Collingsworth","1-Lubbock","1"
"2017","Colorado","6-Houston","3"
"2017","Comal","8-San Antonio","47"
"2017","Comanche","2-Abilene","3"
"2017","Concho","9-Midland","2"
"2017","Cooke","3-Arlington","42"
"2017","Coryell","7-Austin","15"
"2017","Crockett","9-Midland","3"
"2017","Crosby","1-Lubbock","6"
"2017","Culberson","10-El Paso","1"
"2017","Dallam","1-Lubbock","5"
"2017","Dallas","3-Arlington","978"
"2017","Dawson","9-Midland","10"
"2017","Deaf Smith","1-Lubbock","9"
"2017","Delta","4-Tyler","1"
"2017","Denton","3-Arlington","114"
"2017","DeWitt","8-San Antonio","4"
"2017","Dimmit","8-San Antonio","10"
"2017","Donley","1-Lubbock","2"
"2017","Duval","11-Edinburg","9"
"2017","Eastland","2-Abilene","4"
"2017","Ector","9-Midland","41"
"2017","Edwards","8-San Antonio","1"
"2017","El Paso","10-El Paso","382"
"2017","Ellis","3-Arlington","84"
"2017","Erath","3-Arlington","33"
"2017","Falls","7-Austin","3"
"2017","Fannin","3-Arlington","17"
"2017","Fayette","7-Austin","5"
"2017","Fisher","2-Abilene","3"
"2017","Floyd","1-Lubbock","4"
"2017","Foard","2-Abilene","1"
"2017","Fort Bend","6-Houston","174"
"2017","Franklin","4-Tyler","6"
"2017","Freestone","7-Austin","1"
"2017","Frio","8-San Antonio","16"
"2017","Gaines","9-Midland","6"
"2017","Galveston","6-Houston","218"
"2017","Garza","1-Lubbock","1"
"2017","Gillespie","8-San Antonio","9"
"2017","Goliad","8-San Antonio","2"
"2017","Gonzales","8-San Antonio","11"
"2017","Gray","1-Lubbock","12"
"2017","Grayson","3-Arlington","85"
"2017","Gregg","4-Tyler","61"
"2017","Grimes","7-Austin","3"
"2017","Guadalupe","8-San Antonio","40"
"2017","Hale","1-Lubbock","17"
"2017","Hall","1-Lubbock","1"
"2017","Hamilton","7-Austin","2"
"2017","Hardin","5-Beaumont","8"
"2017","Harris","6-Houston","1716"
"2017","Harrison","4-Tyler","21"
"2017","Haskell","2-Abilene","2"
"2017","Hays","7-Austin","48"
"2017","Hemphill","1-Lubbock","1"
"2017","Henderson","4-Tyler","38"
"2017","Hidalgo","11-Edinburg","494"
"2017","Hill","7-Austin","5"
"2017","Hockley","1-Lubbock","13"
"2017","Hood","3-Arlington","51"
"2017","Hopkins","4-Tyler","9"
"2017","Houston","5-Beaumont","6"
"2017","Howard","9-Midland","15"
"2017","Hudspeth","10-El Paso","1"
"2017","Hunt","3-Arlington","54"
"2017","Hutchinson","1-Lubbock","20"
"2017","Jack","2-Abilene","3"
"2017","Jackson","8-San Antonio","5"
"2017","Jasper","5-Beaumont","10"
"2017","Jefferson","5-Beaumont","22"
"2017","Jim Hogg","11-Edinburg","7"
"2017","Jim Wells","11-Edinburg","40"
"2017","Johnson","3-Arlington","104"
"2017","Jones","2-Abilene","14"
"2017","Karnes","8-San Antonio","5"
"2017","Kaufman","3-Arlington","42"
"2017","Kendall","8-San Antonio","9"
"2017","Kenedy","11-Edinburg","1"
"2017","Kerr","8-San Antonio","38"
"2017","Kimble","9-Midland","1"
"2017","Kinney","8-San Antonio","1"
"2017","Kleberg","11-Edinburg","29"
"2017","Knox","2-Abilene","1"
"2017","La Salle","8-San Antonio","5"
"2017","Lamar","4-Tyler","24"
"2017","Lamb","1-Lubbock","11"
"2017","Lampasas","7-Austin","5"
"2017","Lavaca","8-San Antonio","2"
"2017","Lee","7-Austin","4"
"2017","Leon","7-Austin","2"
"2017","Liberty","6-Houston","44"
"2017","Limestone","7-Austin","4"
"2017","Live Oak","11-Edinburg","11"
