"fiscal_year","county","region","case_actions","completed_investigations"
"2020","Austin","6-Houston","Opened for Services","19"
"2020","Bailey","1-Lubbock","Not Opened for Services","32"
"2020","Bailey","1-Lubbock","Opened for Services","11"
"2020","Bandera","8-San Antonio","Not Opened for Services","106"
"2020","Bandera","8-San Antonio","Opened for Services","30"
"2020","Bastrop","7-Austin","Not Opened for Services","490"
"2020","Bastrop","7-Austin","Opened for Services","101"
"2020","Baylor","2-Abilene","Not Opened for Services","23"
"2020","Baylor","2-Abilene","Opened for Services","14"
"2020","Bee","11-Edinburg","Not Opened for Services","213"
"2020","Bee","11-Edinburg","Opened for Services","53"
"2020","Bell","7-Austin","Not Opened for Services","2178"
"2020","Bell","7-Austin","Opened for Services","743"
"2020","Bexar","8-San Antonio","Not Opened for Services","8600"
"2020","Bexar","8-San Antonio","Opened for Services","2925"
"2020","Blanco","7-Austin","Not Opened for Services","31"
"2020","Blanco","7-Austin","Opened for Services","8"
"2020","Borden","9-Midland","Not Opened for Services","3"
"2020","Borden","9-Midland","Opened for Services","1"
"2020","Bosque","7-Austin","Not Opened for Services","102"
"2020","Bosque","7-Austin","Opened for Services","35"
"2020","Bowie","4-Tyler","Not Opened for Services","487"
"2020","Bowie","4-Tyler","Opened for Services","107"
"2020","Brazoria","6-Houston","Not Opened for Services","1222"
"2020","Brazoria","6-Houston","Opened for Services","253"
"2020","Brazos","7-Austin","Not Opened for Services","827"
"2020","Brazos","7-Austin","Opened for Services","83"
"2020","Brewster","10-El Paso","Not Opened for Services","20"
"2020","Brewster","10-El Paso","Opened for Services","11"
"2020","Briscoe","1-Lubbock","Not Opened for Services","5"
"2020","Brooks","11-Edinburg","Not Opened for Services","50"
"2020","Brooks","11-Edinburg","Opened for Services","31"
"2020","Brown","2-Abilene","Not Opened for Services","211"
"2020","Brown","2-Abilene","Opened for Services","152"
"2020","Burleson","7-Austin","Not Opened for Services","81"
"2020","Burleson","7-Austin","Opened for Services","24"
"2020","Burnet","7-Austin","Not Opened for Services","230"
"2020","Burnet","7-Austin","Opened for Services","83"
"2020","Caldwell","7-Austin","Not Opened for Services","304"
"2020","Caldwell","7-Austin","Opened for Services","70"
"2020","Calhoun","8-San Antonio","Not Opened for Services","67"
"2020","Calhoun","8-San Antonio","Opened for Services","26"
"2020","Callahan","2-Abilene","Not Opened for Services","89"
"2020","Callahan","2-Abilene","Opened for Services","22"
"2020","Cameron","11-Edinburg","Not Opened for Services","1916"
"2020","Cameron","11-Edinburg","Opened for Services","387"
"2020","Camp","4-Tyler","Not Opened for Services","54"
"2020","Camp","4-Tyler","Opened for Services","25"
"2020","Carson","1-Lubbock","Not Opened for Services","16"
"2020","Carson","1-Lubbock","Opened for Services","10"
"2020","Cass","4-Tyler","Not Opened for Services","158"
"2020","Cass","4-Tyler","Opened for Services","48"
"2020","Castro","1-Lubbock","Not Opened for Services","27"
"2020","Castro","1-Lubbock","Opened for Services","6"
"2020","Chambers","6-Houston","Not Opened for Services","143"
"2020","Chambers","6-Houston","Opened for Services","16"
"2020","Cherokee","4-Tyler","Not Opened for Services","338"
"2020","Cherokee","4-Tyler","Opened for Services","91"
"2020","Childress","1-Lubbock","Not Opened for Services","43"
"2020","Childress","1-Lubbock","Opened for Services","9"
"2020","Clay","2-Abilene","Not Opened for Services","48"
"2020","Clay","2-Abilene","Opened for Services","13"
"2020","Cochran","1-Lubbock","Not Opened for Services","11"
"2020","Cochran","1-Lubbock","Opened for Services","2"
"2020","Coke","9-Midland","Not Opened for Services","21"
"2020","Coke","9-Midland","Opened for Services","5"
"2020","Coleman","2-Abilene","Not Opened for Services","48"
"2020","Coleman","2-Abilene","Opened for Services","28"
"2020","Collin","3-Arlington","Not Opened for Services","2659"
"2020","Collin","3-Arlington","Opened for Services","362"
"2020","Collingsworth","1-Lubbock","Not Opened for Services","8"
"2020","Collingsworth","1-Lubbock","Opened for Services","6"
"2020","Colorado","6-Houston","Not Opened for Services","79"
"2020","Colorado","6-Houston","Opened for Services","11"
"2020","Comal","8-San Antonio","Not Opened for Services","661"
"2020","Comal","8-San Antonio","Opened for Services","136"
"2020","Comanche","2-Abilene","Not Opened for Services","84"
"2020","Comanche","2-Abilene","Opened for Services","17"
"2020","Concho","9-Midland","Not Opened for Services","12"
"2020","Concho","9-Midland","Opened for Services","5"
"2020","Cooke","3-Arlington","Not Opened for Services","260"
"2020","Cooke","3-Arlington","Opened for Services","62"
"2020","Coryell","7-Austin","Not Opened for Services","526"
"2020","Coryell","7-Austin","Opened for Services","166"
"2020","Cottle","2-Abilene","Not Opened for Services","4"
"2020","Cottle","2-Abilene","Opened for Services","2"
"2020","Crane","9-Midland","Not Opened for Services","23"
"2020","Crane","9-Midland","Opened for Services","5"
"2020","Crockett","9-Midland","Not Opened for Services","11"
"2020","Crockett","9-Midland","Opened for Services","10"
"2020","Crosby","1-Lubbock","Not Opened for Services","31"
"2020","Crosby","1-Lubbock","Opened for Services","14"
"2020","Culberson","10-El Paso","Not Opened for Services","12"
"2020","Culberson","10-El Paso","Opened for Services","6"
"2020","Dallam","1-Lubbock","Not Opened for Services","41"
"2020","Dallam","1-Lubbock","Opened for Services","16"
"2020","Dallas","3-Arlington","Not Opened for Services","10452"
"2020","Dallas","3-Arlington","Opened for Services","2510"
"2020","Dawson","9-Midland","Not Opened for Services","74"
"2020","Dawson","9-Midland","Opened for Services","22"
"2020","DeWitt","8-San Antonio","Not Opened for Services","94"
"2020","DeWitt","8-San Antonio","Opened for Services","24"
"2020","Deaf Smith","1-Lubbock","Not Opened for Services","116"
"2020","Deaf Smith","1-Lubbock","Opened for Services","18"
"2020","Delta","4-Tyler","Not Opened for Services","22"
"2020","Delta","4-Tyler","Opened for Services","10"
"2020","Denton","3-Arlington","Not Opened for Services","2698"
"2020","Denton","3-Arlington","Opened for Services","544"
"2020","Dickens","1-Lubbock","Not Opened for Services","11"
"2020","Dimmit","8-San Antonio","Not Opened for Services","61"
"2020","Dimmit","8-San Antonio","Opened for Services","20"
"2020","Donley","1-Lubbock","Not Opened for Services","18"
"2020","Donley","1-Lubbock","Opened for Services","5"
"2020","Duval","11-Edinburg","Not Opened for Services","57"
"2020","Duval","11-Edinburg","Opened for Services","27"
"2020","Eastland","2-Abilene","Not Opened for Services","97"
"2020","Eastland","2-Abilene","Opened for Services","25"
"2020","Ector","9-Midland","Not Opened for Services","865"
"2020","Ector","9-Midland","Opened for Services","195"
"2020","Edwards","8-San Antonio","Not Opened for Services","7"
"2020","Edwards","8-San Antonio","Opened for Services","1"
"2020","El Paso","10-El Paso","Not Opened for Services","3228"
"2020","El Paso","10-El Paso","Opened for Services","847"
"2020","Ellis","3-Arlington","Not Opened for Services","643"
"2020","Ellis","3-Arlington","Opened for Services","138"
"2020","Erath","3-Arlington","Not Opened for Services","154"
"2020","Erath","3-Arlington","Opened for Services","74"
"2020","Falls","7-Austin","Not Opened for Services","91"
"2020","Falls","7-Austin","Opened for Services","35"
"2020","Fannin","3-Arlington","Not Opened for Services","214"
"2020","Fannin","3-Arlington","Opened for Services","53"
"2020","Fayette","7-Austin","Not Opened for Services","95"
"2020","Fayette","7-Austin","Opened for Services","15"
"2020","Fisher","2-Abilene","Not Opened for Services","14"
"2020","Fisher","2-Abilene","Opened for Services","8"
"2020","Floyd","1-Lubbock","Not Opened for Services","19"
"2020","Floyd","1-Lubbock","Opened for Services","6"
"2020","Foard","2-Abilene","Not Opened for Services","5"
"2020","Foard","2-Abilene","Opened for Services","3"
"2020","Fort Bend","6-Houston","Not Opened for Services","1869"
"2020","Fort Bend","6-Houston","Opened for Services","285"
"2020","Franklin","4-Tyler","Not Opened for Services","52"
"2020","Franklin","4-Tyler","Opened for Services","22"
"2020","Freestone","7-Austin","Not Opened for Services","74"
"2020","Freestone","7-Austin","Opened for Services","14"
"2020","Frio","8-San Antonio","Not Opened for Services","97"
"2020","Frio","8-San Antonio","Opened for Services","46"
"2020","Gaines","9-Midland","Not Opened for Services","67"
"2020","Gaines","9-Midland","Opened for Services","23"
"2020","Galveston","6-Houston","Not Opened for Services","1296"
"2020","Galveston","6-Houston","Opened for Services","397"
"2020","Garza","1-Lubbock","Not Opened for Services","25"
"2020","Garza","1-Lubbock","Opened for Services","7"
"2020","Gillespie","8-San Antonio","Not Opened for Services","72"
"2020","Gillespie","8-San Antonio","Opened for Services","21"
"2020","Glasscock","9-Midland","Not Opened for Services","3"
"2020","Glasscock","9-Midland","Opened for Services","1"
"2020","Goliad","8-San Antonio","Not Opened for Services","24"
"2020","Goliad","8-San Antonio","Opened for Services","10"
"2020","Gonzales","8-San Antonio","Not Opened for Services","107"
"2020","Gonzales","8-San Antonio","Opened for Services","26"
"2020","Gray","1-Lubbock","Not Opened for Services","132"
"2020","Gray","1-Lubbock","Opened for Services","63"
"2020","Grayson","3-Arlington","Not Opened for Services","832"
"2020","Grayson","3-Arlington","Opened for Services","178"
"2020","Gregg","4-Tyler","Not Opened for Services","672"
"2020","Gregg","4-Tyler","Opened for Services","211"
"2020","Grimes","7-Austin","Not Opened for Services","141"
"2020","Grimes","7-Austin","Opened for Services","15"
"2020","Guadalupe","8-San Antonio","Not Opened for Services","765"
"2020","Guadalupe","8-San Antonio","Opened for Services","159"
"2020","Hale","1-Lubbock","Not Opened for Services","178"
"2020","Hale","1-Lubbock","Opened for Services","51"
"2020","Hall","1-Lubbock","Not Opened for Services","8"
"2020","Hall","1-Lubbock","Opened for Services","10"
"2020","Hamilton","7-Austin","Not Opened for Services","48"
"2020","Hamilton","7-Austin","Opened for Services","17"
"2020","Hansford","1-Lubbock","Not Opened for Services","7"
"2020","Hansford","1-Lubbock","Opened for Services","1"
"2020","Hardeman","2-Abilene","Not Opened for Services","19"
"2020","Hardeman","2-Abilene","Opened for Services","6"
"2020","Hardin","5-Beaumont","Not Opened for Services","238"
"2020","Hardin","5-Beaumont","Opened for Services","66"
"2020","Harris","6-Houston","Not Opened for Services","22713"
"2020","Harris","6-Houston","Opened for Services","2540"
"2020","Harrison","4-Tyler","Not Opened for Services","263"
"2020","Harrison","4-Tyler","Opened for Services","94"
"2020","Hartley","1-Lubbock","Not Opened for Services","11"
"2020","Hartley","1-Lubbock","Opened for Services","3"
"2020","Haskell","2-Abilene","Not Opened for Services","24"
"2020","Haskell","2-Abilene","Opened for Services","8"
"2020","Hays","7-Austin","Not Opened for Services","819"
"2020","Hays","7-Austin","Opened for Services","161"
"2020","Hemphill","1-Lubbock","Not Opened for Services","5"
"2020","Hemphill","1-Lubbock","Opened for Services","2"
"2020","Henderson","4-Tyler","Not Opened for Services","401"
"2020","Henderson","4-Tyler","Opened for Services","135"
"2020","Hidalgo","11-Edinburg","Not Opened for Services","3946"
"2020","Hidalgo","11-Edinburg","Opened for Services","839"
"2020","Hill","7-Austin","Not Opened for Services","202"
"2020","Hill","7-Austin","Opened for Services","68"
"2020","Hockley","1-Lubbock","Not Opened for Services","141"
"2020","Hockley","1-Lubbock","Opened for Services","47"
"2020","Hood","3-Arlington","Not Opened for Services","351"
"2020","Hood","3-Arlington","Opened for Services","84"
"2020","Hopkins","4-Tyler","Not Opened for Services","179"
"2020","Hopkins","4-Tyler","Opened for Services","64"
"2020","Houston","5-Beaumont","Not Opened for Services","96"
"2020","Houston","5-Beaumont","Opened for Services","24"
"2020","Howard","9-Midland","Not Opened for Services","236"
"2020","Howard","9-Midland","Opened for Services","47"
"2020","Hudspeth","10-El Paso","Not Opened for Services","21"
"2020","Hudspeth","10-El Paso","Opened for Services","2"
"2020","Hunt","3-Arlington","Not Opened for Services","554"
"2020","Hunt","3-Arlington","Opened for Services","118"
"2020","Hutchinson","1-Lubbock","Not Opened for Services","120"
"2020","Hutchinson","1-Lubbock","Opened for Services","51"
"2020","Irion","9-Midland","Not Opened for Services","4"
"2020","Irion","9-Midland","Opened for Services","4"
"2020","Jack","2-Abilene","Not Opened for Services","58"
"2020","Jack","2-Abilene","Opened for Services","9"
"2020","Jackson","8-San Antonio","Not Opened for Services","52"
"2020","Jackson","8-San Antonio","Opened for Services","8"
"2020","Jasper","5-Beaumont","Not Opened for Services","137"
"2020","Jasper","5-Beaumont","Opened for Services","37"
"2020","Jeff Davis","10-El Paso","Not Opened for Services","5"
"2020","Jeff Davis","10-El Paso","Opened for Services","1"
"2020","Jefferson","5-Beaumont","Not Opened for Services","1189"
"2020","Jefferson","5-Beaumont","Opened for Services","209"
"2020","Jim Hogg","11-Edinburg","Not Opened for Services","34"
"2020","Jim Hogg","11-Edinburg","Opened for Services","15"
"2020","Jim Wells","11-Edinburg","Not Opened for Services","244"
"2020","Jim Wells","11-Edinburg","Opened for Services","86"
"2020","Johnson","3-Arlington","Not Opened for Services","875"
"2020","Johnson","3-Arlington","Opened for Services","252"
"2020","Jones","2-Abilene","Not Opened for Services","90"
"2020","Jones","2-Abilene","Opened for Services","30"
"2020","Karnes","8-San Antonio","Not Opened for Services","60"
"2020","Karnes","8-San Antonio","Opened for Services","24"
"2020","Kaufman","3-Arlington","Not Opened for Services","586"
"2020","Kaufman","3-Arlington","Opened for Services","144"
"2020","Kendall","8-San Antonio","Not Opened for Services","128"
"2020","Kendall","8-San Antonio","Opened for Services","28"
"2020","Kenedy","11-Edinburg","Not Opened for Services","1"
"2020","Kent","2-Abilene","Not Opened for Services","3"
"2020","Kerr","8-San Antonio","Not Opened for Services","225"
"2020","Kerr","8-San Antonio","Opened for Services","68"
"2020","Kimble","9-Midland","Not Opened for Services","20"
"2020","Kimble","9-Midland","Opened for Services","3"
"2020","King","1-Lubbock","Not Opened for Services","1"
"2020","Kinney","8-San Antonio","Not Opened for Services","10"
"2020","Kinney","8-San Antonio","Opened for Services","6"
"2020","Kleberg","11-Edinburg","Not Opened for Services","140"
"2020","Kleberg","11-Edinburg","Opened for Services","71"
"2020","Knox","2-Abilene","Not Opened for Services","22"
"2020","Knox","2-Abilene","Opened for Services","6"
"2020","La Salle","8-San Antonio","Not Opened for Services","43"
"2020","La Salle","8-San Antonio","Opened for Services","16"
"2020","Lamar","4-Tyler","Not Opened for Services","297"
"2020","Lamar","4-Tyler","Opened for Services","115"
"2020","Lamb","1-Lubbock","Not Opened for Services","62"
"2020","Lamb","1-Lubbock","Opened for Services","19"
"2020","Lampasas","7-Austin","Not Opened for Services","99"
"2020","Lampasas","7-Austin","Opened for Services","53"
"2020","Lavaca","8-San Antonio","Not Opened for Services","74"
"2020","Lavaca","8-San Antonio","Opened for Services","23"
"2020","Lee","7-Austin","Not Opened for Services","77"
"2020","Lee","7-Austin","Opened for Services","20"
"2020","Leon","7-Austin","Not Opened for Services","47"
"2020","Leon","7-Austin","Opened for Services","9"
"2020","Liberty","6-Houston","Not Opened for Services","432"
"2020","Liberty","6-Houston","Opened for Services","69"
"2020","Limestone","7-Austin","Not Opened for Services","118"
"2020","Limestone","7-Austin","Opened for Services","29"
"2020","Lipscomb","1-Lubbock","Not Opened for Services","6"
"2020","Lipscomb","1-Lubbock","Opened for Services","6"
"2020","Live Oak","11-Edinburg","Not Opened for Services","66"
"2020","Live Oak","11-Edinburg","Opened for Services","15"
"2020","Llano","7-Austin","Not Opened for Services","119"
"2020","Llano","7-Austin","Opened for Services","55"
"2020","Loving","9-Midland","Opened for Services","1"
"2020","Lubbock","1-Lubbock","Not Opened for Services","1601"
"2020","Lubbock","1-Lubbock","Opened for Services","565"
"2020","Lynn","1-Lubbock","Not Opened for Services","25"
"2020","Lynn","1-Lubbock","Opened for Services","6"
"2020","Madison","7-Austin","Not Opened for Services","42"
"2020","Madison","7-Austin","Opened for Services","9"
"2020","Marion","4-Tyler","Not Opened for Services","56"
"2020","Marion","4-Tyler","Opened for Services","19"
"2020","Martin","9-Midland","Not Opened for Services","33"
"2020","Martin","9-Midland","Opened for Services","2"
"2020","Mason","9-Midland","Not Opened for Services","10"
"2020","Mason","9-Midland","Opened for Services","4"
"2020","Matagorda","6-Houston","Not Opened for Services","184"
"2020","Matagorda","6-Houston","Opened for Services","55"
"2020","Maverick","8-San Antonio","Not Opened for Services","127"
"2020","Maverick","8-San Antonio","Opened for Services","39"
"2020","McCulloch","9-Midland","Not Opened for Services","65"
"2020","McCulloch","9-Midland","Opened for Services","17"
"2020","McLennan","7-Austin","Not Opened for Services","1590"
"2020","McLennan","7-Austin","Opened for Services","532"
"2020","McMullen","11-Edinburg","Not Opened for Services","5"
"2020","Medina","8-San Antonio","Not Opened for Services","258"
"2020","Medina","8-San Antonio","Opened for Services","81"
"2020","Menard","9-Midland","Not Opened for Services","13"
"2020","Menard","9-Midland","Opened for Services","4"
"2020","Midland","9-Midland","Not Opened for Services","781"
"2020","Midland","9-Midland","Opened for Services","141"
"2020","Milam","7-Austin","Not Opened for Services","144"
"2020","Milam","7-Austin","Opened for Services","25"
"2020","Mills","7-Austin","Not Opened for Services","18"
"2020","Mills","7-Austin","Opened for Services","6"
"2020","Mitchell","2-Abilene","Not Opened for Services","55"
"2020","Mitchell","2-Abilene","Opened for Services","26"
"2020","Montague","2-Abilene","Not Opened for Services","97"
"2020","Montague","2-Abilene","Opened for Services","58"
"2020","Montgomery","6-Houston","Not Opened for Services","2284"
"2020","Montgomery","6-Houston","Opened for Services","262"
"2020","Moore","1-Lubbock","Not Opened for Services","119"
"2020","Moore","1-Lubbock","Opened for Services","33"
"2020","Morris","4-Tyler","Not Opened for Services","60"
"2020","Morris","4-Tyler","Opened for Services","31"
"2020","Motley","1-Lubbock","Not Opened for Services","4"
"2020","Motley","1-Lubbock","Opened for Services","1"
"2020","Nacogdoches","5-Beaumont","Not Opened for Services","288"
"2020","Nacogdoches","5-Beaumont","Opened for Services","90"
"2020","Navarro","3-Arlington","Not Opened for Services","269"
"2020","Navarro","3-Arlington","Opened for Services","59"
"2020","Newton","5-Beaumont","Not Opened for Services","51"
"2020","Newton","5-Beaumont","Opened for Services","8"
"2020","Nolan","2-Abilene","Not Opened for Services","124"
"2020","Nolan","2-Abilene","Opened for Services","48"
"2020","Nueces","11-Edinburg","Not Opened for Services","1978"
"2020","Nueces","11-Edinburg","Opened for Services","675"
"2020","Ochiltree","1-Lubbock","Not Opened for Services","33"
"2020","Ochiltree","1-Lubbock","Opened for Services","13"
"2020","Oldham","1-Lubbock","Not Opened for Services","9"
"2020","Oldham","1-Lubbock","Opened for Services","1"
"2020","Orange","5-Beaumont","Not Opened for Services","486"
"2020","Orange","5-Beaumont","Opened for Services","124"
"2020","Out of State","Out of State","Not Opened for Services","21"
"2020","Out of State","Out of State","Opened for Services","1"
"2020","Palo Pinto","3-Arlington","Not Opened for Services","210"
"2020","Palo Pinto","3-Arlington","Opened for Services","87"
"2020","Panola","4-Tyler","Not Opened for Services","111"
"2020","Panola","4-Tyler","Opened for Services","35"
"2020","Parker","3-Arlington","Not Opened for Services","614"
"2020","Parker","3-Arlington","Opened for Services","144"
"2020","Parmer","1-Lubbock","Not Opened for Services","34"
"2020","Parmer","1-Lubbock","Opened for Services","9"
"2020","Pecos","9-Midland","Not Opened for Services","67"
"2020","Pecos","9-Midland","Opened for Services","26"
"2020","Polk","5-Beaumont","Not Opened for Services","296"
"2020","Polk","5-Beaumont","Opened for Services","40"
"2020","Potter","1-Lubbock","Not Opened for Services","1203"
"2020","Potter","1-Lubbock","Opened for Services","225"
"2020","Presidio","10-El Paso","Not Opened for Services","13"
"2020","Presidio","10-El Paso","Opened for Services","2"
"2020","Rains","4-Tyler","Not Opened for Services","42"
"2020","Rains","4-Tyler","Opened for Services","16"
"2020","Randall","1-Lubbock","Not Opened for Services","758"
"2020","Randall","1-Lubbock","Opened for Services","149"
"2020","Reagan","9-Midland","Not Opened for Services","13"
"2020","Reagan","9-Midland","Opened for Services","4"
"2020","Real","8-San Antonio","Not Opened for Services","21"
"2020","Real","8-San Antonio","Opened for Services","3"
"2020","Red River","4-Tyler","Not Opened for Services","57"
"2020","Red River","4-Tyler","Opened for Services","31"
"2020","Reeves","9-Midland","Not Opened for Services","52"
"2020","Reeves","9-Midland","Opened for Services","13"
"2020","Refugio","11-Edinburg","Not Opened for Services","61"
"2020","Refugio","11-Edinburg","Opened for Services","18"
"2020","Robertson","7-Austin","Not Opened for Services","89"
"2020","Robertson","7-Austin","Opened for Services","19"
"2020","Rockwall","3-Arlington","Not Opened for Services","340"
"2020","Rockwall","3-Arlington","Opened for Services","59"
"2020","Runnels","2-Abilene","Not Opened for Services","63"
"2020","Runnels","2-Abilene","Opened for Services","24"
"2020","Rusk","4-Tyler","Not Opened for Services","269"
"2020","Rusk","4-Tyler","Opened for Services","55"
"2020","Sabine","5-Beaumont","Not Opened for Services","32"
"2020","Sabine","5-Beaumont","Opened for Services","8"
"2020","San Augustine","5-Beaumont","Not Opened for Services","50"
"2020","San Augustine","5-Beaumont","Opened for Services","17"
"2020","San Jacinto","5-Beaumont","Not Opened for Services","185"
"2020","San Jacinto","5-Beaumont","Opened for Services","20"
"2020","San Patricio","11-Edinburg","Not Opened for Services","416"
"2020","San Patricio","11-Edinburg","Opened for Services","100"
"2020","San Saba","7-Austin","Not Opened for Services","20"
"2020","San Saba","7-Austin","Opened for Services","10"
"2020","Schleicher","9-Midland","Not Opened for Services","11"
"2020","Schleicher","9-Midland","Opened for Services","3"
"2020","Scurry","2-Abilene","Not Opened for Services","96"
"2020","Scurry","2-Abilene","Opened for Services","30"
"2020","Shackelford","2-Abilene","Not Opened for Services","13"
"2020","Shackelford","2-Abilene","Opened for Services","4"
"2020","Shelby","5-Beaumont","Not Opened for Services","116"
"2020","Shelby","5-Beaumont","Opened for Services","25"
"2020","Sherman","1-Lubbock","Not Opened for Services","8"
"2020","Sherman","1-Lubbock","Opened for Services","6"
"2020","Smith","4-Tyler","Not Opened for Services","940"
"2020","Smith","4-Tyler","Opened for Services","274"
"2020","Somervell","3-Arlington","Not Opened for Services","39"
"2020","Somervell","3-Arlington","Opened for Services","20"
"2020","Starr","11-Edinburg","Not Opened for Services","243"
"2020","Starr","11-Edinburg","Opened for Services","56"
"2020","Stephens","2-Abilene","Not Opened for Services","60"
"2020","Stephens","2-Abilene","Opened for Services","8"
"2020","Sterling","9-Midland","Not Opened for Services","5"
"2020","Sterling","9-Midland","Opened for Services","2"
"2020","Stonewall","2-Abilene","Not Opened for Services","7"
"2020","Stonewall","2-Abilene","Opened for Services","2"
"2020","Sutton","9-Midland","Not Opened for Services","14"
"2020","Sutton","9-Midland","Opened for Services","5"
"2020","Swisher","1-Lubbock","Not Opened for Services","38"
"2020","Swisher","1-Lubbock","Opened for Services","6"
"2020","Tarrant","3-Arlington","Not Opened for Services","10276"
"2020","Tarrant","3-Arlington","Opened for Services","1693"
"2020","Taylor","2-Abilene","Not Opened for Services","1066"
"2020","Taylor","2-Abilene","Opened for Services","466"
"2020","Terrell","9-Midland","Not Opened for Services","2"
"2020","Terry","1-Lubbock","Not Opened for Services","63"
"2020","Terry","1-Lubbock","Opened for Services","34"
"2020","Throckmorton","2-Abilene","Not Opened for Services","9"
"2020","Throckmorton","2-Abilene","Opened for Services","3"
"2020","Titus","4-Tyler","Not Opened for Services","135"
"2020","Titus","4-Tyler","Opened for Services","29"
"2020","Tom Green","9-Midland","Not Opened for Services","711"
"2020","Tom Green","9-Midland","Opened for Services","273"
"2020","Travis","7-Austin","Not Opened for Services","4175"
"2020","Travis","7-Austin","Opened for Services","885"
"2020","Trinity","5-Beaumont","Not Opened for Services","92"
"2020","Trinity","5-Beaumont","Opened for Services","13"
"2020","Tyler","5-Beaumont","Not Opened for Services","93"
"2020","Tyler","5-Beaumont","Opened for Services","12"
"2020","Upshur","4-Tyler","Not Opened for Services","164"
"2020","Upshur","4-Tyler","Opened for Services","59"
"2020","Upton","9-Midland","Not Opened for Services","12"
"2020","Upton","9-Midland","Opened for Services","2"
"2020","Uvalde","8-San Antonio","Not Opened for Services","167"
"2020","Uvalde","8-San Antonio","Opened for Services","50"
"2020","Val Verde","8-San Antonio","Not Opened for Services","132"
"2020","Val Verde","8-San Antonio","Opened for Services","63"
"2020","Van Zandt","4-Tyler","Not Opened for Services","259"
"2020","Van Zandt","4-Tyler","Opened for Services","92"
"2020","Victoria","8-San Antonio","Not Opened for Services","374"
"2020","Victoria","8-San Antonio","Opened for Services","104"
"2020","Walker","6-Houston","Not Opened for Services","239"
"2020","Walker","6-Houston","Opened for Services","37"
"2020","Waller","6-Houston","Not Opened for Services","159"
"2020","Waller","6-Houston","Opened for Services","21"
"2020","Ward","9-Midland","Not Opened for Services","83"
"2020","Ward","9-Midland","Opened for Services","25"
"2020","Washington","7-Austin","Not Opened for Services","115"
"2020","Washington","7-Austin","Opened for Services","18"
"2020","Webb","11-Edinburg","Not Opened for Services","1058"
"2020","Webb","11-Edinburg","Opened for Services","363"
"2020","Wharton","6-Houston","Not Opened for Services","189"
"2020","Wharton","6-Houston","Opened for Services","51"
"2020","Wheeler","1-Lubbock","Not Opened for Services","20"
"2020","Wheeler","1-Lubbock","Opened for Services","9"
"2020","Wichita","2-Abilene","Not Opened for Services","1012"
"2020","Wichita","2-Abilene","Opened for Services","275"
"2020","Wilbarger","2-Abilene","Not Opened for Services","96"
"2020","Wilbarger","2-Abilene","Opened for Services","22"
"2020","Willacy","11-Edinburg","Not Opened for Services","141"
"2020","Willacy","11-Edinburg","Opened for Services","43"
"2020","Williamson","7-Austin","Not Opened for Services","1985"
"2020","Williamson","7-Austin","Opened for Services","168"
"2020","Wilson","8-San Antonio","Not Opened for Services","133"
"2020","Wilson","8-San Antonio","Opened for Services","43"
"2020","Winkler","9-Midland","Not Opened for Services","42"
"2020","Winkler","9-Midland","Opened for Services","16"
"2020","Wise","3-Arlington","Not Opened for Services","336"
"2020","Wise","3-Arlington","Opened for Services","79"
"2020","Wood","4-Tyler","Not Opened for Services","159"
"2020","Wood","4-Tyler","Opened for Services","58"
"2020","Yoakum","1-Lubbock","Not Opened for Services","27"
"2020","Yoakum","1-Lubbock","Opened for Services","5"
"2020","Young","2-Abilene","Not Opened for Services","108"
"2020","Young","2-Abilene","Opened for Services","26"
"2020","Zapata","11-Edinburg","Not Opened for Services","57"
"2020","Zapata","11-Edinburg","Opened for Services","29"
"2020","Zavala","8-San Antonio","Not Opened for Services","71"
"2020","Zavala","8-San Antonio","Opened for Services","30"
"2019","Anderson","4-Tyler","Not Opened for Services","251"
"2019","Anderson","4-Tyler","Opened for Services","83"
