"fiscal_year","region","program","race_ethnicity","gender","age","youth_served"
"2021","4-Tyler","FAYS","Other","Female","6","1"
"2021","4-Tyler","FAYS","Other","Female","7","1"
"2021","4-Tyler","FAYS","Other","Female","9","2"
"2021","4-Tyler","FAYS","Other","Female","10","1"
"2021","4-Tyler","FAYS","Other","Female","11","3"
"2021","4-Tyler","FAYS","Other","Female","12","4"
"2021","4-Tyler","FAYS","Other","Female","14","3"
"2021","4-Tyler","FAYS","Other","Female","16","1"
"2021","4-Tyler","FAYS","Other","Female","17","2"
"2021","4-Tyler","FAYS","Other","Male","2","1"
"2021","4-Tyler","FAYS","Other","Male","4","1"
"2021","4-Tyler","FAYS","Other","Male","5","2"
"2021","4-Tyler","FAYS","Other","Male","6","1"
"2021","4-Tyler","FAYS","Other","Male","7","1"
"2021","4-Tyler","FAYS","Other","Male","8","2"
"2021","4-Tyler","FAYS","Other","Male","9","3"
"2021","4-Tyler","FAYS","Other","Male","10","1"
"2021","4-Tyler","FAYS","Other","Male","11","2"
"2021","4-Tyler","FAYS","Other","Male","12","3"
"2021","4-Tyler","FAYS","Other","Male","13","2"
"2021","4-Tyler","FAYS","Other","Male","14","2"
"2021","4-Tyler","FAYS","Other","Male","16","1"
"2021","4-Tyler","FAYS","Other","Male","17","1"
"2021","4-Tyler","SYSN","African Amercan","Female","10","5"
"2021","4-Tyler","SYSN","African Amercan","Female","11","2"
"2021","4-Tyler","SYSN","African Amercan","Female","13","1"
"2021","4-Tyler","SYSN","African Amercan","Male","9","1"
"2021","4-Tyler","SYSN","African Amercan","Male","10","9"
"2021","4-Tyler","SYSN","African Amercan","Male","11","3"
"2021","4-Tyler","SYSN","African Amercan","Male","12","1"
"2021","4-Tyler","SYSN","African Amercan","Male","13","1"
"2021","4-Tyler","SYSN","African Amercan","Male","14","2"
"2021","4-Tyler","SYSN","Anglo","Female","10","6"
"2021","4-Tyler","SYSN","Anglo","Female","11","6"
"2021","4-Tyler","SYSN","Anglo","Female","13","1"
"2021","4-Tyler","SYSN","Anglo","Male","10","2"
"2021","4-Tyler","SYSN","Anglo","Male","11","2"
"2021","4-Tyler","SYSN","Anglo","Male","12","2"
"2021","4-Tyler","SYSN","Hispanic","Female","10","3"
"2021","4-Tyler","SYSN","Hispanic","Female","11","1"
"2021","4-Tyler","SYSN","Hispanic","Male","10","3"
"2021","4-Tyler","SYSN","Hispanic","Male","11","1"
"2021","4-Tyler","SYSN","Other","Female","11","1"
"2021","4-Tyler","SYSN","Other","Male","10","2"
"2021","5-Beaumont","CYD","African Amercan","Female","0","3"
