"incident_date","incident_number","location_district","offense_code","offense_description","weapon_type","incident_location","city","state","zip","latitude","longitude","location_1","incident_status"
"2020-01-21T17:43:00.000","2020-008505","90","23D","THEFT FROM BUILDING",,"3 COLT AVE","LITTLE ROCK","AR","72209","34.685104","-92.35784","(34.685104, -92.35784)","AD"
"2018-07-15T23:57:00.000","2018-089762","80","220","BURGLARY/B&E",,"1900 W 65TH ST","LITTLE ROCK","AR","72209","34.688502","-92.298606","(34.688502, -92.298606)","AR"
"2022-08-18T13:00:00.000","2022-097991","92","23F","THEFT FROM MOTOR VEHICLE",,"11320 BASS PRO PKY","LITTLE ROCK","AR","72210","34.661439","-92.413351","(34.661439, -92.413351)","AD"
"2021-04-28T06:07:00.000","2021-045187","91","23H","ALL OTHER LARCENY",,"8621  BASELINE RD 7","LITTLE ROCK","AR","72209","34.669066","-92.373619","(34.669066, -92.373619)","EX"
"2019-05-18T02:00:00.000","2019-061143","82","220","BURGLARY/B&E",,"9417 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.664457","-92.343024","(34.664457, -92.343024)","OP"
"2017-09-29T17:50:00.000","2017-122688","81","23F","THEFT FROM MOTOR VEHICLE",,"4301 W 65TH ST","LITTLE ROCK","AR","72209","34.690016","-92.324442","(34.690016, -92.324442)","AD"
"2021-12-28T00:23:00.000","2021-158075","91","23H","ALL OTHER LARCENY",,"9709  INTERSTATE 30","LITTLE ROCK","AR","72209","34.672981","-92.36986","(34.672981, -92.36986)","OP"
"2017-07-29T00:10:00.000","2017-092209","81","240","MOTOR VEHICLE THEFT",,"5100 YOUNG RD","LITTLE ROCK","AR","72209","34.679499","-92.334297","(34.679499, -92.334297)","RC"
"2017-05-22T01:00:00.000","2017-059902","93","240","MOTOR VEHICLE THEFT",,"104 LAVER CIR","LITTLE ROCK","AR","72210","34.668044","-92.430206","(34.668044, -92.430206)","AD"
"2017-06-09T18:30:00.000","2017-069731","91","220","BURGLARY/B&E",,"9704 COLLIE DR","LITTLE ROCK","AR","72209","34.662377","-92.366754","(34.662377, -92.366754)","AD"
"2020-06-19T10:00:00.000","2020-066933","81","240","MOTOR VEHICLE THEFT",,"6707 E WAKEFIELD DR","LITTLE ROCK","AR","72209","34.688004","-92.325706","(34.688004, -92.325706)","AD"
"2019-05-01T18:03:00.000","2019-052498","91","23C","SHOPLIFTING",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.665371","-92.383563","(34.665371, -92.383563)","OP"
"2017-07-01T12:00:00.000","2017-079087","81","220","BURGLARY/B&E",,"5001 W 65TH ST","LITTLE ROCK","AR","72209","34.6903","-92.331863","(34.6903, -92.331863)","OP"
"2018-08-20T16:00:00.000","2018-104971","80","23H","ALL OTHER LARCENY",,"4812 TERRA VISTA CIR","LITTLE ROCK","AR","72209","34.691173","-92.331835","(34.691173, -92.331835)","OP"
"2022-06-22T07:14:00.000","2022-072892","92","23H","ALL OTHER LARCENY",,"12 TOREY PINES DR","LITTLE ROCK","AR","72210","34.680805","-92.427973","(34.680805, -92.427973)","AC"
"2017-07-09T18:16:00.000","2017-083263","82","23D","THEFT FROM BUILDING",,"10500 DIAMOND DR","LITTLE ROCK","AR","72209","34.654633","-92.352566","(34.654633, -92.352566)","AD"
"2020-01-09T08:00:00.000","2020-003647","81","23H","ALL OTHER LARCENY",,"8211 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.675108","-92.34329","(34.675108, -92.34329)","AD"
"2017-03-19T14:55:00.000","2017-030438","81","23D","THEFT FROM BUILDING",,"75 WESTMINISTER DR","LITTLE ROCK","AR","72209","34.686221","-92.33392","(34.686221, -92.33392)","OP"
"2018-08-14T13:50:00.000","2018-102338","81","220","BURGLARY/B&E",,"7515 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.681822","-92.343691","(34.681822, -92.343691)","AD"
"2020-11-03T11:25:00.000","2020-128859","93","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","13400  OTTER CREEK PKWY","LITTLE ROCK","AR","72210","34.65838","-92.427179","(34.65838, -92.427179)","AD"
"2018-09-06T14:57:00.000","2018-113563","82","220","BURGLARY/B&E",,"9519 SOUTHBORO DR","LITTLE ROCK","AR","72209","34.663858","-92.341294","(34.663858, -92.341294)","OP"
"2021-09-14T11:57:00.000","2021-112603","92","23F","THEFT FROM MOTOR VEHICLE",,"13219  INTERSTATE 30","LITTLE ROCK","AR","72209","34.641982","-92.440045","(34.641982, -92.440045)","AD"
"2019-09-12T12:56:00.000","2019-114997","82","220","BURGLARY/B&E",,"38 REGENCY CIR","LITTLE ROCK","AR","72209","34.663386","-92.334328","(34.663386, -92.334328)","AD"
"2021-05-14T22:35:00.000","2021-053122","92","13A","AGGRAVATED ASSAULT","FIREARM","23  FALCON CT","LITTLE ROCK","AR","72210","34.67202","-92.42928","(34.67202, -92.42928)","AC"
"2020-06-07T21:20:00.000","2020-062346","91","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","11500  CHICOT RD","LITTLE ROCK","AR","72103","34.646316","-92.368454","(34.646316, -92.368454)","AR"
"2018-12-03T15:00:00.000","2018-153944","80","23D","THEFT FROM BUILDING",,"4707 GUM SPRINGS RD","LITTLE ROCK","AR","72209","34.701068","-92.32831","(34.701068, -92.32831)","EX"
"2021-07-19T09:22:00.000","2021-085317","92","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","13000 W BASELINE RD","LITTLE ROCK","AR","72210","34.672064","-92.421556","(34.672064, -92.421556)","AD"
"2020-04-08T21:30:00.000","2020-039030","82","23F","THEFT FROM MOTOR VEHICLE",,"6714 FAIRFIELD DR","LITTLE ROCK","AR","72209","34.66554","-92.353174","(34.66554, -92.353174)","AD"
"2020-10-06T14:38:00.000","2020-116665","90","23G","THEFT OF MOTOR VEHICLE PARTS",,"10010  INTERSTATE 30","LITTLE ROCK","AR","72209","34.672212","-92.377673","(34.672212, -92.377673)","AD"
"2021-01-21T12:40:00.000","2021-005599","92","23D","THEFT FROM BUILDING",,"4  TOREY PINES DR #2","LITTLE ROCK","AR","72209","34.667065","-92.35237","(34.667065, -92.35237)","AD"
"2018-08-02T19:10:00.000","2018-096732","90","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","33 WINDSOR DR","LITTLE ROCK","AR","72209","34.691799","-92.354877","(34.691799, -92.354877)","AR"
"2018-10-28T14:00:00.000","2018-138005","81","220","BURGLARY/B&E",,"4 WINCHESTER DR","LITTLE ROCK","AR","72209","34.683792","-92.326448","(34.683792, -92.326448)","OP"
"2018-04-05T14:00:00.000","2018-039993","81","23D","THEFT FROM BUILDING",,"8709 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.670482","-92.344266","(34.670482, -92.344266)","OP"
"2017-02-12T18:43:00.000","2017-016795","90","220","BURGLARY/B&E",,"87 S MEADOWCLIFF DR","LITTLE ROCK","AR","72209","34.695302","-92.354961","(34.695302, -92.354961)","AD"
"2021-11-02T16:27:00.000","2021-135087","80","240","MOTOR VEHICLE THEFT",,"6401 S UNIVERSITY AVE","LITTLE ROCK","AR","72202","34.692448","-92.34599","(34.692448, -92.34599)","RC"
"2020-12-17T12:32:00.000","2020-146651","61","23H","ALL OTHER LARCENY",,"420 S UNIVERSITY AVE","LITTLE ROCK","AR","72205","34.474936","-92.234475","(34.474936, -92.234475)","AD"
"2019-06-19T19:19:00.000","2019-075474","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"43 WARREN DR","LITTLE ROCK","AR","72209","34.661424","-92.352588","(34.661424, -92.352588)","OP"
"2022-06-17T17:03:00.000","2022-070858","83","23H","ALL OTHER LARCENY",,"6401 BASELINE RD","LITTLE ROCK","AR","72209","34.667558","-92.351914","(34.667558, -92.351914)","OP"
"2019-12-04T07:35:00.000","2019-150270","82","23C","SHOPLIFTING",,"7525 BASELINE RD","LITTLE ROCK","AR","72209","34.668844","-92.36153","(34.668844, -92.36153)","AR"
"2018-04-16T07:45:00.000","2018-046084","91","220","BURGLARY/B&E",,"9917 MABELVALE MAIN ST","LITTLE ROCK","AR","72103","34.655118","-92.38804","(34.655118, -92.38804)","AD"
"2018-10-10T01:20:00.000","2018-129666","91","23D","THEFT FROM BUILDING",,"11500 CHICOT RD","LITTLE ROCK","AR","72103","34.645877","-92.363563","(34.645877, -92.363563)","AR"
"2020-04-07T22:30:00.000","2020-038392","90","220","BURGLARY/B&E",,"10312 BASELINE RD","LITTLE ROCK","AR","72209","34.670934","-92.392972","(34.670934, -92.392972)","AR"
"2021-07-12T06:37:00.000","2021-081992","83","23H","ALL OTHER LARCENY",,"5801 VALLEY DR","LITTLE ROCK","AR","72209","34.660902","-92.343294","(34.660902, -92.343294)","AD"
"2020-02-02T02:00:00.000","2020-012983","80","23F","THEFT FROM MOTOR VEHICLE",,"8 ALLYSON CIR","LITTLE ROCK","AR","72209","34.694844","-92.33057","(34.694844, -92.33057)","AD"
"2022-03-15T19:12:00.000","2022-029893","93","23G","THEFT OF MOTOR VEHICLE PARTS",,"7606 LEE SUMMIT DR","LITTLE ROCK","AR","72205","34.470011","-92.236094","(34.470011, -92.236094)","IN"
"2021-10-13T14:26:00.000","2021-126123","91","240","MOTOR VEHICLE THEFT",,"10200 INTERSTATE 30","LITTLE ROCK","AR","72209","34.671236","-92.379745","(34.671236, -92.379745)","AD"
"2021-10-16T09:40:00.000","2021-127485","83","23F","THEFT FROM MOTOR VEHICLE",,"4006 ARAPAHO TRL","LITTLE ROCK","AR","72209","34.664825","-92.324717","(34.664825, -92.324717)","AD"
"2021-06-20T01:49:00.000","2021-070776","80","13A","AGGRAVATED ASSAULT","FIREARM","17  BELMAR DR","LITTLE ROCK","AR","72204","34.698992","-92.349848","(34.698992, -92.349848)","AC"
"2021-04-16T18:01:00.000","2021-040331","91","23G","THEFT OF MOTOR VEHICLE PARTS",,"10312  BASELINE RD","LITTLE ROCK","AR","72209","34.67094","-92.392979","(34.67094, -92.392979)","VD"
"2022-06-21T18:49:00.000","2022-072721","83","23H","ALL OTHER LARCENY",,"3905 PINE CONE DR","LITTLE ROCK","AR","72209","34.664365","-92.326807","(34.664365, -92.326807)","OP"
"2018-06-05T06:00:00.000","2018-068273","81","220","BURGLARY/B&E",,"5 WINCHESTER DR","LITTLE ROCK","AR","72209","34.683796","-92.32654","(34.683796, -92.32654)","AD"
"2019-01-10T18:12:00.000","2019-004490","81","23C","SHOPLIFTING",,"8709 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.670482","-92.344266","(34.670482, -92.344266)","OP"
"2017-05-29T04:00:00.000","2017-063426","82","220","BURGLARY/B&E",,"7200 MABELVALE CUT OFF RD","LITTLE ROCK","AR","72209","34.655525","-92.358801","(34.655525, -92.358801)","AD"
"2021-04-20T14:25:00.000","2021-041922","91","220","BURGLARY/B&E",,"9700  BASELINE RD","LITTLE ROCK","AR","72209","34.670814","-92.386207","(34.670814, -92.386207)","AD"
"2019-04-05T15:30:00.000","2019-041851","90","220","BURGLARY/B&E",,"8719 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.673672","-92.37847","(34.673672, -92.37847)","UP"
"2018-06-29T12:30:00.000","2018-079870","91","240","MOTOR VEHICLE THEFT",,"8311 ANTIETAM DR","LITTLE ROCK","AR","72103","34.650299","-92.372297","(34.650299, -92.372297)","RC"
"2020-04-17T13:57:00.000","2020-041744","92","23H","ALL OTHER LARCENY",,"12829 INTERSTATE 30","LITTLE ROCK","AR","72209","34.644276","-92.432704","(34.644276, -92.432704)","AD"
"2018-11-28T19:00:00.000","2018-152010","93","23F","THEFT FROM MOTOR VEHICLE",,"7 CONNOLLY CT","LITTLE ROCK","AR","72210","34.668956","-92.430453","(34.668956, -92.430453)","OP"
"2018-09-05T15:00:00.000","2018-112934","82","23D","THEFT FROM BUILDING",,"5813 BASELINE RD","LITTLE ROCK","AR","72209","34.669003","-92.340803","(34.669003, -92.340803)","OP"
"2017-01-03T19:47:00.000","2017-001089","91","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","8801  BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","EX"
"2017-01-25T07:00:00.000","2017-009440","91","220","BURGLARY/B&E",,"7115 YARBERRY LN","LITTLE ROCK","AR","72209","34.644041","-92.358499","(34.644041, -92.358499)","AD"
"2019-09-19T10:47:00.000","2019-119489","91","23F","THEFT FROM MOTOR VEHICLE",,"10523 WARREN DR","LITTLE ROCK","AR","72209","34.653574","-92.353981","(34.653574, -92.353981)","AD"
"2020-01-28T05:08:00.000","2020-010915","93","240","MOTOR VEHICLE THEFT",,"7 NANDINA CIR","LITTLE ROCK","AR","72210","34.653644","-92.430976","(34.653644, -92.430976)","AD"
"2021-11-09T13:51:00.000","2021-137937","83","23G","THEFT OF MOTOR VEHICLE PARTS",,"9025 S HEIGHTS RD","LITTLE ROCK","AR","72209","34.666584","-92.330729","(34.666584, -92.330729)","RC"
"2020-01-28T02:00:00.000","2020-010921","91","23F","THEFT FROM MOTOR VEHICLE",,"10001 CARRIE LN","LITTLE ROCK","AR","72209","34.66025","-92.36383","(34.66025, -92.36383)","AD"
"2020-01-12T23:42:00.000","2020-005063","82","220","BURGLARY/B&E",,"6512 MABELVALE CUTOFF CO","LITTLE ROCK","AR","72209","34.655881","-92.353092","(34.655881, -92.353092)","AD"
"2018-06-18T10:40:00.000","2018-074226","93","120","ROBBERY","PERSONAL WEAPONS (HANDS, FISTS, ETC)","13420 OTTER CREEK PKWY","LITTLE ROCK","AR","72210","34.65839","-92.427435","(34.65839, -92.427435)","OP"
"2019-12-25T04:22:00.000","2019-159480","81","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","19 MANSFIELD DR","LITTLE ROCK","AR","72209","34.681502","-92.334368","(34.681502, -92.334368)","EX"
"2018-08-26T11:18:00.000","2018-108112","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","10024 REPUBLIC LN","LITTLE ROCK","AR","72209","34.659733","-92.341095","(34.659733, -92.341095)","AR"
"2021-08-19T10:50:00.000","2021-100201","82","23F","THEFT FROM MOTOR VEHICLE",,"8414 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.673308","-92.344605","(34.673308, -92.344605)","AD"
"2020-08-28T09:44:00.000","2020-099159","80","23F","THEFT FROM MOTOR VEHICLE",,"25  SUNNYDALE DR","LITTLE ROCK","AR","72209","34.699405","-92.339719","(34.699405, -92.339719)","AD"
"2019-04-12T14:30:00.000","2019-043981","82","23C","SHOPLIFTING",,"5609 BASELINE RD","LITTLE ROCK","AR","72209","34.668491","-92.340846","(34.668491, -92.340846)","OP"
"2018-05-18T07:15:00.000","2018-059517","81","23F","THEFT FROM MOTOR VEHICLE",,"23 S WAKEFIELD DR","LITTLE ROCK","AR","72209","34.683177","-92.328765","(34.683177, -92.328765)","AD"
"2021-04-23T16:52:00.000","2021-043215","92","220","BURGLARY/B&E",,"11  PAR DR","LITTLE ROCK","AR","72210","34.672855","-92.428563","(34.672855, -92.428563)","AD"
"2018-08-25T02:30:00.000","2018-107528","81","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","7900 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.67733","-92.319543","(34.67733, -92.319543)","AR"
"2021-12-21T16:02:00.000","2021-155583","91","13A","AGGRAVATED ASSAULT","FIREARM","10301 STARDUST TRL","LITTLE ROCK","AR","72209","34.657038","-92.36876","(34.657038, -92.36876)","OP"
"2019-02-09T13:20:00.000","2019-017640","81","120","ROBBERY","PERSONAL WEAPONS (HANDS, FISTS, ETC)","3500 BASELINE RD","LITTLE ROCK","AR","72209","34.668424","-92.316927","(34.668424, -92.316927)","EX"
"2017-01-28T23:13:00.000","2017-010952","81","13A","AGGRAVATED ASSAULT",,"8210 KEATS DR","LITTLE ROCK","AR","72209","34.67526","-92.338966","(34.67526, -92.338966)","AC"
"2017-10-27T21:00:00.000","2017-135636","91","23G","THEFT OF MOTOR VEHICLE PARTS",,"12806 QUAIL CREEK RD","LITTLE ROCK","AR","72206","34.633219","-92.344565","(34.633219, -92.344565)","AD"
"2017-11-15T20:00:00.000","2017-145984","82","13A","AGGRAVATED ASSAULT","HANDGUN","10223 REPUBLIC LN","LITTLE ROCK","AR","72209","34.657972","-92.341215","(34.657972, -92.341215)","AC"
"2018-08-07T12:00:00.000","2018-098922","82","23F","THEFT FROM MOTOR VEHICLE",,"9500 SUNSET LN","LITTLE ROCK","AR","72209","34.663193","-92.334763","(34.663193, -92.334763)","AR"
"2019-04-07T02:30:00.000","2019-041676","91","220","BURGLARY/B&E",,"9924 WHISPERING PINE DR","LITTLE ROCK","AR","72209","34.659788","-92.368112","(34.659788, -92.368112)","AD"
"2018-07-16T00:00:00.000","2018-088379","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"8701 INTERSTATE 30","LITTLE ROCK","AR","72209","34.678997","-92.347123","(34.678997, -92.347123)","RC"
"2021-05-02T15:07:00.000","2021-047229","81","13A","AGGRAVATED ASSAULT","RIFLE","7301 DEBBIE DR","LITTLE ROCK","AR","72209","34.68992","-92.357488","(34.68992, -92.357488)","AD"
"2019-04-10T16:30:00.000","2019-046539","82","23D","THEFT FROM BUILDING",,"5917 BASELINE RD","LITTLE ROCK","AR","72209","34.668598","-92.343319","(34.668598, -92.343319)","OP"
"2019-11-10T08:54:00.000","2019-146504","81","23H","ALL OTHER LARCENY",,"8405 INTERSTATE 30","LITTLE ROCK","AR","72209","34.677794","-92.341721","(34.677794, -92.341721)","AD"
"2017-04-30T15:00:00.000","2017-064123","80","23D","THEFT FROM BUILDING",,"5011 GREENFIELD DR","LITTLE ROCK","AR","72209","34.669321","-92.349387","(34.669321, -92.349387)","EX"
"2020-09-24T13:13:00.000","2020-111185","91","23H","ALL OTHER LARCENY",,"10612  TOOMBS RD","LITTLE ROCK","AR","72103","34.653883","-92.37244","(34.653883, -92.37244)","AD"
"2018-01-15T19:56:00.000","2018-006249","81","23C","SHOPLIFTING",,"8824 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.669221","-92.344341","(34.669221, -92.344341)","OP"
"2020-09-18T20:38:00.000","2020-108847","81","23H","ALL OTHER LARCENY",,"36  SHEFFIELD DR","LITTLE ROCK","AR","72209","34.684921","-92.329112","(34.684921, -92.329112)","AD"
"2021-06-26T16:53:00.000","2021-074001","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"2 SOUTHAVEN CT","LITTLE ROCK","AR","72209","34.467299","-92.233442","(34.467299, -92.233442)","VD"
"2020-03-06T19:55:00.000","2020-026536","91","13A","AGGRAVATED ASSAULT","FIREARM","10606 VALIANT DR","LITTLE ROCK","AR","72209","34.653796","-92.358375","(34.653796, -92.358375)","AC"
"2022-05-29T18:36:00.000","2022-062457","91","13A","AGGRAVATED ASSAULT","FIREARM","8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667168","-92.376986","(34.667168, -92.376986)","AD"
"2021-12-05T06:02:00.000","2021-148555","83","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","6510 MABELVALE CTF","LITTLE ROCK","AR","72209","34.655668","-92.351538","(34.655668, -92.351538)","EX"
"2019-04-09T04:00:00.000","2019-042944","91","23F","THEFT FROM MOTOR VEHICLE",,"10600 FACTS CT","LITTLE ROCK","AR","72209","34.652886","-92.350954","(34.652886, -92.350954)","AD"
"2022-01-08T01:32:00.000","2022-002932","91","13A","AGGRAVATED ASSAULT","HANDGUN","9905 STARDUST TRL","LITTLE ROCK","AR","72103","34.660872","-92.368578","(34.660872, -92.368578)","AD"
"2021-01-18T22:20:00.000","2021-004745","91","23H","ALL OTHER LARCENY",,"10011  INTERSTATE 30","LITTLE ROCK","AR","72209","34.670887","-92.37604","(34.670887, -92.37604)","OP"
"2017-06-09T08:30:00.000","2017-068993","91","220","BURGLARY/B&E",,"9700 COLLIE DR","LITTLE ROCK","AR","72209","34.662449","-92.366753","(34.662449, -92.366753)","AD"
"2017-12-30T06:13:00.000","2017-163372","80","13A","AGGRAVATED ASSAULT","FIREARM","5924 W 65TH ST","LITTLE ROCK","AR","72209","34.690637","-92.341835","(34.690637, -92.341835)","OP"
"2018-09-15T23:13:00.000","2018-118079","81","23F","THEFT FROM MOTOR VEHICLE",,"5709 BROWNING RD","LITTLE ROCK","AR","72209","34.686005","-92.340765","(34.686005, -92.340765)","AD"
"2017-06-29T08:00:00.000","2017-078115","90","220","BURGLARY/B&E",,"7604 N CHICOT RD","LITTLE ROCK","AR","72209","34.681877","-92.361335","(34.681877, -92.361335)","UP"
"2017-05-24T13:00:00.000","2017-062631","93","23H","ALL OTHER LARCENY",,"42 NANDINA LN","LITTLE ROCK","AR","72210","34.652927","-92.430758","(34.652927, -92.430758)","OP"
"2020-02-11T08:00:00.000","2020-016526","91","220","BURGLARY/B&E",,"11500 CHICOT RD","LITTLE ROCK","AR","72103","34.646316","-92.368454","(34.646316, -92.368454)","AD"
"2018-05-09T21:59:00.000","2018-055534","80","23C","SHOPLIFTING",,"5200 W 65TH ST","LITTLE ROCK","AR","72209","34.690453","-92.334419","(34.690453, -92.334419)","AR"
"2020-08-13T23:55:00.000","2020-092624","82","23D","THEFT FROM BUILDING",,"7100  EDDY LN","LITTLE ROCK","AR","72209","34.666508","-92.356772","(34.666508, -92.356772)","AD"
"2018-10-01T13:00:00.000","2018-158436","91","23G","THEFT OF MOTOR VEHICLE PARTS",,"9911 INTERSTATE 30","LITTLE ROCK","AR","72209","34.673161","-92.372574","(34.673161, -92.372574)","UP"
"2021-12-28T11:28:00.000","2021-158221","50","240","MOTOR VEHICLE THEFT",,"4701 N LOOKOUT RD","LITTLE ROCK","AR","72210","34.661097","-92.405229","(34.661097, -92.405229)","RC"
"2018-04-02T07:50:00.000","2018-038445","93","220","BURGLARY/B&E",,"19 NANDINA CIR","LITTLE ROCK","AR","72210","34.6527","-92.431125","(34.6527, -92.431125)","AD"
"2017-02-04T12:30:00.000","2017-013581","82","220","BURGLARY/B&E",,"43 WARREN DR","LITTLE ROCK","AR","72209","34.661484","-92.353874","(34.661484, -92.353874)","OP"
"2020-03-28T16:00:00.000","2020-036446","82","220","BURGLARY/B&E",,"4414 BRUNO RD","LITTLE ROCK","AR","72209","34.666877","-92.3272","(34.666877, -92.3272)","AD"
"2020-11-30T15:28:00.000","2020-140110","81","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","29  RUGBY DR","LITTLE ROCK","AR","72209","34.686108","-92.328647","(34.686108, -92.328647)","AD"
"2019-03-13T16:30:00.000","2019-031222","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"8601 ESSEX DR","LITTLE ROCK","AR","72209","34.671252","-92.329595","(34.671252, -92.329595)","VD"
"2022-01-07T22:37:00.000","2022-002889","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","7900 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.677933","-92.320796","(34.677933, -92.320796)","AR"
"2020-11-13T18:37:00.000","2020-133391","81","120","ROBBERY","HANDGUN","4508 BASELINE RD","LITTLE ROCK","AR","72209","34.668847","-92.328613","(34.668847, -92.328613)","AD"
"2022-02-10T10:13:00.000","2022-016088","80","220","BURGLARY/B&E",,"4607 HOFFMAN RD","LITTLE ROCK","AR","72209","34.69706","-92.327473","(34.69706, -92.327473)","IN"
"2022-03-28T06:11:00.000","2022-035003","83","23D","THEFT FROM BUILDING",,"9101 AUXOR RD","LITTLE ROCK","AR","72209","34.666645","-92.31464","(34.666645, -92.31464)","AD"
"2019-09-29T22:00:00.000","2019-122741","90","240","MOTOR VEHICLE THEFT",,"7025 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.685505","-92.352701","(34.685505, -92.352701)","AD"
"2018-11-08T17:07:00.000","2018-142787","82","13A","AGGRAVATED ASSAULT","HANDGUN","9500 S HEIGHTS RD","LITTLE ROCK","AR","72209","34.664609","-92.33164","(34.664609, -92.33164)","AR"
"2019-03-18T22:35:00.000","2019-033555","91","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","8621 BASELINE RD","LITTLE ROCK","AR","72209","34.669792","-92.374349","(34.669792, -92.374349)","EX"
"2021-06-24T14:23:00.000","2021-072887","81","23C","SHOPLIFTING",,"7400  SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.681936","-92.322953","(34.681936, -92.322953)","AD"
"2019-05-27T19:04:00.000","2019-064669","83","13A","AGGRAVATED ASSAULT","RIFLE","9101 AUXOR RD","LITTLE ROCK","AR","72209","34.66601","-92.315052","(34.66601, -92.315052)","AR"
"2019-08-08T21:00:00.000","2019-098854","82","23F","THEFT FROM MOTOR VEHICLE",,"9428 SUNSET LN","LITTLE ROCK","AR","72209","34.663352","-92.335226","(34.663352, -92.335226)","OP"
"2017-08-23T18:45:00.000","2017-104334","82","23F","THEFT FROM MOTOR VEHICLE",,"11301 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.647584","-92.345474","(34.647584, -92.345474)","OP"
"2018-01-26T17:30:00.000","2018-011114","82","23F","THEFT FROM MOTOR VEHICLE",,"5201 MCCLELLAN DR","LITTLE ROCK","AR","72209","34.664014","-92.337137","(34.664014, -92.337137)","AD"
"2019-05-29T04:30:00.000","2019-065636","93","240","MOTOR VEHICLE THEFT",,"27 NANDINA CIR","LITTLE ROCK","AR","72210","34.655249","-92.432318","(34.655249, -92.432318)","RC"
"2017-12-02T22:00:00.000","2017-151508","81","23D","THEFT FROM BUILDING",,"8525 OMAN RD","LITTLE ROCK","AR","72209","34.672577","-92.350761","(34.672577, -92.350761)","AD"
"2019-09-11T11:54:00.000","2019-114496","81","23D","THEFT FROM BUILDING",,"8115 FRENCHMANS LN","LITTLE ROCK","AR","72209","34.677008","-92.346622","(34.677008, -92.346622)","AD"
"2022-04-29T13:06:00.000","2022-048910","91","23C","SHOPLIFTING",,"10215 MABELVALE PLAZA DR","LITTLE ROCK","AR","72209","34.666941","-92.379063","(34.666941, -92.379063)","AD"
"2018-05-10T18:34:00.000","2018-055973","90","09A","MURDER & NONNEGLIGENT MANSLAUGHTER","HANDGUN","8608 EDWINA DR","LITTLE ROCK","AR","72209","34.67766","-92.371969","(34.67766, -92.371969)","AC"
"2019-10-28T10:00:00.000","2019-135401","81","240","MOTOR VEHICLE THEFT",,"7308 DAHLIA DR","LITTLE ROCK","AR","72209","34.673627","-92.358668","(34.673627, -92.358668)","AD"
"2018-06-04T21:00:00.000","2018-068161","93","23F","THEFT FROM MOTOR VEHICLE",,"9400 STAGECOACH RD","LITTLE ROCK","AR","72210","34.666148","-92.421379","(34.666148, -92.421379)","AD"
"2018-08-31T00:00:00.000","2018-110419","82","23H","ALL OTHER LARCENY",,"7220 CLOVERDALE DR","LITTLE ROCK","AR","72209","34.669756","-92.357399","(34.669756, -92.357399)","OP"
"2018-06-05T20:00:00.000","2018-068504","81","220","BURGLARY/B&E",,"7400 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.681029","-92.319269","(34.681029, -92.319269)","AR"
"2018-05-08T12:00:00.000","2018-058133","93","220","BURGLARY/B&E",,"6 NANDINA CIR","LITTLE ROCK","AR","72210","34.652737","-92.431462","(34.652737, -92.431462)","AD"
"2017-03-15T07:45:00.000","2017-028736","91","23F","THEFT FROM MOTOR VEHICLE",,"7909 WOODHAVEN DR","LITTLE ROCK","AR","72209","34.66174","-92.366687","(34.66174, -92.366687)","AD"
"2018-08-11T20:00:00.000","2018-101704","90","23F","THEFT FROM MOTOR VEHICLE",,"8101 STAGECOACH RD","LITTLE ROCK","AR","72210","34.675779","-92.411696","(34.675779, -92.411696)","EX"
