"incident_date","incident_number","location_district","offense_code","offense_description","weapon_type","incident_location","city","state","zip","latitude","longitude","location_1","incident_status"
"2018-12-20T09:50:00.000","2018-160947","81","220","BURGLARY/B&E",,"16 CLEMENT DR","LITTLE ROCK","AR","72209","34.682297","-92.326454","(34.682297, -92.326454)","OP"
"2021-03-21T03:54:00.000","2021-028857","91","220","BURGLARY/B&E",,"8020  BASELINE RD","LITTLE ROCK","AR","72209","34.6704","-92.36777","(34.6704, -92.36777)","AD"
"2020-11-24T13:29:00.000","2020-137822","81","220","BURGLARY/B&E",,"4  WELLFORD DR","LITTLE ROCK","AR","72209","34.6868","-92.33517","(34.6868, -92.33517)","AD"
"2019-03-27T13:59:00.000","2019-037067","93","23D","THEFT FROM BUILDING",,"1 OLYMPIA CT","LITTLE ROCK","AR","72210","34.67834","-92.420575","(34.67834, -92.420575)","OP"
"2019-08-01T12:00:00.000","2019-110288","91","220","BURGLARY/B&E",,"8321 FRONTIER RD","LITTLE ROCK","AR","72209","34.663002","-92.371358","(34.663002, -92.371358)","AD"
"2021-07-29T04:37:00.000","2021-089958","92","220","BURGLARY/B&E",,"12106  SARDIS RD","LITTLE ROCK","AR","72103","34.640601","-92.390564","(34.640601, -92.390564)","AD"
"2017-02-10T03:50:00.000","2017-015732","82","23H","ALL OTHER LARCENY",,"4319 ARAPAHO TRL","LITTLE ROCK","AR","72209","34.66465","-92.326492","(34.66465, -92.326492)","OP"
"2022-05-05T21:26:00.000","2022-051650","80","120","ROBBERY","HANDGUN","6100 S ARCH ST","LITTLE ROCK","AR","72206","34.692099","-92.294481","(34.692099, -92.294481)","AR"
"2018-11-08T08:00:00.000","2018-142641","81","23H","ALL OTHER LARCENY",,"1 COOPERATIVE WAY","LITTLE ROCK","AR","72209","34.668991","-92.317917","(34.668991, -92.317917)","OP"
"2022-02-16T22:27:00.000","2022-019052","81","13A","AGGRAVATED ASSAULT","FIREARM","6600 LANCASTER RD","LITTLE ROCK","AR","72209","34.688668","-92.335269","(34.688668, -92.335269)","AD"
"2022-08-16T03:56:00.000","2022-097036","82","220","BURGLARY/B&E",,"3500 BASELINE RD","LITTLE ROCK","AR","72209","34.668424","-92.316927","(34.668424, -92.316927)","AD"
"2021-08-04T10:21:00.000","2021-092971","72","23F","THEFT FROM MOTOR VEHICLE",,"15601  KANIS RD","LITTLE ROCK","AR","72204",,,,"AD"
"2018-12-28T07:30:00.000","2018-164278","93","240","MOTOR VEHICLE THEFT",,"21 FALCON CT","LITTLE ROCK","AR","72210","34.680581","-92.431116","(34.680581, -92.431116)","OP"
"2021-12-01T08:52:00.000","2021-146816","92","220","BURGLARY/B&E",,"11409 BASELINE RD","LITTLE ROCK","AR","72210","34.670336","-92.40334","(34.670336, -92.40334)","AD"
"2019-08-22T08:50:00.000","2019-105235","93","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","14009 BAYBERRY PL","LITTLE ROCK","AR","72210","34.657685","-92.434713","(34.657685, -92.434713)","AC"
"2018-05-06T22:00:00.000","2018-054169","90","23F","THEFT FROM MOTOR VEHICLE",,"32 BELMAR DR","LITTLE ROCK","AR","72209","34.698388","-92.351365","(34.698388, -92.351365)","AD"
"2017-01-15T00:01:00.000","2017-006786","90","23F","THEFT FROM MOTOR VEHICLE",,"9 SOUTHMONT DR","LITTLE ROCK","AR","72209","34.692757","-92.35298","(34.692757, -92.35298)","AD"
"2019-01-22T16:35:00.000","2019-009639","91","23C","SHOPLIFTING",,"10101 MABELVALE PLAZA DR","LITTLE ROCK","AR","72209","34.668561","-92.379296","(34.668561, -92.379296)","AR"
"2018-01-11T10:46:00.000","2018-004343","81","23H","ALL OTHER LARCENY",,"5105 W 65TH ST","LITTLE ROCK","AR","72209","34.690332","-92.333017","(34.690332, -92.333017)","OP"
"2017-01-12T22:31:00.000","2017-004752","90","23F","THEFT FROM MOTOR VEHICLE",,"4 DEBBIE CIR","LITTLE ROCK","AR","72209","34.690582","-92.357086","(34.690582, -92.357086)","AD"
"2019-12-01T10:00:00.000","2019-149636","82","220","BURGLARY/B&E",,"9320 OAKGROVE LN","LITTLE ROCK","AR","72209","34.665181","-92.358451","(34.665181, -92.358451)","AD"
"2018-10-17T16:30:00.000","2018-132802","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"8024 STANTON RD","LITTLE ROCK","AR","72209","34.676114","-92.333963","(34.676114, -92.333963)","VD"
"2021-12-08T13:44:00.000","2021-149909","80","240","MOTOR VEHICLE THEFT",,"3600 W 65TH ST","LITTLE ROCK","AR","72209","34.690273","-92.315925","(34.690273, -92.315925)","AD"
"2019-05-17T00:01:00.000","2019-065110","91","23H","ALL OTHER LARCENY",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.665371","-92.383563","(34.665371, -92.383563)","OP"
"2020-08-18T15:27:00.000","2020-094790","91","23H","ALL OTHER LARCENY",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.665371","-92.383563","(34.665371, -92.383563)","AD"
"2017-01-02T21:00:00.000","2017-000823","93","23F","THEFT FROM MOTOR VEHICLE",,"8 PAR CIR","LITTLE ROCK","AR","72210","34.672579","-92.429148","(34.672579, -92.429148)","AD"
"2019-02-17T13:00:00.000","2019-021163","81","220","BURGLARY/B&E",,"8100 NATIONAL DR","LITTLE ROCK","AR","72209","34.676337","-92.337026","(34.676337, -92.337026)","OP"
"2019-08-18T15:28:00.000","2019-103556","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2021-06-05T17:26:00.000","2021-063806","81","240","MOTOR VEHICLE THEFT",,"6706 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.68725","-92.34981","(34.68725, -92.34981)","AD"
"2018-03-12T09:59:00.000","2018-032458","82","23D","THEFT FROM BUILDING",,"5813 BASELINE RD","LITTLE ROCK","AR","72209","34.669003","-92.340803","(34.669003, -92.340803)","OP"
"2018-06-04T12:00:00.000","2018-068148","91","23H","ALL OTHER LARCENY",,"11618 PONDEROSA DR","LITTLE ROCK","AR","72209","34.644137","-92.358574","(34.644137, -92.358574)","OP"
"2022-03-13T09:42:00.000","2022-028917","83","23C","SHOPLIFTING",,"5917 BASELINE RD","LITTLE ROCK","AR","72209","34.668604","-92.343326","(34.668604, -92.343326)","AD"
"2021-01-18T08:44:00.000","2021-004478","91","23F","THEFT FROM MOTOR VEHICLE",,"7700 N CHICOT RD D-104","LITTLE ROCK","AR","72209","34.679417","-92.362297","(34.679417, -92.362297)","EX"
"2017-01-11T13:30:00.000","2017-004405","82","23H","ALL OTHER LARCENY",,"3515 BASELINE RD","LITTLE ROCK","AR","72209","34.667898","-92.317292","(34.667898, -92.317292)","AR"
"2022-05-10T15:20:00.000","2022-053725","83","13A","AGGRAVATED ASSAULT",,"7224 KNOLLWOOD RD","LITTLE ROCK","AR","72209","34.66484","-92.359272","(34.66484, -92.359272)","AD"
"2017-06-02T19:50:00.000","2017-065690","82","23F","THEFT FROM MOTOR VEHICLE",,"6824 REDWOOD DR","LITTLE ROCK","AR","72209","34.663687","-92.35396","(34.663687, -92.35396)","OP"
"2022-02-01T05:37:00.000","2022-012486","91","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","7700 N CHICOT RD","LITTLE ROCK","AR","72209","34.679417","-92.362297","(34.679417, -92.362297)","AD"
"2021-06-21T07:17:00.000","2021-071288","80","220","BURGLARY/B&E",,"4802 TERRA VISTA CIR","LITTLE ROCK","AR","72209","34.667065","-92.35237","(34.667065, -92.35237)","AD"
"2020-01-18T18:40:00.000","2020-007331","91","23D","THEFT FROM BUILDING",,"10611 LEGION HUT RD","LITTLE ROCK","AR","72103","34.653725","-92.368871","(34.653725, -92.368871)","AD"
"2019-05-24T21:23:00.000","2019-063396","81","13A","AGGRAVATED ASSAULT","HANDGUN","5300 BASELINE RD","LITTLE ROCK","AR","72209","34.670112","-92.337504","(34.670112, -92.337504)","EX"
"2021-08-11T11:05:00.000","2021-096385","83","23D","THEFT FROM BUILDING",,"43  WARREN DR","LITTLE ROCK","AR","72209","34.660487","-92.352203","(34.660487, -92.352203)","AD"
"2017-10-25T01:06:00.000","2017-134229","81","09A","MURDER & NONNEGLIGENT MANSLAUGHTER","FIREARM","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.6903","-92.331863","(34.6903, -92.331863)","AD"
"2020-08-16T08:54:00.000","2020-093702","82","220","BURGLARY/B&E",,"4005 ARAPAHO TRL","LITTLE ROCK","AR","72209","34.662839","-92.323886","(34.662839, -92.323886)","AD"
"2018-10-08T20:43:00.000","2018-129072","81","220","BURGLARY/B&E",,"8 HOGAN DR","LITTLE ROCK","AR","72209","34.670008","-92.315206","(34.670008, -92.315206)","AD"
"2019-08-09T23:00:00.000","2019-101753","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2018-09-01T14:27:00.000","2018-111196","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","AR"
"2019-08-07T06:00:00.000","2019-098561","81","220","BURGLARY/B&E",,"7205 LANCASTER RD","LITTLE ROCK","AR","72209","34.683753","-92.334255","(34.683753, -92.334255)","AD"
"2018-06-28T02:20:00.000","2018-079286","81","23D","THEFT FROM BUILDING",,"2401 W 65TH ST","LITTLE ROCK","AR","72209","34.688996","-92.304505","(34.688996, -92.304505)","OP"
"2018-07-11T16:30:00.000","2018-085990","82","23C","SHOPLIFTING",,"5023 BASELINE RD","LITTLE ROCK","AR","72209","34.668699","-92.334324","(34.668699, -92.334324)","OP"
"2017-08-23T09:30:00.000","2017-104637","81","23H","ALL OTHER LARCENY",,"8115 FRENCHMANS LN","LITTLE ROCK","AR","72209","34.676355","-92.346223","(34.676355, -92.346223)","AD"
"2021-06-12T19:27:00.000","2021-067259","81","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.68883","-92.332645","(34.68883, -92.332645)","AD"
"2019-08-04T15:27:00.000","2019-097186","81","23D","THEFT FROM BUILDING",,"7515 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.681323","-92.342216","(34.681323, -92.342216)","OP"
"2021-02-22T12:01:00.000","2021-017198","91","23H","ALL OTHER LARCENY",,"9302 INTERSTATE 30","LITTLE ROCK","AR","72209","34.67832","-92.361832","(34.67832, -92.361832)","AD"
"2021-10-20T23:30:00.000","2021-129548","83","23H","ALL OTHER LARCENY",,"7500 REDWOOD DR","LITTLE ROCK","AR","72209","34.664101","-92.361739","(34.664101, -92.361739)","AD"
"2020-07-30T09:26:00.000","2020-086062","91","220","BURGLARY/B&E",,"9201  WOODFORD DR","LITTLE ROCK","AR","72209","34.667069","-92.371679","(34.667069, -92.371679)","AD"
"2018-11-26T16:58:00.000","2018-150383","80","23D","THEFT FROM BUILDING",,"5200 W 65TH ST","LITTLE ROCK","AR","72209","34.690453","-92.334419","(34.690453, -92.334419)","OP"
"2021-04-23T19:28:00.000","2021-043268","91","23F","THEFT FROM MOTOR VEHICLE",,"8824  GEYER SPRINGS RD","LITTLE ROCK","AR","72103","34.634421","-92.369045","(34.634421, -92.369045)","AD"
"2018-11-29T17:00:00.000","2018-157974","91","23G","THEFT OF MOTOR VEHICLE PARTS",,"8500 EDWINA DR","LITTLE ROCK","AR","72209","34.677649","-92.371202","(34.677649, -92.371202)","VD"
"2021-04-20T20:34:00.000","2021-042069","91","23C","SHOPLIFTING",,"8801  BASELINE RD","LITTLE ROCK","AR","72209","34.667168","-92.376986","(34.667168, -92.376986)","AR"
"2017-04-19T16:51:00.000","2017-044192","81","23H","ALL OTHER LARCENY",,"8100 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.675254","-92.319015","(34.675254, -92.319015)","OP"
"2019-06-16T03:15:00.000","2019-074480","90","23F","THEFT FROM MOTOR VEHICLE",,"9605 HERNDON RD","LITTLE ROCK","AR","72204","34.695644","-92.383407","(34.695644, -92.383407)","AD"
"2018-01-24T10:00:00.000","2018-013338","92","240","MOTOR VEHICLE THEFT",,"1 BASS PRO DR","LITTLE ROCK","AR","72210","34.657537","-92.410965","(34.657537, -92.410965)","UP"
"2019-01-03T13:30:00.000","2019-001192","81","220","BURGLARY/B&E",,"5300 S WAKEFIELD DR","LITTLE ROCK","AR","72209","34.684544","-92.336076","(34.684544, -92.336076)","OP"
"2022-03-31T15:47:00.000","2022-036479","80","23D","THEFT FROM BUILDING",,"6425 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.691366","-92.346117","(34.691366, -92.346117)","EX"
"2017-08-06T03:20:00.000","2017-095890","90","13A","AGGRAVATED ASSAULT","HANDGUN","7623 DENISE DR","LITTLE ROCK","AR","72209","34.680629","-92.356472","(34.680629, -92.356472)","AR"
"2018-10-25T04:00:00.000","2018-136007","81","23D","THEFT FROM BUILDING",,"7000 BASELINE RD","LITTLE ROCK","AR","72209","34.669528","-92.355128","(34.669528, -92.355128)","OP"
"2017-05-18T18:00:00.000","2017-058744","91","220","BURGLARY/B&E",,"8711 BASELINE RD","LITTLE ROCK","AR","72209","34.670069","-92.375375","(34.670069, -92.375375)","AD"
"2021-08-18T03:42:00.000","2021-099620","83","240","MOTOR VEHICLE THEFT",,"13715  EAGLE HAWK DR","LITTLE ROCK","AR","72206","34.626276","-92.342893","(34.626276, -92.342893)","AD"
"2017-03-21T03:00:00.000","2017-031134","90","23F","THEFT FROM MOTOR VEHICLE",,"5530 GREENWOOD ACRES BLVD","LITTLE ROCK","AR","72204","34.695777","-92.385818","(34.695777, -92.385818)","AD"
"2018-12-08T16:21:00.000","2018-160185","82","23C","SHOPLIFTING",,"7121 BASELINE RD","LITTLE ROCK","AR","72209","34.669565","-92.356874","(34.669565, -92.356874)","OP"
"2019-08-16T13:06:00.000","2019-102676","91","220","BURGLARY/B&E",,"9810 COMSTOCK RD","LITTLE ROCK","AR","72209","34.661287","-92.368057","(34.661287, -92.368057)","AD"
"2019-08-14T22:30:00.000","2019-102377","82","220","BURGLARY/B&E",,"2 ARAPAHO CT","LITTLE ROCK","AR","72209","34.664669","-92.324304","(34.664669, -92.324304)","OP"
"2021-10-31T18:38:00.000","2021-134314","91","220","BURGLARY/B&E",,"10312 BASELINE RD","LITTLE ROCK","AR","72209","34.67094","-92.392979","(34.67094, -92.392979)","AD"
"2017-07-24T21:01:00.000","2017-090186","91","120","ROBBERY","FIREARM","8900 TEDBURN CIR","LITTLE ROCK","AR","72209","34.670057","-92.375291","(34.670057, -92.375291)","AD"
"2022-09-08T08:05:00.000","2022-107069","80","23F","THEFT FROM MOTOR VEHICLE",,"4 BLACK OAK CT","LITTLE ROCK","AR","72210","34.695154","-92.335637","(34.695154, -92.335637)","AD"
"2018-07-05T09:19:00.000","2018-082919","81","120","ROBBERY","FIREARM","9824 CHICOT RD","LITTLE ROCK","AR","72209","34.660591","-92.362907","(34.660591, -92.362907)","AD"
"2021-06-03T11:32:00.000","2021-062553","91","220","BURGLARY/B&E",,"10210  INTERSTATE 30","LITTLE ROCK","AR","72209","34.67074","-92.380503","(34.67074, -92.380503)","AD"
"2021-12-30T13:49:00.000","2021-159073","82","220","BURGLARY/B&E",,"7201 INTERSTATE 30","LITTLE ROCK","AR","72209","34.678748","-92.315484","(34.678748, -92.315484)","AD"
"2020-03-16T00:00:00.000","2020-030230","91","23F","THEFT FROM MOTOR VEHICLE",,"7901 PRESTON DR","LITTLE ROCK","AR","72209","34.665364","-92.366261","(34.665364, -92.366261)","AD"
"2018-07-21T13:50:00.000","2018-090718","90","220","BURGLARY/B&E",,"7015 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.686929","-92.3524","(34.686929, -92.3524)","AD"
"2021-10-04T11:20:00.000","2021-121776","80","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","2600 W 65TH ST","LITTLE ROCK","AR","72209","34.690147","-92.306854","(34.690147, -92.306854)","AD"
"2017-10-02T12:36:00.000","2017-123175","82","220","BURGLARY/B&E",,"5216 STANLEY DR","LITTLE ROCK","AR","72209","34.665562","-92.33701","(34.665562, -92.33701)","OP"
"2021-09-08T09:40:00.000","2021-109742","91","240","MOTOR VEHICLE THEFT",,"9605 WOODLAND DR","LITTLE ROCK","AR","72103","34.629338","-92.38674","(34.629338, -92.38674)","VD"
"2017-02-04T18:30:00.000","2017-013598","91","120","ROBBERY","HANDGUN","7601 BURNELLE DR","LITTLE ROCK","AR","72209","34.66103","-92.362947","(34.66103, -92.362947)","EX"
"2021-02-02T16:04:00.000","2021-009647","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"7900 N CHICOT RD","LITTLE ROCK","AR","72209","34.676719","-92.361059","(34.676719, -92.361059)","VD"
"2020-04-02T13:50:00.000","2020-036334","91","23D","THEFT FROM BUILDING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2019-10-23T08:48:00.000","2019-132792","91","220","BURGLARY/B&E",,"7309 STEVENSON DR","LITTLE ROCK","AR","72209","34.650195","-92.360742","(34.650195, -92.360742)","EX"
"2022-06-16T22:13:00.000","2022-070511","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667168","-92.376986","(34.667168, -92.376986)","AD"
"2019-05-11T12:30:00.000","2019-057203","80","23F","THEFT FROM MOTOR VEHICLE",,"4810 TERRA VISTA CIR","LITTLE ROCK","AR","72209","34.693262","-92.331304","(34.693262, -92.331304)","OP"
"2020-10-04T17:25:00.000","2020-115847","91","23C","SHOPLIFTING",,"8801  BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2017-05-24T08:30:00.000","2017-061049","90","220","BURGLARY/B&E",,"16 JANMAR DR","LITTLE ROCK","AR","72209","34.693575","-92.353711","(34.693575, -92.353711)","AD"
"2019-11-06T16:00:00.000","2019-139737","82","220","BURGLARY/B&E",,"7418 FAIRFIELD DR","LITTLE ROCK","AR","72209","34.66569","-92.361179","(34.66569, -92.361179)","AD"
"2019-12-17T23:00:00.000","2019-156306","91","23F","THEFT FROM MOTOR VEHICLE",,"7905 MOORE DR","LITTLE ROCK","AR","72209","34.663635","-92.366421","(34.663635, -92.366421)","AD"
"2022-02-10T10:48:00.000","2022-016105","83","240","MOTOR VEHICLE THEFT",,"3515 BASELINE RD","LITTLE ROCK","AR","72209","34.667625","-92.317773","(34.667625, -92.317773)","RC"
"2020-07-15T17:13:00.000","2020-079351","81","23C","SHOPLIFTING",,"5820 BASELINE RD","LITTLE ROCK","AR","72209","34.669388","-92.341997","(34.669388, -92.341997)","AD"
"2021-10-03T11:26:00.000","2021-121338","91","240","MOTOR VEHICLE THEFT",,"9515 INTERSTATE 30","LITTLE ROCK","AR","72209","34.645571","-92.356438","(34.645571, -92.356438)","AR"
"2018-08-26T16:15:00.000","2018-108221","81","13A","AGGRAVATED ASSAULT","RIFLE","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.6903","-92.331863","(34.6903, -92.331863)","AR"
"2018-01-13T17:30:00.000","2018-005401","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","AD"
"2022-08-13T10:02:00.000","2022-095855","90","220","BURGLARY/B&E",,"35 LANEY LOOP","LITTLE ROCK","AR","72204","34.693532","-92.381687","(34.693532, -92.381687)","AD"
"2018-02-13T15:00:00.000","2018-018557","81","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","8629 CHICOT RD","LITTLE ROCK","AR","72209","34.671219","-92.36169","(34.671219, -92.36169)","AR"
"2018-09-21T22:30:00.000","2018-121264","82","13A","AGGRAVATED ASSAULT","FIREARM","9500 S HEIGHTS RD","LITTLE ROCK","AR","72209","34.664609","-92.33164","(34.664609, -92.33164)","OP"
"2021-11-09T13:45:00.000","2021-137945","83","220","BURGLARY/B&E",,"5813 BASELINE RD","LITTLE ROCK","AR","72209","34.667476","-92.341477","(34.667476, -92.341477)","AR"
"2018-06-22T16:50:00.000","2018-076440","92","23F","THEFT FROM MOTOR VEHICLE",,"11618 OTTER CREEK SOUTH RD","LITTLE ROCK","AR","72103","34.651998","-92.408424","(34.651998, -92.408424)","AD"
"2019-10-28T18:30:00.000","2019-135362","90","23F","THEFT FROM MOTOR VEHICLE",,"27 BELMAR DR","LITTLE ROCK","AR","72209","34.698595","-92.350894","(34.698595, -92.350894)","AD"
"2022-07-01T11:00:00.000","2022-077005","91","120","ROBBERY","HANDGUN","9700 BASELINE RD","LITTLE ROCK","AR","72209","34.670814","-92.386207","(34.670814, -92.386207)","AD"
"2019-12-06T02:43:00.000","2019-151191","81","220","BURGLARY/B&E",,"2401 W 65TH ST","LITTLE ROCK","AR","72209","34.688184","-92.304128","(34.688184, -92.304128)","AD"
"2017-10-19T16:00:00.000","2017-133327","91","23F","THEFT FROM MOTOR VEHICLE",,"9801 MANN RD","LITTLE ROCK","AR","72103","34.662427","-92.375805","(34.662427, -92.375805)","AD"
"2017-07-16T12:20:00.000","2017-086356","82","23F","THEFT FROM MOTOR VEHICLE",,"6401 BASELINE RD","LITTLE ROCK","AR","72209","34.669321","-92.349387","(34.669321, -92.349387)","OP"
"2017-10-27T11:35:00.000","2017-135576","81","13A","AGGRAVATED ASSAULT","HANDGUN","6804 W WAKEFIELD DR","LITTLE ROCK","AR","72209","34.687789","-92.329368","(34.687789, -92.329368)","EX"
"2020-03-18T12:00:00.000","2020-037798","91","23D","THEFT FROM BUILDING",,"10809 LIONEL DR","LITTLE ROCK","AR","72209","34.651895","-92.355085","(34.651895, -92.355085)","AD"
"2021-08-13T12:06:00.000","2021-097359","82","220","BURGLARY/B&E",,"7404  AZALEA DR","LITTLE ROCK","AR","72209","34.671409","-92.359975","(34.671409, -92.359975)","AD"
"2019-02-10T01:54:00.000","2019-017861","91","13A","AGGRAVATED ASSAULT","FIREARM","9811 STARDUST TRL","LITTLE ROCK","AR","72209","34.661245","-92.36856","(34.661245, -92.36856)","EX"
"2020-01-20T08:32:00.000","2020-007890","93","23F","THEFT FROM MOTOR VEHICLE",,"15 AUGUSTA CT","LITTLE ROCK","AR","72210","34.67682","-92.422206","(34.67682, -92.422206)","AD"
"2021-10-29T21:13:00.000","2021-133526","83","23H","ALL OTHER LARCENY",,"9704 ITHICA DR","LITTLE ROCK","AR","72209","34.661482","-92.323584","(34.661482, -92.323584)","AD"
"2018-01-30T08:00:00.000","2018-014801","81","23H","ALL OTHER LARCENY",,"6501 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.690449","-92.347107","(34.690449, -92.347107)","UP"
"2020-09-17T07:13:00.000","2020-108037","93","23F","THEFT FROM MOTOR VEHICLE",,"11  BOGEY LN","LITTLE ROCK","AR","72210","34.673397","-92.431038","(34.673397, -92.431038)","AD"
"2021-04-28T15:33:00.000","2021-045391","91","23F","THEFT FROM MOTOR VEHICLE",,"6  RICHSMITH CV","LITTLE ROCK","AR","72103","34.664388","-92.381636","(34.664388, -92.381636)","AD"
"2021-02-05T16:22:00.000","2021-011014","82","23H","ALL OTHER LARCENY",,"30  HOGAN DR","LITTLE ROCK","AR","72209","34.46702","-92.231541","(34.46702, -92.231541)","AD"
"2022-07-27T03:19:00.000","2022-088445","81","220","BURGLARY/B&E",,"7601 N CHICOT RD","LITTLE ROCK","AR","72209","34.681332","-92.360922","(34.681332, -92.360922)","AC"
"2018-10-30T13:30:00.000","2018-138627","91","23C","SHOPLIFTING",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.666646","-92.383429","(34.666646, -92.383429)","AR"
"2020-07-18T20:27:00.000","2020-080817","90","13A","AGGRAVATED ASSAULT","HANDGUN","7700 N CHICOT RD","LITTLE ROCK","AR","72209","34.679407","-92.36338","(34.679407, -92.36338)","EX"
"2018-09-29T23:45:00.000","2018-124616","81","13A","AGGRAVATED ASSAULT","MOTOR VEHICLE","7700 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.677928","-92.319544","(34.677928, -92.319544)","AC"
"2019-01-18T01:58:00.000","2019-007682","91","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","17 HATFIELD DR","LITTLE ROCK","AR","72209","34.666592","-92.365187","(34.666592, -92.365187)","EX"
"2020-11-03T09:44:00.000","2020-128828","81","220","BURGLARY/B&E",,"8108  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.676021","-92.344389","(34.676021, -92.344389)","AD"
"2018-09-04T12:36:00.000","2018-112453","80","23C","SHOPLIFTING",,"5200 W 65TH ST","LITTLE ROCK","AR","72209","34.690453","-92.334419","(34.690453, -92.334419)","OP"
"2021-09-02T11:53:00.000","2021-106980","82","220","BURGLARY/B&E",,"7211 AZALEA DR","LITTLE ROCK","AR","72209","34.671193","-92.358998","(34.671193, -92.358998)","AD"
"2018-12-31T20:00:00.000","2018-165442","93","23F","THEFT FROM MOTOR VEHICLE",,"12109 STAGECOACH RD","LITTLE ROCK","AR","72210","34.647","-92.440269","(34.647, -92.440269)","OP"
"2018-10-29T12:00:00.000","2018-138602","91","23D","THEFT FROM BUILDING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","OP"
"2017-12-05T10:00:00.000","2018-003022","92","23H","ALL OTHER LARCENY",,"10701 BASELINE RD","LITTLE ROCK","AR","72209","34.670709","-92.396623","(34.670709, -92.396623)","VD"
"2021-11-05T09:12:00.000","2021-136185","81","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","75 WESTMINISTER DR","LITTLE ROCK","AR","72209","34.685861","-92.333523","(34.685861, -92.333523)","AD"
"2018-01-05T10:00:00.000","2018-001826","91","240","MOTOR VEHICLE THEFT",,"10525 DIAMOND DR","LITTLE ROCK","AR","72209","34.653479","-92.351914","(34.653479, -92.351914)","AR"
"2017-07-25T23:31:00.000","2017-090691","81","120","ROBBERY","OTHER","6704 LANCASTER RD","LITTLE ROCK","AR","72209","34.687708","-92.334225","(34.687708, -92.334225)","AJ"
"2021-12-03T07:19:00.000","2021-147710","82","220","BURGLARY/B&E",,"8701 INTERSTATE 30","LITTLE ROCK","AR","72209","34.677147","-92.347756","(34.677147, -92.347756)","AD"
"2017-05-23T15:24:00.000","2017-060663","82","23C","SHOPLIFTING",,"5609 BASELINE RD","LITTLE ROCK","AR","72209","34.66897","-92.340067","(34.66897, -92.340067)","OP"
"2019-11-26T02:45:00.000","2019-146935","81","23C","SHOPLIFTING",,"8000 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.677581","-92.344642","(34.677581, -92.344642)","AD"
"2020-01-31T08:00:00.000","2020-016459","82","23H","ALL OTHER LARCENY",,"5924 SOUTHWICK DR","LITTLE ROCK","AR","72209","34.665979","-92.344208","(34.665979, -92.344208)","AD"
"2019-02-09T12:00:00.000","2019-020163","80","23G","THEFT OF MOTOR VEHICLE PARTS",,"1910 W 65TH ST","LITTLE ROCK","AR","72209","34.689585","-92.2981","(34.689585, -92.2981)","AD"
"2017-12-04T09:00:00.000","2017-152603","80","240","MOTOR VEHICLE THEFT",,"5200 MABELVALE","LITTLE ROCK","AR","72202","34.702507","-92.336342","(34.702507, -92.336342)","RC"
"2021-10-20T22:17:00.000","2021-129522","80","13A","AGGRAVATED ASSAULT","HANDGUN","59 N MEADOWCLIFF DR","LITTLE ROCK","AR","72209","34.699591","-92.351784","(34.699591, -92.351784)","AC"
