"hwy","dir","bmp","emp","length","region","year","funcl","county","ptyp","trafz","envz","depth","numlanes","pgrp","nhs","iri","rut","fatg","tran","long","crbk","dl","dlidx","curve","mtcy","mtcd","cond"
"024G","1","376.2","377.8","1.6","4","2001","6","Lincoln","3","2","3","9","2","3232","0","80","100","0","88","98","99","15","IRI","D","2010","0.25","HIGH"
"024G","2","376.7","377.8","1.1","4","2001","6","Lincoln","3","2","3","9","2","3232","0","83","100","0","96","96","99","16","IRI","D","-1","-1","HIGH"
"024G","1","377.8","380","2.2","4","2005","6","Lincoln","1","2","3","3","2","1231","0","73","99","67","86","97","0","3","FATG","D","-1","-1","LOW"
"024G","2","377.8","379.4","1.6","4","2005","6","Lincoln","1","2","3","3","2","1231","0","73","98","86","84","96","0","4","IRI","D","-1","-1","MODERATE"
"024G","1","380","380.5","0.5","4","2005","9","Lincoln","1","2","3","5.5","2","1232","0","78","99","98","85","96","0","7","IRI","D","-1","-1","MODERATE"
"025A","1","0","5","5","2","2014","1","Las Animas","1","3","3","4","2","1332","1","100","100","100","100","100","0","16","FATG","D","-1","-1","HIGH"
"025A","2","0","5","5","2","2014","1","Las Animas","1","3","3","4","2","1332","1","100","100","100","100","100","0","16","FATG","D","-1","-1","HIGH"
"025A","1","5","7.5","2.5","2","2014","1","Las Animas","1","3","3","4","2","1332","1","100","100","100","100","100","0","16","FATG","D","-1","-1","HIGH"
"025A","2","5","7.5","2.5","2","2014","1","Las Animas","1","3","3","4","2","1332","1","100","100","100","100","100","0","16","FATG","D","-1","-1","HIGH"
"025A","1","7.5","12.9","5.4","2","2005","1","Las Animas","1","3","3","4","2","1332","1","82","100","38","88","98","0","0","FATG","D","-1","-1","LOW"
"025A","2","7.5","12.9","5.4","2","2005","1","Las Animas","1","3","3","4","2","1332","1","80","99","32","89","96","0","0","FATG","D","-1","-1","LOW"
"025A","1","12.9","14.2","1.3","2","2009","1","Las Animas","3","3","3","11","2","3332","1","79","100","0","91","97","99","14","IRI","D","-1","-1","HIGH"
"025A","2","12.9","14.2","1.3","2","2011","1","Las Animas","3","3","3","11","2","3332","1","77","100","0","99","97","100","13","IRI","D","-1","-1","HIGH"
"025A","1","14.2","15.56","1.36","2","2010","1","Las Animas","1","3","3","4","2","1332","1","84","100","100","99","100","0","7","IRI","D","-1","-1","MODERATE"
"025A","2","14.2","15.56","1.36","2","2010","1","Las Animas","1","3","3","4","2","1332","1","88","100","100","99","99","0","8","IRI","D","-1","-1","MODERATE"
"025A","1","15.56","20.56","5","2","2010","1","Las Animas","1","3","3","2.5","2","1331","1","86","100","100","94","99","0","7","IRI","D","-1","-1","MODERATE"
"025A","2","15.56","20.56","5","2","2010","1","Las Animas","1","3","3","2.5","2","1331","1","86","100","100","98","93","0","7","IRI","D","-1","-1","MODERATE"
"025A","1","20.56","23","2.44","2","2010","1","Las Animas","1","3","3","2.5","2","1331","1","87","100","99","95","93","0","7","IRI","D","-1","-1","MODERATE"
"025A","2","20.56","23","2.44","2","2010","1","Las Animas","1","3","3","2.5","2","1331","1","87","100","99","96","96","0","7","IRI","D","-1","-1","MODERATE"
"025A","1","23","26.6","3.6","2","2011","1","Las Animas","1","3","3","2.5","2","1331","1","85","100","100","98","98","0","7","IRI","D","1992","1","MODERATE"
"025A","2","23","26.6","3.6","2","2011","1","Las Animas","1","3","3","2.5","2","1331","1","86","100","99","97","98","0","7","IRI","D","1992","1","MODERATE"
"025A","1","26.6","27.1","0.5","2","1999","1","Las Animas","1","3","3","2","2","1331","1","86","100","98","83","90","0","7","LONG","D","1992","1","MODERATE"
"025A","2","26.6","31.6","5","2","1999","1","Las Animas","1","3","3","2","2","1331","1","84","96","93","81","81","0","6","TRAN","D","1992","1","MODERATE"
"025A","1","27.1","32.1","5","2","1999","1","Las Animas","1","3","3","4","2","1332","1","83","99","67","84","89","0","4","FATG","D","1992","1","MODERATE"
"025A","2","31.6","36.6","5","2","1999","1","Las Animas","1","3","3","2","2","1331","1","85","96","91","82","87","0","6","TRAN","D","1992","1","MODERATE"
"025A","1","32.1","33.84","1.74","2","1999","1","Las Animas","1","3","3","4","2","1332","1","83","99","77","86","87","0","6","FATG","D","1992","1","MODERATE"
"025A","1","33.84","34.37","0.53","2","1999","1","Las Animas","1","3","3","2","2","1331","1","86","100","92","81","87","0","6","TRAN","D","1992","1","MODERATE"
"025A","1","34.37","38.9","4.53","2","1999","1","Las Animas","1","4","3","4","2","1432","1","86","100","89","91","87","0","9","LONG","D","1992","1","MODERATE"
"025A","2","36.6","38.9","2.3","2","1999","1","Las Animas","1","4","3","2","2","1431","1","77","99","96","76","88","0","4","TRAN","D","1992","1","MODERATE"
"025A","1","38.9","43.9","5","2","2011","1","Huerfano","1","4","3","2.5","2","1431","1","87","100","100","97","98","0","6","IRI","D","-1","-1","MODERATE"
"025A","2","38.9","43.9","5","2","2011","1","Huerfano","1","4","3","2.5","2","1431","1","88","100","100","97","97","0","6","IRI","D","-1","-1","MODERATE"
"025A","1","43.9","48.9","5","2","2011","1","Huerfano","1","4","3","2.5","2","1431","1","88","100","100","99","98","0","6","IRI","D","-1","-1","MODERATE"
"025A","2","43.9","48.9","5","2","2011","1","Huerfano","1","4","3","2.5","2","1431","1","89","100","100","99","99","0","6","IRI","D","-1","-1","MODERATE"
"025A","1","48.9","50","1.1","2","2011","1","Huerfano","1","3","3","2.5","2","1331","1","82","100","99","98","99","0","6","IRI","D","-1","-1","MODERATE"
"025A","2","48.9","50","1.1","2","2011","1","Huerfano","1","3","3","2.5","2","1331","1","85","100","100","98","98","0","7","IRI","D","-1","-1","MODERATE"
"025A","1","50","52","2","2","2014","1","Huerfano","1","3","3","4","2","1332","1","100","100","100","100","100","0","16","FATG","D","-1","-1","HIGH"
"025A","2","50","52","2","2","2014","1","Huerfano","1","3","3","4","2","1332","1","100","100","100","100","100","0","16","FATG","D","-1","-1","HIGH"
"025A","1","52","57","5","2","2014","1","Huerfano","1","3","3","2.5","2","1331","1","100","100","100","100","100","0","11","FATG","D","1986","1.25","HIGH"
"025A","2","52","57","5","2","2014","1","Huerfano","1","3","3","2.5","2","1331","1","100","100","100","100","100","0","11","FATG","D","1986","1.25","HIGH"
"025A","1","57","59","2","2","2014","1","Huerfano","1","3","3","2.5","2","1331","1","100","100","100","100","100","0","11","FATG","D","1986","1.25","HIGH"
"025A","2","57","59","2","2","2014","1","Huerfano","1","3","3","2.5","2","1331","1","100","100","100","100","100","0","11","FATG","D","1986","1.25","HIGH"
"025A","1","59","64","5","2","2006","1","Huerfano","1","3","3","2.5","2","1331","1","86","100","76","77","93","0","4","TRAN","SS","1986","1.25","MODERATE"
"025A","2","59","64","5","2","2006","1","Huerfano","1","3","3","2.5","2","1331","1","86","100","80","89","95","0","6","FATG","D","1986","1.25","MODERATE"
"025A","1","64","69","5","2","2006","1","Huerfano","1","3","3","2.5","2","1331","1","88","100","80","85","91","0","6","FATG","D","-1","-1","MODERATE"
"025A","2","64","69","5","2","2006","1","Huerfano","1","3","3","2.5","2","1331","1","88","100","77","95","93","0","5","FATG","D","-1","-1","MODERATE"
"025A","1","69","69.5","0.5","2","2006","1","Pueblo","1","3","3","2.5","2","1331","1","87","100","90","89","93","0","7","FATG","D","-1","-1","MODERATE"
"025A","2","69","69.5","0.5","2","2006","1","Pueblo","1","3","3","2.5","2","1331","1","87","100","75","88","92","0","5","FATG","D","-1","-1","MODERATE"
"025A","1","69.5","74.5","5","2","2008","1","Pueblo","1","3","3","4.5","2","1332","1","83","100","67","72","92","0","4","FATG","D","1986","1","MODERATE"
"025A","2","69.5","74.5","5","2","2008","1","Pueblo","1","3","3","4.5","2","1332","1","82","100","59","64","79","0","2","FATG","D","1986","1","LOW"
"025A","1","74.5","79.63","5.13","2","2008","1","Pueblo","1","3","3","4.5","2","1332","1","83","100","87","79","86","0","4","FATG","SS","1986","1","MODERATE"
"025A","2","74.5","79.63","5.13","2","2008","1","Pueblo","1","3","3","4.5","2","1332","1","82","100","93","72","83","0","2","TRAN","SS","1986","1","LOW"
"025A","1","79.63","84.63","5","2","2008","1","Pueblo","1","3","3","10","2","1333","1","87","100","79","96","77","0","8","LONG","D","1986","1","MODERATE"
"025A","2","79.63","84.63","5","2","2008","1","Pueblo","1","3","3","10","2","1333","1","87","100","92","96","85","0","10","LONG","D","1986","1","MODERATE"
"025A","1","84.63","85.5","0.87","2","2008","1","Pueblo","1","3","3","10","2","1333","1","87","100","88","97","78","0","8","LONG","D","-1","-1","MODERATE"
"025A","2","84.63","85.5","0.87","2","2008","1","Pueblo","1","3","3","10","2","1333","1","89","100","87","96","87","0","11","FATG","D","-1","-1","HIGH"
"025A","1","85.5","90.5","5","2","2010","1","Pueblo","1","3","3","7","2","1333","1","80","100","99","86","89","0","9","IRI","D","-1","-1","MODERATE"
"025A","2","85.5","90.5","5","2","2010","1","Pueblo","1","3","3","7","2","1333","1","80","100","99","83","89","0","9","IRI","D","-1","-1","MODERATE"
"025A","1","90.5","92","1.5","2","2010","1","Pueblo","1","3","3","7","2","1333","1","82","100","100","90","91","0","9","IRI","D","-1","-1","MODERATE"
"025A","2","90.5","92","1.5","2","2010","1","Pueblo","1","3","3","7","2","1333","1","84","100","100","90","89","0","10","IRI","D","2006","0.75","MODERATE"
"025A","1","92","94.1","2.1","2","2010","1","Pueblo","1","3","3","3","2","1331","1","87","100","100","89","100","0","7","TRAN","D","1986","0.4","MODERATE"
"025A","2","92","94.1","2.1","2","2010","1","Pueblo","1","3","3","3","2","1331","1","85","100","99","75","99","0","5","TRAN","D","2006","0.75","MODERATE"
"025A","1","94.1","99.1","5","2","2010","1","Pueblo","1","3","4","2.5","2","1341","1","83","100","98","88","99","0","5","IRI","D","1989","0.4","MODERATE"
"025A","2","94.1","99.1","5","2","2010","1","Pueblo","1","3","4","2.5","2","1341","1","83","100","97","88","99","0","5","IRI","D","1991","1","MODERATE"
"025A","1","99.1","100.2","1.1","2","2010","1","Pueblo","1","4","4","2.5","2","1441","1","87","100","100","89","98","0","6","TRAN","D","1992","1","MODERATE"
"025A","2","99.1","100.2","1.1","2","2010","1","Pueblo","1","4","4","2.5","2","1441","1","87","100","98","93","98","0","6","TRAN","D","1992","1","MODERATE"
"025A","1","100.2","101.1","0.9","2","2012","1","Pueblo","1","4","4","2","2","1441","1","88","100","100","99","99","0","6","IRI","D","1992","1","MODERATE"
"025A","2","100.2","101.1","0.9","2","2012","1","Pueblo","1","4","4","2","2","1441","1","88","100","100","100","100","0","6","IRI","D","1992","1","MODERATE"
"025A","1","101.1","101.63","0.53","2","2001","1","Pueblo","3","4","4","12","2","3442","1","85","100","0","98","99","99","17","IRI","D","1992","1","HIGH"
"025A","2","101.1","101.63","0.53","2","2001","1","Pueblo","3","4","4","12","2","3442","1","88","100","0","100","99","99","18","IRI","D","1992","1","HIGH"
"025A","1","101.63","102.6","0.97","2","2007","1","Pueblo","3","4","4","11","2","3442","1","80","100","0","94","99","100","15","IRI","D","-1","-1","HIGH"
"025A","2","101.63","102.6","0.97","2","2007","1","Pueblo","3","4","4","11","2","3442","1","80","100","0","88","99","100","7","TRAN","SS","-1","-1","MODERATE"
"025A","1","102.6","107.6","5","2","2006","1","Pueblo","1","4","4","4","2","1442","1","88","100","99","88","99","0","10","TRAN","D","-1","-1","MODERATE"
"025A","2","102.6","107.6","5","2","2006","1","Pueblo","1","4","4","4","2","1442","1","88","100","96","88","96","0","9","TRAN","SS","-1","-1","MODERATE"
"025A","1","107.6","109","1.4","2","2006","1","Pueblo","1","4","4","4","2","1442","1","85","99","96","85","97","0","9","TRAN","D","-1","-1","MODERATE"
"025A","2","107.6","109","1.4","2","2006","1","Pueblo","1","4","4","4","2","1442","1","86","100","99","89","99","0","9","TRAN","SS","-1","-1","MODERATE"
"025A","1","109","114","5","2","2014","1","Pueblo","1","4","3","2.5","2","1431","1","100","100","100","100","100","0","9","FATG","D","1992","1","MODERATE"
"025A","2","109","114","5","2","2014","1","Pueblo","1","4","3","2.5","2","1431","1","100","100","100","100","100","0","9","FATG","D","2003","0.75","MODERATE"
"025A","1","114","119.3","5.3","2","2014","1","El Paso","1","4","3","2.5","2","1431","1","100","100","100","100","100","0","9","FATG","D","1992","1","MODERATE"
"025A","2","114","119.3","5.3","2","2014","1","El Paso","1","4","3","2.5","2","1431","1","100","100","100","100","100","0","9","FATG","D","1992","1","MODERATE"
"025A","1","119.3","124.2","4.9","2","2013","1","El Paso","1","4","3","2.5","2","1431","1","85","100","100","98","97","0","5","IRI","D","1992","1","MODERATE"
"025A","2","119.3","124.2","4.9","2","2013","1","El Paso","1","4","3","2.5","2","1431","1","86","100","100","99","93","0","5","IRI","D","1992","1","MODERATE"
"025A","1","124.2","127.4","3.2","2","2012","1","El Paso","1","4","3","2.5","2","1431","1","87","100","100","99","100","0","6","IRI","D","-1","-1","MODERATE"
"025A","2","124.2","127.4","3.2","2","2012","1","El Paso","1","4","3","2.5","2","1431","1","87","100","100","99","100","0","6","IRI","D","-1","-1","MODERATE"
"025A","1","127.4","128.3","0.9","2","2001","1","El Paso","1","4","3","2","2","1431","1","85","97","93","83","94","0","5","TRAN","D","1986","1.5","MODERATE"
"025A","2","127.4","128.3","0.9","2","2001","1","El Paso","1","4","3","2","2","1431","1","82","97","96","82","91","0","5","IRI","D","1986","1.5","MODERATE"
"025A","1","128.3","133.3","5","2","2006","1","El Paso","1","4","3","4","2","1432","1","82","97","93","83","92","0","8","IRI","D","1986","1.5","MODERATE"
"025A","2","128.3","133.3","5","2","2006","1","El Paso","1","4","3","4","2","1432","1","85","96","94","85","95","0","8","TRAN","SS","1986","1.5","MODERATE"
"025A","1","133.3","134.8","1.5","2","2006","1","El Paso","1","4","3","4","2","1432","1","83","96","95","84","93","0","9","TRAN","D","1986","1.5","MODERATE"
"025A","2","133.3","134.8","1.5","2","2006","1","El Paso","1","4","3","4","2","1432","1","80","95","89","86","96","0","8","IRI","D","1986","1.5","MODERATE"
"025A","1","134.8","138.2","3.4","2","2012","1","El Paso","1","4","3","3","2","1431","1","85","100","99","97","98","0","5","IRI","D","1989","1.5","MODERATE"
"025A","2","134.8","138.2","3.4","2","2012","1","El Paso","1","4","3","3","2","1431","1","84","100","99","97","98","0","5","IRI","D","1989","1.5","MODERATE"
"025A","1","138.2","139.1","0.9","2","2007","1","El Paso","1","4","3","4","3","1432","1","79","89","92","89","89","0","8","IRI","D","1993","1","MODERATE"
"025A","2","138.2","139.1","0.9","2","2007","1","El Paso","1","4","3","4","3","1432","1","80","95","97","89","86","0","8","IRI","D","1993","1","MODERATE"
"025A","1","139.1","139.74","0.64","2","2001","1","El Paso","1","4","3","9","3","1433","1","72","79","53","56","85","0","1","FATG","D","1993","1","LOW"
"025A","2","139.1","139.74","0.64","2","2001","1","El Paso","1","4","3","9","3","1433","1","74","80","89","43","80","0","0","TRAN","D","1993","1","LOW"
"025A","1","139.74","140.34","0.6","2","2001","1","El Paso","3","4","3","11.5","3","3432","1","86","99","0","88","93","100","18","TRAN","D","1989","1.7","HIGH"
"025A","2","139.74","140.34","0.6","2","2001","1","El Paso","3","4","3","11.5","3","3432","1","81","99","0","86","97","100","15","IRI","D","1989","1.7","HIGH"
"025A","1","140.34","141.4","1.06","2","2007","1","El Paso","1","4","3","4","3","1432","1","74","89","80","75","94","0","7","TRAN","D","1987","1.7","MODERATE"
"025A","2","140.34","141.4","1.06","2","2007","1","El Paso","1","4","3","4","3","1432","1","75","90","83","71","92","0","6","TRAN","D","1987","1.7","MODERATE"
"025A","1","141.4","142.3","0.9","2","2007","1","El Paso","3","4","3","10","3","3432","1","86","100","0","100","99","100","18","IRI","D","1987","1.7","HIGH"
"025A","2","141.4","142.3","0.9","2","2007","1","El Paso","3","4","3","10","3","3432","1","83","100","0","100","100","100","16","IRI","D","1987","1.7","HIGH"
"025A","1","142.3","144.323","2.023","2","2001","1","El Paso","3","4","3","11","3","3432","1","84","99","0","98","99","100","17","IRI","D","1987","1.7","HIGH"
"025A","2","142.3","144.323","2.023","2","2001","1","El Paso","3","4","3","11","3","3432","1","80","98","0","98","99","100","15","IRI","D","1987","1.7","HIGH"
"025A","1","144.323","146.1","1.777","2","2007","1","El Paso","1","4","3","2","3","1431","1","76","83","93","85","90","0","4","IRI","D","1987","1.7","MODERATE"
"025A","2","144.323","146.1","1.777","2","2007","1","El Paso","1","4","3","2","3","1431","1","77","80","98","88","94","0","4","IRI","D","1987","1.7","MODERATE"
"025A","1","146.1","149.27","3.17","2","2007","1","El Paso","3","4","3","10","3","3432","1","80","100","0","83","96","100","15","IRI","D","1987","1.6","HIGH"
"025A","2","146.1","149.27","3.17","2","2007","1","El Paso","3","4","3","10","3","3432","1","82","100","0","88","100","100","16","IRI","D","1987","1.6","HIGH"
"025A","1","149.27","150.27","1","2","2007","1","El Paso","1","4","3","4","3","1432","1","72","100","98","100","95","0","6","IRI","D","1986","1.25","MODERATE"
"025A","2","149.27","150.27","1","2","2007","1","El Paso","1","4","3","4","3","1432","1","74","98","98","100","98","0","7","IRI","D","1986","1.25","MODERATE"
"025A","1","150.27","155.5","5.23","2","2002","1","El Paso","1","5","3","3","2","1531","1","72","97","98","88","97","0","4","IRI","D","1985","1.75","MODERATE"
"025A","2","150.27","155.5","5.23","2","2002","1","El Paso","1","5","3","3","2","1531","1","72","98","96","88","98","0","4","IRI","D","1985","1.75","MODERATE"
"025A","1","155.5","160","4.5","2","2009","1","El Paso","1","4","3","2.5","2","1431","1","76","99","89","90","96","0","4","IRI","D","1987","1.75","MODERATE"
"025A","2","155.5","160","4.5","2","2009","1","El Paso","1","4","3","2.5","2","1431","1","77","100","91","90","98","0","4","IRI","D","1986","1.75","MODERATE"
"025A","1","160","161.19","1.19","2","2004","1","El Paso","3","4","3","12","2","3432","1","82","99","0","98","99","100","16","IRI","D","1987","1.6","HIGH"
"025A","2","160","161.19","1.19","2","2004","1","El Paso","3","4","3","12","2","3432","1","84","100","0","98","97","99","17","IRI","D","1988","1.5","HIGH"
"025A","1","161.19","163.4","2.21","2","2009","1","El Paso","1","4","3","2.5","2","1431","1","85","93","100","94","84","0","5","LONG","D","1989","1.6","MODERATE"
"025A","2","161.19","163.4","2.21","2","2009","1","El Paso","1","4","3","2.5","2","1431","1","85","97","100","94","84","0","5","LONG","D","1989","1.5","MODERATE"
"025A","1","163.4","167.4","4","1","2005","1","Douglas","1","4","2","3.5","2","1421","1","87","88","99","93","90","0","6","RUT","D","2012","0.25","MODERATE"
"025A","2","163.4","167.4","4","1","2005","1","Douglas","1","4","2","3.5","2","1421","1","86","87","100","94","86","0","5","LONG","D","2012","0.25","MODERATE"
"025A","1","167.4","171.2","3.8","1","2006","1","Douglas","1","4","2","5.5","2","1422","1","84","93","99","92","87","0","6","LONG","D","2012","0.25","MODERATE"
"025A","2","167.4","171.2","3.8","1","2006","1","Douglas","1","4","2","5.5","2","1422","1","84","94","100","96","85","0","6","LONG","D","2012","0.25","MODERATE"
"025A","1","171.2","175.2","4","1","2007","1","Douglas","1","4","3","3","2","1431","1","83","96","98","96","87","0","5","IRI","D","2007","1.5","MODERATE"
"025A","2","171.2","175.2","4","1","2007","1","Douglas","1","4","3","3","2","1431","1","82","97","100","99","92","0","5","IRI","D","2005","1.5","MODERATE"
"025A","1","175.2","179","3.8","1","2009","1","Douglas","1","4","3","5.75","2","1432","1","85","100","100","100","98","0","9","IRI","D","2008","1","MODERATE"
"025A","2","175.2","179","3.8","1","2009","1","Douglas","1","4","3","5.75","2","1432","1","84","100","100","100","99","0","9","IRI","D","2008","1","MODERATE"
"025A","1","179","181.3","2.3","1","2009","1","Douglas","3","4","3","12","3","3432","1","85","100","0","98","99","100","17","IRI","D","2007","1.5","HIGH"
"025A","2","179","181.3","2.3","1","2009","1","Douglas","3","4","3","12","3","3432","1","84","100","0","98","100","100","17","IRI","D","2007","1.5","HIGH"
"025A","1","181.3","184","2.7","1","2008","1","Douglas","3","4","3","12.5","3","3432","1","83","100","0","100","100","100","16","IRI","D","2005","0.25","HIGH"
"025A","2","181.3","184","2.7","1","2008","1","Douglas","3","4","3","12.5","3","3432","1","85","100","0","100","100","100","17","IRI","D","1990","1","HIGH"
"025A","1","184","188.1","4.1","1","2000","1","Douglas","3","4","3","12","3","3432","1","83","100","0","100","100","100","16","IRI","D","1987","1","HIGH"
"025A","2","184","188.1","4.1","1","2000","1","Douglas","3","4","3","12","3","3432","1","83","100","0","99","100","100","16","IRI","D","1987","1","HIGH"
"025A","1","188.1","189.1","1","1","2005","1","Douglas","3","4","3","12.5","3","3432","1","85","100","0","100","100","100","17","IRI","D","1987","1","HIGH"
"025A","2","188.1","189.1","1","1","2005","1","Douglas","3","4","3","12.5","3","3432","1","85","100","0","100","100","100","17","IRI","D","1987","1","HIGH"
"025A","1","189.1","192.9","3.8","1","2000","1","Douglas","3","4","3","11","3","3432","1","86","100","0","98","99","100","18","IRI","D","1988","1","HIGH"
"025A","2","189.1","192.9","3.8","1","2000","1","Douglas","3","4","3","11","3","3432","1","83","100","0","99","99","100","16","IRI","D","1993","1","HIGH"
"025A","1","192.9","193.8","0.9","1","2012","1","Douglas","1","4","3","2","4","1431","1","86","86","100","96","92","0","5","RUT","D","1989","1.5","MODERATE"
"025A","2","192.9","193.8","0.9","1","2012","1","Douglas","1","4","3","2","4","1431","1","82","97","100","99","95","0","5","IRI","D","1991","1.5","MODERATE"
"025A","1","193.8","198.8","5","1","2005","1","Arapahoe","1","4","3","2.5","5","1431","1","81","76","98","92","85","0","5","LONG","D","2012","0.25","MODERATE"
"025A","2","193.8","198.8","5","1","2005","1","Arapahoe","1","4","3","2.5","5","1431","1","83","80","99","97","88","0","5","RUT","D","2012","0.25","MODERATE"
"025A","1","198.8","199.4","0.6","1","2005","1","Arapahoe","1","4","3","2.5","5","1431","1","81","90","98","98","91","0","5","IRI","D","2012","0.25","MODERATE"
"025A","2","198.8","199.4","0.6","1","2005","1","Arapahoe","1","4","3","2.5","5","1431","1","81","90","98","95","88","0","5","IRI","D","2012","0.25","MODERATE"
"025A","1","199.4","201.4","2","1","2005","1","Denver","3","4","3","12","4","3432","1","84","97","0","98","99","100","17","IRI","D","1991","1.5","HIGH"
"025A","2","199.4","201.4","2","1","2005","1","Denver","3","4","3","12","4","3432","1","82","99","0","96","99","99","16","IRI","D","-1","-1","HIGH"
"025A","1","201.4","203.2","1.8","1","2005","1","Denver","1","4","3","2.5","4","1431","1","82","79","99","94","88","0","4","RUT","D","2012","0.25","MODERATE"
"025A","2","201.4","203.2","1.8","1","2005","1","Denver","1","4","3","2.5","4","1431","1","84","82","100","97","90","0","5","RUT","D","2012","0.25","MODERATE"
"025A","1","203.2","207.27","4.07","1","2005","1","Denver","3","4","3","12","4","3432","1","84","99","0","100","100","100","17","IRI","D","1998","0.75","HIGH"
"025A","2","203.2","207.27","4.07","1","2005","1","Denver","3","4","3","12","4","3432","1","82","100","0","100","99","99","16","IRI","D","-1","-1","HIGH"
"025A","1","207.27","208","0.73","1","2013","1","Denver","3","4","3","13","4","3432","1","78","99","0","100","99","100","14","IRI","D","-1","-1","HIGH"
"025A","2","207.27","208","0.73","1","2013","1","Denver","3","4","3","13","4","3432","1","76","100","0","100","100","99","13","IRI","D","-1","-1","HIGH"
"025A","1","208","209.1","1.1","1","2009","1","Denver","1","4","3","2.5","4","1431","1","82","98","98","100","95","0","5","IRI","D","-1","-1","MODERATE"
"025A","2","208","209.1","1.1","1","2009","1","Denver","1","4","3","2.5","4","1431","1","82","91","98","99","90","0","5","IRI","D","-1","-1","MODERATE"
"025A","1","209.1","210.2","1.1","1","2009","1","Denver","1","4","3","3","4","1431","1","76","83","99","98","95","0","4","IRI","D","1970","1.5","MODERATE"
"025A","2","209.1","210.2","1.1","1","2009","1","Denver","1","4","3","3","4","1431","1","75","93","100","99","98","0","4","IRI","D","1970","1.5","MODERATE"
"025A","1","210.2","211","0.8","1","2013","1","Denver","1","4","3","2","4","1431","1","80","97","100","100","98","0","5","IRI","D","1970","1.5","MODERATE"
"025A","2","210.2","211","0.8","1","2013","1","Denver","1","4","3","2","4","1431","1","79","95","100","99","98","0","4","IRI","D","1970","1.5","MODERATE"
"025A","1","211","213.4","2.4","1","2008","1","Denver","1","4","3","2.5","4","1431","1","82","93","100","98","97","0","5","IRI","D","1984","1.25","MODERATE"
"025A","2","211","213.4","2.4","1","2008","1","Denver","1","4","3","2.5","4","1431","1","84","89","98","99","93","0","5","IRI","D","1984","1.25","MODERATE"
"025A","1","213.4","214.04","0.64","1","1995","1","Denver","3","5","3","11.5","4","3532","1","77","100","0","95","100","100","13","IRI","D","1991","1.25","HIGH"
"025A","2","213.4","214.04","0.64","1","1995","1","Denver","3","5","3","11.5","4","3532","1","79","100","0","99","100","97","14","IRI","D","1991","1.25","HIGH"
"025A","1","214.04","214.78","0.74","1","1993","1","Denver","3","5","3","11.5","4","3532","1","79","100","0","99","100","98","14","IRI","D","2007","0.25","HIGH"
"025A","2","214.04","214.78","0.74","1","1993","1","Denver","3","5","3","11.5","4","3532","1","82","100","0","100","100","99","16","IRI","D","2007","0.25","HIGH"
"025A","1","214.78","215.48","0.7","1","1996","1","Adams","3","5","3","11.5","4","3532","1","80","100","0","93","99","99","15","IRI","D","2007","0.25","HIGH"
"025A","2","214.78","215.48","0.7","1","1996","1","Adams","3","5","3","11.5","4","3532","1","84","100","0","95","99","98","17","IRI","D","2007","0.25","HIGH"
"025A","1","215.48","216.61","1.13","1","1994","1","Adams","3","5","3","11.5","4","3532","1","77","100","0","93","99","99","13","IRI","D","2007","0.25","HIGH"
"025A","2","215.48","216.73","1.25","1","1994","1","Adams","3","5","3","11.5","4","3532","1","81","100","0","88","99","99","15","IRI","D","2007","0.25","HIGH"
"025A","1","216.61","217.15","0.54","1","2001","1","Adams","3","5","3","13","3","3532","1","79","99","0","86","92","100","14","IRI","D","2004","0.25","HIGH"
"025A","2","216.73","218.46","1.73","1","2005","1","Adams","3","5","3","14","4","3532","1","79","95","0","95","97","99","14","IRI","D","1997","1.5","HIGH"
"025A","1","217.15","218.46","1.31","1","2005","1","Adams","1","4","3","2","4","1431","1","76","97","97","80","96","0","4","IRI","D","1995","1.5","MODERATE"
"025A","1","218.46","222.9","4.44","1","2006","1","Adams","1","4","3","2","3","1431","1","78","98","91","93","97","0","4","IRI","D","2012","0.25","MODERATE"
"025A","2","218.46","222.9","4.44","1","2006","1","Adams","1","4","3","2","3","1431","1","81","96","95","94","91","0","5","IRI","D","2012","0.25","MODERATE"
"025A","1","222.9","223.4","0.5","1","2006","1","Adams","1","4","3","13.75","3","1433","1","82","91","94","96","83","0","8","LONG","D","1992","1.25","MODERATE"
"025A","2","222.9","223.4","0.5","1","2006","1","Adams","1","4","3","13.75","3","1433","1","83","94","97","96","88","0","8","IRI","D","1992","1.25","MODERATE"
"025A","1","223.4","228.4","5","1","2005","1","Adams","1","4","3","4","3","1432","1","82","90","95","97","94","0","8","IRI","D","2005","1","MODERATE"
"025A","2","223.4","228.4","5","1","2005","1","Adams","1","4","3","4","3","1432","1","82","91","96","97","94","0","8","IRI","D","2005","1","MODERATE"
"025A","1","228.4","229.15","0.75","1","2005","1","Broomfield","1","4","3","4","3","1432","1","82","97","100","99","94","0","8","IRI","D","1997","1","MODERATE"
"025A","2","228.4","229.32","0.92","1","2005","1","Broomfield","1","4","3","4","3","1432","1","81","94","98","97","98","0","8","IRI","D","1997","1","MODERATE"
"025A","1","229.15","234.15","5","4","2004","1","Weld","3","5","3","13","3","3532","1","87","100","0","100","100","100","18","IRI","D","1997","1","HIGH"
"025A","2","229.32","234.32","5","4","2004","1","Weld","3","5","3","13","3","3532","1","86","100","0","100","100","100","18","IRI","D","1997","1","HIGH"
