"hwy","dir","bmp","emp","length","region","year","funcl","county","ptyp","trafz","envz","depth","numlanes","pgrp","nhs","iri","rut","fatg","tran","long","crbk","dl","dlidx","curve","mtcy","mtcd","cond"
"009B","1","57.6","62.6","5","2","-1","6","Park","1","2","1","4","2","1212","0","86","100","100","91","100","0","9","IRI","D","2002","1","MODERATE"
"009B","1","62.6","63.7","1.1","2","-1","6","Park","1","2","1","4","2","1212","0","86","100","100","90","100","0","9","IRI","D","2003","1.5","MODERATE"
"009C","1","64.7","69.7","5","2","1999","6","Park","1","2","1","4","2","1212","0","83","99","99","91","97","0","9","IRI","D","-1","-1","MODERATE"
"009C","1","69.7","74.7","5","2","1999","6","Park","1","2","1","4","2","1212","0","83","100","98","76","96","0","9","IRI","D","2003","2","MODERATE"
"009C","1","74.7","76.4","1.7","2","1999","6","Park","1","2","1","4","2","1212","0","82","100","100","84","98","0","8","IRI","D","2003","2","MODERATE"
"009C","1","76.4","79","2.6","3","2006","6","Summit","1","2","1","4","2","1212","0","79","100","98","91","97","0","8","IRI","D","2003","2","MODERATE"
"009C","1","79","82","3","3","2008","6","Summit","1","2","1","3","2","1211","0","83","98","100","94","95","0","4","IRI","D","2004","1","MODERATE"
"009C","1","82","86.1","4.1","3","1969","6","Summit","1","2","1","2","2","1211","0","79","99","94","70","93","0","2","TRAN","D","2001","1.75","LOW"
"009C","1","86.1","87.3","1.2","3","2000","6","Summit","1","2","1","2","2","1211","0","67","92","88","70","95","0","2","TRAN","D","1994","1.5","LOW"
"009C","1","87.3","87.8","0.5","3","1998","2","Summit","1","2","1","2.5","4","1211","1","74","96","96","89","99","0","3","IRI","D","-1","-1","LOW"
"009C","1","87.8","89.4","1.6","3","2010","2","Summit","1","3","1","5","2","1312","1","84","100","100","99","99","0","6","IRI","D","1994","1.75","MODERATE"
"009C","1","89.4","91.9","2.5","3","1998","2","Summit","1","2","1","2.5","2","1211","1","81","99","99","95","98","0","3","IRI","D","2004","1","LOW"
"009C","2","89.8","90.9","1.1","3","1998","2","Summit","1","2","1","2.5","2","1211","1","83","100","98","100","100","0","4","IRI","D","2011","1","MODERATE"
"009C","1","91.9","92.9","1","3","2008","2","Summit","1","2","1","3","2","1211","1","77","98","98","95","99","0","3","IRI","D","-1","-1","LOW"
"009C","1","92.9","95.5","2.6","3","1998","2","Summit","1","2","1","2.5","2","1211","1","79","93","95","75","91","0","3","TRAN","D","2009","1","LOW"
"009C","1","95.5","97.2","1.7","3","2000","2","Summit","1","2","1","2","2","1211","1","67","82","94","83","98","0","2","IRI","D","-1","-1","LOW"
"009C","2","95.5","97.2","1.7","3","2000","2","Summit","1","2","1","2","2","1211","1","70","77","95","100","100","0","2","IRI","D","-1","-1","LOW"
"009D","1","101.6","102.1","0.5","3","2014","6","Summit","1","3","1","5","2","1312","0","100","100","100","100","100","0","13","FATG","D","-1","-1","HIGH"
"009D","2","101.6","102.1","0.5","3","2014","6","Summit","1","3","1","5","2","1312","0","100","100","100","100","100","0","13","FATG","D","-1","-1","HIGH"
"009D","1","102.1","104.5","2.4","3","2002","6","Summit","1","2","1","3.5","2","1211","0","77","85","82","84","89","0","3","IRI","D","1997","1.75","LOW"
"009D","2","102.1","104.5","2.4","3","2002","6","Summit","1","2","1","3.5","2","1211","0","74","78","93","100","100","0","3","RUT","D","-1","-1","LOW"
"009D","1","104.5","105.3","0.8","3","1998","6","Summit","1","2","1","5","2","1212","0","76","94","64","56","93","0","2","TRAN","D","-1","-1","LOW"
"009D","1","105.3","107","1.7","3","2004","6","Summit","1","2","1","2","2","1211","0","85","99","97","50","97","0","0","TRAN","D","1999","1","LOW"
"009D","1","107","109","2","3","1997","6","Summit","1","2","1","5.5","2","1212","0","81","95","95","93","85","0","8","IRI","D","2009","1","MODERATE"
"009D","1","109","114","5","3","2004","6","Summit","1","2","1","6","2","1213","0","85","99","97","91","98","0","8","IRI","D","1999","1","MODERATE"
"009D","1","114","114.5","0.5","3","2004","6","Summit","1","2","1","6","2","1213","0","83","99","94","59","92","0","2","TRAN","D","-1","-1","LOW"
"009D","1","114.5","119.5","5","3","2002","6","Summit","1","2","1","2","2","1211","0","81","100","84","46","96","0","0","TRAN","D","1999","1","LOW"
"009D","1","119.5","122","2.5","3","2002","6","Summit","1","2","1","2","2","1211","0","76","95","72","32","95","0","0","TRAN","D","1996","1.75","LOW"
"009D","1","122","124.4","2.4","3","1990","6","Summit","1","2","1","2","2","1211","0","81","100","86","67","97","0","2","TRAN","D","2004","1.5","LOW"
"009D","1","124.4","127.4","3","3","1987","6","Summit","1","2","1","5","2","1212","0","84","98","86","73","92","0","6","TRAN","D","2003","1","MODERATE"
"009D","1","127.4","132.4","5","3","2004","6","Grand","1","2","2","3","2","1221","0","84","98","97","92","98","0","7","IRI","D","2007","1","MODERATE"
"009D","1","132.4","137.4","5","3","2004","6","Grand","1","2","2","3","2","1221","0","83","96","98","91","98","0","7","IRI","D","-1","-1","MODERATE"
"009D","1","137.4","138.9","1.5","3","2004","6","Grand","1","2","2","3","2","1221","0","80","96","96","84","98","0","7","TRAN","D","-1","-1","MODERATE"
"010A","1","0","5","5","2","2000","6","Huerfano","1","2","3","2.75","2","1231","0","83","100","99","89","99","0","5","IRI","D","-1","-1","MODERATE"
"010A","1","5","10","5","2","2000","6","Huerfano","1","2","3","2.75","2","1231","0","82","100","100","89","99","0","5","IRI","D","1987","1.5","MODERATE"
"010A","1","10","15.1","5.1","2","1985","6","Huerfano","1","2","3","2","2","1231","0","79","99","95","73","97","0","4","TRAN","D","1987","1.5","MODERATE"
"010A","1","15.1","16.47","1.37","2","1996","6","Huerfano","1","2","3","2","2","1231","0","81","100","94","73","97","0","4","TRAN","D","-1","-1","MODERATE"
"010A","1","16.47","18","1.53","2","1996","6","Huerfano","1","2","3","2","2","1231","0","80","100","90","66","99","0","3","TRAN","D","-1","-1","LOW"
"010A","1","18","20.5","2.5","2","1995","6","Huerfano","1","2","3","2","2","1231","0","83","100","98","80","97","0","5","TRAN","D","-1","-1","MODERATE"
"010A","1","20.5","21.3","0.8","2","1985","6","Huerfano","1","2","3","2","2","1231","0","77","99","61","64","89","0","2","FATG","D","-1","-1","LOW"
"010A","1","21.3","22.3","1","2","1997","6","Las Animas","1","2","3","2","2","1231","0","82","100","95","86","100","0","5","IRI","D","-1","-1","MODERATE"
"010A","1","22.3","27.7","5.4","2","1985","6","Las Animas","1","2","3","2","2","1231","0","79","100","94","69","98","0","3","TRAN","D","-1","-1","LOW"
"010A","1","27.7","32.7","5","2","1994","6","Pueblo","1","2","3","2","2","1231","0","76","100","71","51","99","0","0","TRAN","D","-1","-1","LOW"
"010A","1","32.7","34.1","1.4","2","1994","6","Pueblo","1","2","4","2","2","1241","0","76","100","79","64","99","0","2","TRAN","D","-1","-1","LOW"
"010A","1","34.1","39.1","5","2","1983","6","Pueblo","1","2","4","2","2","1241","0","80","100","58","77","100","0","1","FATG","D","-1","-1","LOW"
"010A","1","39.1","44.1","5","2","1983","6","Pueblo","1","2","4","2","2","1241","0","78","99","18","86","100","0","0","FATG","D","-1","-1","LOW"
"010A","1","44.1","46.53","2.43","2","1983","6","Otero","1","2","4","2","2","1241","0","79","99","30","83","100","0","0","FATG","D","-1","-1","LOW"
"010A","1","46.53","48.1","1.57","2","1983","6","Otero","1","2","4","2","2","1241","0","75","99","49","56","99","0","0","FATG","D","-1","-1","LOW"
"010A","1","48.1","53.1","5","2","1984","6","Otero","1","2","4","4","2","1242","0","73","97","66","39","92","0","0","TRAN","D","-1","-1","LOW"
"010A","1","53.1","58.1","5","2","1984","6","Otero","1","2","4","4","2","1242","0","72","92","40","69","83","0","0","FATG","D","-1","-1","LOW"
"010A","1","58.1","60.99","2.89","2","1984","6","Otero","1","2","4","4","2","1242","0","75","96","40","68","81","0","0","FATG","D","-1","-1","LOW"
"010A","1","60.99","61.49","0.5","2","1989","6","Otero","1","2","4","4.5","2","1242","0","79","93","53","64","94","0","1","FATG","D","-1","-1","LOW"
"010A","1","61.49","66.49","5","2","1989","6","Otero","1","2","4","4","2","1242","0","74","97","65","55","91","0","1","TRAN","D","2006","0.75","LOW"
"010A","1","66.49","68.4","1.91","2","1989","6","Otero","1","2","4","4","2","1242","0","78","100","85","64","95","0","3","TRAN","D","2007","0.75","LOW"
"010A","1","68.4","72","3.6","2","2004","6","Otero","1","1","4","1.5","2","1141","0","78","100","91","78","98","0","6","TRAN","D","2007","0.75","MODERATE"
"011A","1","0","1.4","1.4","4","1954","7","Sedgwick","1","2","4","2","2","1241","0","73","99","75","62","97","0","2","TRAN","D","1998","1.5","LOW"
"012A","1","0","2","2","2","1997","7","Huerfano","1","1","2","2","2","1121","0","85","100","66","81","96","0","5","FATG","D","-1","-1","MODERATE"
"012A","1","2","4.2","2.2","2","1984","7","Huerfano","1","1","2","2","2","1121","0","82","100","74","64","94","0","4","TRAN","D","-1","-1","MODERATE"
"012A","1","4.2","5.71","1.51","2","2000","7","Huerfano","1","2","2","2","2","1221","0","75","100","57","63","94","0","2","FATG","D","2011","0.75","LOW"
"012A","1","5.71","10.71","5","2","2008","7","Huerfano","1","2","2","2","2","1221","0","82","100","100","93","99","0","7","IRI","D","2011","0.75","MODERATE"
"012A","1","10.71","15.71","5","2","2008","7","Huerfano","1","2","2","2","2","1221","0","81","100","100","93","98","0","7","IRI","D","2010","0.75","MODERATE"
"012A","1","15.71","20.71","5","2","2008","7","Huerfano","1","2","2","2","2","1221","0","78","100","99","81","97","0","6","IRI","D","2009","1","MODERATE"
"012A","1","20.71","22.3","1.59","2","2008","7","Huerfano","1","2","2","2","2","1221","0","76","100","98","76","93","0","6","TRAN","D","2009","1","MODERATE"
"012A","1","22.3","27.2","4.9","2","1984","7","Las Animas","1","2","2","4","2","1222","0","77","100","92","70","92","0","4","TRAN","D","-1","-1","MODERATE"
"012A","1","27.2","32.2","5","2","1986","7","Las Animas","1","2","2","4","2","1222","0","78","100","96","76","97","0","6","TRAN","D","-1","-1","MODERATE"
"012A","1","32.2","37.5","5.3","2","1987","7","Las Animas","1","2","2","4","2","1222","0","79","100","94","76","96","0","6","TRAN","D","-1","-1","MODERATE"
"012A","1","37.5","42.5","5","2","2001","7","Las Animas","1","2","2","2","2","1221","0","78","100","95","69","97","0","4","TRAN","D","-1","-1","MODERATE"
"012A","1","42.5","47.5","5","2","2001","7","Las Animas","1","1","2","2","2","1121","0","79","99","89","80","91","0","8","TRAN","D","-1","-1","MODERATE"
"012A","1","47.5","48.5","1","2","2001","7","Las Animas","1","1","2","2","2","1121","0","75","100","74","54","93","0","1","TRAN","D","-1","-1","LOW"
"012A","1","48.5","51.7","3.2","2","2003","7","Las Animas","1","1","2","2","2","1121","0","80","100","98","45","97","0","0","TRAN","D","-1","-1","LOW"
"012A","1","51.7","55.6","3.9","2","2003","7","Las Animas","1","1","2","6","2","1123","0","79","99","99","45","98","0","0","TRAN","D","-1","-1","LOW"
"012A","1","55.6","60.6","5","2","2003","7","Las Animas","1","2","3","2","2","1231","0","80","100","98","44","95","0","0","TRAN","D","2004","0.75","LOW"
"012A","1","60.6","63.1","2.5","2","2003","7","Las Animas","1","2","3","2","2","1231","0","79","100","96","69","97","0","3","TRAN","D","2011","0.75","LOW"
"012A","1","63.1","68.1","5","2","1998","7","Las Animas","1","2","3","2","2","1231","0","80","99","62","27","93","0","0","TRAN","D","2006","0.75","LOW"
"012A","1","68.1","70.8","2.7","2","1998","2","Las Animas","1","2","3","2","2","1231","0","73","100","96","63","96","0","2","TRAN","D","-1","-1","LOW"
"013A","1","0","5.25","5.25","3","1996","2","Garfield","1","2","3","2","2","1231","1","81","100","92","69","92","0","3","TRAN","D","2005","1","LOW"
"013A","2","1","3.2","2.2","3","1996","2","Garfield","1","3","3","2","1","1331","1","81","100","90","100","100","0","6","IRI","D","2005","1","MODERATE"
"013A","1","5.25","6","0.75","3","1977","2","Garfield","1","2","3","4","2","1232","1","83","100","91","61","94","0","3","TRAN","D","2005","1","LOW"
"013A","1","6","11","5","3","2001","2","Garfield","1","2","3","1.5","2","1231","1","82","100","87","54","97","0","1","TRAN","D","2008","1","LOW"
"013A","1","11","15.93","4.93","3","2001","2","Garfield","1","2","3","1.5","2","1231","1","81","99","89","37","95","0","0","TRAN","D","2008","1","LOW"
"013A","1","15.93","18.5","2.57","3","2001","2","Rio Blanco","1","2","3","1.5","2","1231","1","80","99","70","34","96","0","0","TRAN","D","2008","1","LOW"
"013A","1","18.5","22.7","4.2","3","2005","2","Rio Blanco","1","2","3","3","2","1231","1","81","100","73","57","97","0","1","TRAN","D","-1","-1","LOW"
"013A","1","22.7","25.27","2.57","3","2013","2","Rio Blanco","1","2","3","6","2","1233","1","78","97","65","67","97","0","5","FATG","D","-1","-1","MODERATE"
"013A","1","25.27","27.22","1.95","3","2012","2","Rio Blanco","1","2","3","6","2","1233","1","88","100","100","100","100","0","13","IRI","D","-1","-1","HIGH"
"013A","1","27.22","30.75","3.53","3","2010","2","Rio Blanco","1","2","3","5","2","1232","1","88","100","100","100","98","0","9","IRI","D","2007","1.5","MODERATE"
"013A","1","30.75","33.581","2.831","3","2006","2","Rio Blanco","1","2","3","4.5","2","1232","1","86","100","100","100","100","0","9","IRI","D","-1","-1","MODERATE"
"013A","1","33.581","36.228","2.647","3","2005","2","Rio Blanco","1","2","3","5.5","2","1232","1","82","100","99","100","100","0","8","IRI","D","2011","1","MODERATE"
"013A","1","36.228","39.3","3.072","3","2000","2","Rio Blanco","1","2","3","4.5","2","1232","1","81","100","98","97","99","0","7","IRI","D","2011","1","MODERATE"
"013A","1","39.3","42.8","3.5","3","2003","2","Rio Blanco","1","2","3","2","2","1231","1","81","100","99","93","98","0","5","IRI","D","-1","-1","MODERATE"
"013A","1","42.8","47.8","5","3","2000","2","Rio Blanco","1","2","3","3","2","1231","1","84","97","96","87","97","0","6","TRAN","D","2006","1","MODERATE"
"013A","1","47.8","50.8","3","3","2000","2","Rio Blanco","1","2","3","3","2","1231","1","83","100","98","85","97","0","5","IRI","D","2006","1","MODERATE"
"013A","1","50.8","56","5.2","3","1994","2","Rio Blanco","1","2","3","2","2","1231","1","73","100","94","69","91","0","3","TRAN","D","2006","1","LOW"
"013A","2","50.9","55.7","4.8","3","1994","2","Rio Blanco","1","2","3","2","2","1231","1","66","99","95","100","100","0","3","IRI","D","2006","1","LOW"
"013A","1","56","61","5","3","1998","2","Moffat","1","2","3","2","2","1231","1","75","99","93","78","96","0","4","IRI","D","2006","1","MODERATE"
"013A","1","61","66","5","3","1998","2","Moffat","1","2","3","2","2","1231","1","79","99","86","80","98","0","5","TRAN","D","2006","1","MODERATE"
"013A","1","66","71","5","3","1998","2","Moffat","1","2","3","2","2","1231","1","82","98","95","88","99","0","5","IRI","D","2006","1","MODERATE"
"013A","1","71","76","5","3","1998","2","Moffat","1","2","3","2","2","1231","1","83","100","97","87","100","0","5","IRI","D","2006","1","MODERATE"
"013A","1","76","79.9","3.9","3","1989","2","Moffat","1","2","3","4","2","1232","1","82","100","99","90","99","0","8","IRI","D","2008","1","MODERATE"
"013A","1","79.9","84.9","5","3","2014","2","Moffat","1","2","3","2","2","1231","1","100","100","100","100","100","0","13","FATG","D","2008","1","HIGH"
"013A","1","84.9","88.6","3.7","3","2014","2","Moffat","1","2","3","2","2","1231","1","100","100","100","100","100","0","13","FATG","D","1994","1","HIGH"
"013B","1","89.6","91.27","1.67","3","1999","2","Moffat","1","2","3","2","2","1231","1","74","95","94","53","95","0","0","TRAN","D","-1","-1","LOW"
"013B","1","91.27","96.27","5","3","1985","2","Moffat","1","2","3","2","2","1231","1","77","95","92","62","95","0","2","TRAN","D","2003","1","LOW"
"013B","1","96.27","98","1.73","3","1985","2","Moffat","1","2","3","2","2","1231","1","77","97","99","80","99","0","4","IRI","D","2003","1","MODERATE"
"013B","1","98","99.659","1.659","3","1977","2","Moffat","1","2","3","12","2","1233","1","69","99","95","73","97","0","7","IRI","D","2005","1","MODERATE"
"013B","1","99.659","100.587","0.928","3","1981","2","Moffat","1","2","3","11","2","1233","1","69","99","98","73","96","0","7","IRI","D","2003","1","MODERATE"
"013B","1","100.587","101.9","1.313","3","1983","2","Moffat","1","2","3","12","2","1233","1","75","100","99","87","98","0","9","IRI","D","2003","1","MODERATE"
"013B","1","101.9","103.499","1.599","3","1985","2","Moffat","1","2","3","10","2","1233","1","82","100","100","97","100","0","11","IRI","D","2003","1","HIGH"
"013B","1","103.499","104.834","1.335","3","1986","2","Moffat","1","2","3","10","2","1233","1","64","97","90","81","98","0","5","IRI","D","2004","1","MODERATE"
"013B","1","104.834","109","4.166","3","1988","2","Moffat","1","2","3","8","2","1233","1","76","99","100","96","100","0","9","IRI","D","2004","1","MODERATE"
"013B","1","109","111.1","2.1","3","1990","2","Moffat","1","2","3","8","2","1233","1","66","95","99","82","99","0","11","TRAN","D","2003","1","HIGH"
"013B","1","111.1","116.1","5","3","1994","2","Moffat","1","2","3","2","2","1231","1","75","100","99","81","98","0","4","IRI","D","2003","1","MODERATE"
"013B","1","116.1","121.1","5","3","1994","2","Moffat","1","2","3","2","2","1231","1","77","100","97","77","99","0","4","TRAN","D","2006","1","MODERATE"
"013B","1","121.1","122.9","1.8","3","1994","2","Moffat","1","2","3","2","2","1231","1","80","99","97","81","99","0","5","TRAN","D","2007","1","MODERATE"
"013B","1","122.9","128.1","5.2","3","2008","2","Moffat","1","2","3","4","2","1232","1","87","100","100","100","100","0","9","IRI","D","2007","1","MODERATE"
"014A","1","0","5","5","3","2010","6","Jackson","1","2","1","4","2","1212","0","87","100","100","98","100","0","9","IRI","D","2003","1","MODERATE"
"014A","1","5","10","5","3","2010","6","Jackson","1","2","1","4","2","1212","0","87","100","100","97","100","0","9","IRI","D","2004","1","MODERATE"
"014A","1","10","12","2","3","2010","6","Jackson","1","2","1","4","2","1212","0","87","100","100","97","99","0","9","IRI","D","2004","1","MODERATE"
"014A","1","12","17","5","3","1998","6","Jackson","1","2","1","2","2","1211","0","80","100","94","77","94","0","3","IRI","D","2003","1","LOW"
"014A","1","17","18","1","3","1998","6","Jackson","1","2","2","2","2","1221","0","83","100","99","87","95","0","7","IRI","D","2003","1","MODERATE"
"014A","1","18","23","5","3","2010","6","Jackson","1","2","2","4","2","1222","0","89","100","100","98","99","0","9","IRI","D","2003","1","MODERATE"
"014A","1","23","25","2","3","1998","6","Jackson","1","2","2","2","2","1221","0","83","100","98","78","96","0","6","TRAN","D","2003","1","MODERATE"
"014A","1","25","30","5","3","1988","6","Jackson","1","2","2","4","2","1222","0","82","100","99","79","96","0","6","TRAN","D","2008","1","MODERATE"
"014A","1","30","33","3","3","1991","6","Jackson","1","2","2","4","2","1222","0","79","100","93","76","93","0","6","TRAN","D","2008","1","MODERATE"
"014B","1","34.1","39.1","5","3","2004","6","Jackson","1","2","2","2.5","2","1221","0","84","100","97","80","94","0","7","TRAN","D","-1","-1","MODERATE"
"014B","1","39.1","41","1.9","3","2004","6","Jackson","1","2","2","2.5","2","1221","0","83","100","98","82","97","0","7","TRAN","D","-1","-1","MODERATE"
"014B","1","41","43","2","3","2004","6","Jackson","1","2","2","1.5","2","1221","0","84","100","99","80","90","0","7","TRAN","D","2001","1","MODERATE"
"014B","1","43","48.2","5.2","3","2004","6","Jackson","1","2","2","2.5","2","1221","0","85","100","97","79","91","0","7","IRI","D","-1","-1","MODERATE"
"014B","1","48.2","50.2","2","3","2004","6","Jackson","1","2","2","1.5","2","1221","0","84","100","92","64","88","0","3","TRAN","D","2001","1","LOW"
"014B","1","50.2","51","0.8","3","2004","6","Jackson","1","2","2","2.5","2","1221","0","85","100","95","63","90","0","3","TRAN","D","-1","-1","LOW"
"014B","1","51","56","5","3","2001","6","Jackson","1","1","1","3","2","1111","0","82","100","100","90","99","0","7","IRI","D","-1","-1","MODERATE"
"014B","1","56","61","5","3","2001","6","Jackson","1","1","1","3","2","1111","0","82","100","98","90","99","0","7","IRI","D","1989","1.75","MODERATE"
"014B","1","61","62.892","1.892","3","1979","6","Jackson","1","1","1","3","2","1111","0","86","100","100","93","99","0","8","IRI","D","1991","1","MODERATE"
"014B","1","62.892","64.9","2.008","3","2012","6","Jackson","1","1","1","2","2","1111","0","78","100","95","86","98","0","6","IRI","D","1991","1","MODERATE"
"014B","1","64.9","65.5","0.6","4","1999","6","Larimer","1","1","1","4","2","1112","0","82","100","93","70","94","0","6","TRAN","D","2007","0.25","MODERATE"
"014B","1","65.5","70.5","5","4","1997","6","Larimer","1","1","1","2","2","1111","0","83","100","95","84","92","0","7","TRAN","D","2010","0.25","MODERATE"
"014B","1","70.5","75.45","4.95","4","1997","6","Larimer","1","2","1","2","2","1211","0","82","100","94","80","94","0","3","TRAN","D","2000","0.25","LOW"
"014B","1","75.45","80.45","5","4","2010","6","Larimer","1","2","1","2.5","2","1211","0","88","100","100","96","99","0","4","IRI","D","1989","1.75","MODERATE"
"014B","1","80.45","82.2","1.75","4","2010","6","Larimer","1","2","1","2.5","2","1211","0","88","100","100","99","100","0","4","IRI","D","1989","1.75","MODERATE"
"014B","1","82.2","87.2","5","4","1989","6","Larimer","1","2","1","2","2","1211","0","88","100","100","97","100","0","4","IRI","D","1989","1.75","MODERATE"
"014B","1","87.2","92.2","5","4","1989","6","Larimer","1","2","1","2","2","1211","0","79","98","82","72","99","0","2","TRAN","D","1989","1.75","LOW"
"014B","1","92.2","95","2.8","4","1989","6","Larimer","1","2","1","2","2","1211","0","78","98","83","81","99","0","3","TRAN","D","1996","1.75","LOW"
"014B","1","95","100","5","4","1987","6","Larimer","1","2","1","2","2","1211","0","76","100","87","76","98","0","3","TRAN","D","1997","1","LOW"
"014B","1","100","102","2","4","1987","6","Larimer","1","2","2","2","2","1221","0","73","99","69","58","94","0","2","TRAN","D","1994","1","LOW"
"014B","1","102","107","5","4","1986","6","Larimer","1","2","2","2","2","1221","0","73","99","49","59","94","0","0","FATG","D","1995","1","LOW"
"014B","1","107","112","5","4","1986","6","Larimer","1","2","2","2","2","1221","0","80","100","89","79","98","0","6","TRAN","D","1994","1","MODERATE"
"014B","1","112","117","5","4","1986","6","Larimer","1","2","3","2","2","1231","0","79","100","98","86","99","0","5","IRI","D","1994","1","MODERATE"
"014B","1","117","121.7","4.7","4","1986","6","Larimer","1","2","3","2","2","1231","0","76","99","93","73","97","0","4","TRAN","D","2002","0.25","MODERATE"
"014C","1","134.8","135.81","1.01","4","2003","2","Larimer","1","3","3","4","2","1332","1","68","99","98","80","97","0","4","IRI","D","1982","1.5","MODERATE"
"014C","2","134.8","135.81","1.01","4","2003","2","Larimer","1","3","3","4","2","1332","1","75","99","89","83","98","0","5","IRI","D","-1","-1","MODERATE"
"014C","1","135.81","139.054","3.244","4","1992","2","Larimer","1","3","3","3","2","1331","1","71","96","49","38","94","0","0","FATG","D","1986","1.5","LOW"
"014C","2","135.81","139.5","3.69","4","1992","2","Larimer","1","3","3","3","2","1331","1","75","98","76","58","92","0","2","TRAN","D","-1","-1","LOW"
"014C","1","139.054","140.4","1.346","4","1985","2","Larimer","1","3","3","3.5","2","1331","1","74","80","27","42","91","0","0","FATG","D","-1","-1","LOW"
"014C","1","140.4","143.5","3.1","4","1988","2","Larimer","1","3","3","2.5","2","1331","1","80","87","69","33","88","0","0","TRAN","D","-1","-1","LOW"
"014C","1","143.5","147.32","3.82","4","1990","2","Weld","1","3","3","3","2","1331","1","80","80","21","56","95","0","0","FATG","D","-1","-1","LOW"
"014C","1","147.32","149.4","2.08","4","2008","2","Weld","1","3","3","0.5","2","1331","1","84","100","97","79","97","0","6","IRI","D","2008","0.5","MODERATE"
"014C","1","149.4","149.9","0.5","4","2013","2","Weld","1","3","3","6","2","1333","1","84","100","99","91","99","0","10","IRI","D","2008","0.5","MODERATE"
"014C","1","149.9","153.37","3.47","4","2008","2","Weld","1","2","3","0.5","2","1231","1","82","99","97","80","97","0","5","IRI","D","2008","0.5","MODERATE"
"014C","1","153.37","155.24","1.87","4","1997","2","Weld","1","2","3","2.75","2","1231","1","85","100","54","38","94","0","0","TRAN","D","2003","0.25","LOW"
"014C","1","155.24","160.24","5","4","1998","2","Weld","1","2","3","2","2","1231","1","84","100","91","67","96","0","3","TRAN","D","2010","0.25","LOW"
"014C","1","160.24","165.24","5","4","1998","2","Weld","1","2","3","2","2","1231","1","85","100","93","73","99","0","4","TRAN","D","2005","0.5","MODERATE"
"014C","1","165.24","166.57","1.33","4","1998","2","Weld","1","2","3","2","2","1231","1","85","100","96","80","98","0","5","TRAN","D","2005","0.5","MODERATE"
"014C","1","166.57","171.57","5","4","2000","2","Weld","1","2","3","4.5","2","1232","1","86","100","99","96","99","0","9","IRI","D","2005","0.5","MODERATE"
"014C","1","171.57","176","4.43","4","2000","2","Weld","1","2","3","4.5","2","1232","1","85","100","99","94","99","0","8","IRI","D","2005","0.5","MODERATE"
"014C","1","176","181","5","4","2013","2","Weld","1","2","3","0.5","2","1231","1","88","100","100","100","100","0","6","IRI","D","2004","0.25","MODERATE"
"014C","1","181","186","5","4","2013","2","Weld","1","2","3","0.5","2","1231","1","87","100","100","100","100","0","6","IRI","D","-1","-1","MODERATE"
"014C","1","186","191","5","4","2013","2","Weld","1","2","3","0.5","2","1231","1","87","100","100","100","100","0","6","IRI","D","1997","1","MODERATE"
"014C","1","191","194.48","3.48","4","2013","2","Weld","1","3","3","0.5","2","1331","1","87","100","99","98","99","0","7","IRI","D","1995","1","MODERATE"
"014C","1","194.48","199.48","5","4","1996","2","Weld","1","3","3","2","2","1331","1","76","100","70","68","97","0","4","FATG","D","1995","1","MODERATE"
"014C","1","199.48","202.8","3.32","4","1996","2","Weld","1","3","3","2","2","1331","1","79","100","96","79","97","0","6","TRAN","D","1995","1","MODERATE"
"014C","1","202.8","207.8","5","4","2012","2","Weld","1","3","3","0.5","2","1331","1","86","100","100","95","99","0","7","IRI","D","1998","1","MODERATE"
"014C","1","207.8","212.8","5","4","2012","2","Weld","1","2","3","0.5","2","1231","1","87","100","100","98","99","0","6","IRI","D","1999","1","MODERATE"
"014C","1","212.8","218.14","5.34","4","2012","2","Weld","1","2","3","0.5","2","1231","1","88","100","100","99","99","0","6","IRI","D","1999","1","MODERATE"
"014C","1","218.14","219.8","1.66","4","1992","2","Logan","1","2","3","6.5","2","1233","1","69","99","56","66","98","0","2","FATG","D","2003","2","LOW"
"014C","1","219.8","220.8","1","4","1999","2","Logan","1","2","3","4","2","1232","1","71","100","55","40","97","0","0","TRAN","D","2003","1.5","LOW"
"014C","1","220.8","222.027","1.227","4","1992","2","Logan","1","2","3","6.5","2","1233","1","77","99","78","70","93","0","7","TRAN","D","1998","1","MODERATE"
"014C","1","222.027","224.544","2.517","4","1999","2","Logan","1","2","3","6","2","1233","1","81","98","48","87","98","0","0","FATG","D","1998","1","LOW"
"014C","1","224.544","227.15","2.606","4","1976","2","Logan","1","2","3","3","2","1231","1","78","100","88","68","98","0","3","TRAN","D","2002","1.5","LOW"
"014C","1","227.15","232.15","5","4","1995","2","Logan","1","2","3","3","2","1231","1","73","94","58","39","97","0","0","TRAN","D","-1","-1","LOW"
"014C","1","232.15","234.146","1.996","4","1995","2","Logan","1","2","4","3","2","1241","1","75","97","81","49","95","0","0","TRAN","D","2007","0.25","LOW"
"014C","2","234.1","235.987","1.887","4","2014","2","Logan","1","2","4","9","1","1243","1","100","100","100","100","100","0","21","FATG","D","2003","0.25","HIGH"
"014C","1","234.146","235.987","1.841","4","2014","2","Logan","1","2","4","9","1","1243","1","100","100","100","100","100","0","21","FATG","D","2002","0.25","HIGH"
"014C","1","235.987","236.9","0.913","4","1990","2","Logan","3","2","4","8.25","2","3242","1","60","100","0","54","85","97","2","TRAN","D","1985","1.75","LOW"
