Receipt,Permit,Current Status,County,Designated Basin,Denver Basin Aquifer,Township,Range,Section,Q40,Q160,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Permit Category,Well Constructed,Pump Installed,Well Plugged,Associated Aquifers,Associated Uses,Elevation,Well Depth,Top Perforated Casing,Bottom Perforated Casing,Yield,Static Water Level,Static Water Level Date,WDID,Associated Case Numbers,Modified,More Information,Location,IDKey,Counties
0255202 ,88056--A,Well Constructed,BOULDER,,Yes,1.0 N,69.0 W,33,NE,NE,1200,E,300,N,490051.8,4429306.9,Residential,08/01/1985,10/04/1985,,LARAMIE FOX HILLS,Household use only,,100,10,90,6.00,,,,,10/14/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0255202,"(40.013911, -105.116576)",0255202  88053,85
0330882A,40237-F,Well Constructed,BOULDER,,Yes,1.0 S,69.0 W,30,NE,SE,194,E,1407,S,487383.2,4420295.3,General Purpose,09/10/1971,06/28/1972,,LARAMIE-FOX HILLS,"Irrigation, Municipal",,610,345,610,,,,0606076,,07/15/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330882A,"(39.932679, -105.147675)",0330882A 8425,85
0330882E,40241-F,Well Constructed,BOULDER,,Yes,1.0 S,69.0 W,30,NE,NW,1821,W,166,N,486397.9,4421411.9,General Purpose,10/10/1965,,,LARAMIE-FOX HILLS,"Irrigation, Municipal",,630,432,630,,,,0606077,,07/15/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330882E,"(39.942728, -105.159226)",0330882E 8425,85
0330882B,40238-F,Well Constructed,BOULDER,,Yes,1.0 S,69.0 W,31,NW,SW,1209,W,1745,S,486210.5,4418757.5,General Purpose,07/06/1965,,,LARAMIE-FOX HILLS,"Irrigation, Municipal",,800,,,,,,0606075,,07/15/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330882B,"(39.918803, -105.161359)",0330882B 8425,85
0329376,30929--A,Well Constructed,BOULDER,,Yes,1.0 S,69.0 W,19,NW,SW,970,W,2230,S,486131.9,4422135.5,Residential,08/23/1991,09/10/1991,,LARAMIE FOX HILLS,Domestic,,700,360,700,7.00,412.00,1991/08/23,,,05/15/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0329376,"(39.949237, -105.162355)",0329376 346143,85
0545006 ,267947-,Well Constructed,BOULDER,,Yes,1.0 N,69.0 W,20,NW,NW,500,W,750,N,487356.3,4432391.5,Residential,05/10/2006,04/16/2007,,LARAMIE FOX HILLS,Domestic,,21,11,21,15.00,14.00,2006/05/10,,,07/15/2015 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0545006,"(40.041661, -105.148226)",0545006  282181,85
0330882C,40239-F,Well Constructed,BOULDER,,Yes,1.0 S,69.0 W,29,NW,SW,92,W,1994,S,487471.4,4420474.6,General Purpose,05/16/1963,,,LARAMIE-FOX HILLS,"Irrigation, Municipal",,615,334,615,,,,0606056,,07/15/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330882C,"(39.934302, -105.146649)",0330882C 8425,85
0248009,136999-,Permit Canceled,ADAMS,,Yes,1.0 S,68.0 W,23,SE,NW,1980,W,1330,N,502464.1,4422634.6,Residential,09/19/1984,,,LARAMIE FOX HILLS,Domestic,,980,800,860,,140.00,1984/09/19,,,11/05/1984 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0248009,"(39.953853, -104.971163)",0248009 322142,82
0360322,186154-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,13,NW,SE,1650,E,2350,S,504607.4,4423750.6,Residential,11/14/1994,,,"ARAPAHOE, LARAMIE FOX HILLS",Household use only,,395,180,395,,154.00,1994/11/14,,,12/29/1994 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0360322,"(39.963899, -104.946067)",0360322 170205,82
0455095,222779-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,13,SW,SW,1278,W,1057,S,503701.6,4432977.5,Residential,02/05/2000,04/07/2000,,LARAMIE FOX HILLS,"Domestic, Stock",,650,440,650,10.30,172.00,2000/02/05,,,04/27/2000 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0455095,"(40.047027, -104.956611)",0455095 258376,1072
0450627 ,188022--A,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,SW,NW,1201,W,1872,N,502227.6,4422470.6,Residential,11/16/2000,11/25/2000,,LARAMIE FOX HILLS,Domestic,,980,800,980,10.00,544.00,2000/11/16,,,03/13/2013 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0450627,"(39.952376, -104.973927)",0450627  76447,82
0261353 ,8870-F-R,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,31,SE,SW,1400,W,175,S,495904.4,4418283.5,General Purpose,02/25/1986,03/05/1986,,LARAMIE FOX HILLS,Commercial,,1170,940,1170,38.00,400.00,1986/02/25,0705115,,05/12/1986 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0261353,"(39.914635, -105.047936)",0261353  293045,82
0260091A,29937-F,Permit Expired,ADAMS,,Yes,1.0 S,68.0 W,16,NW,SE,1650,E,3350,N,499754.3,4423647.4,General Purpose,04/23/1988,,,LARAMIE-FOX HILLS,Municipal,,921,766,818,,403.00,1988/04/23,,,10/18/1988 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0260091A,"(39.962974, -105.002891)",0260091A 295399,82
0444462,2105-F-R,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,30,NE,NE,400,E,500,N,496934.7,4421300.1,General Purpose,07/06/1999,07/27/1999,,LARAMIE FOX HILLS,Municipal,,1020,740,1020,56.00,575.00,1999/07/06,,,06/20/2000 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0444462,"(39.941822, -105.035887)",0444462 328981,86
0300273,154392-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,SE,1835,E,990,S,498107.3,4423360.6,Residential,12/30/1991,01/06/1992,,LARAMIE FOX HILLS,"Domestic, Stock",,980,740,980,10.00,486.00,1991/12/30,,,07/15/1993 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0300273,"(39.960395, -105.022174)",0300273 221163,86
0361058,174697-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,SE,SW,2444,W,894,S,502611.3,4421702.4,Residential,01/25/1994,,,LARAMIE FOX HILLS,Domestic,,915,829,915,,625.00,1994/01/25,,,02/02/1994 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0361058,"(39.945446, -104.969446)",0361058 339115,82
0440121 ,215497-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NE,NE,1060,E,1140,N,504790.2,4425905.1,Residential,06/10/1999,07/29/1999,,LARAMIE FOX HILLS,Domestic,,875,665,875,5.00,472.00,1999/06/10,,,09/20/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0440121,"(39.983305, -104.943908)",0440121  211064,82
0438439,51172-F,Well Constructed,DOUGLAS,,Yes,7.0 S,68.0 W,20,SW,SW,1234,W,375,S,497284.7,4363482.3,General Purpose,11/18/1998,02/03/1999,,LARAMIE FOX HILLS,"Domestic, Stock",0,500,140,480,7.00,75.00,1998/11/18,,87CW0300,11/30/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0438439,"(39.420866, -105.031552)",0438439 353763,3133
0502478 ,246808-,Well Constructed,WELD,,Yes,2.0 N,68.0 W,34,NE,NW,1550,W,773,N,500569.3,4438877.5,Residential,04/19/2003,04/25/2003,,LARAMIE FOX HILLS,Domestic,5020,400,180,380,13.70,81.00,2003/04/19,,,06/05/2003 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0502478,"(40.100201, -104.993334)",0502478  322092,1072
0503408B,247637-,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,35,NE,SE,1317,E,2147,S,502948.2,4370493.2,Monitoring/Observation,03/09/1979,05/17/1985,,LARAMIE-FOX HILLS,Monitoring/Sampling,,2302,1968,2302,,459.00,1979/03/09,,,12/27/2002 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0503408B,"(39.484039, -104.96573)",0503408B 301707,3133
0340404M,165434-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,SE,NW,1341,W,1458,N,497261.4,4430550.0,Monitoring/Observation,03/27/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5108,101,96,100,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404M,"(40.025164, -105.03211)",0340404M 236957,1072
0340404H,165429-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NE,NW,1368,W,82,N,497265.2,4430969.4,Monitoring/Observation,03/22/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5149,144,118,143,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404H,"(40.028939, -105.032065)",0340404H 236957,1072
0340404E,165426-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NW,NE,3282,W,35,N,497848.4,4430988.5,Monitoring/Observation,05/01/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5183,143,118,142,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404E,"(40.029112, -105.025232)",0340404E 236957,1072
0340404A,165422-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,SE,NE,3954,W,1572,N,498058.2,4430521.7,Monitoring/Observation,05/07/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5211,148,138,147,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404A,"(40.024914, -105.022769)",0340404A 236957,1072
0340404L,165433-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,SE,NW,1683,W,2632,N,497369.4,4430193.0,Monitoring/Observation,04/23/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5120,42,34,42,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404L,"(40.021948, -105.030843)",0340404L 236957,1072
0340404B,165423-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,SW,NE,3082,W,2644,N,497795.9,4430192.8,Monitoring/Observation,04/19/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5149,95,84,94,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404B,"(40.021949, -105.025839)",0340404B 236957,1072
0507465 ,251142-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,SE,NW,,,,,499208.6,4424209.0,Residential,11/16/2004,,,LARAMIE FOX HILLS,Domestic,5272,932,740,932,,613.00,2004/11/16,,,12/21/2021 02:49:00 PM,https://dwr.state.co.us/Tools/WellPermits/0507465,"(39.968037, -105.009272)",0507465  455920,82
0340404G,165428-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NE,NW,1325,W,728,N,497254.2,4430772.4,Monitoring/Observation,03/26/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5111,98,92,97,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404G,"(40.027165, -105.032193)",0340404G 236957,1072
0340404K,165432-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,SE,NW,1355,W,1902,N,497267.1,4430414.7,Monitoring/Observation,04/25/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5109,103,87,102,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404K,"(40.023948, -105.032039)",0340404K 236957,1072
0340404C,165424-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NE,NE,3935,W,448,N,498048.8,4430864.2,Monitoring/Observation,05/07/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5233,61,39,59,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404C,"(40.027996, -105.022876)",0340404C 236957,1072
0340404F,165427-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NW,NE,3294,W,35,N,497852.1,4430988.5,Monitoring/Observation,03/21/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5183,11,6,10,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404F,"(40.029121, -105.025185)",0340404F 236957,1072
0341059 ,165822-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,13,NE,SE,1000,E,2000,S,504805.9,4423643.8,Residential,07/01/1992,12/13/2016,,LARAMIE FOX HILLS,Domestic,,940,760,940,9.00,500.00,1992/07/01,,,01/13/2017 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0341059,"(39.962933, -104.943738)",0341059  23221,82
0340404J,165431-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NE,NW,1326,W,712,N,497254.4,4430777.3,Monitoring/Observation,03/22/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5111,22,12,21,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404J,"(40.02721, -105.032193)",0340404J 236957,1072
0375858,183148-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,32,SE,NW,,,,,497407.0,4428993.0,Residential,06/05/1995,06/23/2022,,LARAMIE FOX HILLS,"Domestic, Stock",,609,470,607,11.00,187.00,2022/06/23,,,07/26/2022 12:19:00 PM,https://dwr.state.co.us/Tools/WellPermits/0375858,"(40.011137, -105.030392)",0375858 260566,1072
3672715 ,299878-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NE,NE,,,,,504909.0,4425892.0,Residential,11/03/2017,11/06/2017,,LARAMIE FOX HILLS,Domestic,,920,,,8.00,450.00,2017/11/03,,,01/09/2018 12:21:00 PM,https://dwr.state.co.us/Tools/WellPermits/3672715,"(39.983187, -104.942515)",3672715  75656,82
0372589 ,43943-F,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,10,SW,SW,950,W,365,S,500537.5,4424779.5,General Purpose,09/29/1994,04/02/2014,,LARAMIE FOX HILLS,Municipal,,920,710,920,7.00,11.00,1994/09/29,,84CW0224,04/25/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0372589,"(39.973173, -104.993722)",0372589  290390,82
3678582 ,43543-F-R,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,10,SE,SW,,,,,500721.0,4424763.0,General Purpose,06/19/2017,07/13/2017,,LARAMIE-FOX HILLS,Municipal,,900,,,15.00,630.00,2017/07/13,,84CW0224,07/31/2017 01:43:00 PM,https://dwr.state.co.us/Tools/WellPermits/3678582,"(39.973029, -104.991567)",3678582  193754,82
3628009 ,67292-F,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,1,SW,NW,,,,,503690.0,4427251.0,General Purpose,01/31/1969,06/14/2017,,LARAMIE-FOX HILLS,"Irrigation, Municipal",,,,,7.90,580.00,2017/06/14,,"06CW0234, W2622",08/29/2017 07:52:00 AM,https://dwr.state.co.us/Tools/WellPermits/3628009,"(39.995437, -104.956784)",3628009  275617,82
0350607 ,170157-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SE,SW,2380,W,865,S,497782.9,4423320.1,Residential,03/19/1994,05/25/1994,,LARAMIE FOX HILLS,Domestic,,980,740,980,13.50,525.00,1994/03/19,,,01/06/2021 01:58:00 PM,https://dwr.state.co.us/Tools/WellPermits/0350607,"(39.960025, -105.025967)",0350607  434373,86
0384378 ,186568-,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,19,SE,SE,75,E,300,S,496881.1,4373161.5,Residential,06/18/1979,,,LARAMIE FOX HILLS,"Domestic, Stock",,820,556,800,,65.00,1979/06/18,,79CW0219,10/20/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0384378,"(39.508079, -105.036291)",0384378  23269,3133
9061794 ,13940-F,Permit Canceled,WELD,,Yes,1.0 N,68.0 W,9,SE,NW,,,,,499142.0,4435057.0,General Purpose,04/18/1969,,,LARAMIE FOX HILLS,Commercial,,624,,,,180.00,2012/01/03,,,04/30/1969 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9061794,"(40.065775, -105.010071)",9061794  21849,1072
0385149A,187658-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,SE,1479,E,165,S,498217.8,4423109.9,Residential,03/04/1999,05/21/1999,,LARAMIE-FOX HILLS,Domestic,,905,735,905,8.00,500.00,1999/03/04,,,05/24/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0385149A,"(39.958134, -105.020874)",0385149A 85178,86
9016002,17576-F,Well Constructed,DENVER,,Yes,3.0 S,68.0 W,33,NW,SE,2400,E,1970,S,499525.4,4399540.6,General Purpose,04/02/1939,,,LARAMIE FOX HILLS,Industrial,,1450,,1450,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9016002,"(39.745778, -105.005554)",9016002 243283,1444
9004949 ,99295-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,NE,NE,690,E,100,N,503277.6,4423005.6,Residential,06/27/1978,,,LARAMIE FOX HILLS,Domestic,,345,130,345,,33.00,1978/06/27,,,07/21/1978 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9004949,"(39.957192, -104.961632)",9004949  341718,82
9001791 ,13593-F,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,1,SW,NW,1000,W,2000,N,503781.2,4427193.0,General Purpose,01/31/1969,,,LARAMIE FOX HILLS,Commercial,,950,606,756,,112.00,1969/01/31,0208581,,03/21/1969 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9001791,"(39.994914, -104.955719)",9001791  87772,82
0350607 ,170157-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SE,SW,2380,W,865,S,497782.9,4423320.1,Residential,03/19/1994,05/25/1994,,LARAMIE FOX HILLS,Domestic,,980,740,980,13.50,525.00,1994/03/19,,,01/06/2021 01:58:00 PM,https://dwr.state.co.us/Tools/WellPermits/0350607,"(39.960025, -105.025967)",0350607  434374,86
0091098D,99294-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,NE,NE,100,E,86,N,503457.5,4423008.9,Residential,05/14/1981,,,LARAMIE FOX HILLS,Domestic,,410,130,410,,125.00,1981/05/14,,,05/05/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0091098D,"(39.957219, -104.959536)",0091098D 323845,82
3673101 ,79623-F,Well Constructed,ADAMS,,Yes,3.0 S,68.0 W,7,NE,SE,400,E,1700,S,496907.4,4405880.2,General Purpose,04/08/2016,09/02/2016,,LARAMIE-FOX HILLS,"Irrigation, Municipal, Other",5230,1475,1140,1410,130.00,364.00,2016/04/08,0706205,,12/19/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3673101,"(39.802888, -105.036141)",3673101  149668,82
3669998 ,298521-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,SE,NE,,,,,504970.0,4425464.0,Residential,08/22/2016,09/23/2016,,LARAMIE FOX HILLS,Domestic,5140,925,755,925,15.00,720.00,2016/08/22,,,11/16/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3669998,"(39.97933, -104.941803)",3669998  179958,82
0100260,104171-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,2,SE,SE,960,E,970,S,503182.2,4426561.2,Residential,02/02/1979,10/23/1979,,LARAMIE FOX HILLS,Household use only,,1040,687,860,12.00,310.00,1979/02/02,,,07/31/2020 04:40:00 PM,https://dwr.state.co.us/Tools/WellPermits/0100260,"(39.989223, -104.962738)",0100260 424117,82
3662458 ,293070-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,SW,NE,,,,,499795.0,4424010.0,Residential,10/24/2014,10/26/2014,,LARAMIE FOX HILLS,Domestic,,1000,750,1000,8.00,600.00,2014/10/24,,,11/18/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3662458,"(39.966245, -105.002411)",3662458  285076,82
0362205A,175264-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,SE,NE,,,,,499982.0,4424136.0,Residential,11/05/1994,08/21/2020,,LARAMIE FOX HILLS,Domestic,,920,740,920,10.00,570.00,2020/08/21,,,10/26/2020 08:39:00 AM,https://dwr.state.co.us/Tools/WellPermits/0362205A,"(39.96738, -105.000221)",0362205A 24921,82
0395729,193328-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,NE,2760,W,2400,N,497897.6,4423934.3,Residential,08/24/1996,,,LARAMIE FOX HILLS,Domestic,,905,775,905,,560.00,1996/08/24,,,08/27/1996 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0395729,"(39.965557, -105.024623)",0395729 92346,86
0206031,25563-F,Well Constructed,WELD,,Yes,2.0 N,68.0 W,33,NE,NE,150,E,850,N,500051.1,4438854.9,General Purpose,12/03/1980,,,LARAMIE-FOX HILLS,Other,,230,170,230,,34.00,1980/12/03,,,12/30/1982 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0206031,"(40.099994, -104.999412)",0206031 88860,1072
3656489 ,204212--A,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NE,NE,465,E,250,N,504972.9,4426174.9,Residential,03/31/2013,05/01/2013,,LARAMIE FOX HILLS,Domestic,,900,735,875,7.00,650.00,2013/03/31,,,11/25/2013 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3656489,"(39.985736, -104.941763)",3656489  312249,82
0219942D,25583-F,Well Constructed,WELD,,Yes,1.0 N,68.0 W,14,SE,SW,2600,W,1100,S,502501.6,4432983.2,General Purpose,12/06/1980,,,LARAMIE-FOX HILLS,Other,,290,250,290,,123.00,1980/12/06,,,12/30/1982 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0219942D,"(40.047086, -104.970679)",0219942D 88860,1072
3626269 ,276770-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,NW,NE,,,,,502791.0,4422670.0,Residential,03/06/2008,03/13/2008,,LARAMIE FOX HILLS,Domestic,,880,750,880,9.00,385.00,2008/03/06,,,06/01/2021 11:09:00 AM,https://dwr.state.co.us/Tools/WellPermits/3626269,"(39.954167, -104.967335)",3626269  443774,82
0219942F,25581-F,Well Constructed,WELD,,Yes,1.0 N,68.0 W,4,NW,SW,500,W,2300,S,498641.8,4436545.6,General Purpose,11/25/1980,,,LARAMIE-FOX HILLS,Other,,280,200,280,,20.00,1980/11/25,,,12/30/1982 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0219942F,"(40.07919, -105.015938)",0219942F 88860,1072
0219863,122783-,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,19,NW,NE,2500,E,300,N,496141.1,4374582.9,Residential,10/12/1984,07/27/1994,,LARAMIE FOX HILLS,"Domestic, Stock",,1142,,,15.00,392.00,1984/10/12,,,01/31/1997 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0219863,"(39.520889, -105.044907)",0219863 186358,3133
3620156 ,275200-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,NE,SW,2500,W,1890,S,502626.5,4422005.9,Residential,10/05/2007,,,LARAMIE FOX HILLS,Domestic,,920,818,920,,439.00,2007/10/05,,,09/23/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3620156,"(39.948185, -104.969269)",3620156  280673,82
0342321,165823-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,13,NE,NE,,,,,504949.2,4424587.7,Residential,07/10/1992,06/24/2020,,LARAMIE FOX HILLS,Domestic,,940,7509,40,7.00,500.00,2020/06/24,,,07/28/2020 08:39:00 AM,https://dwr.state.co.us/Tools/WellPermits/0342321,"(39.971438, -104.942056)",0342321 162621,82
0348603 ,169501-,Well Abandoned,BROOMFIELD,,Yes,1.0 S,68.0 W,6,SE,SW,2380,W,500,S,496216.5,4426421.5,Residential,09/03/1993,09/08/1993,02/07/2006,LARAMIE FOX HILLS,Domestic,,730,540,730,11.00,399.00,1993/09/03,,,02/09/2006 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0348603,"(39.987959, -105.044321)",0348603  300029,86
3619569 ,275054-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,SE,SW,3200,E,640,S,502509.1,4421625.7,Residential,01/31/2008,02/08/2008,,LARAMIE FOX HILLS,Domestic,,945,785,945,12.00,410.00,2008/01/31,,,09/05/2019 05:22:00 PM,https://dwr.state.co.us/Tools/WellPermits/3619569,"(39.944761, -104.970641)",3619569  410676,82
3620910 ,275580-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NE,NE,,,,,504968.0,4425996.0,Residential,11/12/2007,,,LARAMIE FOX HILLS,Domestic,,875,675,875,,649.00,2007/11/12,,,01/02/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3620910,"(39.984124, -104.941823)",3620910  344998,82
0238416A,26946-F,Well Constructed,ADAMS,,Yes,2.0 S,68.0 W,12,SE,NW,1920,W,1570,N,504096.9,4416112.2,General Purpose,12/22/1983,09/06/1984,,LARAMIE FOX HILLS,Municipal,,1410,1070,1380,100.00,604.00,1983/12/22,0205106,,10/22/1984 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0238416A,"(39.895074, -104.952087)",0238416A 185768,82
0244373 ,134971-,Permit Canceled,ADAMS,,Yes,1.0 S,68.0 W,12,SW,NE,1540,E,2500,N,504641.8,4425491.7,Residential,04/11/1984,,,LARAMIE FOX HILLS,Domestic,,830,662,830,,310.00,1984/04/11,,,04/23/1984 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0244373,"(39.979585, -104.945645)",0244373  349080,82
0456122 ,223771-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NW,SE,2073,E,2826,N,504478.9,4425393.6,Residential,11/09/2000,12/28/2000,,LARAMIE FOX HILLS,Domestic,,920,720,920,10.00,640.00,2000/11/09,,,02/28/2001 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0456122,"(39.978702, -104.947554)",0456122  298563,82
0414181,202961-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,16,SE,NE,150,E,1460,N,500027.5,4433787.7,Residential,08/14/1997,10/10/1997,,LARAMIE FOX HILLS,Domestic,,625,300,625,1.00,304.00,1997/08/14,,,09/24/1998 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0414181,"(40.054342, -104.999694)",0414181 13789,1072
0413567B,203235-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,SE,2440,E,900,S,497923.1,4423331.8,Residential,03/09/1999,03/26/1999,,LARAMIE FOX HILLS,Domestic,,905,740,905,7.00,534.00,1999/03/09,,,04/27/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0413567B,"(39.960133, -105.024328)",0413567B 73996,86
0413567A,203234-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,SE,2280,E,930,S,497971.8,4423341.3,Residential,01/06/1983,01/12/1983,,LARAMIE FOX HILLS,Domestic,,870,740,970,15.00,510.00,1983/01/06,,,04/12/2021 12:57:00 PM,https://dwr.state.co.us/Tools/WellPermits/0413567A,"(39.960215, -105.023755)",0413567A 440217,86
0503405 ,58903-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,23,SE,NE,,,,,502970.2,4373937.5,General Purpose,05/31/2003,12/07/2019,,LARAMIE-FOX HILLS,,,2460,,,198.00,1426.00,2019/12/17,0807005,W9192,01/30/2020 10:31:00 AM,https://dwr.state.co.us/Tools/WellPermits/0503405,"(39.51508, -104.965459)",0503405  157572,3133
