Receipt,Permit,Current Status,County,Designated Basin,Denver Basin Aquifer,Township,Range,Section,Q40,Q160,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Permit Category,Well Constructed,Pump Installed,Well Plugged,Associated Aquifers,Associated Uses,Elevation,Well Depth,Top Perforated Casing,Bottom Perforated Casing,Yield,Static Water Level,Static Water Level Date,WDID,Associated Case Numbers,Modified,More Information,Location,IDKey,Counties
0376420N,184092-,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,22,NW,SW,800,W,2000,S,510133.0,4422070.1,Residential,09/25/1996,03/06/1997,,LARAMIE FOX HILLS,"Domestic, Stock",,1080,960,1080,11.40,538.00,1996/09/25,,,12/16/2021 06:31:00 PM,https://dwr.state.co.us/Tools/WellPermits/0376420N,"(39.948705, -104.881389)",0376420N 455800,82
0382463,44900-F,Well Constructed,WELD,,Yes,1.0 N,67.0 W,31,SE,SE,925,E,80,S,506229.0,4427830.0,General Purpose,06/30/1995,,,LARAMIE FOX HILLS,"Commercial, Domestic",,815,644,815,,580.00,1995/06/30,,,10/16/2019 08:29:00 AM,https://dwr.state.co.us/Tools/WellPermits/0382463,"(40.000639, -104.927036)",0382463 412709,1072
0376420E,184083-,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,22,NE,SW,1550,W,1400,S,510363.7,4421888.6,Residential,04/05/1995,,,LARAMIE FOX HILLS,"Domestic, Stock",,1050,925,1050,,375.00,1995/04/05,,,04/11/1995 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0376420E,"(39.947071, -104.878688)",0376420E 320528,82
3662525A,293558-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,16,NE,NE,200,E,200,N,509633.2,4434157.3,Residential,09/21/1995,,,LARAMIE FOX HILLS,Domestic,5050,,560,680,,550.00,1995/09/21,,,02/28/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3662525A,"(40.057612, -104.887063)",3662525A 229807,1072
0395371 ,192963-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,26,SW,NW,600,W,2300,N,511508.8,4430311.6,Residential,11/15/1996,06/08/1998,,LARAMIE FOX HILLS,Domestic,,755,665,755,5.00,490.00,1996/11/15,,,10/13/2017 11:40:00 AM,https://dwr.state.co.us/Tools/WellPermits/0395371,"(40.022946, -104.865136)",0395371  375418,1072
0204910 ,38192--A,Well Constructed,WELD,,Yes,3.0 N,67.0 W,33,SW,SE,1863,E,200,S,509142.2,4447235.5,Residential,07/18/1980,07/29/1980,,LARAMIE FOX HILLS,Domestic,,67,35,67,,15.00,1980/07/18,,,08/18/2021 09:40:00 AM,https://dwr.state.co.us/Tools/WellPermits/0204910,"(40.175454, -104.892635)",0204910  448886,1072
3685596,313116-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,33,SE,SE,501,E,1165,S,509585.0,4428162.0,Residential,03/13/2006,06/24/2021,,LARAMIE FOX HILLS,"Domestic, Stock",,870,,,11.00,660.00,2021/06/24,,,08/18/2021 10:26:00 AM,https://dwr.state.co.us/Tools/WellPermits/3685596,"(40.003599, -104.887715)",3685596 385741,1072
0204910 ,38192--A,Well Constructed,WELD,,Yes,3.0 N,67.0 W,33,SW,SE,1863,E,200,S,509142.2,4447235.5,Residential,07/18/1980,07/29/1980,,LARAMIE FOX HILLS,Domestic,,67,35,67,,15.00,1980/07/18,,,08/18/2021 09:40:00 AM,https://dwr.state.co.us/Tools/WellPermits/0204910,"(40.175454, -104.892635)",0204910  448885,1072
0434292,212870-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,16,SE,NE,300,E,1420,N,509603.9,4433785.5,Residential,03/16/1999,04/14/1999,,LARAMIE FOX HILLS,"Domestic, Stock",,700,480,700,6.20,422.00,1999/03/16,,,05/04/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0434292,"(40.05427, -104.887409)",0434292 255562,1072
9065840 ,87716-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,1,NE,SW,1300,W,1820,S,513291.5,4436382.2,Residential,12/15/1976,04/11/1977,,LARAMIE FOX HILLS,Domestic,,665,465,665,13.00,130.00,1976/12/15,,,01/16/1978 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9065840,"(40.077609, -104.844128)",9065840  173211,1072
9066592,151496-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,20,SE,NE,300,E,2120,N,508015.4,4431965.9,Residential,05/02/1977,,,LARAMIE FOX HILLS,Domestic,,705,,,,321.00,2007/07/18,,,,https://dwr.state.co.us/Tools/WellPermits/9066592,"(40.037889, -104.906061)",9066592 335800,1072
9066116 ,100623-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,17,SE,SW,2540,W,650,S,507244.7,4432811.2,Residential,09/15/1978,09/21/1978,,LARAMIE FOX HILLS,"Domestic, Stock",,700,574,700,15.00,386.00,1978/09/15,,,12/15/1978 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9066116,"(40.045509, -104.915078)",9066116  285370,1072
3650451 ,285951-,Well Constructed,WELD,,Yes,2.0 N,67.0 W,26,SE,SE,316,E,1200,S,512783.8,4439441.7,Residential,11/23/2011,01/16/2012,,LARAMIE FOX HILLS,Domestic,4960,518,438,518,11.00,370.00,2011/11/23,,,10/16/2019 03:02:00 PM,https://dwr.state.co.us/Tools/WellPermits/3650451,"(40.105186, -104.850014)",3650451  412791,1072
3679909 ,80991-F,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,22,NW,SE,,,,,510976.4,4422136.2,Residential,12/02/2005,03/19/2018,,LARAMIE FOX HILLS,Domestic,,1190,,,14.50,790.00,2018/03/19,,02CW0185,06/04/2018 08:31:00 AM,https://dwr.state.co.us/Tools/WellPermits/3679909,"(39.949289, -104.87152)",3679909  220961,82
0010368 ,61082--A,Permit Canceled,WELD,,Yes,2.0 N,67.0 W,18,SE,SW,1200,W,600,S,505298.5,4442507.3,Residential,06/08/1985,06/02/1985,,LARAMIE FOX HILLS,Household use only,,270,190,270,15.00,40.00,1985/06/08,,,07/23/2019 03:18:00 PM,https://dwr.state.co.us/Tools/WellPermits/0010368,"(40.132881, -104.937811)",0010368  404245,1072
3649660 ,227657--A,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,22,NW,SW,,,,,509920.0,4422237.0,Residential,04/13/2011,05/01/2021,,LARAMIE FOX HILLS,Domestic,,1180,920,1180,7.00,837.00,2021/05/01,,,05/12/2021 08:45:00 AM,https://dwr.state.co.us/Tools/WellPermits/3649660,"(39.950212, -104.88388)",3649660  1964,82
0212104 ,118877-,Well Constructed,WELD,,Yes,2.0 N,67.0 W,36,NE,NW,2200,W,1200,N,513550.7,4438710.7,Residential,06/30/1981,07/01/1981,,LARAMIE FOX HILLS,Domestic,,505,,,10.00,208.00,1981/06/30,,,01/08/2009 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0212104,"(40.098588, -104.84103)",0212104  350355,1072
0211711 ,25191-F,Well Constructed,WELD,,Yes,2.0 N,67.0 W,22,SW,NE,1950,E,1690,N,510693.9,4441774.1,General Purpose,03/30/1981,05/06/1981,,LARAMIE FOX HILLS,"Commercial, Stock",,516,,,20.00,,,,,07/17/1981 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0211711,"(40.126226, -104.874497)",0211711  69138,1072
0010368 ,61082--A,Permit Canceled,WELD,,Yes,2.0 N,67.0 W,18,SE,SW,1200,W,600,S,505298.5,4442507.3,Residential,06/08/1985,06/02/1985,,LARAMIE FOX HILLS,Household use only,,270,190,270,15.00,40.00,1985/06/08,,,07/23/2019 03:18:00 PM,https://dwr.state.co.us/Tools/WellPermits/0010368,"(40.132881, -104.937811)",0010368  404244,1072
0521217 ,60946-F,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,36,NE,SW,2300,W,1900,S,513805.5,4418832.5,General Purpose,08/02/2004,09/01/2004,,LARAMIE FOX HILLS,"Industrial, Municipal",,1203,992,1203,9.50,396.00,2004/08/02,0210267,,10/01/2004 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0521217,"(39.919488, -104.838472)",0521217  308386,82
3631544 ,67416-F,Well Constructed,WELD,,Yes,1.0 N,67.0 W,1,SW,NW,570,W,2732,N,513066.4,4436632.8,General Purpose,04/22/1965,10/07/2008,,LARAMIE FOX HILLS,"Commercial, Domestic",,600,500,600,15.00,300.00,1965/04/22,,,07/27/2021 04:57:00 PM,https://dwr.state.co.us/Tools/WellPermits/3631544,"(40.079874, -104.846762)",3631544  447478,1072
0433917,213568-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,15,NE,NW,2200,W,100,N,510364.6,4434190.4,Residential,08/13/1999,09/30/2000,,LARAMIE FOX HILLS,Domestic,,753,453,753,12.00,440.00,1999/08/13,,,11/24/2000 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0433917,"(40.057901, -104.87848)",0433917 357110,1072
0452528A,222262-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,17,NE,NE,1190,E,950,N,507731.1,4433937.6,Residential,03/30/2000,,,LARAMIE FOX HILLS,Domestic,,695,485,695,,476.00,2000/03/30,,,12/27/2006 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0452528A,"(40.055658, -104.909367)",0452528A 363414,1072
0502255 ,58883-F,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,3,NW,SW,230,W,1355,S,509940.6,4426679.6,General Purpose,12/11/1980,01/15/1981,,LARAMIE FOX HILLS,"Irrigation, Municipal",,947,720,947,,565.00,1980/12/11,,,12/09/2003 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0502255,"(39.990242, -104.883567)",0502255  322300,82
0479091 ,15813-F-R,Well Constructed,WELD,,Yes,1.0 N,67.0 W,12,NW,NW,100,W,300,N,512932.4,4435734.7,General Purpose,10/09/2001,10/16/2001,,LARAMIE FOX HILLS,Domestic,,620,480,620,15.00,320.00,2001/10/09,,,05/05/2021 11:52:00 AM,https://dwr.state.co.us/Tools/WellPermits/0479091,"(40.071785, -104.848351)",0479091  442268,1072
3628960 ,67241-F,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,36,SE,NW,1850,W,2100,N,513669.3,4419230.2,General Purpose,04/07/1993,04/14/1993,,LARAMIE FOX HILLS,"Industrial, Municipal",,,,,,,,0210182,,05/12/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3628960,"(39.923067, -104.840055)",3628960  148727,82
3620188 ,66161-F,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,14,NW,NE,2149,E,88,N,512432.9,4424663.4,General Purpose,08/12/2009,08/12/2009,,LARAMIE FOX HILLS,"Commercial, Domestic",5020,960,8,960,7.00,674.00,2009/08/12,,,12/13/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3620188,"(39.972037, -104.854415)",3620188  93649,82
3677739 ,304116-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,15,NW,SW,,,,,509810.0,4433101.0,Residential,10/21/2017,10/23/2017,,LARAMIE FOX HILLS,Domestic,,700,,,9.00,510.00,2017/10/21,,,01/24/2018 12:20:00 PM,https://dwr.state.co.us/Tools/WellPermits/3677739,"(40.048096, -104.885004)",3677739  382279,1072
0228675,25862-F,Well Constructed,DOUGLAS,,Yes,6.0 S,67.0 W,11,SE,NW,2318,W,2725,S,512092.2,4377125.2,General Purpose,05/18/1980,10/10/1983,,LARAMIE-FOX HILLS,Municipal,,2398,2188,2398,153.00,506.00,1980/05/18,0806732,80CW0368,07/06/2010 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0228675,"(39.543717, -104.859283)",0228675 238235,3133
3685596,313116-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,33,SE,SE,501,E,1165,S,509585.0,4428162.0,Residential,03/13/2006,06/24/2021,,LARAMIE FOX HILLS,"Domestic, Stock",,870,,,11.00,660.00,2021/06/24,,,08/18/2021 10:26:00 AM,https://dwr.state.co.us/Tools/WellPermits/3685596,"(40.003599, -104.887715)",3685596 385740,1072
0433681 ,14448-F-R,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,20,NE,SE,80,E,2500,S,508258.4,4422206.7,General Purpose,12/02/1998,01/12/1999,,LARAMIE FOX HILLS,Municipal,5280,1200,975,1180,50.00,737.00,1998/12/02,0206568,W8688,04/01/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0433681,"(39.94996, -104.903337)",0433681  277148,82
0437599 ,130770--A,Well Constructed,WELD,,Yes,1.0 N,67.0 W,2,SE,NE,230,E,2500,N,512821.8,4436703.8,Residential,11/24/1998,,,LARAMIE FOX HILLS,Domestic,0,755,520,755,,283.00,1998/11/24,,,11/30/1998 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0437599,"(40.080517, -104.849622)",0437599  455193,1072
0440319 ,215794-,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,22,NE,NE,200,E,750,N,511443.8,4422844.1,Residential,02/17/2000,10/19/2000,,LARAMIE FOX HILLS,Domestic,,1025,855,1025,5.00,500.00,2000/02/17,,,12/07/2000 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0440319,"(39.955662, -104.866029)",0440319  129567,82
0348385 ,42124-F,Permit Canceled,ADAMS,,Yes,1.0 S,67.0 W,36,SE,NW,1850,W,2100,N,513669.3,4419230.2,General Purpose,04/07/1993,04/14/1993,,LARAMIE-FOX HILLS,Municipal,,1140,962,1140,22.00,150.00,1993/04/07,,83CW0303,07/31/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0348385,"(39.923067, -104.840055)",0348385  162947,82
3619795 ,275563-,Well Constructed,WELD,,Yes,3.0 N,67.0 W,34,SW,SE,3026,W,1003,S,510632.5,4447447.7,Residential,08/14/2008,08/18/2008,,LARAMIE FOX HILLS,Stock,,280,140,280,15.00,87.00,2008/08/14,,,09/04/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3619795,"(40.177346, -104.875119)",3619795  5871,1072
0407265B,199251--A,Well Constructed,WELD,,Yes,2.0 N,67.0 W,23,NE,NE,1150,E,450,N,512539.9,4442138.4,Residential,11/04/1996,,,LARAMIE FOX HILLS,Domestic,,540,277,540,,86.00,1996/11/04,,,11/15/1996 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0407265B,"(40.12948, -104.852824)",0407265B 347274,1072
0286503 ,15952-F-R,Permit Expired,ADAMS,,Yes,1.0 S,67.0 W,4,NW,SE,2040,E,2890,N,509248.4,4426926.4,General Purpose,08/25/1988,09/01/1988,,LARAMIE FOX HILLS,Commercial,,1084,834,1084,50.00,700.00,1988/08/25,0205228,W6561,09/14/1988 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0286503,"(39.992467, -104.891681)",0286503  246187,82
0237940A,27035-F,Permit Expired,DOUGLAS,,Yes,8.0 S,67.0 W,28,NE,NE,500,E,500,N,509645.3,4353610.1,General Purpose,02/27/1984,,,LARAMIE FOX HILLS,Municipal,,2516,2271,2331,,782.00,1984/02/27,,,03/22/1984 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0237940A,"(39.331862, -104.888101)",0237940A 34853,3133
0495842 ,245249-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,15,NW,SW,390,W,2500,S,509815.5,4433379.1,Residential,03/06/2003,,,LARAMIE FOX HILLS,Domestic,,780,540,780,,469.00,2003/03/06,,,11/16/2021 06:03:00 AM,https://dwr.state.co.us/Tools/WellPermits/0495842,"(40.0506, -104.884941)",0495842  454560,1072
0304113B,155191--A,Well Constructed,WELD,,Yes,1.0 N,67.0 W,12,NW,SW,132,W,2634,S,512949.1,4435040.9,Residential,08/17/1989,12/20/1989,,LARAMIE-FOX HILLS,Domestic,,700,520,700,20.00,420.00,1989/08/17,,,02/02/1990 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0304113B,"(40.065532, -104.848166)",0304113B 153813,1072
3617235 ,274173-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,1,SW,SW,488,W,1032,S,513046.5,4436141.1,Residential,08/25/2008,08/25/2008,,LARAMIE FOX HILLS,Domestic,,700,480,700,12.00,210.00,2008/08/25,,,10/14/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3617235,"(40.075441, -104.847006)",3617235  318725,1072
0444003 ,217234-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,16,NE,NE,550,E,600,N,509526.9,4434035.7,Residential,08/17/1994,08/31/1994,,LARAMIE FOX HILLS,Domestic,,720,540,720,,360.00,1994/08/17,,,04/12/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0444003,"(40.056523, -104.888308)",0444003  257182,1072
0479091 ,15813-F-R,Well Constructed,WELD,,Yes,1.0 N,67.0 W,12,NW,NW,100,W,300,N,512932.4,4435734.7,General Purpose,10/09/2001,10/16/2001,,LARAMIE FOX HILLS,Domestic,,620,480,620,15.00,320.00,2001/10/09,,,05/05/2021 11:52:00 AM,https://dwr.state.co.us/Tools/WellPermits/0479091,"(40.071785, -104.848351)",0479091  442266,1072
0413853B,203928-,Well Constructed,WELD,,Yes,2.0 N,67.0 W,12,SE,NW,1400,W,2600,N,513328.3,4444689.5,Residential,08/24/1997,10/02/1997,,LARAMIE FOX HILLS,"Domestic, Stock",,460,230,440,15.00,110.00,1997/08/24,,,01/13/1998 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0413853B,"(40.152451, -104.843522)",0413853B 66660,1072
0415235,48600-F,Well Constructed,WELD,,Yes,2.0 N,67.0 W,28,SE,NE,400,E,2940,S,509571.2,4439967.6,General Purpose,05/05/1998,07/01/1998,,LARAMIE FOX HILLS,"Commercial, Domestic",,600,450,600,25.00,225.00,1998/05/05,,,07/28/1998 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0415235,"(40.109968, -104.887704)",0415235 262355,1072
0546378 ,261730-,Permit Canceled,WELD,,Yes,1.0 N,67.0 W,33,SE,SE,655,E,1250,S,509537.9,4428189.4,Residential,03/13/2006,03/23/2006,,LARAMIE FOX HILLS,Domestic,,870,717,870,4.50,668.00,2006/03/13,,,10/07/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0546378,"(40.003843, -104.888265)",0546378  87615,1072
0479091 ,15813-F-R,Well Constructed,WELD,,Yes,1.0 N,67.0 W,12,NW,NW,100,W,300,N,512932.4,4435734.7,General Purpose,10/09/2001,10/16/2001,,LARAMIE FOX HILLS,Domestic,,620,480,620,15.00,320.00,2001/10/09,,,05/05/2021 11:52:00 AM,https://dwr.state.co.us/Tools/WellPermits/0479091,"(40.071785, -104.848351)",0479091  442265,1072
0451195,52954-F,Well Constructed,WELD,,Yes,2.0 N,67.0 W,27,NW,SE,1600,E,2400,S,510786.5,4439805.3,General Purpose,07/30/2000,08/10/2000,,LARAMIE FOX HILLS,Commercial,,600,450,600,30.00,325.00,2000/07/30,,,11/22/2000 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0451195,"(40.108484, -104.873439)",0451195 216955,1072
0297770,34974-F,Permit Canceled,WELD,,Yes,2.0 N,67.0 W,27,NW,SE,2400,E,2400,S,510542.7,4439804.7,General Purpose,12/10/1987,11/18/1988,,LARAMIE FOX HILLS,Stock,,620,435,620,15.00,283.00,1987/12/10,,,03/08/1989 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0297770,"(40.108488, -104.876302)",0297770 98143,1072
3683418B,81556-F,Well Constructed,WELD,,Yes,1.0 N,67.0 W,2,SW,NE,,,,,512335.2,4436884.4,General Purpose,12/20/2002,04/16/2003,,LARAMIE FOX HILLS,"Commercial, Irrigation, Other",,726,,,15.00,283.00,2002/12/20,,,05/25/2021 08:14:00 AM,https://dwr.state.co.us/Tools/WellPermits/3683418B,"(40.082146, -104.855331)",3683418B 443444,1072
0463220 ,227657-,Well Abandoned,ADAMS,,Yes,1.0 S,67.0 W,22,NW,SW,215,W,2550,S,509952.8,4422236.6,Residential,06/08/2001,,04/20/2011,LARAMIE FOX HILLS,"Domestic, Irrigation",,1140,900,1140,,790.00,2001/06/08,,,04/25/2011 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0463220,"(39.950212, -104.883494)",0463220  79672,82
0462216 ,54136-F,Well Constructed,WELD,,Yes,1.0 N,67.0 W,20,SW,SE,1600,E,256,S,507625.7,4431085.1,General Purpose,04/29/2002,04/29/2002,,LARAMIE FOX HILLS,Commercial,,702,540,702,10.00,572.00,2002/04/29,,,06/15/2007 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0462216,"(40.029955, -104.910631)",0462216  99392,1072
0415534B,205579-,Well Constructed,WELD,,Yes,3.0 N,67.0 W,34,NE,NW,1280,W,1290,N,510100.9,4448380.1,Residential,10/23/1997,08/28/1998,,LARAMIE FOX HILLS,"Domestic, Stock",,240,140,240,15.00,60.00,1997/10/23,,,09/11/1998 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0415534B,"(40.18575, -104.881353)",0415534B 248346,1072
0509590 ,59621-F,Well Constructed,DOUGLAS,,Yes,6.0 S,67.0 W,19,SE,NW,,,,,505712.0,4374201.0,General Purpose,05/15/2003,12/13/2021,,LARAMIE-FOX HILLS,"Industrial, Municipal",,2466,,,,1427.00,2017/03/30,0807004,W9192,02/18/2022 08:57:00 AM,https://dwr.state.co.us/Tools/WellPermits/0509590,"(39.517436, -104.933559)",0509590  116228,3133
3688661B,82699-F,Well Constructed,WELD,,Yes,1.0 N,67.0 W,17,SE,NE,,,,,507847.0,4433598.0,General Purpose,11/17/2006,12/09/2006,,LARAMIE FOX HILLS,Stock,,740,,,52.00,411.00,2006/12/09,,,10/18/2019 03:45:00 PM,https://dwr.state.co.us/Tools/WellPermits/3688661B,"(40.052594, -104.908011)",3688661B 386514,1072
0538930 ,62898-F,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,22,NW,SE,1370,E,1470,S,511094.1,4421914.5,General Purpose,12/15/2005,12/22/2005,,LARAMIE FOX HILLS,"Domestic, Stock",5050,1060,820,1060,7.00,740.00,2005/12/15,,02CW185,11/01/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0538930,"(39.947287, -104.870142)",0538930  292160,82
0538308 ,62871-F,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,22,NE,SE,1191,E,2675,N,511146.0,4422256.0,General Purpose,12/23/2005,,,LARAMIE FOX HILLS,Domestic,5112.01,1080,780,1080,,690.00,2005/12/23,,99CW0124,02/11/2022 09:40:00 AM,https://dwr.state.co.us/Tools/WellPermits/0538308,"(39.950368, -104.869528)",0538308  457508,82
0538308 ,62871-F,Well Constructed,ADAMS,,Yes,1.0 S,67.0 W,22,NE,SE,1191,E,2675,N,511146.0,4422256.0,General Purpose,12/23/2005,,,LARAMIE FOX HILLS,Domestic,5112.01,1080,780,1080,,690.00,2005/12/23,,99CW0124,02/11/2022 09:40:00 AM,https://dwr.state.co.us/Tools/WellPermits/0538308,"(39.950368, -104.869528)",0538308  457507,82
3688544,314257-,Well Constructed,WELD,,Yes,2.0 N,67.0 W,18,SE,SW,,,,,505457.7,4442492.1,Residential,05/08/1985,05/02/1985,,LARAMIE FOX HILLS,Domestic,,270,,,15.00,40.00,1985/05/08,,,07/23/2019 03:17:00 PM,https://dwr.state.co.us/Tools/WellPermits/3688544,"(40.132745, -104.935945)",3688544 404244,1072
3688544,314257-,Well Constructed,WELD,,Yes,2.0 N,67.0 W,18,SE,SW,,,,,505457.7,4442492.1,Residential,05/08/1985,05/02/1985,,LARAMIE FOX HILLS,Domestic,,270,,,15.00,40.00,1985/05/08,,,07/23/2019 03:17:00 PM,https://dwr.state.co.us/Tools/WellPermits/3688544,"(40.132745, -104.935945)",3688544 404245,1072
0500478 ,245174-,Permit Canceled,WELD,,Yes,1.0 N,67.0 W,33,SW,NW,730,W,1720,N,508344.8,4428877.4,Residential,03/07/2000,,,LARAMIE FOX HILLS,"Domestic, Stock",,885,760,885,,200.00,2000/03/07,,,03/13/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0500478,"(40.010054, -104.902233)",0500478  354783,1072
0494177 ,243796-,Well Constructed,WELD,,Yes,2.0 N,67.0 W,25,NE,NW,2415,W,945,N,513619.2,4440396.6,Residential,03/11/2003,,,LARAMIE FOX HILLS,"Domestic, Stock",,600,380,600,,273.00,2003/03/11,,,05/07/2003 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0494177,"(40.113777, -104.840196)",0494177  244044,1072
0290324,33976-F,Permit Expired,ADAMS,,Yes,1.0 S,67.0 W,6,NW,NE,1848,E,275,N,506081.8,4427721.8,General Purpose,08/02/2009,08/24/1988,,LARAMIE FOX HILLS,Municipal,,820,645,800,20.00,495.00,2009/08/02,,,08/07/1991 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0290324,"(39.999667, -104.928759)",0290324 364644,82
0298503 ,34993-F,Permit Expired,WELD,,Yes,1.0 N,67.0 W,34,NW,NW,260,W,330,N,509812.6,4429305.3,General Purpose,08/18/1987,10/01/1987,,LARAMIE FOX HILLS,Industrial,,625,615,625,11.50,245.00,1987/08/18,,,07/06/2010 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0298503,"(40.013895, -104.885026)",0298503  86906,1072
0041333,17412-F,Well Constructed,ARAPAHOE,,Yes,5.0 S,67.0 W,29,NE,NE,122,E,154,N,508195.5,4382770.9,General Purpose,12/07/1981,06/14/1982,,LARAMIE-FOX HILLS,Municipal,5640,2200,1925,2150,480.00,332.00,1981/12/07,0808062,W7733-74,09/23/1983 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0041333,"(39.594636, -104.904555)",0041333 64923,1395
0443677,217006-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,32,SE,NE,500,E,1500,N,507969.5,4428943.6,Residential,05/28/1999,08/03/1999,,LARAMIE FOX HILLS,Domestic,,815,575,815,7.00,420.00,1999/05/28,,,09/20/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0443677,"(40.010662, -104.906638)",0443677 93830,1072
0492318 ,242005-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,33,NE,NW,2200,W,400,N,508790.3,4429281.2,Residential,11/18/2002,08/29/2003,,LARAMIE FOX HILLS,Domestic,,840,590,840,6.00,550.00,2002/11/18,,,11/18/2003 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0492318,"(40.01369, -104.897014)",0492318  86483,1072
9064111,38974-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,11,NE,SE,,,,,512709.5,4434839.5,Residential,08/18/1969,,,LARAMIE FOX HILLS,"Domestic, Stock",,603,,,,74.00,2016/08/01,,,,https://dwr.state.co.us/Tools/WellPermits/9064111,"(40.06372, -104.850978)",9064111 6535,1072
9063678,33298-,Well Constructed,WELD,,Yes,1.0 N,67.0 W,21,NE,NE,,,,,509500.5,4432418.0,Residential,04/08/1968,,,LARAMIE FOX HILLS,Domestic,,750,,,,120.00,2016/08/01,,,,https://dwr.state.co.us/Tools/WellPermits/9063678,"(40.041946, -104.888642)",9063678 241167,1072
0041328,17415-F,Well Constructed,ARAPAHOE,,Yes,5.0 S,67.0 W,29,NW,SW,155,W,2150,S,506661.3,4381847.3,General Purpose,05/11/1979,,,LARAMIE-FOX HILLS,Municipal,5600,2181,868,2047,,260.00,1979/05/11,0808063,W7733-74,07/26/1979 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0041328,"(39.586324, -104.922442)",0041328 64923,1395
