"year","institutionname","institutionlevelid","institutionlevel","institutiontype","taxtype","cobased","division","agedesc","agemin","agemax","gender","ethnicity","studentlevel","degreelevel","residencyid","residency","cip2","cip","programname","recordcount"
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","2","Out-of-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","2","Out-of-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Female","Black or African American","Graduate","Masters","1","In-State","14","14.1004","Telecommunications Engineering",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","2","Out-of-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","13","13.0603","Educational Statistics and Research Methods",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","13","13.0603","Educational Statistics and Research Methods",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","2","Out-of-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","11","11.0701","Computer Science",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","1","In-State","24","24.0101","Liberal Arts and Sciences/Liberal Studies",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","1","In-State","24","24.0101","Liberal Arts and Sciences/Liberal Studies",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","1","In-State","24","24.0101","Liberal Arts and Sciences/Liberal Studies",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","15","15.0603",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","48","48.0201",,
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","31","31.0301","Parks, Recreation and Leisure Facilities Management, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","50","50.0702","Fine/Studio Arts, General",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Female","Asian","Graduate","Masters","1","In-State","13","13.1101","Counselor Education/School Counseling and Guidance Services",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","Asian or Pacific Islander","Undergraduate","Certificate","1","In-State","48","48.0201",,
"2011",,,,,,,,,,,"Female","Asian","Graduate","Masters","1","In-State","13","13.1101","Counselor Education/School Counseling and Guidance Services",
"2011",,,,,,,,,,,"Female","Asian","Graduate","Masters","1","In-State","13","13.1101","Counselor Education/School Counseling and Guidance Services",
"2011",,,,,,,,,,,"Female","Asian","Graduate","Masters","1","In-State","13","13.1101","Counselor Education/School Counseling and Guidance Services",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","Native American or Alaskan Native","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Female","Asian","Graduate","Masters","1","In-State","13","13.1101","Counselor Education/School Counseling and Guidance Services",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Doctoral","1","In-State","14","14.1901","Mechanical Engineering",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","48","48.0201",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","5","5.0299",,
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Graduate","Doctoral","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","2","Out-of-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","2","Out-of-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","20","20.0201",,
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","20","20.0202",,
"2001","Pikes Peak Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","40","40.0501","Chemistry, General",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","Hispanic","Undergraduate","Certificate","1","In-State","15","15.0603",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","1","In-State","14","14.4301","Biochemical Engineering",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","5","5.011",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","13","13.1001","Special Education and Teaching, General",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","1","In-State","14","14.1004","Telecommunications Engineering",
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Masters","1","In-State","42","42.2803","Counseling Psychology",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","48","48.0201",,
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Masters","1","In-State","42","42.2803","Counseling Psychology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","26","26.1309","Epidemiology",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","2","Out-of-State","52","52.0201","Business Administration and Management, General",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","15","15.0603",,
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","2","Out-of-State","52","52.0201","Business Administration and Management, General",
"2016","Colorado School of Mines","4","University","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","14","14.1001","Electrical and Electronics Engineering","18"
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","38","38.0101","Philosophy",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0905","Restaurant/Food Services Management",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0905","Restaurant/Food Services Management",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","27","27.0301","Applied Mathematics, General",
"2016","Colorado State University","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Graduate","Masters","1","In-State","1","1",,
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Masters","1","In-State","52","52.0801","Finance, General",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Associate","2","Out-of-State","48","48.0201",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","4","4.0601",,
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Masters","1","In-State","14","14.2001","Metallurgical Engineering",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Asian or Pacific Islander","Undergraduate","Associate","2","Out-of-State","48","48.0201",,
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","White, non-Hispanic","Undergraduate","Certificate","2","Out-of-State","51","51.1614",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","52","52.1401","Marketing/Marketing Management, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","52","52.1401","Marketing/Marketing Management, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Professional","2","Out-of-State","51","51.2001","Pharmacy",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","44","44.0401","Public Administration",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","44","44.0401","Public Administration",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","44","44.0401","Public Administration",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","44","44.0401","Public Administration",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","38","38.0201","Religion/Religious Studies",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","1","In-State","14","14.2001","Metallurgical Engineering",
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Doctoral","1","In-State","40","40.0501","Chemistry, General",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Male","Asian or Pacific Islander","Undergraduate","Certificate","2","Out-of-State","51","51.1614",,
"2011",,,,,,,,,,,"Female","Asian","Graduate","Masters","1","In-State","13","13.0901","Social and Philosophical Foundations of Education",
"2011",,,,,,,,,,,"Female","Asian","Graduate","Masters","1","In-State","13","13.0901","Social and Philosophical Foundations of Education",
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Doctoral","1","In-State","30","30.2501","Cognitive Science",
"2011",,,,,,,,,,,"Female","Black or African American","Graduate","Doctoral","1","In-State","26","26.0502","Microbiology, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","25","25.0101","Library and Information Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","13","13.1315","Reading Teacher Education",
"2001","Aims Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","2","Out-of-State","51","51.1614",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","13","13.1315","Reading Teacher Education",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","Black or African American, non-Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","1","1.0102",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","44","44","Human Services, General",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","44","44","Human Services, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","Hispanic","Undergraduate","Certificate","1","In-State","8","8.1105",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","31","31.0501","Health and Physical Education/Fitness, General",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","31","31.0501","Health and Physical Education/Fitness, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","8","8.1105",,
"2011",,,,,,,,,,,"Female","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","11","11.0701","Computer Science",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","26","26.1102","Biostatistics",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","26","26.1102","Biostatistics",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","26","26.1102","Biostatistics",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","8","8.1105",,
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","19","19.0905","Apparel and Textile Marketing Management",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,"10"
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2016","University of Colorado Colorado Springs","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","9","9.01",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","Black or African American","Graduate","Masters","1","In-State","52","52.0101","Business/Commerce, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0801","Physics, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Black or African American, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0801","Physics, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0801","Physics, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0801","Physics, General",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","9","9.0401",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","2","Out-of-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","2","Out-of-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","2","Out-of-State","52","52.0201","Business Administration and Management, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Unknown Ethnicity","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Unknown Ethnicity","Undergraduate","Associate","1","In-State","51","51.1601",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","20","20.0201",,
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","13","13.0501","Educational/Instructional Technology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","13","13.0501","Educational/Instructional Technology",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","51","51.3899","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","51","51.3899","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","2","Out-of-State","11","11.0401","Information Science/Studies",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0302","Japanese Language and Literature",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Doctoral","1","In-State","51","51.0911","Radiologic Technology/Science - Radiographer",
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Doctoral","1","In-State","40","40.0801","Physics, General",
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Doctoral","1","In-State","40","40.0801","Physics, General",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.1314","Physical Education Teaching and Coaching",
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","9","9.01",,
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","9","9.01",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","45","45.0201","Anthropology",
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","45","45.0201","Anthropology",
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Graduate","Professional","1","In-State","51","51.2001","Pharmacy",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","26","26.0406","Cell/Cellular and Molecular Biology",
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Masters","1","In-State","51","51.0912","Physician Assistant",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","4","4.0201",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","4","4.0201",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,"15"
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","26","26.1301","Ecology",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","2","Out-of-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","2","Out-of-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","2","Out-of-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Female","Asian","Graduate","Masters","1","In-State","51","51.3899","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","52","52.1101","International Business/Trade/Commerce",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","23","23.0101","English Language and Literature, General",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","23","23.0101","English Language and Literature, General",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","13","13.0499","Educational Administration and Supervision, Other",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","9","9.01",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","16","16.0102","Linguistics",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Professional","1","In-State","22","22.0101","Law",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Professional","1","In-State","22","22.0101","Law",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Professional","1","In-State","22","22.0101","Law",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Associate","1","In-State","51","51.0911","Radiologic Technology/Science - Radiographer",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","26","26.0102","Biomedical Sciences, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.131","Ecology and Evolutionary Biology",
