"year","institutionname","institutionlevelid","institutionlevel","institutiontype","taxtype","cobased","division","agedesc","agemin","agemax","gender","ethnicity","studentlevel","degreelevel","residencyid","residency","cip2","cip","programname","recordcount"
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","1","1.0901",,
"2011",,,,,,,,,,,"Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","23","23.0101","English Language and Literature, General",
"2011",,,,,,,,,,,"Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","23","23.0101","English Language and Literature, General",
"2011",,,,,,,,,,,"Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","23","23.0101","English Language and Literature, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Unknown Ethnicity","Undergraduate","Associate","1","In-State","20","20.0203",,
"2011",,,,,,,,,,,"Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","23","23.0101","English Language and Literature, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","52","52.1001","Human Resources Management/Personnel Administration, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Unknown Ethnicity","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","16","16.12","Classics and Classical Languages, Literatures, and Linguistics, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","51","51.1613",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Doctoral","2","Out-of-State","27","27.0301","Applied Mathematics, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","2","2.0203",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Doctoral","2","Out-of-State","27","27.0301","Applied Mathematics, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","50","50.0703","Art History, Criticism and Conservation",
"2011",,,,,,,,,,,"Male","Black or African American","Graduate","Masters","1","In-State","11","11.0101","Computer and Information Sciences, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0902","Music History, Literature, and Theory",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0905","Spanish Language and Literature",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0905","Spanish Language and Literature",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.0301","Curriculum and Instruction",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.0301","Curriculum and Instruction",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.0301","Curriculum and Instruction",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.0301","Curriculum and Instruction",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.0301","Curriculum and Instruction",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","2","Out-of-State","44","44.0401","Public Administration",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","2","Out-of-State","44","44.0401","Public Administration",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1613",,
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Certificate","1","In-State","46","46.0303","Lineworker",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","15","15.0803","Automotive Engineering Technology/Technician",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","15","15.0803","Automotive Engineering Technology/Technician",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1002","American Government and Politics (United States)",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1002","American Government and Politics (United States)",
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","2","Out-of-State","24","24.0101","Liberal Arts and Sciences/Liberal Studies",
"2011",,,,,,,,,,,"Female","Black or African American","Graduate","Doctoral","1","In-State","51","51.2399","Rehabilitation and Therapeutic Professions, Other",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","8","8.0708",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","40","40.0801","Physics, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","40","40.0801","Physics, General",
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","16","16.12","Classics and Classical Languages, Literatures, and Linguistics, General",
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","16","16.12","Classics and Classical Languages, Literatures, and Linguistics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2016","University of Colorado Colorado Springs","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.01",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","8","8.0708",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Male","Asian","Graduate","Masters","2","Out-of-State","51","51.2202","Environmental Health",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1613",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","52","52.0801","Finance, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,"20"
"2007","Colorado Mesa University","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","52","52.0801","Finance, General",
"2011",,,,,,,,,,,"Male","Asian","Graduate","Masters","1","In-State","13","13.1001","Special Education and Teaching, General",
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","2","Out-of-State","52","52.1401","Marketing/Marketing Management, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","27","27.0101","Mathematics, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","27","27.0101","Mathematics, General",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","50","50.0703","Art History, Criticism and Conservation",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","50","50.0703","Art History, Criticism and Conservation",
"2011",,,,,,,,,,,"Male","Black or African American","Graduate","Masters","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","Black or African American","Graduate","Masters","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","23","23.1304","Rhetoric and Composition",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","23","23.1304","Rhetoric and Composition",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","14","14.0701","Chemical Engineering",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","50","50.0601","Film/Cinema/Video Studies",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0102","Biomedical Sciences, General",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","2","Out-of-State","26","26.0901","Physiology, General",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","49","49.0102","Airline/Commercial/Professional Pilot and Flight Crew",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","30","30.1801","Natural Sciences",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","8","8.0708",,
"2011",,,,,,,,,,,"Female","Black or African American","Graduate","Masters","2","Out-of-State","13","13.0404","Educational, Instructional, and Curriculum Supervision",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1613",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","44","44","Human Services, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0501","Chemistry, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,"11"
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","Unknown Ethnicity","Undergraduate","Associate","2","Out-of-State","2","2.0203",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Associate","2","Out-of-State","2","2.0203",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","38","38.0101","Philosophy",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","38","38.0101","Philosophy",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","38","38.0101","Philosophy",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","38","38.0101","Philosophy",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","9","9.0102",,
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","9","9.0102",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","45","45.0201","Anthropology",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","45","45.0201","Anthropology",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","45","45.0201","Anthropology",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","45","45.0201","Anthropology",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Male","White, non-Hispanic","Undergraduate","Associate","2","Out-of-State","8","8.0708",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Doctoral","1","In-State","3","3.0301",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","2","Out-of-State","45","45.0101","Social Sciences, General",
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","4","4.0301",,
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","52","52.1201","Management Information Systems, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Hispanic","Undergraduate","Associate","2","Out-of-State","2","2.0203",,
"2011",,,,,,,,,,,"Female","Native American or Alaskan Native","Graduate","Masters","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0599","Dramatic/Theatre Arts and Stagecraft, Other",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0599","Dramatic/Theatre Arts and Stagecraft, Other",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","2","Out-of-State","1","1.0102",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","White, non-Hispanic","Undergraduate","Associate","2","Out-of-State","2","2.0203",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2016","CSU-Global Campus","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","9","9.01",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Male","White, non-Hispanic","Undergraduate","Associate","2","Out-of-State","2","2.0203",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Masters","2","Out-of-State","13","13.1101","Counselor Education/School Counseling and Guidance Services",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","26","26.0202","Biochemistry",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","54","54.0101","History, General",
