"geofips","msa_name","year","industry","thousands_dollars","blank_key"
"24540","Greeley, CO","2002","Professional and business services","448379",
"24540","Greeley, CO","2002","Professional, scientific, and technical services","164872",
"24540","Greeley, CO","2002","Management of companies and enterprises","132219",
"24540","Greeley, CO","2002","Administrative and support and waste management and remediation services","156326",
"24540","Greeley, CO","2002","Educational services, health care, and social assistance","442462",
"24540","Greeley, CO","2002","Educational services","14906",
"24540","Greeley, CO","2002","Health care and social assistance","427259",
"24540","Greeley, CO","2002","Arts, entertainment, recreation, accommodation, and food services","173985",
"24540","Greeley, CO","2002","Arts, entertainment, and recreation","22765",
"24540","Greeley, CO","2002","Accommodation and food services","151214",
"24540","Greeley, CO","2002","Other services (except government and government enterprises)","244868",
"24540","Greeley, CO","2002","Government and government enterprises","883972",
"24540","Greeley, CO","2002","Natural resources and mining","916183",
"24540","Greeley, CO","2002","Trade","801862",
"24540","Greeley, CO","2002","Transportation and utilities","422216",
"24540","Greeley, CO","2002","Manufacturing and information","1082950",
"24540","Greeley, CO","2002","Private goods-producing industries 2/","2694168",
"24540","Greeley, CO","2002","Private services-providing industries 3/","3968414",
"39380","Pueblo, CO","2002","All industry total","4572298",
"39380","Pueblo, CO","2002","Private industries","3652538",
"39380","Pueblo, CO","2002","Agriculture, forestry, fishing and hunting","7126",
"39380","Pueblo, CO","2002","Mining, quarrying, and oil and gas extraction","14668",
"39380","Pueblo, CO","2002","Utilities","227557",
"39380","Pueblo, CO","2002","Construction","302857",
"39380","Pueblo, CO","2002","Manufacturing","423573",
"39380","Pueblo, CO","2002","Durable goods manufacturing","336791",
"39380","Pueblo, CO","2002","Nondurable goods manufacturing","84603",
"39380","Pueblo, CO","2002","Wholesale trade","93665",
"39380","Pueblo, CO","2002","Retail trade","384867",
"39380","Pueblo, CO","2002","Transportation and warehousing","164793",
"39380","Pueblo, CO","2002","Information","81071",
"39380","Pueblo, CO","2002","Finance, insurance, real estate, rental, and leasing","871416",
"39380","Pueblo, CO","2002","Finance and insurance","178031",
"39380","Pueblo, CO","2002","Real estate and rental and leasing","687117",
"39380","Pueblo, CO","2002","Professional and business services","227243",
"39380","Pueblo, CO","2002","Professional, scientific, and technical services","89745",
"39380","Pueblo, CO","2002","Management of companies and enterprises","28681",
"39380","Pueblo, CO","2002","Administrative and support and waste management and remediation services","111814",
"39380","Pueblo, CO","2002","Educational services, health care, and social assistance","527961",
"39380","Pueblo, CO","2002","Educational services","9731",
"39380","Pueblo, CO","2002","Health care and social assistance","517618",
"39380","Pueblo, CO","2002","Arts, entertainment, recreation, accommodation, and food services","167627",
"39380","Pueblo, CO","2002","Arts, entertainment, and recreation","20306",
"39380","Pueblo, CO","2002","Accommodation and food services","148213",
"39380","Pueblo, CO","2002","Other services (except government and government enterprises)","157908",
"39380","Pueblo, CO","2002","Government and government enterprises","928784",
"39380","Pueblo, CO","2002","Natural resources and mining","24270",
"39380","Pueblo, CO","2002","Trade","481423",
"39380","Pueblo, CO","2002","Transportation and utilities","385031",
"39380","Pueblo, CO","2002","Manufacturing and information","511586",
"39380","Pueblo, CO","2002","Private goods-producing industries 2/","748367",
"39380","Pueblo, CO","2002","Private services-providing industries 3/","2892402",
"14500","Boulder, CO","2003","All industry total","17119892",
"14500","Boulder, CO","2003","Private industries","14765637",
"14500","Boulder, CO","2003","Agriculture, forestry, fishing and hunting","2977",
"14500","Boulder, CO","2003","Mining, quarrying, and oil and gas extraction","79844",
"14500","Boulder, CO","2003","Utilities","113704",
"14500","Boulder, CO","2003","Construction","830041",
"14500","Boulder, CO","2003","Manufacturing","1692414",
"14500","Boulder, CO","2003","Durable goods manufacturing",,"(D)"
"14500","Boulder, CO","2003","Nondurable goods manufacturing",,"(D)"
"14500","Boulder, CO","2003","Wholesale trade","736107",
"14500","Boulder, CO","2003","Retail trade","960803",
"14500","Boulder, CO","2003","Transportation and warehousing","170150",
"14500","Boulder, CO","2003","Information","1854590",
"14500","Boulder, CO","2003","Finance, insurance, real estate, rental, and leasing","3405066",
"14500","Boulder, CO","2003","Finance and insurance","580347",
"14500","Boulder, CO","2003","Real estate and rental and leasing","2816232",
"14500","Boulder, CO","2003","Professional and business services","2944901",
"14500","Boulder, CO","2003","Professional, scientific, and technical services","2408215",
"14500","Boulder, CO","2003","Management of companies and enterprises","172014",
"14500","Boulder, CO","2003","Administrative and support and waste management and remediation services","362455",
"14500","Boulder, CO","2003","Educational services, health care, and social assistance","1117539",
"14500","Boulder, CO","2003","Educational services","126498",
"14500","Boulder, CO","2003","Health care and social assistance","992039",
"14500","Boulder, CO","2003","Arts, entertainment, recreation, accommodation, and food services","608513",
"14500","Boulder, CO","2003","Arts, entertainment, and recreation","131664",
"14500","Boulder, CO","2003","Accommodation and food services","475729",
"14500","Boulder, CO","2003","Other services (except government and government enterprises)","456426",
"14500","Boulder, CO","2003","Government and government enterprises","2410525",
"14500","Boulder, CO","2003","Natural resources and mining","84253",
"14500","Boulder, CO","2003","Trade","1710051",
"14500","Boulder, CO","2003","Transportation and utilities","279063",
"14500","Boulder, CO","2003","Manufacturing and information","3528610",
"14500","Boulder, CO","2003","Private goods-producing industries 2/","2500573",
"14500","Boulder, CO","2003","Private services-providing industries 3/","12329732",
"17820","Colorado Springs, CO","2003","All industry total","24969721",
"17820","Colorado Springs, CO","2003","Private industries","18197815",
"17820","Colorado Springs, CO","2003","Agriculture, forestry, fishing and hunting",,"(D)"
"17820","Colorado Springs, CO","2003","Mining, quarrying, and oil and gas extraction","164869",
"17820","Colorado Springs, CO","2003","Utilities","285022",
"17820","Colorado Springs, CO","2003","Construction","1645458",
"17820","Colorado Springs, CO","2003","Manufacturing",,"(D)"
"17820","Colorado Springs, CO","2003","Durable goods manufacturing",,"(D)"
"17820","Colorado Springs, CO","2003","Nondurable goods manufacturing","234100",
"17820","Colorado Springs, CO","2003","Wholesale trade","587679",
"17820","Colorado Springs, CO","2003","Retail trade","1745361",
"17820","Colorado Springs, CO","2003","Transportation and warehousing","276077",
"17820","Colorado Springs, CO","2003","Information","1372640",
"17820","Colorado Springs, CO","2003","Finance, insurance, real estate, rental, and leasing","4634781",
"17820","Colorado Springs, CO","2003","Finance and insurance","1168334",
"17820","Colorado Springs, CO","2003","Real estate and rental and leasing","3456188",
"17820","Colorado Springs, CO","2003","Professional and business services","2831700",
"17820","Colorado Springs, CO","2003","Professional, scientific, and technical services","1854435",
"17820","Colorado Springs, CO","2003","Management of companies and enterprises","157269",
"17820","Colorado Springs, CO","2003","Administrative and support and waste management and remediation services","836354",
"17820","Colorado Springs, CO","2003","Educational services, health care, and social assistance","1613179",
"17820","Colorado Springs, CO","2003","Educational services","241322",
"17820","Colorado Springs, CO","2003","Health care and social assistance","1370615",
"17820","Colorado Springs, CO","2003","Arts, entertainment, recreation, accommodation, and food services","1109742",
"17820","Colorado Springs, CO","2003","Arts, entertainment, and recreation","202040",
"17820","Colorado Springs, CO","2003","Accommodation and food services","907603",
"17820","Colorado Springs, CO","2003","Other services (except government and government enterprises)","805674",
"17820","Colorado Springs, CO","2003","Government and government enterprises","6798496",
"17820","Colorado Springs, CO","2003","Natural resources and mining",,"(D)"
"17820","Colorado Springs, CO","2003","Trade","2343476",
"17820","Colorado Springs, CO","2003","Transportation and utilities","556397",
"17820","Colorado Springs, CO","2003","Manufacturing and information",,"(D)"
"17820","Colorado Springs, CO","2003","Private goods-producing industries 2/","2963871",
"17820","Colorado Springs, CO","2003","Private services-providing industries 3/","15234225",
"19740","Denver-Aurora-Lakewood, CO","2003","All industry total","135055202",
"19740","Denver-Aurora-Lakewood, CO","2003","Private industries","118621645",
"19740","Denver-Aurora-Lakewood, CO","2003","Agriculture, forestry, fishing and hunting",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Mining, quarrying, and oil and gas extraction","1361097",
"19740","Denver-Aurora-Lakewood, CO","2003","Utilities","879984",
"19740","Denver-Aurora-Lakewood, CO","2003","Construction",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Manufacturing",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Durable goods manufacturing","3616050",
"19740","Denver-Aurora-Lakewood, CO","2003","Nondurable goods manufacturing",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Wholesale trade","10800823",
"19740","Denver-Aurora-Lakewood, CO","2003","Retail trade","7965195",
"19740","Denver-Aurora-Lakewood, CO","2003","Transportation and warehousing",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Information",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Finance, insurance, real estate, rental, and leasing","29418530",
"19740","Denver-Aurora-Lakewood, CO","2003","Finance and insurance","10039264",
"19740","Denver-Aurora-Lakewood, CO","2003","Real estate and rental and leasing","19310958",
"19740","Denver-Aurora-Lakewood, CO","2003","Professional and business services","18403989",
"19740","Denver-Aurora-Lakewood, CO","2003","Professional, scientific, and technical services","11038001",
"19740","Denver-Aurora-Lakewood, CO","2003","Management of companies and enterprises",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Administrative and support and waste management and remediation services",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Educational services, health care, and social assistance","8543320",
"19740","Denver-Aurora-Lakewood, CO","2003","Educational services",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Health care and social assistance",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Arts, entertainment, recreation, accommodation, and food services","5526071",
"19740","Denver-Aurora-Lakewood, CO","2003","Arts, entertainment, and recreation","1718079",
"19740","Denver-Aurora-Lakewood, CO","2003","Accommodation and food services","3797538",
"19740","Denver-Aurora-Lakewood, CO","2003","Other services (except government and government enterprises)","3905968",
"19740","Denver-Aurora-Lakewood, CO","2003","Government and government enterprises","16566912",
"19740","Denver-Aurora-Lakewood, CO","2003","Natural resources and mining",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Trade","18785076",
"19740","Denver-Aurora-Lakewood, CO","2003","Transportation and utilities",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Manufacturing and information",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2003","Private goods-producing industries 2/","18057281",
"19740","Denver-Aurora-Lakewood, CO","2003","Private services-providing industries 3/","100514545",
"22660","Fort Collins, CO","2003","All industry total","11212746",
"22660","Fort Collins, CO","2003","Private industries","9176430",
"22660","Fort Collins, CO","2003","Agriculture, forestry, fishing and hunting","6062",
"22660","Fort Collins, CO","2003","Mining, quarrying, and oil and gas extraction","88505",
"22660","Fort Collins, CO","2003","Utilities","131536",
"22660","Fort Collins, CO","2003","Construction","1075207",
"22660","Fort Collins, CO","2003","Manufacturing","1010513",
"22660","Fort Collins, CO","2003","Durable goods manufacturing","715189",
"22660","Fort Collins, CO","2003","Nondurable goods manufacturing","306735",
"22660","Fort Collins, CO","2003","Wholesale trade","391338",
"22660","Fort Collins, CO","2003","Retail trade","874536",
"22660","Fort Collins, CO","2003","Transportation and warehousing","167067",
"22660","Fort Collins, CO","2003","Information","250506",
"22660","Fort Collins, CO","2003","Finance, insurance, real estate, rental, and leasing","2250795",
"22660","Fort Collins, CO","2003","Finance and insurance","373236",
"22660","Fort Collins, CO","2003","Real estate and rental and leasing","1868445",
"22660","Fort Collins, CO","2003","Professional and business services","1374086",
"22660","Fort Collins, CO","2003","Professional, scientific, and technical services","993205",
"22660","Fort Collins, CO","2003","Management of companies and enterprises","35108",
"22660","Fort Collins, CO","2003","Administrative and support and waste management and remediation services","344181",
"22660","Fort Collins, CO","2003","Educational services, health care, and social assistance","873969",
"22660","Fort Collins, CO","2003","Educational services","69201",
"22660","Fort Collins, CO","2003","Health care and social assistance","805961",
"22660","Fort Collins, CO","2003","Arts, entertainment, recreation, accommodation, and food services","476709",
"22660","Fort Collins, CO","2003","Arts, entertainment, and recreation","64179",
"22660","Fort Collins, CO","2003","Accommodation and food services","412741",
"22660","Fort Collins, CO","2003","Other services (except government and government enterprises)","331652",
"22660","Fort Collins, CO","2003","Government and government enterprises","2066547",
"22660","Fort Collins, CO","2003","Natural resources and mining","98743",
"22660","Fort Collins, CO","2003","Trade","1266713",
"22660","Fort Collins, CO","2003","Transportation and utilities","296745",
"22660","Fort Collins, CO","2003","Manufacturing and information","1259633",
"22660","Fort Collins, CO","2003","Private goods-producing industries 2/","2076825",
"22660","Fort Collins, CO","2003","Private services-providing industries 3/","7111991",
"24300","Grand Junction, CO","2003","All industry total","4641070",
"24300","Grand Junction, CO","2003","Private industries","3944607",
"24300","Grand Junction, CO","2003","Agriculture, forestry, fishing and hunting","4404",
"24300","Grand Junction, CO","2003","Mining, quarrying, and oil and gas extraction","74620",
"24300","Grand Junction, CO","2003","Utilities","42467",
"24300","Grand Junction, CO","2003","Construction","438916",
"24300","Grand Junction, CO","2003","Manufacturing","267579",
"24300","Grand Junction, CO","2003","Durable goods manufacturing","164637",
"24300","Grand Junction, CO","2003","Nondurable goods manufacturing","97832",
"24300","Grand Junction, CO","2003","Wholesale trade","183120",
"24300","Grand Junction, CO","2003","Retail trade","447500",
"24300","Grand Junction, CO","2003","Transportation and warehousing","171049",
"24300","Grand Junction, CO","2003","Information","76689",
"24300","Grand Junction, CO","2003","Finance, insurance, real estate, rental, and leasing","1070788",
"24300","Grand Junction, CO","2003","Finance and insurance","206086",
"24300","Grand Junction, CO","2003","Real estate and rental and leasing","860310",
"24300","Grand Junction, CO","2003","Professional and business services","334364",
"24300","Grand Junction, CO","2003","Professional, scientific, and technical services","171903",
"24300","Grand Junction, CO","2003","Management of companies and enterprises","29871",
"24300","Grand Junction, CO","2003","Administrative and support and waste management and remediation services","132905",
"24300","Grand Junction, CO","2003","Educational services, health care, and social assistance","471545",
"24300","Grand Junction, CO","2003","Educational services","10901",
"24300","Grand Junction, CO","2003","Health care and social assistance","460573",
"24300","Grand Junction, CO","2003","Arts, entertainment, recreation, accommodation, and food services","186948",
"24300","Grand Junction, CO","2003","Arts, entertainment, and recreation","21703",
"24300","Grand Junction, CO","2003","Accommodation and food services","165331",
"24300","Grand Junction, CO","2003","Other services (except government and government enterprises)","168087",
"24300","Grand Junction, CO","2003","Government and government enterprises","703500",
"24300","Grand Junction, CO","2003","Natural resources and mining","78510",
"24300","Grand Junction, CO","2003","Trade","634511",
"24300","Grand Junction, CO","2003","Transportation and utilities","216241",
"24300","Grand Junction, CO","2003","Manufacturing and information","338198",
"24300","Grand Junction, CO","2003","Private goods-producing industries 2/","789248",
"24300","Grand Junction, CO","2003","Private services-providing industries 3/","3153979",
"24540","Greeley, CO","2003","All industry total","7805108",
"24540","Greeley, CO","2003","Private industries","6920812",
"24540","Greeley, CO","2003","Agriculture, forestry, fishing and hunting","323070",
"24540","Greeley, CO","2003","Mining, quarrying, and oil and gas extraction","796067",
"24540","Greeley, CO","2003","Utilities","231904",
"24540","Greeley, CO","2003","Construction","755785",
"24540","Greeley, CO","2003","Manufacturing","956205",
"24540","Greeley, CO","2003","Durable goods manufacturing","348314",
"24540","Greeley, CO","2003","Nondurable goods manufacturing","626421",
"24540","Greeley, CO","2003","Wholesale trade","372010",
"24540","Greeley, CO","2003","Retail trade","466863",
"24540","Greeley, CO","2003","Transportation and warehousing","205290",
"24540","Greeley, CO","2003","Information","103753",
"24540","Greeley, CO","2003","Finance, insurance, real estate, rental, and leasing","1460911",
"24540","Greeley, CO","2003","Finance and insurance","378168",
"24540","Greeley, CO","2003","Real estate and rental and leasing","1075628",
"24540","Greeley, CO","2003","Professional and business services","458159",
"24540","Greeley, CO","2003","Professional, scientific, and technical services","165542",
"24540","Greeley, CO","2003","Management of companies and enterprises","119427",
"24540","Greeley, CO","2003","Administrative and support and waste management and remediation services","173669",
"24540","Greeley, CO","2003","Educational services, health care, and social assistance","456374",
"24540","Greeley, CO","2003","Educational services","17101",
"24540","Greeley, CO","2003","Health care and social assistance","439183",
"24540","Greeley, CO","2003","Arts, entertainment, recreation, accommodation, and food services","181029",
"24540","Greeley, CO","2003","Arts, entertainment, and recreation","24824",
"24540","Greeley, CO","2003","Accommodation and food services","156089",
"24540","Greeley, CO","2003","Other services (except government and government enterprises)","245398",
"24540","Greeley, CO","2003","Government and government enterprises","898868",
"24540","Greeley, CO","2003","Natural resources and mining","1060695",
"24540","Greeley, CO","2003","Trade","844314",
"24540","Greeley, CO","2003","Transportation and utilities","437278",
"24540","Greeley, CO","2003","Manufacturing and information","1052751",
"24540","Greeley, CO","2003","Private goods-producing industries 2/","2774330",
"24540","Greeley, CO","2003","Private services-providing industries 3/","4166033",
"39380","Pueblo, CO","2003","All industry total","4677807",
"39380","Pueblo, CO","2003","Private industries","3762244",
"39380","Pueblo, CO","2003","Agriculture, forestry, fishing and hunting","2462",
"39380","Pueblo, CO","2003","Mining, quarrying, and oil and gas extraction","20277",
"39380","Pueblo, CO","2003","Utilities","241867",
"39380","Pueblo, CO","2003","Construction","300965",
"39380","Pueblo, CO","2003","Manufacturing","489543",
"39380","Pueblo, CO","2003","Durable goods manufacturing","396626",
"39380","Pueblo, CO","2003","Nondurable goods manufacturing","89370",
"39380","Pueblo, CO","2003","Wholesale trade","102031",
"39380","Pueblo, CO","2003","Retail trade","390454",
"39380","Pueblo, CO","2003","Transportation and warehousing","176339",
"39380","Pueblo, CO","2003","Information","76556",
"39380","Pueblo, CO","2003","Finance, insurance, real estate, rental, and leasing","841006",
"39380","Pueblo, CO","2003","Finance and insurance","150579",
"39380","Pueblo, CO","2003","Real estate and rental and leasing","685892",
"39380","Pueblo, CO","2003","Professional and business services","249742",
"39380","Pueblo, CO","2003","Professional, scientific, and technical services","92333",
"39380","Pueblo, CO","2003","Management of companies and enterprises","30067",
"39380","Pueblo, CO","2003","Administrative and support and waste management and remediation services","129583",
"39380","Pueblo, CO","2003","Educational services, health care, and social assistance","556442",
"39380","Pueblo, CO","2003","Educational services","9364",
"39380","Pueblo, CO","2003","Health care and social assistance","546320",
"39380","Pueblo, CO","2003","Arts, entertainment, recreation, accommodation, and food services","164815",
"39380","Pueblo, CO","2003","Arts, entertainment, and recreation","19010",
"39380","Pueblo, CO","2003","Accommodation and food services","146772",
"39380","Pueblo, CO","2003","Other services (except government and government enterprises)","160350",
"39380","Pueblo, CO","2003","Government and government enterprises","922637",
"39380","Pueblo, CO","2003","Natural resources and mining","20996",
"39380","Pueblo, CO","2003","Trade","494854",
"39380","Pueblo, CO","2003","Transportation and utilities","410325",
"39380","Pueblo, CO","2003","Manufacturing and information","567580",
"39380","Pueblo, CO","2003","Private goods-producing industries 2/","814365",
"39380","Pueblo, CO","2003","Private services-providing industries 3/","2941183",
"14500","Boulder, CO","2004","All industry total","17608890",
"14500","Boulder, CO","2004","Private industries","15278807",
"14500","Boulder, CO","2004","Agriculture, forestry, fishing and hunting","10357",
"14500","Boulder, CO","2004","Mining, quarrying, and oil and gas extraction","100546",
"14500","Boulder, CO","2004","Utilities","123392",
"14500","Boulder, CO","2004","Construction","755026",
"14500","Boulder, CO","2004","Manufacturing","1937259",
"14500","Boulder, CO","2004","Durable goods manufacturing",,"(D)"
"14500","Boulder, CO","2004","Nondurable goods manufacturing",,"(D)"
"14500","Boulder, CO","2004","Wholesale trade","790565",
"14500","Boulder, CO","2004","Retail trade","953713",
"14500","Boulder, CO","2004","Transportation and warehousing","144530",
"14500","Boulder, CO","2004","Information","2024132",
"14500","Boulder, CO","2004","Finance, insurance, real estate, rental, and leasing","2990617",
"14500","Boulder, CO","2004","Finance and insurance","583317",
"14500","Boulder, CO","2004","Real estate and rental and leasing","2396386",
"14500","Boulder, CO","2004","Professional and business services","3259243",
"14500","Boulder, CO","2004","Professional, scientific, and technical services","2663131",
"14500","Boulder, CO","2004","Management of companies and enterprises","230524",
"14500","Boulder, CO","2004","Administrative and support and waste management and remediation services","372704",
"14500","Boulder, CO","2004","Educational services, health care, and social assistance","1201022",
"14500","Boulder, CO","2004","Educational services","136002",
"14500","Boulder, CO","2004","Health care and social assistance","1066099",
"14500","Boulder, CO","2004","Arts, entertainment, recreation, accommodation, and food services","597146",
"14500","Boulder, CO","2004","Arts, entertainment, and recreation","110749",
"14500","Boulder, CO","2004","Accommodation and food services","486778",
"14500","Boulder, CO","2004","Other services (except government and government enterprises)","489666",
"14500","Boulder, CO","2004","Government and government enterprises","2369340",
"14500","Boulder, CO","2004","Natural resources and mining","115529",
"14500","Boulder, CO","2004","Trade","1754350",
"14500","Boulder, CO","2004","Transportation and utilities","266087",
"14500","Boulder, CO","2004","Manufacturing and information","3953342",
"14500","Boulder, CO","2004","Private goods-producing industries 2/","2747978",
"14500","Boulder, CO","2004","Private services-providing industries 3/","12545916",
"17820","Colorado Springs, CO","2004","All industry total","25389212",
"17820","Colorado Springs, CO","2004","Private industries","18644062",
"17820","Colorado Springs, CO","2004","Agriculture, forestry, fishing and hunting",,"(D)"
"17820","Colorado Springs, CO","2004","Mining, quarrying, and oil and gas extraction","164668",
"17820","Colorado Springs, CO","2004","Utilities","335394",
"17820","Colorado Springs, CO","2004","Construction","1680865",
"17820","Colorado Springs, CO","2004","Manufacturing",,"(D)"
"17820","Colorado Springs, CO","2004","Durable goods manufacturing",,"(D)"
"17820","Colorado Springs, CO","2004","Nondurable goods manufacturing",,"(D)"
"17820","Colorado Springs, CO","2004","Wholesale trade","615859",
"17820","Colorado Springs, CO","2004","Retail trade","1765738",
"17820","Colorado Springs, CO","2004","Transportation and warehousing","319213",
"17820","Colorado Springs, CO","2004","Information","1356940",
"17820","Colorado Springs, CO","2004","Finance, insurance, real estate, rental, and leasing","4384776",
"17820","Colorado Springs, CO","2004","Finance and insurance","1073716",
"17820","Colorado Springs, CO","2004","Real estate and rental and leasing","3302825",
"17820","Colorado Springs, CO","2004","Professional and business services","3038086",
"17820","Colorado Springs, CO","2004","Professional, scientific, and technical services","2034026",
"17820","Colorado Springs, CO","2004","Management of companies and enterprises","124316",
"17820","Colorado Springs, CO","2004","Administrative and support and waste management and remediation services","885731",
"17820","Colorado Springs, CO","2004","Educational services, health care, and social assistance","1659695",
"17820","Colorado Springs, CO","2004","Educational services","261218",
"17820","Colorado Springs, CO","2004","Health care and social assistance","1398701",
"17820","Colorado Springs, CO","2004","Arts, entertainment, recreation, accommodation, and food services","1165647",
"17820","Colorado Springs, CO","2004","Arts, entertainment, and recreation","205611",
"17820","Colorado Springs, CO","2004","Accommodation and food services","960404",
"17820","Colorado Springs, CO","2004","Other services (except government and government enterprises)","819387",
"17820","Colorado Springs, CO","2004","Government and government enterprises","6752960",
"17820","Colorado Springs, CO","2004","Natural resources and mining",,"(D)"
"17820","Colorado Springs, CO","2004","Trade","2390674",
"17820","Colorado Springs, CO","2004","Transportation and utilities","649337",
"17820","Colorado Springs, CO","2004","Manufacturing and information",,"(D)"
"17820","Colorado Springs, CO","2004","Private goods-producing industries 2/","3208867",
"17820","Colorado Springs, CO","2004","Private services-providing industries 3/","15409213",
"19740","Denver-Aurora-Lakewood, CO","2004","All industry total","135615352",
"19740","Denver-Aurora-Lakewood, CO","2004","Private industries","119303748",
"19740","Denver-Aurora-Lakewood, CO","2004","Agriculture, forestry, fishing and hunting",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Mining, quarrying, and oil and gas extraction","1650701",
"19740","Denver-Aurora-Lakewood, CO","2004","Utilities",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Construction",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Manufacturing",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Durable goods manufacturing",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Nondurable goods manufacturing",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Wholesale trade",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Retail trade","8091543",
"19740","Denver-Aurora-Lakewood, CO","2004","Transportation and warehousing",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Information",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Finance, insurance, real estate, rental, and leasing","27919893",
"19740","Denver-Aurora-Lakewood, CO","2004","Finance and insurance",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Real estate and rental and leasing",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Professional and business services",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Professional, scientific, and technical services","11320053",
"19740","Denver-Aurora-Lakewood, CO","2004","Management of companies and enterprises",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Administrative and support and waste management and remediation services",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Educational services, health care, and social assistance","8920050",
"19740","Denver-Aurora-Lakewood, CO","2004","Educational services",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Health care and social assistance",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Arts, entertainment, recreation, accommodation, and food services","5562318",
"19740","Denver-Aurora-Lakewood, CO","2004","Arts, entertainment, and recreation","1521466",
"19740","Denver-Aurora-Lakewood, CO","2004","Accommodation and food services","4044387",
"19740","Denver-Aurora-Lakewood, CO","2004","Other services (except government and government enterprises)","3843269",
"19740","Denver-Aurora-Lakewood, CO","2004","Government and government enterprises","16426099",
"19740","Denver-Aurora-Lakewood, CO","2004","Natural resources and mining",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Trade",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Transportation and utilities",,"(D)"
"19740","Denver-Aurora-Lakewood, CO","2004","Manufacturing and information","19320693",
"19740","Denver-Aurora-Lakewood, CO","2004","Private goods-producing industries 2/","19043764",
"19740","Denver-Aurora-Lakewood, CO","2004","Private services-providing industries 3/","100284182",
"22660","Fort Collins, CO","2004","All industry total","11421876",
"22660","Fort Collins, CO","2004","Private industries","9387415",
"22660","Fort Collins, CO","2004","Agriculture, forestry, fishing and hunting","7748",
"22660","Fort Collins, CO","2004","Mining, quarrying, and oil and gas extraction","94646",
"22660","Fort Collins, CO","2004","Utilities","141292",
"22660","Fort Collins, CO","2004","Construction","1010863",
"22660","Fort Collins, CO","2004","Manufacturing","1126154",
"22660","Fort Collins, CO","2004","Durable goods manufacturing","802108",
"22660","Fort Collins, CO","2004","Nondurable goods manufacturing","331913",
"22660","Fort Collins, CO","2004","Wholesale trade","392951",
"22660","Fort Collins, CO","2004","Retail trade","894735",
"22660","Fort Collins, CO","2004","Transportation and warehousing","188302",
"22660","Fort Collins, CO","2004","Information","273638",
"22660","Fort Collins, CO","2004","Finance, insurance, real estate, rental, and leasing","2141841",
"22660","Fort Collins, CO","2004","Finance and insurance","336624",
"22660","Fort Collins, CO","2004","Real estate and rental and leasing","1798047",
"22660","Fort Collins, CO","2004","Professional and business services","1431929",
"22660","Fort Collins, CO","2004","Professional, scientific, and technical services","1006087",
"22660","Fort Collins, CO","2004","Management of companies and enterprises","40079",
"22660","Fort Collins, CO","2004","Administrative and support and waste management and remediation services","383465",
"22660","Fort Collins, CO","2004","Educational services, health care, and social assistance","932235",
"22660","Fort Collins, CO","2004","Educational services","72407",
"22660","Fort Collins, CO","2004","Health care and social assistance","860940",
"22660","Fort Collins, CO","2004","Arts, entertainment, recreation, accommodation, and food services","496265",
"22660","Fort Collins, CO","2004","Arts, entertainment, and recreation","56945",
"22660","Fort Collins, CO","2004","Accommodation and food services","440369",
"22660","Fort Collins, CO","2004","Other services (except government and government enterprises)","332169",
"22660","Fort Collins, CO","2004","Government and government enterprises","2059174",
"22660","Fort Collins, CO","2004","Natural resources and mining","107410",
"22660","Fort Collins, CO","2004","Trade","1289055",
"22660","Fort Collins, CO","2004","Transportation and utilities","327449",
"22660","Fort Collins, CO","2004","Manufacturing and information","1399168",
"22660","Fort Collins, CO","2004","Private goods-producing industries 2/","2179455",
"22660","Fort Collins, CO","2004","Private services-providing industries 3/","7209660",
