"community_cd","snow_clearing_responsibility","direction","location","status_cd","point"
,"COC-RD-RM",,"EB Edgevalley WY @ Edgevalley CL NW","Active","POINT (-114.1384168 51.134365)"
,"COC-RD-RM",,"EB 26 AV SW@ 29 ST SW","Active","POINT (-114.1288784 51.0299898)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1601544 51.1653179)"
,"COC-RD-RM",,"EB New Brighton DR @ New Brighton HT SE","Active","POINT (-113.9408338 50.9164859)"
,"COC-RD-RM",,"NB Whitehorn CTrain Station","Active","POINT (-113.9815859 51.0870005)"
,"COC-RD-RM",,"SB Queensland DR @ Queen Alexandra WY SE","Active","POINT (-114.027335 50.9376334)"
,"COC-RD-RM",,"SB 26 ST SE @ Doverglen CR","Active","POINT (-113.9992839 51.0205517)"
,"COC-RD-RM",,"WB Coach Hill RD @ Coach Bluff CR SW","Active","POINT (-114.185926 51.0560151)"
,"COC-RD-RM",,"SB 19 ST NE @ 18 AV NE","Active","POINT (-114.0136688 51.068522)"
,"COC-RD-RM",,"EB Crowfoot CR @ 200 Crowfoot GA NW","Active","POINT (-114.2003288 51.1287769)"
,"COC-RD-RM",,"NB 17 ST SE@ 3 AV SE","Active","POINT (-114.0132799 51.050621)"
,"COC-RD-RM",,"NB Ogden RD @ 78 AV SE","Active","POINT (-113.9986652 50.982976)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9844277 50.9154076)"
,"COC-RD-CM",,"NB Bannister RD @ North of 146 AV SE","Active","POINT (-114.0699066 50.9229842)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0775706 50.8866014)"
,"COC-RD-RM",,"WB Hidden Creek WY @ Panamount BV NW","Active","POINT (-114.0930212 51.1593689)"
,"COC-RD-RM",,"NB Sirocco DR @ Signal Hill HT SW","Active","POINT (-114.1668119 51.0329402)"
,"COC-RD-RM",,"WB 114 AV SE (WBay) @ 29 ST SE","Active","POINT (-113.9972112 50.9522338)"
,"COC-RD-RM",,"NB Cranston AV @ Cranarch CR SE","Active","POINT (-113.9705898 50.8667398)"
,"COC-RD-RM",,"SB Edgemont DR @ Edgemont RD NW","Active","POINT (-114.1487195 51.1165825)"
,"COC-RD-RM",,,"Active","POINT (-114.0818271 51.0400979)"
,"OTH-CONTRACTOR",,"WB 40 AV NW @ 33 ST NW","Active","POINT (-114.1368768 51.0876268)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0186448 50.9184799)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.930343 51.1251958)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1059613 51.1462177)"
,"COC-RD-RM",,,"Active","POINT (-114.0682115 51.0405075)"
,"COC-RD-RM",,"NB Signal Hill DR @ Signal Hill WY SW","Active","POINT (-114.1701014 51.0274162)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0245293 50.9008157)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.023155 50.9316595)"
,"OTH-CONTRACTOR",,"EB 8 AV SE @ 47 ST SE","Active","POINT (-113.9652213 51.0450823)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.065797 50.9303609)"
,"COC-RD-RM",,"NB Russet RD @ 15 AV NE","Active","POINT (-114.0423754 51.0663291)"
,"OTH-CONTRACTOR",,"SB Harvest Hills BV @ Panamount GA NW","Active","POINT (-114.0697584 51.1556902)"
,"COC-RD-RM",,"WB 14 AV SW @ 85 ST SW","Active","POINT (-114.2122317 51.0452614)"
,"COC-RD-RM",,"WB Memorial DR @ 44 ST NE","Active","POINT (-113.9705427 51.0529652)"
,"COC-RD-RM",,"WB Panamount BV @ E. Leg Panamount RD NW","Active","POINT (-114.0892323 51.1567075)"
,"COC-RD-RM",,"SB Bonaventure DR @ Lake Bonavista DR SE","Active","POINT (-114.0602293 50.9456089)"
,"OTH-CONTRACTOR",,"WB Hidden Valley DR @ Hidden Spring CI NW","Active","POINT (-114.111735 51.1517277)"
,"COC-RD-RM",,"NB McCall WY @ Pegasus RD NE","Active","POINT (-114.0114089 51.0944955)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0294821 51.0816411)"
,"COC-RD-CM",,"WB 24 ST NW @ Charleswood DR","Active","POINT (-114.1196495 51.0867625)"
,"COC-RD-RM",,,"Active","POINT (-114.0581542 51.0472091)"
,"COC-RD-RM",,"SB Sage Hill DR @ 144 AV NW","Active","POINT (-114.1413652 51.1824146)"
,"COC-RD-RM",,,"Active","POINT (-113.9502829 50.881269)"
,"COC-RD-RM",,"WB 27 AV NE @ 23 ST NE","Active","POINT (-114.0060256 51.0770064)"
,"COC-RD-CM",,"SB Midridge DR @ Midlawn PL SE","Active","POINT (-114.0631605 50.9174113)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9681248 50.9321248)"
,"COC-RD-RM",,"WB 17 AV SW @ 38 ST SW","Active","POINT (-114.1424441 51.0378602)"
,"OTH-CONTRACTOR",,"54 Avenue SW Station (SB)","Active","POINT (-114.1182365 51.0053382)"
,"OTH-CONTRACTOR",,"SB Elbow DR @ Lansdowne AV SW","Active","POINT (-114.0787929 51.0169013)"
,"COC-RD-RM",,"WB 33 AV SW@ 15 ST SW","Active","POINT (-114.0976394 51.0240635)"
,"COC-RD-RM",,"NB Auburn Bay BV @ Auburn Sound GR SE","Active","POINT (-113.9656809 50.8875945)"
,"COC-RD-RM",,"SB 24 ST SW @ Anderson RD","Active","POINT (-114.1181758 50.949348)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0712469 51.1250784)"
,"OTH-CONTRACTOR",,"WB Northmount DR @ Culver RD NW","Active","POINT (-114.098339 51.0838335)"
,"COC-RD-RM",,"SB MacEwan DR @ MacEwan Park RI NW","Active","POINT (-114.1157963 51.1360306)"
,"OTH-CONTRACTOR",,"EB Northmount DR @ Collingwood DR NW","Active","POINT (-114.1038218 51.0863622)"
,"COC-RD-RM",,"WB Shaganappi Point CTrain Station","Active","POINT (-114.1242189 51.0415626)"
,"COC-RD-RM",,"SB Stewart GR @ S. of Richmond RD SW","Active","POINT (-114.1691041 51.015465)"
,"OTH-CONTRACTOR",,"WB University WY @ Craigie Hall NW","Active","POINT (-114.1270655 51.0764951)"
,"COC-RD-RM",,"NB Hunterview DR @ Hunterburn HL NW","Active","POINT (-114.0832202 51.1182399)"
,"COC-RD-RM",,"WB Edenwold DR @ Edcath RI NW","Active","POINT (-114.1410667 51.1208659)"
,"COC-RD-RM",,"EB Berkley DR @ 13 ST NW","Active","POINT (-114.0937013 51.1270281)"
,"COC-RD-RM",,"SB Barlow TR @ 76 AV SE","Active","POINT (-113.9820583 50.9846868)"
,"COC-RD-RM",,"EB Aspen DR @ Lilac WY NW","Active","POINT (-114.2153831 51.0888229)"
,"COC-RD-RM",,"SB Saddletowne CTrain Station","Active","POINT (-113.9483583 51.1258952)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1180427 51.0741399)"
,"COC-RD-RM",,"NB Seton WY @ Front ST SE","Active","POINT (-113.9564243 50.8810332)"
,"OTH-CONTRACTOR",,"NB Centre ST N @ 28 AV N","Active","POINT (-114.0624175 51.0781477)"
,"COC-RD-RM",,"EB 24 AV NW @ Upper PL","Active","POINT (-114.1319828 51.0741675)"
,"COC-RD-RM",,"WB 11 AV @ 6 ST SW","Active","POINT (-114.077388 51.0428524)"
,"COC-RD-RM",,"NB 52 ST SE @ 50 AV SE","Active","POINT (-113.9582261 51.0094236)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0189533 50.9183556)"
,"COC-RD-RM",,"NB Taradale RD @ Taralake VIEW NE","Active","POINT (-113.9307801 51.1232759)"
,"COC-RD-RM",,,"Active","POINT (-114.0841951 51.0377474)"
,"OTH-CONTRACTOR",,"EB Arbour Lake RD @ Arbour Stone CR NW","Active","POINT (-114.2168192 51.1333802)"
,"OTH-CONTRACTOR",,"EB 26 AV NE @ 32 ST NE","Active","POINT (-113.9879117 51.077791)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0188158 50.9186753)"
,"COC-RD-RM",,"WB Hawkstone DR @ Hawkmount CL NW","Active","POINT (-114.1761831 51.1349059)"
,"COC-RD-RM",,"SB Tuscany Valley VW @ Tuscany  DR NW","Active","POINT (-114.2429756 51.1291432)"
,"COC-RD-RM",,"WB Edgebrook DR @ Edgebrook LD NW","Active","POINT (-114.1323833 51.1364478)"
,"COC-RD-RM",,"EB Burns AV @ Ramsay ST SE","Active","POINT (-114.0454607 51.0358244)"
,"COC-RD-RM",,"SB Hunterview DR @ Hunterquay HL NW","Active","POINT (-114.0841816 51.119766)"
,"COC-RD-RM",,,"Active","POINT (-113.949467 50.8841974)"
,"COC-RD-RM",,"WB 40 AV NW @ Hudson RD","Active","POINT (-114.0779485 51.0887761)"
,"COC-RD-RM",,"NB Silver Springs DR @ Silver Springs WY NW","Active","POINT (-114.183104 51.1092854)"
,"COC-RD-RM",,"EB 4 AV NE @ Maidstone DR","Active","POINT (-113.9528714 51.0569221)"
,"COC-RD-RM",,"NB Sandstone DR @ Sanderling RI NW","Active","POINT (-114.0908836 51.1370591)"
,"COC-RD-RM",,,"Active","POINT (-114.0628345 51.0465419)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0890558 50.9214423)"
,"COC-RD-RM",,"WB Sherwood BV @ Sherwood PL NW","Active","POINT (-114.1559074 51.1616742)"
,"COC-RD-RM",,"WB Temple DR @ Templewood RD NE","Active","POINT (-113.9541936 51.0915515)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.055141 51.1262645)"
,"COC-RD-RM",,"NB Radisson DR @ 17 AV SE","Active","POINT (-113.9864992 51.0382305)"
,"COC-RD-RM",,"SB Martindale DR @ Martindale BV NE","Active","POINT (-113.9542747 51.120944)"
,"COC-RD-RM",,"WB Somerset DR @ Somerset CR SW","Active","POINT (-114.0863023 50.8970781)"
,"COC-RD-RM",,"McKnight-Westwinds LRT Station","Active","POINT (-113.9753795 51.1088444)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9582189 51.1544841)"
,"COC-RD-RM",,"EB Harvest Hills DR @ Harvest Lake WY NE","Active","POINT (-114.0488658 51.1511438)"
,"COC-RD-RM",,"EB Valley Pointe GR @ Valley Ridge DR NW","Active","POINT (-114.2694827 51.0923682)"
,"COC-RD-RM",,"SB 4 ST SW @ 52 AV SW","Active","POINT (-114.0716303 51.0065576)"
,"COC-RD-RM",,"SB Centre ST N @ Across from Samis RD NE","Active","POINT (-114.0626303 51.0558602)"
,"COC-RD-RM",,"NB 9 ST SE @ S. of 34 AV SE","Active","POINT (-114.0405952 51.0210664)"
,"COC-RD-RM",,"Vista Heights Terminal (SB 19 ST NE @ 24 AV NE)","Active","POINT (-114.0131375 51.0741095)"
,"OTH-CONTRACTOR",,"EB 26 AV SE @ 11 ST SE","Active","POINT (-114.0356995 51.0305129)"
,"COC-RD-CM",,"SB 14 ST NW @ Roselawn CR","Active","POINT (-114.0948493 51.0750308)"
,"COC-RD-RM",,"EB 9 AV SE @ 15 ST SE","Active","POINT (-114.0244507 51.0373193)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1181386 50.9632538)"
,"COC-RD-RM",,"EB 17 AV SW @ 27 ST SW","Active","POINT (-114.1262441 51.0377505)"
,"COC-RD-RM",,"WB Norfolk DR @ Thornwood PL NW","Active","POINT (-114.0786429 51.1081143)"
,"COC-RD-RM",,"WB Centre AV @ 28 ST E","Active","POINT (-113.9943094 51.052455)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9816558 50.9577829)"
,"COC-RD-RM",,"SB Kincora DR @ Kincora PK NW","Active","POINT (-114.1263249 51.1571693)"
,"OTH-CONTRACTOR",,"EB 16 AV NE @ 5 ST NE","Active","POINT (-114.0502987 51.0667723)"
,"COC-RD-RM",,"NB 1A ST SW @ 58 AV SW","Active","POINT (-114.0675502 51.0009503)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9206364 50.8928024)"
,"COC-RD-RM",,"SB Woodpark BV @ 117 AV SW","Active","POINT (-114.1091629 50.9468134)"
,"COC-RD-RM",,"SB 52 ST SE @ 130 AV SE","Active","POINT (-113.9583845 50.9305132)"
,"COC-RD-RM",,"EB 17 AV SW @ Centre ST SW","Active","POINT (-114.0630299 51.0377338)"
,"COC-RD-RM",,,"Active","POINT (-114.0605995 51.0473215)"
,"OTH-CONTRACTOR",,"NB Elbow DR @ 70 AV SW","Active","POINT (-114.0830055 50.9906875)"
,"COC-RD-RM",,"SB Taracove RD @ Taralea Bay NE","Active","POINT (-113.937012 51.1175747)"
,"COC-RD-RM",,"EB 17 AV SW @ Simcoe BV","Active","POINT (-114.1776221 51.036503)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9705596 51.1651954)"
,"COC-RD-RM",,"WB Country Hills RD @ Harvest Hills BV NW","Active","POINT (-114.0698738 51.1428126)"
,"COC-RD-RM",,"EB 7 AV SW @ 5 ST SW","Active","POINT (-114.0729072 51.0467069)"
,"COC-RD-RM",,"NB 17A ST SW@ 23 AV SW","Active","POINT (-114.1033253 51.0335143)"
,"COC-RD-RM",,,"Active","POINT (-114.0714025 51.0426857)"
,"COC-RD-RM",,"EB Beddington BV @ Bedridge WY NE","Active","POINT (-114.066052 51.1250689)"
,"OTH-CONTRACTOR",,"EB 78 AV NE @ Huntington RD NE","Active","POINT (-114.0588052 51.1210189)"
,"COC-RD-RM",,,"Active","POINT (-114.0660782 51.0385503)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0319134 51.1409282)"
,"COC-RD-RM",,"NB Centre ST S @ Glenmore TR","Active","POINT (-114.0637032 50.9948269)"
,"COC-RD-RM",,"WB Kensington RD @ 18 ST NW","Active","POINT (-114.1030777 51.0525683)"
,"COC-RD-RM",,"NB McKenzie Lake BV @ McKenzie DR SE","Active","POINT (-113.9904685 50.9027316)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9705734 51.1254571)"
,"COC-RD-RM",,"NB 52 ST SE @ Dufferin BV SE","Active","POINT (-113.958151 50.9543839)"
,"OTH-CONTRACTOR",,"NB Saddlebrook DR @ Saddlelake DR NE","Active","POINT (-113.9296567 51.125774)"
,"COC-RD-RM",,"NB 4 ST NW @ 18 AV NW","Active","POINT (-114.0714211 51.0691208)"
,"COC-RD-RM",,"WB 8 AV NE @ Middleton DR","Active","POINT (-114.0090401 51.0599392)"
,"COC-RD-RM",,"EB 78 AV NE @ Huntington RD","Active","POINT (-114.0588052 51.1210189)"
,"COC-RD-RM",,"SB 17 ST SE @ 24 AV SE","Active","POINT (-114.0192115 51.0315953)"
,"COC-RD-RM",,"SB 69 ST SW @ Christie Estates BV","Active","POINT (-114.1877837 51.0402022)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9470103 51.1610666)"
,"COC-RD-RM",,"NB 52 ST SE @ 14 AV SE","Active","POINT (-113.9582015 51.0415895)"
,"COC-RD-RM",,"EB California BV @ Catalina BV NE","Active","POINT (-113.9306741 51.0780999)"
,"COC-RD-RM",,"NB 4 ST NW @ 22 AV NW","Active","POINT (-114.0714376 51.0727012)"
,"COC-RD-RM",,"EB Country Hills BV @ Harvest Hills BV N","Active","POINT (-114.0628535 51.1540597)"
,"COC-RD-CM",,"NB Bannister RD @ 146 AV SE","Active","POINT (-114.0695391 50.9218803)"
,"COC-RD-CM",,"EB 20 AV NW @ 18 ST NW","Active","POINT (-114.104015 51.0704732)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1996831 51.011569)"
,"COC-RD-RM",,"SB Tuscany WY @ Tuscany Ridge HT NW","Active","POINT (-114.251575 51.1304431)"
,"COC-RD-RM",,"EB 32 AV NE @ 23 ST NE","Active","POINT (-114.0043715 51.0813895)"
,"COC-RD-RM",,"NB Edmonton TR @ 10 AV NE","Active","POINT (-114.0554213 51.0618644)"
,"COC-RD-RM",,"EB Taradale DR @ Tararidge DR NE","Active","POINT (-113.9399802 51.1138386)"
,"COC-RD-RM",,"SB 4 ST SW @ 55 AV SW","Active","POINT (-114.0716472 51.0044802)"
,"OTH-CONTRACTOR",,"SB Centre ST N @ 60 AV N","Active","POINT (-114.0625709 51.1051478)"
,"COC-RD-RM",,"NB Madigan DR @ Malvern DR NE","Active","POINT (-113.9403955 51.0584578)"
,"COC-RD-RM",,"SB SAIT / ACAD / Jubilee CTrain Station","Active","POINT (-114.0911553 51.0630207)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9584116 50.9342875)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2222639 51.1161009)"
,"OTH-CONTRACTOR",,"EB Ogden RD @ 34 AV SE","Active","POINT (-114.031009 51.0224421)"
,"COC-RD-RM",,"SB 44 ST SE @ 23 AV SE","Active","POINT (-113.9701224 51.0329583)"
,"COC-RD-RM",,"EB Tuscany BV @ Tuscany WY NW","Active","POINT (-114.2450879 51.1241561)"
,"COC-RD-RM",,"SB Carleton ST @ Frontenac AV SW","Active","POINT (-114.0890978 51.0294996)"
,"COC-RD-RM",,"NB 33 ST NE @ 12 AV NE","Active","POINT (-113.9858955 51.0631221)"
,"COC-RD-RM",,"NB Evanston WY @ Evansdale WY  NW","Active","POINT (-114.1051199 51.1737269)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9809312 50.9577895)"
,"COC-RD-RM",,"NB Mount McKenzie DR @ Mount Allan CI SE","Active","POINT (-113.9813613 50.9225555)"
,"OTH-CONTRACTOR",,"EB 1 AV NE @ 7 ST NE","Active","POINT (-114.0451105 51.0532028)"
,"COC-RD-RM",,"WB 58 AV SE @ 4 ST SE","Active","POINT (-114.0546446 51.0014709)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1135675 51.168269)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9435107 50.8966265)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1060997 51.0652358)"
,"COC-RD-CM",,"SB Brisebois DR @ Northmount DR NW","Active","POINT (-114.1292714 51.092819)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0676565 51.0669352)"
,"OTH-CONTRACTOR",,"NB Centre ST N @ 68 AV N","Active","POINT (-114.0647678 51.1137661)"
,"COC-RD-RM",,"NB Arbour Ridge WY @ Arbour Ridge CI NW","Active","POINT (-114.1908718 51.1390376)"
,"COC-RD-RM",,,"Active","POINT (-114.0677247 51.0505017)"
,"OTH-CONTRACTOR",,"EB 12 AV SW @ 18 ST SW","Active","POINT (-114.1037808 51.0424485)"
,"COC-RD-RM",,"NB 49 ST SW @ Westminster DR","Active","POINT (-114.1582231 51.0471771)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9666994 51.1472007)"
,"COC-RD-RM",,"EB 2 AV SW @ 5 ST SW","Active","POINT (-114.0731229 51.0514544)"
,"COC-RD-RM",,"NB Hamptons DR @ Hamptons HT NW","Active","POINT (-114.1398424 51.1457601)"
,"COC-RD-RM",,"WB Bowness RD @ 79 ST NW","Active","POINT (-114.2028357 51.0890457)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9814268 51.0522263)"
,"COC-RD-RM",,"SB 32 ST NE @ S. of 32 AV NE","Active","POINT (-113.9887675 51.079783)"
,"COC-RD-RM",,"WB Pensacola WY @ Pensacola CL SE","Active","POINT (-113.9547287 51.0410222)"
,"OTH-CONTRACTOR",,"NB 29 ST NE @ 23 AV NE","Active","POINT (-113.9917423 51.0730693)"
,"COC-RD-RM",,"EB Arbour Lake WY @ Arbour Estates WY NW","Active","POINT (-114.1960839 51.1327766)"
,"COC-RD-RM",,"WB Norfolk DR @ Theodore PL NW","Active","POINT (-114.0811428 51.1069895)"
,"COC-RD-RM",,"WB 66 AV SW @ Legare DR","Active","POINT (-114.1269566 50.9946468)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0269356 50.9317208)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0594186 51.0303858)"
,"COC-RD-RM",,"WB 17 AV SE @ 68 ST SE","Active","POINT (-113.936097 51.037919)"
,"COC-RD-RM",,"WB Skyview Ranch RD @ Skyview Ranch ST NE","Active","POINT (-113.9560869 51.1630211)"
,"OTH-CONTRACTOR",,"NB Sarcee RD @ 44 AV SW","Active","POINT (-114.1369987 51.0153478)"
,"COC-RD-RM",,"SB Home RD @ 16 AV NW","Active","POINT (-114.1645303 51.0733251)"
,"COC-RD-RM",,"EB 26 AV NE @ 66 ST NE","Active","POINT (-113.938362 51.0760709)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0523896 51.0897641)"
,"OTH-CONTRACTOR",,"NB Elbow DR @ Hagar PL SW","Active","POINT (-114.0846699 50.965957)"
,"COC-RD-RM",,,"Active","POINT (-114.0608525 51.0433353)"
,"COC-RD-RM",,"NB Sierra Morena BV @ Richmond RD SW","Active","POINT (-114.1758665 51.0168161)"
,"COC-RD-RM",,"WB Somerset DR @ Somerglen CL SW","Active","POINT (-114.0774763 50.8965155)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0994924 51.1322137)"
,"COC-RD-RM",,"SB 52 ST SE @ 21 AV SE","Active","POINT (-113.9584985 51.0346413)"
,"COC-RD-RM",,"NB  Edenwold DR @ Edforth CR NW","Active","POINT (-114.1449156 51.12427)"
,"COC-RD-RM",,"EB 46 AV SW @ 45 ST SW","Active","POINT (-114.1521936 51.0124183)"
,"COC-RD-RM",,"EB Panamount BV @ W. Leg Panamount RD NW","Active","POINT (-114.0917194 51.1566893)"
,"COC-RD-RM",,,"Active","POINT (-114.0810734 51.0470959)"
,"COC-RD-RM",,"WB Symons Valley PY @ Shaganappi TR NW","Active","POINT (-114.1523249 51.1681369)"
,"OTH-CONTRACTOR",,"WB Bowness RD @ 79 ST NW","Active","POINT (-114.2028357 51.0890457)"
,"COC-RD-RM",,"EB 9 AV SW @ 3 ST SW","Active","POINT (-114.0694069 51.044651)"
,"COC-RD-RM",,"WB 6 AV SW @ 5 ST SW","Active","POINT (-114.0731504 51.0478283)"
,"COC-RD-RM",,,"Active","POINT (-113.9535784 50.8834882)"
,"COC-RD-RM",,"SB Braeside DR @ Southland DR SW","Active","POINT (-114.1034402 50.9607575)"
,"COC-RD-RM",,"WB 5 AV NW @ 20 ST NW","Active","POINT (-114.108448 51.0573067)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1936685 51.0377467)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1516342 51.1682146)"
,"COC-RD-RM",,"WB 98 AV SW @ 19 ST SW","Active","POINT (-114.1069765 50.9650459)"
,"COC-RD-RM",,"Crowfoot LRT Station","Active","POINT (-114.2073748 51.1235847)"
,"COC-RD-RM",,"WB New Brighton DR @ BrightonCrest RI SE","Active","POINT (-113.9464413 50.9219894)"
,"COC-RD-RM",,"NB Cranston DR @ Cranberry SQ SE","Active","POINT (-113.9769553 50.8910608)"
,"COC-RD-RM",,"EB Castleridge BV @ 54 AV NE","Active","POINT (-113.9687866 51.1031929)"
,"COC-RD-RM",,"EB 27 AV NE @ 15 ST NE","Active","POINT (-114.021585 51.0768555)"
,"OTH-CONTRACTOR",,"EB Bowness RD @ 83 ST NW","Active","POINT (-114.2076655 51.0900958)"
,"COC-RD-RM",,,"Active","POINT (-113.9492574 50.8838215)"
,"COC-RD-RM",,"SB 1 ST SE @ 8 AV SE","Active","POINT (-114.0606902 51.0455959)"
,"COC-RD-RM",,"SB Edmonton TR @ 12 AV NE","Active","POINT (-114.0560911 51.0630057)"
,"COC-RD-RM",,"WB Saddlemont BV @ Saddleland DR NE","Active","POINT (-113.9395431 51.1295253)"
,"COC-RD-RM",,"NB Laguna WY @ Los Alamos PL NE","Active","POINT (-113.926734 51.0910032)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1682895 51.0359511)"
,"COC-RD-RM",,"NB 4 ST NW @ 24 AV NW","Active","POINT (-114.0714388 51.0747161)"
,"COC-RD-RM",,"SB 11 ST SE @ Heritage DR","Active","POINT (-114.0400956 50.986603)"
,"COC-RD-RM",,"EB 41 AV NE @ 1 ST NE","Active","POINT (-114.0573513 51.0899321)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0453361 50.929194)"
,"COC-RD-RM",,"WB 71 AV SE @ 5 ST SE","Active","POINT (-114.0514092 50.9886523)"
,"OTH-CONTRACTOR",,"NB 19 ST NE @ N. of 16 AV NE","Active","POINT (-114.0132648 51.0679225)"
,"COC-RD-RM",,"NB Springborough BV @ Springborough GA SW","Active","POINT (-114.1913657 51.034055)"
,"COC-RD-RM",,"SB Harvest Hills BV @ 96 AV NE","Active","POINT (-114.0700446 51.1420361)"
,"COC-RD-RM",,"EB Ranchview DR @ Ranchlands BV NW","Active","POINT (-114.1774007 51.1198693)"
,"COC-RD-RM",,"Canyon Meadows LRT Station (NB Lake Fraser DR)","Active","POINT (-114.0668732 50.9371049)"
,"COC-RD-RM",,,"Active","POINT (-114.071382 51.0407592)"
,"COC-RD-RM",,"WB 43 AV NE @ Laguna WY","Active","POINT (-113.9339697 51.0917421)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1590451 51.1065058)"
,"COC-RD-RM",,"NB Edmonton TR @ 38 AV NE","Active","POINT (-114.0515677 51.0876725)"
,"OTH-CONTRACTOR",,"EB 5 AV NW @ 14 ST NW","Active","POINT (-114.0942218 51.0572504)"
,"COC-RD-RM",,"WB 90 AV SW @ Bay Croft RD","Active","POINT (-114.1033256 50.9724391)"
,"COC-RD-RM",,"SB 28 ST SE @ 32 AV SE","Active","POINT (-113.991553 51.025192)"
,"COC-RD-RM",,"EB 12 AV SE @ 6 ST SE","Active","POINT (-114.0485599 51.040931)"
,"COC-RD-RM",,"NB 45 ST SW @ 26 AV SW","Active","POINT (-114.1526811 51.0307526)"
,"COC-RD-RM",,,"Active","POINT (-114.0658413 51.038705)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0355329 50.9819972)"
,"COC-RD-RM",,"SB Signall Hill DR @ Sienna Ridge LD SW","Active","POINT (-114.1773381 51.0247491)"
,"COC-RD-RM",,"NB Queensland DR @ 600 Queensland PL SE","Active","POINT (-114.0178611 50.9344053)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0811975 51.0088271)"
,"COC-RD-RM",,"WB Erin Woods DR @ Erin Green WY SE","Active","POINT (-113.9693452 51.0168909)"
,"OTH-CONTRACTOR",,"WB Northmount DR @ Clarendon RD NW","Active","POINT (-114.1011682 51.0854059)"
,"COC-RD-RM",,,"Active","POINT (-114.0676618 51.0514519)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9403925 50.8823078)"
,"COC-RD-RM",,"WB Lake Bonavista DR @ Lake Erie RD SE","Active","POINT (-114.0584094 50.9397072)"
,"COC-RD-RM",,,"Active","POINT (-114.0634343 51.0415172)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9813758 51.0553421)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0694272 50.903489)"
,"COC-RD-RM",,,"Active","POINT (-114.0948268 51.0377468)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0623698 51.1416417)"
,"OTH-CONTRACTOR",,"SB Macleod TR @ S. of 61 AV SW","Active","POINT (-114.0717761 50.9965499)"
,"COC-RD-RM",,"WB 76 AV SE @ 48 ST SE","Active","POINT (-113.9651715 50.9851646)"
,"COC-RD-RM",,"WB 26 AV NE @ 48 ST NE","Active","POINT (-113.9650987 51.0770565)"
,"COC-RD-RM",,"EB Panatella BV @ Pantego LN NW","Active","POINT (-114.0957124 51.1635248)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9469631 51.1142633)"
,"COC-RD-RM",,"SB Country Hills BV @ Panorama Hills WY NW","Active","POINT (-114.0696215 51.1510814)"
,"COC-RD-RM",,,"Active","POINT (-114.089134 51.0403077)"
