"asset_cd","wam_id","type_description","sign_details","sign_material","support_type","support_material","life_cycle_status","minortype","steward","maintained_by","direction","modified_dt","asset_type","bylaw_number","point"
"12B004","A-51384036","PARK - INFO",,"METAL","POST","METAL","INSTALLED","NAME - CEMETERY","CALGARY PARKS","DEVELOPER CONSTRUCTION",,"2021-08-11T08:54:03.000Z","5",,"POINT (-113.8886425 50.9360419)"
"GPK701","A-50890177","PARK - INFO","GLENMORE ATHLETIC PARK","METAL","POST, DUAL","METAL","ACTIVE","DIRECTION TO - PARK","CALGARY RECREATION","CALGARY RECREATION","E","2013-04-02T14:28:50.000Z","5",,"POINT (-114.1063148 51.0086072)"
"MPK548","A-51187082","PARK - INFO",,"METAL","POST","METAL","ACTIVE","HOURS - PARK","CALGARY PARKS","CALGARY PARKS","N","2017-09-21T10:11:41.000Z","5",,"POINT (-113.9431491 51.062911)"
"DRG546","A-51089779","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","E","2018-10-10T13:42:17.000Z","2",,"POINT (-114.0129565 50.9275364)"
"BRD099","A-21001024","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - BOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:43:42.000Z","8",,"POINT (-114.0360008 51.0475795)"
"GPK120","A-21002880","INTERPRETIVE","LINKING WEASELHEAD TO THE REST OF CALGARY","PLASTIC","STONE CAIRN","ROCK","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","E","2021-12-07T15:50:14.000Z","4",,"POINT (-114.1472619 50.9909652)"
"02F201","A-50879348","VEHICLE - REGULATIONS",,"METAL","POST","METAL","ACTIVE","NO STOPPING","CALGARY PARKS","CALGARY PARKS","W","2017-09-21T10:11:16.000Z","16",,"POINT (-114.1830813 51.15188)"
"GPK704","A-50888623","VEHICLE - REGULATIONS","MAXIMUM 30 KM/H","METAL","POST","METAL","ACTIVE","SPEED","CALGARY PARKS","CALGARY PARKS","N","2022-02-28T19:22:47.000Z","16",,"POINT (-114.1180717 50.9904961)"
"NPK454","A-51415795","PATHWAY - INFO","NOSE HILL PARK TRAIL MARKER","METAL","NOT APPLICABLE","NOT APPLICABLE","ACTIVE","TRAIL MARKER","CALGARY PARKS","CALGARY PARKS",,"2022-04-04T14:16:31.000Z","8",,"POINT (-114.1062724 51.0995216)"
"BRT346","A-51276877","PATHWAY - WARNING","TRAIL CLOSED FOR RESTORATION","METAL","POST","METAL","ACTIVE","CLOSURE - GENERAL","CALGARY PARKS","CALGARY PARKS",,"2018-09-28T14:20:45.000Z","11",,"POINT (-114.0913572 51.0123503)"
"SGH008","A-51221428","PARK - WARNING",,"METAL","POST","METAL","ACTIVE","WILDLIFE COYOTE","CALGARY PARKS","CALGARY PARKS","SW","2017-06-05T14:46:20.000Z","7",,"POINT (-114.1286743 51.1753067)"
"DIS100","A-51417294","PARK - INFO","GRIFFITH WOODS","METAL","POST","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","N","2022-05-02T14:01:53.000Z","5",,"POINT (-114.2075983 51.0105382)"
"DDG724","A-51228365","PARK - INFO",,"METAL","POST","METAL","ACTIVE","HOURS - PARK","CALGARY PARKS","CALGARY PARKS",,"2017-09-01T09:23:28.000Z","5",,"POINT (-114.0048938 50.9534617)"
"SCE435","A-51065098","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:45:17.000Z","2",,"POINT (-114.2208416 51.1251104)"
"DIS100","A-21001797","INTERPRETIVE","WELCOME TO GRIFFITH WOODS","METAL","POST","WOOD","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","NE","2021-12-07T13:55:02.000Z","4",,"POINT (-114.2319228 51.0180359)"
"BED682","A-51045256","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:44:06.000Z","2",,"POINT (-114.0756237 51.1339057)"
"RIV848","A-21005344","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - RIVERBEND PATHWAY","CALGARY PARKS","CALGARY PARKS","SW","2018-05-14T13:35:45.000Z","8",,"POINT (-114.0121554 50.9760984)"
"HAW014","A-50898295","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:44:47.000Z","2",,"POINT (-114.1781621 51.1271352)"
"ACA197","A-51027792","VEHICLE - PARKING","PRIVATE PARKING","METAL","POST","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","NE","2014-06-16T15:20:36.000Z","15",,"POINT (-114.0414396 50.9696075)"
"VAR456","A-21005768","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA","CALGARY PARKS","CALGARY PARKS","E","2017-09-21T10:10:58.000Z","2","23M89","POINT (-114.1645986 51.0808144)"
"BOW220","A-21000913","PARK - REGULATIONS",,"METAL","POST","METAL","ACTIVE","WATER - NO SWIMMING / WADING","CALGARY PARKS","CALGARY PARKS","S","2019-05-01T13:21:57.000Z","6",,"POINT (-114.2114152 51.0983938)"
"MNI211","A-50892584","VEHICLE - PARKING","BICYCLE PARKING","WOOD","STRUCTURE","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","W","2018-05-14T13:35:45.000Z","15",,"POINT (-114.0570555 51.0300059)"
"EVN678","A-51303370","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:20:00.000Z","8",,"POINT (-114.1100307 51.1710576)"
"CHW402","A-51221425","PARK - REGULATIONS","PRIVATE PROPERTY","METAL","POST","METAL","ACTIVE","NO TRESSPASSING","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:34:58.000Z","6",,"POINT (-114.1103864 51.0813222)"
"MLI500","A-21004013","PARK - INFO","MAYLAND WASTE & RECYCLING GARAGE","METAL","BUILDING","METAL","ACTIVE","NAME - PARK DEPOT / OFFICE","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:16.000Z","5",,"POINT (-114.0142586 51.0507576)"
"VAL934","A-21006807","PARK - INFO",,"METAL","POST","METAL","ACTIVE","GENERAL INFO - TUC","PROVINCE OF ALBERTA","PROVINCE OF ALBERTA","E","2022-07-05T18:24:44.000Z","5",,"POINT (-114.2325131 51.096995)"
"SOC642","A-21006375","PARK - REGULATIONS","NO TRESPASSING WHEN POOL IS CLOSED","WOOD","FENCE","METAL","ACTIVE","NO TRESSPASSING - POOL","CALGARY RECREATION","CALGARY RECREATION","N","2013-04-02T14:26:26.000Z","6",,"POINT (-114.098734 51.025492)"
"SAN645","A-21005506","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - SANDSTONE PATHWAY","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:54:31.000Z","8",,"POINT (-114.1035321 51.1325117)"
"MON291","A-50874204","PARK - INFO","CONCESSION AND WASHROOMS LOCATED IN FIELD HOUSE","METAL","FENCE","METAL","ACTIVE","AMENITIES - GENERAL","CALGARY RECREATION","CALGARY RECREATION","E","2013-09-06T13:37:41.000Z","5",,"POINT (-114.1689996 51.0716059)"
"LKB458","A-21003778","DOG - GENERAL REGULATIONS","SCHOOL SIGN","METAL","FENCE","NO BREAKDOWN","ACTIVE","SCHOOL CBE RULES","CALGARY BOARD OF EDUCATION","CALGARY BOARD OF EDUCATION","S","2013-04-02T14:26:25.000Z","1","36/76","POINT (-114.042052 50.9434861)"
"NPK454","A-21004487","DOG - LEASH REGULATIONS","ENTERING OFF LEASH AREA","METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","SW","2017-01-13T13:44:01.000Z","2",,"POINT (-114.1266747 51.1184828)"
"SPH013","A-50885750","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:44:43.000Z","9",,"POINT (-114.2011859 51.0301159)"
"SIL245","A-21005774","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","NW","2017-09-21T10:11:04.000Z","11",,"POINT (-114.1874397 51.0968081)"
"EPK291","A-51087800","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:25.000Z","2",,"POINT (-114.0832897 51.0256943)"
"AUB008","A-51140412","INTERPRETIVE","JIM DAVIDSON BARK & PLAY OFF LEASH PARK","METAL","POST, DUAL","METAL","ACTIVE","INTERPRETIVE - WITH MAP","CALGARY PARKS","CALGARY PARKS","S","2021-12-07T13:50:45.000Z","4",,"POINT (-113.946207 50.9006478)"
"MIS006","A-50887174","PARK - INFO","HEALTH CARE","WOOD","CONCRETE BLOCK","CONCRETE","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","E","2018-05-14T13:36:25.000Z","5",,"POINT (-114.0662381 51.0375296)"
"HIL056","A-51079839","PARK - INFO","RILEY PARK DEPOT","METAL","POST, DUAL","METAL","ACTIVE","NAME - PARK DEPOT / OFFICE","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:36:25.000Z","5",,"POINT (-114.0878968 51.0595225)"
"KIL874","A-50887743","VEHICLE - PARKING","PARKING KILLARNEY AQUATIC AND RECREATION CENTRE","METAL","CONCRETE BLOCK","CONCRETE","ACTIVE","PARKING RESTRICTIONS","CALGARY RECREATION","CALGARY RECREATION","N","2013-04-02T14:26:50.000Z","15",,"POINT (-114.1298148 51.0368565)"
"ING012","A-21003497","PARK - REGULATIONS",,"METAL","POST","WOOD","ACTIVE","WATER - NO LITTERING","PROVINCE OF ALBERTA","PROVINCE OF ALBERTA","SE","2014-05-07T09:04:15.000Z","6",,"POINT (-114.0323057 51.0426523)"
"SOC642","A-51193672","PARK - INFO","SOUTH CALGARY PARK","METAL","POST","METAL","INSTALLED","NAME - PARK","CALGARY PARKS","DEVELOPER CONSTRUCTION","S","2017-01-16T13:42:10.000Z","5",,"POINT (-114.0971415 51.0250026)"
"HIL056","A-21003309","VEHICLE - PARKING","NO PARKING EMERGENCY VEHICLE ACCESS","METAL","GATE","NO BREAKDOWN","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","E","2018-05-14T13:35:45.000Z","15",,"POINT (-114.0888221 51.0593776)"
"SCE352","A-50875384","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:35:46.000Z","2","23M89","POINT (-114.2233871 51.109163)"
"GPK701","A-50892332","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","NO TRESSPASSING - DANGER","CALGARY PARKS","CALGARY PARKS","E","2013-04-04T07:41:19.000Z","6",,"POINT (-114.0968395 50.998538)"
"GPK701","A-50892341","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","NO TRESSPASSING - DANGER","CALGARY PARKS","CALGARY PARKS","S","2013-04-04T07:41:19.000Z","6",,"POINT (-114.0971161 50.9985144)"
"HIL495","A-21003373","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - BOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","E","2017-09-21T10:11:03.000Z","8",,"POINT (-114.0945254 51.0489589)"
"VAR456","A-21005821","DOG - LEASH REGULATIONS",,"PLASTIC","POST","WOOD","ACTIVE","ON LEASH AREA ENTERING (POST)","CALGARY PARKS","CALGARY PARKS","S","2017-09-21T10:11:38.000Z","2","23M89","POINT (-114.1723631 51.0869182)"
"AUB009","A-51385125","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL ARROWS","METAL","POST","METAL","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS","E","2022-08-23T08:55:59.000Z","8",,"POINT (-113.9515867 50.8984711)"
"NPK454","A-51060709","PARK - INFO","NOSE HILL NATURAL ENVIRONMENT PARK, WITH MAP OF AREA","PLASTIC","STRUCTURE","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","SW","2018-05-14T13:36:25.000Z","5",,"POINT (-114.1178486 51.1106665)"
"QPK065","A-51038121","PARK - INFO","QUEEN'S PARK CEMETERY","METAL","POST","METAL","ACTIVE","NAME - CEMETERY","CALGARY PARKS","CALGARY PARKS","W","2017-09-21T10:11:06.000Z","5",,"POINT (-114.0772878 51.0885136)"
"MNI063","A-21004110","PARK - WARNING",,"METAL","PLUMBING FIXTURE","METAL","ACTIVE","WATER UNSAFE TO DRINK","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:43:39.000Z","7",,"POINT (-114.0561854 51.024483)"
"ERL246","A-21002464","PARK - INFO","TALISMAN CENTRE","PLASTIC","PEDESTAL","METAL","ACTIVE","NAME - REC FACILITY","CALGARY RECREATION","CALGARY RECREATION","S","2013-04-02T14:26:25.000Z","5",,"POINT (-114.0613141 51.0349128)"
"ARB305","A-50888744","PARK - INFO","DANGER NO SMOKING NO OPEN FLAMES NO SPARKS","METAL","STRUCTURE","WOOD","ACTIVE","SAFETY INFO","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:54:32.000Z","5",,"POINT (-114.1912524 51.1332066)"
"BED681","A-51045049","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:43:03.000Z","2",,"POINT (-114.0799719 51.1354834)"
"STR999","A-51345877","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:04.000Z","8",,"POINT (-114.16538 51.0424296)"
"SNA178","A-51083633","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY PARKS","CALGARY PARKS",,"2017-01-13T13:45:18.000Z","15",,"POINT (-114.1095773 51.0462277)"
"OAK977","A-50880380","PATHWAY - RESTRICTIONS",,"METAL","POST","METAL","ACTIVE","BICYCLE ROUTE","CALGARY PARKS","CALGARY PARKS","W","2018-05-14T13:36:25.000Z","10",,"POINT (-114.1193938 50.9650335)"
"MCT839","A-21007354","PARK - INFO","STOP SYMBOL","PLASTIC","POST","PLASTIC","ACTIVE","AMENITIES - PLAYGROUND","CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","S","2018-05-14T13:35:45.000Z","5",,"POINT (-113.9609669 50.925451)"
"ING012","A-21003502","VEHICLE - PARKING","RESERVED PARKING","METAL","POST","WOOD","ACTIVE","PARKING RESTRICTIONS","OUTSIDE AGENCY","OUTSIDE AGENCY","N","2014-05-07T09:05:55.000Z","15",,"POINT (-114.0325094 51.0423339)"
"SIG101","A-50893877","INTERPRETIVE","WATER","WOOD","POST, DUAL","WOOD","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","S","2021-12-07T15:50:14.000Z","4",,"POINT (-114.186013 51.0093103)"
"GPK056","A-50887523","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY WATER","CALGARY PARKS SHARED","S","2022-02-28T19:22:52.000Z","15",,"POINT (-114.1189661 50.9752101)"
"SSD560","A-50881456","INTERPRETIVE","MCHUGH BLUFF","METAL","POST","METAL","ACTIVE","INTERPRETIVE - WITH MAP","CALGARY PARKS","CALGARY PARKS","W","2021-12-07T15:50:14.000Z","4",,"POINT (-114.0682447 51.0584564)"
"PKH200","A-51182025","VEHICLE - PARKING","PRIVATE PROPERTY","METAL","POST","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","W","2016-11-16T14:20:05.000Z","15",,"POINT (-114.0714136 51.0172998)"
"MNI063","A-21004129","VEHICLE - PARKING",,"METAL","FENCE","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","SW","2017-01-13T13:44:28.000Z","15",,"POINT (-114.0535487 51.0267087)"
"MON291","A-51303345","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:20:02.000Z","8",,"POINT (-114.1714478 51.0708462)"
"WLD050","A-21007277","PATHWAY - INFO","DOUGLAS FIR TRAIL DIRECTION","METAL","POST","WOOD","ACTIVE","DIRECTION / DISTANCE","CALGARY PARKS","CALGARY PARKS","NE","2018-05-14T13:36:25.000Z","8",,"POINT (-114.1435371 51.0555384)"
"PAN798","A-51061728","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - SHARP CURVE","CALGARY PARKS","CALGARY PARKS","NE","2014-07-17T09:14:56.000Z","11",,"POINT (-114.0878401 51.145157)"
"ACA210","A-21000324","PATHWAY - INFO",,"METAL","LIGHT POLE","METAL","ACTIVE","NAME - BOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:45:30.000Z","8",,"POINT (-114.0375593 50.9663061)"
"ING037","A-51085024","PATHWAY - INFO","DIRECTIONAL SIGNAGE FOR PEARCE ESTATE PATHWAY","METAL","POST","METAL","ACTIVE","DIRECTION / DISTANCE","CALGARY PARKS","CALGARY PARKS",,"2017-01-13T13:44:15.000Z","8",,"POINT (-114.0148126 51.0418776)"
"12B002","A-51303343","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:19:59.000Z","8",,"POINT (-113.9121198 50.9504614)"
"SPH017","A-51084903","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","W","2018-05-14T13:36:25.000Z","11",,"POINT (-114.1925375 51.0215238)"
"EDG053","A-21002278","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","S","2018-05-14T13:35:46.000Z","2","23M89","POINT (-114.1369724 51.1206984)"
"GDL881","A-21002707","SPORTS - WARNING",,"METAL","SPORT BARRIER","METAL","ACTIVE","BALL PLAYERS USE CAUTION","CALGARY RECREATION","CALGARY RECREATION","S","2013-04-02T14:23:29.000Z","14",,"POINT (-114.1602137 51.0338213)"
"BED682","A-51045259","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:54:27.000Z","2",,"POINT (-114.0723037 51.1325052)"
"DRG543","A-21002112","DOG - GENERAL REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","SCHOOL CSSB RULES","CALGARY SEPARATE SCHOOL BOARD","CALGARY SEPARATE SCHOOL BOARD","NW","2013-04-02T14:25:19.000Z","1","36/76","POINT (-114.0186933 50.9315736)"
"RAN161","A-50898259","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:54:26.000Z","2","23M89","POINT (-114.1727048 51.121528)"
"SHG049","A-51188003","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","N","2016-12-06T14:49:28.000Z","2",,"POINT (-114.1237583 51.0493176)"
"MNI211","A-21004087","INTERPRETIVE","FAMILY LIFE","PLASTIC","PEDESTAL","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","SE","2021-12-07T13:50:45.000Z","4",,"POINT (-114.0561854 51.0300969)"
"HAR401","A-51190469","PATHWAY - INFO","TRANS CANADA TRAIL","METAL","POST","METAL","ACTIVE","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","N","2022-06-01T16:05:41.000Z","8",,"POINT (-114.0460948 51.1433614)"
"GPK701","A-50892377","SPORTS - REGULATIONS","USE OF ATHLETIC FIELDS BY PERMIT HOLDERS ONLY","METAL","FENCE","METAL","ACTIVE","PERMIT REQUIRED","CALGARY RECREATION","CALGARY RECREATION","W","2014-09-10T10:36:53.000Z","13",,"POINT (-114.1063116 51.0044524)"
"EVN261","A-51303372","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:20:02.000Z","8",,"POINT (-114.1069907 51.1764353)"
"DIA514","A-51086016","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:45:19.000Z","2",,"POINT (-114.0282791 50.9408031)"
"ERL246","A-50886447","VEHICLE - PARKING","UNAUTHORIZED VEHICLES WILL BE TICKETED AND TOWED AT OWNER'S EXPENSE","METAL","LIGHT POLE","METAL","ACTIVE","PARKING INFO","CALGARY RECREATION","CALGARY RECREATION","NE","2013-04-02T14:28:26.000Z","15",,"POINT (-114.0634668 51.0339762)"
"DNW133","A-21002014","PARK - INFO","STONE SCULPTORS GUILD OF NORTH AMERICA","METAL","POST","METAL","ACTIVE","GENERAL INFO - DONOR / DEDICATION","CALGARY PARKS","CALGARY PARKS","W","2018-05-14T13:35:46.000Z","5",,"POINT (-114.0939413 51.0471599)"
"ST1678","A-51384704","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL ARROWS","METAL","POST","METAL","ACTIVE","DIRECTION / DISTANCE","CALGARY PARKS","CALGARY PARKS","SW","2022-08-23T08:55:59.000Z","8",,"POINT (-114.0247474 51.1691595)"
"FAL093","A-51048435","PATHWAY - INFO","CALGARY PATHWAYS","METAL","POST","METAL","ACTIVE","NAME - CALGARY PATHWAYS","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:43:22.000Z","8",,"POINT (-113.956163 51.1027154)"
"WLD476","A-51303408","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:20:03.000Z","8",,"POINT (-114.1557469 51.0622385)"
"BOW220","A-51144039","PARK - INFO",,"METAL","BUILDING","METAL","ACTIVE","AMENITIES - WASHROOM SEASONAL","CALGARY PARKS","CALGARY PARKS",,"2017-09-21T10:11:13.000Z","5",,"POINT (-114.2247847 51.0974042)"
"SAN646","A-51040352","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:45:40.000Z","2",,"POINT (-114.0958732 51.1417924)"
"MON291","A-51303403","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:20:01.000Z","8",,"POINT (-114.1763616 51.0768024)"
"RAM415","A-51090108","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:43:07.000Z","2",,"POINT (-114.0437788 51.040034)"
"WLD050","A-50871997","VEHICLE - WARNING",,"METAL","GATE","METAL","ACTIVE","OTHER WARNING","CALGARY PARKS","CALGARY PARKS","NE","2017-09-21T10:11:02.000Z","17",,"POINT (-114.1604277 51.0527473)"
"SSD495","A-51303159","PATHWAY - INFO","EMERGENCY LOCATE SIGN ALONG THE BOW RIVER","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2019-10-03T11:36:55.000Z","8",,"POINT (-114.0685 51.057333)"
"ABP799","A-51064665","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:43:47.000Z","15",,"POINT (-114.051602 51.1280908)"
"QPK065","A-51065055","VEHICLE - WARNING",,"METAL","GATE","METAL","ACTIVE","DEAD END / BARRICADE","CALGARY PARKS","CALGARY PARKS","S","2017-09-21T10:11:18.000Z","17",,"POINT (-114.0773929 51.0884965)"
"HUN728","A-51045387","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2016-07-27T14:59:55.000Z","2",,"POINT (-114.0860533 51.1251404)"
"GPK056","A-50888562","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY WATER","CALGARY PARKS SHARED","SW","2022-02-28T19:22:50.000Z","15",,"POINT (-114.1183662 50.9742213)"
"GPK704","A-21003103","PARK - INFO","ACCESS OFF TRAILS","METAL","POST","WOOD","ACTIVE","ACCESS RESTRICTIONS - TRAILS / NATURAL AREA","CALGARY PARKS","CALGARY PARKS","SW","2022-02-28T19:22:46.000Z","5","36/76","POINT (-114.1362489 50.9920387)"
"GPK023","A-21002748","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","S","2013-04-04T07:43:19.000Z","9",,"POINT (-114.0992869 50.9870769)"
"VAR456","A-21005903","DOG - LEASH REGULATIONS",,"PLASTIC","POST","WOOD","ACTIVE","ON LEASH AREA ENTERING (POST)","CALGARY PARKS","CALGARY PARKS","E","2022-08-30T18:27:09.000Z","2","23M89","POINT (-114.1750961 51.0915088)"
"WLD050","A-21007288","PARK - REGULATIONS",,"METAL","POST","METAL","ACTIVE","GENERAL - WILDLIFE RULES","CALGARY PARKS","CALGARY PARKS","SW","2017-09-21T10:11:03.000Z","6",,"POINT (-114.1496423 51.0564418)"
"PKD503","A-21004787","PATHWAY - INFO","3/4","METAL","POST","METAL","ACTIVE","NAME - BOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","W","2017-09-21T10:11:03.000Z","8",,"POINT (-114.1338183 51.0563109)"
"NPK454","A-51415870","PATHWAY - INFO","NOSE HILL PARK TRAIL MARKER","METAL","NOT APPLICABLE","NOT APPLICABLE","ACTIVE","TRAIL MARKER","CALGARY PARKS","CALGARY PARKS",,"2022-04-04T14:16:31.000Z","8",,"POINT (-114.1310989 51.1183355)"
"GPK704","A-50892428","VEHICLE - REGULATIONS","ONE WAY ARROW","METAL","POST","METAL","ACTIVE","ONE WAY","CALGARY PARKS","CALGARY PARKS","N","2022-02-28T19:22:59.000Z","16",,"POINT (-114.1361676 50.990087)"
