"asset_cd","wam_id","type_description","sign_details","sign_material","support_type","support_material","life_cycle_status","minortype","steward","maintained_by","direction","modified_dt","asset_type","bylaw_number","point"
"OGD795","A-51089743","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","SW","2018-05-14T13:35:45.000Z","2",,"POINT (-114.0130708 50.9865401)"
"ERL246","A-50886460","PARK - WARNING","STOP THIEF","METAL","LIGHT POLE","METAL","ACTIVE","VANDALISM / THEFT","CALGARY RECREATION","CALGARY RECREATION","E","2013-04-02T14:28:27.000Z","7",,"POINT (-114.0624355 51.0344623)"
"CAN334","A-50877368","PARK - REGULATIONS","NO SKATEBOARDING","METAL","POST","METAL","ACTIVE","NO BICYCLE / SKATEBOARD / ROLLERSKATE","CALGARY PARKS SHARED","LEASE HOLDER","S","2018-05-14T13:35:45.000Z","6",,"POINT (-114.0793752 50.9465973)"
"PEN583","A-21004735","PARK - REGULATIONS",,"METAL","FENCE","NO BREAKDOWN","ACTIVE","NO BICYCLE / SKATEBOARD / ROLLERSKATE","CALGARY BOARD OF EDUCATION","CALGARY BOARD OF EDUCATION","S","2013-04-02T14:24:53.000Z","6",,"POINT (-113.9446551 51.0453446)"
"QPK065","A-21004974","PARK - INFO","CALGARY CREMETARIUM AND FUNERAL SERVICES","METAL","POST","METAL","ACTIVE","NAME - CEMETERY","CALGARY PARKS","CALGARY PARKS","SE","2017-09-21T10:10:59.000Z","5",,"POINT (-114.0736524 51.0838262)"
"SIL245","A-51417313","PATHWAY - RESTRICTIONS",,"METAL","POST","METAL","ACTIVE","NO BICYCLES","CALGARY PARKS","CALGARY PARKS","W","2022-05-04T09:55:41.000Z","10",,"POINT (-114.2006044 51.0999907)"
"MNI211","A-21004104","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY PARKS","CALGARY PARKS","E","2017-03-01T13:14:54.000Z","15",,"POINT (-114.0588116 51.029805)"
"MEA369","A-51114107","PARK - INFO","MEADOWLARK PARK COMMUNITY","METAL","POST","METAL","ACTIVE","GENERAL INFO - DONOR / DEDICATION","OUTSIDE AGENCY","LEASE HOLDER","NE","2016-02-08T10:11:15.000Z","5",,"POINT (-114.0798598 51.0009831)"
"AUB013","A-51385129","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL ARROWS","METAL","POST","METAL","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS","S","2022-08-23T08:55:59.000Z","8",,"POINT (-113.9523873 50.8930017)"
"GPK701","A-50889493","PARK - INFO","FIELDHOUSE PUBLIC WASHROOMS","METAL","BUILDING","WOOD","ACTIVE","AMENITIES - WASHROOM","CALGARY RECREATION","CALGARY RECREATION","E","2014-09-10T10:23:49.000Z","5",,"POINT (-114.1033005 51.0067646)"
"TUS603","A-51295369","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T10:53:17.000Z","8",,"POINT (-114.236913 51.119335)"
"MPK455","A-51089625","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:44:35.000Z","2",,"POINT (-113.9382765 51.0663635)"
"ALT701","A-51056734","PARK - INFO","23:00-05:00","METAL","POST","METAL","ACTIVE","HOURS - PARK","CALGARY PARKS","CALGARY PARKS","W","2014-06-18T15:15:06.000Z","5",,"POINT (-114.0961124 51.0160542)"
"RAM415","A-50887806","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:44:28.000Z","9",,"POINT (-114.0586525 51.0333648)"
"GPK056","A-21002787","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","SW","2022-02-28T19:22:51.000Z","11",,"POINT (-114.1188918 50.9751198)"
"SIL251","A-51304197","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","W","2019-05-23T15:07:46.000Z","2",,"POINT (-114.1825496 51.105916)"
"MCK562","A-21003872","PARK - INFO","MCKENZIE ASPEN NATURAL ENVIRONMENT PARK","METAL","POST","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","W","2018-05-14T13:35:45.000Z","5",,"POINT (-113.9906657 50.9002102)"
"LKV500","A-51294309","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL ARROWS","METAL","POST","METAL","ACTIVE","DIRECTION / DISTANCE","CALGARY PARKS","CALGARY PARKS","N","2022-08-23T08:23:34.000Z","8",,"POINT (-114.1411043 51.0043125)"
"MNI211","A-21004039","VEHICLE - PARKING",,"METAL","GATE","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:35:45.000Z","15",,"POINT (-114.0587211 51.0297348)"
"DDG724","A-51352401","SPORTS - REGULATIONS",,"METAL","SPORT BARRIER","METAL","ACTIVE","TENNIS RULES","CALGARY PARKS","CALGARY PARKS",,"2020-06-24T13:59:55.000Z","13",,"POINT (-114.0045459 50.9542401)"
"09D899","A-51015569","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","CYCLISTS YIELD TO PEDESTRIANS","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:02.000Z","9",,"POINT (-114.0095595 51.0091567)"
"GDL881","A-50883838","PARK - INFO","WOMEN SYMBOL","METAL","BUILDING","CONCRETE","ACTIVE","AMENITIES - WASHROOM","CALGARY RECREATION","CALGARY RECREATION","NE","2013-04-02T14:24:21.000Z","5",,"POINT (-114.1622088 51.0327402)"
"GPK056","A-21002796","PARK - REGULATIONS",,"METAL","POST","METAL","ACTIVE","WATER - GLENMORE RESERVOIR","CALGARY PARKS","CALGARY PARKS","NE","2013-04-04T07:43:22.000Z","6","36/76","POINT (-114.1023709 50.9815163)"
"EPK291","A-51087797","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:45:19.000Z","2",,"POINT (-114.0831811 51.0248939)"
"WES099","A-51384515","INTERPRETIVE","NATIVE BEES","METAL","POST","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","SE","2021-08-24T14:28:37.000Z","4",,"POINT (-113.9753202 51.1050658)"
"SSD560","A-51089921","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:07.000Z","2",,"POINT (-114.0676016 51.0589536)"
"KIL874","A-21003727","PARK - INFO","FACILITY DIRECTION KILARY SWIMMING POOL","METAL","POST","METAL","ACTIVE","DIRECTION TO - FACILITY","CALGARY RECREATION","CALGARY RECREATION","W","2013-04-02T14:21:39.000Z","5",,"POINT (-114.1310901 51.0377023)"
"BOW201","A-51346608","PATHWAY - RESTRICTIONS","NO EXIT","METAL","POST","METAL","ACTIVE","OTHER PATHWAY RESTRICTION","CALGARY PARKS","CALGARY PARKS","SE","2020-02-19T08:40:11.000Z","10",,"POINT (-114.2041623 51.0970608)"
"OGD809","A-51147312","DOG - LEASH REGULATIONS",,"METAL","FENCE","NO BREAKDOWN","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","E","2016-07-19T13:44:06.000Z","2",,"POINT (-114.0097126 50.9983236)"
"GPK704","A-21003093","PARK - INFO","SNOWY OWL PICNIC SITE","METAL","POST","METAL","ACTIVE","AMENITIES - PICNIC SITE OR RESERVATION","CALGARY PARKS","CALGARY PARKS","SW","2022-02-28T19:22:46.000Z","5",,"POINT (-114.1378972 50.9915233)"
"GPK120","A-21002886","INTERPRETIVE","THE WEASELHEAD: TRAILS OF DISCOVERY","PLASTIC","STONE CAIRN","ROCK","ACTIVE","INTERPRETIVE - WITH MAP","CALGARY PARKS","CALGARY PARKS","E","2021-12-07T15:50:14.000Z","4",,"POINT (-114.1472703 50.9909481)"
"ING226","A-51087808","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:45:45.000Z","2",,"POINT (-114.0237972 51.0336113)"
"MPL511","A-51089834","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:45:45.000Z","2",,"POINT (-114.0379947 50.9486999)"
"CIT967","A-51084825","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:45:44.000Z","15",,"POINT (-114.174871 51.1447541)"
"GDL818","A-50884004","PARK - WARNING",,"WOOD","UTILITY POLE","WOOD","ACTIVE","VIDEO SURVEILLANCE","CALGARY PARKS SHARED","LEASE HOLDER","W","2018-05-14T13:35:45.000Z","7",,"POINT (-114.149522 51.0326984)"
"GPK701","A-50892370","VEHICLE - PARKING",,"WOOD","GARBAGE CAN","METAL","ACTIVE","NO PARKING","CALGARY RECREATION","CALGARY RECREATION","S","2014-09-10T10:36:53.000Z","15",,"POINT (-114.1037407 51.0035252)"
"DDG718","A-51079072","VEHICLE - WARNING","MAXIMUM 20","METAL","POST","METAL","ACTIVE","CAUTION SPEED BUMPS 10 KM/H","CALGARY PARKS","CALGARY PARKS","E","2016-08-12T11:38:31.000Z","17",,"POINT (-113.9962875 50.9388401)"
"ALT701","A-50882439","INTERPRETIVE","ELBOW RIVER PATHWAY","METAL","POST, DUAL","METAL","ACTIVE","INTERPRETIVE - WITH MAP","CALGARY PARKS","CALGARY PARKS","NW","2021-12-07T13:55:02.000Z","4",,"POINT (-114.0924202 51.0116919)"
"NGM476","A-50882585","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","STOP","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:44:00.000Z","9",,"POINT (-114.1157154 50.9950309)"
"CHW402","A-21001417","PARK - INFO",,"METAL","POST","METAL","ACTIVE","MAINTENANCE - HERBICIDE TRIAL","CALGARY PARKS","CALGARY PARKS","SW","2018-05-14T13:35:45.000Z","5",,"POINT (-114.1065142 51.0772271)"
"GPK056","A-21002806","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","NO BICYCLE / SKATEBOARD / ROLLERSKATE","CALGARY PARKS","CALGARY PARKS","NW","2022-02-28T19:22:58.000Z","6","8M89","POINT (-114.1223432 50.974739)"
"CGR216","A-51084958","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:45:44.000Z","11",,"POINT (-114.190693 51.0684108)"
"VAR456","A-21005927","DOG - LEASH REGULATIONS",,"PLASTIC","POST","WOOD","ACTIVE","OFF LEASH AREA ENTERING (POST)","CALGARY PARKS","CALGARY PARKS","S","2017-09-21T10:11:20.000Z","2","23M89","POINT (-114.164689 51.086163)"
"STR999","A-51303412","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:20:04.000Z","8",,"POINT (-114.1668842 51.0404015)"
"BLN007","A-50891889","VEHICLE - PARKING","HANDICAPPED DROP-OFF & LIBRARY DELIVERY VEHICLES ONLY","METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:42:57.000Z","15",,"POINT (-114.0691313 51.0412898)"
"NPK454","A-50888444","PARK - INFO",,"METAL","BUILDING","METAL","ACTIVE","AMENITIES - WASHROOM SEASONAL","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:45:38.000Z","5",,"POINT (-114.098105 51.0929145)"
"GPK057","A-51015596","PARK - INFO","SOUTH GLENMORE PARK","METAL","POST, DUAL","WOOD","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:02.000Z","5",,"POINT (-114.1179293 50.9727149)"
"VIS251","A-50869454","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","NO BICYCLE / SKATEBOARD / ROLLERSKATE","CALGARY BOARD OF EDUCATION","CALGARY BOARD OF EDUCATION","N","2013-04-02T14:26:04.000Z","6",,"POINT (-114.0165785 51.0737608)"
"RIV840","A-21005266","PATHWAY - REGULATIONS","MAXIMUM 10","METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","NE","2018-05-14T13:35:45.000Z","9",,"POINT (-114.0311965 50.979349)"
"HUN722","A-51262746","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2018-05-14T13:34:58.000Z","2",,"POINT (-114.0847535 51.1165568)"
"BRD495","A-51348852","PATHWAY - REGULATIONS","PAT-REG-11","METAL","POST","METAL","ACTIVE","SEASONAL USE PATHWAY","CALGARY PARKS","CALGARY PARKS","SE","2021-04-07T15:17:30.000Z","9",,"POINT (-114.0405511 51.0487224)"
"GPK056","A-21002801","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - ELBOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","SE","2022-02-28T19:22:49.000Z","8",,"POINT (-114.1206822 50.9746345)"
"GPK056","A-50892471","VEHICLE - WARNING","CAUTION PEDESTRIAN CROSSING","METAL","POST","METAL","ACTIVE","PEDESTRIAN / BICYCLE / GOLFER CROSSING","CALGARY PARKS","CALGARY PARKS","N","2022-02-28T19:22:58.000Z","17",,"POINT (-114.1187909 50.9758497)"
"MNI211","A-21004103","VEHICLE - PARKING","90 DEGREE PARKING ONLY","METAL","POST","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","E","2017-03-01T13:14:53.000Z","15",,"POINT (-114.0587989 51.0298675)"
"EDG053","A-51015896","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:43:02.000Z","2",,"POINT (-114.1539363 51.1214706)"
"ACA192","A-21000145","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","SE","2017-09-21T10:11:22.000Z","9",,"POINT (-114.0256361 50.960953)"
"COL350","A-51061775","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:44:32.000Z","11",,"POINT (-114.0982764 51.0757158)"
"RDL560","A-51083643","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS",,"2017-01-13T13:43:49.000Z","15",,"POINT (-114.0805682 51.0595947)"
"GPK701","A-51267721","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","E","2018-05-28T12:56:04.000Z","15",,"POINT (-114.095624 50.9957836)"
"PKH200","A-50892595","PATHWAY - REGULATIONS","SHARE THE PATHWAY","METAL","POST","METAL","ACTIVE","SHARE THE PATHWAY / KEEP RIGHT","CALGARY PARKS","CALGARY PARKS SHARED","E","2018-05-14T13:35:45.000Z","9",,"POINT (-114.0691069 51.018304)"
"NPK454","A-51060736","PARK - INFO","NOSE HILL NATURAL ENVIRONMENT PARK, WITH MAP OF AREA","PLASTIC","STRUCTURE","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","SW","2018-05-14T13:36:25.000Z","5",,"POINT (-114.1117715 51.1035776)"
"OAK075","A-51386609","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:06.000Z","8",,"POINT (-114.1403402 50.9678217)"
"EDG124","A-51000823","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:43:02.000Z","2","23M89","POINT (-114.160739 51.1248393)"
"DNC100","A-21001889","PARK - REGULATIONS",,"METAL","CONCRETE BLOCK","NO BREAKDOWN","ACTIVE","NO CLIMBING / DO NOT CLIMB","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:43:36.000Z","6",,"POINT (-114.058788 51.0461472)"
"BOW220","A-21000868","VEHICLE - REGULATIONS","no stopping fire lane","METAL","FENCE","METAL","ACTIVE","NO STOPPING","CALGARY PARKS","CALGARY PARKS","E","2021-04-07T15:44:28.000Z","16",,"POINT (-114.216242 51.0961509)"
"BDO352","A-51089826","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:07.000Z","2",,"POINT (-114.0297282 50.9413508)"
"RIV846","A-21005334","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - RIVERBEND PATHWAY","CALGARY PARKS","CALGARY PARKS","W","2018-05-14T13:35:45.000Z","8",,"POINT (-114.0266566 50.9769177)"
"GPK701","A-50889586","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY RECREATION","CALGARY RECREATION","N","2014-09-10T10:00:21.000Z","15",,"POINT (-114.1059958 51.0065092)"
"WLD050","A-51114811","PARK - INFO","PINIC SITE 4","METAL","POST","METAL","ACTIVE","AMENITIES - PICNIC SITE OR RESERVATION","CALGARY PARKS","CALGARY PARKS","N","2017-09-21T10:11:41.000Z","5",,"POINT (-114.1544442 51.0628098)"
"SCE352","A-50875386","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA","CALGARY PARKS","CALGARY PARKS","SE","2018-05-14T13:35:46.000Z","2","23M89","POINT (-114.213773 51.1048231)"
"GPK701","A-21002969","PATHWAY - INFO",,"METAL","POST, DUAL","METAL","ACTIVE","DIRECTION / DISTANCE","CALGARY PARKS","CALGARY PARKS","SW","2013-04-04T07:43:37.000Z","8",,"POINT (-114.1029109 51.0032137)"
"MCT834","A-51270937","DOG - NO DOG REGULATIONS",,"METAL","POST","METAL","ACTIVE","NO DOGS BEYOND THIS POINT","CALGARY PARKS","CALGARY PARKS","SW","2018-07-23T13:29:45.000Z","3",,"POINT (-113.9671497 50.9217441)"
"VAR125","A-21006847","VEHICLE - PARKING","1 H","METAL","POST","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","SE","2018-05-14T13:35:46.000Z","15",,"POINT (-114.1393759 51.086296)"
"THO570","A-51042839","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:44:06.000Z","2",,"POINT (-114.0718327 51.0963429)"
"SHG052","A-21005649","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","W","2018-05-30T10:56:44.000Z","9",,"POINT (-114.1215277 51.0477557)"
"GPK704","A-50888552","VEHICLE - REGULATIONS","ONE WAY ARROW","METAL","POST","METAL","ACTIVE","ONE WAY","CALGARY PARKS","CALGARY PARKS","S","2022-02-28T19:22:50.000Z","16",,"POINT (-114.1369909 50.9920751)"
"CAP670","A-51185692","PATHWAY - REGULATIONS","REDUCE SPEED WATCH FOR PEDESTRAINS, BICYCLES, IN-LINE SKATERS","METAL","POST","METAL","ACTIVE","OTHER PATHWAY REGULATION","CALGARY PARKS","CALGARY PARKS",,"2016-11-24T15:18:30.000Z","9",,"POINT (-114.0942733 51.0745498)"
"BYV057","A-21001219","PARK - INFO","SOUTH GLENMORE PARK - DIRECTION & RECREATION","METAL","POST","METAL","ACTIVE","DIRECTION TO - PARK","CALGARY ROADS","CALGARY ROADS","E","2016-01-25T09:54:42.000Z","5",,"POINT (-114.1158181 50.9722121)"
"BOW678","A-51070633","PARK - INFO","CANADA OLYMPIC PARK","METAL","POST","METAL","ACTIVE","DIRECTION TO - PARK","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:36:25.000Z","5",,"POINT (-114.2091617 51.0896507)"
"GDL881","A-50883971","VEHICLE - PARKING","EXCEPT BY EMERGENCY VEHICLES","METAL","FENCE","METAL","ACTIVE","NO PARKING","CALGARY RECREATION","CALGARY RECREATION","W","2013-04-02T14:24:56.000Z","15",,"POINT (-114.1592812 51.031835)"
"STR800","A-21006600","PATHWAY - REGULATIONS",,"METAL","LIGHT POLE","NO BREAKDOWN","ACTIVE","CYCLISTS YIELD TO PEDESTRIANS","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:42:57.000Z","9",,"POINT (-114.1686356 51.0469165)"
"NPK454","A-51067197","VEHICLE - PARKING","NO PARKING","METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:43:23.000Z","15",,"POINT (-114.0992074 51.1255723)"
"RAM415","A-51303168","PATHWAY - INFO","EMERGENCY LOCATE SIGN ALONG THE ELBOW RIVER","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2019-10-03T11:36:55.000Z","8",,"POINT (-114.056409 51.032208)"
"GPK120","A-51095584","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW","CALGARY PARKS","CALGARY PARKS",,"2017-01-13T13:45:21.000Z","11",,"POINT (-114.157769 50.9857979)"
"BOW220","A-51277876","PARK - WARNING",,"METAL","POST","METAL","ACTIVE","TO BE DETERMINED","CALGARY PARKS","CALGARY PARKS",,"2021-12-16T18:09:43.000Z","7",,"POINT (-114.211365 51.0980495)"
"MCK718","A-51303297","PATHWAY - INFO","EMERGENCY LOCATE SIGN ALONG THE BOW RIVER","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2019-10-03T11:37:02.000Z","8",,"POINT (-113.9905731 50.915257)"
"09D862","A-51419916","VEHICLE - PARKING","NO PARKING ARROW LEFT RIGHT","METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","N","2022-06-22T11:52:39.000Z","15",,"POINT (-114.0115414 51.0108959)"
"BOW220","A-21000815","PARK - INFO",,"METAL","POST","METAL","ACTIVE","ACCESS HANDICAP","CALGARY PARKS","CALGARY PARKS","S","2019-04-22T14:35:53.000Z","5",,"POINT (-114.22028 51.0979485)"
"ERL246","A-50886453","PARK - WARNING","STOP THIEF","METAL","LIGHT POLE","METAL","ACTIVE","VANDALISM / THEFT","CALGARY RECREATION","CALGARY RECREATION","W","2013-04-02T14:28:27.000Z","7",,"POINT (-114.0613626 51.0345525)"
"GPK701","A-51408254","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","S","2022-01-28T11:08:58.000Z","9",,"POINT (-114.0960381 50.9978098)"
"MCI092","A-50891621","DOG - NO DOG REGULATIONS","NO DOGS ALLOWED IN COMPLEX","WOOD","FENCE","METAL","ACTIVE","NO DOGS WITHIN THIS AREA / NO DOGS ALLOWED","CALGARY RECREATION","CALGARY RECREATION","W","2013-04-04T07:44:33.000Z","3",,"POINT (-114.0171929 51.0898764)"
"EDG055","A-51067160","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:45:17.000Z","9",,"POINT (-114.1457527 51.1368382)"
"REN890","A-51089897","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:44:35.000Z","2",,"POINT (-114.026763 51.0553976)"
"ERL245","A-51147208","PATHWAY - INFO",,"METAL",,,"ACTIVE","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","SE","2016-07-19T09:42:03.000Z","8",,"POINT (-114.0608939 51.0355299)"
"TUS620","A-51070562","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:43:24.000Z","11",,"POINT (-114.2402329 51.1314803)"
"EAU120","A-21002204","INTERPRETIVE","BUILDING A WETLAND ISN'T EASY","METAL","PEDESTAL","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","W","2021-12-07T13:50:44.000Z","4",,"POINT (-114.0668315 51.0550024)"
"09Q787","A-51183015","PARK - INFO","23:00-05:00","METAL","POST","WOOD","ACTIVE","HOURS - PARK","CALGARY PARKS","CALGARY PARKS","NE","2017-11-22T13:46:03.000Z","5",,"POINT (-113.9358925 51.0343723)"
"RSN001","A-51422144","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:05.000Z","8",,"POINT (-113.9691822 51.1656619)"
"WLD050","A-21007229","PARK - WARNING",,"METAL","POST","METAL","ACTIVE","VANDALISM / THEFT","CALGARY PARKS","CALGARY PARKS","SW","2017-09-21T10:10:57.000Z","7",,"POINT (-114.1627339 51.0536026)"
"GPK704","A-51363424","VEHICLE - PARKING","NORTH GLENMORE PARK PARKING AREA 'N'","METAL","POST, DUAL","METAL","ACTIVE","PARKING INFO","CALGARY PARKS","CALGARY PARKS","N","2022-02-28T19:22:58.000Z","15",,"POINT (-114.138207 50.9924809)"
"BRA083","A-51090430","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:43:32.000Z","2",,"POINT (-114.1015752 50.95079)"
"SOV770","A-51373268","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW","CALGARY PARKS","CALGARY PARKS","E","2022-03-10T12:12:17.000Z","11",,"POINT (-113.9973621 51.0367808)"
"VAL934","A-21006816","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","SW","2013-04-04T07:39:55.000Z","9",,"POINT (-114.2341589 51.0963209)"
"HAW014","A-50898289","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","E","2019-03-15T09:20:38.000Z","2",,"POINT (-114.1810742 51.125021)"
"GPK056","A-51303190","PATHWAY - INFO","EMERGENCY LOCATE SIGN ALONG THE ELBOW RIVER","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2019-10-03T11:36:56.000Z","8",,"POINT (-114.100693 50.974241)"
