"rowid","account","month","year","activity_date","page_title","pageviews","unique_pageviews","average_time_on_page","entrances","bounce_rate_percent","exit_percent","users","new_users","sessions","city","network_location","browser","device_category","region","avg_session_duration"
"2019-01-07| City of Mesa240","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","1","11","1","0","0","1","0","1","Visalia","comcast cable communications llc","Chrome","desktop","California","999"
"2019-01-07| City of Mesa241","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","18","1","0","0","1","1","1","Lacey","comcast cable communications llc","Chrome","desktop","Washington","18"
"2019-01-07| City of Mesa242","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","2","0","1","100","100","2","0","1","Mesa","cox communications","Chrome","desktop","Arizona","0"
"2019-01-07| City of Mesa243","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Gilbert","cox communications","Internet Explorer","tablet","Arizona","0"
"2019-01-07| City of Mesa244","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Gilbert","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-07| City of Mesa245","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","4","3","49","1","0","25","3","1","1","Mesa","cox communications inc.","Chrome","desktop","Arizona","130"
"2019-01-07| City of Mesa246","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","2","19","0","0","0","1","0","0","Mesa","cox communications inc.","Internet Explorer","desktop","Arizona","0"
"2019-01-07| City of Mesa247","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","2","0","1","100","100","2","1","1","Mesa","cox communications inc.","Chrome","mobile","Arizona","0"
"2019-01-07| City of Mesa248","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","16","0","0","0","1","0","0","Tempe","cox communications inc.","Chrome","mobile","Arizona","0"
"2019-01-07| City of Mesa249","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","6","0","0","0","1","0","0","Chandler","cox communications inc.","Safari","mobile","Arizona","0"
"2019-01-07| City of Mesa250","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","3","3","0","3","100","100","3","3","3","Mesa","cox communications inc.","Safari","mobile","Arizona","0"
"2019-01-07| City of Mesa251","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","14","0","0","0","1","0","0","Phoenix","cox communications inc.","Safari","mobile","Arizona","0"
"2019-01-07| City of Mesa252","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Gilbert","cox communications inc.","Samsung Internet","mobile","Arizona","0"
"2019-01-07| City of Mesa253","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Mesa","empire southwest","Internet Explorer","desktop","Arizona","0"
"2019-01-07| City of Mesa254","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","(not set)","facebook ireland ltd","Internet Explorer","desktop","California","0"
"2019-01-07| City of Mesa255","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","New York","gogo llc","Safari","mobile","New York","0"
"2019-01-07| City of Mesa256","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Tecumseh","govital internet inc.","Chrome","desktop","Ontario","0"
"2019-01-07| City of Mesa257","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","1","15","0","0","0","1","0","0","Phoenix","maricopa county","Internet Explorer","desktop","Arizona","0"
"2019-01-07| City of Mesa258","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Mesa","mesa school district","Chrome","desktop","Arizona","0"
"2019-01-07| City of Mesa259","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","20","20","0","20","100","100","20","20","20","Chicago","microsoft corporation","Internet Explorer","desktop","Illinois","0"
"2019-01-07| City of Mesa260","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","6","0","0","0","1","0","0","Kings Park","optimum online (cablevision systems)","Chrome","desktop","New York","0"
"2019-01-07| City of Mesa261","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","1","25","0","0","50","1","0","0","Los Angeles","pacific southwest realty","Chrome","desktop","California","0"
"2019-01-07| City of Mesa262","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","2","54","0","0","50","1","0","0","Glendale","peoria school district 11","Chrome","desktop","Arizona","0"
"2019-01-07| City of Mesa263","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","1","382","0","0","0","1","0","0","Mesa","phoenix-mesa gateway airport authority","Internet Explorer","desktop","Arizona","0"
"2019-01-07| City of Mesa264","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","2","1","35","0","0","0","1","0","0","Phoenix","roosevelt school district","Chrome","desktop","Arizona","0"
"2019-01-07| City of Mesa265","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Phoenix","sprint phoenix pop","Chrome","desktop","Arizona","0"
"2019-01-07| City of Mesa266","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Phoenix","sprint phoenix pop","Chrome","mobile","Arizona","0"
"2019-01-07| City of Mesa267","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Phoenix","t-mobile usa inc.","Safari","mobile","Arizona","0"
"2019-01-07| City of Mesa268","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Phoenix","t-mobile usa inc.","Samsung Internet","mobile","Arizona","0"
"2019-01-07| City of Mesa269","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","33","0","0","0","1","0","0","Los Angeles","t-mobile usa inc.","Chrome","desktop","California","0"
"2019-01-07| City of Mesa270","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","t-mobile usa inc.","Chrome","mobile","Nevada","0"
"2019-01-07| City of Mesa271","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-07T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Jacksonville","vurv technologies","Internet Explorer","desktop","Florida","0"
"2019-01-08| City of Mesa272","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Los Angeles","at&amp;t mobility llc","Safari","mobile","California","0"
"2019-01-08| City of Mesa273","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Mexico City","cablevisi n s.a. de c.v.","Chrome","mobile","Mexico City","0"
"2019-01-08| City of Mesa274","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","2","2","0","2","100","100","2","2","2","Phoenix","cellco partnership dba verizon wireless","Safari","mobile","Arizona","0"
"2019-01-08| City of Mesa275","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","2","2","37","0","0","0","1","0","0","Mesa","centurylink communications llc","Chrome","desktop","Arizona","0"
"2019-01-08| City of Mesa276","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","14","0","0","0","1","0","0","Scottsdale","centurylink communications llc","Chrome","desktop","Arizona","0"
"2019-01-08| City of Mesa277","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","2","2","0","0","0","100","2","0","0","Phoenix","centurylink communications llc","Safari","desktop","Arizona","0"
"2019-01-08| City of Mesa278","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Phoenix","centurylink communications llc","Safari","mobile","Arizona","0"
"2019-01-08| City of Mesa279","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","4","4","28","3","33.33","25","4","0","3","Mesa","city of mesa","Chrome","desktop","Arizona","102.67"
"2019-01-08| City of Mesa280","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","8","7","27","5","40","37.5","6","2","5","Mesa","city of mesa","Internet Explorer","desktop","Arizona","329.6"
"2019-01-08| City of Mesa281","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","4","0","0","0","1","0","0","Mesa","city of mesa","Safari","mobile","Arizona","0"
"2019-01-08| City of Mesa282","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","21","1","0","0","1","0","1","Queen Creek","cox communications","Chrome","desktop","Arizona","59"
"2019-01-08| City of Mesa283","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","11","0","0","0","1","0","0","Mesa","cox communications","Safari","desktop","Arizona","0"
"2019-01-08| City of Mesa284","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","3","2","12","2","50","66.67","1","1","2","Mesa","cox communications","Chrome","mobile","Arizona","8"
"2019-01-08| City of Mesa285","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","7","0","0","0","1","0","0","Chandler","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-08| City of Mesa286","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","19","0","0","0","1","0","0","Mesa","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-08| City of Mesa287","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Phoenix","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-08| City of Mesa288","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","1340","0","0","0","1","0","0","Gilbert","cox communications inc.","Safari","desktop","Arizona","0"
"2019-01-08| City of Mesa289","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","3","3","37","0","0","66.67","3","0","0","Mesa","cox communications inc.","Safari","mobile","Arizona","0"
"2019-01-08| City of Mesa290","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-08T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Gilbert","cox communications inc.","Samsung Internet","mobile","Arizona","0"
"2022-01-11Public Transit | City of Mesa291","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Los Angeles","(not set)","Safari","mobile","California","0"
"2022-01-11Public Transit | City of Mesa292","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Public Transit | City of Mesa","3","1","13","1","0","33.33","1","1","1","Duluth","(not set)","Chrome","desktop","Minnesota","26"
"2022-01-11Public Transit | City of Mesa293","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Public Transit | City of Mesa","3","1","5","1","0","33.33","1","1","1","Libby","(not set)","Safari","mobile","Montana","10"
"2022-01-11Public Transit | City of Mesa294","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Public Transit | City of Mesa","3","1","6","1","0","0","1","1","1","Greensboro","(not set)","Chrome","desktop","North Carolina","65"
"2022-01-11Public Transit | City of Mesa295","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Public Transit | City of Mesa","3","1","65","1","0","33.33","1","0","1","Houston","(not set)","Chrome","desktop","Texas","130"
"2022-01-11Public Transit | City of Mesa296","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Public Transit | City of Mesa","3","1","28","1","0","33.33","1","1","1","Milwaukee","(not set)","Safari","mobile","Wisconsin","55"
"2022-01-12Public Transit | City of Mesa297","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","6","2","0","2","0","33.33","2","1","2","Mesa","(not set)","Chrome","desktop","Arizona","0.5"
"2022-01-12Public Transit | City of Mesa298","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Phoenix","(not set)","Chrome","desktop","Arizona","0"
"2022-01-12Public Transit | City of Mesa299","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","3","1","1","0","0","0","1","0","0","Scottsdale","(not set)","Chrome","desktop","Arizona","0"
"2022-01-12Public Transit | City of Mesa300","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","3","1","134","1","0","33.33","1","1","1","Tempe","(not set)","Chrome","desktop","Arizona","268"
"2022-01-12Public Transit | City of Mesa301","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","4","2","0","2","50","50","2","2","2","Mesa","(not set)","Chrome","mobile","Arizona","0"
"2022-01-12Public Transit | City of Mesa302","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","6","2","4","2","0","33.33","2","1","2","Phoenix","(not set)","Chrome","mobile","Arizona","7.5"
"2022-01-12Public Transit | City of Mesa303","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","6","2","3","2","0","33.33","1","1","2","Gilbert","(not set)","Safari","mobile","Arizona","6"
"2022-01-12Public Transit | City of Mesa304","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","6","2","46","2","0","33.33","1","1","2","Mesa","(not set)","Safari","mobile","Arizona","92"
"2022-01-12Public Transit | City of Mesa305","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","6","2","7","2","0","33.33","2","2","2","Phoenix","(not set)","Safari","mobile","Arizona","14"
"2022-01-12Public Transit | City of Mesa306","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","6","2","0","2","0","33.33","2","1","2","Tempe","(not set)","Safari","mobile","Arizona","0"
"2022-01-12Public Transit | City of Mesa307","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","6","1","2","1","0","16.67","1","1","1","Los Angeles","(not set)","Chrome","mobile","California","14"
"2022-01-12Public Transit | City of Mesa308","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Copenhagen","(not set)","Safari","mobile","Capital Region of Denmark","0"
"2022-01-12Public Transit | City of Mesa309","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","3","1","5","1","0","33.33","1","1","1","Port Huron","(not set)","Chrome","desktop","Michigan","11"
"2022-01-12Public Transit | City of Mesa310","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","3","1","15","1","0","33.33","1","1","1","Saint Paul","(not set)","Chrome","mobile","Minnesota","29"
"2022-01-12Public Transit | City of Mesa311","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","3","1","7","1","0","33.33","1","1","1","Watertown","(not set)","Safari","mobile","South Dakota","14"
"2022-01-12Public Transit | City of Mesa312","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-12T00:00:00.000","Public Transit | City of Mesa","3","1","1","1","0","33.33","1","0","1","Salt Lake City","(not set)","Chrome","desktop","Utah","1"
"2022-01-13Public Transit | City of Mesa313","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","3","1","0","0","0","33.33","1","0","0","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-13Public Transit | City of Mesa314","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mesa","(not set)","Edge","desktop","Arizona","0"
"2022-01-13Public Transit | City of Mesa315","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","3","1","27","1","0","0","1","0","1","Mesa","(not set)","Safari","desktop","Arizona","99"
"2022-01-13Public Transit | City of Mesa316","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","6","1","19","1","0","16.67","1","1","1","Mesa","(not set)","Chrome","mobile","Arizona","129"
"2022-01-13Public Transit | City of Mesa317","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","3","1","19","1","0","33.33","1","1","1","Phoenix","(not set)","Chrome","mobile","Arizona","38"
"2022-01-13Public Transit | City of Mesa318","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mesa","(not set)","Safari","mobile","Arizona","0"
"2022-01-13Public Transit | City of Mesa319","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","3","1","25","1","0","0","1","1","1","Phoenix","(not set)","Safari","mobile","Arizona","78"
"2022-01-13Public Transit | City of Mesa320","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","6","2","5","2","0","33.33","2","2","2","Los Angeles","(not set)","Chrome","mobile","California","10.5"
"2022-01-13Public Transit | City of Mesa321","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","3","1","73","1","0","33.33","1","1","1","Los Angeles","(not set)","Safari","mobile","California","146"
"2022-01-13Public Transit | City of Mesa322","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","6","2","4","2","0","33.33","1","1","2","Yorkville","(not set)","Safari","mobile","Illinois","7.5"
"2022-01-13Public Transit | City of Mesa323","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-13T00:00:00.000","Public Transit | City of Mesa","3","1","4","0","0","0","1","0","0","Las Vegas","(not set)","Chrome","desktop","Nevada","0"
"2022-01-14Public Transit | City of Mesa324","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","8","1","0","33.33","1","1","1","Mesa","(not set)","Chrome","desktop","Arizona","16"
"2022-01-14Public Transit | City of Mesa325","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","1","1","0","1","100","100","1","0","1","Mesa","(not set)","Edge","desktop","Arizona","0"
"2022-01-14Public Transit | City of Mesa326","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","1","1","0","33.33","1","1","1","Mesa","(not set)","Firefox","desktop","Arizona","2"
"2022-01-14Public Transit | City of Mesa327","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","16","1","0","33.33","1","1","1","Phoenix","(not set)","Safari","desktop","Arizona","31"
"2022-01-14Public Transit | City of Mesa328","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mesa","(not set)","Chrome","mobile","Arizona","0"
"2022-01-14Public Transit | City of Mesa329","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","6","2","13","2","0","33.33","2","2","2","Phoenix","(not set)","Chrome","mobile","Arizona","26.5"
"2022-01-14Public Transit | City of Mesa330","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","6","1","0","33.33","1","1","1","Queen Creek","(not set)","Chrome","mobile","Arizona","11"
"2022-01-14Public Transit | City of Mesa331","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","6","2","3","2","0","33.33","2","2","2","Phoenix","(not set)","Safari","mobile","Arizona","5"
"2022-01-14Public Transit | City of Mesa332","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","32","1","0","33.33","1","0","1","Irvine","(not set)","Chrome","desktop","California","64"
"2022-01-14Public Transit | City of Mesa333","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","San Francisco","(not set)","Chrome","mobile","California","0"
"2022-01-14Public Transit | City of Mesa334","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","0","1","Fresno","(not set)","Safari","mobile","California","0"
"2022-01-14Public Transit | City of Mesa335","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","5","1","0","33.33","1","1","1","Santa Cruz","(not set)","Safari","mobile","California","9"
"2022-01-14Public Transit | City of Mesa336","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","9","1","10","1","0","11.11","1","1","1","Chicago","(not set)","Safari","mobile","Illinois","427"
"2022-01-14Public Transit | City of Mesa337","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-14T00:00:00.000","Public Transit | City of Mesa","3","1","3","1","0","33.33","1","1","1","Seattle","(not set)","Chrome","desktop","Washington","5"
"2022-01-15Public Transit | City of Mesa338","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","6","2","5","2","0","33.33","2","0","2","Mesa","(not set)","Chrome","desktop","Arizona","10"
"2022-01-15Public Transit | City of Mesa339","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","3","1","8","0","0","0","1","0","0","Phoenix","(not set)","Safari","desktop","Arizona","0"
"2022-01-15Public Transit | City of Mesa340","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","3","1","10","1","0","33.33","1","0","1","Phoenix","(not set)","Chrome","mobile","Arizona","21"
"2022-01-15Public Transit | City of Mesa341","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","6","2","33","2","0","33.33","2","2","2","Phoenix","(not set)","Safari","mobile","Arizona","66.5"
"2022-01-15Public Transit | City of Mesa342","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","3","1","1","1","0","33.33","1","1","1","Pasadena","(not set)","Chrome","desktop","California","2"
"2022-01-15Public Transit | City of Mesa343","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Seaside","(not set)","Safari","desktop","California","0"
"2022-01-15Public Transit | City of Mesa344","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","6","2","15","2","0","33.33","2","2","2","San Jose","(not set)","Safari","mobile","California","29"
"2022-01-15Public Transit | City of Mesa345","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","3","1","568","1","0","33.33","1","1","1","Montrose","(not set)","Edge","desktop","Colorado","1137"
"2022-01-15Public Transit | City of Mesa346","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","3","1","35","1","0","0","1","1","1","Moline","(not set)","Safari","desktop","Illinois","105"
"2022-01-15Public Transit | City of Mesa347","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","3","1","19","1","0","33.33","1","1","1","Dallas","(not set)","Safari","mobile","Texas","37"
"2022-01-15Public Transit | City of Mesa348","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Public Transit | City of Mesa","3","1","34","1","0","33.33","1","1","1","Arlington","(not set)","Chrome","mobile","Washington","67"
"2022-01-16Public Transit | City of Mesa349","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mobile","(not set)","Chrome","mobile","Alabama","0"
"2022-01-16Public Transit | City of Mesa350","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","21","1","0","33.33","1","1","1","Calgary","(not set)","Safari","mobile","Alberta","42"
"2022-01-16Public Transit | City of Mesa351","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-16Public Transit | City of Mesa352","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","9","2","19","1","0","11.11","1","0","1","Phoenix","(not set)","Chrome","desktop","Arizona","838"
"2022-01-16Public Transit | City of Mesa353","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","9","1","0","33.33","1","1","1","Scottsdale","(not set)","Chrome","desktop","Arizona","17"
"2022-01-16Public Transit | City of Mesa354","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","5","1","0","33.33","1","1","1","Mesa","(not set)","Internet Explorer","desktop","Arizona","9"
"2022-01-16Public Transit | City of Mesa355","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","4","1","0","33.33","1","1","1","Mesa","(not set)","Safari","mobile","Arizona","7"
"2022-01-16Public Transit | City of Mesa356","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","18","1","0","33.33","1","1","1","Mesa","(not set)","Safari","tablet","Arizona","35"
