"rowid","date","calendar_year","fiscal_year","month","day","day_of_week","sunrise","sunset","cart_rentals","cart_revenue","club_rentals","club_revenue","food_and_beverage","green_fees","merchandise_revenue","range_sales","rounds_possible","round_capacity","rounds_played","total_revenue","revenue_round"
"186","2021-10-22T00:00:00.000","2021","FY21-22","October","22","Friday","06:37:57","17:45:23","259","4144","16","560","5814.39","9404","1745.46","2623","308","0.961","296","24290.85","82.06"
"187","2021-10-23T00:00:00.000","2021","FY21-22","October","23","Saturday","06:38:47","17:44:17","228","3648","8","180","6633.52","10110","625.58","2288.25","304","1.046","318","23485.350000000002","73.85"
"188","2021-10-24T00:00:00.000","2021","FY21-22","October","24","Sunday","06:39:36","17:43:12","206","3296","3","70","3832.84","8998.5","1402.49","2168.6","304","0.921","280","19768.43","70.6"
"189","2021-10-25T00:00:00.000","2021","FY21-22","October","25","Monday","06:40:27","17:42:08","206","3296","7","149","3298.89","7318.5","760.46","2397.53","304","0.845","257","17220.38","67.01"
"190","2021-10-26T00:00:00.000","2021","FY21-22","October","26","Tuesday","06:41:17","17:41:05","159","2544","12","215","2666.65","7145.28","638.13","2471.03","304","0.789","240","15680.09","65.33"
"191","2021-10-27T00:00:00.000","2021","FY21-22","October","27","Wednesday","06:42:08","17:40:03","197","3152","12","359","3607.01","8840.5","908.5","2497","300","0.933","280","19364.010000000002","69.16"
"192","2021-10-28T00:00:00.000","2021","FY21-22","October","28","Thursday","06:42:59","17:39:03","180","2880","7","110","3695.19","8490","842.59","2757.54","300","0.877","263","18775.32","71.39"
"193","2021-10-29T00:00:00.000","2021","FY21-22","October","29","Friday","06:43:51","17:38:03","246","3936","10","315","5041.65","9313.03","3282.72","2453.38","300","1.033","310","24341.78","78.52"
"194","2021-10-30T00:00:00.000","2021","FY21-22","October","30","Saturday","06:44:43","17:37:05","193","3088","14","255","4283.98","9743.12","1258.24","3126.5","300","0.957","287","21754.84","75.8"
"195","2021-10-31T00:00:00.000","2021","FY21-22","October","31","Sunday","06:45:35","17:36:08","240","3840","3","30","3372.11","6570.08","848.1","2060.73","296","0.932","276","16721.02","60.58"
"196","2021-11-01T00:00:00.000","2021","FY21-22","November","1","Monday","06:46:28","17:35:12","134","2144","11","200","1974.82","6170.34","688.59","3305","296","0.713","211","14482.75","68.64"
"197","2021-11-02T00:00:00.000","2021","FY21-22","November","2","Tuesday","06:47:21","17:34:18","127","2032","8","80","2428.95","7452.17","411.58","2236.49","296","0.767","227","14641.189999999999","64.5"
"198","2021-11-03T00:00:00.000","2021","FY21-22","November","3","Wednesday","06:48:15","17:33:25","151","2416","6","200","3139.64","8323.33","1290.71","2692.4","296","0.838","248","18062.08","72.83"
"199","2021-11-04T00:00:00.000","2021","FY21-22","November","4","Thursday","06:49:08","17:32:33","173","2768","4","40","3898.86","8095.67","545.86","1814.08","292","0.904","264","17162.47","65.01"
"200","2021-11-05T00:00:00.000","2021","FY21-22","November","5","Friday","06:50:02","17:31:43","169","2704","10","210","4614.19","9485.17","2889.95","3909.41","292","0.949","277","23812.719999999998","85.97"
"201","2021-11-06T00:00:00.000","2021","FY21-22","November","6","Saturday","06:50:56","17:30:54","197","3152","3","85","3782.49","9077.19","575.6","2733.19","292","0.962","281","19405.47","69.06"
"202","2021-11-07T00:00:00.000","2021","FY21-22","November","7","Sunday","06:51:51","17:30:06","230","3680","4","100","3762.29","7393.79","509.04","1960.24","292","0.945","276","17405.36","63.06"
"203","2021-11-08T00:00:00.000","2021","FY21-22","November","8","Monday","06:52:45","17:29:21","153","2448","5","90","2523.41","7487.94","935.7","2019.5","292","0.805","235","15504.55","65.98"
"204","2021-11-09T00:00:00.000","2021","FY21-22","November","9","Tuesday","06:53:40","17:28:36","151","2416","0","0","2592.67","6436.89","848.91","2167.6","288","0.764","220","14462.07","65.74"
"205","2021-11-10T00:00:00.000","2021","FY21-22","November","10","Wednesday","06:54:35","17:27:53","175","2800","6","83","3209.03","9905","1224.6","2369","288","0.903","260","19590.63","75.35"
"206","2021-11-11T00:00:00.000","2021","FY21-22","November","11","Thursday","06:55:31","17:27:12","189","3024","1","10","4326.9","8834.67","1297.13","2399","288","1","288","19891.699999999997","69.07"
"207","2021-11-12T00:00:00.000","2021","FY21-22","November","12","Friday","06:56:26","17:26:32","177","2832","8","190","6276.8","10650.5","705","2570.7","288","0.91","262","23225","88.65"
"208","2021-11-13T00:00:00.000","2021","FY21-22","November","13","Saturday","06:57:22","17:25:54","178","2848","7","180","4593.43","8263.33","763.35","2349.54","288","0.976","281","18997.65","67.61"
"209","2021-11-14T00:00:00.000","2021","FY21-22","November","14","Sunday","06:58:17","17:25:17","199","3184","1","60","8783.16","2613","788.21","1721.23","284","0.771","219","17149.6","78.31"
"210","2021-11-15T00:00:00.000","2021","FY21-22","November","15","Monday","06:59:13","17:24:43","166","2656","0","0","2597.59","7099.7","1059.02","1340","284","0.813","231","14752.31","63.86"
"211","2021-11-16T00:00:00.000","2021","FY21-22","November","16","Tuesday","07:00:08","17:24:09","136","2176","4","65","2766.46","6768","219.3","1891.23","284","0.771","219","13885.989999999998","63.41"
"212","2021-11-17T00:00:00.000","2021","FY21-22","November","17","Wednesday","07:01:04","17:23:38","160","2560","1","10","2692.73","8325.78","286.09","2190.43","284","0.877","249","16065.03","64.52"
"213","2021-11-18T00:00:00.000","2021","FY21-22","November","18","Thursday","07:02:00","17:23:08","194","3104","1","10","3623.13","7652.44","744.94","2263.46","284","0.894","254","17397.97","68.5"
"214","2021-11-19T00:00:00.000","2021","FY21-22","November","19","Friday","07:02:55","17:22:40","208","3328","3","110","4413.63","6604.8","773.45","2374","284","0.782","222","17603.88","79.3"
"215","2021-11-20T00:00:00.000","2021","FY21-22","November","20","Saturday","07:03:51","17:22:14","218","3488","8","100","8353.77","5530.82","2911.29","2844.91","280","0.961","269","23228.79","86.35"
"216","2021-11-21T00:00:00.000","2021","FY21-22","November","21","Sunday","07:04:46","17:21:49","215","3440","3","30","3904.36","5822.9","2087.18","2060.83","280","0.921","258","17345.27","67.23"
"217","2021-11-22T00:00:00.000","2021","FY21-22","November","22","Monday","07:05:41","17:21:26","179","2864","1","20","2003.29","7171","662.99","1554.23","280","0.714","200","14275.509999999998","71.38"
"218","2021-11-23T00:00:00.000","2021","FY21-22","November","23","Tuesday","07:06:36","17:21:05","196","3136","5","250","2773.13","9463","954.91","2125","280","0.904","253","18702.04","73.92"
"219","2021-11-24T00:00:00.000","2021","FY21-22","November","24","Wednesday","07:07:30","17:20:46","207","3312","6","190","3798.08","10231","838.45","2904.46","280","1.021","286","21273.989999999998","74.38"
"220","2021-11-25T00:00:00.000","2021","FY21-22","November","25","Thursday","07:08:24","17:20:29","123","1968","3","110","1813.37","6472.33","601.12","1163","280","0.586","164","12127.82","73.95"
"221","2021-11-26T00:00:00.000","2021","FY21-22","November","26","Friday","07:09:18","17:20:14","199","3184","4","90","3900.26","11514.22","1265.27","2871.69","276","0.975","269","22825.440000000002","84.85"
"222","2021-11-27T00:00:00.000","2021","FY21-22","November","27","Saturday","07:10:12","17:20:00","226","3616","8","170","3804.56","6265.88","748.43","1938.41","276","0.949","262","16543.280000000002","63.14"
"223","2021-11-28T00:00:00.000","2021","FY21-22","November","28","Sunday","07:11:05","17:19:48","189","3024","2","100","3401.73","10626.9","551.08","2425.5","276","0.953","263","20129.21","76.54"
"224","2021-11-29T00:00:00.000","2021","FY21-22","November","29","Monday","07:11:57","17:19:38","134","2144","5","100","1863.23","9105.82","735.95","1690.69","276","0.786","217","15639.69","72.07"
"225","2021-11-30T00:00:00.000","2021","FY21-22","November","30","Tuesday","07:12:49","17:19:30","162","2592","2","20","2582.48","7599","1799.72","2076.14","276","0.826","228","16669.34","73.11"
"226","2021-12-01T00:00:00.000","2021","FY21-22","December","1","Wednesday","07:13:41","17:19:24","139","2224","2","20","2284.56","9113","721.61","2344.85","276","0.812","224","16708.02","74.59"
"227","2021-12-02T00:00:00.000","2021","FY21-22","December","2","Thursday","07:14:32","17:19:19","181","2896","1","50","3728.5","9489.5","3253.6","2122.23","276","0.902","249","21539.83","86.51"
"228","2021-12-03T00:00:00.000","2021","FY21-22","December","3","Friday","07:15:22","17:19:17","157","2512","2","20","4783.83","10436","1719.02","2767.23","276","0.902","249","22238.08","89.31"
"229","2021-12-04T00:00:00.000","2021","FY21-22","December","4","Saturday","07:16:11","17:19:16","206","3296","1","50","14614.12","7816.42","866.07","2009.11","272","0.805","219","28651.72","130.83"
"230","2021-12-05T00:00:00.000","2021","FY21-22","December","5","Sunday","07:17:00","17:19:18","202","3232","8","150","4057.11","10180.2","722.04","1981.23","272","0.982","267","20322.58","76.11"
"231","2021-12-06T00:00:00.000","2021","FY21-22","December","6","Monday","07:17:48","17:19:21","146","2336","2","20","2018.88","8365.75","372.23","1265","272","0.849","231","14377.86","62.24"
"232","2021-12-07T00:00:00.000","2021","FY21-22","December","7","Tuesday","07:18:35","17:19:26","160","2560","2","60","2410.03","8066","584.5","1244","272","0.879","239","14924.53","62.45"
"233","2021-12-08T00:00:00.000","2021","FY21-22","December","8","Wednesday","07:19:21","17:19:32","135","2160","0","0","2631.71","7169.19","433.2","3338","272","0.676","184","15732.099999999999","85.5"
"234","2021-12-09T00:00:00.000","2021","FY21-22","December","9","Thursday","07:20:06","17:19:41","192","3072","3","45","2858.66","8983","991.46","2545.06","272","0.904","246","18495.18","75.18"
"235","2021-12-10T00:00:00.000","2021","FY21-22","December","10","Friday","07:20:50","17:19:51","165","2640","2","60","4401.47","9162.22","1008.65","2472.46","272","0.882","240","19744.8","82.27"
"236","2021-12-11T00:00:00.000","2021","FY21-22","December","11","Saturday","07:21:33","17:20:04","222","3552","2","60","3878.74","10483.95","1869.23","2600.46","272","0.978","266","22444.379999999997","84.38"
"237","2021-12-12T00:00:00.000","2021","FY21-22","December","12","Sunday","07:22:15","17:20:18","212","3392","0","0","3660.15","7407.42","817.05","2095.4","272","0.915","249","17372.02","69.77"
"238","2021-12-13T00:00:00.000","2021","FY21-22","December","13","Monday","07:22:56","17:20:34","146","2336","2","30","1908.12","7828.43","300.05","1273.23","272","0.765","208","13675.829999999998","65.75"
"239","2021-12-14T00:00:00.000","2021","FY21-22","December","14","Tuesday","07:23:36","17:20:51","149","2384","4","100","2575.74","6926.3","483.67","1737","272","0.783","213","14206.710000000001","66.7"
"240","2021-12-15T00:00:00.000","2021","FY21-22","December","15","Wednesday","07:24:14","17:21:10","148","2368","2","80","4195.43","7131","538.03","1705.23","272","0.728","198","16017.689999999999","80.9"
"241","2021-12-16T00:00:00.000","2021","FY21-22","December","16","Thursday","07:24:51","17:21:31","136","2176","2","60","3402.36","9175","594.53","1266.82","272","0.787","214","16674.71","77.92"
"242","2021-12-17T00:00:00.000","2021","FY21-22","December","17","Friday","07:25:27","17:21:54","142","2272","3","80","4363.83","8187.8","1197.65","2074.5","272","0.776","211","18175.78","86.14"
"243","2021-12-18T00:00:00.000","2021","FY21-22","December","18","Saturday","07:26:02","17:22:18","161","2576","3","70","15300.08","4948.24","1485.24","2518.02","272","0.71","193","26897.58","139.37"
"244","2021-12-19T00:00:00.000","2021","FY21-22","December","19","Sunday","07:26:35","17:22:44","152","2432","7","105","3447.4","10385","817.44","1958.23","272","0.897","244","19145.07","78.46"
"245","2021-12-20T00:00:00.000","2021","FY21-22","December","20","Monday","07:27:07","17:23:12","163","2608","1","10","2960.09","8145","515.75","1469.5","272","0.824","224","15708.34","70.13"
"246","2021-12-21T00:00:00.000","2021","FY21-22","December","21","Tuesday","07:27:37","17:23:41","175","2800","4","100","2617.71","7897","1158.48","1513.23","272","0.871","237","16086.419999999998","67.88"
"247","2021-12-22T00:00:00.000","2021","FY21-22","December","22","Wednesday","07:28:06","17:24:12","178","2848","4","80","4044.88","9836.6","1613.36","2305.5","272","0.893","243","20728.34","85.3"
"248","2021-12-23T00:00:00.000","2021","FY21-22","December","23","Thursday","07:28:33","17:24:44","186","2976","3","30","4204.52","11164.78","3427.71","2501.69","272","1.044","284","24304.7","85.58"
"249","2021-12-24T00:00:00.000","2021","FY21-22","December","24","Friday","07:28:59","17:25:18","21","336","0","0","315.43","970","1168.98","420.5","272","0.132","36","3210.91","89.19"
"250","2021-12-25T00:00:00.000","2021","FY21-22","December","25","Saturday","07:29:23","17:25:53","154","2464","7","70","1852.42","7616","861","1468.4","272","0.721","196","14331.82","73.12"
"251","2021-12-26T00:00:00.000","2021","FY21-22","December","26","Sunday","07:29:45","17:26:30","157","2512","4","115","4901.23","8213.31","798.53","3452.65","272","0.868","236","19992.72","84.71"
"252","2021-12-27T00:00:00.000","2021","FY21-22","December","27","Monday","07:30:06","17:27:07","201","3216","11","320","3008.25","10667.81","558.43","2094","272","0.982","267","19864.489999999998","74.4"
"253","2021-12-28T00:00:00.000","2021","FY21-22","December","28","Tuesday","07:30:25","17:27:47","155","2480","2","60","2537.89","7363","728.94","1448.73","272","0.728","198","14618.56","73.83"
"254","2021-12-29T00:00:00.000","2021","FY21-22","December","29","Wednesday","07:30:43","17:28:27","182","2912","5","120","3053.66","9363","362.79","2093.73","272","0.952","259","17905.18","69.13"
"255","2021-12-30T00:00:00.000","2021","FY21-22","December","30","Thursday","07:30:59","17:29:09","192","3072","2","100","3411.37","9057","433.2","2720.73","272","0.938","255","18794.3","73.7"
"256","2021-12-31T00:00:00.000","2021","FY21-22","December","31","Friday","07:31:13","17:29:52","139","2224","0","0","2782.92","6930","1376.12","1779.33","272","0.691","188","15092.369999999999","80.28"
"257","2022-01-01T00:00:00.000","2022","FY21-22","January","1","Saturday","07:31:25","17:30:36","169","2704","3","30","2591.51","22440.69","742.13","3710.18","272","0.919","250","32218.510000000002","128.87"
"258","2022-01-02T00:00:00.000","2022","FY21-22","January","2","Sunday","07:31:36","17:31:21","207","3312","2","20","3688.14","7888.11","714.52","1949.88","272","0.89","242","17572.649999999998","72.61"
"259","2022-01-03T00:00:00.000","2022","FY21-22","January","3","Monday","07:31:45","17:32:07","155","2480","2","35","2610.17","9651.06","713.21","2558","272","0.809","220","18047.440000000002","82.03"
"260","2022-01-04T00:00:00.000","2022","FY21-22","January","4","Tuesday","07:31:52","17:32:55","144","2304","1","10","2689.24","8194.17","353.11","2136","272","0.776","211","15686.52","74.34"
"261","2022-01-05T00:00:00.000","2022","FY21-22","January","5","Wednesday","07:31:57","17:33:43","146","2336","2","50","2039.29","9093","829.68","2788","272","0.827","225","17135.97","76.16"
"262","2022-01-06T00:00:00.000","2022","FY21-22","January","6","Thursday","07:32:01","17:34:32","187","2992","2","30","3302","11471","545","2352","272","0.978","266","20692","77.79"
"263","2022-01-07T00:00:00.000","2022","FY21-22","January","7","Friday","07:32:02","17:35:22","152","2432","2","20","6755.1","10467.89","413.32","3099.4","272","0.952","259","23187.71","89.53"
"264","2022-01-08T00:00:00.000","2022","FY21-22","January","8","Saturday","07:32:02","17:36:13","215","3440","5","105","6138.93","11375.42","351.97","3100.23","276","0.957","264","24511.55","92.85"
"265","2022-01-09T00:00:00.000","2022","FY21-22","January","9","Sunday","07:32:00","17:37:05","248","3968","1","10","4338.17","9090.73","342.78","3061.34","276","1.043","288","20811.019999999997","72.26"
"266","2022-01-10T00:00:00.000","2022","FY21-22","January","10","Monday","07:31:56","17:37:57","123","1968","2","35","1903.67","9146.4","569.76","2195.46","276","0.732","202","15818.289999999999","78.31"
"267","2022-01-11T00:00:00.000","2022","FY21-22","January","11","Tuesday","07:31:51","17:38:50","156","2496","2","30","3231.38","9855","225.9","1590.46","276","0.884","244","17428.74","71.43"
"268","2022-01-12T00:00:00.000","2022","FY21-22","January","12","Wednesday","07:31:43","17:39:44","154","2464","2","100","2694.59","9593","482.06","1822.23","276","0.913","252","17155.879999999997","68.08"
"269","2022-01-13T00:00:00.000","2022","FY21-22","January","13","Thursday","07:31:34","17:40:38","176","2816","1","8","3905.77","10071","930.15","2441.93","276","0.909","251","20172.85","80.37"
"270","2022-01-14T00:00:00.000","2022","FY21-22","January","14","Friday","07:31:23","17:41:33","183","2928","14","340","4617.8","10796.06","1567.75","3485.13","276","0.982","271","23734.739999999998","87.58"
"271","2022-01-15T00:00:00.000","2022","FY21-22","January","15","Saturday","07:31:10","17:42:29","221","3536","6","120","5069.71","8197.29","847.52","2881.77","276","0.978","270","20652.29","76.49"
"272","2022-01-16T00:00:00.000","2022","FY21-22","January","16","Sunday","07:30:55","17:43:24","184","2944","0","0","6073.33","10691.5","692.69","2185.33","280","0.721","202","22586.85","111.82"
"273","2022-01-17T00:00:00.000","2022","FY21-22","January","17","Monday","07:30:38","17:44:21","205","3280","7","100","4300.16","13076.69","596.39","3117.92","280","1.054","295","24471.16","82.95"
"274","2022-01-18T00:00:00.000","2022","FY21-22","January","18","Tuesday","07:30:20","17:45:17","159","2544","0","0","2611.71","10017.83","828.2","1481.46","280","0.889","249","17483.199999999997","70.21"
"275","2022-01-19T00:00:00.000","2022","FY21-22","January","19","Wednesday","07:30:00","17:46:14","173","2768","8","255","3505.58","9706","1025.06","2882.46","280","0.929","260","20142.1","77.47"
"276","2022-01-20T00:00:00.000","2022","FY21-22","January","20","Thursday","07:29:38","17:47:12","183","2928","3","110","3805.3","10216","746.86","2609.23","280","0.954","267","20415.39","76.46"
"277","2022-01-21T00:00:00.000","2022","FY21-22","January","21","Friday","07:29:14","17:48:09","192","3072","2","80","5414.61","11403.7","646.92","3176.23","280","1.025","287","23793.460000000003","82.9"
"278","2022-01-22T00:00:00.000","2022","FY21-22","January","22","Saturday","07:28:49","17:49:07","171","2736","8","330","4745.5","9350.4","2742.78","3023.44","284","0.989","281","22928.12","81.59"
"279","2022-01-23T00:00:00.000","2022","FY21-22","January","23","Sunday","07:28:22","17:50:05","109","1744","5","45","2430.73","9568.1","560.81","2237.23","284","0.739","210","16585.87","78.98"
"280","2022-01-24T00:00:00.000","2022","FY21-22","January","24","Monday","07:27:53","17:51:03","141","2256","1","10","2940.88","9420.35","244.64","2090","284","0.859","244","16961.87","69.52"
"281","2022-01-25T00:00:00.000","2022","FY21-22","January","25","Tuesday","07:27:23","17:52:01","195","3120","3","30","2593.11","9664.58","688.11","1726.75","284","1.021","290","17822.55","61.46"
"282","2022-01-26T00:00:00.000","2022","FY21-22","January","26","Wednesday","07:26:51","17:52:59","161","2576","2","80","2337.58","9722.94","795.9","3236.69","284","0.887","252","18749.11","74.4"
"283","2022-01-27T00:00:00.000","2022","FY21-22","January","27","Thursday","07:26:17","17:53:57","182","2912","2","70","3497.83","9151.21","449.75","3224.73","284","0.937","266","19305.519999999997","72.58"
"284","2022-01-28T00:00:00.000","2022","FY21-22","January","28","Friday","07:25:41","17:54:56","168","2688","5","150","5424.39","10826","1089.63","3161.5","288","0.972","280","23339.52","83.36"
"285","2022-01-29T00:00:00.000","2022","FY21-22","January","29","Saturday","07:25:04","17:55:54","213","3408","4","60","4716.55","12674.18","3206.6","3366.84","288","0.948","273","27432.17","100.48"
"286","2022-01-30T00:00:00.000","2022","FY21-22","January","30","Sunday","07:24:26","17:56:52","250","4000","3","40","4788.98","10524.08","634.09","3048.23","288","1.007","290","23035.38","79.43"
"287","2022-01-31T00:00:00.000","2022","FY21-22","January","31","Monday","07:23:46","17:57:50","149","2384","4","40","3010.28","11473","329.72","2564","288","0.878","253","19801","78.26"
"288","2022-02-01T00:00:00.000","2022","FY21-22","February","1","Tuesday","07:23:04","17:58:48","174","2784","1","10","2344.07","9427.36","1098.03","2555","288","0.934","269","18218.46","67.73"
"289","2022-02-02T00:00:00.000","2022","FY21-22","February","2","Wednesday","07:22:21","17:59:46","104","1664","1","10","2518.98","6195.93","571.24","3290.73","292","0.572","167","14250.88","85.33"
"290","2022-02-03T00:00:00.000","2022","FY21-22","February","3","Thursday","07:21:36","18:00:44","268","4288","7","235","4095.37","10513.03","1182.83","2674.23","292","1.068","312","22988.46","73.68"
"291","2022-02-04T00:00:00.000","2022","FY21-22","February","4","Friday","07:20:50","18:01:41","181","2896","10","180","5599.16","10333.11","1069.71","3795.4","292","0.908","265","23873.38","90.09"
"292","2022-02-05T00:00:00.000","2022","FY21-22","February","5","Saturday","07:20:02","18:02:38","234","3744","4","155","6409.62","15468.43","1494.5","3669.23","292","1.058","309","30940.78","100.13"
"293","2022-02-06T00:00:00.000","2022","FY21-22","February","6","Sunday","07:19:13","18:03:35","275","4400","2","20","5479.17","8926.44","763.17","3164.22","296","1.041","308","22753","73.87"
"294","2022-02-07T00:00:00.000","2022","FY21-22","February","7","Monday","07:18:23","18:04:32","178","2848","5","270","4887.24","11735.33","2910.02","2026","296","0.902","267","24676.589999999997","92.42"
"295","2022-02-08T00:00:00.000","2022","FY21-22","February","8","Tuesday","07:17:31","18:05:29","185","2960","2","40","3522.26","10559","1128.33","2228.23","296","0.997","295","20437.82","69.28"
"296","2022-02-09T00:00:00.000","2022","FY21-22","February","9","Wednesday","07:16:38","18:06:25","215","3440","8","340","3739.45","11752","1220.21","2744","296","1.01","299","23235.66","77.71"
"297","2022-02-10T00:00:00.000","2022","FY21-22","February","10","Thursday","07:15:44","18:07:21","224","3584","7","310","6051.9","12753.83","1336.44","2774.46","300","0.99","297","26810.629999999997","90.27"
"298","2022-02-11T00:00:00.000","2022","FY21-22","February","11","Friday","07:14:48","18:08:17","226","3616","14","600","8248.72","13468.99","1586.22","3110.73","300","0.997","299","30630.659999999996","102.44"
"299","2022-02-12T00:00:00.000","2022","FY21-22","February","12","Saturday","07:13:52","18:09:12","261","4176","4","240","7010.44","8769.76","2260.17","3681.53","300","1.003","301","26137.899999999998","86.84"
"300","2022-02-13T00:00:00.000","2022","FY21-22","February","13","Sunday","07:12:54","18:10:07","173","2768","11","385","4231.01","12634.43","744.31","2006.5","300","0.853","256","22769.25","88.94"
"301","2022-02-14T00:00:00.000","2022","FY21-22","February","14","Monday","07:11:55","18:11:02","221","3536","5","90","4930.93","12407","2021.6","2366.23","304","1.056","321","25351.76","78.98"
"302","2022-02-15T00:00:00.000","2022","FY21-22","February","15","Tuesday","07:10:54","18:11:56","213","3408","4","40","3642.85","10631.67","839.21","1795","304","0.987","300","20356.73","67.86"
"303","2022-02-16T00:00:00.000","2022","FY21-22","February","16","Wednesday","07:09:53","18:12:50","167","2672","4","40","2730.86","10281.67","346.13","2431","304","0.813","247","18501.66","74.91"
"304","2022-02-17T00:00:00.000","2022","FY21-22","February","17","Thursday","07:08:50","18:13:44","228","3648","6","240","4536.77","11005.28","1101.61","2832.23","304","0.967","294","23363.89","79.47"
"305","2022-02-18T00:00:00.000","2022","FY21-22","February","18","Friday","07:07:47","18:14:37","201","3216","7","150","6517.04","12733","1757.52","3291.96","304","1.046","318","27665.52","87"
"306","2022-02-19T00:00:00.000","2022","FY21-22","February","19","Saturday","07:06:42","18:15:30","191","3056","5","210","5050.03","11988","1081.08","3407.4","308","0.731","225","24792.51","110.19"
"307","2022-02-20T00:00:00.000","2022","FY21-22","February","20","Sunday","07:05:37","18:16:23","273","4368","4","80","7827","9447.24","1584.16","2643.62","308","1.075","331","25950.02","78.4"
"308","2022-02-21T00:00:00.000","2022","FY21-22","February","21","Monday","07:04:31","18:17:15","205","3280","7","230","3825.21","13185.04","1789.46","2594.19","308","1","308","24903.899999999998","80.86"
"309","2022-02-22T00:00:00.000","2022","FY21-22","February","22","Tuesday","07:03:23","18:18:07","185","2960","6","100","3641.73","10889","1182.96","2068","308","0.951","293","20841.69","71.13"
"310","2022-02-23T00:00:00.000","2022","FY21-22","February","23","Wednesday","07:02:15","18:18:59","82","1312","1","10","1438.55","3702","483.93","892.98","312","0.375","117","7839.46","67"
"311","2022-02-24T00:00:00.000","2022","FY21-22","February","24","Thursday","07:01:06","18:19:50","211","3376","8","180","4698.35","11186.47","1049.94","3215.19","312","0.958","299","23705.949999999997","79.28"
"312","2022-02-25T00:00:00.000","2022","FY21-22","February","25","Friday","06:59:56","18:20:41","216","3456","10","270","6276.43","12515.94","863.41","3747","312","1.042","325","27128.78","83.47"
"313","2022-02-26T00:00:00.000","2022","FY21-22","February","26","Saturday","06:58:45","18:21:31","227","3632","7","230","6522.39","13611.5","1563.79","3366","312","0.997","311","28925.68","93.01"
"314","2022-02-27T00:00:00.000","2022","FY21-22","February","27","Sunday","06:57:34","18:22:21","262","4192","5","125","6142.45","9149.89","938.7","2761.19","316","1.016","321","23309.23","72.61"
"315","2022-02-28T00:00:00.000","2022","FY21-22","February","28","Monday","06:56:21","18:23:11","218","3488","3","80","3587.09","15474.56","1451.76","2549.23","316","1.016","321","26630.64","82.96"
"316","2022-03-01T00:00:00.000","2022","FY21-22","March","1","Tuesday","06:55:09","18:24:01","200","3200","8","290","4484.47","12422.2","970.23","5033.23","316","0.965","305","26400.13","86.56"
"317","2022-03-02T00:00:00.000","2022","FY21-22","March","2","Wednesday","06:53:55","18:24:50","202","3232","2","30","3585.43","11368.17","363.87","3200.5","316","0.972","307","21779.97","70.94"
"318","2022-03-03T00:00:00.000","2022","FY21-22","March","3","Thursday","06:52:41","18:25:39","211","3376","2","90","5283.33","11765.61","909.4","2468.5","320","0.959","307","23892.840000000004","77.83"
"319","2022-03-04T00:00:00.000","2022","FY21-22","March","4","Friday","06:51:26","18:26:27","184","2944","3","80","5138.5","13542","1270.89","2241","320","0.969","310","25216.39","81.34"
"320","2022-03-05T00:00:00.000","2022","FY21-22","March","5","Saturday","06:50:11","18:27:15","221","3536","9","250","6228.12","14368","1637.36","3358.73","320","1.056","338","29378.21","86.92"
"321","2022-03-06T00:00:00.000","2022","FY21-22","March","6","Sunday","06:48:55","18:28:03","260","4160","2","60","5207.59","9236.27","1392.13","2646.57","324","0.969","314","22702.56","72.3"
"322","2022-03-07T00:00:00.000","2022","FY21-22","March","7","Monday","06:47:38","18:28:51","204","3264","2","40","3728.12","11818.6","925.57","2653","324","0.966","313","22429.289999999997","71.66"
"323","2022-03-08T00:00:00.000","2022","FY21-22","March","8","Tuesday","06:46:21","18:29:38","184","2944","1","60","3561.99","10800","1723.41","1991.83","324","0.975","316","21081.229999999996","66.71"
"324","2022-03-09T00:00:00.000","2022","FY21-22","March","9","Wednesday","06:45:04","18:30:25","181","2896","5","160","3663.79","11707.82","2871.59","3973.23","324","0.88","285","25272.43","88.68"
"325","2022-03-10T00:00:00.000","2022","FY21-22","March","10","Thursday","06:43:46","18:31:12","214","3424","3","130","4880.44","13554","559.73","2585","328","1.024","336","25133.17","74.8"
"326","2022-03-11T00:00:00.000","2022","FY21-22","March","11","Friday","06:42:28","18:31:59","227","3632","4","180","6473.66","12770.9","3891.25","2844.5","328","0.942","309","29792.31","96.42"
"327","2022-03-12T00:00:00.000","2022","FY21-22","March","12","Saturday","06:41:09","18:32:45","264","4224","1","30","8343.79","6890.33","2102.5","3727.48","328","0.966","317","25318.100000000002","79.87"
"328","2022-03-13T00:00:00.000","2022","FY21-22","March","13","Sunday","06:39:50","18:33:31","215","3440","6","170","7365.89","5906.94","998.63","3007.58","328","0.427","140","20889.04","149.21"
"329","2022-03-14T00:00:00.000","2022","FY21-22","March","14","Monday","06:38:31","18:34:17","182","2912","11","380","5106.28","14453.11","957.05","2107","332","0.997","331","25915.44","78.29"
"330","2022-03-15T00:00:00.000","2022","FY21-22","March","15","Tuesday","06:37:12","18:35:03","217","3472","7","230","3705.16","11968","703.08","3752","332","0.964","320","23830.24","74.47"
"331","2022-03-16T00:00:00.000","2022","FY21-22","March","16","Wednesday","06:35:52","18:35:48","222","3552","8","250","3657.15","11878.03","675.64","3212","332","0.994","330","23224.820000000003","70.38"
"332","2022-03-17T00:00:00.000","2022","FY21-22","March","17","Thursday","06:34:32","18:36:34","221","3536","9","245","4948","13038.25","996.37","3189","332","1.027","341","25952.62","76.11"
