"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
"202106","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","31","4390502"
"202106","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B789","-","22","9350000"
"202106","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Airbus","A333","-","8","3262840"
"202106","China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-","30","16620000"
"202106","Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","58","8352000"
"202106","China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B772","-","17","9775000"
"202106","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Bombardier","BCS3","-","21","2667000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-","1","445000"
"202106","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-","56","23800000"
"202106","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","41","17425000"
"202106","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-","82","34850000"
"202106","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-","47","26038000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B778","-","21","7980000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-","72","30600000"
"202106","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-","1","380000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","3","672000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","116","22968000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-","280","89600000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","422","66730400"
"202106","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","307","39296000"
"202106","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-","30","12037230"
"202106","Emirates","EK","Emirates","EK","International","Asia","Passenger","Wide Body","Boeing","B773","-","17","9418000"
"202106","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","30","5238180"
"202106","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","7","1200640"
"202106","United Airlines","UA","United Airlines","UA","International","Central America","Passenger","Narrow Body","Boeing","B739","-","4","629200"
"202106","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","28","3994772"
"202106","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-","3","1662000"
"202106","Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-","43","3229300"
"202106","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A333","-","17","6933535"
"202106","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Passenger","Narrow Body","Airbus","A321","-","2","343040"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","385","56325500"
"202106","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-","26","9100000"
"202106","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-","23","17549000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","100","47000000"
"202106","EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-","39","21606000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","14","2048200"
"202106","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","60","9438000"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","250","34308356"
"202106","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Airbus","A359","-","30","13558440"
"202106","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A359","-","4","1825428"
"202106","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B772","-","4","1880000"
"202106","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-","34","14450000"
"202106","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","26","3697148"
"202106","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","176","11792000"
"202106","TAP Air Portugal","TP","TAP Air Portugal","TP","International","Europe","Passenger","Wide Body","Airbus","A339","-","8","3368664"
"202106","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","325","55744000"
"202106","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A332","-","4","1604964"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","316","44930159"
"202106","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-","43","6256715"
"202106","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-","35","14875000"
"202106","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","71","10387000"
"202106","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","91","12940018"
"202106","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-","63","34902000"
"202106","Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-","21","11634000"
"202106","Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-","9","4986000"
"202106","Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-","49","15938000"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","257","35236502"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","258","36665039"
"202105","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-","25","10625000"
"202105","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","86","12229028"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","85","14579200"
"202105","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-","16","2328080"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","18","2633400"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","739","-","21","3441900"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","2","292600"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","224","32771200"
"202105","ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","B762","-","31","8718000"
"202105","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","339","43392000"
"202105","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","125","18074800"
"202105","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","27","3950100"
"202105","Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-","9","4986000"
"202105","Swissport USA",,"Swissport USA",,"Domestic","US","Passenger","Narrow Body","Boeing","B737","-","2","231600"
"202105","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","1001","75031957"
"202105","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","287","21512659"
"202105","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","147","9849000"
"202105","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-","571","26837000"
"202105","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","84","5628000"
"202105","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","544","40776608"
"202105","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A333","-","6","2447130"
"202105","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A359","-","5","2281785"
"202105","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","B773","-","6","3324000"
"202105","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-","30","2248710"
"202105","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A359","-","22","10039854"
"202105","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Airbus","A359","-","8","3650856"
"202105","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Airbus","A359","-","31","14010388"
"202105","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A332","-","2","802482"
"202105","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A333","-","20","8157100"
"202105","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-","1","470000"
"202105","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B789","-","16","6800000"
"202105","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B744","-","1","653000"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","266","45624320"
"202105","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-","29","22127000"
"202105","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-","7","964523"
"202105","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","2","292600"
"202105","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E75L","-","1","74957"
"202105","China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-","9","4986000"
"202105","Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","45","6480000"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","339","53476500"
"202105","Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-","14","7756000"
"202105","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Boeing","B738","-","3","458400"
"202105","China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Boeing","B773","-","6","3324000"
"202105","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","31","13175000"
"202105","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-","31","13175000"
"202105","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-","8","3400000"
"202105","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-","3","1140000"
"202105","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-","95","40375000"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-","17","7225000"
"202105","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-","1","470000"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-","173","55360000"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-","67","37118000"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","157","73790000"
"202105","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","57","8966100"
"202105","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","149","11168593"
"202105","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B772","-","9","4230000"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","54","10692000"
"202105","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-","50","27700000"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","5","1120000"
"202105","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-","31","13175000"
"202105","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-","4","2216000"
"202105","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","14","1990772"
"202105","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","20","3430400"
"202105","Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-","51","16614000"
"202105","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B78X","-","1","445000"
"202105","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","31","5412786"
"202105","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-","31","12438471"
"202105","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B778","-","11","4180000"
"202105","Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-","28","2102800"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","84","11964474"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-","12","1344000"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS3","-","82","10414000"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-","7","2450000"
"202105","EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-","38","21052000"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","115","18089500"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","126","24948000"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-","24","8400000"
"202105","Emirates","EK","Emirates","EK","International","Asia","Passenger","Wide Body","Boeing","B773","-","18","9972000"
"202105","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ1","-","9","423000"
"202105","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CRJ7","-","1","67000"
"202105","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B789","-","7","2975000"
"202105","China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B772","-","18","10350000"
"202105","China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Airbus","A359","-","17","7758069"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","41","5513762"
"202105","China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B744","-","2","1332000"
"202105","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-","11","7200000"
"202105","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B772","-","4","1840000"
"202105","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","73","10380454"
"202105","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B773","-","10","5540000"
"202105","Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Airbus","A306","-","1","308600"
"202105","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","4","551156"
"202105","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","68","9475468"
"202105","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B789","-","25","10625000"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","168","26206400"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","12","1887600"
"202105","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","371","63626500"
"202105","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-","28","15512000"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","30","4265940"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-","43","7508058"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","107","15408000"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","57","8105286"
"202105","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","10","1344820"
"202105","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","221","31841600"
"202105","Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","18","7650000"
"202105","Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-","61","19738000"
"202105","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","1","144000"
"202105","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-","15","7380000"
"202105","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B773","-","6","3324000"
"202105","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-","13","5875324"
"202105","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-","27","17570000"
"202105","Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-","36","11736000"
"202105","Qatar Airways","QR","Qatar Airways","QR","International","Asia","Passenger","Wide Body","Airbus","A350","-","22","11300894"
"202105","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","27","3839346"
"202105","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-","17","7225000"
"202105","United Airlines","UA","United Airlines","UA","International","Central America","Passenger","Narrow Body","Boeing","B739","-","5","786500"
"202105","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","99","14645779"
"202104","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-","46","25484000"
"202104","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-","1","137789"
"202104","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B789","-","21","8925000"
"202104","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","16","2204624"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","226","32035341"
"202104","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","2","258400"
"202104","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","178","25632000"
"202104","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-","15","6375000"
"202104","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","147","23024100"
"202104","Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-","89","15539934"
"202104","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-","37","20498000"
"202104","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","29","4123742"
"202104","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","43","5924927"
"202104","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-","22","10824000"
"202104","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B773","-","13","7202000"
"202104","Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","17","7225000"
"202104","Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-","13","7202000"
"202104","ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","B762","-","30","8435000"
"202104","Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","38","5472000"
"202104","Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-","61","19746000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","83","39010000"
"202104","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","57","8105286"
"202104","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","336","57624000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","739","-","19","3114100"
"202104","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","228","32832000"
"202104","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","9","1316700"
"202104","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-","78","33150000"
"202104","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B788","-","3","1140000"
"202104","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","29","12325000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B778","-","47","17860000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B788","-","1","380000"
"202104","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-","27","11475000"
"202104","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-","5","2350000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","6","1344000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","104","20592000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","230","33649000"
"202104","United Airlines","UA","United Airlines","UA","International","Central America","Passenger","Narrow Body","Boeing","B739","-","4","629200"
"202104","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-","12","5100000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","235","32241521"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-","81","25920000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-","70","38780000"
"202104","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-","3","1140000"
"202104","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-","19","2764595"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-","21","8925000"
"202104","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B788","-","1","380000"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","399","62894700"
"202104","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","6","877800"
"202104","Swissport USA",,"Swissport USA",,"Domestic","US","Freighter","Wide Body",,"A124","-","1","727525"
"202104","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-","23","1724011"
"202104","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","260","19488820"
"202104","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","258","33024000"
"202104","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","141","20426400"
"202104","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CRJ7","-","7","469000"
"202104","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-","580","27260000"
"202104","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","11","1609300"
