"respnum","ccgid","runid","intdate","day","gate","barea","strata","peak","meth","saq","airline","destination","flight","airline_code","dest_code","destgeo","destmark","arrtime","deptime","q2purp1","q2purp2","q2purp3","q3getto1","q3getto2","q3getto3","q3park","q4bags","q4store","q4food","q4wifi","q5timesflown","q5firsttime","q6longuse","q7art","q7food","q7store","q7sign","q7walkway","q7screens","q7infodown","q7infoup","q7wifi","q7roads","q7park","q7airtrain","q7ltparking","q7rental","q7all","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q9boarding","q9airtrain","q9rental","q9food","q9restroom","q9all","q9_1","q9_2","q9_3","q10safe","q10_1","q10_2","q10_3","q11tsapre","q12precheckrate","q12_1","q12_2","q12_3","q13county","q13getrate","q14find","q14passthru","q15problem","q15a","q15_1","q15_2","q15_3","netpro","q17live","q18county","q18zip","q18country","home","q19clear","q20age","q21gender","q22income","q23fly","q24sjc","q24oak","lang","weight"
"1329","55","82","8","3","93","G","2","3","1","1","UNITED INTL","SHANGHAI","857","31","64","8","4","1899-12-31T09:00:00.000","1899-12-31T13:20:00.000","1",,,"3",,,,"2","1","2","1","2","1","1","5","6","5","5","5","5","4","5","5","6","6","6","6","6","4","0",,,,,,"5","6","6","6","5","5","0",,,"5","0",,,"2",,,,,"11","6","6","6","2",,,,,"9","3",,,"CHINA","16","2","3","1","2","2","2","2","3","1.4869248"
"1588","302","33","2","4","95","G","2","3","1","1","UNITED INTL","HONG KONG","869","31","23","8","4","1899-12-31T11:00:00.000","1899-12-31T13:00:00.000","2",,,"13",,,,"1","1","1","2","1","2","1","4","6","6","5","5","5","6","6","6","6","6","6","6","6","5","0",,,,,,"5","6","6","6","5","5","0",,,"4","0",,,"1","0","0",,,"1","0","5","5","2",,,,,"9","3",,,"CHINA","16","0","7","2","3","2","2","2","3","1.4869248"
"2683","752","535","16","4","4","A","3","3","1","1","AIR FRANCE/KLM","PARIS-DE GAULLE","85","5","47","6","4","1899-12-31T17:00:00.000","1899-12-31T20:30:00.000","2",,,"6",,,,"1","1","2","1","1","1","4","4","4","3","5","5","5","6","6","5","4","3","4","4","6","4","19",,,,,,"3","5","6","6","5","4","0",,,"5","1","8",,"2",,,,,"28","2","4","5","2",,,,,"9","3",,,"FRANCE","15","2","6","1","2","2","2","2","1","0.2863575"
"2844","501","902","1","3","72","F","3","2","1","1","UNITED","SEATTLE","2161","30","62","1","4","1899-12-31T15:00:00.000","1899-12-31T17:37:00.000","2",,,"3",,,,"2","2","1","2","1","1","3","6","5","6","3","6","6","6","6","6","6","6","6","6","6","4","60","22",,,,,"5","6","6","5","5","5","0",,,"5","15",,,"4",,,,,"11","2","4","6","2",,,,,"9","3","KITSAP COUNTY","98310","US","10","2","3","2","2","2","2","2","1","1.4869248"
"2240","213","37","3","5","26","B","1","2","1","1","SOUTHWEST","PHOENIX","1926","28","49","1","4","1899-12-31T04:45:00.000","1899-12-31T06:35:00.000","2",,,"8",,,,"2","2","1","1","3","1","4","5","4","4","3","4","4","3","3","5","4","4","3","4","6","4","105",,,,,,"4","6","6","3","3","3","0",,,"4","0",,,"1","5","2",,,"15","3","5","5","2",,,,,"9","2","HUMBOLDT COUNTY","95501","US","10","2","7","2","3","2","2","2","1","0.9942748"
"1981","1090","106","11","6","8","A","2","3","1","1","AIR FRANCE/KLM","AMSTERDAM","606","5","1","6","4","1899-12-31T11:00:00.000","1899-12-31T13:55:00.000","2",,,"2",,,,"1","2","1","1","2","1","4","5","5","5","3","5","4","6","6","5","6","6","6","6","6","5","510",,,,,,"5","6","6","5","4","5","0",,,"4","0",,,"1","5","0",,,"1","3","5","5","2",,,,,"9","1","ALAMEDA COUNTY","94661","US","1","1","6","2","2","1","1","1","1","0.2863575"
"1007","1328","541","18","6","98","G","3","3","1","1","AIR CANADA","VANCOUVER","571","3","71","4","2","1899-12-31T17:30:00.000","1899-12-31T20:05:00.000","2",,,"6",,,,"1","2","1","1","1","1","4","6","5","5","5","5","5","6","6","5","6","6","6","6","6","5","43","102","77",,,,"5","6","6","5","3","4","5",,,"5","5","8",,"2",,,,,"5","3","4","4","2",,,,,"9","3",,,"CANADA","13","2","3","1","2","2","2","2","1","0.3461202"
"1373","23","85","8","3","96","G","2","3","1","1","UNITED INTL","SHANGHAI","891","31","64","8","4","1899-12-31T14:00:00.000","1899-12-31T16:25:00.000","2",,,"6",,,,"1","1","2","2","3","1","2","6","4","4","5","4","4","4","4","1","6","6","6","6","6","4","11",,,,,,"5","6","6","6","5","5","0",,,"5","0",,,"1","4","0",,,"2","4","5","5","2",,,,,"9","1","CONTRA COSTA COUNTY","94523","US","2","2","7","2","1","2","2","2","3","1.4869248"
"3169","703","615","24","5","40","C","2","2","1","2","DELTA","LOS ANGELES","2848","16","34","1","4","1899-12-31T15:00:00.000","1899-12-31T16:00:00.000","1",,,"5",,,,"2","2","1","2","4","1","3","6","2","6","5","6","4","6","0","5","5","6","6","6","6","4","0",,,,,,"3","6","6","3","3","3","0",,,"5","0",,,"1","4","0",,,"5","1","4","5","0",,,,,"7","0",,,,"99","2","3","1","4","1","2","2","1","1.1789461"
"1851","1770","546","20","1","53","D","3","2","1","1","ALASKA","KAHULUI","1047","7","28","1","1","1899-12-31T13:00:00.000","1899-12-31T18:55:00.000","2",,,"3",,,,"2","1","2","2","1","1","2","6","6","4","5","5","5","6","6","6","6","6","6","6","6","5","3",,,,,,"4","6","6","6","4","4","0",,,"5","16",,,"4",,,,,"11","4","5","6","2",,,,,"9","3","MAUI COUNTY","96768","US","10","2","3","1","1","2","2","2","1","1.1063322"
"2226","207","38","3","5","28","B","1","2","1","1","SOUTHWEST","SANTA ANA","1566","28","60","1","2","1899-12-31T06:25:00.000","1899-12-31T07:30:00.000","2",,,"2",,,,"1","2","2","1","3","1","4","3","4","5","5","3","5","5","5","5","4","4","6","6","6","4","103","18",,,,,"3","6","6","4","4","4","0",,,"4","1",,,"1","5","1",,,"5","5","4","5","2",,,,,"9","1","SAN FRANCISCO COUNTY","94116","US","5","2","3","2","2","2","2","2","1","0.9942748"
"2248","222","903","2","4","65","E","2","2","1","1","UNITED","LOS ANGELES","750","30","34","1","4","1899-12-31T12:30:00.000","1899-12-31T15:05:00.000","2",,,"5",,,,"1","2","2","1","1","2","1","5","6","4","5","5","5","6","6","5","5","6","6","6","6","5","62","51",,,,,"5","6","6","6","5","5","0",,,"5","8",,,"1","5","1",,,"5","5","5","5","2",,,,,"9","3","FAYETTE COUNTY","40503","US","11","2","3","2","1","2","2","2","1","1.4869248"
"849","1546","514","15","3","54","D","3","2","1","1","ALASKA","PORTLAND","2864","7","50","1","2","1899-12-31T16:42:00.000","1899-12-31T18:34:00.000","2",,,"3",,,,"1","2","1","1","2","1","4","3","4","6","3","3","3","6","6","5","6","6","5","6","6","4","504","34","36","21","802","19","4","5","6","5","4","4","0",,,"5","22",,,"1","5","2",,,"11","5","3","4","2",,,,,"9","3","CLACKAMAS COUNTY","97068","US","10","2","7","2","1","2","2","2","1","1.1063322"
"1896","612","622","29","3","80","F","1","1","1","1","UNITED","BOSTON","768","30","8","2","3","1899-12-31T06:30:00.000","1899-12-31T08:25:00.000","2",,,"5",,,,"2","2","1","2","2","1","2","4","5","6","3","5","4","6","5","6","6","6","6","6","6","5","0",,,,,,"5","6","6","5","4","4","0",,,"4","0",,,"1","5","2",,,"5","5","5","5","2",,,,,"9","3","MIDDLESEX COUNTY","2465","US","12","2","5","1","0","2","1","0","1","1.4869248"
"1489","359","27","2","4","9","A","1","1","1","1","HAWAIIAN AIR","HONOLULU","11","20","24","1","2","1899-12-31T06:45:00.000","1899-12-31T09:00:00.000","2",,,"6",,,,"1","1","1","2","3","1","4","4","4","4","4","4","4","1","1","6","4","6","5","6","6","4","60",,,,,,"4","4","4","4","3","4","0",,,"5","0",,,"1","5","0",,,"2","5","5","5","2",,,,,"9","1","CONTRA COSTA COUNTY","94513","US","2","2","5","1","3","3","2","1","1","0.6704842"
"2183","785","537","16","4","8","A","3","3","1","1","QANTAS","SYDNEY","74","26","67","9","4","1899-12-31T20:00:00.000","1899-12-31T22:45:00.000","2",,,"2",,,,"1","2","2","2","1","1","2","5","6","6","5","5","5","5","5","6","5","6","6","6","6","5","1",,,,,,"4","6","6","6","4","4","0",,,"5","1",,,"2",,,,,"5","5","5","4","2",,,,,"9","3",,,"AUSTRALIA","19","2","3","1","1","2","2","1","1","0.6704842"
"297","2559","54","3","5","81","F","3","2","1","1","UNITED","SAN DIEGO","460","30","57","1","2","1899-12-31T18:10:00.000","1899-12-31T19:32:00.000","2",,,"6",,,,"2","1","2","2","1","2","1","5","5","5","4","5","4","6","6","6","6","6","6","6","6","5","0",,,,,,"5","6","6","5","4","5","0",,,"5","2","3",,"2",,,,,"2","5","4","3","2",,,,,"9","1","CONTRA COSTA COUNTY","94513","US","2","2","5","1","4","1","2","1","1","1.4869248"
"2903","2159","185","18","6","97","G","3","3","1","1","TURKISH AIRLINES","ISTANBUL","80","29","27","7","4","1899-12-31T15:00:00.000","1899-12-31T18:15:00.000","2",,,"2",,,,"1","1","2","2","1","1","4","5","6","6","5","5","0","6","4","6","6","6","6","6","6","5","202",,,,,,"5","6","6","6","5","5","0",,,"5","2",,,"2",,,,,"18","5","5","4","2",,,,,"9","2","MONTEREY COUNTY","93933","US","10","2","4","2","1","2","1","1","1","0.6704842"
"845","1556","513","15","3","57","D","3","2","1","1","AMERICAN","DALLAS-FT. WORTH","2352","8","13","3","4","1899-12-31T15:30:00.000","1899-12-31T17:25:00.000","2",,,"5",,,,"2","2","2","2","1","2","1","6","4","4","5","5","5","6","6","6","5","6","6","6","6","5","16",,,,,,"5","6","6","6","5","5","0",,,"4","6",,,"2",,,,,"5","5","5","5","2",,,,,"9","3","DALLAS COUNTY","75052","US","11","2","3","1","2","2","2","2","1","1.0611394"
"2418","546","6","1","3","80","F","2","2","1","1","UNITED","HONOLULU","300","30","24","1","2","1899-12-31T11:00:00.000","1899-12-31T13:15:00.000","2",,,"5",,,,"1","1","1","1","1","2","1","5","4","4","4","5","4","4","4","4","4","6","6","6","6","4","202","22",,,,,"5","6","6","4","6","4","0",,,"4","16",,,"2",,,,,"5","5","3","3","2",,,,,"9","3",,,"SLOVAKIA","15","2","3","1","2","2","2","2","1","1.4869248"
"516","2479","175","17","5","9","A","2","3","1","1","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T14:30:00.000","1899-12-31T15:05:00.000","2",,,"3",,,,"1","2","2","2","1","1","2","4","6","6","5","5","5","6","6","6","6","6","6","6","6","5","202",,,,,,"5","6","6","6","2","4","5",,,"4","0",,,"2",,,,,"11","5","5","3","2",,,,,"9","3","SAN DIEGO COUNTY","92129","US","10","2","3","2","2","1","1","2","1","0.2863575"
"1914","1820","196","19","7","3","A","2","3","1","1","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T12:00:00.000","1899-12-31T15:05:00.000","2",,,"8",,,,"1","1","1","2","1","1","4","4","5","6","5","5","5","6","6","6","6","6","6","6","6","4","0",,,,,,"5","6","6","6","3","4","0",,,"5","0",,,"2",,,,,"27","5","5","4","2",,,,,"9","3","SANTA BARBARA COUNTY","93458","US","10","2","7","2","3","2","2","1","1","0.2863575"
"2002","1082","107","11","6","5","A","2","3","1","1","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T12:00:00.000","1899-12-31T15:05:00.000","2",,,"8",,,,"1","1","1","1","4","1","4","5","3","6","4","5","5","6","6","2","6","6","6","6","6","5","11",,,,,,"5","6","6","4","4","4","0",,,"5","0",,,"2",,,,,"21","5","5","5","2",,,,,"9","2","SACRAMENTO COUNTY","95825","US","10","2","7","2","4","2","2","2","1","0.2863575"
"3102","2013","208","20","1","2","A","3","3","1","1","COPA","PANAMA CITY","385","15","46","5","2","1899-12-31T20:00:00.000","1899-12-31T22:53:00.000","2",,,"2",,,,"1","2","2","2","2","1","4","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","0",,,,,,"5","6","6","6","1","4","0",,,"5","0",,,"2",,,,,"2","5","6","5","2",,,,,"9","1","CONTRA COSTA COUNTY","94565","US","2","2","7","2","0","2","2","2","2","0.6704842"
"2843","500","902","1","3","72","F","3","2","1","1","UNITED","SEATTLE","2161","30","62","1","4","1899-12-31T14:30:00.000","1899-12-31T17:37:00.000","2",,,"3",,,,"2","1","1","1","2","1","4","5","5","5","2","4","4","6","6","5","6","6","6","6","6","4","57",,,,,,"4","6","6","5","5","4","0",,,"5","3",,,"4",,,,,"11","5","4","6","2",,,,,"9","3","SKAGIT COUNTY","98233","US","10","2","4","1","2","2","2","2","1","1.4869248"
"1372","40","84","8","3","91","G","2","3","1","1","UNITED INTL","PARIS-DE GAULLE","990","31","47","6","4","1899-12-31T11:20:00.000","1899-12-31T14:45:00.000","2",,,"3",,,,"1","2","1","1","2","1","4","4","4","6","4","4","5","6","6","5","6","6","6","6","6","4","1",,,,,,"4","6","6","3","2","4","0",,,"5","0",,,"2",,,,,"11","6","6","6","2",,,,,"9","3","LYON COUNTY","89408","US","10","2","4","2","2","2","2","1","1","1.4869248"
"252","2512","184","18","6","101","G","2","3","1","1","AIR CANADA","TORONTO","750","3","70","4","4","1899-12-31T15:15:00.000","1899-12-31T16:55:00.000","3",,,"1",,,"2","2","2","2","1","4","1","4","5","4","5","5","5","4","6","6","6","5","4","6","6","6","4","501",,,,,,"5","0","0","0","5","5","0",,,"5","0",,,"1","5","0",,,"6","0","0","0","2",,,,,"9","1","SAN MATEO COUNTY","94027","US","6","0","0","0","0","1","0","0","1","0.3461202"
"2379","260","31","2","4","99","G","1","3","1","1","UNITED INTL","BEIJING","888","31","7","8","4","1899-12-31T06:35:00.000","1899-12-31T10:45:00.000","3",,,"2",,,,"1","2","2","1","1","1","4","4","4","6","5","5","5","6","6","4","6","6","4","6","6","5","0",,,,,,"5","5","6","6","4","4","0",,,"4","0",,,"2",,,,,"7","0","5","5","2",,,,,"9","1","SANTA CLARA COUNTY","94085","US","7","2","6","1","3","2","1","2","3","1.4869248"
"1327","54","82","8","3","93","G","2","3","1","1","UNITED INTL","SHANGHAI","857","31","64","8","4","1899-12-31T10:00:00.000","1899-12-31T13:20:00.000","3",,,"2",,,,"1","2","1","2","1","1","3","4","4","4","4","4","4","6","6","6","6","6","6","6","6","4","0",,,,,,"5","6","6","4","5","5","0",,,"5","0",,,"2",,,,,"6","0","5","5","2",,,,,"9","1","SAN MATEO COUNTY","94080","US","6","2","6","2","1","2","2","2","3","1.4869248"
"664","2781","59","3","5","81","F","3","2","1","1","UNITED","NEWARK","1604","30","43","2","4","1899-12-31T21:45:00.000","1899-12-31T23:45:00.000","3",,,"2",,,,"2","1","2","2","2","1","2","5","6","4","5","4","5","6","6","6","5","6","6","6","6","4","12",,,,,,"0","0","0","6","4","4","5",,,"4","6",,,"2",,,,,"1","2","5","3","2",,,,,"9","1","ALAMEDA COUNTY","94611","US","1","2","3","2","2","2","2","1","1","1.4869248"
"2550","478","901","1","3","69","E","2","2","1","1","UNITED","CHICAGO-O'HARE","390","30","12","3","4","1899-12-31T11:00:00.000","1899-12-31T16:00:00.000","3",,,"3",,,,"1","2","1","1","1","2","1","5","4","5","5","5","5","6","6","5","6","6","6","6","6","5","1",,,,,,"4","6","6","5","5","5","0",,,"5","3",,,"1","5","20",,,"11","3","5","5","2",,,,,"9","3","BUTLER COUNTY","36037","US","11","2","2","2","1","2","2","2","1","1.4869248"
"1523","377","30","2","4","12","A","2","1","1","1","JETBLUE","NEW YORK-JFK","416","22","42","2","4","1899-12-31T10:20:00.000","1899-12-31T11:41:00.000","3",,,"5",,,,"2","2","2","1","1","1","4","4","4","4","3","4","4","5","6","3","4","6","4","6","6","4","12","54","806",,,,"4","4","6","6","4","4","0",,,"5","4","1",,"1","3","15",,,"6","4","4","4","2",,,,,"9","3","FREDERICK COUNTY","21793","US","12","0","6","2","3","2","1","2","1","0.6704842"
"2292","853","527","16","4","94","G","3","3","1","1","WOW","REYKJAVIK","162","33","54","6","1","1899-12-31T15:30:00.000","1899-12-31T18:55:00.000","3",,,"2",,,,"2","1","1","1","2","1","4","4","4","4","4","4","4","6","6","4","4","4","6","6","6","4","202","803",,,,,"4","6","6","4","4","4","0",,,"5","4","22",,"2",,,,,"1","4","5","3","2",,,,,"9","1","ALAMEDA COUNTY","94578","US","1","2","7","1","3","2","2","2","1","0.6088813"
"1546","309","35","2","4","99","G","2","3","1","1","AIR CHINA","BEIJING","986","4","7","8","4","1899-12-31T11:30:00.000","1899-12-31T14:50:00.000","3",,,"7",,,,"1","2","2","1","1","1","4","4","3","3","2","3","5","6","6","3","6","6","6","6","6","4","3",,,,,,"4","6","6","3","3","4","0",,,"4","15",,,"2",,,,,"6","4","5","5","2",,,,,"9","1","SAN MATEO COUNTY","94401","US","6","0","7","2","3","2","2","2","1","0.6704842"
"3012","2328","601","22","3","72","F","2","2","1","1","UNITED","PORTLAND","612","30","50","1","2","1899-12-31T14:30:00.000","1899-12-31T17:00:00.000","2",,,"3",,,,"2","2","2","2","1","1","3","5","6","6","4","5","6","6","6","6","6","6","6","6","6","3","105",,,,,,"5","6","6","6","5","5","0",,,"5","0",,,"2",,,,,"11","0","0","0","0",,,,,"11","0",,,,"99","0","0","0","0","0","0","0","1","1.4869248"
"1161","1271","93","10","5","40","C","1","1","1","1","DELTA","NEW YORK-JFK","407","16","42","2","4","1899-12-31T06:15:00.000","1899-12-31T08:30:00.000","3",,,"2",,,,"1","1","2","2","2","1","4","4","4","4","5","4","4","6","6","4","3","3","6","3","6","4","201","203",,,,,"5","6","6","4","5","4","0",,,"5","4",,,"1","5","2",,,"7","5","5","5","2",,,,,"9","1","SANTA CLARA COUNTY","95119","US","7","0","5","2","3","2","1","2","1","1.1789461"
"837","1553","513","15","3","57","D","3","2","1","1","AMERICAN","DALLAS-FT. WORTH","2352","8","13","3","4","1899-12-31T15:55:00.000","1899-12-31T17:25:00.000","3",,,"4",,,,"1","2","1","1","3","1","4","3","3","3","5","5","5","4","4","5","5","6","5","6","6","5","18",,,,,,"5","5","6","4","4","5","0",,,"5","9","3","11","1","4","15",,,"5","5","5","5","2",,,,,"9","1","SAN FRANCISCO COUNTY","94127","US","5","2","5","2","3","2","2","2","1","1.0611394"
"103","563","626","29","3","88","F","2","1","1","1","UNITED","WASHINGTON,DC-DULLES","727","30","72","2","2","1899-12-31T10:10:00.000","1899-12-31T12:20:00.000","3",,,"12",,,,"1","1","1","1","2","1","4","5","4","4","4","4","4","6","6","6","4","4","6","6","6","4","14","804",,,,,"4","6","6","4","4","4","0",,,"5","0",,,"1","6","0",,,"3","5","5","5","2",,,,,"9","3","FAIRFAX COUNTY","22101","US","12","2","0","2","2","2","2","2","1","1.4869248"
"2254","224","903","2","4","65","E","2","2","1","1","UNITED","LOS ANGELES","750","30","34","1","4","1899-12-31T12:00:00.000","1899-12-31T15:05:00.000","3",,,"3",,,,"1","2","2","1","2","1","3","4","5","5","5","5","5","6","6","5","5","6","6","6","6","5","18",,,,,,"4","6","6","5","4","5","0",,,"5","5",,,"2",,,,,"6","5","5","3","2",,,,,"9","1","SAN MATEO COUNTY","94303","US","6","2","3","1","3","2","1","2","1","1.4869248"
"1764","2095","171","17","5","58","D","1","1","1","1","AMERICAN","CHICAGO-O'HARE","2594","8","12","3","4","1899-12-31T07:15:00.000","1899-12-31T09:25:00.000","3",,,"12",,,,"2","1","2","2","4","1","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","101",,,,,,"3","0","0","5","5","4","0",,,"5","0",,,"2",,,,,"9","5","5","5","2",,,,,"9","1","SONOMA COUNTY","95439","US","9","2","5","1","4","1","1","2","1","1.0611394"
"2158","1809","195","19","7","4","A","2","3","1","1","CHINA EASTERN","QINGDAO","768","13","52","8","3","1899-12-31T11:00:00.000","1899-12-31T13:40:00.000","3",,,"2",,,,"1","2","2","2","1","2","1","4","5","4","5","4","0","5","5","4","0","0","0","0","0","BLANK","0",,,,,,"6","6","6","6","6","4","0",,,"5","0",,,"2",,,,,"5","5","5","5","2",,,,,"9","1","SAN FRANCISCO COUNTY","94112","US","5","0","6","2","1","2","2","2","3","0.6704842"
"2557","479","901","1","3","69","E","2","2","1","1","UNITED","CHICAGO-O'HARE","390","30","12","3","4","1899-12-31T13:45:00.000","1899-12-31T16:00:00.000","3",,,"9",,,,"1","1","2","2","3","1","3","6","4","3","5","5","5","6","6","3","5","6","5","6","4","4","152","11","74","201",,,"4","4","3","4","4","4","0",,,"5","4",,,"4",,,,,"7","5","5","4","2",,,,,"9","1","SANTA CLARA COUNTY","94087","US","7","2","4","1","2","1","2","1","1","1.4869248"
"2383","890","531","16","4","102","G","3","3","1","1","UNITED INTL","SYDNEY","863","31","67","9","4","1899-12-31T19:00:00.000","1899-12-31T22:35:00.000","3",,,"3",,,,"2","2","2","1","1","2","1","4","6","6","4","5","2","6","6","5","6","6","6","6","6","4","53",,,,,,"5","6","6","6","4","5","0",,,"5","16","8",,"4",,,,,"11","6","5","6","2",,,,,"9","3",,,"AUSTRALIA","19","2","5","1","4","2","2","2","1","1.4869248"
"842","1555","513","15","3","57","D","3","2","1","1","AMERICAN","DALLAS-FT. WORTH","2352","8","13","3","4","1899-12-31T15:00:00.000","1899-12-31T17:25:00.000","4",,,"6",,,,"2","2","1","2","3","1","3","3","4","4","0","5","5","6","6","6","5","5","5","6","6","4","18","19","803","22",,,"4","4","6","4","4","4","0",,,"5","4","22",,"2",,,,,"2","5","5","3","2",,,,,"9","1","CONTRA COSTA COUNTY","94549","US","2","2","3","2","4","3","2","1","1","1.0611394"
"413","2742","71","5","7","71","F","2","2","1","1","UNITED","PHOENIX","5320","30","49","1","4","1899-12-31T12:00:00.000","1899-12-31T13:55:00.000","4",,,"3",,,,"2","2","1","1","2","1","2","4","5","4","5","5","5","6","6","5","6","6","6","6","6","5","3",,,,,,"4","6","6","6","4","4","0",,,"1","1",,,"2",,,,,"11","6","5","6","2",,,,,"9","3","JOSEPHINE COUNTY","97526","US","10","2","2","2","1","2","2","2","1","1.4869248"
"401","2632","75","6","1","70","F","2","2","1","1","UNITED","HOUSTON-BUSH","1615","30","25","3","4","1899-12-31T08:30:00.000","1899-12-31T13:02:00.000","6",,,"2",,,,"1","2","2","1","3","1","3","5","6","6","4","5","4","6","6","5","6","6","6","6","6","4","72","76",,,,,"4","6","6","6","5","4","0",,,"5","2",,,"2",,,,,"6","5","4","4","2",,,,,"9","1","SAN MATEO COUNTY","94014","US","6","0","5","1","3","1","1","1","1","1.4869248"
"2569","1172","117","12","7","6","A","1","3","1","1","INTERJET","GUADALAJARA","821","21","22","4","2","1899-12-31T06:00:00.000","1899-12-31T10:45:00.000","3",,,"2",,,,"1","1","2","3","1","1","3","6","6","4","6","6","6","6","6","6","6","6","6","6","6","BLANK","44","153",,,,,"0","0","0","0","0","0","0",,,"0","0",,,"0",,,,,"0","0","0","0","0",,,,,"10","0",,,,"99","0","0","0","0","0","0","0","2","3.8875283"
"2803","444","15","1","3","26","B","3","2","1","1","SOUTHWEST","PHOENIX","1585","28","49","1","4","1899-12-31T21:00:00.000","1899-12-31T22:30:00.000","2",,,"5",,,,"2","1","1","1","1","2","1","6","1","5","5","6","2","6","6","5","6","6","5","6","6","4","20","52",,,,,"5","5","6","5","5","5","0",,,"5","1",,,"2",,,,,"5","5","5","5","1","THE RESTAURANT BEING CLOSED.","11",,,"10","3","MARICOPA COUNTY","85296","US","10","2","4","2","2","2","2","2","1","0.9942748"
"293","2556","54","3","5","81","F","3","2","1","1","UNITED","SAN DIEGO","460","30","57","1","2","1899-12-31T16:30:00.000","1899-12-31T19:32:00.000","1",,,"3",,,,"2","2","2","1","2","1","1","6","5","6","5","5","5","6","6","4","6","6","6","6","6","5","11",,,,,,"5","6","6","6","6","5","0",,,"5","2",,,"2",,,,,"11","5","5","5","1","JUST THE INTERNET. ONLY IN CUSTOMES (NONE).","21",,,"10","3",,,"RWANDA","18","2","4","2","1","2","2","2","1","1.4869248"
"1509","341","20","2","4","48","C","1","1","1","1","DELTA","LOS ANGELES","2678","16","34","1","4","1899-12-31T07:30:00.000","1899-12-31T09:15:00.000","2",,,"6",,,,"1","1","2","1","1","1","4","3","3","4","3","2","4","4","3","5","6","6","2","6","6","3","23","12","64",,,,"5","4","6","5","5","5","0",,,"5","1",,,"2",,,,,"5","5","4","5","1","JUST THE AIRTRAIN.","23",,,"10","3",,,"CANADA","13","2","2","2","3","2","2","2","1","1.1789461"
"1192","1392","525","15","3","28","B","3","2","1","1","SOUTHWEST","LAS VEGAS","1201","28","31","1","4","1899-12-31T21:15:00.000","1899-12-31T21:45:00.000","3",,,"9",,,,"2","2","2","2","6","1","3","5","4","3","4","5","5","5","5","5","5","6","3","6","5","5","23","5","103",,,,"5","5","5","5","4","5","0",,,"5","1",,,"2",,,,,"1","5","5","5","1","THE AIRTRAIN BROKE","23",,,"10","3","CLARK COUNTY","89002","US","10","2","4","1","4","2","1","1","1","0.9942748"
"191","2244","610","23","4","45","D","3","2","1","1","AMERICAN","LOS ANGELES","6026","8","34","1","4","1899-12-31T18:35:00.000","1899-12-31T19:10:00.000","1",,,"9",,,,"2","1","1","1","4","1","2","5","4","4","4","4","5","6","6","5","1","6","5","6","5","5","64","101","36",,,,"4","4","5","5","5","5","5",,,"5","16",,,"1","5","2",,,"4","2","5","5","1","LOST MY WAY, NOT ABLE TO FIND CAR RENTAL LOT","24",,,"10","3","VENTURA COUNTY","91361","US","10","2","6","2","3","1","2","2","1","1.0611394"
"1558","315","24","2","4","46","C","2","1","1","1","DELTA","ATLANTA","1680","16","2","2","4","1899-12-31T10:45:00.000","1899-12-31T12:30:00.000","1",,,"2",,,,"1","2","1","2","1","1","2","4","3","3","5","4","5","6","6","6","4","3","6","6","6","4","204","102",,,,,"4","6","6","4","4","4","0",,,"5","0",,,"2",,,,,"7","0","5","1","1","LONG SECURITY LINES","32",,,"10","1","SANTA CLARA COUNTY","94087","US","7","1","4","1","2","2","1","1","1","1.1789461"
"1447","386","17","2","4","22","B","1","2","1","1","FRONTIER","DENVER","670","19","14","1","4","1899-12-31T21:30:00.000","1900-01-01T00:59:00.000","2",,,"7",,,,"2","1","2","3","1","1","3","5","3","3","3","5","5","6","6","6","5","6","5","6","6","3","20",,,,,,"5","4","6","6","6","5","0",,,"4","6",,,"1","3","22",,,"9","5","4","4","1","WENT TO WRONG SECURITY LINE AND HAD TO GO DIFFEENT ONE","32",,,"10","3","ADAMS COUNTY","80602","US","10","0","2","2","3","2","2","2","1","0.2080380"
"3061","1999","208","20","1","2","A","3","3","1","1","COPA","PANAMA CITY","385","15","46","5","2","1899-12-31T08:30:00.000","1899-12-31T22:53:00.000","2",,,"5",,,,"1","2","1","1","3","1","3","4","4","6","4","5","5","6","6","5","6","6","6","6","6","4","35","151",,,,,"5","6","6","6","4","4","0",,,"4","10",,,"2",,,,,"5","5","5","3","1","LONG LINES, SLOW SECURITY","32",,,"10","3",,,"PANAMA","14","0","2","2","2","1","2","2","1","0.6704842"
"886","1502","518","15","3","52","D","3","2","1","1","ALASKA","RALEIGH-DURHAM","1106","7","53","2","2","1899-12-31T19:45:00.000","1899-12-31T22:40:00.000","5",,,"7",,,,"2","2","1","2","1","1","4","5","5","4","4","6","6","6","6","6","6","6","5","6","6","4","202",,,,,,"3","5","6","5","6","5","0",,,"5","16",,,"2",,,,,"5","3","5","3","1","SLOW THROUGH SECURITY.","32",,,"10","3","DURHAM COUNTY","27705","US","12","2","7","1","2","2","2","2","1","1.1063322"
