"respnum","ccgid","runid","intdate","day","gate","barea","strata","peak","meth","saq","airline","destination","flight","airline_code","dest_code","destgeo","destmark","arrtime","deptime","q2purp1","q2purp2","q2purp3","q3getto1","q3getto2","q3getto3","q3park","q4bags","q4store","q4food","q4wifi","q5timesflown","q5firsttime","q6longuse","q7art","q7food","q7store","q7sign","q7walkway","q7screens","q7infodown","q7infoup","q7wifi","q7roads","q7park","q7airtrain","q7ltparking","q7rental","q7all","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q9boarding","q9airtrain","q9rental","q9food","q9restroom","q9all","q9_1","q9_2","q9_3","q10safe","q10_1","q10_2","q10_3","q11tsapre","q12precheckrate","q12_1","q12_2","q12_3","q13county","q13getrate","q14find","q14passthru","q15problem","q15a","q15_1","q15_2","q15_3","netpro","q17live","q18county","q18zip","q18country","home","q19clear","q20age","q21gender","q22income","q23fly","q24sjc","q24oak","lang","weight"
"330","2579","61","4","6","54","D","1","1","1","1","ALASKA","SAN DIEGO","1952","7","57","1","2","1899-12-31T06:00:00.000","1899-12-31T08:36:00.000","2",,,"5","6",,,"2","1","2","2","2","1","2","3","4","5","3","4","5","6","6","6","4","6","4","6","6","4","60",,,,,,"4","4","6","3","4","4","0",,,"4","6",,,"2",,,,,"28","4","3","4","1","CHECKED PHONE PULLED ASIDE","33",,,"10","2","SANTA CRUZ COUNTY","95076","US","10","2","3","2","2","2","2","2","1","1.1063322"
"1462","388","17","2","4","22","B","1","2","1","1","FRONTIER","DENVER","670","19","14","1","4","1899-12-31T22:00:00.000","1900-01-01T00:59:00.000","2",,,"8",,,,"1","2","2","2","3","1","1","5","6","6","5","5","5","5","5","6","6","6","6","6","6","5","502","504",,,,,"5","6","6","6","6","5","0",,,"5","8",,,"1","5","1",,,"6","5","5","5","1","AIRLINE EMPLOYEES NO HE WHEN I WAS SUPPOSED TO BE HERE","44",,,"10","3","HAMILTON COUNTY","45231","US","11","2","6","2","3","2","2","2","1","0.2080380"
"2746","1243","96","10","5","43","C","2","1","1","1","DELTA","ATLANTA","2049","16","2","2","4","1899-12-31T11:00:00.000","1899-12-31T11:30:00.000","6",,,"2",,,,"1","1","2","2","1","2","1","5","5","5","5","5","5","5","6","6","5","6","6","6","6","5","10","205",,,,,"5","6","6","6","5","5","0",,,"5","1",,,"2",,,,,"25","5","5","5","1","USO PLEASE SEE QUESTION 8.","46",,,"10","2","SAN JOAQUIN COUNTY","95210","US","10","2","6","1","0","2","2","2","1","1.1789461"
"3206","2285","603","22","3","77","F","3","2","1","1","UNITED","EUGENE","5996","30","19","1","1","1899-12-31T16:30:00.000","1899-12-31T19:00:00.000","0",,,"3",,,,"2","2","1","1","2","1","4","4","4","6","3","5","3","6","6","4","6","6","6","6","6","5","63",,,,,,"3","6","6","6","5","5","0",,,"5","0",,,"1","5","0",,,"11","0","5","5","2",,,,,"10","3","BENTON COUNTY","97324","US","10","2","6","2","0","2","2","2","1","1.4869248"
"741","1622","128","13","1","51","D","1","2","1","1","ALASKA","NEW YORK-JFK","1012","7","42","2","4","1899-12-31T05:00:00.000","1899-12-31T07:00:00.000","1","2",,"2",,,,"1","2","1","1","3","1","4","4","4","3","4","4","5","4","4","5","5","5","6","4","4","4","3",,,,,,"4","4","4","4","4","4","0",,,"5","1",,,"1","4","10",,,"18","5","5","5","2",,,,,"10","2","MONTEREY COUNTY","93924","US","10","2","6","2","3","2","1","2","1","1.1063322"
"2299","532","4","1","3","77","F","2","1","1","1","UNITED","SAN ANTONIO","5564","30","56","3","2","1899-12-31T09:00:00.000","1899-12-31T11:00:00.000","1",,,"8",,,,"2","2","2","2","2","1","1","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","3",,,,,,"5","6","6","4","4","5","0",,,"4","6",,,"2",,,,,"6","0","5","5","2",,,,,"10","3","MEDINA COUNTY","78016","US","11","2","3","1","4","3","2","2","1","1.4869248"
"3","400","13","1","3","25","B","3","2","1","1","SOUTHWEST","LOS ANGELES","5821","28","34","1","4","1899-12-31T19:00:00.000","1899-12-31T20:20:00.000","1",,,"2",,,,"2","2","2","2","3","1","4","5","6","6","3","3","3","6","6","4","2","6","4","6","4","4","7",,,,,,"5","5","5","6","4","5","0",,,"4","6",,,"1","5","1",,,"1","3","5","5","2",,,,,"10","3","LOS ANGELES COUNTY","90016","US","10","2","4","1","3","2","1","1","1","0.9942748"
"271","2549","55","3","5","73","F","3","2","1","1","UNITED","LOS ANGELES","1597","30","34","1","4","1899-12-31T18:50:00.000","1899-12-31T20:10:00.000","1",,,"9",,,,"2","2","1","2","2","1","1","4","3","3","5","4","4","6","6","6","5","5","5","6","5","4","103","804",,,,,"5","5","5","5","5","5","0",,,"4","6",,,"1","5","2",,,"6","3","5","5","2",,,,,"10","3","LOS ANGELES COUNTY","90266","US","10","2","3","2","4","2","2","2","1","1.4869248"
"1452","429","636","30","4","60","E","1","1","1","1","UNITED","LAS VEGAS","358","30","31","1","4","1899-12-31T09:30:00.000","1899-12-31T10:52:00.000","1",,,"1",,,"3","2","1","2","2","3","1","4","5","5","3","5","5","5","6","6","6","1","5","6","5","6","5","151",,,,,,"5","6","6","6","5","5","0",,,"5","0",,,"1","5","2",,,"18","3","5","4","2",,,,,"10","2","MONTEREY COUNTY","93921","US","10","0","7","2","3","2","1","2","1","1.4869248"
"3041","473","12","1","3","56","D","2","2","1","1","AMERICAN","DALLAS-FT. WORTH","2207","8","13","3","4","1899-12-31T10:45:00.000","1899-12-31T13:50:00.000","1",,,"2",,,,"0","0","0","0","5","0","0","4","4","4","4","4","4","6","6","4","6","6","6","6","6","4","0",,,,,,"3","6","6","4","3","4","0",,,"5","1",,,"1","5","21",,,"3","3","5","5","2",,,,,"10","1","MARIN COUNTY","94966","US","3","2","5","1","3","2","2","2","1","1.0611394"
"2543","477","901","1","3","69","E","2","2","1","1","UNITED","CHICAGO-O'HARE","390","30","12","3","4","1899-12-31T14:00:00.000","1899-12-31T16:00:00.000","1",,,"9",,,,"2","2","2","2","3","1","4","6","4","6","5","5","5","6","6","6","4","6","5","6","4","5","104","52",,,,,"5","5","5","5","4","5","0",,,"5","4",,,"1","5","21",,,"1","3","5","5","2",,,,,"10","3","COOK COUNTY","60004","US","11","1","5","1","0","2","2","2","1","1.4869248"
"576","2436","174","17","5","12","A","2","2","1","1","JETBLUE","BOSTON","534","22","8","2","3","1899-12-31T11:50:00.000","1899-12-31T13:42:00.000","1",,,"5",,,,"2","1","1","1","3","1","4","4","4","4","5","5","5","6","6","5","6","6","6","6","6","5","102",,,,,,"4","6","6","4","4","4","0",,,"4","4",,,"1","4","10",,,"5","4","5","5","2",,,,,"10","3","NORFOLK COUNTY","2492","US","12","0","5","2","3","2","1","2","1","0.6704842"
"1584","329","21","2","4","41","C","1","1","1","1","DELTA","SALT LAKE CITY","3576","16","55","1","2","1899-12-31T08:00:00.000","1899-12-31T10:05:00.000","1",,,"4",,,,"1","1","1","2","1","1","4","6","3","4","5","5","5","4","6","6","6","6","6","6","6","4","102",,,,,,"5","6","6","3","5","5","0",,,"5","1",,,"2",,,,,"5","4","5","4","2",,,,,"10","3","DOUGLAS COUNTY","68132","US","11","2","5","2","4","2","2","2","1","1.1789461"
"1133","1448","521","15","3","28","B","3","2","1","1","SOUTHWEST","LOS ANGELES","5814","28","34","1","4","1899-12-31T16:30:00.000","1899-12-31T18:10:00.000","1",,,"5",,,,"2","2","1","2","2","1","2","4","3","6","3","6","5","6","6","6","6","6","6","6","6","5","11","52",,,,,"5","6","6","4","4","4","0",,,"4","4",,,"2",,,,,"5","4","4","5","2",,,,,"10","3","LOS ANGELES COUNTY","90293","US","10","2","2","2","2","2","2","2","1","0.9942748"
"2191","814","526","16","4","97","G","3","3","1","1","AER LINGUS","DUBLIN","146","1","18","6","3","1899-12-31T14:30:00.000","1899-12-31T17:30:00.000","1",,,"5",,,,"1","1","2","1","1","1","4","4","5","5","4","4","4","6","6","5","5","5","6","6","6","5","0",,,,,,"5","6","6","5","5","5","0",,,"4","6",,,"2",,,,,"7","4","4","4","2",,,,,"10","1","SANTA CLARA COUNTY","95116","US","7","2","3","2","4","2","1","2","1","0.6704842"
"2112","449","7","1","3","45","D","1","1","1","1","AMERICAN","PHOENIX","1917","8","49","1","4","1899-12-31T07:00:00.000","1899-12-31T09:01:00.000","1",,,"1",,,"2","2","2","2","1","3","1","4","3","6","6","5","5","5","6","6","3","5","5","3","6","6","5","16",,,,,,"1","5","6","6","4","4","0",,,"5","1",,,"1","5","1",,,"5","5","5","4","2",,,,,"10","1","SAN FRANCISCO COUNTY","94121","US","5","2","7","1","4","2","2","2","1","1.0611394"
"866","1533","515","15","3","51","D","3","2","1","1","ALASKA","SEATTLE","1759","7","62","1","4","1899-12-31T17:30:00.000","1899-12-31T19:25:00.000","1",,,"5",,,,"2","1","1","2","3","1","2","5","5","5","5","6","5","6","6","6","5","6","6","6","6","5","994",,,,,,"5","6","6","5","5","5","0",,,"5","4",,,"1","5","1",,,"5","5","5","5","2",,,,,"10","3","KING COUNTY","98112","US","10","2","4","2","0","2","2","2","1","1.1063322"
"3122","683","616","24","5","41","C","2","2","1","1","DELTA","SALT LAKE CITY","1241","16","55","1","2","1899-12-31T16:30:00.000","1899-12-31T16:45:00.000","1",,,"9",,,,"2","1","1","1","1","1","2","5","5","5","5","5","5","6","6","5","5","6","5","6","5","5","0",,,,,,"5","5","5","5","5","5","0",,,"4","6",,,"1","5","1",,,"6","5","5","5","2",,,,,"10","3","DAVIS COUNTY","84037","US","10","0","3","2","0","1","1","1","1","1.1789461"
"2456","986","906","11","6","81","F","2","2","1","1","UNITED","DENVER","720","30","14","1","4","1899-12-31T14:15:00.000","1899-12-31T15:41:00.000","1",,,"2",,,,"2","2","2","1","6","1","4","5","4","4","3","3","3","6","6","4","3","3","6","6","6","3","994","152","16",,,,"3","6","6","3","3","3","0",,,"3","11","12",,"1","5","2",,,"6","5","5","5","2",,,,,"10","3","SANTA FE COUNTY","87506","US","10","2","6","2","4","1","2","2","1","1.4869248"
"847","1557","513","15","3","57","D","3","2","1","1","AMERICAN","DALLAS-FT. WORTH","2352","8","13","3","4","1899-12-31T16:30:00.000","1899-12-31T17:25:00.000","1",,,"5",,,,"2","2","1","1","4","1","4","5","4","4","5","4","4","6","6","4","3","6","6","6","6","4","0",,,,,,"5","6","6","5","5","5","0",,,"4","6",,,"1","3","4",,,"5","5","5","5","2",,,,,"10","1","SAN FRANCISCO COUNTY","94118","US","5","1","7","2","4","1","2","1","1","1.0611394"
"2659","433","14","1","3","26","B","3","2","1","1","SOUTHWEST","DENVER","5789","28","14","1","4","1899-12-31T20:00:00.000","1899-12-31T21:20:00.000","1",,,"5",,,,"2","2","2","2","3","1","4","4","3","3","4","4","4","6","6","4","4","4","4","5","6","4","7","75",,,,,"5","5","6","4","4","4","0",,,"4","3",,,"1","3","20",,,"1","5","5","4","2",,,,,"10","1","ALAMEDA COUNTY","94502","US","1","2","4","2","4","2","2","1","1","0.9942748"
"3208","2058","168","17","5","45","D","1","2","1","1","AMERICAN","LOS ANGELES","6018","8","34","1","4","1899-12-31T05:30:00.000","1899-12-31T07:00:00.000","1",,,"4",,,,"1","1","1","2","4","1","4","5","4","5","5","5","5","6","6","6","6","6","6","6","6","5","1",,,,,,"5","6","6","5","5","5","0",,,"5","2",,,"1","5","21","1",,"5","5","5","5","2",,,,,"10","3","SUFFOLK COUNTY","2116","US","12","2","5","1","4","1","2","2","1","1.0611394"
"2846","503","902","1","3","72","F","3","2","1","1","UNITED","SEATTLE","2161","30","62","1","4","1899-12-31T16:00:00.000","1899-12-31T17:37:00.000","1",,,"1",,,"1","2","2","1","1","3","1","4","4","5","5","5","5","5","6","6","5","5","5","6","6","6","5","14","103",,,,,"5","6","6","5","4","5","0",,,"4","6",,,"1","5","21","2",,"1","5","4","5","2",,,,,"10","1","ALAMEDA COUNTY","94552","US","1","2","6","2","4","2","2","1","1","1.4869248"
"963","1347","542","18","6","99","G","3","3","1","1","LUFTHANSA","MUNICH","459","24","39","6","4","1899-12-31T18:00:00.000","1899-12-31T20:55:00.000","1",,,"2",,,,"1","1","2","1","2","1","3","2","3","3","5","5","5","6","6","5","5","6","4","6","6","4","152","104",,,,,"4","4","6","3","4","4","0",,,"5","1",,,"2",,,,,"5","5","5","3","2",,,,,"10","3",,,"LUXEMBOURG","15","2","3","2","2","2","2","2","1","0.3607733"
"2537","476","901","1","3","69","E","2","2","1","1","UNITED","CHICAGO-O'HARE","390","30","12","3","4","1899-12-31T14:05:00.000","1899-12-31T16:00:00.000","1",,,"5",,,,"2","2","2","1","1","2","1","5","5","6","5","5","5","6","6","5","5","6","6","6","6","5","208","73",,,,,"5","6","6","5","5","5","0",,,"5","1",,,"2",,,,,"5","5","5","5","2",,,,,"10","3","COOK COUNTY","60130","US","11","2","3","2","2","2","2","2","1","1.4869248"
"615","1515","517","15","3","50","D","3","2","1","1","ALASKA","WASHINGTON,DC-DULLES","1090","7","72","2","2","1899-12-31T17:00:00.000","1899-12-31T21:05:00.000","1",,,"4",,,,"2","2","1","1","3","1","4","4","5","5","5","5","4","6","6","5","5","6","5","6","6","5","22",,,,,,"5","5","6","5","5","5","0",,,"5","2",,,"2",,,,,"5","5","5","5","2",,,,,"10","3","NEW YORK COUNTY","10029","US","12","2","4","1","4","2","1","1","1","1.1063322"
"1173","1426","523","15","3","28","B","3","2","1","1","SOUTHWEST","LAS VEGAS","5606","28","31","1","4","1899-12-31T17:50:00.000","1899-12-31T19:55:00.000","1",,,"2",,,,"1","2","2","2","2","1","2","3","3","4","5","4","4","6","6","6","4","6","6","6","6","5","71",,,,,,"5","6","6","6","5","5","0",,,"5","2",,,"2",,,,,"15","5","5","5","2",,,,,"10","3","SEMINOLE COUNTY","32707","US","12","2","3","2","1","1","2","2","1","0.9942748"
"2652","432","14","1","3","26","B","3","2","1","1","SOUTHWEST","DENVER","5789","28","14","1","4","1899-12-31T20:00:00.000","1899-12-31T21:20:00.000","1",,,"2",,,,"1","1","1","2","1","1","4","5","5","6","2","2","5","5","5","6","1","5","6","6","6","4","52","61",,,,,"5","6","6","5","5","5","0",,,"5","3",,,"2",,,,,"7","5","5","5","2",,,,,"10","3","EL PASO COUNTY","80920","US","10","2","3","2","1","2","1","2","1","0.9942748"
"2195","197","41","3","5","23","B","1","1","1","1","SOUTHWEST","LAS VEGAS","1494","28","31","1","4","1899-12-31T08:15:00.000","1899-12-31T10:45:00.000","1",,,"1",,,"1","2","2","1","2","3","1","4","4","3","3","4","2","3","2","6","5","3","5","6","6","6","4","71","75","806",,,,"5","6","6","5","4","4","0",,,"4","4",,,"2",,,,,"6","5","2","5","2",,,,,"10","1","SAN MATEO COUNTY","94014","US","6","2","4","1","3","2","2","1","1","0.9942748"
"2453","985","906","11","6","81","F","2","2","1","1","UNITED","DENVER","720","30","14","1","4","1899-12-31T13:00:00.000","1899-12-31T15:41:00.000","1",,,"5",,,,"1","1","2","1","4","1","3","5","4","3","4","4","4","6","6","2","4","6","4","6","4","5","11","202","206","212",,,"4","4","4","3","4","4","0",,,"5","4","1",,"2",,,,,"6","5","5","3","2",,,,,"10","3","DENVER COUNTY","80205","US","10","2","4","1","0","2","2","2","1","1.4869248"
"323","2574","53","3","5","88","F","3","2","1","1","UNITED","BURBANK","1586","30","9","1","1","1899-12-31T14:00:00.000","1899-12-31T18:10:00.000","1",,,"3",,,,"2","2","1","1","3","1","1","6","5","5","5","5","5","6","6","5","6","6","5","6","6","5","0",,,,,,"5","4","6","5","5","5","0",,,"5","4",,,"2",,,,,"11","5","5","5","2",,,,,"10","3","VENTURA COUNTY","93010","US","10","2","3","1","3","2","2","2","1","1.4869248"
"748","183","43","3","5","98","G","1","3","1","1","AIR CANADA","TORONTO","758","3","70","4","4","1899-12-31T05:00:00.000","1899-12-31T07:25:00.000","1",,,"3",,,,"2","1","2","1","1","2","1","4","6","4","5","5","5","6","6","5","6","6","6","6","6","5","16",,,,,,"5","6","6","6","5","5","0",,,"5","4",,,"2",,,,,"11","5","2","6","2",,,,,"10","3",,,"CANADA","13","0","3","1","0","2","2","2","1","0.3461202"
"840","1554","513","15","3","57","D","3","2","1","1","AMERICAN","DALLAS-FT. WORTH","2352","8","13","3","4","1899-12-31T16:00:00.000","1899-12-31T17:25:00.000","1",,,"5",,,,"2","1","1","2","2","1","2","5","5","5","5","5","5","5","5","6","5","5","6","6","6","5","14",,,,,,"5","6","6","5","5","5","0",,,"5","4",,,"2",,,,,"1","5","5","5","2",,,,,"10","3","DALLAS COUNTY","75216","US","11","2","3","1","3","2","2","2","1","1.0611394"
"2451","963","907","11","6","2","A","3","2","1","1","ALASKA","SALT LAKE CITY","744","7","55","1","2","1899-12-31T09:30:00.000","1899-12-31T19:30:00.000","1",,,"3",,,,"1","1","2","1","3","1","2","5","6","3","4","5","5","6","6","5","6","6","4","6","6","4","43","202","201","103","25",,"4","5","6","4","3","4","0",,,"5","5",,,"2",,,,,"11","5","5","4","2",,,,,"10","3","MESA COUNTY","81503","US","10","2","5","1","2","2","2","2","1","1.1063322"
"1429","22","70","5","7","76","F","2","1","1","1","UNITED","KANSAS CITY","5454","30","30","3","2","1899-12-31T11:00:00.000","1899-12-31T13:00:00.000","1",,,"4",,,,"2","1","2","2","1","1","4","4","3","3","4","4","5","6","6","6","6","6","6","6","6","4","0",,,,,,"5","6","6","6","6","4","0",,,"5","15",,,"2",,,,,"5","5","5","5","2",,,,,"10","3","JACKSON COUNTY","64111","US","11","2","5","1","2","2","2","2","1","1.4869248"
"241","2530","58","3","5","71","F","3","2","1","1","UNITED","NASHVILLE","2060","30","40","3","2","1899-12-31T19:44:00.000","1899-12-31T22:40:00.000","1",,,"3",,,,"2","1","1","1","1","2","1","5","5","5","5","5","5","6","6","5","6","6","6","6","6","5","4",,,,,,"5","6","6","5","5","5","0",,,"5","3","2",,"4",,,,,"11","5","5","6","2",,,,,"10","3","BUTLER COUNTY","42261","US","11","2","5","2","2","2","2","2","1","1.4869248"
"2458","965","907","11","6","2","A","3","2","1","1","ALASKA","SALT LAKE CITY","744","7","55","1","2","1899-12-31T11:00:00.000","1899-12-31T19:30:00.000","1",,,"3",,,,"1","2","2","1","3","1","3","5","5","5","5","5","3","5","5","5","5","5","5","6","5","5","53","17","54","35",,,"5","5","5","5","5","5","0",,,"5","9",,,"4",,,,,"11","5","5","6","2",,,,,"10","3","SALT LAKE COUNTY","84108","US","10","2","4","2","3","2","2","2","1","1.1063322"
"1589","217","36","3","5","26","B","1","2","1","1","SOUTHWEST","LOS ANGELES","1245","28","34","1","4","1899-12-31T03:45:00.000","1899-12-31T05:35:00.000","2","3",,"5",,,,"1","2","2","1","4","1","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","102",,,,,,"5","5","5","5","5","5","0",,,"4","0",,,"1","5","1",,,"8","5","5","5","2",,,,,"10","1","SOLANO COUNTY","94589","US","8","2","3","1","2","2","2","1","1","0.9942748"
"2404","749","535","16","4","4","A","3","3","1","1","AIR FRANCE/KLM","PARIS-DE GAULLE","85","5","47","6","4","1899-12-31T16:20:00.000","1899-12-31T20:30:00.000","2",,,"2",,,,"1","2","1","1","2","1","4","4","4","4","4","5","4","4","4","4","4","4","6","6","6","4","9","203","19",,,,"4","6","6","4","4","4","0",,,"5","1",,,"2",,,,,"7","2","5","1","2",,,,,"10","1","SANTA CLARA COUNTY","95148","US","7","2","5","2","3","2","1","2","1","0.2863575"
"1044","1303","540","18","6","94","G","3","3","1","1","AIR CANADA","CALGARY","8590","3","10","4","2","1899-12-31T13:00:00.000","1899-12-31T18:55:00.000","2",,,"9",,,,"1","1","1","1","1","1","3","5","4","5","5","5","0","6","6","5","5","6","5","6","5","5","74","71","31","27","14","35","5","5","4","5","4","5","0",,,"5","1",,,"2",,,,,"5","2","3","5","2",,,,,"10","3",,,"CANADA","13","2","5","2","1","2","2","2","1","0.3461202"
"1855","1772","546","20","1","53","D","3","2","1","1","ALASKA","KAHULUI","1047","7","28","1","1","1899-12-31T16:00:00.000","1899-12-31T18:55:00.000","2",,,"2",,,,"1","1","2","1","1","2","1","5","6","5","4","5","5","5","5","5","3","6","6","6","6","5","65",,,,,,"5","6","6","6","5","5","0",,,"5","8",,,"1","3","0",,,"13","3","4","5","2",,,,,"10","2","EL DORADO COUNTY","95762","US","10","2","2","2","2","2","2","2","1","1.1063322"
"1178","1428","523","15","3","28","B","3","2","1","1","SOUTHWEST","LAS VEGAS","5606","28","31","1","4","1899-12-31T18:00:00.000","1899-12-31T19:55:00.000","2",,,"2",,,,"1","1","2","2","1","2","1","5","6","4","5","5","5","6","6","6","5","6","6","6","6","4","54","19",,,,,"4","6","6","6","4","4","0",,,"5","1",,,"2",,,,,"6","3","4","5","2",,,,,"10","3","CLARK COUNTY","89119","US","10","2","2","1","3","2","2","2","1","0.9942748"
"1009","1329","541","18","6","98","G","3","3","1","1","AIR CANADA","VANCOUVER","571","3","71","4","2","1899-12-31T18:30:00.000","1899-12-31T20:05:00.000","2",,,"6",,,,"2","1","2","1","3","1","2","5","3","2","5","5","5","6","6","5","6","6","5","6","5","5","202","104",,,,,"5","5","0","4","6","5","0",,,"5","8","5",,"2",,,,,"5","3","5","3","2",,,,,"10","1","SAN FRANCISCO COUNTY","94115","US","5","2","3","1","4","2","2","1","1","0.3461202"
"2192","196","41","3","5","23","B","1","1","1","1","SOUTHWEST","LAS VEGAS","1494","28","31","1","4","1899-12-31T07:45:00.000","1899-12-31T10:45:00.000","2",,,"2",,,,"1","2","1","2","1","1","4","5","5","5","5","5","5","5","5","6","5","4","5","5","6","5","1",,,,,,"5","6","5","5","5","5","0",,,"5","1","8",,"2",,,,,"16","4","5","5","2",,,,,"10","2","MENDOCINO COUNTY","95482","US","10","2","7","1","1","2","2","2","1","0.9942748"
"3091","1749","549","20","1","51","D","3","2","1","1","ALASKA","NEWARK","1182","7","43","2","4","1899-12-31T19:15:00.000","1899-12-31T21:35:00.000","2",,,"2",,,,"2","2","2","2","2","1","3","6","5","5","4","5","4","6","6","6","5","6","5","6","6","5","31","17","57","202",,,"5","6","6","5","4","5","0",,,"5","3","2",,"2",,,,,"18","4","4","3","2",,,,,"10","3","BERGEN COUNTY","7605","US","12","2","3","2","1","2","2","2","1","1.1063322"
"1266","121","50","3","5","3","A","2","3","1","1","CATHAY PACIFIC","HONG KONG","879","12","23","8","4","1899-12-31T10:30:00.000","1899-12-31T13:05:00.000","2",,,"2",,,,"1","2","2","2","1","1","2","4","6","6","4","4","3","6","6","6","6","6","6","6","6","4","53",,,,,,"5","6","6","6","4","5","0",,,"4","0",,,"2",,,,,"1","4","4","4","2",,,,,"10","1","ALAMEDA COUNTY","94704","US","1","2","4","1","2","2","2","2","3","0.3191648"
"3207","2057","168","17","5","45","D","1","2","1","1","AMERICAN","LOS ANGELES","6018","8","34","1","4","1899-12-31T05:50:00.000","1899-12-31T07:00:00.000","2",,,"5",,,,"2","2","2","1","3","1","4","4","6","6","4","6","4","4","4","4","2","6","6","6","6","4","71","73",,,,,"5","6","6","6","5","5","0",,,"5","4",,,"0",,,,,"5","5","3","5","2",,,,,"10","3","KNOX COUNTY","37917","US","11","2","2","2","2","2","2","2","1","1.0611394"
"1853","1771","546","20","1","53","D","3","2","1","1","ALASKA","KAHULUI","1047","7","28","1","1","1899-12-31T16:30:00.000","1899-12-31T18:55:00.000","2",,,"15",,,,"2","2","1","1","1","1","2","6","3","6","5","4","5","6","6","5","3","6","5","6","6","5","101",,,,,,"4","5","6","5","5","5","0",,,"5","8",,,"1","5","1",,,"7","5","5","5","2",,,,,"10","3","MAUI COUNTY","96753","US","10","2","7","1","1","2","2","2","1","1.1063322"
"2134","722","532","16","4","22","B","3","2","1","1","FRONTIER","DENVER","668","19","14","1","4","1899-12-31T14:00:00.000","1899-12-31T17:33:00.000","2",,,"9",,,,"1","2","2","2","1","2","1","5","5","5","5","5","5","6","6","6","6","6","5","6","5","5","64","62",,,,,"5","5","5","6","5","5","0",,,"5","8",,,"1","5","2",,,"6","5","5","5","2",,,,,"10","3","EL PASO COUNTY","80923","US","10","2","6","2","3","2","2","2","1","0.2080380"
