"objectid","cnn","streetname","from_st","to_st","facility_t","direct","surface_tr","barrier","notes","dir","double","fy","qtr","street_","length","number_","install_yr","install_mo","update_yr","update_mo","globalid","symbology","sharrow","buffered","raised","contraflow","greenwave","biap","sm_sweeper","shape"
"3701","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.16892224","395","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.49972 37.786114, -122.50028 37.786705, -122.50059 37.78681, -122.500755 37.78705, -122.50122 37.787292, -122.50173 37.787243, -122.50203 37.78703)"
"3823","0.0",,,,"CLASS I","2W",,,,,"0","0","0",,"0.77039864","85","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4914 37.76953, -122.49469 37.768574, -122.49501 37.76847, -122.49518 37.76832, -122.495384 37.76811, -122.49546 37.767868, -122.49546 37.767525, -122.49529 37.767204, -122.49508 37.76699, -122.49482 37.76687, -122.494606 37.76681, -122.4944 37.76678, -122.49416 37.76679, -122.492226 37.76736, -122.490974 37.76775, -122.490395 37.76793, -122.49018 37.768112, -122.49005 37.768345, -122.49 37.76859, -122.49006 37.768913, -122.49017 37.769127, -122.49029 37.76927, -122.49053 37.769436, -122.49084 37.76955, -122.491135 37.769577, -122.49141 37.769535)"
"3037","0.0",,,,"CLASS I","2W",,,,,"0","0","0",,"0.49510708","2","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42963 37.806755, -122.43019 37.805622, -122.43039 37.80527, -122.43045 37.805218, -122.43054 37.805187, -122.43082 37.805157, -122.43096 37.805138, -122.43119 37.80513, -122.431564 37.805126, -122.43201 37.805126, -122.43207 37.805214, -122.43218 37.805527, -122.43372 37.805424, -122.43377 37.805126, -122.43403 37.80531, -122.435524 37.806274, -122.43605 37.806557)"
"3667","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.03932239","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50338 37.712856, -122.50266 37.712868)"
"4894","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.11046968","395","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.5088 37.782425, -122.50895 37.782955, -122.50768 37.782627)"
"2877","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.26733914","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50269 37.70797, -122.502144 37.709354, -122.50208 37.710293, -122.50229 37.711765)"
"3863","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.14142663","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50256 37.71871, -122.50258 37.718735, -122.502594 37.718758, -122.50261 37.71878, -122.502625 37.718807, -122.50263 37.71883, -122.50265 37.718853, -122.50266 37.718876, -122.50268 37.7189, -122.502686 37.718925, -122.5027 37.71895, -122.50271 37.71897, -122.50272 37.718998, -122.50273 37.71902, -122.50274 37.719048, -122.502754 37.71907, -122.50276 37.719097, -122.50277 37.71912, -122.50278 37.719147, -122.50279 37.71917, -122.5028 37.719196, -122.50281 37.71922, -122.502815 37.719246, -122.502815 37.719273, -122.50282 37.719296, -122.50283 37.719322, -122.50284 37.71935, -122.502846 37.71937, -122.502846 37.7194, -122.50285 37.719425, -122.50285 37.71945, -122.50286 37.719475, -122.50286 37.7195, -122.50287 37.71953, -122.50287 37.719555, -122.50287 37.71958, -122.50288 37.719604, -122.50288 37.71963, -122.50288 37.719658, -122.50288 37.719685, -122.50288 37.719707, -122.50288 37.719734, -122.50288 37.71976, -122.50288 37.719788, -122.50288 37.719814, -122.50288 37.719837, -122.50287 37.719864, -122.50287 37.71989, -122.50287 37.719917, -122.50286 37.719944, -122.50286 37.719967, -122.50285 37.719994, -122.50285 37.72002, -122.502846 37.720047, -122.50284 37.72007, -122.50283 37.720097, -122.50283 37.720108, -122.50283 37.720123, -122.50282 37.720135, -122.502815 37.72015, -122.502815 37.72016, -122.50281 37.720177, -122.5028 37.72019, -122.5028 37.7202, -122.50279 37.720215, -122.502785 37.720226, -122.50278 37.720238, -122.50277 37.72025, -122.50276 37.720264, -122.502754 37.720276, -122.50275 37.720287, -122.50274 37.7203, -122.50273 37.72031, -122.50272 37.72032, -122.50271 37.720333, -122.5027 37.720345, -122.50269 37.720356, -122.50268 37.720364, -122.50267 37.720375, -122.502655 37.720387, -122.50265 37.720398, -122.50263 37.720406, -122.502625 37.720417, -122.50261 37.720425, -122.5026 37.720436, -122.50259 37.720444, -122.50257 37.72045, -122.502556 37.720463, -122.50255 37.72047, -122.50253 37.720478, -122.50252 37.720486, -122.5025 37.720493, -122.50249 37.7205, -122.50247 37.72051, -122.50246 37.720512, -122.50245 37.72052, -122.50243 37.720528, -122.50242 37.72053, -122.5024 37.72054, -122.50238 37.720543, -122.502365 37.72055, -122.50235 37.720554)"
"4596","0.0",,"CHAIN OF LAKES DR","MARTIN LUTHER KING JR DR","CLASS I","2W",,,,,"0","0","0",,"0.15823475","830","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.501335 37.76605, -122.50189 37.765972, -122.501595 37.76552, -122.50247 37.76561, -122.50317 37.765297)"
"2821","0.0",,"CHAIN OF LAKES DR","MARTIN LUTHER KING JR DR","CLASS I","2W",,,,,"1","0","0",,"0.15823475","40","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.501335 37.76605, -122.50189 37.765972, -122.501595 37.76552, -122.50247 37.76561, -122.50317 37.765297)"
"2538","0.0",,"LINCOLN WAY","MARTIN LUTHER KING JR DR","CLASS I","2W",,,,,"1","0","0",,"0.03587613","830","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47826 37.765915, -122.478325 37.7654)"
"427","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.1123785","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50275 37.72079, -122.5025 37.72069, -122.502144 37.720364, -122.50175 37.719868, -122.50149 37.719536)"
"3196","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.04562575","395","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50797 37.783394, -122.507706 37.78277)"
"4601","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.77039864","85","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4914 37.76953, -122.49469 37.768574, -122.49501 37.76847, -122.49518 37.76832, -122.495384 37.76811, -122.49546 37.767868, -122.49546 37.767525, -122.49529 37.767204, -122.49508 37.76699, -122.49482 37.76687, -122.494606 37.76681, -122.4944 37.76678, -122.49416 37.76679, -122.492226 37.76736, -122.490974 37.76775, -122.490395 37.76793, -122.49018 37.768112, -122.49005 37.768345, -122.49 37.76859, -122.49006 37.768913, -122.49017 37.769127, -122.49029 37.76927, -122.49053 37.769436, -122.49084 37.76955, -122.491135 37.769577, -122.49141 37.769535)"
"205","160000.0","03RD AVE","LINCOLN WY","HUGO ST","CLASS III","2W",,,,"N","0",,,,"0.06278813","365","2005",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.460014 37.766167, -122.45995 37.765255)"
"1861","159000.0","03RD AVE","KEZAR DR","LINCOLN WY","CLASS III","2W",,,,"N","0",,,,"0.01345379","365","2005",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.45993 37.76635, -122.460014 37.766167)"
"1834","160000.0","03RD AVE","LINCOLN WY","HUGO ST","CLASS III","2W",,,,"S","1",,,,"0.06278813","75","2005",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.460014 37.766167, -122.45995 37.765255)"
"5041","159000.0","03RD AVE","KEZAR DR","LINCOLN WY","CLASS III","2W",,,,"S","1",,,,"0.01345379","730","2005",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.45993 37.76635, -122.460014 37.766167)"
"9282","221101.0","03RD ST","WALLACE AV","YOSEMITE AV","CLASS III","2W",,,,"N","1",,,"3rd St",,"60","2012",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.3929 37.72849, -122.39287 37.728386, -122.39313 37.727806, -122.393234 37.727734)"
"775","202101.0","03RD ST","EVANS AV","FAIRFAX AV","CLASS III","2W",,,,"N","0","0","0","03RD ST","0.06022638","5","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.387924 37.742702, -122.38789 37.742615, -122.388115 37.74194, -122.3882 37.74189)"
"4684","199101.0","03RD ST","BURKE AV","CUSTER AV","CLASS III","2W",,,,"N","0",,,"3rd St","0.05919981","5",,,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38713 37.74507, -122.3871 37.744896, -122.387115 37.744797, -122.38727 37.74437, -122.387375 37.74426)"
"733","203101.0","03RD ST","FAIRFAX AV","GALVEZ AV","CLASS III","2W",,,,"N","0","0","0","03RD ST","0.05774429","5","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.3882 37.74189, -122.388176 37.741776, -122.38839 37.741173, -122.38847 37.741108)"
"4975","198101.0","03RD ST","CARGO WY","BURKE AV","CLASS III","2W",,,,"N","0",,,"3rd St","0.0768804","5","2012",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38718 37.74616, -122.38709 37.745945, -122.38704 37.745216, -122.38713 37.74507)"
"1630","200101.0","03RD ST","CUSTER AV","DAVIDSON AV","CLASS III","2W",,,,"N","0",,,"3rd St","0.05399312","5","2012",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.387375 37.74426, -122.38735 37.74412, -122.387535 37.743607, -122.38763 37.743526)"
"760","202201.0","03RD ST","EVANS AV","FAIRFAX AV","CLASS III","2W",,,,"S","1","0","0","03RD ST","0.06015262","5","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.387924 37.742702, -122.38801 37.742645, -122.38824 37.741978, -122.3882 37.74189)"
"755","204201.0","03RD ST","GALVEZ AV","HUDSON AV","CLASS III","2W",,,,"S","1","0","0","03RD ST","0.05861289","5","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38847 37.741108, -122.38858 37.74103, -122.38879 37.740444, -122.388756 37.74032)"
"753","203201.0","03RD ST","FAIRFAX AV","GALVEZ AV","CLASS III","2W",,,,"S","1","0","0","03RD ST","0.0579729","5","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.3882 37.74189, -122.3883 37.741814, -122.388504 37.741234, -122.38847 37.741108)"
"797","204101.0","03RD ST","GALVEZ AV","HUDSON AV","CLASS III","2W",,,,"N","0","0","0","03RD ST","0.05838517","5","2012",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38847 37.741108, -122.38845 37.740993, -122.388664 37.740383, -122.388756 37.74032)"
"1989","199201.0","03RD ST","BURKE AV","CUSTER AV","CLASS III","2W",,,,"S","1",,,"3rd St","0.05840639","68",,,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38713 37.74507, -122.38722 37.744915, -122.387245 37.74482, -122.38739 37.7444, -122.387375 37.74426)"
"9281","221201.0","03RD ST","WALLACE AV","YOSEMITE AV","CLASS III","2W",,,,"S",,,,"3rd St",,"5","2012",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.3929 37.72849, -122.39298 37.728455, -122.39324 37.727875, -122.393234 37.727734)"
"435","200202.0","03RD ST","PHELPS ST","DAVIDSON AV","CLASS III","2W",,,,"S","1",,,"3rd St","0.03801806","5","2012",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38751 37.74406, -122.38765 37.74365, -122.38763 37.743526)"
"2819","200201.0","03RD ST","CUSTER AV","PHELPS ST","CLASS III","2W",,,,"S","1",,,"3rd St","0.01578459","16",,,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.387375 37.74426, -122.38748 37.74415, -122.38751 37.74406)"
"3079","198201.0","03RD ST","CARGO WY","BURKE AV","CLASS III","2W",,,,"S","1",,,"3rd St","0.07549061","68","2012",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38718 37.74616, -122.38722 37.74594, -122.38717 37.7452, -122.38713 37.74507)"
"4914","19990003.0","04TH ST","UNNAMED RD","MARIPOSA ST","CLASS II","2W",,,,"S","1",,,"4th St","0.05729821",,,,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39067 37.76501, -122.39067 37.765007, -122.39067 37.765003, -122.39068 37.764996, -122.39068 37.76499, -122.39068 37.764988, -122.39068 37.764984, -122.39068 37.764977, -122.39068 37.764973, -122.390686 37.76497, -122.390686 37.764965, -122.390686 37.76496, -122.390686 37.764954, -122.390686 37.76495, -122.390686 37.764946, -122.39069 37.764942, -122.39069 37.76494, -122.39069 37.76493, -122.39069 37.764927, -122.39069 37.764923, -122.3907 37.76492, -122.3907 37.764915, -122.3907 37.764908, -122.3907 37.764904, -122.39071 37.7649, -122.39071 37.764896, -122.39071 37.764893, -122.39071 37.764885, -122.39072 37.76488, -122.39072 37.764877, -122.39072 37.764874, -122.39072 37.76487, -122.390724 37.764862, -122.390724 37.76486, -122.390724 37.764854, -122.390724 37.76485, -122.39073 37.764847, -122.39073 37.764843, -122.39073 37.764835, -122.39073 37.76483, -122.39074 37.764828, -122.39074 37.764824, -122.39074 37.76482, -122.39075 37.764816, -122.39075 37.76481, -122.39075 37.764805, -122.390755 37.7648, -122.390755 37.764797, -122.390755 37.764793, -122.390755 37.76479, -122.39076 37.764782, -122.39076 37.76478, -122.39076 37.764774, -122.39077 37.76477, -122.39077 37.764767, -122.39077 37.764763, -122.39077 37.764755, -122.39078 37.76475, -122.39078 37.764748, -122.39078 37.764744, -122.39078 37.76474, -122.390785 37.764732, -122.390785 37.76473, -122.390785 37.764725, -122.390785 37.76472, -122.39079 37.764717, -122.39079 37.764713, -122.39079 37.764706, -122.39079 37.7647, -122.39079 37.764698, -122.3908 37.764694, -122.3908 37.76469, -122.3908 37.764683, -122.3908 37.76468, -122.3908 37.764675, -122.39081 37.76467, -122.39081 37.764664, -122.39081 37.76466, -122.39081 37.764656, -122.39081 37.764652, -122.390816 37.76465, -122.390816 37.76464, -122.390816 37.764637, -122.390816 37.764633, -122.390816 37.76463, -122.390816 37.764626, -122.39082 37.764618, -122.39082 37.764614, -122.39082 37.76461, -122.39082 37.764606, -122.39082 37.7646, -122.39082 37.764595, -122.39083 37.76459, -122.39083 37.764587, -122.39083 37.76458, -122.39083 37.764576, -122.39083 37.764572, -122.39083 37.76457, -122.39083 37.764565, -122.39083 37.764557, -122.39084 37.764553, -122.39084 37.76455, -122.39084 37.764545, -122.39084 37.764538, -122.39084 37.764534, -122.39084 37.76453, -122.39084 37.764526, -122.39084 37.76452, -122.39084 37.764515, -122.39084 37.76451, -122.39084 37.764507, -122.39085 37.7645, -122.39085 37.764496, -122.39085 37.764492, -122.39085 37.76449, -122.390816 37.764202)"
"3247","19990003.0","04TH ST","UNNAMED RD","MARIPOSA ST","CLASS II","2W",,,,"N","0",,,"4th St","0.05729821",,,,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39067 37.76501, -122.39067 37.765007, -122.39067 37.765003, -122.39068 37.764996, -122.39068 37.76499, -122.39068 37.764988, -122.39068 37.764984, -122.39068 37.764977, -122.39068 37.764973, -122.390686 37.76497, -122.390686 37.764965, -122.390686 37.76496, -122.390686 37.764954, -122.390686 37.76495, -122.390686 37.764946, -122.39069 37.764942, -122.39069 37.76494, -122.39069 37.76493, -122.39069 37.764927, -122.39069 37.764923, -122.3907 37.76492, -122.3907 37.764915, -122.3907 37.764908, -122.3907 37.764904, -122.39071 37.7649, -122.39071 37.764896, -122.39071 37.764893, -122.39071 37.764885, -122.39072 37.76488, -122.39072 37.764877, -122.39072 37.764874, -122.39072 37.76487, -122.390724 37.764862, -122.390724 37.76486, -122.390724 37.764854, -122.390724 37.76485, -122.39073 37.764847, -122.39073 37.764843, -122.39073 37.764835, -122.39073 37.76483, -122.39074 37.764828, -122.39074 37.764824, -122.39074 37.76482, -122.39075 37.764816, -122.39075 37.76481, -122.39075 37.764805, -122.390755 37.7648, -122.390755 37.764797, -122.390755 37.764793, -122.390755 37.76479, -122.39076 37.764782, -122.39076 37.76478, -122.39076 37.764774, -122.39077 37.76477, -122.39077 37.764767, -122.39077 37.764763, -122.39077 37.764755, -122.39078 37.76475, -122.39078 37.764748, -122.39078 37.764744, -122.39078 37.76474, -122.390785 37.764732, -122.390785 37.76473, -122.390785 37.764725, -122.390785 37.76472, -122.39079 37.764717, -122.39079 37.764713, -122.39079 37.764706, -122.39079 37.7647, -122.39079 37.764698, -122.3908 37.764694, -122.3908 37.76469, -122.3908 37.764683, -122.3908 37.76468, -122.3908 37.764675, -122.39081 37.76467, -122.39081 37.764664, -122.39081 37.76466, -122.39081 37.764656, -122.39081 37.764652, -122.390816 37.76465, -122.390816 37.76464, -122.390816 37.764637, -122.390816 37.764633, -122.390816 37.76463, -122.390816 37.764626, -122.39082 37.764618, -122.39082 37.764614, -122.39082 37.76461, -122.39082 37.764606, -122.39082 37.7646, -122.39082 37.764595, -122.39083 37.76459, -122.39083 37.764587, -122.39083 37.76458, -122.39083 37.764576, -122.39083 37.764572, -122.39083 37.76457, -122.39083 37.764565, -122.39083 37.764557, -122.39084 37.764553, -122.39084 37.76455, -122.39084 37.764545, -122.39084 37.764538, -122.39084 37.764534, -122.39084 37.76453, -122.39084 37.764526, -122.39084 37.76452, -122.39084 37.764515, -122.39084 37.76451, -122.39084 37.764507, -122.39085 37.7645, -122.39085 37.764496, -122.39085 37.764492, -122.39085 37.76449, -122.390816 37.764202)"
"4871","19990001.0","04TH ST","16TH ST","UNNAMED ST","CLASS II","2W",,,,"S","1",,,"4th St","0.02964106",,"2016",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.3908 37.766804, -122.390755 37.766373)"
"2805","19990002.0","04TH ST","UNNAMED RD","UNNAMED RD","CLASS I","2W",,,,"N","0",,,"4th St","0.09428663",,,,,,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.390755 37.766373, -122.390656 37.765285, -122.39065 37.765278, -122.39065 37.765274, -122.39065 37.76527, -122.39065 37.765266, -122.39065 37.76526, -122.39065 37.765255, -122.39065 37.76525, -122.39065 37.765247, -122.39065 37.76524, -122.39065 37.765236, -122.39065 37.765232, -122.39065 37.76523, -122.39065 37.765224, -122.39065 37.765217, -122.39065 37.765213, -122.39065 37.76521, -122.39065 37.765205, -122.39065 37.765198, -122.39065 37.765194, -122.39065 37.76519, -122.39065 37.765186, -122.39065 37.76518, -122.39065 37.765175, -122.39065 37.76517, -122.39065 37.765167, -122.39065 37.76516, -122.39065 37.765156, -122.39065 37.765152, -122.39065 37.76515, -122.39065 37.76514, -122.39065 37.765137, -122.39065 37.765133, -122.390656 37.76513, -122.390656 37.765125, -122.390656 37.765118, -122.390656 37.765114, -122.390656 37.76511, -122.390656 37.765106, -122.390656 37.7651, -122.390656 37.765095, -122.390656 37.76509, -122.390656 37.765087, -122.390656 37.76508, -122.390656 37.765076, -122.390656 37.76507, -122.39066 37.765068, -122.39066 37.765064, -122.39066 37.765057, -122.39066 37.765053, -122.39066 37.76505, -122.39066 37.765045, -122.39066 37.765038, -122.39066 37.765034, -122.39066 37.76503, -122.39067 37.765026, -122.39067 37.765022, -122.39067 37.765015, -122.39067 37.76501)"
"1365","19990001.0","04TH ST","16TH ST","UNNAMED ST","CLASS II","2W",,,,"N","0",,,"4th St","0.02964106",,"2016",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.3908 37.766804, -122.390755 37.766373)"
"3791","19990002.0","04TH ST","UNNAMED RD","UNNAMED RD","CLASS I","2W",,,,"S","1",,,"4th St","0.09428663",,,,,,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.390755 37.766373, -122.390656 37.765285, -122.39065 37.765278, -122.39065 37.765274, -122.39065 37.76527, -122.39065 37.765266, -122.39065 37.76526, -122.39065 37.765255, -122.39065 37.76525, -122.39065 37.765247, -122.39065 37.76524, -122.39065 37.765236, -122.39065 37.765232, -122.39065 37.76523, -122.39065 37.765224, -122.39065 37.765217, -122.39065 37.765213, -122.39065 37.76521, -122.39065 37.765205, -122.39065 37.765198, -122.39065 37.765194, -122.39065 37.76519, -122.39065 37.765186, -122.39065 37.76518, -122.39065 37.765175, -122.39065 37.76517, -122.39065 37.765167, -122.39065 37.76516, -122.39065 37.765156, -122.39065 37.765152, -122.39065 37.76515, -122.39065 37.76514, -122.39065 37.765137, -122.39065 37.765133, -122.390656 37.76513, -122.390656 37.765125, -122.390656 37.765118, -122.390656 37.765114, -122.390656 37.76511, -122.390656 37.765106, -122.390656 37.7651, -122.390656 37.765095, -122.390656 37.76509, -122.390656 37.765087, -122.390656 37.76508, -122.390656 37.765076, -122.390656 37.76507, -122.39066 37.765068, -122.39066 37.765064, -122.39066 37.765057, -122.39066 37.765053, -122.39066 37.76505, -122.39066 37.765045, -122.39066 37.765038, -122.39066 37.765034, -122.39066 37.76503, -122.39067 37.765026, -122.39067 37.765022, -122.39067 37.765015, -122.39067 37.76501)"
"529","284000.0","05TH AVE","HUGO ST","LINCOLN WAY","CLASS III","2W","GREEN-BACKED SHARROWS",,,"S","1",,,"5th Ave","0.06549271","55","2005",,"2015",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.462166 37.76611, -122.4621 37.765163)"
"3270","284000.0","05TH AVE","HUGO ST","LINCOLN WAY","CLASS III","2W","GREEN-BACKED SHARROWS",,,"N","0",,,"5th Ave","0.06549271","65","2005",,"2015",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.462166 37.76611, -122.4621 37.765163)"
"522","323000.0","06TH AVE","IRVING ST","PARNASSUS AVE","CLASS II","2W",,,,"S","1",,,"6th Ave","0.12861871","25","1998",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.463104 37.76418, -122.462975 37.762318)"
"3045","323000.0","06TH AVE","IRVING ST","PARNASSUS AVE","CLASS III","2W",,,,"N","0",,,"6th Ave","0.12861871","75","1998",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.463104 37.76418, -122.462975 37.762318)"
"1195","322000.0","06TH AVE","HUGO ST","IRVING ST","CLASS III","2W",,,,"N","1",,,"6th Ave","0.06468126","30","1998",,,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.463165 37.765114, -122.463104 37.76418)"
"996","324000.0","06TH AVE","PARNASSUS AVE","KIRKHAM ST","CLASS III","2W",,,,"N","0",,,"6th Ave","0.12871922","20","1998",,,,,"BIKE ROUTE","3","NO","NO","NO","NO","NO","NO","LINESTRING (-122.462975 37.762318, -122.462845 37.760452)"
"4459","322000.0","06TH AVE","HUGO ST","IRVING ST","CLASS II","2W",,,,"S","0",,,"6th Ave","0.06468126","20","1998",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.463165 37.765114, -122.463104 37.76418)"
"4062","324000.0","06TH AVE","PARNASSUS AVE","KIRKHAM ST","CLASS II","2W",,,,"S","1",,,"6th Ave","0.12871922","20","1998",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.462975 37.762318, -122.462845 37.760452)"
"3723","363000.0","07TH AVE","LAWTON ST","MORAGA ST","CLASS II","2W",,,,"S","1",,,"7th Ave","0.12254121","30","2002",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46378 37.758537, -122.46366 37.756763)"
"1742","364000.0","07TH AVE","MORAGA ST","NORIEGA ST","CLASS II","2W",,,,"S","1",,,"7th Ave","0.13670016","40","2003",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46366 37.756763, -122.463554 37.7553, -122.46358 37.755013, -122.46363 37.754787)"
"1823","363000.0","07TH AVE","LAWTON ST","MORAGA ST","CLASS II","2W",,,,"N","0",,,"7th Ave","0.12254121","65","2002",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46378 37.758537, -122.46366 37.756763)"
"1317","364000.0","07TH AVE","MORAGA ST","NORIEGA ST","CLASS II","2W",,,,"N","0",,,"7th Ave","0.13670016","40","2003",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46366 37.756763, -122.463554 37.7553, -122.46358 37.755013, -122.46363 37.754787)"
"129","380001.0","07TH ST","CHANNEL ST","HOOPER ST","CLASS IV","2W",,,,"N","0",,,"7th St","0.03322983","45","1999",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39905 37.769733, -122.39862 37.76939)"
"127","380002.0","07TH ST","CHANNEL ST","HOOPER ST","CLASS IV","2W",,"DELINEATORS",,"N","0",,,"7th St","0.03401025","20","1999",,"2020","8",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39862 37.76939, -122.39818 37.769043)"
"826","379000.0","07TH ST","BERRY ST","CHANNEL ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0",,,"7th St","0.07600035","20","1998",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.400024 37.770515, -122.39905 37.769733)"
"806","379000.0","07TH ST","BERRY ST","CHANNEL ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1",,,"7th St","0.07600035","170","1998",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.400024 37.770515, -122.39905 37.769733)"
"2376","380001.0","07TH ST","CHANNEL ST","HOOPER ST","CLASS II","2W",,,,"S","1",,,"7th St","0.03322983","5","1999",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39905 37.769733, -122.39862 37.76939)"
"818","380002.0","07TH ST","CHANNEL ST","HOOPER ST","CLASS IV","2W",,"DELINEATORS",,"S","1",,,"7th St","0.03401025","23","1999",,"2020","8",,"SEPARATED BIKEWAY","0","YES","NO","NO","NO","NO","NO","LINESTRING (-122.39862 37.76939, -122.39818 37.769043)"
"4282","418000.0","08TH ST","TOWNSEND ST","DIVISION ST","CLASS III","1W",,,,"N","0","0","0","8th St","0.03140778","36","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40388 37.77006, -122.40362 37.769894, -122.403404 37.769806)"
