"objectid","cnn","streetname","from_st","to_st","facility_t","direct","surface_tr","barrier","notes","dir","double","fy","qtr","street_","length","number_","install_yr","install_mo","update_yr","update_mo","globalid","symbology","sharrow","buffered","raised","contraflow","greenwave","biap","sm_sweeper","shape"
"1678","294000.0","5TH ST","MINNA ST","NATOMA ST","CLASS III","2W","GREEN-BACKED SHARROWS",,,"N","0","0","0","5th St","0.03609909","61","2009",,"2015","10",,"BIKE ROUTE","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40593 37.782295, -122.405464 37.781925)"
"277","299000.0","5TH ST","FOLSOM ST","SHIPLEY ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.04244145","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40339 37.780266, -122.40284 37.779827)"
"1694","300003.0","5TH ST","SCOTT ALY","CLARA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","1","0","0","5th St","0.01100071","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40252 37.77957, -122.402374 37.779457)"
"1525","294000.0","5TH ST","MINNA ST","NATOMA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.03609909","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40593 37.782295, -122.405464 37.781925)"
"3030","299000.0","5TH ST","FOLSOM ST","SHIPLEY ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.04244145","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40339 37.780266, -122.40284 37.779827)"
"3541","298000.0","5TH ST","CLEMENTINA ST","FOLSOM ST","CLASS III","2W",,,,"S","1","0","0","5th St","0.04182864","61","2009",,"2015","10",,"BIKE ROUTE","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40392 37.7807, -122.40339 37.780266)"
"4261","307000.0","5TH ST","BLUXOME ST","TOWNSEND ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.05923995","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39797 37.77594, -122.39721 37.775333)"
"886","296000.0","5TH ST","HOWARD ST","TEHAMA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.0411258","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40493 37.781498, -122.4044 37.78108)"
"2751","290000.0","5TH ST","STEVENSON ST","JESSIE ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.0230955","11","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.407486 37.783527, -122.40719 37.78329)"
"4246","305000.0","5TH ST","WELSH ST","BRANNAN ST","CLASS IV","2W","GREEN-BACKED SHARROWS","PARKING; SAFE-HIT POSTS",,"S","1","0","0","5th St","0.07817495","11","2009",,"2020","3",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.399765 37.77737, -122.39876 37.77657)"
"2050","306000.0","5TH ST","BRANNAN ST","BLUXOME ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.06100925","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39876 37.77657, -122.39797 37.77594)"
"3759","293000.0","5TH ST","MISSION ST","MINNA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.04245145","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40648 37.78273, -122.40593 37.782295)"
"1244","295000.0","5TH ST","NATOMA ST","HOWARD ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.04137863","61","2009",,"2020","3",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.405464 37.781925, -122.40493 37.781498)"
"5218","292000.0","5TH ST","JESSIE ST","MISSION ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"N","0","0","0","5th St","0.04153716","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40701 37.783157, -122.40648 37.78273)"
"3740","298000.0","5TH ST","CLEMENTINA ST","FOLSOM ST","CLASS IV","2W","GREEN-BACKED SHARROWS","SAFE-HIT POSTS",,"N","0","0","0","5th St","0.04182864","61","2009",,"2020","3",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40392 37.7807, -122.40339 37.780266)"
"3960","289000.0","5TH ST","MARKET ST","STEVENSON ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.04515165","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.408066 37.783993, -122.407486 37.783527)"
"1467","291000.0","5TH ST","MINT PLZ","JESSIE ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.01308587","61","2009",,"2020","3",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40719 37.78329, -122.40701 37.783157)"
"3813","293000.0","5TH ST","MISSION ST","MINNA ST","CLASS IV","2W","GREEN-BACKED SHARROWS","SAFE-HIT POSTS",,"N","0","0","0","5th St","0.04245145","61","2009",,"2020","3",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40648 37.78273, -122.40593 37.782295)"
"2029","301000.0","5TH ST","CLARA ST","HARRISON ST","CLASS III","2W","GREEN-BACKED SHARROWS",,,"N","0","0","0","5th St","0.04148162","61","2009",,"2015","10",,"BIKE ROUTE","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.402374 37.779457, -122.40184 37.779034)"
"3574","361000.0","7TH AVE","JUDAH ST","KIRKHAM ST","CLASS II","2W",,,,"N","0","0","0","7th Ave","0.12871868","345","2010",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46404 37.762268, -122.46391 37.760406)"
"2694","358000.0","7TH AVE","LINCOLN WAY","HUGO ST","CLASS III","2W",,,,"N","0","0","0","7th Ave","0.06188512","65","2009",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.464294 37.765965, -122.46424 37.765068)"
"2194","364000.0","7TH AVE","MORAGA ST","NORIEGA ST","CLASS II","2W",,,,"S","1","0","0","7th Ave","0.00978436","45","2003",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46365 37.756676, -122.46364 37.756535)"
"1356","360000.0","7TH AVE","IRIVING ST","JUDAH ST","CLASS III","2W",,,,"N","0","0","0","7th Ave","0.12861624","65","2009",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46417 37.76413, -122.46404 37.762268)"
"3940","362000.0","7TH AVE","KIRKHAM ST","LAWTON ST","CLASS II","2W",,,,"N","0","0","0","7th Ave","0.12897124","30","2010",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46391 37.760406, -122.46378 37.758537)"
"5076","361000.0","7TH AVE","JUDAH ST","KIRKHAM ST","CLASS II","2W",,,,"S","1","0","0","7th Ave","0.12871868","47","2010",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46404 37.762268, -122.46391 37.760406)"
"480","364000.0","7TH AVE","MORAGA ST","NORIEGA ST","CLASS II","2W",,,,"N","0","0","0","7th Ave","0.00978436","20","2003",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46365 37.756676, -122.46364 37.756535)"
"3717","359000.0","7TH AVE","HUGO ST","IRVING ST","CLASS III","2W",,,,"S","1","0","0","7th Ave","0.06464587","65","2009",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46424 37.765068, -122.46417 37.76413)"
"4683","359000.0","7TH AVE","HUGO ST","IRVING ST","CLASS III","2W",,,,"N","0","0","0","7th Ave","0.06464587","65","2009",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46424 37.765068, -122.46417 37.76413)"
"4665","362000.0","7TH AVE","KIRKHAM ST","LAWTON ST","CLASS II","2W",,,,"S","1","0","0","7th Ave","0.12897124","20","2010",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46391 37.760406, -122.46378 37.758537)"
"2794","358000.0","7TH AVE","LINCOLN WAY","HUGO ST","CLASS III","2W",,,,"S","1","0","0","7th Ave","0.06188512","345","2009",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.464294 37.765965, -122.46424 37.765068)"
"4027","360000.0","7TH AVE","IRIVING ST","JUDAH ST","CLASS III","2W",,,,"S","1","0","0","7th Ave","0.12861624","45","2009",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46417 37.76413, -122.46404 37.762268)"
"930","370000.0","7TH ST","NATOMA ST","HOWARD ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","2017","4","7th St","0.04275555","23","2003",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.409935 37.778416, -122.409386 37.777977)"
"4849","371000.0","7TH ST","HOWARD ST","FOLSOM ST","CLASS IV","1W","GREEN PAINT","CONCRETE; PARKING; SAFE-HIT POSTS","Transit Boarding Island","N","0","2017","4","7th St","0.11983385","30","2001",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.409386 37.777977, -122.407845 37.776745)"
"807","378000.0","7TH ST","KING ST","BERRY ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.06061815","23","2002",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.4008 37.771137, -122.400024 37.770515)"
"4303","365000.0","7TH ST","MARKET ST","STEVENSON ST","CLASS II","1W",,,,"N","0","0","0","7th St","0.04545939","30","2003",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41251 37.78048, -122.411934 37.780006)"
"840","384000.0","7TH ST","DAGGETT ST","16TH ST","CLASS II","2W","GREEN PAINT; GREEN-BACKED SHARROWS",,,"S","1","0","0","7th St","0.05995718","5","1999",,"2019","7",,"BIKE LANE","1","YES","NO","NO","NO","NO","YES","LINESTRING (-122.39583 37.767166, -122.39506 37.766544)"
"2510","366001.0","7TH ST","JESSIE ST","MISSION ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","2017","4","7th St","0.04247012","30","2002",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41148 37.779648, -122.410934 37.779213)"
"836","383000.0","7TH ST","HUBBELL ST","DAGGETT ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"S","1","0","0","7th St","0.06416222","5","2001",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39665 37.767826, -122.39583 37.767166)"
"846","384000.0","7TH ST","DAGGETT ST","16TH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.05995718","5","1999",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39583 37.767166, -122.39506 37.766544)"
"3134","368000.0","7TH ST","MISSION ST","MINNA ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","2017","4","7th St","0.0415018","23","2003",,"2017","5",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410934 37.779213, -122.4104 37.778786)"
"2796","376000.0","7TH ST","BRANNAN ST","TOWNSEND ST","CLASS II","2W",,,,"S","1","0","0","7th St","0.1201177","23","1998",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.403206 37.773052, -122.40166 37.771816)"
"880","369000.0","7TH ST","MINNA ST","NATOMA ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","2017","4","7th St","0.03593095","23","2003",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.4104 37.778786, -122.409935 37.778416)"
"271","374000.0","7TH ST","HARRISON ST","I-80 E OFF-RAMP","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","0","0","7th St","0.06610278","23","2000",,"2020","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.406296 37.775513, -122.40544 37.774834)"
"3706","374001.0","7TH ST","I-80 E OFF-RAMP","I-80 E OFF-RAMP","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","0","0","7th St","0.04290712","23","2002",,"2020","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40544 37.774834, -122.40489 37.774395)"
"5069","372000.0","7TH ST","FOLSOM ST","CLEVELAND ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","2017","4","7th St","0.04284805","4","2000",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.407845 37.776745, -122.40729 37.776306)"
"3274","376000.0","7TH ST","BRANNAN ST","TOWNSEND ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","0","0","7th St","0.1201177","23","1998",,"2020","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.403206 37.773052, -122.40166 37.771816)"
"1743","373000.0","7TH ST","CLEVELAND ST","HARRISON ST","CLASS IV","1W",,"PARKING; CONCRETE; SAFE-HIT POSTS",,"N","0","0","0","7th St","0.0770789","30","1999",,"2020","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40729 37.776306, -122.406296 37.775513)"
"816","382000.0","7TH ST","IRWIN ST","HUBBELL ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.05966384","23","2002",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39742 37.768436, -122.39665 37.767826)"
"819","383000.0","7TH ST","HUBBELL ST","DAGGETT ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.06416222","23","2001",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39665 37.767826, -122.39583 37.767166)"
"820","381000.0","7TH ST","HOOPER ST","IRWIN ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","7th St","0.05871669","23","2001",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39818 37.769043, -122.39742 37.768436)"
"821","381000.0","7TH ST","HOOPER ST","IRWIN ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.05871669","23","2001",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39818 37.769043, -122.39742 37.768436)"
"859","377000.0","7TH ST","TOWNSEND ST","KING ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"N","0","0","0","7th St","0.06612726","23","2006",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40166 37.771816, -122.4008 37.771137)"
"830","378000.0","7TH ST","KING ST","BERRY ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","7th St","0.06061815","2","2002",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.4008 37.771137, -122.400024 37.770515)"
"4117","366001.0","7TH ST","STEVENSON ST","JESSIE ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","2017","4","7th St","0.03484481","23","2006",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.411934 37.780006, -122.41148 37.779648)"
"1215","375000.0","7TH ST","BRYANT ST","BRANNAN ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","0","0","7th St","0.11972675","30","1999",,"2020","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40475 37.77428, -122.403206 37.773052)"
"860","382000.0","7TH ST","IRWIN ST","HUBBELL ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"S","1","0","0","7th St","0.05966384","23","2002",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39742 37.768436, -122.39665 37.767826)"
"838","377000.0","7TH ST","TOWNSEND ST","KING ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","7th St","0.06612726","23","2006",,"2019","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40166 37.771816, -122.4008 37.771137)"
"672","374002.0","7TH ST","I-80 E OFF-RAMP","BRYANT ST","CLASS II","1W",,,,"N","0","0","0","7th St","0.01102781","23","2002",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40489 37.774395, -122.40475 37.77428)"
"938","394000.0","8TH AVE","FULTON ST","JOHN F KENNEDY DR","CLASS III","2W",,,,"S","1","0","0","8th Ave","0.05455655","330","0",,"2019","8",,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46588 37.7734, -122.46583 37.77261)"
"937","394000.0","8TH AVE","FULTON ST","JOHN F KENNEDY DR","CLASS III","2W",,,,"N","0","0","0","8th Ave","0.05455655","330","0",,"2019","8",,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46588 37.7734, -122.46583 37.77261)"
"652","387000.0","8TH AVE","LAKE ST","CALIFORNIA ST","CLASS III","2W",,,,"S","1","0","0","8th Ave","0.12798704","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46683 37.786568, -122.4667 37.784714)"
"2110","391000.0","8TH AVE","ANZA ST","BALBOA ST","CLASS III","2W",,,,"S","1","0","0","8th Ave","0.12831766","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.466286 37.778996, -122.466156 37.777138)"
"4305","387000.0","8TH AVE","LAKE ST","CALIFORNIA ST","CLASS III","2W",,,,"N","0","0","0","8th Ave","0.12798704","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46683 37.786568, -122.4667 37.784714)"
"568","388000.0","8TH AVE","CALIFORNIA ST","CLEMENT ST","CLASS III","2W",,,,"S","1","0","0","8th Ave","0.12890382","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4667 37.784714, -122.46656 37.78285)"
"355","393000.0","8TH AVE","CABRILLO ST","FULTON ST","CLASS III","2W",,,,"S","1","0","0","8th Ave","0.12940497","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46602 37.775272, -122.46588 37.7734)"
"4378","388000.0","8TH AVE","CALIFORNIA ST","CLEMENT ST","CLASS III","2W",,,,"N","0","0","0","8th Ave","0.12890382","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4667 37.784714, -122.46656 37.78285)"
"5098","389000.0","8TH AVE","CLEMENT ST","GEARY BLVD","CLASS III","2W",,,,"S","1","0","0","8th Ave","0.13295847","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46656 37.78285, -122.46643 37.780926)"
"3080","390000.0","8TH AVE","GEARY BLVD","ANZA ST","CLASS III","2W",,,,"S","1","0","0","8th Ave","0.13336951","730","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46643 37.780926, -122.466286 37.778996)"
"553","391000.0","8TH AVE","ANZA ST","BALBOA ST","CLASS III","2W",,,,"N","0","0","0","8th Ave","0.12831766","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.466286 37.778996, -122.466156 37.777138)"
"2622","392000.0","8TH AVE","BALBOA ST","CABRILLO ST","CLASS III","2W",,,,"N","0","0","0","8th Ave","0.12883814","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.466156 37.777138, -122.46602 37.775272)"
"2757","393000.0","8TH AVE","CABRILLO ST","FULTON ST","CLASS III","2W",,,,"N","0","0","0","8th Ave","0.12940497","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46602 37.775272, -122.46588 37.7734)"
"362","390000.0","8TH AVE","GEARY BLVD","ANZA ST","CLASS III","2W",,,,"N","0","0","0","8th Ave","0.13336951","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46643 37.780926, -122.466286 37.778996)"
"1390","389000.0","8TH AVE","CLEMENT ST","GEARY BLVD","CLASS III","2W",,,,"N","0","0","0","8th Ave","0.13295847","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46656 37.78285, -122.46643 37.780926)"
"3846","392000.0","8TH AVE","BALBOA ST","CABRILLO ST","CLASS III","2W",,,,"S","1","0","0","8th Ave","0.12883814","330","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.466156 37.777138, -122.46602 37.775272)"
"1058","412000.0","8TH ST","FOLSOM ST","RINGOLD ST","CLASS IV","1W","GREEN PAINT","CONCRETE; PARKING; SAFE-HIT POSTS","Transit Boarding Island","S","0","2017","4","8th St","0.04247039","30","2000",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410065 37.77499, -122.40952 37.77455)"
"321","415001.0","8TH ST","I-80 W OFF-RAMP","I-80 W OFF-RAMP","CLASS IV","1W","GREEN PAINT","CONCRETE; PARKING; SAFE-HIT POSTS",,"S","0","0","0","8th St","0.05104035","23","2002",,"2018","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40843 37.77369, -122.40777 37.773167)"
"3643","404000.0","8TH ST","MARKET ST","STEVENSON ST","CLASS IV","1W",,"CONCRETE",,"S","0","0","0","8th St","0.04647904","23","2003",,"2018","6",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.41474 37.77872, -122.41415 37.77824)"
"125","405000.0","8TH ST","STEVENSON ST","MISSION ST","CLASS IV","1W","GREEN PAINT","CONCRETE; PARKING; SAFE-HIT POSTS","Boarding Island","S","0","2017","4","8th St","0.07636133","23","2006",,"2018","6",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.41415 37.77824, -122.413155 37.77746)"
"195","415000.0","8TH ST","HARRISON ST","I-80 W OFF RAMP","CLASS IV","1W","GREEN PAINT","CONCRETE; PARKING; SAFE-HIT POSTS",,"S","0","0","0","8th St","0.00675593","20","2000",,"2018","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.408516 37.773758, -122.40843 37.77369)"
"437","407000.0","8TH ST","MINNA ST","NATOMA ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","0","2017","4","8th St","0.03557734","23","2003",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.41261 37.777027, -122.412155 37.77666)"
"1837","417000.0","8TH ST","BRANNAN ST","TOWNSEND ST","CLASS III","2W","GREEN-BACKED SHARROWS",,,"N","0","0","0","8th St","0.12004246","23","1998",,"2018","5",,"BIKE ROUTE","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.405426 37.771297, -122.40388 37.77006)"
"1172","411000.0","8TH ST","CLEMENTINA ST","FOLSOM ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","0","2017","4","8th St","0.04250103","30","1999",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410614 37.77543, -122.410065 37.77499)"
"4066","415002.0","8TH ST","I-80 W OFF-RAMP","BRYANT ST","CLASS IV","1W","GREEN PAINT","CONCRETE; PARKING; SAFE-HIT POSTS",,"S","0","0","0","8th St","0.06228035","25","2002",,"2020","8",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40777 37.773167, -122.40697 37.772526)"
"4852","410000.0","8TH ST","TEHAMA ST","CLEMENTINA ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","0","2017","4","8th St","0.03557851","30","2006",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.41107 37.775795, -122.410614 37.77543)"
"1597","417000.0","8TH ST","BRANNAN ST","TOWNSEND ST","CLASS IV","2W","GREEN PAINT; GREEN-BACKED SHARROWS","CONCRETE; PARKING; SAFE-HIT POSTS",,"S","1","0","0","8th St","0.12004246","30","1998",,"2018","5",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.405426 37.771297, -122.40388 37.77006)"
"3493","413000.0","8TH ST","RINGOLD ST","HERON ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","0","0","0","8th St","0.03512695","30","2005",,"2017","7",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40952 37.77455, -122.409065 37.774197)"
"2473","416000.0","8TH ST","BRYANT ST","BRANNAN ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","0","0","0","8th St","0.11973259","23","1999",,"2018","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40697 37.772526, -122.405426 37.771297)"
"153","414000.0","8TH ST","HERON ST","HARRISON ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","8th St","0.04235389","30","2001",,"2018","6",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.409065 37.774197, -122.408516 37.773758)"
"3229","406000.0","8TH ST","MISSION ST","MINNA ST","CLASS IV","1W","GREEN PAINT","CONCRETE; PARKING; SAFE-HIT POSTS","Transit Boarding Island","S","0","2017","4","8th St","0.0419609","23","2003",,"2017","5",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.413155 37.77746, -122.41261 37.777027)"
