"cnn","street_name","pci_score","from_street","to_street","pci_change_date","treatment_or_survey","street_accepted_for_maintenance","functional_class","x","y","latitude","longitude","line","point",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"20485000","03RD ST","100","WALLACE AVE","Intersection","2005-09-26T18:19:13.000","Treatment","No",,"6014272.97146","2093257.69335","37.72848956658649","-122.39289941987758",,"POINT (-122.392899419858 37.728489580407)","86","86","2","9","1"
"25473000","Bay St","100","Mason St","Intersection","2013-09-12T16:59:32.000","Treatment","No",,"6008860.566","2121457.822","37.805618465148086","-122.41360417008237",,"POINT (-122.413604168411 37.805618479669)","99","99","6","3","23"
"21727000","Italy Ave: Madrid St Intersection","100","MADRID ST","Intersection","2021-03-17T10:43:42.000","Treatment","No",,"6001628.13649","2089314.91398","37.71695311034578","-122.43633113784189",,"POINT (-122.436331137822 37.716953124189)","90","90","9","1","7"
"21935000","CHENERY ST","100","CARRIE ST \ UNNAMED 026","Intersection","2008-04-25T17:03:00.000","Treatment","No",,"6002825.68066","2095695.53446","37.73454083391096","-122.43264733287859",,"POINT (-122.432647332882 37.734540847726)","96","96","9","5","10"
"20737000","Augusta St","100","Scotia Ave \ Silver Ave","Intersection","2014-12-11T16:54:38.000","Treatment","No",,"6011627.61953","2095493.56932","37.7344815230715","-122.4022017242859",,"POINT (-122.402201724261 37.734481536887)","87","87","2","9","1"
"22786000","Moncada Way: Paloma Ave Intersection","100","PALOMA AVE","Intersection","2018-07-03T08:39:15.000","Treatment","No",,"5992173.99989","2093810.72181","37.72875578009763","-122.46933626603341",,"POINT (-122.469336266029 37.728755793919)","67","67","10","8","41"
"26911000","Euclid Ave","100","Laurel St","Intersection","2011-07-12T14:39:12.000","Treatment","No",,"5998400.20962","2114051.01015","37.78468841517425","-122.44926959683274",,"POINT (-122.449269596816 37.784688428939)","11","11","8","6","31"
"26239000","PANORAMA DR","100","STARVIEW WAY","Intersection","2007-10-03T12:42:59.000","Treatment","No",,"5997455.73112","2102274.57881","37.752299283722735","-122.45168737000812",,"POINT (-122.451687370008 37.752299297543)","48","48","7","8","38"
"23155000","16th Ave: Ulloa St Intersection","100","ULLOA ST","Intersection","2021-07-12T13:34:28.000","Treatment","No",,"5991398.30204","2098407.23502","37.741331786261355","-122.47235282276245",,"POINT (-122.472352822747 37.741331800072)","46","46","10","8","41"
"21221000","CORTLAND AVE","100","BENNINGTON ST","Intersection","2008-04-07T13:57:07.000","Treatment","No",,"6007158.99519","2097297.27317","37.73918365217343","-122.41777908176286",,"POINT (-122.417779081766 37.739183665994)","83","83","9","2","2"
"25678000","Church St","100","Liberty St","Intersection","2013-11-18T12:05:40.000","Treatment","No",,"6004348.74618","2103950.09957","37.757292223136076","-122.42796960471073",,"POINT (-122.427969604689 37.757292236951)","52","52","3","5","5"
"24218000","TREAT AVE","100","ALAMEDA ST","Intersection","2004-02-05T15:21:40.000","Treatment","No",,"6008922.04776","2107782.79324","37.768073590617654","-122.41242418417318",,"POINT (-122.412424184178 37.76807360442)","53","53","3","2","20"
"21252000","CORTLAND AVE","100","ELSIE ST","Intersection","2008-04-07T13:52:30.000","Treatment","No",,"6006602.14638","2097518.21328","37.73975895184678","-122.41972009007578",,"POINT (-122.419720090074 37.739758965656)","83","83","9","2","2"
"22141000","BADEN ST","100","JOOST AVE","Intersection","2003-05-02T00:00:00.000","Treatment","No",,"6000756.42965","2094947.03134","37.73236805046142","-122.43974776028679",,"POINT (-122.43974776029 37.732368064293)","95","95","9","5","41"
"23461000","45TH AVE","100","ULLOA ST","Intersection",,"Treatment","No",,"5982406.86069","2098096.4443","37.739953946335554","-122.50341854476883",,"POINT (-122.503418544761 37.739953960146)","39","39","10","7","35"
"27507000","Clement St: 20th Ave Intersection","100","CLEMENT ST","Intersection","2016-11-15T16:36:16.000","Treatment","No",,"5989642.82689","2113350.69825","37.78226075053012","-122.47951563229776",,"POINT (-122.479515632274 37.782260764306)","8","8","8","4","29"
"22421000","Teresita Blvd: Juanita Way Intersection","100","TERESITA BLVD","Intersection","2016-06-27T09:31:00.000","Treatment","No",,"5997414.35823","2099435.9719","37.74450279924035","-122.45162570427921",,"POINT (-122.451625704272 37.744502813055)","72","72","9","8","41"
"24756000","CLAY ST","100","MONTGOMERY ST","Intersection","1999-04-18T00:00:00.000","Treatment","No",,"6011802.17081","2117409.054","37.79466626798329","-122.40313929489008",,"POINT (-122.403139294879 37.794666281746)","108","108","6","3","6"
"21540000","MISSION ST","100","WHIPPLE AVE \ WHIPPLE ST","Intersection","2001-07-16T00:00:00.000","Treatment","No",,"5998301.38667","2087124.26763","37.71074850919446","-122.44767244243255",,"POINT (-122.447672442423 37.710748523049)","66","66","9","1","7"
"25827000","Market St: Diamond St Intersection","100","MARKET ST","Intersection","2015-07-10T09:13:43.000","Treatment","No",,"6001687.05957","2105681.5636","37.76189546067045","-122.4372987194835",,"POINT (-122.437298719456 37.761895474458)","38","38","3","5","5"
"25731000","16TH ST","100","SHARON ST","Intersection","2007-02-28T15:11:41.000","Treatment","No",,"6003881.88561","2106563.19624","37.76444073912706","-122.42977056741212",,"POINT (-122.429770567419 37.764440752924)","37","37","3","5","5"
"21940000","BOSWORTH ST","100","DIAMOND ST","Intersection","2006-12-12T11:54:19.000","Treatment","No",,"6002385.35996","2095343.89419","37.73355032919926","-122.43414453704614",,"POINT (-122.43414453703 37.733550343026)","96","96","9","5","10"
"24563000","01ST ST","100","MISSION ST","Intersection","2001-05-09T00:00:00.000","Treatment","No",,"6013373.56565","2115591.23152","37.78976258434126","-122.3975744682338",,"POINT (-122.397574468231 37.789762598121)","108","108","1","10","8"
"20762000","Augusta St","100","Waterville St","Intersection","2014-12-11T16:58:21.000","Treatment","No",,"6011486.4028","2095485.9519","37.73445272376665","-122.40268942457332",,"POINT (-122.402689424577 37.734452737587)","87","87","2","9","1"
"26384000","Central Ave: Golden Gate Ave Intersection","100","GOLDEN GATE AVE","Intersection","2021-06-16T09:12:22.000","Treatment","No",,"5999537.3115","2111550.08397","37.77788649296432","-122.44515575261966",,"POINT (-122.445155752606 37.777886506734)","97","97","7","11","18"
"24476000","Golden Gate Ave: Franklin St Intersection","100","GOLDEN GATE AVE","Intersection","2015-05-25T15:49:57.000","Treatment","No",,"6006224.99724","2112480.64337","37.78082103408585","-122.42208679251345",,"POINT (-122.422086792513 37.780821047866)","100","100","4","11","39"
"26922000","Washington St: Laurel St Intersection","100","WASHINGTON ST","Intersection","2015-07-08T16:50:52.000","Treatment","No",,"5998036.51678","2115817.34212","37.78951748626319","-122.45065523892485",,"POINT (-122.450655238923 37.789517500022)","10","10","8","6","31"
"27657000","27th Ave: California St Intersection","100","CALIFORNIA ST","Intersection","2020-04-22T14:31:50.000","Treatment","No",,"5987448.62281","2113952.49434","37.783785413732076","-122.48715071523841",,"POINT (-122.487150715242 37.783785427497)","1","1","8","6","29"
"33650000","Keith St: Salinas Ave Intersection","100","SALINAS AVE","Intersection","2022-09-02T15:28:01.000","Treatment","No",,"6013019.84735","2090509.95472","37.720875148289345","-122.39703898381993",,"POINT (-122.397038983825 37.720875162126)","88","88","2","9","1"
"27468000","19th Ave","100","Fulton St","Intersection","2013-09-25T08:41:51.000","Treatment","No",,"5990075.7656","2109919.09007","37.77286364172299","-122.47776694728822",,"POINT (-122.47776694727 37.772863655505)","8","8","8","4","12"
"20508000","03RD ST","100","THORNTON AVE","Intersection","2005-09-26T18:19:13.000","Treatment","No",,"6014506.48467","2094036.91711","37.73064212546379","-122.39214661882485",,"POINT (-122.392146618819 37.730642139295)","87","87","2","9","1"
"27198000","Fulton St: Parsons St Intersection","100","PARSONS ST","Intersection","2022-06-16T09:54:07.000","Treatment","No",,"5996595.53003","2110446.10043","37.77468689245077","-122.45525254475413",,"POINT (-122.45525254475 37.774686906243)","12","12","8","4","12"
"28152000","Hillview Ct: Lindsay Cir \ Whitney Young Cir Intersection","100","LINDSAY CIR \ WHITNEY YOUNG CIR","Intersection","2020-08-26T13:57:32.000","Treatment","No",,"6016529.24711","2095695.7708","37.73530911003829","-122.38526910182799",,"POINT (-122.385269101808 37.735309123858)","86","86","2","9","1"
"33727000","LAIDLEY ST","100","30TH ST","Intersection","2008-05-01T09:52:36.000","Treatment","No",,"6003002.35271","2098329.51546","37.7417831581547","-122.43222456609683",,"POINT (-122.432224566086 37.741783171975)","84","84","9","5","22"
"25874000","14TH ST","100","LANDERS ST","Intersection","2010-04-30T15:50:03.000","Treatment","No",,"6004457.7383","2107772.09416","37.76779267411321","-122.4278649973536",,"POINT (-122.427864997338 37.7677926879)","37","37","3","5","5"
"26923000","Jackson St: Laurel St Intersection","100","LAUREL ST","Intersection","2021-02-19T09:54:46.000","Treatment","No",,"5997992.21629","2116139.31478","37.79039900175377","-122.45083173807221",,"POINT (-122.45083173807 37.790399015518)","10","10","8","6","31"
"23978000","24th St","100","Harrison St","Intersection","2013-05-24T10:18:52.000","Treatment","No",,"6008958.69782","2102157.02703","37.75262857638019","-122.41189982140149",,"POINT (-122.411899821379 37.752628590189)","53","53","3","2","20"
"30057000","Pine St","100","Touchard St","Intersection","2015-01-29T12:02:26.000","Treatment","No",,"6008547.345332","2115927.044496","37.790414728605256","-122.41429655015546",,"POINT (-122.414296550141 37.79041474238)","16","16","6","3","21"
"25208000","Polk St: Sutter St Intersection","100","SUTTER ST","Intersection","2018-10-15T11:49:24.000","Treatment","No",,"6006846.22315","2114993.82637","37.78775663858715","-122.42011607512158",,"POINT (-122.420116075098 37.787756652357)","50","50","4","3","21"
"23210000","22ND AVE","100","QUINTARA ST","Intersection","2001-07-03T00:00:00.000","Treatment","No",,"5989446.36618","2101060.43779","37.74850362202624","-122.47929590678675",,"POINT (-122.479295906771 37.748503635842)","39","39","10","7","35"
"24973000","BUSH ST","100","CHELSEA PL","Intersection","2011-09-12T14:58:52.000","Treatment","No",,"6010373.84033","2115834.30594","37.79026252059124","-122.40797042575208",,"POINT (-122.407970425732 37.790262534366)","16","16","6","3","8"
"21750000","Alemany Blvd: Onondaga Ave Intersection","100","ONONDAGA AVE","Intersection","2019-12-04T08:54:41.000","Treatment","No",,"6000995.18539","2091030.0015","37.721626369900825","-122.43864176049857",,"POINT (-122.438641760494 37.72162638375)","80","80","9","1","28"
"25294000","Larkin St","100","California St","Intersection","2011-06-07T07:15:55.000","Treatment","No",,"6007180.84034","2116090.99471","37.79078804036546","-122.41903621142757",,"POINT (-122.419036211417 37.790788054134)","105","105","6","3","21"
"50905000","BOCANA ST","100","END","Intersection","2012-11-15T18:27:12.000","Treatment","No",,"6007421.77768","2098265.42967","37.74185677989875","-122.41693907274015",,"POINT (-122.416939072715 37.741856793719)","83","83","9","2","2"
"861000","18th St","95","Rhode Island St","Kansas St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","6011657.12135","2105587.97916","37.76220023186284","-122.40280942303322","LINESTRING (-122.402326953881 37.762229393762, -122.403291891769 37.762171095575)",,,,,,
"27850000","35th Ave","100","Balboa St","Intersection","2014-02-07T08:28:43.000","Treatment","No",,"5985068.39226","2111099.65668","37.77581326492326","-122.4951748534397",,"POINT (-122.495174853445 37.77581327871)","8","8","8","4","29"
"5605000","Flood Ave","82","Circular Ave","Congo St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","6000278.23993","2094063.60168","37.729915127658394","-122.44133760263514","LINESTRING (-122.440664990528 37.729919329807, -122.442010214617 37.729910949304)",,,,,,
"25666000","Alvarado St: Sanchez St Intersection","100","SANCHEZ ST","Intersection","2019-07-05T16:34:19.000","Treatment","No",,"6003770.26094","2102747.29324","37.753956857193955","-122.429884439112",,"POINT (-122.429884439085 37.753956870992)","52","52","3","5","22"
"21896000","28th St","100","Dolores St","Intersection","2013-09-06T11:19:32.000","Treatment","No",,"6005251.52578","2099613.40753","37.7454357031193","-122.42453896498631",,"POINT (-122.424538964982 37.745435716928)","84","84","9","5","22"
"26713000","Greenwich St: Gough St Intersection","100","GREENWICH ST","Intersection","2015-07-27T09:49:00.000","Treatment","No",,"6004762.74549","2119494.68481","37.799997243338744","-122.42764531133001",,"POINT (-122.427645311321 37.799997257113)","15","15","4","6","13"
"25320000","FRESNO ST","100","ROMOLO ST","Intersection","2005-11-18T11:25:45.000","Treatment","No",,"6010897.20853","2118856.01905","37.7985887038795","-122.40637260293924",,"POINT (-122.406372602944 37.798588717631)","106","106","6","3","23"
"21641000","Avalon Ave: Vienna St Intersection","100","VIENNA ST","Intersection","2018-02-26T16:57:51.000","Treatment","No",,"6004413.55805","2092243.05935","37.72515103044199","-122.42691170552364",,"POINT (-122.426911705501 37.72515104428)","90","90","9","1","7"
"22024000","26th St: Castro St Intersection","100","CASTRO ST","Intersection","2022-03-03T09:01:13.000","Treatment","No",,"6002603.34677","2100637.05625","37.74809649416235","-122.43376908481248",,"POINT (-122.43376908481 37.748096507982)","84","84","3","5","22"
"20639000","Goettingen St: Woolsey St Intersection","100","WOOLSEY ST","Intersection","2022-06-13T15:49:58.000","Treatment","No",,"6010579.02908","2091865.37633","37.72446068060114","-122.4055716128145",,"POINT (-122.405571612807 37.724460694444)","91","91","2","2","25"
"33435000","Bright St: Alemany Blvd Intersection","100","BRIGHT ST","Intersection","2016-11-09T16:17:49.000","Treatment","No",,"5993736.43845","2087443.03493","37.71136181306465","-122.46347293597404",,"POINT (-122.463472935958 37.711361826909)","65","65","10","8","24"
"23341000","CRESTLAKE DR","100","YORBA ST","Intersection","2000-08-11T00:00:00.000","Treatment","No",,"5986174.30363","2096432.63327","37.735606323271725","-122.49027010864329",,"POINT (-122.490270108645 37.735606337104)","40","40","10","7","35"
"26127000","Corbett Ave: Copper Aly Intersection","100","CORBETT AVE","Intersection","2016-07-21T07:36:04.000","Treatment","No",,"5999854.13951","2103942.43863","37.75701588455907","-122.44351311530625",,"POINT (-122.443513115284 37.757015898352)","47","47","7","5","5"
"22375000","Myra Way","100","Reposa Way","Intersection","2013-01-18T12:55:30.000","Treatment","No",,"5997655.12155","2097822.63659","37.74008675778419","-122.45067690195663",,"POINT (-122.450676901956 37.74008677161)","72","72","9","8","41"
"26421000","Clayton St: Hayes St Intersection","100","HAYES ST","Intersection","2018-02-14T14:44:18.000","Treatment","No",,"5998299.28614","2109987.33204","37.77352483730252","-122.44932587503402",,"POINT (-122.449325875038 37.773524851083)","24","24","7","11","18"
"23949000","25th St: Cesar Chavez On Ramp \ Potrero Ave Intersection","100","CESAR CHAVEZ ON RAMP \ POTRERO AVE","Intersection","2017-03-14T11:36:59.000","Treatment","No",,"6010600.74825","2101664.02522","37.75136688877276","-122.4061865647753",,"POINT (-122.406186564775 37.751366902592)","54","54","3","9","20"
"21702000","MISSION ST","100","ADMIRAL AVE","Intersection","2005-09-08T10:42:01.000","Treatment","No",,"6003503.51992","2093976.73325","37.72985981240057","-122.4301812371932",,"POINT (-122.430181237174 37.729859826238)","94","94","9","1","7"
"24168000","16TH ST","100","CAPP ST","Intersection","2007-04-30T14:39:41.000","Treatment","No",,"6007086.74549","2106741.01262","37.76510994153811","-122.41869842572578",,"POINT (-122.418698425709 37.765109955347)","53","53","3","2","20"
"24444000","PAGE ST","100","FRANKLIN ST","Intersection","2008-06-23T09:27:43.000","Treatment","No",,"6006559.61667","2110096.77832","37.774294383852094","-122.4207598926409",,"POINT (-122.420759892632 37.774294397638)","21","21","4","11","9"
"23997000","TREAT AVE","100","22ND ST","Intersection","2004-03-08T16:35:09.000","Treatment","No",,"6008579.05234","2103307.38769","37.75576590042398","-122.41329404900307",,"POINT (-122.413294048995 37.755765914233)","53","53","3","2","20"
"32941000","CASELLI AVE","100","CLOVER LN","Intersection","2012-07-30T13:16:55.000","Treatment","No",,"6000579.49441","2104901.92126","37.75969172958414","-122.44107340448237",,"POINT (-122.441073404459 37.759691743388)","115","115","3","5","5"
"27790000","38th Ave","100","Lincoln Way","Intersection","2014-04-29T15:05:13.000","Treatment","No",,"5984275.39215","2107012.50461","37.7645446526288","-122.49761616626856",,"POINT (-122.49761616627 37.764544666433)","39","39","10","7","35"
"24219000","TREAT AVE","100","FLORIDA ST","Intersection","2004-01-09T15:04:57.000","Treatment","No",,"6009118.93251","2108004.27226","37.76869276738335","-122.41175882983592",,"POINT (-122.411758829819 37.768692781175)","53","53","3","2","20"
"21719000","Lisbon St: Persia Ave Intersection","100","PERSIA AVE","Intersection","2017-09-26T07:25:06.000","Treatment","No",,"6002454.07653","2091135.96503","37.72200020699129","-122.43360633812637",,"POINT (-122.433606338118 37.72200022084)","90","90","9","1","7"
"24292000","MINNA ST","100","RUSS ST","Intersection","2010-11-17T09:13:51.000","Treatment","No",,"6009915.745","2111981.413","37.779657737124566","-122.40928340222563",,"POINT (-122.409283402975 37.779657752244)","32","32","1","10","34"
"24920000","MASON ST","100","SUTTER ST","Intersection","2001-02-02T00:00:00.000","Treatment","No",,"6009708.1899","2115394.0246","37.78901632409186","-122.4102424385481",,"POINT (-122.410242438537 37.789016337866)","19","19","6","3","21"
"22704000","Urbano Dr: Victoria St Intersection","100","VICTORIA ST","Intersection","2018-07-03T08:42:49.000","Treatment","No",,"5993490.63288","2091738.75615","37.7231426661609","-122.46463422516408",,"POINT (-122.464634225142 37.723142679994)","67","67","10","8","41"
"27072000","PARNASSUS AVE","100","04TH AVE","Intersection","2012-06-25T10:59:51.000","Treatment","No",,"5994888.12956","2106089.83865","37.76262762863132","-122.46084296420167",,"POINT (-122.460842964175 37.762627642424)","109","109","7","11","14"
"33735000","Morgan Aly: Market St Intersection","100","MORGAN ALY","Intersection","2015-05-25T15:49:59.000","Treatment","No",,"6000319.83155","2103076.78017","37.754665545161586","-122.44184045236985",,"POINT (-122.441840452375 37.754665558976)","47","47","3","5","38"
"23674000","Mariposa St","100","Mississippi St","Intersection","2013-08-22T10:34:14.000","Treatment","No",,"6014011.34355","2106182.56499","37.763964003257435","-122.39470864191324",,"POINT (-122.394708641909 37.763964017065)","54","54","2","9","26"
"24894000","ELLIS ST","100","POWELL ST","Intersection","2011-02-09T10:59:07.000","Treatment","No",,"6010372.49057","2114096.75546","37.7854915466501","-122.40785252003414",,"POINT (-122.407852520013 37.785491560414)","19","19","6","3","8"
"23753000","17TH ST","100","DE HARO ST","Intersection","2012-08-27T09:48:39.000","Treatment","No",,"6012026.47162","2106541.57991","37.76483922263738","-122.40159899912761",,"POINT (-122.401598999115 37.764839236424)","54","54","1","9","4"
"1978000","44th Ave","100","Judah St","Kirkham St","2022-09-08T09:20:38.000","Treatment","Yes","Residential","5982473.05016","2105245.16297","37.75958622281556","-122.5037189787892","LINESTRING (-122.503785478216 37.760519139749, -122.503652481028 37.758653333272)",,,,,,
"24147000","San Carlos St: 21st St Intersection","100","SAN CARLOS ST","Intersection","2016-06-21T08:57:47.000","Treatment","No",,"6006739.777","2103790.13","37.75698796424434","-122.41968911644764",,"POINT (-122.419689114753 37.756987978679)","53","53","3","2","20"
"11152001","Rose St","100","Gough St","Octavia St","2022-04-25T11:02:26.000","Treatment","Yes","Residential","6005904.92807","2109832.35567","37.773531421480165","-122.42300578564766","LINESTRING (-122.422312067199 37.773619129683, -122.423699502457 37.77344373679)",,,,,,
"21021000","Bay Shore Blvd","100","Waterloo St","Intersection","2013-12-16T09:39:13.000","Treatment","No",,"6010296.61324","2097251.62374","37.73923437979136","-122.40692734402298",,"POINT (-122.406927344009 37.739234393606)","82","82","2","2","2"
"33066000","ILLINOIS ST","100","ILLINOIS ST","Intersection","2003-12-19T16:05:38.000","Treatment","No",,"6016239.81875","2101636.91035","37.75160624604786","-122.38668393443727",,"POINT (-122.386683934439 37.751606259851)","56","56","2","9","1"
"25657000","23RD ST","100","SEVERN ST","Intersection","2007-09-25T14:10:54.000","Treatment","No",,"6004592.51176","2102500.62671","37.753326098763765","-122.42702333267405",,"POINT (-122.427023332658 37.753326112573)","52","52","3","5","22"
"27378000","LINCOLN WAY","100","21ST AVE","Intersection","2009-01-26T16:08:09.000","Treatment","No",,"5989546.4697","2107194.15364","37.76535097923286","-122.47939843070529",,"POINT (-122.479398430696 37.76535099302)","39","39","10","7","35"
"51051000","CASTRO ST","100","END","Intersection","2007-07-17T13:48:29.000","Treatment","No",,"6002659.99309","2099585.36271","37.74521200470761","-122.43349805765105",,"POINT (-122.433498057627 37.745212018517)","84","84","9","5","22"
"26331000","Java St: Masonic Ave Intersection","100","MASONIC AVE","Intersection","2020-12-01T16:27:57.000","Treatment","No",,"5999626.16409","2107373.42118","37.76642350666718","-122.44454812159226",,"POINT (-122.444548121585 37.766423520454)","112","112","7","5","3"
"21033000","BRADFORD ST","100","MOJAVE ST","Intersection","2012-11-15T18:20:28.000","Treatment","No",,"6009529.63175","2097140.65899","37.738886746854895","-122.40957140362617",,"POINT (-122.409571403629 37.73888676068)","83","83","9","2","2"
"24200000","Converse St: Bryant St Intersection","100","CONVERSE ST","Intersection","2016-05-04T15:56:15.000","Treatment","No",,"6010374.43035","2109221.14774","37.77210437902142","-122.40750194359568",,"POINT (-122.407501943589 37.772104392813)","33","33","1","10","34"
"26741000","Buchanan St: Chestnut St Intersection","100","CHESTNUT ST","Intersection","2019-05-13T12:49:26.000","Treatment","No",,"6003237.52917","2119977.1896","37.80123568520561","-122.43295762653126",,"POINT (-122.432957626526 37.801235698958)","17","17","4","6","13"
"22122000","PAULDING ST","100","ARAGO ST","Intersection","2008-05-05T08:20:33.000","Treatment","No",,"5999864.91223","2093423.23749","37.72813328161969","-122.44272055822876",,"POINT (-122.442720558235 37.728133295463)","94","94","9","1","28"
"27904000","41st Ave","100","Balboa St","Intersection","2013-03-29T09:53:21.000","Treatment","No",,"5983210.15695","2111032.51558","37.775519947881854","-122.50159788861318",,"POINT (-122.501597888617 37.775519961669)","8","8","8","4","29"
"13733000","Worcester Ave","94","Oceanview Ter \ Palmetto Ave \ Ramsell St","Alemany Blvd \ Arch St \ Ralston St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","5992824.719","2087350.286","37.711054589696616","-122.46661730805259","LINESTRING (-122.466160694087 37.710682253553, -122.466261856592 37.710681905829, -122.466933287617 37.711385884001, -122.467027507101 37.711494969725)",,,,,,
"23890000","06th St: Brannan St \ I-280 Northbound \ I-280 Southbound Intersection","100","BRANNAN ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND","Intersection","2019-07-09T15:26:59.000","Treatment","No",,"6012278.64316","2110167.32293","37.77480876204672","-122.40098156772942",,"POINT (-122.400981567717 37.774808775833)","32","32","1","10","4"
"30722000","PACIFIC AVE","100","PHOENIX TER","Intersection","2005-10-13T15:39:29.000","Treatment","No",,"6008594.22118","2117948.9048","37.79596889406102","-122.41427747513343",,"POINT (-122.414277475139 37.795968907813)","107","107","6","3","21"
"26671000","BROADWAY","100","STEINER ST","Intersection","2010-08-09T15:03:23.000","Treatment","No",,"6002140.79345","2117385.59175","37.79405756624527","-122.43656720323177",,"POINT (-122.43656720321 37.794057580004)","102","102","4","6","30"
"24747000","Grant Ave","100","Pine St","Intersection","2014-08-19T07:04:45.000","Treatment","No",,"6011026.83316","2116270.98993","37.79149808802048","-122.40574187851249",,"POINT (-122.405741878518 37.7914981018)","104","104","6","3","8"
"52057000","OCEAN AVE","100","INGLESIDE PATH","Intersection","2003-03-12T00:00:00.000","Treatment","No",,"5993040.92585","2093112.76503","37.72688942237055","-122.46628856897512",,"POINT (-122.466288568961 37.726889436192)","67","67","10","8","41"
"54182000","Medical Center Way","100","Parnassus Ave","Intersection","2014-07-25T19:00:48.000","Treatment","No",,"5996286.939781","2106558.496941","37.76399483061115","-122.45603889583782",,"POINT (-122.456038895842 37.763994844414)","110","110","7","11","14"
"50078000","07TH ST","100","I-80 E OFF RAMP","Intersection","2009-08-10T09:30:04.000","Treatment","No",,"6010989.42326","2110203.13306","37.77483508849452","-122.40544379211921",,"POINT (-122.405443792124 37.774835102286)","32","32","1","10","34"
"20763000","Silver Ave","100","Waterville St","Intersection","2014-12-11T16:58:22.000","Treatment","No",,"6011491.56824","2095391.03882","37.73419240078584","-122.40266489340144",,"POINT (-122.402664893405 37.734192414611)","87","87","2","9","1"
"33008000","Cresta Vista Dr: Globe Aly Intersection","100","GLOBE ALY","Intersection","2021-08-18T11:54:27.000","Treatment","No",,"5995622.511","2096216.885","37.7355612003257","-122.45758864136778",,"POINT (-122.457588639612 37.735561213203)","117","117","9","8","41"
"22300000","Teresita Blvd: Bella Vista Way Intersection","100","TERESITA BLVD","Intersection","2016-06-27T09:09:49.000","Treatment","No",,"5998817.98374","2096887.99626","37.737586953099196","-122.44658898807965",,"POINT (-122.446588988082 37.737586966925)","72","72","9","8","41"
"21763000","Alemany Blvd: Tingley St Intersection","100","TINGLEY ST","Intersection","2020-04-24T08:50:36.000","Treatment","No",,"6002402.575","2093796.851","37.72930347824974","-122.43397447365223",,"POINT (-122.433974473706 37.729303493427)","94","94","9","5","28"
"22362000","Dorcas Way","100","Molimo Dr","Intersection","2013-01-18T12:56:37.000","Treatment","No",,"5998013.5588","2096817.02719","37.737346106909115","-122.44936514276304",,"POINT (-122.449365142768 37.737346120741)","72","72","9","8","41"
"26524000","BUCHANAN ST","100","SUTTER ST","Intersection","2001-03-19T00:00:00.000","Treatment","No",,"6003987.33128","2114596.3759","37.78650384512805","-122.42997893418449",,"POINT (-122.42997893417 37.786503858892)","101","101","4","11","15"
"27689000","ORTEGA ST","100","34TH AVE","Intersection","2006-07-24T08:23:01.000","Treatment","No",,"5985677.94024","2102290.70539","37.75166201065088","-122.49241745873312",,"POINT (-122.492417458708 37.75166202445)","39","39","10","7","35"
"25675000","Cumberland St","100","Guerrero St","Intersection","2014-04-03T15:48:54.000","Treatment","No",,"6005621.95845","2104605.66985","37.7591642144968","-122.4236129414095",,"POINT (-122.423612941404 37.759164228294)","37","37","3","5","20"
"24584000","BONIFACIO ST","100","TANDANG SORA","Intersection","2003-05-06T00:00:00.000","Treatment","No",,"6012536.89786","2112733.62537","37.78186964196185","-122.40026848869951",,"POINT (-122.400268488686 37.781869655731)","32","32","1","10","34"
"26950000","Washington St: Spruce St Intersection","100","WASHINGTON ST","Intersection","2015-07-08T16:29:55.000","Treatment","No",,"5997083.07662","2115684.68269","37.789098618359034","-122.45394443646774",,"POINT (-122.453944436462 37.789098632129)","10","10","8","6","31"
"27262000","10th Ave","100","Fulton St","Intersection","2013-11-19T08:37:57.000","Treatment","No",,"5992894.53573","2110019.97173","37.77330381998824","-122.46802391632468",,"POINT (-122.468023916312 37.773303833781)","5","5","8","4","12"
"23292000","QUINTARA ST","100","30TH AVE","Intersection","2007-10-17T14:52:55.000","Treatment","No",,"5986966.12762","2100975.22574","37.74812528799453","-122.4878661563035",,"POINT (-122.487866156302 37.748125301805)","39","39","10","7","35"
"24728000","BUSH ST","100","SAINT GEORGE ALY","Intersection","2006-01-27T16:18:03.000","Treatment","No",,"6011428.12609","2115980.1418","37.79072192123143","-122.40433292324693",,"POINT (-122.404332923223 37.790721934989)","19","19","6","3","8"
"27898000","38TH AVE","100","CLEMENT ST","Intersection","2002-03-15T00:00:00.000","Treatment","No",,"5984063.77863","2113147.49882","37.78137717846027","-122.49880133456072",,"POINT (-122.498801334542 37.781377192253)","8","8","8","4","17"
"27937000","LAWTON ST","100","47TH AVE","Intersection","2008-04-30T13:30:10.000","Treatment","No",,"5981577.97453","2104193.44836","37.75664584635861","-122.50673653647213",,"POINT (-122.506736536447 37.756645860174)","39","39","10","7","35"
"25202000","LARKIN ST","100","SUTTER ST","Intersection","2001-02-15T00:00:00.000","Treatment","No",,"6007324.79388","2115060.3585","37.78796627228315","-122.4184650266917",,"POINT (-122.418465026695 37.787966286052)","50","50","6","3","21"
