"cnn","street_name","pci_score","from_street","to_street","pci_change_date","treatment_or_survey","street_accepted_for_maintenance","functional_class","x","y","latitude","longitude","line","point",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"22335000","Diamond Heights Blvd: Duncan St Intersection","100","DUNCAN ST","Intersection","2017-10-13T16:13:51.000","Treatment","No",,"5999806.69554","2100134.55617","37.746557658839215","-122.44340368372494",,"POINT (-122.443403683731 37.746557672643)","57","57","3","5","22"
"20527000","THORNTON AVE","100","POMONA ST","Intersection","2008-06-26T08:35:41.000","Treatment","No",,"6014074.65218","2094122.86803","37.73085414292462","-122.39364555432392",,"POINT (-122.393645554326 37.730854156761)","87","87","2","9","1"
"25333000","VALLEJO ST","100","KENNETH REXROTH PL","Intersection","2009-10-05T11:03:42.000","Treatment","No",,"6010443.68525","2118900.96519","37.79868673433125","-122.40794511480226",,"POINT (-122.407945114788 37.798686748089)","106","106","6","3","6"
"26703000","Beach St: Polk St Intersection","100","POLK ST","Intersection","2018-10-17T17:40:40.000","Treatment","No",,"6005907.19723","2121738.14573","37.806221880880116","-122.4238446809949",,"POINT (-122.423844680975 37.806221894649)","98","98","6","6","32"
"25781000","20th St: Eureka St Intersection","100","EUREKA ST","Intersection","2018-01-30T16:23:49.000","Treatment","No",,"6001462.98772","2104081.99893","37.75749070503857","-122.4379591157951",,"POINT (-122.437959115796 37.757490718831)","115","115","3","5","5"
"6003000","Gardenside Dr","100","Vista Ln","Burnett Ave","2022-04-25T11:08:44.000","Treatment","Yes","Residential","5999475.308","2102897.068","37.754123955565575","-122.4447481138927","LINESTRING (-122.445456578305 37.752576449683, -122.445455416091 37.752699506568, -122.445255320323 37.753129302342, -122.445237473295 37.753210869137, -122.445232310927 37.753395303065, -122.445171441453 37.753550923041, -122.445046381823 37.753735353811, -122.444879187274 37.75393237294, -122.444760942606 37.754090921874, -122.444646275545 37.754386186275, -122.444622849122 37.754636335769, -122.444639326403 37.754788696751, -122.444743444852 37.755044670746, -122.444742416412 37.755208699327, -122.444611800281 37.755354548506, -122.444414626426 37.75547319188, -122.444218906597 37.755583860004)",,,,,,
"27113000","11TH AVE","100","ORTEGA ST","Intersection","2000-02-15T00:00:00.000","Treatment","No",,"5992847.41975","2102537.4975","37.75275619489529","-122.46764262757463",,"POINT (-122.467642627569 37.752756208716)","44","44","10","8","14"
"24333000","MCALLISTER ST","100","HYDE ST","Intersection","2009-09-03T15:48:42.000","Treatment","No",,"6008180.6889","2112403.44051","37.780719163023356","-122.41531561488797",,"POINT (-122.415315614888 37.780719176804)","21","21","5","10","36"
"24702000","LEIDESDORFF ST","100","SACRAMENTO ST","Intersection","1999-04-18T00:00:00.000","Treatment","No",,"6012079.40009","2117117.23314","37.79388047558513","-122.40215951303696",,"POINT (-122.402159513032 37.793880489365)","108","108","6","3","6"
"21245000","Bocana St: Ellert St Intersection","100","ELLERT ST","Intersection","2019-07-03T15:36:22.000","Treatment","No",,"6006780.00682","2097069.78142","37.7385376753136","-122.41907332375878",,"POINT (-122.419073323736 37.738537689145)","61","61","9","2","2"
"20242000","Fairfax Ave: Phelps St Intersection","100","PHELPS ST","Intersection","2021-09-17T10:29:47.000","Treatment","No",,"6015497.633","2098283.50325","37.74235737047308","-122.389016419855",,"POINT (-122.389016419853 37.742357384293)","86","86","2","9","1"
"22582000","Grafton Ave: Capitol Ave Intersection","100","GRAFTON AVE","Intersection","2016-10-26T12:47:18.000","Treatment","No",,"5995038.67315","2090570.52822","37.720024114789055","-122.45919843674156",,"POINT (-122.459198436729 37.720024128638)","64","64","10","1","24"
"23476000","42ND AVE","100","RIVERA ST","Intersection","2003-03-14T00:00:00.000","Treatment","No",,"5983267.05801","2100167.84075","37.74569196478549","-122.50059751309323",,"POINT (-122.500597513077 37.745691978612)","39","39","10","7","35"
"25213000","Franklin St: Geary Blvd Intersection","100","GEARY BLVD","Intersection","2021-09-07T12:02:14.000","Treatment","No",,"6005988.04933","2114183.11292","37.78548223029062","-122.4230275526558",,"POINT (-122.423027552635 37.785482244066)","100","100","4","11","39"
"20908000","Somerset St: Silver Ave Intersection","100","SOMERSET ST","Intersection","2015-10-07T15:24:04.000","Treatment","No",,"6009499.89236","2094361.85557","37.731255083220105","-122.4094781665217",,"POINT (-122.409478166497 37.731255097041)","91","91","2","2","25"
"21688000","Avalon Ave: Lisbon St Intersection","100","LISBON ST","Intersection","2017-10-20T14:18:37.000","Treatment","No",,"6003508.93089","2092812.44561","37.72666324584269","-122.4300795068004",,"POINT (-122.430079506802 37.72666325968)","90","90","9","1","7"
"20491000","03RD ST","100","YOSEMITE AVE","Intersection","2005-09-26T18:19:13.000","Treatment","No",,"6014171.011","2092984.386","37.727733455824726","-122.39323278838482",,"POINT (-122.393232786672 37.727733468327)","86","86","2","9","1"
"26275000","PARNASSUS AVE","100","BELVEDERE ST","Intersection","2012-10-02T13:42:23.000","Treatment","No",,"5998490.64063","2106891.67496","37.7650358944051","-122.44844097572461",,"POINT (-122.448440975708 37.765035908203)","29","29","7","11","3"
"23386000","38th Ave: Taraval St Intersection","100","TARAVAL ST","Intersection","2021-10-07T15:31:19.000","Treatment","No",,"5984554.33861","2098851.24241","37.74215242966976","-122.49604923973241",,"POINT (-122.496049239711 37.74215244348)","39","39","10","7","35"
"21722000","France Ave: Madrid St Intersection","100","MADRID ST","Intersection","2021-03-17T10:43:42.000","Treatment","No",,"6001979.49626","2089873.85048","37.71850778360545","-122.43515661403218",,"POINT (-122.435156614018 37.718507797454)","90","90","9","1","7"
"23176000","23RD AVE","100","VICENTE ST","Intersection","2006-04-19T10:44:17.000","Treatment","No",,"5989252.11324","2097652.77394","37.739135784565796","-122.47971831464254",,"POINT (-122.479718314634 37.739135798376)","40","40","10","7","35"
"21963000","ADDISON ST","100","FARNUM ST","Intersection","2001-11-30T00:00:00.000","Treatment","No",,"6002381.40288","2097735.06996","37.740115722247296","-122.43432911375874",,"POINT (-122.434329113764 37.740115736068)","59","59","9","5","10"
"24673000","Front St","100","Pine St","Intersection","2014-08-19T07:00:54.000","Treatment","No",,"6013100.34154","2116560.30213","37.792408207039344","-122.39858783459101",,"POINT (-122.398587834582 37.792408220797)","108","108","6","3","8"
"21658000","Athens St: Madison St Intersection","100","MADISON ST","Intersection","2018-10-17T10:09:14.000","Treatment","No",,"6005420.42708","2093335.2068","37.728206708171186","-122.42350866915552",,"POINT (-122.423508669144 37.728206721998)","92","92","9","2","7"
"22867000","LAGUNA HONDA BLVD","100","PLAZA ST","Intersection","2009-12-02T10:18:35.000","Treatment","No",,"5995135.58078","2101100.22547","37.74894165746069","-122.45962571582041",,"POINT (-122.459625715814 37.74894167127)","49","49","7","8","41"
"21349000","29th St: San Jose Ave Intersection","100","SAN JOSE AVE","Intersection","2017-06-20T16:39:33.000","Treatment","No",,"6005780.78651","2099058.60896","37.74394222725894","-122.42266944502734",,"POINT (-122.422669445 37.743942241063)","84","84","9","5","22"
"32952000","Mountain Spring Ave: Raccoon Dr \ Twin Peaks Blvd Intersection","100","RACCOON DR \ TWIN PEAKS BLVD","Intersection","2019-03-06T12:41:24.000","Treatment","No",,"5998510.91319","2104274.14468","37.75784997088396","-122.44818236548844",,"POINT (-122.448182365465 37.757849984699)","47","47","7","8","38"
"25797000","16TH ST","100","SANCHEZ ST","Intersection","2007-02-28T15:10:12.000","Treatment","No",,"6003560.13117","2106545.34423","37.764373496537","-122.43088215279617",,"POINT (-122.430882152777 37.764373510329)","37","37","3","5","5"
"20168000","MIDDLE POINT RD","100","HARE ST","Intersection","2004-05-20T14:54:12.000","Treatment","No",,"6018214.0069","2095359.69436","37.734479369904705","-122.3794208650917",,"POINT (-122.379420865088 37.734479383736)","86","86","2","9","1"
"24632000","MISSION ST","100","04TH ST","Intersection","2006-04-24T13:51:19.000","Treatment","No",,"6011400.95452","2113706.94083","37.78447873100029","-122.4042668730079",,"POINT (-122.404266872998 37.784478744786)","32","32","1","10","34"
"22487000","De Long St: Head St Intersection","100","HEAD ST","Intersection","2019-01-31T08:35:56.000","Treatment","No",,"5993469.45564","2086822.29561","37.70964202393834","-122.46435065068712",,"POINT (-122.464350650665 37.709642037788)","66","66","10","1","28"
"23462000","44th Ave: Taraval St Intersection","100","TARAVAL ST","Intersection","2021-10-07T15:31:19.000","Treatment","No",,"5982693.9921","2098785.10964","37.741861708052596","-122.50247673640887",,"POINT (-122.502476736415 37.741861721874)","39","39","10","7","35"
"22344000","AMBER DR","100","AMETHYST WAY","Intersection","2001-09-13T00:00:00.000","Treatment","No",,"5999284.85853","2099976.45879","37.74609378902405","-122.44519676896375",,"POINT (-122.445196768958 37.746093802845)","57","57","9","5","22"
"20136000","Ingalls St: Palou Ave Intersection","100","PALOU AVE","Intersection","2020-07-14T11:48:47.000","Treatment","No",,"6017019.79516","2093656.76834","37.729737539082","-122.38343118367101",,"POINT (-122.383431183678 37.729737552924)","86","86","2","9","1"
"33484000","Font Blvd: Holloway Ave \ Tapia Dr Intersection","100","HOLLOWAY AVE \ TAPIA DR","Intersection","2019-12-16T16:21:09.000","Treatment","No",,"5988722.73709","2090950.65401","37.72070271356083","-122.48105803256745",,"POINT (-122.481058032554 37.72070272741)","42","42","10","8","16"
"25893000","DUBOCE AVE","100","FILLMORE ST","Intersection","2012-10-04T08:46:24.000","Treatment","No",,"6003880.14378","2108372.26586","37.76940790792343","-122.42990564317321",,"POINT (-122.42990564316 37.769407921715)","28","28","7","5","5"
"1311000","24th Ave","88","Ulloa St","Vicente St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","5988931.07973","2097980.95515","37.74001822984811","-122.4808523109181","LINESTRING (-122.480917869692 37.740947731375, -122.480786753753 37.739088755786)",,,,,,
"10316000","Payson St","93","Saint Charles Ave","Chester Ave","2022-08-17T10:44:36.000","Treatment","Yes","Residential","5991892.35525","2087780.97447","37.71218329200016","-122.46987108902789","LINESTRING (-122.469303091178 37.712187559077, -122.470439086763 37.712179049876)",,,,,,
"27495000","18th Ave: Anza St Intersection","100","ANZA ST","Intersection","2018-10-03T15:36:12.000","Treatment","No",,"5990311.92109","2111968.77284","37.77850520927626","-122.47709987414729",,"POINT (-122.477099874129 37.778505223063)","5","5","8","4","29"
"27396000","NORIEGA ST","100","27TH AVE","Intersection","2005-10-31T13:52:51.000","Treatment","No",,"5987826.01164","2103046.56176","37.75386274203102","-122.48504469239424",,"POINT (-122.485044692384 37.753862755841)","39","39","10","7","35"
"30712000","Filbert St","100","Medau Pl","Intersection","2011-12-02T09:38:13.000","Treatment","No",,"6010410.61998","2119935.47404","37.80152539073102","-122.40813253036544",,"POINT (-122.408132530352 37.8015254045)","106","106","6","3","23"
"25247000","Kimball Pl","100","Sacramento St","Intersection","2015-02-09T17:04:00.000","Treatment","No",,"6007983.72109","2116547.87306","37.792087695064","-122.4162906484276",,"POINT (-122.416290648422 37.792087708833)","16","16","6","3","21"
"20189000","Westbrook Ct: Hudson Ave Intersection","100","WESTBROOK CT","Intersection","2015-12-18T18:00:52.000","Treatment","No",,"6017144.11234","2095562.39757","37.73497688994127","-122.38313398465641",,"POINT (-122.383133984649 37.734976903778)","86","86","2","9","1"
"20140000","JENNINGS ST","100","PALOU AVE","Intersection","2020-07-14T11:45:59.000","Treatment","No",,"6016490.93332","2094051.00831","37.73079080067444","-122.3852869948858",,"POINT (-122.385286994873 37.730790814506)","86","86","2","9","1"
"26400000","Anza St: Masonic Ave \ Ofarrell St Intersection","100","MASONIC AVE \ OFARRELL ST","Intersection","2018-05-31T11:32:20.000","Treatment","No",,"5998878.86772","2112723.03095","37.781069497190735","-122.44751798295451",,"POINT (-122.44751798293 37.781069510983)","12","12","7","4","18"
"20770000","Silver Ave: San Bruno Ave Intersection","100","SILVER AVE","Intersection","2015-10-07T15:28:26.000","Treatment","No",,"6010627.78479","2094769.90864","37.73243864421601","-122.40560754859085",,"POINT (-122.405607548577 37.732438658053)","91","91","2","2","25"
"25359000","UNION ST","100","VIA FERLINGHETTI","Intersection","2005-03-30T16:56:15.000","Treatment","No",,"6010199.69535","2119561.80342","37.80048757080026","-122.40883605000774",,"POINT (-122.408836050001 37.800487584552)","106","106","6","3","23"
"20921000","HAMILTON ST","100","FELTON ST","Intersection","2008-09-02T14:10:24.000","Treatment","No",,"6009178.34372","2093360.51305","37.728487587753555","-122.41051914029771",,"POINT (-122.410519140281 37.72848760158)","91","91","2","2","25"
"27773000","LAWTON ST","100","42ND AVE","Intersection","2012-05-11T11:28:10.000","Treatment","No",,"5983129.66497","2104246.15344","37.75688180911259","-122.50137421541409",,"POINT (-122.501374215412 37.756881822922)","39","39","10","7","35"
"26090000","21ST ST","100","DOUGLASS ST \ ROMAIN ST","Intersection","2000-06-23T00:00:00.000","Treatment","No",,"6001185.84426","2103338.55513","37.755433624177655","-122.43886431177701",,"POINT (-122.438864311772 37.75543363797)","115","115","3","5","22"
"23396000","34TH AVE","100","RIVERA ST","Intersection","2003-03-24T00:00:00.000","Treatment","No",,"5985747.5056","2100252.59781","37.7460699877471","-122.49202685276745",,"POINT (-122.492026852757 37.746070001563)","40","40","10","7","35"
"26545000","Washington St: Gough St Intersection","100","WASHINGTON ST","Intersection","2016-03-04T11:53:27.000","Treatment","No",,"6005137.47054","2116805.188","37.79263375782041","-122.42615704294141",,"POINT (-122.426157042945 37.7926337716)","102","102","4","6","30"
"20126000","Ingalls St: La Salle Ave Intersection","100","LA SALLE AVE","Intersection","2019-07-09T09:49:39.000","Treatment","No",,"6017601.87995","2093952.49671","37.730581704411634","-122.38143938850652",,"POINT (-122.381439388512 37.730581718254)","86","86","2","9","1"
"23090000","Eucalyptus Dr: Melba Ave Intersection","100","MELBA AVE","Intersection","2021-08-16T14:52:45.000","Treatment","No",,"5989615.94543","2094729.00367","37.73112899148132","-122.47824664164291",,"POINT (-122.478246641627 37.73112900532)","62","62","10","8","35"
"24354000","HOWARD ST","100","12TH ST","Intersection","2009-04-20T14:16:28.000","Treatment","No",,"6007655.86707","2109138.14582","37.77172393280654","-122.41689981840348",,"POINT (-122.416899818385 37.771723946598)","32","32","1","10","20"
"27275000","06TH AVE","100","ANZA ST","Intersection","2004-08-25T15:41:08.000","Treatment","No",,"5994059.63334","2112103.08753","37.77909071366737","-122.46414496993401",,"POINT (-122.464144969917 37.779090727449)","5","5","8","4","11"
"4229000","Colby St","81","Silver Ave","Silliman St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","6008149.01108","2093649.56737","37.72922350818113","-122.41409804901221","LINESTRING (-122.41422537418 37.729531927516, -122.4139707249 37.728915116358)",,,,,,
"27508000","21st Ave","100","Fulton St","Intersection","2013-08-08T15:18:36.000","Treatment","No",,"5989457.30867","2109896.45016","37.77276556709688","-122.4799045804854",,"POINT (-122.47990458049 37.772765580889)","9","9","8","4","12"
"27596000","CALIFORNIA ST","100","06TH AVE","Intersection","2008-10-22T14:14:44.000","Treatment","No",,"5993981.32016","2114254.70487","37.784993959171935","-122.46457215964776",,"POINT (-122.464572159652 37.784993972936)","4","4","8","4","11"
"33428000","CAYUGA AVE","100","SUNBEAM LN","Intersection","2004-04-19T09:49:25.000","Treatment","No",,"6000317.67976","2090518.86461","37.720184339278475","-122.44094706016536",,"POINT (-122.440947060163 37.720184353111)","80","80","9","1","28"
