"respnum","ccgid","term","strata","atype","airline","dest","gatenum","intdate","q1","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q3a","q4a","q4b","q4c","q5","q5avg","saq","q6a","q6b","q6c","q6d","q6e","q6f","q6g","q6h","q6i","q6j","q6k","q6l","q6m","q6n","q7com1","q7com2","q7com3","q7a1","q7a2","q7a3","q8a","q8b","q8c","q8d","q8e","q8f","q8com1","q8com2","q8com3","q9","q9apos1","q9apos2","q9apos3","q9aneg1","q9aneg2","q9aneg3","q9antr1","q9antr2","q9antr3","q10","q11","q11a1","q11a2","q11a3","q12","q13a","q13b","q13_com","q13com1","q13com2","q13com3","q14","q14a","q14a1","q14a2","q14a3","q15","sfflag","country","q17","age","q18","q19","inc","mail","lang","destmark","destination","destgeo","weight","location_1"
"228","460","2","1","2","27","3","2","6","2","2","8",,,,,"4","11",,,,,"9","1","2","1","2","2","2","4","3","3","3","4","3","6","6","4","4","6","6","6","4",,,,,,,"5","4","6","6","3","4",,,,"4","1",,,,,,,,,"1","4","7",,,"5","4","4",,,,,"2",,,,,"1","1","62","6","59.5","1","4","175000","1","1","1","SAN SALVADOR","5","0.636476",
"229","461","2","1","2","27","3","2","6","2","2","8",,,,,"2","11",,,,,"9","1","1","2","1","1","2","4","4","4","3","4","4","4","4","4","6","5","6","6","4",,,,,,,"5","6","5","6","5","5",,,,"5","1",,,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"1","1","62","3","29.5","1","2","75000","1","1","1","SAN SALVADOR","5","0.636476",
"230","482","2","1","1","30","2","1","6","2","2","8",,,,,"1","11",,,,,"4","1","1","1","3","4.5","1","5","3","5","5","5","5","6","6","2","6","6","6","6","4",,,,,,,"5","5","6","6","5","5",,,,"5",,,,,,,,,,"1","4","3",,,"17","5","5",,,,,"2",,,,,"4","3","62","4","39.5","2","2","75000","1","1","2","BOSTON","2","0.636476",
"231","483","2","1","1","30","2","1","6","2","2","8",,,,,"6","11",,,,,"9","1","2","1","2","2","1","5","3","6","4","4","5","6","4","6","6","6","6","6","5","92","77",,,,,"5","6","6","6","4","5",,,,"5","4",,,,,,,,,"2",,,,,"1","3","5",,"7",,,"2",,,,,"1","10","62","7","75","1","3","125000","1","1","2","BOSTON","2","0.636476",
"232","484","2","1","1","30","2","1","6","2","2","8",,,,,"6","11",,,,,"9","1","1","1","3","4.5","1","3","3","3","4","5","5","6","6","6","6","6","6","6","5","90",,,,,,"4","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"3","5","3",,"1",,,"2",,,,,"1","14","62","7","75","2","2","75000","1","1","2","BOSTON","2","0.636476",
"233","485","2","1","1","30","2","1","6","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","1","6","6","6","5","5","6","6","6","2","6","5","6","5","5","50","34",,,,,"5","6","5","5","6","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","62","6","59.5","2","4","175000","1","1","2","BOSTON","2","0.636476",
"234","486","2","1","1","30","2","1","6","2","1","8",,,,,"6","11",,,,,"9","1","2","2","5","18.5","1","4","4","4","3","5","4","6","6","4","6","5","6","6","5",,,,,,,"5","6","5","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","6","59.5","1","4","175000","1","1","2","BOSTON","2","0.636476",
"235","487","2","1","1","30","2","1","6","2","2","8",,,,,"1","11",,,,,"4","1","1","2","3","4.5","1","5","4","4","4","5","5","6","6","4","6","6","6","6","5","7",,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"1","4","4",,,"7","5","5",,,,,"2",,,,,"1","13","62","4","39.5","2","2","75000","1","1","2","BOSTON","2","0.636476",
"236","488","2","1","1","30","2","1","6","2","2","8",,,,,"2","11",,,,,"9","2","2","2","5","18.5","1","5","5","5","5","5","2","6","6","5","0","5","5","5","5",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"9","5","5",,,,,"2",,,,,"1","15","62","7","75","2","4","175000","1","1","2","BOSTON","2","0.636476",
"237","489","2","1","1","30","2","1","6","2","2","8",,,,,"4","11",,,,,"9","1","1","1","1","1","2","6","5","5","5","5","5","3","3","6","6","6","6","6","5","77",,,,,,"5","6","6","6","5","4",,,,"5","1","2",,,,,,,,"1","5","8",,,"5","5","5",,,,,"2",,,,,"2","4","62","3","29.5","1","4","175000","1","1","2","BOSTON","2","0.636476",
"238","490","2","1","1","30","2","1","6","1","1","8",,,,,"3","11",,,,,"9","1","0","0","3","4.5","2","6","6","3","3","3","3","3","3","3","6","3","6","3","3",,,,,,,"4","6","4","3","6","3",,,,"4",,,,,,,,,,"2",,,,,"11","0","0",,,,,"0",,,,,"3","5","0","0",,"0","0",,"1","1","2","BOSTON","2","0.636476",
"239","462","2","1","1","30","2","3","6","2","8",,,,,,"1","11",,,,,"3","2","2","1","3","4.5","1","3","2","3","4","5","4","6","6","2","1","6","3","6","3","50",,,"2","1",,"5","6","6","6","4","4",,,,"5",,,,,,,,,,"1","4","4",,,"8","5","5",,,,,"2",,,,,"1","17","62","5","49.5","1","0",,"1","1","3","SEATTLE","1","0.636476",
"240","463","2","1","1","30","2","3","6","2","1","8",,,,,"4","11",,,,,"9","1","2","2","1","1","1","6","6","6","4","4","5","6","6","6","6","6","6","6","4",,,,"20",,,"5","6","6","6","6","5",,,,"5","4",,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","62","5","49.5","1","2","75000","1","1","3","SEATTLE","1","0.636476",
"241","464","2","1","1","30","2","3","6","2","8",,,,,,"6","11",,,,,"9","2","2","2","1","1","1","6","6","6","5","5","6","6","6","6","6","6","6","6","5","36",,,,,,"5","6","6","6","6","6",,,,"5",,,,,,,,,,"1","3","11",,,"4","5","5",,,,,"2",,,,,"2","4","62","7","75","2","1","25000","1","1","3","SEATTLE","1","0.636476",
"242","465","2","1","1","30","2","3","6","2","2","8",,,,,"2","11",,,,,"9","1","2","2","1","1","1","6","6","6","4","5","5","6","5","6","6","6","6","6","5","40",,,,,,"5","6","6","6","6","5",,,,"5","2",,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"1","11","62","4","39.5","2","1","25000","1","1","3","SEATTLE","1","0.636476",
"243","466","2","1","1","30","2","3","6","2","2","8",,,,,"5","11",,,,,"9","1","1","2","2","2","1","4","2","6","4","5","5","6","6","6","6","2","6","6","4","27",,,,,,"5","6","5","6","6","5",,,,"5","4",,,,,,,,,"1","3","12","4",,"5","5","5",,,,,"2",,,,,"1","1","62","3","29.5","1","1","25000","1","1","3","SEATTLE","1","0.636476",
"244","467","2","1","1","30","2","3","6","2","8",,,,,,"4","11",,,,,"9","1","1","1","2","2","1","6","3","4","5","5","5","6","6","6","6","6","6","6","5","40",,,,,,"4","6","6","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","62","3","29.5","1","4","175000","1","1","3","SEATTLE","1","0.636476",
"245","468","2","1","1","30","2","3","6","2","1","8",,,,,"4","11",,,,,"9","0","0","1","3","4.5","2","6","3","3","5","5","4","3","6","4","3","6","2","3","4","6",,,,,,"5","6","6","4","4","3",,,,"5","4","1",,,,,,,,"3",,,,,"5","5","4",,,,,"2",,,,,"1","1","62","3","29.5","2","4","175000","1","1","3","SEATTLE","1","0.636476",
"246","469","2","1","1","30","2","3","6","2","1","2","8",,,,"2","11",,,,,"9","2","2","2","3","4.5","2","4","4","4","3","4","3","3","3","0","0","0","0","0","3",,,,,,,"4","0","0","0","0","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"1","1","62","6","59.5","2","0",,"1","1","3","SEATTLE","1","0.636476",
"247","470","2","1","1","30","2","3","6","2","2","8",,,,,"1","11",,,,,"4","2","2","1","1","1","2","5","4","4","5","5","5","6","6","4","4","6","6","6","4",,,,,,,"5","6","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"3","5","5",,,,,"2",,,,,"1","14","62","4","39.5","1","3","125000","1","1","3","SEATTLE","1","0.636476",
"248","471","2","1","1","30","2","3","6","2","6","8",,,,,"8","11",,,,,"9","1","0","0","3","4.5","2","4","4","5","5","5","5","3","3","4","4","5","3","6","5",,,,,,,"5","6","5","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","3","29.5","2","2","75000","1","1","3","SEATTLE","1","0.636476",
"249","472","2","1","1","30","2","3","6","2","3","8",,,,,"2","11",,,,,"9","2","2","2","4","9.5","2","3","2","2","3","4","3","3","3","3","3","6","6","6","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","3","29.5","2","2","75000","1","1","3","SEATTLE","1","0.636476",
"250","473","2","1","1","30","2","3","6","2","1","8",,,,,"4","11",,,,,"9","2","2","1","5","18.5","2","4","4","3","4","4","4","3","4","3","4","4","6","6","4","7","3",,,,,"4","4","4","6","4","4",,,,"5","1",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","3","29.5","2","3","125000","1","1","3","SEATTLE","1","0.636476",
"251","474","2","1","1","30","2","3","6","2","1","8",,,,,"4","11",,,,,"9","2","2","1","1","1","2","6","2","3","5","5","5","6","6","6","6","6","6","6","3","6",,,,,,"5","6","6","6","3","4",,,,"4",,,,,,,,,,"2",,,,,"7","5","4",,,,,"2",,,,,"2","4","62","2","21","2","3","125000","1","1","3","SEATTLE","1","0.636476",
"252","475","2","1","1","30","2","3","6","2","2","8",,,,,"2","11",,,,,"9","2","2","2","3","4.5","2","5","4","4","5","5","5","4","4","4","6","6","6","6","5","6",,,,,,"5","6","6","6","5","5",,,,"5","1",,,,,,,,,"1","3",,,,"5","5","4",,,,,"2",,,,,"1","1","62","3","29.5","2","1","25000","1","1","3","SEATTLE","1","0.636476",
"253","476","2","1","1","30","2","3","6","2","6","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","2","3","3","3","3","4","4","4","4","3","3","6","6","6","4","90",,,,,,"3","3","3","3","3","3",,,,"3",,,,,,,,,,"2",,,,,"5","3","1",,,,,"1",,"5",,,"1","1","62","3","29.5","2","1","25000","1","1","3","SEATTLE","1","0.636476",
"254","477","2","1","1","30","2","3","6","2","1","8",,,,,"7","11",,,,,"9","2","2","2","4","9.5","2","4","3","4","4","4","4","3","3","4","4","3","6","3","4","40",,,,,,"5","4","4","4","4","4",,,,"4","1",,,,,,,,,"1","4","8",,,"6","4","4",,,,,"2",,,,,"1","12","62","3","29.5","1","2","75000","1","1","3","SEATTLE","1","0.636476",
"255","478","2","1","1","30","2","3","6","2","2","8",,,,,"4","11",,,,,"9","2","2","1","2","2","2","3","2","3","4","3","3","3","3","3","3","3","3","3","4","10",,,,,,"4","6","3","6","2","2",,,,"4",,,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75000","1","1","3","SEATTLE","1","0.636476",
"256","479","2","1","1","30","2","3","6","2","1","8",,,,,"5","11",,,,,"9","2","2","1","2","2","2","3","3","3","2","3","3","2","2","6","6","6","6","6","3","9",,,,,,"4","6","6","6","6","6",,,,"3",,,,,,,"8",,,"1","1","12",,,"2","3","5",,,,,"1",,"5",,,"1","11","62","5","49.5","2","2","75000","1","1","3","SEATTLE","1","0.636476",
"257","480","2","1","1","30","2","3","6","2","2","8",,,,,"2","11",,,,,"9","1","2","2","2","2","2","5","3","6","4","4","4","4","4","3","3","3","3","3","4",,,,,,,"5","4","4","4","4","4",,,,"3",,,,,,,"8","16",,"2",,,,,"13","3","4",,,,,"2",,,,,"4","3","62","0",,"2","0",,"1","1","3","SEATTLE","1","0.636476",
"258","481","2","1","1","30","2","3","6","2","1","8",,,,,"1","11",,,,,"2","2","1","2","5","18.5","2","4","3","3","3","4","3","3","3","3","5","3","6","6","4","91",,,,,,"4","4","4","6","3","3",,,,"5",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"1","1","62","3","29.5","1","4","175000","1","1","3","SEATTLE","1","0.636476",
"259","258","3","1","1","28","2","81","2","1","2","8",,,,,"3","11",,,,,"9","2","1","1","1","1","1","5","4","4","5","5","5","6","6","4","4","6","6","6","5","40",,,,,,"4","6","6","6","4","4",,,,"4","8",,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","3","62","6","59.5","1","3","125000","1","1","1","KAUAI","1","1.592296",
"260","259","3","1","1","28","2","81","2","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","1","4","4","6","4","5","4","6","6","6","6","6","6","6","4","40",,,,,,"5","6","6","6","5","5",,,,"5","3",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","5","49.5","2","4","175000","1","1","1","KAUAI","1","1.592296",
"261","260","3","1","1","28","2","81","2","2","2","8",,,,,"1","11",,,,,"3","1","2","1","3","4.5","1","5","5","4","5","4","4","6","6","4","4","6","5","6","4","23",,,,,,"4","6","4","6","4","4",,,,"4","1",,,,,,,,,"3",,,,,"9","5","5",,,,,"2",,,,,"1","15","62","3","29.5","2","2","75000","1","1","1","KAUAI","1","1.592296",
"262","261","3","1","1","28","2","81","2","2","2","8",,,,,"1","11",,,,,"3","1","2","2","3","4.5","2","4","3","3","3","3","4","6","6","2","3","0","4","6","3",,,,,,,"3","3","3","3","3","3",,,,"4",,,,,,,,,,"1","3",,,,"7","3","3",,,,,"2",,,,,"1","13","62","7","75","1","1","25000","1","1","1","KAUAI","1","1.592296",
"263","262","3","1","1","28","2","81","2","2","2","8",,,,,"1","11",,,,,"0","1","2","2","2","2","2","4","4","4","5","5","5","5","5","4","5","5","4","5","4",,,,,,,"5","0","0","0","4","4",,,,"4",,,,,,,,,,"2",,,,,"7","5","3",,,,,"2",,,,,"1","13","62","7","75","2","1","25000","1","1","1","KAUAI","1","1.592296",
"264","263","3","1","1","28","2","81","2","2","2","8",,,,,"1","11",,,,,"4","1","1","2","2","2","2","2","6","2","3","4","4","6","6","4","6","6","6","6","4","7",,,,,,"4","6","6","6","6","4",,,,"5",,,,,,,,,,"1","4","3",,,"1","5","4",,,,,"2",,,,,"1","10","62","6","59.5","1","3","125000","1","1","1","KAUAI","1","1.592296",
"265","264","3","1","1","28","2","81","2","2","2","8",,,,,"6","11",,,,,"9","1","1","1","1","1","2","5","5","3","5","5","3","3","3","4","4","4","4","4","3",,,,,,,"3","6","6","6","3","6",,,,"0",,,,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"0","5","0","0",,"0","0",,"1","1","1","KAUAI","1","1.592296",
"266","265","3","1","1","28","2","81","2","1","3","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","6","6","0","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"11","5","0",,,,,"2",,,,,"3","4","62","5","49.5","2","1","25000","1","1","1","KAUAI","1","1.592296",
"267","266","3","1","1","28","2","81","2","1","2","8",,,,,"3","11",,,,,"9","2","1","1","2","2","2","4","5","5","5","5","5","6","6","6","6","6","6","6","5",,,,,,,"5","6","4","6","5","4",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","3","29.5","2","3","125000","1","1","1","KAUAI","1","1.592296",
"268","267","3","1","1","28","2","81","2","1","1","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","6","3","6","3","3","3","6","6","6","6","6","6","6","3",,,,,,,"3","6","6","6","3","6",,,,"4",,,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","4","62","4","39.5","2","4","175000","1","1","1","KAUAI","1","1.592296",
"269","268","3","1","1","28","2","81","2","1","2","8",,,,,"3","11",,,,,"9","2","1","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","0","0",,,,,"0",,,,,"3","4","62","3","29.5","1","3","125000","1","1","1","KAUAI","1","1.592296",
"270","269","3","1","1","28","2","81","2","2","2","8",,,,,"7","11",,,,,"9","1","2","1","1","1","2","4","3","6","3","3","3","3","3","6","6","6","6","6","3",,,,,,,"3","6","6","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"12","3","3",,,,,"2",,,,,"2","4","62","7","75","1","3","125000","1","1","1","KAUAI","1","1.592296",
"271","270","3","1","1","28","2","81","2","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","2","6","6","4","5","5","5","4","4","5","0","0","0","0","5",,,,,,,"0","0","0","0","0","0",,,,"4",,,,,,,,,,"1","3",,,,"6","5","4",,,,,"0",,,,,"2","4","21","4","39.5","1","0",,"1","1","1","KAUAI","1","1.592296",
"272","271","3","1","1","28","2","81","2","2","1","8",,,,,"2","11",,,,,"9","1","3","3","4","9.5","2","4","4","3","3","3","4","6","6","0","2","6","3","6","4","29",,,,,,"3","3","6","6","3","3",,,,"3",,,,,,,,,,"2",,,,,"6","4","4",,"8",,,"1",,"3",,,"1","12","62","4","39.5","2","2","75000","1","1","1","KAUAI","1","1.592296",
"273","272","3","1","1","28","2","81","2","2","2","8",,,,,"1","11",,,,,"0","1","1","0","5","18.5","2","4","4","4","4","4","4","4","4","5","5","4","5","4","5","39","75",,,,,"5","4","4","4","4","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","5","49.5","1","1","25000","1","1","1","KAUAI","1","1.592296",
"274","17","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","1","4","2","6","2","2","2","6","6","6","6","6","6","6","3","23","33","20",,,,"5","6","6","6","5","4",,,,"5",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","6","59.5","1","1","25000","1","1","1","BOISE","1","1.592296",
"275","18","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","2","2","2","2","2","1","5","5","4","5","5","4","4","4","5","6","6","6","6","5",,,,,,,"4","6","6","6","5","3",,,,"5",,,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","4","62","3","29.5","1","2","75000","1","1","1","BOISE","1","1.592296",
"276","19","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","3","4.5","1","6","4","3","3","6","3","6","6","6","6","6","6","6","4","73","2",,,,,"3","6","6","6","4","3",,,,"5",,,,,,,,,,"2",,,,,"11","4","3",,,,,"2",,,,,"3","4","62","3","29.5","1","1","25000","1","1","1","BOISE","1","1.592296",
"277","20","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","3","1","2","3","4.5","1","5","6","4","5","5","5","6","6","6","6","6","6","6","4","22",,,,,,"4","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","5","49.5","2","1","25000","1","1","1","BOISE","1","1.592296",
"278","21","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","2","1","1","2","2","1","3","5","4","4","5","5","6","6","6","6","6","6","6","5","20",,,,,,"4","6","6","6","3","3",,,,"5",,,,,,,,,,"2",,,,,"11","3","3",,,,,"2",,,,,"3","4","62","3","29.5","2","0",,"1","1","1","BOISE","1","1.592296",
"279","22","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","6","3","6","0","6","4","6","6","6","6","6","6","6","0",,,,,,,"0","0","0","0","0","0",,,,"0",,,,,,,,,,"0",,,,,"11","0","0",,,,,"0",,,,,"3","5","0","0",,"0","0",,"1","1","1","BOISE","1","1.592296",
"280","23","3","2","1","24","2","70","1","2","2","8",,,,,"8","11",,,,,"9","0","1","0","1","1","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,,,,,,"3","3","3","3","3","3",,,,"3",,,,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"0","5","0","5","49.5","2","3","125000","1","1","1","BOISE","1","1.592296",
"281","24","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","5","5","4","4","6","5","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","3",,,,"4",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","5","0","0",,"0","0",,"1","1","1","BOISE","1","1.592296",
"282","25","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","1","1","1","1","1","2","3","5","5","4","3","5","6","6","6","6","6","6","6","4",,,,,,,"3","6","6","6","3","2",,,,"5",,,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","4","62","3","29.5","1","2","75000","1","1","1","BOISE","1","1.592296",
"283","26","3","2","1","24","2","70","1","1","1","8",,,,,"3","11",,,,,"9","2","2","2","3","4.5","2","2","4","3","4","5","4","3","3","6","6","6","6","6","4",,,,,,,"4","6","6","4","0","2",,,,"3",,,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","30","5","49.5","1","4","175000","1","1","1","BOISE","1","1.592296",
"284","27","3","2","1","24","2","70","1","2","1","8",,,,,"5","11",,,,,"9","2","2","1","4","9.5","2","4","4","3","3","4","4","6","6","5","4","4","4","2","3",,,,,,,"4","5","5","6","4","3",,,,"4",,,,,,,,,,"1","3",,,,"5","4","5",,,,,"2",,,,,"1","1","62","3","29.5","2","2","75000","1","1","1","BOISE","1","1.592296",
"285","28","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","5","4","4","4","4","4","4","4","6","6","6","6","6","4",,,,,,,"4","4","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","4","39.5","1","3","125000","1","1","1","BOISE","1","1.592296",
"286","29","3","2","1","24","2","70","1","1","1","8",,,,,"3","11",,,,,"9","1","1","1","2","2","2","4","4","4","4","3","3","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","4","62","3","29.5","1","2","75000","1","1","1","BOISE","1","1.592296",
"287","30","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","2","2","2","2","2","2","6","4","4","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","3",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","3","29.5","2","2","75000","1","1","1","BOISE","1","1.592296",
"288","31","3","2","1","24","2","70","1","1","2","8",,,,,"3","11",,,,,"9","0","1","0","1","1","2","3","3","3","4","4","4","6","6","0","0","0","0","0","3","28",,,,,,"3","6","6","6","3","4",,,,"0",,,,,,,,,,"0",,,,,"11","0","0",,,,,"0",,,,,"3","4","62","4","39.5","1","2","75000","1","1","1","BOISE","1","1.592296",
"289","32","3","2","1","24","2","70","1","1","1","2","8",,,,"3","11",,,,,"9","2","2","2","3","4.5","2","3","6","6","3","3","4","6","6","6","6","6","6","6","3",,,,,,,"2","6","4","6","6","2",,,,"3",,,,,,,,,,"1","3",,,,"11","0","0",,,,,"0",,,,,"3","5","0","7","75","0","0",,"1","1","1","BOISE","1","1.592296",
"290","33","3","2","1","24","2","70","1","1","1","8",,,,,"3","11",,,,,"9","1","1","2","2","2","2","6","6","4","4","6","6","5","6","6","6","6","6","6","4","77",,,,,,"4","0","0","0","0","0",,,,"5",,,,,,,,,,"2",,,,,"11","4","3",,,,,"2",,,,,"3","4","62","5","49.5","2","3","125000","1","1","1","BOISE","1","1.592296",
"291","34","3","2","1","24","2","70","1","2","3","8",,,,,"2","11",,,,,"9","1","1","1","2","2","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4",,,,,,,"3","6","6","6","3","4",,,,"5",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"1","5","0","2","21","2","1","25000","1","1","1","BOISE","1","1.592296",
"292","35","3","2","1","24","2","70","1","1","1","8",,,,,"3","11",,,,,"9","2","2","2","2","2","2","4","4","4","4","4","4","4","4","6","6","6","6","6","4",,,,,,,"3","6","6","6","4","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","62","6","59.5","0","4","175000","1","1","1","BOISE","1","1.592296",
"293","36","3","2","1","24","2","70","1","2","1","8",,,,,"5","11",,,,,"9","2","2","1","4","9.5","2","4","3","3","3","4","4","6","6","0","0","2","0","0","0","1",,,,,,"3","6","3","0","0","3",,,,"3",,,,,,,,,,"0",,,,,"7","4","2",,,,,"2",,,,,"2","4","62","6","59.5","1","0",,"1","1","1","BOISE","1","1.592296",
"294","37","3","2","1","24","2","70","1","1","1","8",,,,,"3","11",,,,,"9","1","1","1","1","1","2","6","4","4","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","3",,,,,"2",,,,,"3","4","62","4","39.5","1","2","75000","1","1","1","BOISE","1","1.592296",
"295","38","3","2","1","24","2","70","1","1","3","8",,,,,"3","11",,,,,"9","1","0","1","2","2","2","4","5","4","4","3","5","4","4","4","4","5","4","5","4","77",,,,,,"5","4","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","0","0",,,,,"0",,,,,"3","4","24","3","29.5","2","1","25000","1","1","1","BOISE","1","1.592296",
"296","39","3","2","1","24","2","70","1","1","3","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","3","3","3","3","3","3","3","3","6","6","6","6","6","2",,,,,,,"1","6","6","6","6","2",,,,"4",,,,,,,,,,"2",,,,,"11","3","4",,,,,"2",,,,,"3","4","62","5","49.5","1","0",,"1","1","1","BOISE","1","1.592296",
"297","503","3","3","1","8","2","67","7","2","1","8",,,,,"1","11",,,,,"1","1","2","2","4","9.5","1","4","3","4","3","4","2","3","3","3","2","4","4","2","3","6","33","70",,,,"4","4","4","4","3","3",,,,"3",,,,,,,"18",,,"2",,,,,"1","5","5",,,,,"2",,,,,"1","10","62","5","49.5","1","4","175000","1","1","2","MIAMI","2","1.592296",
