"incident_number","date","time","age","sex","race","last_30_days","patrolzone","patrolzonexy"
"20140083","10/29/2020","00:33","28","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20140345","10/29/2020","14:19","34","M","B","No",,
"20140104","10/29/2020","02:51","25","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20140386","10/29/2020","15:54","29","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20140182","10/29/2020","09:03","44","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"21000176","01/01/2021","09:02","22","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20148115","11/15/2020","05:42","67","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20148197","11/15/2020","11:48","20","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"21000158","01/01/2021","07:50","44","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20148457","11/16/2020","01:46","21","F","B","No","209","POINT (-73.740415174498 42.666432008146)"
"20149899","11/19/2020","08:45","36","F","W","No",,
"20149904","11/19/2020","08:54","37","M","B","No",,
"21001610","01/04/2021","22:40","25","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20150357","11/20/2020","06:36","59","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20150778","11/20/2020","23:20","22","M","H","No","202","POINT (-73.757813044036 42.644585953194)"
"21002020","01/05/2021","19:18","45","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"21001646","01/05/2021","02:43","78","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20150855","11/21/2020","04:22","44","M","W","No","103","POINT (-73.776430210341 42.676455086247)"
"20150844","11/21/2020","03:51","29","F","B","No","109","POINT (-73.785056205674 42.655440005232)"
"21001646","01/05/2021","02:43","78","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20151570","11/23/2020","02:57","31","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20153024","11/26/2020","15:03","40","F","W","No","208","POINT (-73.757143579235 42.675655301837)"
"20153217","11/27/2020","02:48","23","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20153365","11/27/2020","12:03","33","F","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20153949","11/28/2020","18:40","47","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20154006","11/28/2020","22:41","24","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20154413","11/30/2020","01:11","21","F","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20154625","11/30/2020","13:38","33","M",,"No","205","POINT (-73.751921403635 42.650620372849)"
"20154561","11/30/2020","11:24","25","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20154405","11/30/2020","00:30","38","M","W","No","105","POINT (-73.817050656525 42.64607074564)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"21010608","01/26/2021","12:07","36","M","W","Yes","102","POINT (-73.775051594881 42.652317943495)"
"21002517","01/06/2021","23:01","21","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"21002118","01/06/2021","01:15","22","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"21013580","02/02/2021","13:04","19","F","B","Yes","207","POINT (-73.761586992056 42.663792095488)"
"21014021","02/03/2021","13:27","43","M","W","Yes","207","POINT (-73.761586992056 42.663792095488)"
"21013734","02/02/2021","19:41","22","F","W","Yes","101","POINT (-73.779431578042 42.666832835593)"
"21011142","01/27/2021","13:04","44","M","H","Yes","201","POINT (-73.763909085255 42.628714605775)"
"21011315","01/27/2021","20:08","19","F","B","Yes",,
"21002129","01/06/2021","02:23","57","M","B","No","203","POINT (-73.781746725049 42.636101731163)"
"21011994","01/29/2021","11:28","23","M","W","Yes","101","POINT (-73.779431578042 42.666832835593)"
"21012264","01/30/2021","00:54","22","M","W","Yes","207","POINT (-73.761586992056 42.663792095488)"
"21002422","01/06/2021","18:14","63","M","H","No","109","POINT (-73.785056205674 42.655440005232)"
"21012225","01/29/2021","21:40","37","M","B","Yes","103","POINT (-73.776430210341 42.676455086247)"
"21012461","01/30/2021","16:29","34","F","B","Yes","108","POINT (-73.769417826333 42.666456988125)"
"21012365","01/30/2021","11:03","59","F","W","Yes","206","POINT (-73.753308488287 42.659852974374)"
"21011315","01/27/2021","20:08","20","F","B","Yes",,
"21012461","01/30/2021","16:29","53","M","W","Yes","108","POINT (-73.769417826333 42.666456988125)"
"21012264","01/30/2021","00:35","18","F","W","Yes","207","POINT (-73.761586992056 42.663792095488)"
"21012226","01/29/2021","21:40","60","M","W","Yes","103","POINT (-73.776430210341 42.676455086247)"
"21012264","01/30/2021","00:35","21","M",,"Yes","207","POINT (-73.761586992056 42.663792095488)"
"21012865","01/31/2021","17:05","40","M","W","Yes","108","POINT (-73.769417826333 42.666456988125)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20154951","12/01/2020","09:08","28","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
