"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","neighborhood","neighborhoodxy"
"APD*220000944","22073390","2022-05-29T00:00:00.000","22:22","29","M","W","N","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001546","21116621","2021-09-03T00:00:00.000","23:48","26","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Complaint","false","Albany","NY",,
"APD*220000137","22005000","2022-01-26T00:00:00.000","08:40","22","M","W","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000149","22012402","2022-01-26T00:00:00.000","21:45","35","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220001371","22105826","2022-07-28T00:00:00.000","00:31","19","M","B","N","PL","PL 220.09   01    CF4","CRIM POSS NARCO DRUG",,"Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000942","22073362","2022-05-29T00:00:00.000","21:49","49","M","B","N","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001601","22122703","2022-08-27T00:00:00.000","15:04","62","M","H","H","PL","PL 265.01   01    AM4","CRIM POSS WEAP FIREARM/KNIFE","C","Crime in Progress","true","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)"
"APD*220001143","21102968","2022-06-29T00:00:00.000","09:30","55","M","W","N","PL","PL 165.45   02    EF4","CPSP 4 CREDIT CARD","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001596","22122531","2022-08-27T00:00:00.000","03:45","27","M","B","N","PL","PL 270.25         AM3","UNLAWFUL FLEEING A POLICE OFFICER IN A MOTOR VEHICLE-3RD DEG","C","Arrest Warrant","true","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220001145","22089846","2022-06-29T00:00:00.000","10:27","55","M","B","N","PL","PL 220.16   12    BF3","CRIM POSS CONTR SUB/NARCO","C","Crime in Progress","false","Albany","NY",,
"APD*220000771","21148846","2022-05-03T00:00:00.000","04:25","20","M","B","N","PL","PL 245.15         AM0","UNLAWFUL DISSEMINATION OR PUB OF AN INTIMATE IMAGE","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000148","21133516","2022-01-26T00:00:00.000","21:15","31","F","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000138","21167524","2022-01-26T00:00:00.000","09:25","47","M","B","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000139","21080866","2022-01-26T00:00:00.000","09:55","28","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000575","21157800","2022-04-06T00:00:00.000","09:42","30","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001593","22122391","2022-08-26T00:00:00.000","21:55","18","M","B","N","PL","PL 265.03   01B   CF2","CRIMINAL POSSESSION OF A WEAPON-2ND DEGREE: LOADED FIREARM","C","Complaint","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000940","21175540","2022-05-29T00:00:00.000","13:43","37","F","W","N","PL","PL 140.10   0B    BM3","CRIM TRESPASS 3RD - SCHOOL","C","Arrest Warrant","false","Albany","NY",,
"APD*220000136","22004882","2022-01-26T00:00:00.000","08:45","22","M","W","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000361","22006467","2022-03-01T00:00:00.000","10:00","31","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000146","21156173","2022-01-26T00:00:00.000","21:15","31","F","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001272","22099372","2022-07-16T00:00:00.000","10:27","29","F","B","U","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY",,
"APD*220001471","22112734","2022-08-10T00:00:00.000","18:31","36","M","B","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","true","Albany","NY",,
"APD*220000672","22051259","2022-04-17T00:00:00.000","00:44","45","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Complaint","false","Albany","NY",,
"APD*220000322","20165708","2022-02-22T00:00:00.000","10:50","31","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001466","6433284","2022-08-10T00:00:00.000","09:15","19","M","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000324","21110282","2022-02-22T00:00:00.000","11:48","24","F","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000994","22077246","2022-06-06T00:00:00.000","00:04","25","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001550","22116253","2022-08-23T00:00:00.000","09:15","30","M","O","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000885","21159504","2022-05-23T00:00:00.000","10:09","52","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY",,
"APD*220001553","22120439","2022-08-23T00:00:00.000","11:46","57","F","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY",,
"APD*220001595","22122407","2022-08-26T00:00:00.000","21:15","22","M","B","N","PL","PL 265.03   03S   CF2","CRIMINAL POSSESSION WEAPON-2ND:LOADED FIREARM-SCHOOL GROUNDS","C","Crime in Progress","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000199","22015187","2022-02-02T00:00:00.000","03:15","50","M","B","N","PL","PL 120.15         BM3","MENACING 3RD","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000203","22015489","2022-02-02T00:00:00.000","16:22","39","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001148","22089852","2022-06-29T00:00:00.000","10:41","28","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000585","22046446","2022-04-07T00:00:00.000","20:01","29","M","W","N","PL","PL 220.09   04    CF4","CRIM POSS STIMULANT","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220001474","22113449","2022-08-10T00:00:00.000","23:24","29","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","true","Albany","NY","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*220000321","22017591","2022-02-22T00:00:00.000","09:00","31","F","H","U","PL","PL 120.00   02    AM3","ASLT  RECKLSLY CAUSE PHYS INJRY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000598","22047571","2022-04-10T00:00:00.000","02:38","22","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY",,
"APD*220000325","20111509","2022-02-22T00:00:00.000","11:48","24","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000605","22047884","2022-04-10T00:00:00.000","18:57","31","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000527","22040733","2022-03-28T00:00:00.000","09:17","40","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Complaint","false","Albany","NY",,
"APD*220001152","19057635","2022-06-29T00:00:00.000","21:31","35","F","W","H","PL","PL 140.20         DF3","BURGLARY 3RD","C","Arrest Warrant","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001005","22077798","2022-06-06T00:00:00.000","21:47","28","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001596","21101901","2021-09-09T00:00:00.000","11:22","25","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000572","22045519","2022-04-06T00:00:00.000","01:28","19","F","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*210001914","21137975","2021-10-13T00:00:00.000","00:43","49","F","W","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY",,
"APD*220000323","20092514","2022-02-22T00:00:00.000","11:48","24","F","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001599","22122629","2022-08-27T00:00:00.000","11:50","30","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","true","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220000941","22073269","2022-05-29T00:00:00.000","17:45","31","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220001603","22122776","2022-08-27T00:00:00.000","16:54","62","M","H","H","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","true","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)"
"APD*220001375","22106282","2022-07-28T00:00:00.000","19:16","26","M","B","N","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Arrest Warrant","false","Albany","NY","Campus Area","POINT (-73.8190201566 42.6848032061)"
"APD*220001597","22122564","2022-08-27T00:00:00.000","07:49","41","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","true","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220001054","22082077","2022-06-14T00:00:00.000","15:18","39","F","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*210001545","21116571","2021-09-03T00:00:00.000","21:36","28","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000387","22029852","2022-03-04T00:00:00.000","07:05","23","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001603","21119593","2021-09-09T00:00:00.000","15:45","21","M","B","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Crime in Progress","false","Albany","NY",,
"APD*220000831","22064184","2022-05-13T00:00:00.000","05:51","31","F","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP",,"Crime in Progress","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220000897","22069449","2022-05-24T00:00:00.000","17:00","34","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Complaint","false","Albany","NY",,
"APD*220001141","21163142","2022-06-29T00:00:00.000","08:18","48","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000084","22007576","2022-01-17T00:00:00.000","04:55","24","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001277","22099524","2022-07-16T00:00:00.000","18:03","55","M","W","N","PL","PL 155.30   01    EF4","GR LAR 4-VALUE PROPERTY GREATER THAN $1000","C","Crime in Progress","false","Albany","NY",,
"APD*220000407","22031441","2022-03-07T00:00:00.000","14:52","40","M","W","H","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000371","22019549","2022-03-02T00:00:00.000","13:31","18","M","B","N","PL","PL 125.25   02    AF2","MURDER/DEPRAVED INDIFFERENCE","A","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001607","21119669","2021-09-09T00:00:00.000","18:31","48","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*210002138","21117363","2021-11-12T00:00:00.000","13:00","30","M","B","N","PL","PL 240.30   1A    AM2","AGG HARASSMENT-2:PHONE/TELEGRAPH/WRITE/PERSON TO ANNOY/ALARM","C","Arrest Warrant","false","Albany","NY",,
"APD*220001142","21155138","2022-06-29T00:00:00.000","08:18","48","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000992","22077234","2022-06-06T00:00:00.000","00:04","25","M","B","N","PL","PL 160.10   01    CF2","ROBBERY 2ND/AIDED BY ANOTHER","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000403","22031097","2022-03-06T00:00:00.000","20:39","33","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000230","22017772","2022-02-07T00:00:00.000","17:43","65","M","W","N","PL","PL 220.09   07    CF4","CRIM POSS HALLUCINOGENIC SUBST","C","Other","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000998","22077371","2022-06-06T00:00:00.000","08:52","52","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001610","21119665","2021-09-09T00:00:00.000","18:26","35","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000414","22032073","2022-03-08T00:00:00.000","17:18","31","F","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*210001860","21134183","2021-10-06T00:00:00.000","02:13","28","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001149","22089852","2022-06-29T00:00:00.000","10:41","31","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*210002175","21156457","2021-11-17T00:00:00.000","07:37","49","M","W","N","PL","PL 220.16   12    BF3","CRIM POSS CONTR SUB/NARCO",,"Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220001004","22051984","2022-06-06T00:00:00.000","17:08","18","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000606","22047929","2022-04-10T00:00:00.000","22:26","51","M","B","N","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Crime in Progress","false","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)"
"APD*220000567","22032072","2022-04-05T00:00:00.000","12:30","30","M","B","N","PL","PL 135.05         AM2","UNLAWFUL IMPRISONMENT 2ND","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001871","21134701","2021-10-06T00:00:00.000","22:00","51","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND",,"Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001611","21119669","2021-09-09T00:00:00.000","18:31","32","M","M","N","PL","PL 220.18   01    AF2","CRIM POSS NARCO DRUG","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220001001","22059435","2022-06-06T00:00:00.000","12:45","50","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
