"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","neighborhood","neighborhoodxy"
"APD*220001320","22101243","2022-07-21T00:00:00.000","18:00","47","M","W","N","PL","PL 120.05   01    DF2","ASLT W/INT CAUS SERIOUS PH INJ","C","Complaint","false","Albany","NY","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*220000312","22024393","2022-02-20T00:00:00.000","16:17","22","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000876","22068597","2022-05-21T00:00:00.000","09:04","35","M","B","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000313","22024372","2022-02-20T00:00:00.000","16:06","22","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000656","20142666","2022-04-14T00:00:00.000","12:30","33","F","B","N","PL","PL 260.10   01    AM0","ACT IN MANNER INJUR CHILD LESS THAN 16","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000522","22040505","2022-03-26T00:00:00.000","13:26","32","F","I","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Complaint","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*220000523","22040520","2022-03-26T00:00:00.000","14:39","24","F","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000658","22050065","2022-04-14T00:00:00.000","16:35","34","M","B","N","PL","PL 120.15         BM3","MENACING 3RD","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000660","22050150","2022-04-14T00:00:00.000","19:30","27","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY",,
"APD*220001230","22095570","2022-07-09T00:00:00.000","03:28","36","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000252","22019201","2022-02-10T00:00:00.000","17:10","32","F","B","N","PL","PL 140.30   02    BF1","BURG/ILL NIGHT ENTRY CAUS INJ","C","Complaint","false","Albany","NY","Second Avenue","POINT (-73.7709999112 42.6382298663)"
"APD*210002179","21155311","2021-11-17T00:00:00.000","14:25","50","M","B","N","PL","PL 215.51   BV    EF1","CRIM CONTEMPT-1ST-PHY CONTACT","C","Arrest Warrant","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*210002325","21168576","2021-12-13T00:00:00.000","01:58","21","M","O","H","PL","PL 165.15   12    AM0","THEFT OF SERVICES SALON/BEAUTY SHOP/BARBERSHOP PREV CONVICT",,"Crime in Progress","false","Albany","NY",,
"APD*220000661","22050256","2022-04-14T00:00:00.000","23:24","40","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Order of Protection","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210002072","21147930","2021-10-31T00:00:00.000","21:41","18","F","O","H","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","false","Albany","NY","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"APD*220000766","22058267","2022-05-01T00:00:00.000","18:16","42","M","B","H","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY",,
"APD*210002419","21148579","2021-12-31T00:00:00.000","21:39","31","M","W","N","PL","PL 240.30   01B   AM2","AGG/HAR 2 CAUSES COMM. TO BE INITIATED","C","Arrest Warrant","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220001443","22111869","2022-08-08T00:00:00.000","08:33","23","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Order of Protection","true","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220000121","22010780","2022-01-23T00:00:00.000","17:35","18","F","B","N","PL","PL 265.01   01    AM4","CRIM POSS WEAP FIREARM/KNIFE","C","Crime in Progress","false","Albany","NY",,
"APD*220000071","21173175","2022-01-13T00:00:00.000","10:45","22","M","B","N","PL","PL 160.15   04    BF1","ROB 1ST/DISPLAY FIREARM","C","Other","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220000192","22004828","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY",,
"APD*220000069","21088420","2022-01-13T00:00:00.000","10:50","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000253","22019498","2022-02-10T00:00:00.000","19:00","40","M","B","N","PL","PL 155.30   01    EF4","GR LAR 4-VALUE PROPERTY GREATER THAN $1000","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000250","22019047","2022-02-10T00:00:00.000","05:02","24","F","O","N","PL","PL 215.51   BV    EF1","CRIM CONTEMPT-1ST-PHY CONTACT","C","Order of Protection","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000255","22019549","2022-02-11T00:00:00.000","01:15","18","M","H","N","PL","PL 115.05         CF2","CRIMINAL FACILITATION 2ND","C","Crime in Progress","false","Albany","NY",,
"APD*220000805","22062334","2022-05-09T00:00:00.000","20:15","33","F","B","N","PL","PL 165.15   03    AM0","INTENT/FRAUD OBT TRANS W/O PAY","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000521","22040451","2022-03-26T00:00:00.000","10:47","23","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000519","22040328","2022-03-26T00:00:00.000","01:41","32","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND",,"Crime in Progress","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*220000119","22010640","2022-01-23T00:00:00.000","11:18","42","F","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000123","22010780","2022-01-23T00:00:00.000","17:35","23","F","B","U","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY",,
"APD*220000935","21149779","2022-05-27T00:00:00.000","12:09","39","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*210002326","21157099","2021-12-13T00:00:00.000","12:10","19","M","B","N","PL","PL 125.25   01    AF2","MURDER  INTENTION","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000122","22010820","2022-01-23T00:00:00.000","19:29","44","M","W","N","PL","PL 160.10   02A   CF2","ROB 2 CAUSES PHYSICAL INJURY","C","Crime in Progress","false","Albany","NY",,
"APD*220000057","22005118","2022-01-11T00:00:00.000","20:00","60","F","B","N","PL","PL 220.09   01    CF4","CRIM POSS NARCO DRUG","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000520","22040333","2022-03-26T00:00:00.000","01:49","39","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON",,"Order of Protection","false","Albany","NY","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"APD*220000118","22010547","2022-01-23T00:00:00.000","04:30","39","F","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220001134","22089266","2022-06-28T00:00:00.000","11:09","39","F","B","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*210002363","21172068","2021-12-20T00:00:00.000","02:57","39","M","O","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY",,
"APD*210002068","21147600","2021-10-31T00:00:00.000","02:53","36","F","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220001121","22088910","2022-06-27T00:00:00.000","18:51","31","M","H","H","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY",,
"APD*220000124","22010161","2022-01-23T00:00:00.000","19:21","44","M","W","N","PL","PL 165.45   02    EF4","CPSP 4 CREDIT CARD","C","Complaint","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001135","22089188","2022-06-28T00:00:00.000","08:44","39","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*220000056","22005118","2022-01-11T00:00:00.000","20:00","55","F","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000933","22067559","2022-05-27T00:00:00.000","09:55","37","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001260","22098240","2022-07-14T00:00:00.000","10:01","26","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*220000449","22035440","2022-03-16T00:00:00.000","08:49","28","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY",,
"APD*220001327","22102808","2022-07-22T00:00:00.000","12:51","33","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*220000404","22031218","2022-03-07T00:00:00.000","07:24","26","M","W","N","PL","PL 205.30         AM0","RESISTING ARREST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001865","21091168","2021-10-06T00:00:00.000","16:19","28","M","B","N","PL","PL 120.25         DF1","RECKLESS ENDANGERMENT 1ST","C","Crime in Progress","false","Albany","NY",,
"APD*220000823","22063283","2022-05-11T00:00:00.000","14:46","33","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*210002372","20161605","2021-12-22T00:00:00.000","02:24","21","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Arrest Warrant","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000452","22014815","2022-03-16T00:00:00.000","19:02","22","M","W","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Complaint","false","Albany","NY",,
"APD*220001232","22095587","2022-07-09T00:00:00.000","03:50","36","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY",,
"APD*220001136","22065699","2022-06-28T00:00:00.000","14:00","25","M","B","N","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001077","22084961","2022-06-20T00:00:00.000","10:29","52","M","W","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Complaint","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220000070","22005828","2022-01-13T00:00:00.000","10:44","22","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*210002327","21168781","2021-12-13T00:00:00.000","11:14","21","M","B","N","PL","PL 265.01-B       EF0","CRIMINAL POSSESSION FIREARM","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000068","21086077","2022-01-13T00:00:00.000","10:50","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002009","20064392","2021-10-22T00:00:00.000","10:20","20","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*210002011","21143180","2021-10-22T00:00:00.000","15:05","53","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*220001039","22080702","2022-06-12T00:00:00.000","01:30","50","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Order of Protection","false","Albany","NY","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*220001127","22074273","2022-06-28T00:00:00.000","08:44","39","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220001264","22098410","2022-07-14T00:00:00.000","14:50","26","M","B","N","PL","PL 120.05         DF2","ASSAULT -2ND","C","Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*210002004","21142908","2021-10-22T00:00:00.000","01:12","53","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000254","22019549","2022-02-11T00:00:00.000","01:15","18","M","B","N","PL","PL 125.25   02    AF2","MURDER/DEPRAVED INDIFFERENCE","A","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001078","22085124","2022-06-20T00:00:00.000","16:20","53","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220000257","22020020","2022-02-11T00:00:00.000","17:29","20","M","B","N","PL","PL 160.15   03    BF1","ROB  FORCBLE THEFT W/USE-INSTRM","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000256","22019998","2022-02-11T00:00:00.000","17:29","20","M","B","N","PL","PL 160.15   03    BF1","ROB  FORCBLE THEFT W/USE-INSTRM","C","Crime in Progress","false","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)"
"APD*220000765","22058059","2022-05-01T00:00:00.000","09:24","53","M","B","N","PL","PL 160.10   02A   CF2","ROB 2 CAUSES PHYSICAL INJURY","C","Crime in Progress","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220000570","21177102","2022-04-05T00:00:00.000","22:13","30","M","B","N","PL","PL 165.45   02    EF4","CPSP 4 CREDIT CARD","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210002276","21163789","2021-12-02T00:00:00.000","20:59","22","M","H","H","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000451","22035540","2022-03-16T00:00:00.000","12:06","26","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*210002280","20043445","2021-12-02T00:00:00.000","14:30","44","M","B","N","PL","PL 105.15         BF2","CONSPIRACY -2ND","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002274","21163458","2021-12-02T00:00:00.000","11:03","33","F","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000764","22058017","2022-05-01T00:00:00.000","04:13","36","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001075","22084855","2022-06-20T00:00:00.000","02:56","55","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000814","22062842","2022-05-10T00:00:00.000","17:50","38","F","W","N","PL","PL 140.10         BM3","CRIMINAL TRESPASS 3RD","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000825","22061181","2022-05-11T00:00:00.000","17:55","26","M","B","N","PL","PL 125.25   01    AF2","MURDER  INTENTION","A","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001089","22034385","2022-06-20T00:00:00.000","12:20","54","M","B","U","PL","PL 265.01   01    AM4","CRIM POSS WEAP FIREARM/KNIFE","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001079","22084992","2022-06-20T00:00:00.000","20:30","29","M","W","N","PL","PL 265.01   01    AM4","CRIM POSS WEAP FIREARM/KNIFE","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000526","22041183","2022-03-27T00:00:00.000","22:34","33","M","W","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*210002392","20074632","2021-12-25T00:00:00.000","04:42","29","M","B","N","PL","PL 165.45   05    EF4","CPSP 4 VEHICLE XCEPT MTRCYCLE","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000453","22035796","2022-03-16T00:00:00.000","22:09","28","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001442","22111795","2022-08-08T00:00:00.000","03:34","46","M","W","H","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000824","22063283","2022-05-11T00:00:00.000","14:46","23","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220000818","22063022","2022-05-11T00:00:00.000","01:04","45","M","W","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Crime in Progress","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220000806","22062367","2022-05-09T00:00:00.000","21:40","38","F","B","N","PL","PL 220.16   12    BF3","CRIM POSS CONTR SUB/NARCO","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001040","22072320","2022-06-12T00:00:00.000","07:30","37","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000455","22035794","2022-03-16T00:00:00.000","22:34","34","F","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001042","22081083","2022-06-12T00:00:00.000","22:20","31","M","B","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210002003","19121964","2021-10-22T00:00:00.000","01:40","51","M","B","N","PL","PL 245.00         BM0","PUBLIC LEWDNESS","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001366","22105274","2022-07-27T00:00:00.000","07:01","30","M","B","H","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220000982","22076764","2022-06-05T00:00:00.000","00:20","31","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000803","22062113","2022-05-09T00:00:00.000","14:15","44","F","B","N","PL","PL 270.05   02    BM0","UNLAW POSSESS NOXIOUS MATTER","C","Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220001080","22085308","2022-06-20T00:00:00.000","22:56","29","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000665","22034838","2022-04-15T00:00:00.000","19:03","54","M","H","H","PL","PL 160.15   04    BF1","ROB 1ST/DISPLAY FIREARM","C","Complaint","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001363","22105251","2022-07-27T00:00:00.000","04:19","33","M","B","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000355","22028144","2022-02-28T00:00:00.000","17:55","42","M","B","N","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV","C","Crime in Progress","false","Albany","NY",,
"APD*220000317","22024714","2022-02-21T00:00:00.000","14:06","45","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)"
"APD*210002010","21104437","2021-10-22T00:00:00.000","11:00","29","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000318","22024714","2022-02-21T00:00:00.000","14:06","25","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)"
"APD*220000990","22077224","2022-06-05T00:00:00.000","22:39","36","M","W","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000190","22004802","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY",,
"APD*220001043","22081107","2022-06-12T00:00:00.000","23:38","25","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000808","22062477","2022-05-10T00:00:00.000","03:07","39","F","B","N","PL","PL 190.23         BM0","FALSE PERSONATION","C","Crime in Progress","false","Albany","NY",,
"APD*210002012","21143208","2021-10-22T00:00:00.000","21:00","19","M","H","H","PL","PL 120.25         DF1","RECKLESS ENDANGERMENT 1ST","C","Other","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000197","22014969","2022-02-01T00:00:00.000","16:20","18","M","B","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001446","22112038","2022-08-08T00:00:00.000","13:50","53","M","B","N","PL","PL 220.50   02    AM2","CRIM USE DRUG PARA - 2ND","C","Crime in Progress","true","Albany","NY",,
"APD*210002395","21174609","2021-12-25T00:00:00.000","23:03","60","M","W","N","PL","PL 135.05         AM2","UNLAWFUL IMPRISONMENT 2ND",,"Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002393","21174531","2021-12-25T00:00:00.000","17:16","43","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000194","21173559","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Complaint","false","Albany","NY",,
"APD*220001447","22112038","2022-08-08T00:00:00.000","13:50","28","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","true","Albany","NY",,
"APD*220001233","22095718","2022-07-09T00:00:00.000","12:47","24","F","A","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000319","22024866","2022-02-21T00:00:00.000","21:38","53","M","W","U","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220000985","22076783","2022-06-05T00:00:00.000","01:11","56","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000191","21166420","2022-02-01T00:00:00.000","08:55","31","M","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY",,
"APD*220000987","22076829","2022-06-05T00:00:00.000","04:50","38","M","B","N","PL","PL 121.11         AM0","CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION","C","Order of Protection","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000196","22014726","2022-02-01T00:00:00.000","12:50","26","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001268","19028466","2022-07-14T00:00:00.000","23:27","44","M","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","Second Avenue","POINT (-73.7709999112 42.6382298663)"
