"operation_number","country_name","date","transaction_type","amount","fund_code","fund_code_description","year","month","loan_number"
"AR-L1013","Argentina","2011-11-30T00:00:00.000","DISBURSEMENT","414386.34","ORC","Ordinary Capital","2011","11","2005/OC-AR"
"AR-L1013","Argentina","2014-01-31T00:00:00.000","DISBURSEMENT","448646.02","ORC","Ordinary Capital","2014","1","2005/OC-AR"
"AR-L1013","Argentina","2015-11-30T00:00:00.000","DISBURSEMENT","2476899.27","ORC","Ordinary Capital","2015","11","2005/OC-AR"
"AR-L1013","Argentina","2009-08-31T00:00:00.000","INTEREST REPAYMENT","3397.69","ORC","Ordinary Capital","2009","8","2005/OC-AR"
"AR-L1013","Argentina","2009-05-31T00:00:00.000","DISBURSEMENT","828101.93","ORC","Ordinary Capital","2009","5","2005/OC-AR"
"AR-L1013","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","332809.75","ORC","Ordinary Capital","2010","12","2005/OC-AR"
"AR-L1013","Argentina","2011-09-30T00:00:00.000","DISBURSEMENT","289824.06","ORC","Ordinary Capital","2011","9","2005/OC-AR"
"AR-L1013","Argentina","2011-06-30T00:00:00.000","DISBURSEMENT","201893.61","ORC","Ordinary Capital","2011","6","2005/OC-AR"
"AR-L1013","Argentina","2012-08-31T00:00:00.000","DISBURSEMENT","224618.91","ORC","Ordinary Capital","2012","8","2005/OC-AR"
"AR-L1013","Argentina","2012-02-29T00:00:00.000","INTEREST REPAYMENT","16505.87","ORC","Ordinary Capital","2012","2","2005/OC-AR"
"AR-L1013","Argentina","2010-11-30T00:00:00.000","DISBURSEMENT","156941.79","ORC","Ordinary Capital","2010","11","2005/OC-AR"
"AR-L1013","Argentina","2013-02-28T00:00:00.000","INTEREST REPAYMENT","47566.31","ORC","Ordinary Capital","2013","2","2005/OC-AR"
"AR-L1013","Argentina","2013-09-30T00:00:00.000","DISBURSEMENT","512634.26","ORC","Ordinary Capital","2013","9","2005/OC-AR"
"AR-L1013","Argentina","2015-07-31T00:00:00.000","DISBURSEMENT","573531.29","ORC","Ordinary Capital","2015","7","2005/OC-AR"
"AR-L1013","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","361788.99","ORC","Ordinary Capital","2013","12","2005/OC-AR"
"AR-L1013","Argentina","2015-03-31T00:00:00.000","DISBURSEMENT","353119.08","ORC","Ordinary Capital","2015","3","2005/OC-AR"
"AR-L1013","Argentina","2010-03-31T00:00:00.000","INTEREST REPAYMENT","6322.7","ORC","Ordinary Capital","2010","3","2005/OC-AR"
"AR-L1013","Argentina","2012-06-30T00:00:00.000","DISBURSEMENT","401750.85","ORC","Ordinary Capital","2012","6","2005/OC-AR"
"AR-L1013","Argentina","2011-08-31T00:00:00.000","INTEREST REPAYMENT","9867.79","ORC","Ordinary Capital","2011","8","2005/OC-AR"
"AR-L1013","Argentina","2012-08-31T00:00:00.000","INTEREST REPAYMENT","20360.82","ORC","Ordinary Capital","2012","8","2005/OC-AR"
"AR-L1013","Argentina","2015-02-28T00:00:00.000","INTEREST REPAYMENT","95634.97","ORC","Ordinary Capital","2015","2","2005/OC-AR"
"AR-L1013","Argentina","2014-04-30T00:00:00.000","DISBURSEMENT","365099.47","ORC","Ordinary Capital","2014","4","2005/OC-AR"
"AR-L1013","Argentina","2014-12-31T00:00:00.000","DISBURSEMENT","900431.1","ORC","Ordinary Capital","2014","12","2005/OC-AR"
"AR-L1013","Argentina","2015-12-31T00:00:00.000","DISBURSEMENT","800000","ORC","Ordinary Capital","2015","12","2005/OC-AR"
"AR-L1013","Argentina","2015-08-31T00:00:00.000","LOAN REPAYMENT","253602.38","ORC","Ordinary Capital","2015","8","2005/OC-AR"
"AR-L1013","Argentina","2012-03-31T00:00:00.000","DISBURSEMENT","383310.3","ORC","Ordinary Capital","2012","3","2005/OC-AR"
"AR-L1013","Argentina","2012-09-30T00:00:00.000","DISBURSEMENT","566116","ORC","Ordinary Capital","2012","9","2005/OC-AR"
"AR-L1014","Argentina","2009-03-31T00:00:00.000","INTEREST REPAYMENT","2846537.89","ORC","Ordinary Capital","2009","3","1851/OC-AR"
"AR-L1014","Argentina","2009-06-30T00:00:00.000","DISBURSEMENT","34605016.01","ORC","Ordinary Capital","2009","6","1851/OC-AR"
"AR-L1014","Argentina","2010-03-31T00:00:00.000","INTEREST REPAYMENT","6133633.41","ORC","Ordinary Capital","2010","3","1851/OC-AR"
"AR-L1014","Argentina","2010-06-30T00:00:00.000","DISBURSEMENT","25918718.82","ORC","Ordinary Capital","2010","6","1851/OC-AR"
"AR-L1014","Argentina","2009-08-31T00:00:00.000","DISBURSEMENT","16676264.73","ORC","Ordinary Capital","2009","8","1851/OC-AR"
"AR-L1014","Argentina","2013-04-30T00:00:00.000","INTEREST REPAYMENT","16566126.06","ORC","Ordinary Capital","2013","4","1851/OC-AR"
"AR-L1014","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","31257716.11","ORC","Ordinary Capital","2013","12","1851/OC-AR"
"AR-L1014","Argentina","2011-06-30T00:00:00.000","DISBURSEMENT","48770729.14","ORC","Ordinary Capital","2011","6","1851/OC-AR"
"AR-L1014","Argentina","2010-05-31T00:00:00.000","DISBURSEMENT","23691251.59","ORC","Ordinary Capital","2010","5","1851/OC-AR"
"AR-L1014","Argentina","2014-03-31T00:00:00.000","LOAN REPAYMENT","28597851.79","ORC","Ordinary Capital","2014","3","1851/OC-AR"
"AR-L1014","Argentina","2008-09-30T00:00:00.000","INTEREST REPAYMENT","1982405.7","ORC","Ordinary Capital","2008","9","1851/OC-AR"
"AR-L1014","Argentina","2011-09-30T00:00:00.000","INTEREST REPAYMENT","10353795.44","ORC","Ordinary Capital","2011","9","1851/OC-AR"
"AR-L1014","Argentina","2013-09-30T00:00:00.000","DISBURSEMENT","23516686.86","ORC","Ordinary Capital","2013","9","1851/OC-AR"
"AR-L1014","Argentina","2010-03-31T00:00:00.000","DISBURSEMENT","16683487.31","ORC","Ordinary Capital","2010","3","1851/OC-AR"
"AR-L1014","Argentina","2008-12-31T00:00:00.000","DISBURSEMENT","24832400.73","ORC","Ordinary Capital","2008","12","1851/OC-AR"
"AR-L1014","Argentina","2007-02-28T00:00:00.000","COMMITMENT","1200000000","ORC","Ordinary Capital","2007","2","1851/OC-AR"
"AR-L1014","Argentina","2013-05-31T00:00:00.000","DISBURSEMENT","20917021.17","ORC","Ordinary Capital","2013","5","1851/OC-AR"
"AR-L1014","Argentina","2009-10-31T00:00:00.000","DISBURSEMENT","54853890.4","ORC","Ordinary Capital","2009","10","1851/OC-AR"
"AR-L1014","Argentina","2009-11-30T00:00:00.000","DISBURSEMENT","3426018.79","ORC","Ordinary Capital","2009","11","1851/OC-AR"
"AR-L1014","Argentina","2010-08-31T00:00:00.000","DISBURSEMENT","28475333.6","ORC","Ordinary Capital","2010","8","1851/OC-AR"
"AR-L1014","Argentina","2010-11-30T00:00:00.000","DISBURSEMENT","16647894.47","ORC","Ordinary Capital","2010","11","1851/OC-AR"
"AR-L1014","Argentina","2010-09-30T00:00:00.000","INTEREST REPAYMENT","7459533.37","ORC","Ordinary Capital","2010","9","1851/OC-AR"
"AR-L1014","Argentina","2012-10-31T00:00:00.000","DISBURSEMENT","23892551.66","ORC","Ordinary Capital","2012","10","1851/OC-AR"
"AR-L1014","Argentina","2013-09-30T00:00:00.000","LOAN REPAYMENT","27117462.52","ORC","Ordinary Capital","2013","9","1851/OC-AR"
"AR-L1014","Argentina","2013-02-28T00:00:00.000","DISBURSEMENT","12864546.62","ORC","Ordinary Capital","2013","2","1851/OC-AR"
"AR-L1014","Argentina","2015-09-30T00:00:00.000","LOAN REPAYMENT","29680908.93","ORC","Ordinary Capital","2015","9","1851/OC-AR"
"AR-L1014","Argentina","2011-07-31T00:00:00.000","DISBURSEMENT","24647682.68","ORC","Ordinary Capital","2011","7","1851/OC-AR"
"AR-L1014","Argentina","2009-07-31T00:00:00.000","DISBURSEMENT","15768441.58","ORC","Ordinary Capital","2009","7","1851/OC-AR"
"AR-L1014","Argentina","2012-11-30T00:00:00.000","DISBURSEMENT","22504345.53","ORC","Ordinary Capital","2012","11","1851/OC-AR"
"AR-L1014","Argentina","2008-11-30T00:00:00.000","DISBURSEMENT","6261054.11","ORC","Ordinary Capital","2008","11","1851/OC-AR"
"AR-L1014","Argentina","2011-09-30T00:00:00.000","DISBURSEMENT","18977486.27","ORC","Ordinary Capital","2011","9","1851/OC-AR"
"AR-L1014","Argentina","2012-10-31T00:00:00.000","INTEREST REPAYMENT","12460275.27","ORC","Ordinary Capital","2012","10","1851/OC-AR"
"AR-L1014","Argentina","2011-03-31T00:00:00.000","INTEREST REPAYMENT","9184515.27","ORC","Ordinary Capital","2011","3","1851/OC-AR"
"AR-L1014","Argentina","2010-10-31T00:00:00.000","DISBURSEMENT","25329900","ORC","Ordinary Capital","2010","10","1851/OC-AR"
"AR-L1014","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","95009406.89","ORC","Ordinary Capital","2010","12","1851/OC-AR"
"AR-L1014","Argentina","2013-04-30T00:00:00.000","DISBURSEMENT","8668786.21","ORC","Ordinary Capital","2013","4","1851/OC-AR"
"AR-L1014","Argentina","2008-03-31T00:00:00.000","INTEREST REPAYMENT","1650042.98","ORC","Ordinary Capital","2008","3","1851/OC-AR"
"AR-L1014","Argentina","2010-09-30T00:00:00.000","DISBURSEMENT","34452550.64","ORC","Ordinary Capital","2010","9","1851/OC-AR"
"AR-L1014","Argentina","2011-05-31T00:00:00.000","DISBURSEMENT","23471423.53","ORC","Ordinary Capital","2011","5","1851/OC-AR"
"AR-L1014","Argentina","2012-03-31T00:00:00.000","INTEREST REPAYMENT","12499608.16","ORC","Ordinary Capital","2012","3","1851/OC-AR"
"AR-L1014","Argentina","2012-12-31T00:00:00.000","DISBURSEMENT","13036180","ORC","Ordinary Capital","2012","12","1851/OC-AR"
"AR-L1014","Argentina","2013-09-30T00:00:00.000","INTEREST REPAYMENT","20395376.21","ORC","Ordinary Capital","2013","9","1851/OC-AR"
"AR-L1014","Argentina","2015-09-30T00:00:00.000","INTEREST REPAYMENT","20237321.48","ORC","Ordinary Capital","2015","9","1851/OC-AR"
"AR-L1014","Argentina","2009-01-31T00:00:00.000","DISBURSEMENT","15521322.58","ORC","Ordinary Capital","2009","1","1851/OC-AR"
"AR-L1014","Argentina","2011-08-31T00:00:00.000","DISBURSEMENT","31631013.16","ORC","Ordinary Capital","2011","8","1851/OC-AR"
"AR-L1014","Argentina","2007-08-31T00:00:00.000","DISBURSEMENT","35000000","ORC","Ordinary Capital","2007","8","1851/OC-AR"
"AR-L1014","Argentina","2014-03-31T00:00:00.000","INTEREST REPAYMENT","20047647.65","ORC","Ordinary Capital","2014","3","1851/OC-AR"
"AR-L1014","Argentina","2014-09-30T00:00:00.000","LOAN REPAYMENT","28597851.79","ORC","Ordinary Capital","2014","9","1851/OC-AR"
"AR-L1014","Argentina","2010-01-31T00:00:00.000","DISBURSEMENT","31662013.08","ORC","Ordinary Capital","2010","1","1851/OC-AR"
"AR-L1014","Argentina","2015-03-31T00:00:00.000","LOAN REPAYMENT","29680908.93","ORC","Ordinary Capital","2015","3","1851/OC-AR"
"AR-L1014","Argentina","2015-03-31T00:00:00.000","INTEREST REPAYMENT","19340908.18","ORC","Ordinary Capital","2015","3","1851/OC-AR"
"AR-L1014","Argentina","2012-02-29T00:00:00.000","DISBURSEMENT","4260583.01","ORC","Ordinary Capital","2012","2","1851/OC-AR"
"AR-L1014","Argentina","2009-09-30T00:00:00.000","INTEREST REPAYMENT","4231382.89","ORC","Ordinary Capital","2009","9","1851/OC-AR"
"AR-L1014","Argentina","2011-10-31T00:00:00.000","DISBURSEMENT","21806290.3","ORC","Ordinary Capital","2011","10","1851/OC-AR"
"AR-L1014","Argentina","2014-09-30T00:00:00.000","INTEREST REPAYMENT","19963012.43","ORC","Ordinary Capital","2014","9","1851/OC-AR"
"AR-L1014","Argentina","2014-12-31T00:00:00.000","DISBURSEMENT","37907000","ORC","Ordinary Capital","2014","12","1851/OC-AR"
"AR-L1014","Argentina","2008-09-30T00:00:00.000","DISBURSEMENT","7528525.45","ORC","Ordinary Capital","2008","9","1851/OC-AR"
"AR-L1014","Argentina","2011-11-30T00:00:00.000","DISBURSEMENT","48415099.12","ORC","Ordinary Capital","2011","11","1851/OC-AR"
"AR-L1014","Argentina","2011-12-31T00:00:00.000","DISBURSEMENT","40000000","ORC","Ordinary Capital","2011","12","1851/OC-AR"
"AR-L1014","Argentina","2012-08-31T00:00:00.000","DISBURSEMENT","33757986.51","ORC","Ordinary Capital","2012","8","1851/OC-AR"
"AR-L1014","Argentina","2008-07-31T00:00:00.000","DISBURSEMENT","24276520.34","ORC","Ordinary Capital","2008","7","1851/OC-AR"
"AR-L1014","Argentina","2010-04-30T00:00:00.000","DISBURSEMENT","19235174.18","ORC","Ordinary Capital","2010","4","1851/OC-AR"
"AR-L1014","Argentina","2013-03-31T00:00:00.000","DISBURSEMENT","7456020.13","ORC","Ordinary Capital","2013","3","1851/OC-AR"
"AR-L1014","Argentina","2007-11-30T00:00:00.000","DISBURSEMENT","25000000","ORC","Ordinary Capital","2007","11","1851/OC-AR"
"AR-L1014","Argentina","2010-07-31T00:00:00.000","DISBURSEMENT","12281050.89","ORC","Ordinary Capital","2010","7","1851/OC-AR"
"AR-L1014","Argentina","2011-04-30T00:00:00.000","DISBURSEMENT","32249594.67","ORC","Ordinary Capital","2011","4","1851/OC-AR"
"AR-L1019","Argentina","2012-03-31T00:00:00.000","INTEREST REPAYMENT","5130815.94","ORC","Ordinary Capital","2012","3","1842/OC-AR"
"AR-L1019","Argentina","2011-04-30T00:00:00.000","DISBURSEMENT","10620938.26","ORC","Ordinary Capital","2011","4","1842/OC-AR"
"AR-L1019","Argentina","2011-07-31T00:00:00.000","DISBURSEMENT","3335085.89","ORC","Ordinary Capital","2011","7","1842/OC-AR"
"AR-L1019","Argentina","2013-04-30T00:00:00.000","INTEREST REPAYMENT","6239933.93","ORC","Ordinary Capital","2013","4","1842/OC-AR"
"AR-L1019","Argentina","2014-09-30T00:00:00.000","INTEREST REPAYMENT","6660301.13","ORC","Ordinary Capital","2014","9","1842/OC-AR"
"AR-L1019","Argentina","2007-12-31T00:00:00.000","DISBURSEMENT","5075179.91","ORC","Ordinary Capital","2007","12","1842/OC-AR"
"AR-L1019","Argentina","2012-10-31T00:00:00.000","DISBURSEMENT","5038281.17","ORC","Ordinary Capital","2012","10","1842/OC-AR"
"AR-L1019","Argentina","2012-09-30T00:00:00.000","DISBURSEMENT","4120287.89","ORC","Ordinary Capital","2012","9","1842/OC-AR"
"AR-L1019","Argentina","2009-04-30T00:00:00.000","DISBURSEMENT","6611746.4","ORC","Ordinary Capital","2009","4","1842/OC-AR"
"AR-L1019","Argentina","2014-03-31T00:00:00.000","LOAN REPAYMENT","8760094.99","ORC","Ordinary Capital","2014","3","1842/OC-AR"
"AR-L1019","Argentina","2011-10-31T00:00:00.000","DISBURSEMENT","3918449.76","ORC","Ordinary Capital","2011","10","1842/OC-AR"
"AR-L1019","Argentina","2012-03-31T00:00:00.000","DISBURSEMENT","9904722.78","ORC","Ordinary Capital","2012","3","1842/OC-AR"
"AR-L1019","Argentina","2008-08-31T00:00:00.000","DISBURSEMENT","5316979.72","ORC","Ordinary Capital","2008","8","1842/OC-AR"
"AR-L1019","Argentina","2009-07-31T00:00:00.000","DISBURSEMENT","3000402.59","ORC","Ordinary Capital","2009","7","1842/OC-AR"
"AR-L1019","Argentina","2008-04-30T00:00:00.000","DISBURSEMENT","5284706.63","ORC","Ordinary Capital","2008","4","1842/OC-AR"
"AR-L1019","Argentina","2011-12-31T00:00:00.000","DISBURSEMENT","13988744.69","ORC","Ordinary Capital","2011","12","1842/OC-AR"
"AR-L1019","Argentina","2013-09-30T00:00:00.000","INTEREST REPAYMENT","7018030.89","ORC","Ordinary Capital","2013","9","1842/OC-AR"
"AR-L1019","Argentina","2009-03-31T00:00:00.000","DISBURSEMENT","7043282.94","ORC","Ordinary Capital","2009","3","1842/OC-AR"
"AR-L1019","Argentina","2010-09-30T00:00:00.000","DISBURSEMENT","10385216.51","ORC","Ordinary Capital","2010","9","1842/OC-AR"
"AR-L1019","Argentina","2014-03-31T00:00:00.000","INTEREST REPAYMENT","6726536.77","ORC","Ordinary Capital","2014","3","1842/OC-AR"
"AR-L1019","Argentina","2010-03-31T00:00:00.000","DISBURSEMENT","2409985.76","ORC","Ordinary Capital","2010","3","1842/OC-AR"
"AR-L1019","Argentina","2012-11-30T00:00:00.000","DISBURSEMENT","3726339.86","ORC","Ordinary Capital","2012","11","1842/OC-AR"
"AR-L1019","Argentina","2015-03-31T00:00:00.000","INTEREST REPAYMENT","6370757.22","ORC","Ordinary Capital","2015","3","1842/OC-AR"
"AR-L1019","Argentina","2012-07-31T00:00:00.000","DISBURSEMENT","8912161.3","ORC","Ordinary Capital","2012","7","1842/OC-AR"
"AR-L1019","Argentina","2008-07-31T00:00:00.000","DISBURSEMENT","1768671.29","ORC","Ordinary Capital","2008","7","1842/OC-AR"
"AR-L1019","Argentina","2010-03-31T00:00:00.000","INTEREST REPAYMENT","3403737.63","ORC","Ordinary Capital","2010","3","1842/OC-AR"
"AR-L1019","Argentina","2010-02-28T00:00:00.000","DISBURSEMENT","5595226.22","ORC","Ordinary Capital","2010","2","1842/OC-AR"
"AR-L1020","Argentina","2011-08-31T00:00:00.000","DISBURSEMENT","7478046.8","ORC","Ordinary Capital","2011","8","1903/OC-AR"
"AR-L1020","Argentina","2013-10-31T00:00:00.000","DISBURSEMENT","13734367.66","ORC","Ordinary Capital","2013","10","1903/OC-AR"
"AR-L1020","Argentina","2011-09-30T00:00:00.000","DISBURSEMENT","5374298.5","ORC","Ordinary Capital","2011","9","1903/OC-AR"
"AR-L1020","Argentina","2014-08-31T00:00:00.000","DISBURSEMENT","11150333.57","ORC","Ordinary Capital","2014","8","1903/OC-AR"
"AR-L1020","Argentina","2011-05-31T00:00:00.000","INTEREST REPAYMENT","250027.09","ORC","Ordinary Capital","2011","5","1903/OC-AR"
"AR-L1020","Argentina","2010-06-30T00:00:00.000","DISBURSEMENT","10001226.21","ORC","Ordinary Capital","2010","6","1903/OC-AR"
"AR-L1020","Argentina","2011-03-31T00:00:00.000","DISBURSEMENT","5459925.98","ORC","Ordinary Capital","2011","3","1903/OC-AR"
"AR-L1020","Argentina","2014-02-28T00:00:00.000","DISBURSEMENT","4923022.72","ORC","Ordinary Capital","2014","2","1903/OC-AR"
"AR-L1020","Argentina","2010-05-31T00:00:00.000","INTEREST REPAYMENT","67810.81","ORC","Ordinary Capital","2010","5","1903/OC-AR"
"AR-L1020","Argentina","2012-05-31T00:00:00.000","INTEREST REPAYMENT","632133.99","ORC","Ordinary Capital","2012","5","1903/OC-AR"
"AR-L1020","Argentina","2015-05-31T00:00:00.000","LOAN REPAYMENT","5912757.35","ORC","Ordinary Capital","2015","5","1903/OC-AR"
"AR-L1020","Argentina","2015-11-30T00:00:00.000","INTEREST REPAYMENT","3130867.14","ORC","Ordinary Capital","2015","11","1903/OC-AR"
"AR-L1020","Argentina","2013-06-30T00:00:00.000","DISBURSEMENT","803195.77","ORC","Ordinary Capital","2013","6","1903/OC-AR"
"AR-L1020","Argentina","2010-11-30T00:00:00.000","DISBURSEMENT","13672561.33","ORC","Ordinary Capital","2010","11","1903/OC-AR"
"AR-L1020","Argentina","2011-10-31T00:00:00.000","DISBURSEMENT","18622762.68","ORC","Ordinary Capital","2011","10","1903/OC-AR"
"AR-L1020","Argentina","2010-11-30T00:00:00.000","INTEREST REPAYMENT","189099.1","ORC","Ordinary Capital","2010","11","1903/OC-AR"
"AR-L1020","Argentina","2014-11-30T00:00:00.000","LOAN REPAYMENT","5217668.69","ORC","Ordinary Capital","2014","11","1903/OC-AR"
"AR-L1020","Argentina","2013-05-31T00:00:00.000","INTEREST REPAYMENT","1857968.74","ORC","Ordinary Capital","2013","5","1903/OC-AR"
"AR-L1020","Argentina","2015-05-31T00:00:00.000","INTEREST REPAYMENT","2562901.78","ORC","Ordinary Capital","2015","5","1903/OC-AR"
"AR-L1020","Argentina","2011-06-30T00:00:00.000","DISBURSEMENT","14827702.52","ORC","Ordinary Capital","2011","6","1903/OC-AR"
"AR-L1020","Argentina","2010-02-28T00:00:00.000","DISBURSEMENT","4229298.93","ORC","Ordinary Capital","2010","2","1903/OC-AR"
"AR-L1020","Argentina","2012-03-31T00:00:00.000","DISBURSEMENT","16468846.65","ORC","Ordinary Capital","2012","3","1903/OC-AR"
"AR-L1020","Argentina","2013-03-31T00:00:00.000","DISBURSEMENT","8937937.66","ORC","Ordinary Capital","2013","3","1903/OC-AR"
"AR-L1020","Argentina","2012-11-30T00:00:00.000","DISBURSEMENT","22110674","ORC","Ordinary Capital","2012","11","1903/OC-AR"
"AR-L1020","Argentina","2010-05-31T00:00:00.000","DISBURSEMENT","6329497.73","ORC","Ordinary Capital","2010","5","1903/OC-AR"
"AR-L1020","Argentina","2014-05-31T00:00:00.000","DISBURSEMENT","10840799","ORC","Ordinary Capital","2014","5","1903/OC-AR"
"AR-L1020","Argentina","2012-11-30T00:00:00.000","INTEREST REPAYMENT","639957.36","ORC","Ordinary Capital","2012","11","1903/OC-AR"
"AR-L1020","Argentina","2012-05-31T00:00:00.000","DISBURSEMENT","8045990.87","ORC","Ordinary Capital","2012","5","1903/OC-AR"
"AR-L1020","Argentina","2014-05-31T00:00:00.000","INTEREST REPAYMENT","2354191.78","ORC","Ordinary Capital","2014","5","1903/OC-AR"
"AR-L1020","Argentina","2014-11-30T00:00:00.000","INTEREST REPAYMENT","2491954.56","ORC","Ordinary Capital","2014","11","1903/OC-AR"
"AR-L1020","Argentina","2012-09-30T00:00:00.000","DISBURSEMENT","3021358.82","ORC","Ordinary Capital","2012","9","1903/OC-AR"
"AR-L1020","Argentina","2013-11-30T00:00:00.000","INTEREST REPAYMENT","2271806.07","ORC","Ordinary Capital","2013","11","1903/OC-AR"
"AR-L1020","Argentina","2014-12-31T00:00:00.000","DISBURSEMENT","2010921.05","ORC","Ordinary Capital","2014","12","1903/OC-AR"
"AR-L1020","Argentina","2015-11-30T00:00:00.000","LOAN REPAYMENT","5917891.66","ORC","Ordinary Capital","2015","11","1903/OC-AR"
"AR-L1020","Argentina","2014-11-30T00:00:00.000","DISBURSEMENT","24500000","ORC","Ordinary Capital","2014","11","1903/OC-AR"
"AR-L1020","Argentina","2011-11-30T00:00:00.000","INTEREST REPAYMENT","347901.6","ORC","Ordinary Capital","2011","11","1903/OC-AR"
"AR-L1020","Argentina","2009-10-31T00:00:00.000","DISBURSEMENT","6560000","ORC","Ordinary Capital","2009","10","1903/OC-AR"
"AR-L1020","Argentina","2013-08-31T00:00:00.000","DISBURSEMENT","9132079.25","ORC","Ordinary Capital","2013","8","1903/OC-AR"
"AR-L1020","Argentina","2009-11-30T00:00:00.000","INTEREST REPAYMENT","8652.63","ORC","Ordinary Capital","2009","11","1903/OC-AR"
"AR-L1020","Argentina","2009-07-31T00:00:00.000","DISBURSEMENT","1765152.3","ORC","Ordinary Capital","2009","7","1903/OC-AR"
"AR-L1020","Argentina","2007-10-31T00:00:00.000","COMMITMENT","230000000","ORC","Ordinary Capital","2007","10","1903/OC-AR"
"AR-L1021","Argentina","2013-06-30T00:00:00.000","DISBURSEMENT","3800000","ORC","Ordinary Capital","2013","6","1764/OC-AR"
"AR-L1021","Argentina","2012-05-31T00:00:00.000","INTEREST REPAYMENT","11112557.52","ORC","Ordinary Capital","2012","5","1764/OC-AR"
"AR-L1021","Argentina","2013-05-31T00:00:00.000","LOAN REPAYMENT","13966086.72","ORC","Ordinary Capital","2013","5","1764/OC-AR"
"AR-L1021","Argentina","2015-11-30T00:00:00.000","LOAN REPAYMENT","14579698.33","ORC","Ordinary Capital","2015","11","1764/OC-AR"
"AR-L1021","Argentina","2010-05-31T00:00:00.000","DISBURSEMENT","28996867.2","ORC","Ordinary Capital","2010","5","1764/OC-AR"
"AR-L1021","Argentina","2008-12-31T00:00:00.000","DISBURSEMENT","65440221.7","ORC","Ordinary Capital","2008","12","1764/OC-AR"
"AR-L1021","Argentina","2007-10-31T00:00:00.000","DISBURSEMENT","11599772.12","ORC","Ordinary Capital","2007","10","1764/OC-AR"
"AR-L1021","Argentina","2009-08-31T00:00:00.000","DISBURSEMENT","2404569.71","ORC","Ordinary Capital","2009","8","1764/OC-AR"
"AR-L1021","Argentina","2010-02-28T00:00:00.000","DISBURSEMENT","30200797.7","ORC","Ordinary Capital","2010","2","1764/OC-AR"
"AR-L1021","Argentina","2014-05-31T00:00:00.000","INTEREST REPAYMENT","12205969.53","ORC","Ordinary Capital","2014","5","1764/OC-AR"
"AR-L1021","Argentina","2009-07-31T00:00:00.000","DISBURSEMENT","15958571.65","ORC","Ordinary Capital","2009","7","1764/OC-AR"
"AR-L1021","Argentina","2012-08-31T00:00:00.000","DISBURSEMENT","5400000","ORC","Ordinary Capital","2012","8","1764/OC-AR"
"AR-L1021","Argentina","2010-07-31T00:00:00.000","DISBURSEMENT","19145658.91","ORC","Ordinary Capital","2010","7","1764/OC-AR"
"AR-L1021","Argentina","2008-04-30T00:00:00.000","DISBURSEMENT","347370.85","ORC","Ordinary Capital","2008","4","1764/OC-AR"
"AR-L1021","Argentina","2008-09-30T00:00:00.000","DISBURSEMENT","1167193.03","ORC","Ordinary Capital","2008","9","1764/OC-AR"
"AR-L1021","Argentina","2007-12-31T00:00:00.000","DISBURSEMENT","800278.68","ORC","Ordinary Capital","2007","12","1764/OC-AR"
"AR-L1021","Argentina","2013-07-31T00:00:00.000","DISBURSEMENT","2000000","ORC","Ordinary Capital","2013","7","1764/OC-AR"
"AR-L1021","Argentina","2009-05-31T00:00:00.000","INTEREST REPAYMENT","5978910.91","ORC","Ordinary Capital","2009","5","1764/OC-AR"
"AR-L1021","Argentina","2012-09-30T00:00:00.000","DISBURSEMENT","5400000","ORC","Ordinary Capital","2012","9","1764/OC-AR"
"AR-L1021","Argentina","2013-11-30T00:00:00.000","INTEREST REPAYMENT","12690517.64","ORC","Ordinary Capital","2013","11","1764/OC-AR"
"AR-L1021","Argentina","2009-12-31T00:00:00.000","DISBURSEMENT","29000000","ORC","Ordinary Capital","2009","12","1764/OC-AR"
"AR-L1021","Argentina","2012-05-31T00:00:00.000","DISBURSEMENT","7500000","ORC","Ordinary Capital","2012","5","1764/OC-AR"
"AR-L1021","Argentina","2010-03-31T00:00:00.000","DISBURSEMENT","30136385.88","ORC","Ordinary Capital","2010","3","1764/OC-AR"
"AR-L1021","Argentina","2009-02-28T00:00:00.000","DISBURSEMENT","32488681.12","ORC","Ordinary Capital","2009","2","1764/OC-AR"
"AR-L1021","Argentina","2010-11-30T00:00:00.000","INTEREST REPAYMENT","11480891.23","ORC","Ordinary Capital","2010","11","1764/OC-AR"
"AR-L1021","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","14064997.3","ORC","Ordinary Capital","2010","12","1764/OC-AR"
"AR-L1021","Argentina","2009-01-31T00:00:00.000","DISBURSEMENT","44307073.17","ORC","Ordinary Capital","2009","1","1764/OC-AR"
"AR-L1026","Argentina","2009-05-31T00:00:00.000","DISBURSEMENT","214166.14","ORC","Ordinary Capital","2009","5","1865/OC-AR"
"AR-L1026","Argentina","2015-05-31T00:00:00.000","LOAN REPAYMENT","569342.12","ORC","Ordinary Capital","2015","5","1865/OC-AR"
"AR-L1026","Argentina","2010-11-30T00:00:00.000","DISBURSEMENT","850000","ORC","Ordinary Capital","2010","11","1865/OC-AR"
"AR-L1026","Argentina","2015-06-30T00:00:00.000","DISBURSEMENT","3680051.95","ORC","Ordinary Capital","2015","6","1865/OC-AR"
