"operation_number","country_name","date","transaction_type","amount","fund_code","fund_code_description","year","month","loan_number"
"AR-L1068","Argentina","2015-01-31T00:00:00.000","INTEREST REPAYMENT","18568.6","ORC","Ordinary Capital","2015","1","2740/OC-AR"
"AR-L1068","Argentina","2013-10-31T00:00:00.000","DISBURSEMENT","3300000","ORC","Ordinary Capital","2013","10","2740/OC-AR"
"AR-L1068","Argentina","2014-01-31T00:00:00.000","INTEREST REPAYMENT","8451.62","ORC","Ordinary Capital","2014","1","2740/OC-AR"
"AR-L1068","Argentina","2014-12-31T00:00:00.000","DISBURSEMENT","4600000","ORC","Ordinary Capital","2014","12","2740/OC-AR"
"AR-L1068","Argentina","2015-07-31T00:00:00.000","INTEREST REPAYMENT","64865.37","ORC","Ordinary Capital","2015","7","2740/OC-AR"
"AR-L1068","Argentina","2012-06-30T00:00:00.000","COMMITMENT","30000000","ORC","Ordinary Capital","2012","6","2740/OC-AR"
"AR-L1068","Argentina","2014-07-31T00:00:00.000","INTEREST REPAYMENT","19102.93","ORC","Ordinary Capital","2014","7","2740/OC-AR"
"AR-L1068","Argentina","2015-12-31T00:00:00.000","DISBURSEMENT","1800000","ORC","Ordinary Capital","2015","12","2740/OC-AR"
"AR-L1071","Argentina","2015-10-31T00:00:00.000","INTEREST REPAYMENT","82042.91","ORC","Ordinary Capital","2015","10","2606/OC-AR"
"AR-L1071","Argentina","2014-04-30T00:00:00.000","INTEREST REPAYMENT","18732.06","ORC","Ordinary Capital","2014","4","2606/OC-AR"
"AR-L1071","Argentina","2015-06-30T00:00:00.000","DISBURSEMENT","5000000","ORC","Ordinary Capital","2015","6","2606/OC-AR"
"AR-L1071","Argentina","2014-07-31T00:00:00.000","DISBURSEMENT","3000000","ORC","Ordinary Capital","2014","7","2606/OC-AR"
"AR-L1071","Argentina","2015-05-31T00:00:00.000","INTEREST REPAYMENT","54344.88","ORC","Ordinary Capital","2015","5","2606/OC-AR"
"AR-L1071","Argentina","2014-10-31T00:00:00.000","INTEREST REPAYMENT","28739.73","ORC","Ordinary Capital","2014","10","2606/OC-AR"
"AR-L1071","Argentina","2011-11-30T00:00:00.000","COMMITMENT","80000000","ORC","Ordinary Capital","2011","11","2606/OC-AR"
"AR-L1071","Argentina","2013-11-30T00:00:00.000","DISBURSEMENT","3406000","ORC","Ordinary Capital","2013","11","2606/OC-AR"
"AR-L1071","Argentina","2014-12-31T00:00:00.000","DISBURSEMENT","4000000","ORC","Ordinary Capital","2014","12","2606/OC-AR"
"AR-L1073","Argentina","2014-03-31T00:00:00.000","INTEREST REPAYMENT","1246982.4","ORC","Ordinary Capital","2014","3","2180/OC-AR"
"AR-L1073","Argentina","2014-09-30T00:00:00.000","INTEREST REPAYMENT","1292631.7","ORC","Ordinary Capital","2014","9","2180/OC-AR"
"AR-L1073","Argentina","2013-09-30T00:00:00.000","INTEREST REPAYMENT","1238518.7","ORC","Ordinary Capital","2013","9","2180/OC-AR"
"AR-L1073","Argentina","2010-09-30T00:00:00.000","INTEREST REPAYMENT","81830.14","ORC","Ordinary Capital","2010","9","2180/OC-AR"
"AR-L1073","Argentina","2012-07-31T00:00:00.000","DISBURSEMENT","14942937.94","ORC","Ordinary Capital","2012","7","2180/OC-AR"
"AR-L1073","Argentina","2015-03-31T00:00:00.000","INTEREST REPAYMENT","1294231.53","ORC","Ordinary Capital","2015","3","2180/OC-AR"
"AR-L1073","Argentina","2015-09-30T00:00:00.000","INTEREST REPAYMENT","1458241.21","ORC","Ordinary Capital","2015","9","2180/OC-AR"
"AR-L1073","Argentina","2012-09-30T00:00:00.000","INTEREST REPAYMENT","331263.19","ORC","Ordinary Capital","2012","9","2180/OC-AR"
"AR-L1073","Argentina","2011-03-31T00:00:00.000","INTEREST REPAYMENT","265523.28","ORC","Ordinary Capital","2011","3","2180/OC-AR"
"AR-L1073","Argentina","2011-09-30T00:00:00.000","INTEREST REPAYMENT","213457.53","ORC","Ordinary Capital","2011","9","2180/OC-AR"
"AR-L1073","Argentina","2013-03-31T00:00:00.000","INTEREST REPAYMENT","746755.36","ORC","Ordinary Capital","2013","3","2180/OC-AR"
"AR-L1073","Argentina","2015-09-30T00:00:00.000","LOAN REPAYMENT","2500000","ORC","Ordinary Capital","2015","9","2180/OC-AR"
"AR-L1073","Argentina","2013-06-30T00:00:00.000","DISBURSEMENT","16982062.06","ORC","Ordinary Capital","2013","6","2180/OC-AR"
"AR-L1073","Argentina","2010-09-30T00:00:00.000","DISBURSEMENT","20000000","ORC","Ordinary Capital","2010","9","2180/OC-AR"
"AR-L1073","Argentina","2010-05-31T00:00:00.000","DISBURSEMENT","20000000","ORC","Ordinary Capital","2010","5","2180/OC-AR"
"AR-L1073","Argentina","2009-09-30T00:00:00.000","COMMITMENT","100000000","ORC","Ordinary Capital","2009","9","2180/OC-AR"
"AR-L1073","Argentina","2012-03-31T00:00:00.000","INTEREST REPAYMENT","324314.83","ORC","Ordinary Capital","2012","3","2180/OC-AR"
"AR-L1073","Argentina","2011-11-30T00:00:00.000","DISBURSEMENT","19450000","ORC","Ordinary Capital","2011","11","2180/OC-AR"
"AR-L1073","Argentina","2014-07-31T00:00:00.000","DISBURSEMENT","8625000","ORC","Ordinary Capital","2014","7","2180/OC-AR"
"AR-L1074","Argentina","2015-12-31T00:00:00.000","INTEREST REPAYMENT","70317.79","ORC","Ordinary Capital","2015","12","2210/OC-AR"
"AR-L1074","Argentina","2015-12-31T00:00:00.000","LOAN REPAYMENT","291844.69","ORC","Ordinary Capital","2015","12","2210/OC-AR"
"AR-L1074","Argentina","2013-06-30T00:00:00.000","INTEREST REPAYMENT","3395.2","ORC","Ordinary Capital","2013","6","2210/OC-AR"
"AR-L1074","Argentina","2013-06-30T00:00:00.000","DISBURSEMENT","103688.22","ORC","Ordinary Capital","2013","6","2210/OC-AR"
"AR-L1074","Argentina","2012-06-30T00:00:00.000","INTEREST REPAYMENT","3825.62","ORC","Ordinary Capital","2012","6","2210/OC-AR"
"AR-L1074","Argentina","2012-12-31T00:00:00.000","INTEREST REPAYMENT","3138.55","ORC","Ordinary Capital","2012","12","2210/OC-AR"
"AR-L1074","Argentina","2011-12-31T00:00:00.000","DISBURSEMENT","602586.53","ORC","Ordinary Capital","2011","12","2210/OC-AR"
"AR-L1074","Argentina","2014-12-31T00:00:00.000","INTEREST REPAYMENT","36708.33","ORC","Ordinary Capital","2014","12","2210/OC-AR"
"AR-L1074","Argentina","2014-06-30T00:00:00.000","DISBURSEMENT","5700000","ORC","Ordinary Capital","2014","6","2210/OC-AR"
"AR-L1074","Argentina","2015-06-30T00:00:00.000","INTEREST REPAYMENT","52600.99","ORC","Ordinary Capital","2015","6","2210/OC-AR"
"AR-L1074","Argentina","2015-03-31T00:00:00.000","DISBURSEMENT","5000000","ORC","Ordinary Capital","2015","3","2210/OC-AR"
"AR-L1074","Argentina","2009-10-31T00:00:00.000","COMMITMENT","25000000","ORC","Ordinary Capital","2009","10","2210/OC-AR"
"AR-L1074","Argentina","2014-02-28T00:00:00.000","DISBURSEMENT","267512.7","ORC","Ordinary Capital","2014","2","2210/OC-AR"
"AR-L1074","Argentina","2013-12-31T00:00:00.000","INTEREST REPAYMENT","4107.95","ORC","Ordinary Capital","2013","12","2210/OC-AR"
"AR-L1074","Argentina","2014-06-30T00:00:00.000","INTEREST REPAYMENT","5161.32","ORC","Ordinary Capital","2014","6","2210/OC-AR"
"AR-L1078","Argentina","2014-11-30T00:00:00.000","DISBURSEMENT","1127257.9","ORC","Ordinary Capital","2014","11","2523/OC-AR"
"AR-L1078","Argentina","2014-11-30T00:00:00.000","INTEREST REPAYMENT","2861.24","ORC","Ordinary Capital","2014","11","2523/OC-AR"
"AR-L1078","Argentina","2015-05-31T00:00:00.000","INTEREST REPAYMENT","8905.66","ORC","Ordinary Capital","2015","5","2523/OC-AR"
"AR-L1078","Argentina","2011-04-30T00:00:00.000","COMMITMENT","3000000","ORC","Ordinary Capital","2011","4","2523/OC-AR"
"AR-L1078","Argentina","2015-11-30T00:00:00.000","INTEREST REPAYMENT","9799.66","ORC","Ordinary Capital","2015","11","2523/OC-AR"
"AR-L1078","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","500000","ORC","Ordinary Capital","2013","12","2523/OC-AR"
"AR-L1078","Argentina","2014-05-31T00:00:00.000","INTEREST REPAYMENT","2426.03","ORC","Ordinary Capital","2014","5","2523/OC-AR"
"AR-L1079","Argentina","2011-01-31T00:00:00.000","COMMITMENT","120000000","ORC","Ordinary Capital","2011","1","2514/OC-AR"
"AR-L1079","Argentina","2015-09-30T00:00:00.000","LOAN REPAYMENT","1767441.86","ORC","Ordinary Capital","2015","9","2514/OC-AR"
"AR-L1079","Argentina","2014-06-30T00:00:00.000","DISBURSEMENT","7300000","ORC","Ordinary Capital","2014","6","2514/OC-AR"
"AR-L1079","Argentina","2015-09-30T00:00:00.000","INTEREST REPAYMENT","914903.26","ORC","Ordinary Capital","2015","9","2514/OC-AR"
"AR-L1079","Argentina","2013-03-31T00:00:00.000","INTEREST REPAYMENT","53305.98","ORC","Ordinary Capital","2013","3","2514/OC-AR"
"AR-L1079","Argentina","2012-10-31T00:00:00.000","DISBURSEMENT","8400000","ORC","Ordinary Capital","2012","10","2514/OC-AR"
"AR-L1079","Argentina","2014-08-31T00:00:00.000","DISBURSEMENT","8800000","ORC","Ordinary Capital","2014","8","2514/OC-AR"
"AR-L1079","Argentina","2013-09-30T00:00:00.000","DISBURSEMENT","2400000","ORC","Ordinary Capital","2013","9","2514/OC-AR"
"AR-L1079","Argentina","2012-06-30T00:00:00.000","DISBURSEMENT","2200000","ORC","Ordinary Capital","2012","6","2514/OC-AR"
"AR-L1079","Argentina","2013-11-30T00:00:00.000","DISBURSEMENT","19000000","ORC","Ordinary Capital","2013","11","2514/OC-AR"
"AR-L1079","Argentina","2013-09-30T00:00:00.000","INTEREST REPAYMENT","67433.41","ORC","Ordinary Capital","2013","9","2514/OC-AR"
"AR-L1079","Argentina","2014-11-30T00:00:00.000","DISBURSEMENT","27900000","ORC","Ordinary Capital","2014","11","2514/OC-AR"
"AR-L1079","Argentina","2014-09-30T00:00:00.000","INTEREST REPAYMENT","204594.33","ORC","Ordinary Capital","2014","9","2514/OC-AR"
"AR-L1079","Argentina","2015-03-31T00:00:00.000","INTEREST REPAYMENT","391604.16","ORC","Ordinary Capital","2015","3","2514/OC-AR"
"AR-L1079","Argentina","2015-03-31T00:00:00.000","LOAN REPAYMENT","1767441.86","ORC","Ordinary Capital","2015","3","2514/OC-AR"
"AR-L1079","Argentina","2015-08-31T00:00:00.000","DISBURSEMENT","10000000","ORC","Ordinary Capital","2015","8","2514/OC-AR"
"AR-L1079","Argentina","2014-03-31T00:00:00.000","INTEREST REPAYMENT","147404.21","ORC","Ordinary Capital","2014","3","2514/OC-AR"
"AR-L1080","Argentina","2015-02-28T00:00:00.000","INTEREST REPAYMENT","2079710.19","ORC","Ordinary Capital","2015","2","2048/OC-AR"
"AR-L1080","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","9463016.24","ORC","Ordinary Capital","2013","12","2048/OC-AR"
"AR-L1080","Argentina","2010-12-31T00:00:00.000","DISBURSEMENT","980666.16","ORC","Ordinary Capital","2010","12","2048/OC-AR"
"AR-L1080","Argentina","2011-11-30T00:00:00.000","DISBURSEMENT","4846307","ORC","Ordinary Capital","2011","11","2048/OC-AR"
"AR-L1080","Argentina","2015-07-31T00:00:00.000","LOAN REPAYMENT","4656234.94","ORC","Ordinary Capital","2015","7","2048/OC-AR"
"AR-L1080","Argentina","2012-02-29T00:00:00.000","DISBURSEMENT","7742008","ORC","Ordinary Capital","2012","2","2048/OC-AR"
"AR-L1080","Argentina","2013-07-31T00:00:00.000","INTEREST REPAYMENT","2161858.03","ORC","Ordinary Capital","2013","7","2048/OC-AR"
"AR-L1080","Argentina","2013-01-31T00:00:00.000","INTEREST REPAYMENT","570429.32","ORC","Ordinary Capital","2013","1","2048/OC-AR"
"AR-L1080","Argentina","2014-01-31T00:00:00.000","INTEREST REPAYMENT","2039097.99","ORC","Ordinary Capital","2014","1","2048/OC-AR"
"AR-L1080","Argentina","2011-08-31T00:00:00.000","INTEREST REPAYMENT","159487.3","ORC","Ordinary Capital","2011","8","2048/OC-AR"
"AR-L1080","Argentina","2010-05-31T00:00:00.000","DISBURSEMENT","14000000","ORC","Ordinary Capital","2010","5","2048/OC-AR"
"AR-L1080","Argentina","2013-09-30T00:00:00.000","DISBURSEMENT","11641763.98","ORC","Ordinary Capital","2013","9","2048/OC-AR"
"AR-L1080","Argentina","2012-10-31T00:00:00.000","DISBURSEMENT","7875421.47","ORC","Ordinary Capital","2012","10","2048/OC-AR"
"AR-L1111","Argentina","2011-09-30T00:00:00.000","INTEREST REPAYMENT","166356.16","ORC","Ordinary Capital","2011","9","2437/OC-AR"
"AR-L1111","Argentina","2010-11-30T00:00:00.000","COMMITMENT","200000000","ORC","Ordinary Capital","2010","11","2437/OC-AR"
"AR-L1111","Argentina","2014-12-31T00:00:00.000","DISBURSEMENT","33650000","ORC","Ordinary Capital","2014","12","2437/OC-AR"
"AR-L1111","Argentina","2013-03-31T00:00:00.000","INTEREST REPAYMENT","902480.34","ORC","Ordinary Capital","2013","3","2437/OC-AR"
"AR-L1111","Argentina","2015-09-30T00:00:00.000","INTEREST REPAYMENT","2410389.93","ORC","Ordinary Capital","2015","9","2437/OC-AR"
"AR-L1111","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","36650000","ORC","Ordinary Capital","2013","12","2437/OC-AR"
"AR-L1111","Argentina","2012-03-31T00:00:00.000","INTEREST REPAYMENT","243213.18","ORC","Ordinary Capital","2012","3","2437/OC-AR"
"AR-L1111","Argentina","2012-03-31T00:00:00.000","DISBURSEMENT","31150000","ORC","Ordinary Capital","2012","3","2437/OC-AR"
"AR-L1111","Argentina","2015-11-30T00:00:00.000","DISBURSEMENT","27750000","ORC","Ordinary Capital","2015","11","2437/OC-AR"
"AR-L1111","Argentina","2013-09-30T00:00:00.000","INTEREST REPAYMENT","1349484.35","ORC","Ordinary Capital","2013","9","2437/OC-AR"
"AR-L1111","Argentina","2015-03-31T00:00:00.000","INTEREST REPAYMENT","1629311.74","ORC","Ordinary Capital","2015","3","2437/OC-AR"
"AR-L1111","Argentina","2012-12-31T00:00:00.000","DISBURSEMENT","30800000","ORC","Ordinary Capital","2012","12","2437/OC-AR"
"AR-L1111","Argentina","2011-05-31T00:00:00.000","DISBURSEMENT","40000000","ORC","Ordinary Capital","2011","5","2437/OC-AR"
"AR-L1111","Argentina","2014-09-30T00:00:00.000","INTEREST REPAYMENT","1546808.66","ORC","Ordinary Capital","2014","9","2437/OC-AR"
"AR-L1111","Argentina","2012-09-30T00:00:00.000","INTEREST REPAYMENT","403388.46","ORC","Ordinary Capital","2012","9","2437/OC-AR"
"AR-L1111","Argentina","2014-03-31T00:00:00.000","INTEREST REPAYMENT","1435060.1","ORC","Ordinary Capital","2014","3","2437/OC-AR"
"AR-L1118","Argentina","2015-04-30T00:00:00.000","DISBURSEMENT","3500000","ORC","Ordinary Capital","2015","4","2607/OC-AR"
"AR-L1118","Argentina","2014-01-31T00:00:00.000","INTEREST REPAYMENT","11214.91","ORC","Ordinary Capital","2014","1","2607/OC-AR"
"AR-L1118","Argentina","2014-07-31T00:00:00.000","INTEREST REPAYMENT","15398.05","ORC","Ordinary Capital","2014","7","2607/OC-AR"
"AR-L1118","Argentina","2015-07-31T00:00:00.000","INTEREST REPAYMENT","44505.15","ORC","Ordinary Capital","2015","7","2607/OC-AR"
"AR-L1118","Argentina","2011-11-30T00:00:00.000","COMMITMENT","10000000","ORC","Ordinary Capital","2011","11","2607/OC-AR"
"AR-L1118","Argentina","2014-05-31T00:00:00.000","DISBURSEMENT","2500000","ORC","Ordinary Capital","2014","5","2607/OC-AR"
"AR-L1118","Argentina","2015-02-28T00:00:00.000","INTEREST REPAYMENT","22771.71","ORC","Ordinary Capital","2015","2","2607/OC-AR"
"AR-L1118","Argentina","2013-06-30T00:00:00.000","DISBURSEMENT","1562800","ORC","Ordinary Capital","2013","6","2607/OC-AR"
"AR-L1118","Argentina","2015-08-31T00:00:00.000","DISBURSEMENT","2437200","ORC","Ordinary Capital","2015","8","2607/OC-AR"
"AR-L1119","Argentina","2015-07-31T00:00:00.000","INTEREST REPAYMENT","1409180.44","ORC","Ordinary Capital","2015","7","2662/OC-AR"
"AR-L1119","Argentina","2014-07-31T00:00:00.000","DISBURSEMENT","20000000","ORC","Ordinary Capital","2014","7","2662/OC-AR"
"AR-L1119","Argentina","2015-09-30T00:00:00.000","DISBURSEMENT","60000000","ORC","Ordinary Capital","2015","9","2662/OC-AR"
"AR-L1119","Argentina","2014-01-31T00:00:00.000","INTEREST REPAYMENT","239155.89","ORC","Ordinary Capital","2014","1","2662/OC-AR"
"AR-L1119","Argentina","2015-05-31T00:00:00.000","DISBURSEMENT","40000000","ORC","Ordinary Capital","2015","5","2662/OC-AR"
"AR-L1119","Argentina","2015-02-28T00:00:00.000","INTEREST REPAYMENT","616083.29","ORC","Ordinary Capital","2015","2","2662/OC-AR"
"AR-L1119","Argentina","2013-07-31T00:00:00.000","INTEREST REPAYMENT","107873.48","ORC","Ordinary Capital","2013","7","2662/OC-AR"
"AR-L1119","Argentina","2013-09-30T00:00:00.000","DISBURSEMENT","33000000","ORC","Ordinary Capital","2013","9","2662/OC-AR"
"AR-L1119","Argentina","2014-07-31T00:00:00.000","INTEREST REPAYMENT","278492.06","ORC","Ordinary Capital","2014","7","2662/OC-AR"
"AR-L1119","Argentina","2014-10-31T00:00:00.000","DISBURSEMENT","70000000","ORC","Ordinary Capital","2014","10","2662/OC-AR"
"AR-L1119","Argentina","2011-12-31T00:00:00.000","COMMITMENT","400000000","ORC","Ordinary Capital","2011","12","2662/OC-AR"
"AR-L1119","Argentina","2012-12-31T00:00:00.000","DISBURSEMENT","15000000","ORC","Ordinary Capital","2012","12","2662/OC-AR"
"AR-L1120","Argentina","2013-10-31T00:00:00.000","DISBURSEMENT","25000000","ORC","Ordinary Capital","2013","10","2573/OC-AR"
"AR-L1120","Argentina","2013-05-31T00:00:00.000","DISBURSEMENT","13182500","ORC","Ordinary Capital","2013","5","2573/OC-AR"
"AR-L1120","Argentina","2012-09-30T00:00:00.000","DISBURSEMENT","7012280.73","ORC","Ordinary Capital","2012","9","2573/OC-AR"
"AR-L1120","Argentina","2013-12-31T00:00:00.000","INTEREST REPAYMENT","166011.62","ORC","Ordinary Capital","2013","12","2573/OC-AR"
"AR-L1120","Argentina","2015-06-30T00:00:00.000","INTEREST REPAYMENT","764181.55","ORC","Ordinary Capital","2015","6","2573/OC-AR"
"AR-L1120","Argentina","2014-07-31T00:00:00.000","DISBURSEMENT","30000000","ORC","Ordinary Capital","2014","7","2573/OC-AR"
"AR-L1120","Argentina","2015-08-31T00:00:00.000","DISBURSEMENT","25000000","ORC","Ordinary Capital","2015","8","2573/OC-AR"
"AR-L1120","Argentina","2013-06-30T00:00:00.000","INTEREST REPAYMENT","39509.78","ORC","Ordinary Capital","2013","6","2573/OC-AR"
"AR-L1120","Argentina","2012-12-31T00:00:00.000","INTEREST REPAYMENT","21092.4","ORC","Ordinary Capital","2012","12","2573/OC-AR"
"AR-L1120","Argentina","2014-12-31T00:00:00.000","INTEREST REPAYMENT","407585.71","ORC","Ordinary Capital","2014","12","2573/OC-AR"
"AR-L1120","Argentina","2015-11-30T00:00:00.000","DISBURSEMENT","18000000","ORC","Ordinary Capital","2015","11","2573/OC-AR"
"AR-L1120","Argentina","2011-09-30T00:00:00.000","COMMITMENT","230000000","ORC","Ordinary Capital","2011","9","2573/OC-AR"
"AR-L1120","Argentina","2014-06-30T00:00:00.000","INTEREST REPAYMENT","261919.24","ORC","Ordinary Capital","2014","6","2573/OC-AR"
"AR-L1120","Argentina","2015-12-31T00:00:00.000","INTEREST REPAYMENT","2404641.16","ORC","Ordinary Capital","2015","12","2573/OC-AR"
"AR-L1120","Argentina","2014-12-31T00:00:00.000","DISBURSEMENT","55500000","ORC","Ordinary Capital","2014","12","2573/OC-AR"
"AR-L1121","Argentina","2015-11-30T00:00:00.000","INTEREST REPAYMENT","12763.97","ORC","Ordinary Capital","2015","11","3256/OC-AR"
"AR-L1121","Argentina","2015-08-31T00:00:00.000","DISBURSEMENT","4500000","ORC","Ordinary Capital","2015","8","3256/OC-AR"
"AR-L1121","Argentina","2014-07-31T00:00:00.000","COMMITMENT","230000000","ORC","Ordinary Capital","2014","7","3256/OC-AR"
"AR-L1122","Argentina","2015-12-31T00:00:00.000","DISBURSEMENT","10000000","ORC","Ordinary Capital","2015","12","2613/OC-AR"
"AR-L1122","Argentina","2013-08-31T00:00:00.000","INTEREST REPAYMENT","13097.56","ORC","Ordinary Capital","2013","8","2613/OC-AR"
"AR-L1122","Argentina","2013-06-30T00:00:00.000","DISBURSEMENT","5000000","ORC","Ordinary Capital","2013","6","2613/OC-AR"
"AR-L1122","Argentina","2015-09-30T00:00:00.000","DISBURSEMENT","10000000","ORC","Ordinary Capital","2015","9","2613/OC-AR"
"AR-L1122","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","18500000","ORC","Ordinary Capital","2013","12","2613/OC-AR"
"AR-L1122","Argentina","2015-02-28T00:00:00.000","INTEREST REPAYMENT","309012.46","ORC","Ordinary Capital","2015","2","2613/OC-AR"
"AR-L1122","Argentina","2014-08-31T00:00:00.000","INTEREST REPAYMENT","136750.69","ORC","Ordinary Capital","2014","8","2613/OC-AR"
"AR-L1122","Argentina","2011-11-30T00:00:00.000","COMMITMENT","200000000","ORC","Ordinary Capital","2011","11","2613/OC-AR"
"AR-L1122","Argentina","2014-09-30T00:00:00.000","DISBURSEMENT","40000000","ORC","Ordinary Capital","2014","9","2613/OC-AR"
"AR-L1122","Argentina","2014-02-28T00:00:00.000","INTEREST REPAYMENT","64037.78","ORC","Ordinary Capital","2014","2","2613/OC-AR"
"AR-L1122","Argentina","2015-08-31T00:00:00.000","INTEREST REPAYMENT","644487.59","ORC","Ordinary Capital","2015","8","2613/OC-AR"
"AR-L1127","Argentina","2014-03-31T00:00:00.000","INTEREST REPAYMENT","21794","ORC","Ordinary Capital","2014","3","2754/OC-AR"
"AR-L1127","Argentina","2015-09-30T00:00:00.000","INTEREST REPAYMENT","188918.31","ORC","Ordinary Capital","2015","9","2754/OC-AR"
"AR-L1127","Argentina","2013-06-30T00:00:00.000","DISBURSEMENT","670213.7","ORC","Ordinary Capital","2013","6","2754/OC-AR"
"AR-L1127","Argentina","2014-08-31T00:00:00.000","DISBURSEMENT","4800000","ORC","Ordinary Capital","2014","8","2754/OC-AR"
"AR-L1127","Argentina","2013-03-31T00:00:00.000","DISBURSEMENT","1229355.21","ORC","Ordinary Capital","2013","3","2754/OC-AR"
"AR-L1127","Argentina","2013-11-30T00:00:00.000","DISBURSEMENT","1200000","ORC","Ordinary Capital","2013","11","2754/OC-AR"
"AR-L1127","Argentina","2013-09-30T00:00:00.000","INTEREST REPAYMENT","10768.08","ORC","Ordinary Capital","2013","9","2754/OC-AR"
"AR-L1127","Argentina","2015-03-31T00:00:00.000","INTEREST REPAYMENT","88924.58","ORC","Ordinary Capital","2015","3","2754/OC-AR"
"AR-L1127","Argentina","2012-07-31T00:00:00.000","COMMITMENT","36000000","ORC","Ordinary Capital","2012","7","2754/OC-AR"
"AR-L1127","Argentina","2015-07-31T00:00:00.000","DISBURSEMENT","2500000","ORC","Ordinary Capital","2015","7","2754/OC-AR"
"AR-L1127","Argentina","2015-10-31T00:00:00.000","DISBURSEMENT","5000000","ORC","Ordinary Capital","2015","10","2754/OC-AR"
"AR-L1127","Argentina","2014-09-30T00:00:00.000","INTEREST REPAYMENT","66737.13","ORC","Ordinary Capital","2014","9","2754/OC-AR"
"AR-L1127","Argentina","2013-07-31T00:00:00.000","DISBURSEMENT","1110000","ORC","Ordinary Capital","2013","7","2754/OC-AR"
"AR-L1127","Argentina","2014-02-28T00:00:00.000","DISBURSEMENT","6279342.26","ORC","Ordinary Capital","2014","2","2754/OC-AR"
"AR-L1130","Argentina","2014-05-31T00:00:00.000","INTEREST REPAYMENT","30798.9","ORC","Ordinary Capital","2014","5","2763/OC-AR"
"AR-L1130","Argentina","2015-11-30T00:00:00.000","DISBURSEMENT","1000000","ORC","Ordinary Capital","2015","11","2763/OC-AR"
"AR-L1130","Argentina","2014-11-30T00:00:00.000","INTEREST REPAYMENT","41341.45","ORC","Ordinary Capital","2014","11","2763/OC-AR"
"AR-L1130","Argentina","2014-10-31T00:00:00.000","DISBURSEMENT","5344462.44","ORC","Ordinary Capital","2014","10","2763/OC-AR"
"AR-L1130","Argentina","2015-05-31T00:00:00.000","INTEREST REPAYMENT","73367.35","ORC","Ordinary Capital","2015","5","2763/OC-AR"
"AR-L1130","Argentina","2015-10-31T00:00:00.000","DISBURSEMENT","6280000","ORC","Ordinary Capital","2015","10","2763/OC-AR"
"AR-L1130","Argentina","2015-03-31T00:00:00.000","DISBURSEMENT","852000","ORC","Ordinary Capital","2015","3","2763/OC-AR"
"AR-L1130","Argentina","2015-06-30T00:00:00.000","DISBURSEMENT","1000000","ORC","Ordinary Capital","2015","6","2763/OC-AR"
"AR-L1130","Argentina","2012-08-31T00:00:00.000","COMMITMENT","60000000","ORC","Ordinary Capital","2012","8","2763/OC-AR"
"AR-L1130","Argentina","2014-05-31T00:00:00.000","DISBURSEMENT","1174262.3","ORC","Ordinary Capital","2014","5","2763/OC-AR"
"AR-L1130","Argentina","2015-11-30T00:00:00.000","INTEREST REPAYMENT","86770.89","ORC","Ordinary Capital","2015","11","2763/OC-AR"
"AR-L1130","Argentina","2013-12-31T00:00:00.000","DISBURSEMENT","6000000","ORC","Ordinary Capital","2013","12","2763/OC-AR"
"AR-L1131","Argentina","2014-08-31T00:00:00.000","DISBURSEMENT","29860000","ORC","Ordinary Capital","2014","8","2655/OC-AR"
"AR-L1131","Argentina","2015-09-30T00:00:00.000","DISBURSEMENT","20615140","ORC","Ordinary Capital","2015","9","2655/OC-AR"
"BA-L1002","Barbados","2013-08-31T00:00:00.000","DISBURSEMENT","102395.36","ORC","Ordinary Capital","2013","8","1953/OC-BA"
"BA-L1002","Barbados","2012-10-31T00:00:00.000","INTEREST REPAYMENT","16890.21","ORC","Ordinary Capital","2012","10","1953/OC-BA"
"BA-L1002","Barbados","2010-09-30T00:00:00.000","DISBURSEMENT","56222","ORC","Ordinary Capital","2010","9","1953/OC-BA"
"BA-L1002","Barbados","2011-10-31T00:00:00.000","INTEREST REPAYMENT","16779.9","ORC","Ordinary Capital","2011","10","1953/OC-BA"
"BA-L1002","Barbados","2009-08-31T00:00:00.000","DISBURSEMENT","202474.39","ORC","Ordinary Capital","2009","8","1953/OC-BA"
"BA-L1002","Barbados","2013-04-30T00:00:00.000","INTEREST REPAYMENT","18970.7","ORC","Ordinary Capital","2013","4","1953/OC-BA"
"BA-L1002","Barbados","2015-10-31T00:00:00.000","LOAN REPAYMENT","223208.59","ORC","Ordinary Capital","2015","10","1953/OC-BA"
"BA-L1002","Barbados","2013-11-30T00:00:00.000","DISBURSEMENT","152967.46","ORC","Ordinary Capital","2013","11","1953/OC-BA"
"BA-L1002","Barbados","2013-10-31T00:00:00.000","LOAN REPAYMENT","125694.36","ORC","Ordinary Capital","2013","10","1953/OC-BA"
"BA-L1002","Barbados","2014-04-30T00:00:00.000","INTEREST REPAYMENT","54721.14","ORC","Ordinary Capital","2014","4","1953/OC-BA"
"BA-L1002","Barbados","2014-10-31T00:00:00.000","INTEREST REPAYMENT","60150.44","ORC","Ordinary Capital","2014","10","1953/OC-BA"
