"countryname","ifs","year","system","yrsoffc","finittrm","yrcurnt","multpl","military","defmin","percent1","percentl","prtyin","execme","execrlc","execnat","execrurl","execreg","execrel","execage","allhouse","nonchief","totalseats","gov1me","gov1seat","gov1vote","gov1rlc","gov1nat","gov1rurl","gov1reg","gov1rel","gov1age","gov2me","gov2seat","gov2vote","gov2rlc","gov2nat","gov2rurl","gov2reg","gov2rel","gov2age","gov3me","gov3seat","gov3vote","gov3rlc","gov3nat","gov3rurl","gov3reg","gov3rel","gov3age","govoth","govothst","govothvt","opp1me","opp1seat","opp1vote","opp1rlc","opp1nat","opp1rurl","opp1reg","opp1rel","opp1age","opp2me","opp2seat","opp2vote","opp3me","opp3seat","opp3vote","oppoth","oppothst","oppothvt","ulprty","numul","ulvote","oppmajh","oppmajs","dateleg","dateexec","legelec","exelec","liec","eiec","mdmh","mdms","ssh","pluralty","pr","housesys","thresh","dhondt","cl","select","fraud","auton","muni","author","stconst","gwno","location_1"
"Taiwan","TWN","2013","0","5","1","3","1","0","0","51.6","-999","5","KMT","1","1","0","0","0","119","0","-999","113","KMT","64",,"1","1","0","0","0","119","PFP","3",,"0","0","0","0","0","13","NPSU","2",,"2","0","0","0","0","9","0","0","0","DPP","40",,"1","0","0","0","0","27","TSU","3",,"NA","0","0","0","0","0","1","1",,"0","-999","-999","-999","0","0","7","7","11.5","-999","-999","1","1","1","0",,,,"0","0","1",,"-999","713",
"Burkina Faso","BFA","1978","0","4","0","-999","-999","1","1","-999","-999","-999","independent","1","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","4","5","1","1","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0",,,"-999","439",
"Belgium","BEL","1984","2","3","1","1","1","0","0","-999","-999","13","CVP","1","0","0","1","1","39","0","-999","236","CVP","43","19.690000000000001","1","0","0","1","1","39","PSC","18","6.73","1","0","0","0","1","39","PVV","28","13.11","1","0","0","1","0","23","1","24","8.23","Socialist","61","25.13","3","0","0","0","0","99","Liberal","24","8.23","Volksunie","20","9.93","6","18","17.28","0","0","0","0","0","-999","-999","0","0","7","7","7.5","13","0.39","0","1","0",,"1","1",,"0","0",,"1","0","211","
, 1 "
"Bangladesh","BGD","1997","2","1","1","4","1","0","0","-999","-999","1","AL","0","0","0","0","0","48","0","-999","300","AL","146",,"0","0","0","0","0","48","Jatiya Dal","32",,"3","0","0","0","0","12","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","BNP","116",,"0","1","0","0","0","19","Jamaat-i-Islami","3",,"Jatiya Samajtantrik Dal","1",,"2","2",,"0","0","0","0","-999","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","-999","771","
, 0 "
"UAE","ARE","1982","0","11","1","4","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","40","Appointees","40","0","0","0","0","0","0","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1","-999","696","
, 0 "
"Bahamas","BHS","2008","2","1","1","4","1","0","0","-999","-999","1","FNM","1","0","0","0","0","36","1","-999","41","FNM","23","49.76","1","0","0","0","0","36","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PLP","18","46.95","2","0","0","0","0","55","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.28999999999999998","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Bulgaria","BGR","2004","2","3","1","1","1","0","0","-999","-999","3","NMSII","0","0","0","0","0","3","1","-999","240","NMSII","120","42.73","0","0","0","0","0","3","DPS","21","7.45","0","0","0","0","3","14","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","SDS","51","18.170000000000002","1","0","0","0","1","15","CB","48","17.14","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","7.7","-999","-999","0","1","0","4","1","1",,"0","0","2","0","-999","355","
, 2 "
"Belarus","BLR","2009","0","15","1","2","1","0","1","83","-999","-999","independent","0","0","0","0","0","-999","0","-999","110","KPB","6",,"3","0","0","0","0","89","APB","1",,"0","0","0","0","0","17","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","103","103",,"0","-999","-999","-999","0","0","7","6","1","888","0.37","1","0","1","-999","0","1",,"1","0","0","0","1","370","
, 0 "
"Afghanistan","AFG","1978","0","5","1","5","1","0","1","-999","-999","-999","independent","2","0","0","0","0",,"-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0",,"-999","700","
, 0 "
"Afghanistan","AFG","1991","0","4","1","3","1","0","1","-999","-999","1","HP","3","0","0","1","3","26","1","-999","184","HP","44",,"3","0","0","1","0","26","NF","36",,"0","0","0","0","0","4","NA","0","0","-999","-999","-999","-999","-999","-999","54","104",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","1","1","-999","888","0.45","-999","-999","-999","-999","-999",,,"-999","0","1",,"1","700","
, 0 "
"Afghanistan","AFG","2009","0","8","1","0","1","0","1","55","-999","-999","independent","-999","-999","-999","-999","-999","-999","-999","-999","249","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","249","249","100","0","-999","-999","8","0","1","4","7","7.32","888","0.28999999999999998","1","0","1","-999","0","-999","2",,"0","0",,"1","700","
, 0 "
"Australia","AUS","2004","2","8","1","0","1","0","0","-999","-999","8","LPA","1","0","0","0","0","60","0","-999","150","LPA","69","37.08","1","0","0","0","0","60","NPA","13","5.61","1","0","0","0","0","22","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ALP","65","37.840000000000003","3","0","0","0","0","113","independent","3",,"NA","0","0","0","0","0","0","0","0","0","0","10","-999","1","0","7","7","0.9","11","0.34","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"UAE","ARE","1996","0","25","1","0","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1","-999","696","
, 0 "
"Zimbabwe","ZWE","2011","0","24","1","2","1","0","0","43.24","90.21","31","ZANU-PF","0","1","0","0","0","48","1","-999","207","ZANU-PF","97","45.86","0","1","0","0","0","48","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MDC-Tsvangirai","99","42.99","3","0","0","0","0","12","MDC-Mutambara","10","8.35","NA","0","0","0","0","0","1","1","2.2400000000000002","0","0","-999","-999","0","0","7","6","1","1","0.35","1","0","1","-999","-999","-999",,"1","0",,,"0","552","
, 0 "
"Nepal","NPL","2009","2","1","1",,"1","0","0","-999","-999","1","CPN-M","3","0","0","0","0","15","0","-999","601","CPN-M","220",,"3","0","0","0","0","15","CPN (UML)","103",,"3","0","0","0","0","18","MJF","52",,"0","1","0","1","0","12","3","21",,"NC","110",,"3","0","0","0","0","62","TMLP","20",,"RPP","8",,"16","39",,"28","28",,"0","-999","-999","-999","0","0","7","7","195.59","-999","-999","1","1","0","0","0","1",,"0","0","2","1","-999","790","
, 0 "
"Azerbaijan","AZE","2013","0","10","1","0","1","0","1","88.73","-999","20","YAP","0","0","0","0","0","21","1","-999","125","YAP","71",,"0","0","0","0","0","21","AP","2",,"0","0","0","0","0","23","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Democracy","4",,"0","0","0","0","0","3","Reform","3",,"VBP","1",,"1","1",,"45","45",,"0","-999","-999","10","0","1","7","6","1","-999","-999","1","0","1",,"-999","1","-999","0","1","1",,"-999","373","
, 1 "
"Turk Cyprus","0","1989","0","14","1","1","1","0","0",,,"-999","independent","1","1","0","0","0","-999","1","-999","50","UBP","24",,"1","1","0","0","0","14","YDP","4",,"1","1","0","0","0","5","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","CTP","12",,"3","0","0","0","0",,"TKP","10",,"NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","6.5",,"-999","-999",,,"-999","2",,,,"0","0","0","0","0",,"
, 0 "
"Albania","ALB","1996","2","4","1","0","1","0","0","-999","-999","4","PDS","1","0","0","0","0","6","1","PDS","140","PDS","92","62.3","1","0","0","0","0","6","PSDS","7","4.3","3","0","0","0","0","5","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PSS","38","25","3","0","0","0","0","5","UHRP","2",,"PRS","1",,"0","0","0","0","0","0","0","-999","6","-999","1","0","7","7","5.3","-999","-999","1","1","1","4","0","1",,"1","0","1",,"-999","339","
, 1 "
"Mauritius","MUS","1999","2","4","1","1","1","0","0","-999","-999","4","MLP","0","0","0","0","4","63","1","-999","85","MLP","35",,"0","0","0","0","4","63","MMM","25",,"2","0","0","0","0","30","NA","0","0","-999","-999","-999","-999","-999","-999","0","0",,"MMM","25",,"3","0","0","0","0","30","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","3","-999","-999","1","0","1","-999","-999",,,"0","1","2",,"-999","590",
"Belize","BLZ","1977","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","80","
, -999 "
"Belgium","BEL","2000","2","1","1","3","1","0","0","-999","-999","2","VLD","1","1","0","1","1","41","0","-999","150","VLD","23","14.3","1","1","0","1","1","41","PS","19","10.16","3","0","0","1","0","115","PRL-FDF","18","10.14","3","0","0","1","0","2","3","34","23.9","CVP","22","14.09","1","0","0","1","0","55","VB","15","9.8699999999999992","PSC","10","5.88","2","9","7.01","0","0","0","0","0","-999","-999","0","0","7","7","13.63","13","0.21","0","1","0",,"1","1",,"0","0",,"1","1","211","
, 2 "
"Kyrgyzstan","KGZ","1997","0","7","1","3","1","0","1","71.599999999999994","-999","7","KDM","1","0","0","0","0",,"-999",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-999","-999","-999","0","0","6.5","7","0.8","1","0.67","1","1","-999","-999","-999","-999",,"-999","-999","1","-999","-999","703","
, 1 "
"Australia","AUS","2009","2","2","1","1","1","0","0","-999","-999","2","ALP","3","0","0","0","0","118","0","-999","150","ALP","83","52.7","3","0","0","0","0","118","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","LPA","55","36.6","1","0","0","0","0","65","NPA","10","5.5","NA","0","0","0","0","0","2","2",,"0","0","-999","-999","0","0","7","7","0.9","11","0.34","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Cent. Af. Rep.","CAF","1996","0","3","1","3","1","0","0","37.299999999999997","52.47","3","MLPC","1","0","0","0","0","17","1","-999","76","MLPC","34",,"1","0","0","0","0","17","PLD","7",,"1","0","0","0","0","3","ADP","6",,"3","0","0","0","0","5","2","6",,"CFD","7",,"0","0","0","0","0","5","RDC","13",,"PSD","3",,"0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","3.9","-999","-999","1","0","1","-999","-999",,,"1","0","0","0","0","482","
, 0 "
"Belgium","BEL","1995","2","3","1","0","1","0","0","-999","-999","24","CVP","1","0","0","1","1","50","0","-999","212","CVP","39","16.7","1","0","0","1","1","50","PS","35","13.6","3","0","0","1","0","110","SP","28","12","3","0","0","1","0","17","1","18","7.8","PVV","26","11.9","1","0","0","1","0","34","PRL","20","8.1999999999999993","Ecologist","17","10","5","29","19.8","0","0","0","0","0","5","-999","1","0","7","7","13.63","13","0.33","0","1","0",,"1","1",,"0","0",,"1","1","211","
, 2 "
"Burkina Faso","BFA","1981","0","1","0","-999","-999","1","1","-999","-999","1","CMRPN","3","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0",,,"-999","439",
"Albania","ALB","1980","1","35","0","-999","-999","0","0","-999","-999","36","APL","3","0","0","0","0","39","1","-999","250","APL","250","100","3","0","0","0","0","39","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3","3",,"-999","-999","-999","-999","-999","-999","-999","1",,"0","0","1",,"-999","339","
, 1 "
"Azerbaijan","AZE","2008","0","5","1","0","1","0","1","79.53","-999","15","YAP","0","0","0","0","0","16","0","-999","125","YAP","61",,"0","0","0","0","0","16","AP","2",,"0","0","0","0","0","18","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Freedom","6",,"0","0","0","0","0","3","VHP","3",,"NA","0","0","7","7",,"46","46",,"0","-999","-999","10","0","1","7","6","1","-999","-999","1","0","1",,"-999","1","-999","0","1","1",,"-999","373","
, 1 "
"Suriname","SUR","1999","2","3","1","2","1","0","0","-999","-999","8","NDP","0","0","0","0","0","12","0","BVD","38","NDP","16",,"0","0","0","0","0","12","KTPI","6",,"0","1","1","1","0","52","BVD","5",,"0","0","0","0","4",,"1","3",,"NPS",,,"0","1","0","0","0","53","DA91","4",,"Pendawa Lima","4",,"0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","5.0999999999999996","-999","-999","0","1","0","0","0","1",,"0","0",,,"-999","115",
"Austria","AUT","1990","2","4","1","0","1","0","0","-999","-999","20","SPO","3","0","0","0","0","101","0","-999","183","SPO","80","43.12","3","0","0","0","0","101","OVP","77","41.3","1","0","0","0","0","45","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FPO","18","9.73","1","1","0","0","0","34","VGO/ALO","8","4.82","NA","0","0","0","0","0","0","0","0","0","0","10","-999","1","0","7","7","20.3","888","0.26","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Benin","BEN","2014","0","8","1","2","1","0","0","53","-999","-999","independent","0","0","0","0","0","-999","-999","-999","83","FCBE","41",,"0","0","0","0","0","7","Amana","2",,"0","0","0","0","0",,"Cauris","2",,"0","0","0","0","0",,"2","4",,"UN","30",,"0","0","0","0","0","3","UPR","2",,"G13","2",,"0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","3.46","-999","-999","0","1","0","0","0","1",,"0","0","2","1","-999","434","
, 2 "
"Bangladesh","BGD","1993","2","2","1","3","1","0","0","-999","-999","2","BNP","0","1","0","0","0","15","1","-999","294","BNP","138",,"0","1","0","0","0","15","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","AL","85",,"0","0","0","0","0","44","Jatiya Dal","35",,"Jamaat-i-Islami","18",,"4","18",,"0","0","0","0","-999","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","-999","771","
, 0 "
"Bahrain","BHR","1995","0","24","0","-999","-999","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","30","Appointees","30","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","-999","692","
, 0 "
"Belgium","BEL","1977","2","3","1","1","1","0","0","-999","-999","6","CSP","1","0","0","1","1","32","0","-999","208","CSP","72","32.340000000000003","1","0","0","0","1","32","Liberal/Rass","25","10.94","3","0","0","1","0","9","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Socialist","59","26.66","3","0","0","0","0","92","Freedom & Prog","30","15.2","Volksunie","22","10.199999999999999","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","7.5","13","0.39","0","1","0",,"1","1",,"0","0",,,"0","211","
, 1 "
"Benin","BEN","1986","1","14","1","3","1","1","1","-999","-999","11","PRPB","3","0","0","0","0","11","1","-999","196","PRPB","196","98.1","3","0","0","0","0","11","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3","3","-999","-999","-999","-999","-999","-999","-999","-999","-999",,"0","0","1","1","-999","434","
, 1 "
"Burkina Faso","BFA","1996","0","5","1","2","1","1","0","90.4","-999","5","FP","1","0","0","0","0","9","1","-999","107","ODP-MT","78","48.2","3","0","0","0","0","7","PAI","2",,"0","0","0","0","0",,"PSB","1",,"3","0","0","0","0",,"3","3",,"CNPP-PSD","12","12.06","3","0","0","0","0",,"RDA","6","11.47","ADF","4","8.6999999999999993","1","1",,"0","0","0","0","0","-999","-999","0","0","6","3","2.5","-999","-999","0","1","0","0","0","1","1","1","0",,,"-999","439",
"Moldova","MDA","2011","1","2","1","2","1","0","0","-999","-999","2","PDM","2","0","0","0","0","15","0","-999","101","PLDM","32","29.42","0","0","0","0","0","4","PDM","15","12.72","2","0","0","0","0","11","PL","12","9.9600000000000009","1","0","0","0","0","18","0","0","0","PCRM","42","39.32","3","0","0","0","0","17","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","101","-999","-999","0","1","0","3","1",,,"0","1",,,"-999","359",
"Angola","AGO","1992","0","13","1","0","1","0","1","-999","-999","17","MPLA","3","1","0","0","0","36","1","-999","223","MPLA","223","100","3","1","0","0","0","36","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","9","9","1","1","2","2","888","-999","-999","0","1","0","-999","-999","-999",,"0","0","0",,"-999","540","
, 1 "
"Bahrain","BHR","2013","0","14","0","-999","-999","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","40","INAS","18",,"0","0","0","3","0","11","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Al Asala","3",,"0","0","0","3","0","11","Al Menbar","2",,"NA","0","0","0","0","0","17","17","0","-999","-999","-999","-999","0","0","6","2","1","-999","0.5","1","0","1","-999","-999","-999","-999","0","0","1","0","0","692","
, 0 "
"Angola","AGO","2006","0","27","0","0","-999","0","1","49.57","-999","31","MPLA","3","1","0","0","0","50","1","-999","220","MPLA","129","53.74","3","1","0","0","0","50","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UNITA","70","34.1","0","0","0","0","0","40","NA","0","0","NA","0","0","0","0","0","10","21","12.15","0","-999","-999","-999","0","0","3","2","78.900000000000006","-999","-999","-999","-999","-999","0","1","1",,"1","0","0",,"-999","540","
, 1 "
"Eq. Guinea","GNQ","1999","0","20","1","4","1","1","1","90","-999","11","PDGE","0","0","0","0","0","12","1","-999","80","PDGE","68",,"0","0","0","0","0","12","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","CSD","6",,"3","0","0","0","0","15","UDS","5",,"CLD","1",,"0","0","0","0","0","0","0","-999","3","-999","1","0","6","3","13.3","-999","-999","0","1","0","0","0","1",,"1","0","0","0","-999","411",
"Singapore","SGP","1987","2","21","1","1","1","0","0","-999","-999","21","PAP","0","0","0","0","0","33","1","-999","78","PAP","77","62.94","0","0","0","0","0","33","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","WP","0","12.29","2","0","0","0","0","30","SDP","1","3.55","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6","6","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","-999","830","
, 0 "
"Bolivia","BOL","2009","0","4","1","1","0","0","0","53.74","-999","4","MAS","3","0","0","0","0","22","0","-999","130","MAS","72","53.74","3","0","0","0","0","22","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PODEMOS","43","28.59","1","0","0","0","0","4","UN","8","7.8","MNR","7","6.47","0","0","0","0","0","0","0","0","12","12","1","1","7","7","1.69","3","0.17","1","1","1",,"1","1",,"0","0","2",,"1","145","
, 0 "
"Bahamas","BHS","1986","2","18","1","1","1","0","0","-999","-999","18","PLP","2","0","0","0","0","33","1","-999","43","PLP","32","55.18","2","0","0","0","0","33","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FNM","11","42.35","1","0","0","0","0","14","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.25","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Australia","AUS","1981","2","6","1","2","1","0","0","-999","-999","6","LPA","1","0","0","0","0","37","0","-999","125","LPA","54","37.4","1","0","0","0","0","37","NPA","20","8.9","1","0","1","0","0","65","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ALP","51","45.1","3","0","0","0","0","90","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","0.9","11","0.33","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Argentina","ARG","1976","0","2","0","-999",,"0",,"62","-999","3","Peronist","3","0","0","0","0",,,"-999","0",,,,"-999","0",,,,,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","0",,,,,"NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","7","7",,"-999","-999",,,"-999","-999",,,,,"0",,,"-999","160",
"Burkina Faso","BFA","2010","0","19","1","0","1","1","0","80.349999999999994","-999","5","CDP","0","0","0","0","0","14","1","-999","101","CDP","73","58.85","0","0","0","0","0","14","ADF-RDA","14","10.7","3","0","0","0","0","8","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UPR","5","4.3","0","0","1","0","0","4","UNIR/MS","4","3.89","CFD-B","3","2.34","1","2","3.28","0","0","0","0","0","-999","11","0","1","7","6","8.41","-999","-999","0","1","0","0","0","1","1","1","0","1",,"-999","439",
"Bahrain","BHR","1980","0","9","0","-999","-999","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","-999","692","
, 0 "
"Australia","AUS","1998","2","2","1","1","1","0","0","-999","-999","2","LPA","1","0","0","0","0","54","0","-999","149","LPA","75","38.700000000000003","1","0","0","0","0","54","NPA","19","8.1999999999999993","1","0","0","0","0","16","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ALP","50","38.799999999999997","3","0","0","0","0","107","independent","1","0.4","independent","1",,"3","3","4.4000000000000004","0","0","0","0","0","10","-999","1","0","7","7","0.9","11","0.34","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Azerbaijan","AZE","1998","0","5","1","0","1","0","1","-999","-999","5","YAP","0","0","0","0","0","6","1","-999","126","YAP","67","70","0","0","0","0","0","6","AMDP","1",,"0","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PFA","4",,"0","1","0","0","0","9","AMIP","4",,"ASP","2",,"48","48",,"0","0","0","0","-999","-999","10","0","1","7","6","1","-999","-999","1","0","1",,"-999","1","-999","0","1","0",,"-999","373","
, 0 "
"Bangladesh","BGD","2011","2","3","1","2","1","0","0","-999","-999","3","AL","0","0","0","0","0","62","1","-999","296","AL","230",,"0","0","0","0","0","62","Ershad","27",,"0","0","0","0","0",,"JSD","3",,"3","0","0","0","0","39","2","4",,"BNP","30",,"0","1","0","0","0","33","Jamaat-i-Islami","2",,"BJP","1",,"0","0","0","0","0","0","0","-999","-999","-999","0","0","6","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","-999","771","
, 0 "
"Belize","BLZ","2008","2","10","1","0","1","0","0","-999","-999","10","PUP","1","0","0","0","0","58","1","-999","29","PUP","22","53.2","1","0","0","0","0","58","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UDP","7","45.6","1","0","0","0","0","34","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","2","-999","1","0","6","7","1.07","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","0","80","
, 0 "
"Dom. Rep.","DOM","1993","0","7","1","1",,"0","1","36","-999","7","PRSC","1","0","0","0","0","30","0","-999","88","PRSC","40",,"1","0","0","0","0","30","Socialist Block","1",,"3","0","0","0","0",,"Dominican Workers' Party","1",,"3","0","0","0","0",,"0","0","0","PRD","44",,"3","0","0","0","0","54","DRI","2",,"NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","6.5","5.2","1","0.2","1","1","0","0",,"1",,"0","0","2","0","1","42","
, 0 "
"Georgia","GEO","1996","0","4","0","4","-999","0","1","75","-999","4","CU","2","0","0","0","0","3","1",,"202","CU","107","23.71","2","0","0","0","0","3","NDPG","34","7.95","0","0","0","0","0","15","AGUR","31","6.84","0","0","0","0","0","2","0","0","0",,,,,,,,,,,,,,,,,,,"9","30",,"0","-999","-999","-999","0","0","7","6","1","-999","-999","1","1","0","5",,"1",,"0","1",,"0","-999","372",
