"countryname","ifs","year","system","yrsoffc","finittrm","yrcurnt","multpl","military","defmin","percent1","percentl","prtyin","execme","execrlc","execnat","execrurl","execreg","execrel","execage","allhouse","nonchief","totalseats","gov1me","gov1seat","gov1vote","gov1rlc","gov1nat","gov1rurl","gov1reg","gov1rel","gov1age","gov2me","gov2seat","gov2vote","gov2rlc","gov2nat","gov2rurl","gov2reg","gov2rel","gov2age","gov3me","gov3seat","gov3vote","gov3rlc","gov3nat","gov3rurl","gov3reg","gov3rel","gov3age","govoth","govothst","govothvt","opp1me","opp1seat","opp1vote","opp1rlc","opp1nat","opp1rurl","opp1reg","opp1rel","opp1age","opp2me","opp2seat","opp2vote","opp3me","opp3seat","opp3vote","oppoth","oppothst","oppothvt","ulprty","numul","ulvote","oppmajh","oppmajs","dateleg","dateexec","legelec","exelec","liec","eiec","mdmh","mdms","ssh","pluralty","pr","housesys","thresh","dhondt","cl","select","fraud","auton","muni","author","stconst","gwno","location_1"
"Bahamas","BHS","1980","2","12","1","2","1","0","0","-999","-999","12","PLP","2","0","0","0","0","27","1","-999","38","PLP","30","54.7","2","0","0","0","0","27","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Bahm. Dem.P.","6","26.9","2","0","0","0","0","4","FNM","2","15.6","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","6","6","1","-999","0.3","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Solomon Is.","SLB","1982","2","1","1","2","1","0","-999","-999","-999","1","PAP","3","0","0","0","0","3","0","-999","0","No party",,,"0","0","0","0","0","-999",,,,,,,,,,,,,,,,,,,,,,"PAP",,,"3","0","0","0","0","3","SIUPA",,,"NA","0","0","-999","0","0","-999","0","0",,"-999","-999","-999","0","0","6.5","6.5","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","940","
, 2 "
"Cent. Af. Rep.","CAF","2000","0","7","1","5","1","0","0","51.6","-999","7","MLPC","1","0","0","0","0","21","0","-999","107","MLPC","47",,"1","0","0","0","0","21","FPP","7",,"3","0","0","0","0","-999","ADP","5",,"3","0","0","0","0","9","1","2",,"RDC","20",,"3","0","0","0","0","14","MDD","8",,"PSD","5",,"5","6",,"0","7",,"0","0","-999","-999","0","0","7","7","3.9","-999","-999","1","0","1","-999","-999",,,"1","0","0","0","0","482","
, 0 "
"Australia","AUS","1994","2","3","1","2","1","0","0","-999","-999","11","ALP","3","0","0","0","0","103","0","-999","147","ALP","80","44.92","3","0","0","0","0","103","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","LPA","49","36.770000000000003","1","0","0","0","0","50","NPA","16","7.17","independent","2","7.06","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","0.9","11","0.39","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Burundi","BDI","1986","0","10","1","3","1","1","1","99.6","-999","12","UPRONA","0","1","0","0","0","28","1","-999","65","UPRONA","65","100","0","1","0","0","0","28","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","4","2",,"-999","-999","1","-999","1","-999","-999","0","2","0","0",,,"-999","516",
"Uzbekistan","UZB","2011","0","20","1","1","1","0","0","88.1","-999","4","LDP","0","0","0","0","0","8","0","-999","150","LDP","53",,"0","0","0","0","0","8","PDP","32",,"3","0","0","0","0","20","MTDP","31",,"0","0","0","0","0","2","1","19",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0",,"0",,"0","-999","-999","-999","0","0","7","3","1","-999","-999","1","0","1","-999","-999","1",,"0","1","1","-999","-999","704","
, -999 "
"Bolivia","BOL","1988","0","3","1","1","0","0","0",,"-999","3","MNRH","1","0","0","0","0","10","0","-999","149","MNRH","59","32.39","1","0","0","0","0","10","ADN","51","35.020000000000003","3","0","0","0","0","9","MIR","16","10.86","3","0","0","0","0",,"0","0","0","MNRI","8","5.85","3","1","0","0","0",,"MNRV","6","5.12","PS-I","5","2.75","4","4","8.01","0","0","0","0","0","-999","-999","0","0","7","6.5",,"3","0.17","1","1","0",,"0","1",,"1","0","2",,"1","145","
, 0 "
"Argentina","ARG","1998","0","9","1","1","1","0","0","49.9","-999","9","PJ","1","1","0","0","0","26","1","-999","257","PJ","118","36.270000000000003","1","1","0","0","0","26","UCR/Frepaso","110","36.26","2","-999","-999","-999","-999","27","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","6.96","2","0","0","0","0","27","NA","0","0","NA","0","0","0","0","0","29","29","18.100000000000001","0","0","-999","-999","0","0","7","7","10.7","888","0.22","0","1","0","3","1","1",,"0","0",,"1","1","160","
, 2 "
"Angola","AGO","2001","0","22","0","0","-999","0","1","49.57","-999","26","MPLA","3","1","0","0","0","45","1","-999","220","MPLA","129","53.74","3","1","0","0","0","45","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UNITA","70","34.1","0","0","0","0","0","35","NA","0","0","NA","0","0","0","0","0","10","21","12.15","0","-999","-999","-999","0","0","3","2","78.900000000000006","-999","-999","-999","-999","-999","0","1","1",,"1","0","0",,"-999","540","
, 1 "
"Albania","ALB","2015","2","2","1","2","1","0","0","-999","-999","10","PSS","3","0","0","0","0","24","0","PDS","140","PSS","66","41.4","3","0","0","0","0","24","LSI","16","10.4","3","0","0","0","0","9","UHRP","1","0.9","0","1","0","0","0","23","1","1","0.5","PDS","49","30.5","3","0","0","0","0","25","PDIU","4","2.6","PRS","3","3","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","11.1","-999","-999","1","1","1","2","0","1",,"0","0","2",,"-999","339","
, 1 "
"Bahamas","BHS","2012","2","5","1","0","1","0","0","-999","-999","5","FNM","1","0","0","0","0","40","1","-999","41","FNM","23","49.76","1","0","0","0","0","40","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PLP","18","46.95","2","0","0","0","0","59","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","5","-999","1","0","7","7","1","-999","0.28999999999999998","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Armenia","ARM","2000","0","2","1","3","1","0","0","38.799999999999997","59.5","-999","independent","0","-999","0","0","0","-999","0","-999","125","Unity","55","41.45","0","0","0","0","0","2","ARF","9","7.79","0","1","0","0","0","3","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ACP","11","12.04","3","0","0","0","0","81","Right Unity Bloc","6","7.93","NDU","6","5.14","1","6","5.25","32","32","20.399999999999999","0","-999","-999","-999","0","0","7","7","62.15","-999","-999","1","1","0","5","-999","1","-999","0","0","2",,"-999","371","
, 1 "
"Brazil","BRA","1994","0","2","1","0","0","0","1","53","-999","-999","independent","1","0","0","0","0","-999","0","-999","488","PMDB","110","19.3","2","0","0","0","0","15","PFL","93","12.4","1","0","0","0","0","10","PRN","41","8.3000000000000007","1","0","0","0","0","5","2","36","7.3","PDT","41","10","3","0","0","0","0","15","PDS","41","8.9","PSDB","37","8.6999999999999993","10","89","25.15","0","0","0","0","0","-999","10","0","1","7","7","19","3","0.14000000000000001","1","1","0","5","0","0",,"0","0","2","1","1","140","
, 2 "
"Austria","AUT","1985","2","2","1","2","1","0","0","-999","-999","15","SPO","3","0","0","0","0","96","0","-999","183","SPO","90","47.65","3","0","0","0","0","96","FPO","12","4.9800000000000004","1","0","0","0","0","30","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","OVP","81","43.22","1","0","0","0","0","40","NA","0","0","NA","0","0","0","0","0","0","0","0","0","1","-999","-999","0","0","7","7","20.3","888","0.25","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Benin","BEN","1997","0","1","1","4","1","0","1","33.9","52.5","-999","independent","0","0","0","0","0","-999","-999","-999","82","PRD","19",,"0","0","0","0","0","7","FARD- Alafia","10",,"0","0","0","0","0","4","PSD","8",,"0","0","0","0","0","7","6","12",,"RB","20",,"0","0","0","0","0","5","UDSN","5",,"NG","2",,"6","6",,"0","0","0","0","-999","-999","-999","0","0","7","7","13.8","-999","-999","0","1","0","0","0","1",,"1","0","2","1","-999","434","
, 2 "
"Bosnia-Herz","BIH","2004","2","2","1","2",,"0","0","-999","-999","-999","NA","0","0","0","0","0","0","-999","-999","42","SDA","10","17.88","0","1","0","1","0","14","SBiH","6","8.93","0","0","0","0","0","8","SDS","5","13.28","0","1","0","1","0","14","2","7","12.88","SDP","4","8.64","0","0","0","0","0","5","SNSD","3","8.82","BOSS","1","2.68","1","1","1.89","5","5","6.6","0","0","-999","-999","0","0","7","7","42","-999","-999","0","1","0","0","0","0",,"0","0","2","1","0","346","
, 1 "
"Yemen","YEM","1995","1","17","1","2","1","1","1","-999","-999","7","GPC","0","1","0","0","0","13","1","-999","301","GPC","123",,"0","1","0","0","0","13","YIP","62",,"0","0","0","0","3","5","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","YSP","56",,"3","0","0","0","0","17","Baath","7",,"Truth Party","2",,"5","51",,"0","0","0","0","0","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","1",,"-999","678",
"Burundi","BDI","2001","0","5","0","-999","-999","1","1","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","81","Frodebu","65","72.569999999999993","0","1","0","0","0","9","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UPRONA","16","21.86","0","1","0","0","0","43","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","6","2","10.6","-999","-999","0","1","0","-999","-999","-999",,"0","0","2",,"-999","516","
, 1 "
"Belgium","BEL","2006","2","7","1","1","1","0","0","-999","-999","8","VLD","1","1","0","1","1","47","0","-999","150","VLD","25","15.4","1","1","0","1","1","47","PS","25","15.4","3","0","0","1","0","121","MR","24","11.4","0","0","0","0","0","4","2","23","14.9","CD&V","21","13.3","1","0","0","1","0","61","VB","18","11.6","CDH","8","5.5","3","6","8.1999999999999993","0","0","0","0","0","-999","-999","0","0","7","7","13.63","13","0.21","0","1","0",,"1","1",,"0","0",,"1","1","211","
, 2 "
"Congo (DRC)","ZAR","2008","0","8","1","3","1","1","0","44.81","58.05","-999","independent","0","0","0","0","0","-999","-999","-999","340","PPRD","111",,"0","0","0","0","0","6","PALU","34",,"0","0","0","0","0",,"MSR","27",,"0","0","0","0","0",,,,,"MLC","64",,"0","0","0","0","0","10","FR","26",,"RCD","15",,,,,"63","63",,"0","0","-999","-999","0","0","7","7",,,"0.5","1","1","0","0","0","0",,"0","0","0","-999",,"490",
"Turk Cyprus","0","2008","0","3","1","2","1","0","0","55.8","-999","3","CTP","3","0","0","0","0","38","0","-999","50","CTP","24","44.5","3","0","0","0","0","38","DP","6","13.5","1","1","0","0","0","16","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UBP","19","31.7","1","1","0","0","0","33","BDH","1","5.8","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","13.3","-999","-999","0","1","0","0","0","0",,"0","0","0","0","-999",,"
, 0 "
"Belize","BLZ","1987","2","3","1","2","1","0","0","-999","-999","3","UDP","1","0","0","0","0","13","1","-999","28","UDP","21","53","1","0","0","0","0","13","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PUP","7","44","1","0","0","0","0","37","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6","6","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","0","80","
, 0 "
"Bosnia-Herz","BIH","1986","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","346","
, -999 "
"Afghanistan","AFG","1998","0","2","0","-999","-999","0",,"-999","-999","2","Taliban","0","0","0","0","3","4","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","1","1","-999","-999","-999","-999","-999","-999","-999","-999","-999",,"-999","0","0",,"-999","700","
, 0 "
"Benin","BEN","1976","0","4","0","3","-999","1","1","-999","-999","1","PRPB","3","0","0","0","0","1","1","-999","69","PRPB","69","100","3","0","0","0","0","1","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","1","1","-999","434","
, 1 "
"Belize","BLZ","1992","2","3","1","2","1","0","0","-999","-999","3","PUP","1","0","0","0","0","42","1","-999","28","PUP","15","50.02","1","0","0","0","0","42","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UDP","13","48.2","1","0","0","0","0","18","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","0","80","
, 0 "
"P. N. Guinea","PNG","1981","2","1","1","1","1","0","0","-999","-999","1","PPP","1","0","0","0","0","11",,"-999","0","PPP",,,"1","0","0","0","0","11","UP",,,"0","0","0","0","0",,"Melanesian Alliance",,,"3","0","0","1","0",,"1",,,"Pangu",,,"2","1","0","0","0",,"NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6.5","6.5","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","2",,"-999","910","
, 2 "
"Bulgaria","BGR","1991","1","1","0","4","1","0","1","-999","-999","1","SDS","0","0","0","0","0","2","1","-999","400","BSP","211",,"3","0","0","0","0","72","SDS","144",,"1","0","0","0","0","2","DPS","23",,,"0","0","1","0",,"5","22",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","10","-999","1","0","7","7",,"-999","-999",,"0","-999","-999","-999",,,"0","0",,"0","-999","355","
, 2 "
"UAE","ARE","2006","0","2","1","3","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","12","-999","1","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1",,"696","
, 0 "
"Kenya","KEN","1994","0","16","1","3","1","0",,"36","-999","31","Kanu","0","1","0","0","0","34","1","-999","188","Kanu","100",,"0","1","0","0","0","34","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FORD-A","31",,"2","0","0","0","0","2","FORD-K","31",,"DPC","23",,"3","3",,"0","0","0","0","-999","-999","-999","0","0","7","7","0.9","-999","-999","1","0","1","-999","-999","-999",,"1","0",,,"-999","501",
"Zimbabwe","ZWE","2004","0","17","1","4","1","0","0","56.2","-999","24","ZANU-PF","0","1","0","0","0","41","0","-999","119","ZANU-PF","62","48.6","0","1","0","0","0","41","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MDC","57","47","3","0","0","0","0","5","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","6","1","-999","-999","1","0","1","-999","-999","-999",,"1","0",,,"-999","552","
, 0 "
"Cent. Af. Rep.","CAF","2003","0","10","1","2","1","0","0","51.6","-999","10","MLPC","1","0","0","0","0","24","0","-999","107","MLPC","47",,"1","0","0","0","0","24","FPP","7",,"3","0","0","0","0","-999","ADP","5",,"3","0","0","0","0","12","1","2",,"RDC","20",,"3","0","0","0","0","17","MDD","8",,"PSD","5",,"5","6",,"0","7",,"0","0","-999","-999","0","0","7","7","3.9","-999","-999","1","0","1","-999","-999",,,"1","0","0","0","0","482","
, 0 "
"Albania","ALB","1987","1","2","0","-999","-999","0","0","-999","-999","43","APL","3","0","0","0","0","46","1","-999","250","APL","250","100","3","0","0","0","0","46","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3","3",,"-999","-999","-999","-999","-999","-999","-999","1",,"0","0","1",,"-999","339","
, 1 "
"Bulgaria","BGR","1996","1","6","1","0","1","0","0","44.66","53.5","-999","independent","0","0","0","0","0","-999","1","-999","240","BSP/Allies","125","43.5","3","0","1","0","0","6","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","SDS","69","24.23","1","0","0","0","0","7","NS","18","6.51","DPS","15","5.44","1","13","4.7300000000000004","0","0","0","0","-999","-999","10","0","1","7","7","7.7","-999","-999","0","1","0","4","1","1",,"0","0","2","0","-999","355","
, 2 "
"UAE","ARE","1999","0","28","1","2","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1",,"696","
, 0 "
"Burundi","BDI","1976","0","10","1","5","-999","1","-999","-999","-999","2","UPRONA","0","1","0","0","0",,"-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0",,,"-999","516","
, 0 "
"Australia","AUS","2013","2","3","1","0","1","0","0","-999","-999","6","ALP","3","0","0","0","0","122","0","-999","150","ALP","72",,"3","0","0","0","0","122","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","LPA","65",,"1","0","0","0","0","69","NPA","7",,"CLP","1",,"1","1","0","4","4",,"0","0","9","-999","1","0","7","7","0.9","11","0.34","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Azerbaijan","AZE","1976","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","373","
, -999 "
