"operation_number","document_title","iati_document_code","iati_document_code_name","language","document_link","document_type"
"AR-L1007","ADQUISICIÓN DE EQUIPAMIENTO HOSPITALARIO HN (health)","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35401906","Specific Procurement Notices"
"AR-L1007","EQUIPAMIENTO CON DESTINO A CENTROS DE ATENCIÓN PRIMARIA DE LA SALUD HN (health)","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35401933","Specific Procurement Notices"
"AR-L1007","ADQUISICIÓN DE EQUIPAMIENTO HOSPITALARIO","A10","Tender","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36230864","Specific Procurement Notices"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353751","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353751","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353751","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353751","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353092","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353092","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353092","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353092","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926298","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926298","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926298","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926298","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874920","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874920","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874920","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874920","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874194","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874194","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874194","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874194","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172667","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172667","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172667","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172667","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175878","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175878","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175878","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 First period Jan-Jun 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175878","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178459","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178459","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178459","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178459","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 First period Jan-Jun 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181554","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 First period Jan-Jun 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181554","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 First period Jan-Jun 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181554","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 First period Jan-Jun 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181554","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2013-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266411","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2013-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266411","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2013-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266411","Project Monitoring Report ( Public version)"
"AR-L1007","Informe para Publicación_PMR-#AR-L1007-2013-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266411","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2013-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267075","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2013-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267075","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2013-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267075","Project Monitoring Report ( Public version)"
"AR-L1007","Report for Publication_PMR-#AR-L1007-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267075","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923690","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923690","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923690","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923690","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312987","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312987","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312987","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312987","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312411","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312411","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312411","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312411","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926299","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926299","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926299","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926299","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353093","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353093","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353093","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353093","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353752","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353752","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353752","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353752","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874195","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874195","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874195","Project Monitoring Report ( Public version)"
"ME-L1145","LP. Loan Proposal","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39215837","Loan Proposal"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874195","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874921","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874921","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874921","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874921","Project Monitoring Report ( Public version)"
"AR-L1008","AR-L1008 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172670","Project Monitoring Report ( Public version)"
"AR-L1008","AR-L1008 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172670","Project Monitoring Report ( Public version)"
"AR-L1008","AR-L1008 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172670","Project Monitoring Report ( Public version)"
"AR-L1008","AR-L1008 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172670","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2013-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267076","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2013-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267076","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2013-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267076","Project Monitoring Report ( Public version)"
"AR-L1008","Report for Publication_PMR-#AR-L1008-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267076","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2013-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266412","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2013-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266412","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2013-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266412","Project Monitoring Report ( Public version)"
"AR-L1008","Informe para Publicación_PMR-#AR-L1008-2013-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266412","Project Monitoring Report ( Public version)"
"AR-L1008","Programa de Fortalecimiento del Senado de la Nación","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39179128","Project Completion Report"
"AR-L1008","Programa de Fortalecimiento del Senado de la Nación","A02","Objectives / Purpose of activity","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39179128","Project Completion Report"
"AR-L1008","Programa de Fortalecimiento del Senado de la Nación","A03","Intended ultimate beneficiaries","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39179128","Project Completion Report"
"AR-L1008","Programa de Fortalecimiento del Senado de la Nación","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39179128","Project Completion Report"
"AR-L1008","Programa de Fortalecimiento del Senado de la Nación","A06","Summary information about contract","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39179128","Project Completion Report"
"AR-L1008","Programa de Fortalecimiento del Senado de la Nación","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39179128","Project Completion Report"
"AR-L1008","Programa de Fortalecimiento del Senado de la Nación","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39179128","Project Completion Report"
"AR-L1151","12. enlace Cuadro de costos","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38036603","Loan Proposal"
"AR-L1009","ARGENTINA. Programa Sectorial de Administración Financiera Pública (AR-L1009 1720/OC-AR) Informe de Terminación de Proyecto (PCR) ","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=1796812","Project Completion Report"
"AR-L1009","ARGENTINA. Programa Sectorial de Administración Financiera Pública (AR-L1009 1720/OC-AR) Informe de Terminación de Proyecto (PCR) ","A02","Objectives / Purpose of activity","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=1796812","Project Completion Report"
"AR-L1009","ARGENTINA. Programa Sectorial de Administración Financiera Pública (AR-L1009 1720/OC-AR) Informe de Terminación de Proyecto (PCR) ","A03","Intended ultimate beneficiaries","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=1796812","Project Completion Report"
"AR-L1009","ARGENTINA. Programa Sectorial de Administración Financiera Pública (AR-L1009 1720/OC-AR) Informe de Terminación de Proyecto (PCR) ","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=1796812","Project Completion Report"
"AR-L1009","ARGENTINA. Programa Sectorial de Administración Financiera Pública (AR-L1009 1720/OC-AR) Informe de Terminación de Proyecto (PCR) ","A06","Summary information about contract","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=1796812","Project Completion Report"
"AR-L1009","ARGENTINA. Programa Sectorial de Administración Financiera Pública (AR-L1009 1720/OC-AR) Informe de Terminación de Proyecto (PCR) ","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=1796812","Project Completion Report"
"AR-L1009","ARGENTINA. Programa Sectorial de Administración Financiera Pública (AR-L1009 1720/OC-AR) Informe de Terminación de Proyecto (PCR) ","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=1796812","Project Completion Report"
"AR-L1012","Informe de Terminación de Proyecto (PCR)   ","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35593999","Project Completion Report"
"AR-L1012","Informe de Terminación de Proyecto (PCR)   ","A02","Objectives / Purpose of activity","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35593999","Project Completion Report"
"AR-L1012","Informe de Terminación de Proyecto (PCR)   ","A03","Intended ultimate beneficiaries","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35593999","Project Completion Report"
"AR-L1012","Informe de Terminación de Proyecto (PCR)   ","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35593999","Project Completion Report"
"AR-L1012","Informe de Terminación de Proyecto (PCR)   ","A06","Summary information about contract","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35593999","Project Completion Report"
"AR-L1012","Informe de Terminación de Proyecto (PCR)   ","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35593999","Project Completion Report"
"AR-L1012","Informe de Terminación de Proyecto (PCR)   ","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35593999","Project Completion Report"
"AR-L1013","AR-L1013 Second period Jan-Dec 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360652","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360652","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360652","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360652","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923693","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923693","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923693","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923693","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624839","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624839","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624839","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624839","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625407","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625407","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625407","Project Monitoring Report ( Public version)"
