"operation_number","document_title","iati_document_code","iati_document_code_name","language","document_link","document_type"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625407","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312412","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312412","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312412","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312412","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312988","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312988","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312988","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312988","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353753","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353753","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353753","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353753","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353094","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353094","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353094","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353094","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926303","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926303","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926303","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926303","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874922","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874922","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874922","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874922","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874196","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874196","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874196","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874196","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172671","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172671","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172671","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172671","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178461","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178461","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178461","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 Second period Jan-Dec 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178461","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175879","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175879","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175879","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175879","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181557","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181557","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181557","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181557","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2013-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266413","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2013-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266413","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2013-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266413","Project Monitoring Report ( Public version)"
"AR-L1013","Informe para Publicación_PMR-#AR-L1013-2013-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266413","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2013-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267077","Project Monitoring Report ( Public version)"
"AR-L1015","IGAS y Anexos - AR-L1015","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=877521","Environmental Analyses"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2013-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267077","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2013-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267077","Project Monitoring Report ( Public version)"
"AR-L1013","Report for Publication_PMR-#AR-L1013-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267077","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2016-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40797163","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2016-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40797163","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2016-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40797163","Project Monitoring Report ( Public version)"
"AR-L1013","AR-L1013 First period Jan-Jun 2016-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40797163","Project Monitoring Report ( Public version)"
"AR-L1014","AR-L1014 Second period Jan-Dec 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360653","Project Monitoring Report ( Public version)"
"AR-L1014","AR-L1014 Second period Jan-Dec 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360653","Project Monitoring Report ( Public version)"
"AR-L1014","AR-L1014 Second period Jan-Dec 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360653","Project Monitoring Report ( Public version)"
"AR-L1014","AR-L1014 Second period Jan-Dec 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360653","Project Monitoring Report ( Public version)"
"AR-L1014","Report for Publication_PMR-#AR-L1014-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625408","Project Monitoring Report ( Public version)"
"AR-L1014","Report for Publication_PMR-#AR-L1014-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625408","Project Monitoring Report ( Public version)"
"AR-L1014","Report for Publication_PMR-#AR-L1014-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625408","Project Monitoring Report ( Public version)"
"AR-L1014","Report for Publication_PMR-#AR-L1014-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625408","Project Monitoring Report ( Public version)"
"AR-L1014","Informe para Publicación_PMR-#AR-L1014-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624840","Project Monitoring Report ( Public version)"
"AR-L1014","Informe para Publicación_PMR-#AR-L1014-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624840","Project Monitoring Report ( Public version)"
"AR-L1014","Informe para Publicación_PMR-#AR-L1014-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624840","Project Monitoring Report ( Public version)"
"AR-L1014","Informe para Publicación_PMR-#AR-L1014-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624840","Project Monitoring Report ( Public version)"
"AR-L1014","Informe para Publicación_PMR-#AR-L1014-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923694","Project Monitoring Report ( Public version)"
