"iddate","year","idgeo","isoalpha3","source","indicator","area","quintile","sex","education_level","age","ethnicity","value","se","cv","sample"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","women","Total","15_64","Total","5700.0","533.1456900000002","9.3534336","42622.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","women","Total","15_64","Total","0.0056311589000000006","0.036246914","6.4368477","42620.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","women","Total","15_64","Total","12000.0","772.42169","6.4368477","42622.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","women","Total","15_64","Total","0.13336462","0.1646785","1.234799","42620.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","women","Total","15_64","Total","284200.0","3509.2988","1.234799","42622.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","women","Total","15_64","Total","0.015227593","0.059317376","3.8953876","42620.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","women","Total","15_64","Total","32450.0","1264.0533","3.8953876","42622.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","women","Total","15_64","Total","0.013561708","0.056026116","4.1311994","42620.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","women","Total","15_64","Total","28900.0","1193.9166","4.1311994","42622.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","women","Total","15_64","Total","0.011098076000000002","0.050745651","4.5724730000000005","42620.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","women","Total","15_64","Total","23650.0","1081.3898","4.5724730000000005","42622.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","women","Total","15_64","Total","0.045648713","0.10493715","2.2987976000000003","39563.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","women","Total","25_64","Total","0.26039253","0.13308778","0.51110446","108732.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","women","Total","25_64","Total","0.010415574","0.060021814000000014","5.7626982","28611.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","women","Total","25_64","Total","0.2631332","0.13353823","0.5074929","108732.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","women","Total","25_64","Total","0.74887863","0.2577284","0.34415245","28313.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","women","Total","25_64","Total","0.15974994","0.21774057","1.3630087","28313.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","women","Total","25_64","Total","0.027478542","0.097154111","3.5356352","28313.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","women","Total","25_64","Total","0.030621977000000005","0.1023948","3.3438339","28313.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","women","Total","25_64","Total","1060150.0","3648.5322","0.34415245","28315.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","women","Total","25_64","Total","226150.0","3082.4443","1.3630087","28315.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","women","Total","25_64","Total","38900.0","1375.3622","3.5356352","28315.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","women","Total","25_64","Total","43350.0","1449.552","3.3438339","28315.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","women","Total","25_64","Total","0.033765408999999996","0.10734752","3.1792159","28313.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","women","Total","25_64","Total","47800.0","1519.6652","3.1792159","28315.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","women","Total","25_64","Total","0.0008829866300000002","0.017652245","19.991522","28313.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","women","Total","25_64","Total","1250.0","249.89401","19.991522","28315.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","women","Total","25_64","Total","0.18263695","0.22962362","1.2572681","28313.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","women","Total","25_64","Total","258550.0","3250.6667","1.2572681","28315.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","women","Total","25_64","Total","0.0028961959","0.03193735","11.027344","28313.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","women","Total","25_64","Total","4100.0","452.12112","11.027344","28315.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","women","Total","25_64","Total","0.005156641599999999","0.042567246","8.254838900000001","28313.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","women","Total","25_64","Total","7300.0","602.60321","8.254838900000001","28315.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","women","Total","25_64","Total","0.12891603999999998","0.19915821","1.5448674999999998","28313.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","women","Total","25_64","Total","182500.0","2819.3833","1.5448674999999998","28315.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","women","Total","25_64","Total","0.01712994","0.077115327","4.5017862","28313.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","women","Total","25_64","Total","24250.0","1091.6831","4.5017862","28315.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","women","Total","25_64","Total","0.013174161","0.06776359700000001","5.1436749000000015","28313.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","women","Total","25_64","Total","18650.0","959.29535","5.1436749000000015","28315.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","women","Total","25_64","Total","0.011372868","0.063018195","5.5411","28313.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","women","Total","25_64","Total","16100.0","892.1171300000002","5.5411","28315.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","women","Total","25_64","Total","0.05542332599999999","0.14063853","2.5375333","26469.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","women","Total","65+","Total","0.046655583","0.15967201","3.4223559","17447.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","women","Total","65+","Total","0.0024509804","0.17320412","70.667282","816.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","women","Total","65+","Total","0.04677022","0.15985844","3.4179537000000004","17447.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","women","Total","65+","Total","0.43980343","1.7408216","3.9581809","814.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","women","Total","65+","Total","0.34275185","1.6645976999999998","4.856568299999998","814.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","women","Total","65+","Total","0.071253071","0.90220499","12.66198","814.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","women","Total","65+","Total","0.07248157000000001","0.90934736","12.545911","814.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","women","Total","65+","Total","17900.0","708.5144","3.9581809","814.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","women","Total","65+","Total","13950.0","677.49127","4.856568299999998","814.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","women","Total","65+","Total","2900.0","367.19742","12.66198","814.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","women","Total","65+","Total","2950.0","370.10437","12.545911","814.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","women","Total","65+","Total","0.14742014999999994","1.2433709","8.4341993","814.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","women","Total","65+","Total","6000.0","506.05194000000006","8.4341993","814.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","women","Total","65+","Total","0.14987715","1.2518817","8.3527184","814.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","women","Total","65+","Total","6100.0","509.51584","8.3527184","814.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","women","Total","65+","Total","0.0012285012","0.12285012","100.0","814.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","women","Total","65+","Total","50.0","50.0","100.0","814.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","women","Total","65+","Total","0.12653563","1.1659602","9.2144814","814.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","women","Total","65+","Total","5150.0","474.54581","9.2144814","814.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","women","Total","65+","Total","0.0036855036","0.21252076","57.66396700000001","814.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","women","Total","65+","Total","150.0","86.495949","57.66396700000001","814.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","women","Total","65+","Total","0.0012285012","0.12285012","100.0","814.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","women","Total","65+","Total","50.0","50.0","100.0","814.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","women","Total","65+","Total","0.019656019","0.48684618","24.768299","814.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","women","Total","65+","Total","800.0","198.14639","24.768299","814.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","women","Total","65+","Total","0.022315202000000003","0.55200541","24.736742","717.0"
"year","1970","country","ARG","IPUMS","hacinamiento_ch_PHC","Total","Total","Total","Total","Total","Total","1.7186211","0.0039794301","0.23154785","121079.0"
"year","1970","country","ARG","IPUMS","estable_ch_PHC","Total","Total","Total","Total","Total","Total","1.0","0.0","0.0","120562.0"
"year","1970","country","ARG","IPUMS","migrante_ci_PHC","Total","Total","Total","Total","Total","Total","0.094560719","0.042827699","0.45291215","466790.0"
"year","1970","country","ARG","IPUMS","migantiguo5_ci_PHC","Total","Total","Total","Total","Total","Total","0.087080154","0.04128962","0.47415647","466306.0"
"year","1970","country","ARG","IPUMS","migrantelac_ci_PHC","Total","Total","Total","Total","Total","Total","0.025347586000000002","0.023005564","0.90760374","466790.0"
"year","1970","country","ARG","IPUMS","migrantiguo5_ci_new_PHC","Total","Total","Total","Total","Total","Total","93.013557","0.12200681","0.13117099","43656.0"
"year","1970","country","ARG","IPUMS","miglac_ci_new_PHC","Total","Total","Total","Total","Total","Total","26.805618","0.21083395","0.78652894","44140.0"
"year","1970","country","ARG","IPUMS","migrante_ci_PHC","Total","Total","men","Total","Total","Total","0.10005737","0.06232471","0.6228897","231817.0"
"year","1970","country","ARG","IPUMS","migantiguo5_ci_PHC","Total","Total","men","Total","Total","Total","0.09184030499999997","0.060015336","0.65347493","231565.0"
"year","1970","country","ARG","IPUMS","migrantelac_ci_PHC","Total","Total","men","Total","Total","Total","0.027060137","0.033700496","1.2453927","231817.0"
"year","1970","country","ARG","IPUMS","migrantiguo5_ci_new_PHC","Total","Total","men","Total","Total","Total","92.694939","0.17180043","0.18533961","22943.0"
"year","1970","country","ARG","IPUMS","miglac_ci_new_PHC","Total","Total","men","Total","Total","Total","27.044622","0.29166296","1.0784508999999998","23195.0"
"year","1970","country","ARG","IPUMS","migrante_ci_PHC","Total","Total","women","Total","Total","Total","0.08915003800000001","0.058790304","0.65945345","234941.0"
"year","1970","country","ARG","IPUMS","migantiguo5_ci_PHC","Total","Total","women","Total","Total","Total","0.08239564900000003","0.056756541","0.68882936","234709.0"
"year","1970","country","ARG","IPUMS","migrantelac_ci_PHC","Total","Total","women","Total","Total","Total","0.023661261000000003","0.031357449","1.3252654","234941.0"
"year","1970","country","ARG","IPUMS","migrantiguo5_ci_new_PHC","Total","Total","women","Total","Total","Total","93.366486","0.17292443","0.18521038","20713.0"
"year","1970","country","ARG","IPUMS","miglac_ci_new_PHC","Total","Total","women","Total","Total","Total","26.540941","0.30510619","1.1495681","20945.0"
"year","1991","country","ARG","IPUMS","jefa_ch_PHC","Total","Total","Total","Total","Total","Total","0.22372105","0.044058274","0.19693397","1162341.0"
"year","1991","country","ARG","IPUMS","pobfem_ci_PHC","Total","Total","Total","Total","Total","Total","0.5045459","0.036429107","0.072201766","4286139.0"
"year","1991","country","ARG","IPUMS","miembro6_ch_PHC","Total","Total","Total","Total","Total","Total","0.29693153","0.048008855","0.16168325","1162341.0"
"year","1991","country","ARG","IPUMS","miembro6y16_ch_PHC","Total","Total","Total","Total","Total","Total","0.41458107","0.051815167","0.12498199","1162341.0"
"year","1991","country","ARG","IPUMS","miembro65_ch_PHC","Total","Total","Total","Total","Total","Total","0.25138062","0.045753952","0.18201065","1162341.0"
"year","1991","country","ARG","IPUMS","unip_ch_PHC","Total","Total","Total","Total","Total","Total","0.13555242","0.036327071","0.26799279","1162341.0"
"year","1991","country","ARG","IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","0.6400772099999998","0.050621472","0.079086512","1162341.0"
"year","1991","country","ARG","IPUMS","ampl_ch_PHC","Total","Total","Total","Total","Total","Total","0.18974762","0.041272886","0.21751465","1162341.0"
"year","1991","country","ARG","IPUMS","comp_ch_PHC","Total","Total","Total","Total","Total","Total","0.023485506000000003","0.01598944","0.68082154","1162341.0"
"year","1991","country","ARG","IPUMS","corres_ch_PHC","Total","Total","Total","Total","Total","Total","0.011137265","0.011170086","1.0029469000000002","1162341.0"
"year","1991","country","ARG","IPUMS","tamh_ch_PHC","Total","Total","Total","Total","Total","Total","3.5989926","0.0020911184","0.058102883","1162341.0"
"year","1991","country","ARG","IPUMS","pob18_ci_PHC","Total","Total","Total","Total","Total","Total","0.3580090300000001","0.032959316","0.092062801","4286139.0"
"year","1991","country","ARG","IPUMS","pob65_ci_PHC","Total","Total","Total","Total","Total","Total","0.10348822","0.026986254","0.26076645","4286139.0"
"year","1991","country","ARG","IPUMS","union_ci_PHC","Total","Total","Total","Total","Total","Total","0.40238586","0.034841459","0.08658718300000001","4284026.0"
"year","1991","country","ARG","IPUMS","pobedad_ci_PHC","Total","Total","Total","Total","Total","Total","28.0",,,"4286447.0"
"year","1991","country","ARG","IPUMS","jefa_ch_PHC","rural","Total","Total","Total","Total","Total","0.14533757000000005","0.10902209","0.75013012","104565.0"
"year","1991","country","ARG","IPUMS","pobfem_ci_PHC","rural","Total","Total","Total","Total","Total","0.46566471","0.077568345","0.16657552","413974.0"
"year","1991","country","ARG","IPUMS","miembro6_ch_PHC","rural","Total","Total","Total","Total","Total","0.36311176","0.14878649","0.40975395","104565.0"
"year","1991","country","ARG","IPUMS","miembro6y16_ch_PHC","rural","Total","Total","Total","Total","Total","0.46654655","0.15436704","0.3308717","104565.0"
"year","1991","country","ARG","IPUMS","miembro65_ch_PHC","rural","Total","Total","Total","Total","Total","0.22805214000000004","0.12980382","0.56918484","104565.0"
"year","1991","country","ARG","IPUMS","unip_ch_PHC","rural","Total","Total","Total","Total","Total","0.14532228","0.10909048","0.75067961","104565.0"
"year","1991","country","ARG","IPUMS","nucl_ch_PHC","rural","Total","Total","Total","Total","Total","0.5884678299999999","0.15227082","0.2587581","104565.0"
"year","1991","country","ARG","IPUMS","ampl_ch_PHC","rural","Total","Total","Total","Total","Total","0.20851852","0.12565811","0.60262328","104565.0"
"year","1991","country","ARG","IPUMS","comp_ch_PHC","rural","Total","Total","Total","Total","Total","0.039894602","0.060572982","1.5183252","104565.0"
"year","1991","country","ARG","IPUMS","corres_ch_PHC","rural","Total","Total","Total","Total","Total","0.017796749","0.040926043","2.2996359","104565.0"
"year","1991","country","ARG","IPUMS","tamh_ch_PHC","rural","Total","Total","Total","Total","Total","3.9588442","0.0072472673","0.18306524","104565.0"
"year","1991","country","ARG","IPUMS","pob18_ci_PHC","rural","Total","Total","Total","Total","Total","0.43694294","0.077131651","0.1765257","413974.0"
"year","1991","country","ARG","IPUMS","pob65_ci_PHC","rural","Total","Total","Total","Total","Total","0.072822375","0.040398601","0.55475533","413974.0"
"year","1991","country","ARG","IPUMS","union_ci_PHC","rural","Total","Total","Total","Total","Total","0.3836797","0.075635538","0.19713198","413794.0"
"year","1991","country","ARG","IPUMS","pobedad_ci_PHC","rural","Total","Total","Total","Total","Total","23.0",,,"413974.0"
"year","1991","country","ARG","IPUMS","jefa_ch_PHC","urban","Total","Total","Total","Total","Total","0.23413176","0.047631446","0.20343864","1057776.0"
"year","1991","country","ARG","IPUMS","pobfem_ci_PHC","urban","Total","Total","Total","Total","Total","0.52002094","0.029605184","0.056930751","3835159.0"
"year","1991","country","ARG","IPUMS","miembro6_ch_PHC","urban","Total","Total","Total","Total","Total","0.28814163","0.050580509","0.17554043","1057776.0"
"year","1991","country","ARG","IPUMS","miembro6y16_ch_PHC","urban","Total","Total","Total","Total","Total","0.4076791400000001","0.054947805","0.13478199","1057776.0"
"year","1991","country","ARG","IPUMS","miembro65_ch_PHC","urban","Total","Total","Total","Total","Total","0.25447905","0.048867628","0.19203006","1057776.0"
"year","1991","country","ARG","IPUMS","unip_ch_PHC","urban","Total","Total","Total","Total","Total","0.13425481","0.038515668","0.28688484","1057776.0"
"year","1991","country","ARG","IPUMS","nucl_ch_PHC","urban","Total","Total","Total","Total","Total","0.64693184","0.053617917","0.082880318","1057776.0"
"year","1991","country","ARG","IPUMS","ampl_ch_PHC","urban","Total","Total","Total","Total","Total","0.18725451","0.043666799000000006","0.2331949","1057776.0"
"year","1991","country","ARG","IPUMS","comp_ch_PHC","urban","Total","Total","Total","Total","Total","0.021306090000000003","0.01621272","0.760943","1057776.0"
"year","1991","country","ARG","IPUMS","corres_ch_PHC","urban","Total","Total","Total","Total","Total","0.010252769","0.011423208999999998","1.1141584","1057776.0"
"year","1991","country","ARG","IPUMS","tamh_ch_PHC","urban","Total","Total","Total","Total","Total","3.5511978","0.0021582609","0.06077557400000001","1057776.0"
"year","1991","country","ARG","IPUMS","pob18_ci_PHC","urban","Total","Total","Total","Total","Total","0.37008453","0.028587377","0.077245526","3835159.0"
"year","1991","country","ARG","IPUMS","pob65_ci_PHC","urban","Total","Total","Total","Total","Total","0.09283072500000003","0.017282294","0.18616998","3835159.0"
"year","1991","country","ARG","IPUMS","union_ci_PHC","urban","Total","Total","Total","Total","Total","0.41961166","0.029241981","0.06968820099999999","3833767.0"
"year","1991","country","ARG","IPUMS","pobedad_ci_PHC","urban","Total","Total","Total","Total","Total","27.0",,,"3835467.0"
"year","1991","country","ARG","IPUMS","urbano_ci_PHC","Total","Total","Total","Total","Total","Total","0.78187881","0.045065746","0.057637765999999986","4286139.0"
"year","1991","country","ARG","IPUMS","rural_ci_PHC","Total","Total","Total","Total","Total","Total","0.11576795","0.017891545","0.15454662","4286139.0"
"year","1991","country","ARG","IPUMS","urbano_ci_PHC","Total","Total","men","Total","Total","Total","0.7574575","0.066490218","0.087780789","2097218.0"
"year","1991","country","ARG","IPUMS","rural_ci_PHC","Total","Total","men","Total","Total","Total","0.12485293","0.026610674","0.21313615","2097218.0"
"year","1991","country","ARG","IPUMS","urbano_ci_PHC","Total","Total","women","Total","Total","Total","0.80585999","0.060481701","0.075052366","2188921.0"
"year","1991","country","ARG","IPUMS","rural_ci_PHC","Total","Total","women","Total","Total","Total","0.10684667","0.024033641","0.2249358","2188921.0"
"year","1991","country","ARG","IPUMS","prangoedad_00_15_PHC","Total","Total","Total","Total","Total","Total","0.30648331","0.030872127000000006","0.10073021","4286139.0"
"year","1991","country","ARG","IPUMS","prangoedad_16_30_PHC","Total","Total","Total","Total","Total","Total","0.23619993","0.032560982","0.13785347","4286139.0"
"year","1991","country","ARG","IPUMS","prangoedad_31_45_PHC","Total","Total","Total","Total","Total","Total","0.18802336","0.028107222","0.14948793","4286139.0"
"year","1991","country","ARG","IPUMS","prangoedad_46_60_PHC","Total","Total","Total","Total","Total","Total","0.13481960999999998","0.024549462","0.18209118","4286139.0"
"year","1991","country","ARG","IPUMS","prangoedad_61_75_PHC","Total","Total","Total","Total","Total","Total","0.094888363","0.022878947","0.24111438","4286139.0"
"year","1991","country","ARG","IPUMS","prangoedad_76_90_PHC","Total","Total","Total","Total","Total","Total","0.037161257","0.019258216","0.51823366","4286139.0"
"year","1991","country","ARG","IPUMS","prangoedad_91mas_PHC","Total","Total","Total","Total","Total","Total","0.002424175","0.0061837034","2.5508485","4286139.0"
"year","1991","country","ARG","IPUMS","prangoedad_00_15_PHC","rural","Total","Total","Total","Total","Total","0.38333744","0.07560489299999999","0.19722804","413974.0"
"year","1991","country","ARG","IPUMS","prangoedad_16_30_PHC","rural","Total","Total","Total","Total","Total","0.22054785","0.064475246","0.29234129","413974.0"
"year","1991","country","ARG","IPUMS","prangoedad_31_45_PHC","rural","Total","Total","Total","Total","Total","0.17063803","0.058502238","0.3428441","413974.0"
"year","1991","country","ARG","IPUMS","prangoedad_46_60_PHC","rural","Total","Total","Total","Total","Total","0.12634051","0.051672474","0.40899369","413974.0"
"year","1991","country","ARG","IPUMS","prangoedad_61_75_PHC","rural","Total","Total","Total","Total","Total","0.075813379","0.041159321","0.54290313","413974.0"
"year","1991","country","ARG","IPUMS","prangoedad_76_90_PHC","rural","Total","Total","Total","Total","Total","0.022154789","0.02287766","1.0326282","413974.0"
"year","1991","country","ARG","IPUMS","prangoedad_91mas_PHC","rural","Total","Total","Total","Total","Total","0.001168023","0.0053061065","4.54281","413974.0"
"year","1991","country","ARG","IPUMS","prangoedad_00_15_PHC","urban","Total","Total","Total","Total","Total","0.31802919","0.027565064","0.086674631","3835159.0"
"year","1991","country","ARG","IPUMS","prangoedad_16_30_PHC","urban","Total","Total","Total","Total","Total","0.22841738","0.024876723","0.10890907","3835159.0"
"year","1991","country","ARG","IPUMS","prangoedad_31_45_PHC","urban","Total","Total","Total","Total","Total","0.19213627","0.023324395","0.12139506","3835159.0"
"year","1991","country","ARG","IPUMS","prangoedad_46_60_PHC","urban","Total","Total","Total","Total","Total","0.13724642999999995","0.02042914","0.14885007","3835159.0"
"year","1991","country","ARG","IPUMS","prangoedad_61_75_PHC","urban","Total","Total","Total","Total","Total","0.09349759099999999","0.017331621000000002","0.18536972","3835159.0"
"year","1991","country","ARG","IPUMS","prangoedad_76_90_PHC","urban","Total","Total","Total","Total","Total","0.029372863999999995","0.010069953","0.34283185","3835159.0"
"year","1991","country","ARG","IPUMS","prangoedad_91mas_PHC","urban","Total","Total","Total","Total","Total","0.0013002804","0.0021484643","1.6523085","3835159.0"
"year","1991","country","ARG","IPUMS","prangoedad_00_15_PHC","Total","Total","men","Total","Total","Total","0.31294996","0.045283966","0.14470033","2097218.0"
"year","1991","country","ARG","IPUMS","prangoedad_16_30_PHC","Total","Total","men","Total","Total","Total","0.24761431","0.050400931","0.20354612","2097218.0"
"year","1991","country","ARG","IPUMS","prangoedad_31_45_PHC","Total","Total","men","Total","Total","Total","0.19177656","0.042224877","0.22017747","2097218.0"
"year","1991","country","ARG","IPUMS","prangoedad_46_60_PHC","Total","Total","men","Total","Total","Total","0.13346132","0.035696927","0.26747021","2097218.0"
"year","1991","country","ARG","IPUMS","prangoedad_61_75_PHC","Total","Total","men","Total","Total","Total","0.08618887900000001","0.031709537","0.36790749","2097218.0"
"year","1991","country","ARG","IPUMS","prangoedad_76_90_PHC","Total","Total","men","Total","Total","Total","0.026733191","0.022625778","0.84635526","2097218.0"
"year","1991","country","ARG","IPUMS","prangoedad_91mas_PHC","Total","Total","men","Total","Total","Total","0.0012757909","0.0062248278","4.879191400000002","2097218.0"
"year","1991","country","ARG","IPUMS","prangoedad_00_15_PHC","rural","Total","men","Total","Total","Total","0.36819027","0.10260498","0.27867377","221193.0"
"year","1991","country","ARG","IPUMS","prangoedad_16_30_PHC","rural","Total","men","Total","Total","Total","0.22343523","0.088617541","0.39661402","221193.0"
"year","1991","country","ARG","IPUMS","prangoedad_31_45_PHC","rural","Total","men","Total","Total","Total","0.17583239000000006","0.080989003","0.46060342","221193.0"
"year","1991","country","ARG","IPUMS","prangoedad_46_60_PHC","rural","Total","men","Total","Total","Total","0.1331985","0.072303958","0.54282862","221193.0"
"year","1991","country","ARG","IPUMS","prangoedad_61_75_PHC","rural","Total","men","Total","Total","Total","0.078466992","0.05720422","0.72902274","221193.0"
"year","1991","country","ARG","IPUMS","prangoedad_76_90_PHC","rural","Total","men","Total","Total","Total","0.020153973","0.029897718","1.4834652","221193.0"
"year","1991","country","ARG","IPUMS","prangoedad_91mas_PHC","rural","Total","men","Total","Total","Total","0.0007226236199999999","0.0057107941","7.902861099999999","221193.0"
"year","1991","country","ARG","IPUMS","prangoedad_00_15_PHC","urban","Total","men","Total","Total","Total","0.33285007","0.04024284","0.1209038","1854943.0"
"year","1991","country","ARG","IPUMS","prangoedad_16_30_PHC","urban","Total","men","Total","Total","Total","0.23064098","0.036032766","0.15622879999999995","1854943.0"
"year","1991","country","ARG","IPUMS","prangoedad_31_45_PHC","urban","Total","men","Total","Total","Total","0.19413221","0.033789571000000004","0.17405443","1854943.0"
"year","1991","country","ARG","IPUMS","prangoedad_46_60_PHC","urban","Total","men","Total","Total","Total","0.13541813000000005","0.029291164","0.21630165","1854943.0"
"year","1991","country","ARG","IPUMS","prangoedad_61_75_PHC","urban","Total","men","Total","Total","Total","0.08430758500000002","0.023859084","0.28300044","1854943.0"
"year","1991","country","ARG","IPUMS","prangoedad_76_90_PHC","urban","Total","men","Total","Total","Total","0.021918621","0.012582146","0.5740390999999999","1854943.0"
"year","1991","country","ARG","IPUMS","prangoedad_91mas_PHC","urban","Total","men","Total","Total","Total","0.0007323850699999999","0.0023254319","3.1751494","1854943.0"
"year","1991","country","ARG","IPUMS","prangoedad_00_15_PHC","Total","Total","women","Total","Total","Total","0.30013315","0.042078778","0.14020036","2188921.0"
"year","1991","country","ARG","IPUMS","prangoedad_16_30_PHC","Total","Total","women","Total","Total","Total","0.22499126","0.041166127","0.18296768","2188921.0"
"year","1991","country","ARG","IPUMS","prangoedad_31_45_PHC","Total","Total","women","Total","Total","Total","0.18433781","0.037185498","0.20172475","2188921.0"
"year","1991","country","ARG","IPUMS","prangoedad_46_60_PHC","Total","Total","women","Total","Total","Total","0.13615342000000002","0.033741869","0.24782239","2188921.0"
"year","1991","country","ARG","IPUMS","prangoedad_61_75_PHC","Total","Total","women","Total","Total","Total","0.10343107","0.032914124","0.31822279","2188921.0"
"year","1991","country","ARG","IPUMS","prangoedad_76_90_PHC","Total","Total","women","Total","Total","Total","0.047401414","0.030886345","0.65159118","2188921.0"
"year","1991","country","ARG","IPUMS","prangoedad_91mas_PHC","Total","Total","women","Total","Total","Total","0.0035518655","0.010615722","2.9887738","2188921.0"
"year","1991","country","ARG","IPUMS","prangoedad_00_15_PHC","rural","Total","women","Total","Total","Total","0.40071827","0.11166601","0.27866462","192781.0"
"year","1991","country","ARG","IPUMS","prangoedad_16_30_PHC","rural","Total","women","Total","Total","Total","0.21723467","0.093966722","0.43255863","192781.0"
"year","1991","country","ARG","IPUMS","prangoedad_31_45_PHC","rural","Total","women","Total","Total","Total","0.16467766","0.084519245","0.51324052","192781.0"
"year","1991","country","ARG","IPUMS","prangoedad_46_60_PHC","rural","Total","women","Total","Total","Total","0.11847118","0.073646218","0.62163824","192781.0"
"year","1991","country","ARG","IPUMS","prangoedad_61_75_PHC","rural","Total","women","Total","Total","Total","0.07276845","0.059186168","0.81334931","192781.0"
