"name_of_scholarship","url","county","deadline_date"
"Central Michigan University College of the Arts & Media Scholarships","https://www.cmich.edu/colleges/cam/AcademicPrograms/Pages/scholarships.aspx","Isabella","2223-11-03T00:00:00.000"
"Central Michigan University College of Business Administration Scholarship","https://www.cmich.edu/colleges/cba/students/Pages/Scholarships.aspx","Isabella","2223-11-04T00:00:00.000"
"Central Michigan University College of Health Professions Scholarships","https://www.cmich.edu/colleges/CHP/Pages/Scholarships.aspx","Isabella","2223-11-05T00:00:00.000"
"Central Michigan University College of Liberal Arts & Social Sciences Scholarships","https://www.cmich.edu/colleges/class/scholarships/Pages/default.aspx","Isabella","2223-11-06T00:00:00.000"
"Central Michigan Univeristy College of Education & Human Services Scholarships","https://www.cmich.edu/colleges/ehs/Pages/Scholarships.aspx","Isabella","2223-11-07T00:00:00.000"
"Central Michigan University College of Medicine Scholarships","https://www.cmich.edu/colleges/med/Education/MD/Aid/Pages/Scholarships.aspx","Isabella","2223-11-08T00:00:00.000"
"Central Michigan University College of Science and Engineering Scholarships","https://www.cmich.edu/colleges/se/Pages/CSE-Scholarships.aspx","Isabella","2223-11-09T00:00:00.000"
"Central Michigan University Merit Scholarships","https://www.cmich.edu/ess/OSFA/Pages/CMU_Scholarships.aspx","Isabella","2223-11-10T00:00:00.000"
"Central Michigan University Universe Foundation Scholarships","https://www.cmich.edu/global/finances/Pages/scholarships.aspx","Isabella","2223-11-11T00:00:00.000"
"Cornerstone University Undergraduate Scholarships","https://www.cornerstone.edu/undergraduate/costs-aid/financial-aid/scholarships/","Kent","2223-11-12T00:00:00.000"
"Concordia University Art Scholarship","https://www.cuaa.edu/admissions/financial-aid/undergraduate/awards-eligibility/art.html","Washtenaw","2223-11-13T00:00:00.000"
"Concordia University Luther Scholar Guarantee Scholarships","https://www.cuaa.edu/admissions/financial-aid/undergraduate/awards-eligibility/luther-scholar-guarantee.html","Washtenaw","2223-11-14T00:00:00.000"
"Concordia University Music Scholarships","https://www.cuaa.edu/admissions/financial-aid/undergraduate/awards-eligibility/music-scholarships/index.html","Washtenaw","2223-11-15T00:00:00.000"
"Concordia University Theater Scholarship","https://www.cuaa.edu/admissions/financial-aid/undergraduate/awards-eligibility/theater.html","Washtenaw","2223-11-16T00:00:00.000"
"Concordia University Undergraduate Scholarships","https://www.cuaa.edu/admissions/undergraduate-admissions/scholarships.html","Washtenaw","2223-11-17T00:00:00.000"
"Davenport University Scholarships","https://www.davenport.edu/financial-aid/scholarships","Kent","2223-11-18T00:00:00.000"
"Delta College Scholarships","https://www.delta.edu/costs-financial-aid/scholarships/","Bay","2223-11-19T00:00:00.000"
"Lions Single District 10 Scholarship","https://www.district10lions.org/lions-information/scholarship","Gogebic","2223-11-20T00:00:00.000"
"Lions Single District 10 Scholarship","https://www.district10lions.org/lions-information/scholarship","Luce","2223-11-21T00:00:00.000"
"Lions Single District 10 Scholarship","https://www.district10lions.org/lions-information/scholarship","Mackinac","2223-11-22T00:00:00.000"
"Eastern Michigan University College of Arts and Sciences Scholarships","https://www.emich.edu/cas/students/scholarships.php","Washtenaw","2223-11-23T00:00:00.000"
"Eastern Michigan University School of Engineering Scholarships","https://www.emich.edu/cet/engineering/scholarships/index.php","Washtenaw","2223-11-24T00:00:00.000"
"Eastern Michigan University College of Business Undergradute Scholarships","https://www.emich.edu/cob/student-resources/scholarships/undergrad-scholarships.php","Washtenaw","2223-11-25T00:00:00.000"
"Eastern Michigan University College of Education Scholarships","https://www.emich.edu/coe/scholarships/index.php","Washtenaw","2223-11-26T00:00:00.000"
"Eastern Michigan University Freshman Scholarships","https://www.emich.edu/finaid/types/scholarships/freshman.php","Washtenaw","2223-11-27T00:00:00.000"
"Eastern Michigan University College of Health and Human Services","https://www.emich.edu/finaid/types/scholarships/index.php","Washtenaw","2223-11-28T00:00:00.000"
"Eastern Michigan University Transfer Scholarships","https://www.emich.edu/finaid/types/scholarships/transfer.php","Washtenaw","2223-11-29T00:00:00.000"
"Eastern Michigan University Graduate School Scholarships","https://www.emich.edu/graduate/scholarships-aid/scholarships-fellowships/graduate-school-scholarships.php","Washtenaw","2223-11-30T00:00:00.000"
"Eastern Michigan University Study Aboard Experience Scholarships","https://www.emich.edu/study-abroad/students/prospective-students/aid-scholarships.php","Washtenaw","2223-12-01T00:00:00.000"
"Eastern Michigan University Presidential Scholarship","https://www.emich.edu/admissions/undergraduate/psc","Washtenaw","2223-12-02T00:00:00.000"
"Eastern Michigan University Women's Association Scholarships","https://www.emich.edu/womens-commission/scholarships/index.php","Washtenaw","2223-12-02T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Allegan","2223-12-03T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Barry","2223-12-04T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Calhoun","2223-12-05T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Ionia","2223-12-06T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Isabella","2223-12-07T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Kalamazoo","2223-12-08T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Kent","2223-12-09T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Mecosta","2223-12-10T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Montcalm","2223-12-11T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Muskegon","2223-12-12T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Newaygo","2223-12-13T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Oceana","2223-12-14T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Ottawa","2223-12-15T00:00:00.000"
"Eric Verhaar Memorial Scholarship","https://www.ericverhaarscholarship.com/ericverhaarscholarship","Van Buren","2223-12-16T00:00:00.000"
"Ferris State University Incoming Freshman Scholarships","https://www.ferris.edu/admissions/financialaid/scholarship/Incoming/incoming-freshmen.htm","Mecosta","2223-12-17T00:00:00.000"
"Ferris State University Transfer Student Scholarships","https://www.ferris.edu/admissions/financialaid/scholarship/Incoming/transfer.htm","Mecosta","2223-12-18T00:00:00.000"
"Finlandia University Finnish Strong Transfer Scholarship","https://www.finlandia.edu/admissions/transfer-students/","Houghton","2223-12-19T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Alger","2223-12-20T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Baraga","2223-12-21T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Chippewa","2223-12-22T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Delta","2223-12-23T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Dickinson","2223-12-24T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Gogebic","2223-12-25T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Houghton","2223-12-26T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Iron","2223-12-27T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Keweenaw","2223-12-28T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Luce","2223-12-29T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Mackinac","2223-12-30T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Marquette","2223-12-31T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Menominee","2224-01-01T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Ontonagon","2224-01-02T00:00:00.000"
"Finlandia University U.P. Commitment Grant","https://www.finlandia.edu/financial-aid/scholarships/","Schoolcraft","2224-01-03T00:00:00.000"
"Finlandia University Entrance Scholarship","https://www.finlandia.edu/financial-aid/scholarships/","Houghton","2224-01-04T00:00:00.000"
"Glen Oaks Community College Foundation","https://www.glenoaks.edu/alumni-friends/gocc-foundation/foundation-scholarships/","Saint Joseph","2224-01-05T00:00:00.000"
"Gratiot County Community Foundation","https://www.gratiotfoundation.org/scholarships/complete-list-of-scholarships/","Gratiot","2224-01-06T00:00:00.000"
"Gratiot County Community Foundation","https://www.gratiotfoundation.org/scholarships/complete-list-of-scholarships/","Montcalm","2224-01-07T00:00:00.000"
"Grand Rapids Community College Foundation Scholarships","https://www.grcc.edu/financialaidscholarships/typesofaid/scholarships","Kent","2224-01-08T00:00:00.000"
"Grand Rapids Community Foundation","https://www.grfoundation.org/apply-for-scholarships/general-application","Allegan","2224-01-09T00:00:00.000"
"Grand Rapids Community Foundation","https://www.grfoundation.org/apply-for-scholarships/general-application","Kent","2224-01-10T00:00:00.000"
"Grand Rapids Community Foundation","https://www.grfoundation.org/apply-for-scholarships/general-application","Muskegon","2224-01-11T00:00:00.000"
"Grand Rapids Community Foundation","https://www.grfoundation.org/apply-for-scholarships/general-application","Ottawa","2224-01-12T00:00:00.000"
"Grand Rapids Community Foundation","https://www.grfoundation.org/apply-for-scholarships/general-application","Barry","2224-01-13T00:00:00.000"
"Grand Rapids Community Foundation","https://www.grfoundation.org/apply-for-scholarships/general-application","Ionia","2224-01-14T00:00:00.000"
"Grand Rapids Community Foundation","https://www.grfoundation.org/apply-for-scholarships/general-application","Montcalm","2224-01-15T00:00:00.000"
"Grand Rapids Community Foundation","https://www.grfoundation.org/apply-for-scholarships/general-application","Newaygo","2224-01-16T00:00:00.000"
"Traverse City National Writers Series Scholarship","https://www.gtrcf.org/scholarships/national-writers-series-scholarship-application.html","Antrim","2224-01-18T00:00:00.000"
"Traverse City National Writers Series Scholarship","https://www.gtrcf.org/scholarships/national-writers-series-scholarship-application.html","Benzie","2224-01-19T00:00:00.000"
"Traverse City National Writers Series Scholarship","https://www.gtrcf.org/scholarships/national-writers-series-scholarship-application.html","Grand Traverse","2224-01-20T00:00:00.000"
"Traverse City National Writers Series Scholarship","https://www.gtrcf.org/scholarships/national-writers-series-scholarship-application.html","Kalkaska","2224-01-21T00:00:00.000"
"Traverse City National Writers Series Scholarship","https://www.gtrcf.org/scholarships/national-writers-series-scholarship-application.html","Leelanau","2224-01-22T00:00:00.000"
"Grand Traverse Regional Community Foundation","https://www.gtrcf.org/scholarships/regional-scholarships.html","Antrim","2224-01-23T00:00:00.000"
"Grand Traverse Regional Community Foundation","https://www.gtrcf.org/scholarships/regional-scholarships.html","Benzie","2224-01-24T00:00:00.000"
"Grand Traverse Regional Community Foundation","https://www.gtrcf.org/scholarships/regional-scholarships.html","Grand Traverse","2224-01-25T00:00:00.000"
"Grand Traverse Regional Community Foundation","https://www.gtrcf.org/scholarships/regional-scholarships.html","Kalkaska","2224-01-26T00:00:00.000"
"Grand Traverse Regional Community Foundation","https://www.gtrcf.org/scholarships/regional-scholarships.html","Leelanau","2224-01-27T00:00:00.000"
"Grand Traverse Regional Community Foundation","https://www.gtrcf.org/scholarships/regional-scholarships.html","Leelanau","2224-01-28T00:00:00.000"
"Grand Traverse Regional Community Foundation","https://www.gtrcf.org/scholarships/regional-scholarships.html","Tuscola","2224-01-29T00:00:00.000"
"Grand Valley State University Merit Scholarships","https://www.gvsu.edu/financialaid/incoming-student-scholarships-freshman-2122-and-forward-221.htm","Ottawa","2224-01-31T00:00:00.000"
"Grand Valley State University Foundation Scholarships","https://gvsu.academicworks.com/","Ottawa","2224-02-01T00:00:00.000"
"Homer High School Local Scholarships","https://www.homerschools.net/1/Content2/18","Calhoun","2224-02-02T00:00:00.000"
"Jackson Community Foundation Scholarships","https://www.jacksoncf.org/list-of-scholarships","Jackson","2224-02-03T00:00:00.000"
"Jackson Community Foundation","https://www.jacksoncf.org/list-of-scholarships","Jackson","2224-02-04T00:00:00.000"
"Jackson College Institutional Scholarships","https://www.jccmi.edu/financial-aid/scholarships/","Jackson","2224-02-05T00:00:00.000"
"Kalamazoo Community Foundation","https://www.kalfound.org/Scholarships/ScholarshipSearch/tabid/230/Default.aspx","Kalamazoo","2224-02-06T00:00:00.000"
"Kalamazoo Community Foundation","https://www.kalfound.org/Scholarships/ScholarshipSearch/tabid/230/Default.aspx","Kalamazoo","2224-02-07T00:00:00.000"
"Kellogg Community College Scholarships","https://www.kellogg.edu/about/foundation/kccscholarships/","Calhoun","2224-02-08T00:00:00.000"
"Kellogg Community College KCC Trustee Scholarship","https://www.kellogg.edu/about/foundation/kccscholarships/botscholarships/","Calhoun","2224-02-09T00:00:00.000"
"KCC Nurse Aide Certification Testing Scholarship (CNA)","https://www.kellogg.edu/about/foundation/kccscholarships/cnatestingscholarships/","Calhoun","2224-02-10T00:00:00.000"
"Kellogg Community College Gold Key Scholarship","https://www.kellogg.edu/about/foundation/kccscholarships/goldkeyscholarships/","Calhoun","2224-02-11T00:00:00.000"
"Transfer Scholarships for Graduating KCC Students","https://www.kellogg.edu/about/foundation/kccscholarships/transferscholarships/","Calhoun","2224-02-12T00:00:00.000"
"Kettering University Scholarships","https://www.kettering.edu/undergraduate-admissions/financial-aid/scholarships","Genesee","2224-02-13T00:00:00.000"
"Keweenaw Community Foundation","https://www.keweenawcommunityfoundation.org/scholarships","Keweenaw","2224-02-14T00:00:00.000"
"Anna Biernat Scholarship","https://www.kirtland.edu/foundation/scholarships","Crawford","2224-02-15T00:00:00.000"
"Kirtland Foundation Scholarships","https://www.kirtland.edu/foundation/scholarships","Crawford","2224-02-16T00:00:00.000"
"Kirtland Foundation Scholarships","https://www.kirtland.edu/foundation/scholarships","Ogemaw","2224-02-17T00:00:00.000"
"Kirtland Foundation Scholarships","https://www.kirtland.edu/foundation/scholarships","Oscoda","2224-02-18T00:00:00.000"
"Kirtland Foundation Scholarships","https://www.kirtland.edu/foundation/scholarships","Roscommon","2224-02-19T00:00:00.000"
"Kuyper College Scholarships","https://www.kuyper.edu/tuition-and-financial-aid/scholarships-and-grants/","Kent","2224-02-20T00:00:00.000"
"Kalamazoo Valley Community College Scholarships","https://www.kvcc.edu/admissions/finaid/scholarships/","Kalamazoo","2224-02-21T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Barry","2224-02-22T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Calhoun","2224-02-23T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Clinton","2224-02-24T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Eaton","2224-02-25T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Gratiot","2224-02-26T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Ingham","2224-02-27T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Ionia","2224-02-28T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Jackson","2224-02-29T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Livingston","2224-03-01T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Montcalm","2224-03-02T00:00:00.000"
"Write to Educate Scholarship","https://www.lafcu.com/scholarships/write-to-educate-scholarship","Shiawassee","2224-03-03T00:00:00.000"
"Lansing Promise","https://www.lansingpromise.org/apply","Ingham","2224-03-04T00:00:00.000"
"Lansing Community College Foundation Scholarships","https://www.lcc.edu/admissions-financial-aid/finaid/scholarships/","Ingham","2224-03-05T00:00:00.000"
"Leelanau Township Community Foundation","https://www.leelanaufoundation.org/scholarship-application/","Leelanau","2224-03-06T00:00:00.000"
"MIS Cares Scholarship","https://www.lisd.us/career-college/lcef/scholarships/","Jackson","2224-03-07T00:00:00.000"
"MIS Cares Scholarship","https://www.lisd.us/career-college/lcef/scholarships/","Lenawee","2224-03-08T00:00:00.000"
"Lenawee Intermediate School District Scholarships","https://www.lisd.us/career-college/lcef/scholarships/","Lenawee","2224-03-09T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Alcona","2224-03-10T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Alger","2224-03-11T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Allegan","2224-03-12T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Alpena","2224-03-13T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Antrim","2224-03-14T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Arenac","2224-03-15T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Baraga","2224-03-16T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Barry","2224-03-17T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Bay","2224-03-18T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Benzie","2224-03-19T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Berrien","2224-03-20T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Branch","2224-03-21T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Calhoun","2224-03-22T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Cass","2224-03-23T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Charlevoix","2224-03-24T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Cheboygan","2224-03-25T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Chippewa","2224-03-26T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Clare","2224-03-27T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Clinton","2224-03-28T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Crawford","2224-03-29T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Delta","2224-03-30T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Dickinson","2224-03-31T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Eaton","2224-04-01T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Emmet","2224-04-02T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Genesee","2224-04-03T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Gladwin","2224-04-04T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Gogebic","2224-04-05T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Grand Traverse","2224-04-06T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Gratiot","2224-04-07T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Hillsdale","2224-04-08T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Houghton","2224-04-09T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Huron","2224-04-10T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Ingham","2224-04-11T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Ionia","2224-04-12T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Iosco","2224-04-13T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Iron","2224-04-14T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Isabella","2224-04-15T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Jackson","2224-04-16T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Kalamazoo","2224-04-17T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Kalkaska","2224-04-18T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Kent","2224-04-19T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Keweenaw","2224-04-20T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Lake","2224-04-21T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Lapeer","2224-04-22T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Leelanau","2224-04-23T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Lenawee","2224-04-24T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Livingston","2224-04-25T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Luce","2224-04-26T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Mackinac","2224-04-27T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Macomb","2224-04-28T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Manistee","2224-04-29T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Marquette","2224-04-30T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Mason","2224-05-01T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Mecosta","2224-05-02T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Menominee","2224-05-03T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Midland","2224-05-04T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Missaukee","2224-05-05T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Monroe","2224-05-06T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Montcalm","2224-05-07T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Montmorency","2224-05-08T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Muskegon","2224-05-09T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Newaygo","2224-05-10T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Oakland","2224-05-11T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Oceana","2224-05-12T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Ogemaw","2224-05-13T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Ontonagon","2224-05-14T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Osceola","2224-05-15T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Oscoda","2224-05-16T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Otsego","2224-05-17T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Ottawa","2224-05-18T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Presque Isle","2224-05-19T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Roscommon","2224-05-20T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Saginaw","2224-05-21T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Saint Clair","2224-05-22T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Saint Joseph","2224-05-23T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Sanilac","2224-05-24T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Schoolcraft","2224-05-25T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Shiawassee","2224-05-26T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Tuscola","2224-05-27T00:00:00.000"
