"name_of_scholarship","url","county","deadline_date"
"Calvin University Scholarships","https://calvin.edu/offices-services/financial-aid/types/scholarships/","Kent","2222-09-09T00:00:00.000"
"Community Foundation of Greater Flint Scholarships","https://cfgf.iphiview.com/cfgf/GrantsScholarships/Scholarships/tabid/626/Default.aspx","Genesee","2222-09-10T00:00:00.000"
"Community Foundation Holland Zeeland Area","https://cfhz.org/apply-for-scholarships/","Ottawa","2222-09-11T00:00:00.000"
"Community Foundation Holland Zeeland Area","https://cfhz.org/apply-for-scholarships/","Kent","2222-09-12T00:00:00.000"
"Community Foundation Holland Zeeland Area","https://cfhz.org/apply-for-scholarships/","Allegan","2222-09-13T00:00:00.000"
"Holland Zeeland Promise Scholarship","https://cfhz.org/holland-zeeland-promise/","Ottawa","2222-09-14T00:00:00.000"
"Community Foundation of Monroe County","https://cfmonroe.org/scholarships/","Monroe","2222-09-15T00:00:00.000"
"Community Foundation of Marquette County Scholarships","https://cfofmc.org/grants-scholarships/view-list-of-scholarships/","Marquette","2222-09-16T00:00:00.000"
"Community Foundation for Southeast Michigan","https://cfsem.org/scholarships/scholarship-opportunities/","Oakland","2222-09-17T00:00:00.000"
"Community Foundation for Southeast Michigan","https://cfsem.org/scholarships/scholarship-opportunities/","St. Clair","2222-09-18T00:00:00.000"
"Community Foundation for Southeast Michigan","https://cfsem.org/scholarships/scholarship-opportunities/","Washtenaw","2222-09-19T00:00:00.000"
"Community Foundation for Southeast Michigan","https://cfsem.org/scholarships/scholarship-opportunities/","Otsego","2222-09-20T00:00:00.000"
"Community Foundation for Southeast Michigan","https://cfsem.org/scholarships/scholarship-opportunities/","Livingston","2222-09-21T00:00:00.000"
"Community Foundation for Southeast Michigan","https://cfsem.org/scholarships/scholarship-opportunities/","Macomb","2222-09-22T00:00:00.000"
"Cleary University Endowed Scholarships","https://cleary.edu/admissions/financial-aid/scholarships-grants/endowed-scholarships/","Livingston","2222-10-01T00:00:00.000"
"Clearly University Academic and Community Scholarships","https://cleary.edu/admissions/financial-aid/scholarships-grants/scholarships-academic-and-community/","Livingston","2222-10-02T00:00:00.000"
"Clearly University Admissions Scholarship","https://cleary.edu/admissions/scholarships/","Livingston","2222-10-03T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Hillsdale","2222-10-04T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Jackson","2222-10-05T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Lenawee","2222-10-06T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Livingston","2222-10-07T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Macomb","2222-10-08T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Monroe","2222-10-09T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Oakland","2222-10-10T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Washtenaw","2222-10-11T00:00:00.000"
"Joseph B. Olivieri Scholarship","https://detroitashrae.org/Academic_Scholarships","Wayne","2222-10-12T00:00:00.000"
"DeuceMan Strong Memorial Scholarship","https://deucemanstrong.com/application-1","Wayne","2222-10-13T00:00:00.000"
"Dewitt Area Chamber of Commerce Medical Services Scholarship","https://dewittareacc.org/2021/02/05/2021-scholarships/","Clinton","2222-10-14T00:00:00.000"
"Dewitt Area Chamber of Commerce Skilled Trades Scholarship","https://dewittareacc.org/2021/02/05/2021-scholarships/","Clinton","2222-10-15T00:00:00.000"
"Alpena Commuinty College Scholarships","https://discover.alpenacc.edu/admissions/future_students/scholarships.php","Alpena","2222-10-16T00:00:00.000"
"Fremont Area Community Foundation","https://facommunityfoundation.org/scholarships/geographic-affiliate-scholarships/","Lake","2222-10-17T00:00:00.000"
"Fremont Area Community Foundation","https://facommunityfoundation.org/scholarships/geographic-affiliate-scholarships/","Mecosta","2222-10-18T00:00:00.000"
"Fremont Area Community Foundation","https://facommunityfoundation.org/scholarships/geographic-affiliate-scholarships/","Osceola","2222-10-19T00:00:00.000"
"Fremont Area Community Foundation","https://facommunityfoundation.org/scholarships/our-scholarships-awards/scholarships-available/","Newaygo","2222-10-20T00:00:00.000"
"Fremont Area Community Foundation","https://facommunityfoundation.org/scholarships/our-scholarships-awards/scholarships-available/","Kent","2222-10-21T00:00:00.000"
"Fremont Area Community Foundation","https://facommunityfoundation.org/scholarships/our-scholarships-awards/scholarships-available/","Muskegon","2222-10-22T00:00:00.000"
"Fremont Area Community Foundation","https://facommunityfoundation.org/scholarships/our-scholarships-awards/scholarships-available/","Newaygo","2222-10-23T00:00:00.000"
"University of Michigan Graduate Student Scholarships","https://finaid.umich.edu/types-aid/scholarships/graduate","Washtenaw","2222-10-24T00:00:00.000"
"University of Michigan Undergraduate Student Scholarships","https://finaid.umich.edu/types-aid/scholarships/undergraduate","Washtenaw","2222-10-25T00:00:00.000"
"Glacial Gardeners Scholarship","https://florence.extension.wisc.edu/horticulture/master-gardener/","Dickinson","2222-10-26T00:00:00.000"
"Glacial Gardeners Scholarship","https://florence.extension.wisc.edu/horticulture/master-gardener/","Iron","2222-10-27T00:00:00.000"
"Northwood Unviersity Undergraduate Private Donor Scholarships","https://forms.northwood.edu/financial-aid/private-donor-scholarship-opt-in/","Midland","2222-10-28T00:00:00.000"
"Northwood University DeVos Graduate School Private Donor Scholarships","https://forms.northwood.edu/graduate/pds/","Midland","2222-10-29T00:00:00.000"
"Lake Superior State University 449th Bombardment Wing Scholarship","https://foundation.lssu.edu/scholarships/449th-bombardment-wing-scholarship/","Chippewa","2222-10-30T00:00:00.000"
"Lake Superior State University 449th Bombardment Wing Scholarship","https://foundation.lssu.edu/scholarships/449th-bombardment-wing-scholarship/","Luce","2222-10-31T00:00:00.000"
"Lake Superior State University 449th Bombardment Wing Scholarship","https://foundation.lssu.edu/scholarships/449th-bombardment-wing-scholarship/","Mackinac","2222-11-01T00:00:00.000"
"Lake Superior State University Alana Eitrem Memorial Scholarship","https://foundation.lssu.edu/scholarships/alana-eitrem-memorial-endowed-fund/","Chippewa","2222-11-02T00:00:00.000"
"Lake Superior State University Bill and Diana Munsell Endowed Scholarship","https://foundation.lssu.edu/scholarships/bill-and-diana-munsell-endowed-scholarship/","Chippewa","2222-11-03T00:00:00.000"
"Lake Superior State University Bill and Diana Munsell Endowed Scholarship","https://foundation.lssu.edu/scholarships/bill-and-diana-munsell-endowed-scholarship/","Luce","2222-11-04T00:00:00.000"
"Lake Superior State University Bill and Diana Munsell Endowed Scholarship","https://foundation.lssu.edu/scholarships/bill-and-diana-munsell-endowed-scholarship/","Mackinac","2222-11-05T00:00:00.000"
"Lake Superior State University Carl & Bernitta Burtt Scholarship","https://foundation.lssu.edu/scholarships/carl-bernitta-burtt-scholarship/","Chippewa","2222-11-06T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Alger","2222-11-07T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Baraga","2222-11-08T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Chippewa","2222-11-09T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Delta","2222-11-10T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Dickinson","2222-11-11T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Gogebic","2222-11-12T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Houghton","2222-11-13T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Iron","2222-11-14T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Keweenaw","2222-11-15T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Luce","2222-11-16T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Mackinac","2222-11-17T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Marquette","2222-11-18T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Menominee","2222-11-19T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Ontonagon","2222-11-20T00:00:00.000"
"Lake Superior State University C.G. (Sandy) Sanderson Memorial Scholarship","https://foundation.lssu.edu/scholarships/c-g-sandy-sanderson-endowed-scholarship/","Schoolcraft","2222-11-21T00:00:00.000"
"Lake Superior State University David and Patricia Hubbard Scholarship","https://foundation.lssu.edu/scholarships/david-and-patricia-hubbard-award/","Chippewa","2222-11-22T00:00:00.000"
"Lake Superior State University Dr. Kenneth J. Shouldice Memorial Scholarship","https://foundation.lssu.edu/scholarships/dr-kenneth-j-shouldice-memorial-scholarship/","Chippewa","2222-11-23T00:00:00.000"
"Lake Superior State University Earl and Minnie Walker Endowment Scholarship","https://foundation.lssu.edu/scholarships/earl-and-minnie-walker-endowed-scholarship/","Chippewa","2222-11-24T00:00:00.000"
"Michigan State University Susan A. Petrisin Scholarship","https://msu.academicworks.com/","Alpena","2223-03-27T00:00:00.000"
"Lake Superior State University Eugene L. Welch Endowment Scholarship","https://foundation.lssu.edu/scholarships/eugene-l-welch-endowment-scholarship/","Chippewa","2222-11-25T00:00:00.000"
"Lake Superior State University Glenn R. Bachman Memoiral Scholarship","https://foundation.lssu.edu/scholarships/glenn-r-bachman-memorial-scholarship/","Chippewa","2222-11-26T00:00:00.000"
"Lake Superior State University H. Thayer Fletcher Scholarship","https://foundation.lssu.edu/scholarships/h-thayer-fletcher-scholarship-fund/","Chippewa","2222-11-27T00:00:00.000"
"Lake Superior State University James and Melissa Myers Scholarship","https://foundation.lssu.edu/scholarships/james-and-melissa-myers-scholarship/","Chippewa","2222-11-28T00:00:00.000"
"Lake Superior State University Jennie Ujinski-Badelt Endowment Award","https://foundation.lssu.edu/scholarships/james-and-melissa-myers-scholarship/","Chippewa","2222-11-29T00:00:00.000"
"Lake Superior State University Jim Smith and Tom Wiles Award","https://foundation.lssu.edu/scholarships/jim-smith-tom-wiles-award/","Monroe","2222-11-30T00:00:00.000"
"Lake Superior State University John O. Ramsey Scholarship","https://foundation.lssu.edu/scholarships/john-o-ramsey-scholarship/","Chippewa","2222-12-01T00:00:00.000"
"Lake Superior State University Laker Spirit Award","https://foundation.lssu.edu/scholarships/laker-spirit-scholarship/","Chippewa","2222-12-02T00:00:00.000"
"Lake Superior State University Larry Regan Smart Scholarship","https://foundation.lssu.edu/scholarships/larry-regan-smart-scholarship/","Chippewa","2222-12-03T00:00:00.000"
"Lake Superior State University Weinreich Memorial Scholarship","https://foundation.lssu.edu/scholarships/lottie-florence-dorothy-weinreich-memorial-scholarship/","Chippewa","2222-12-04T00:00:00.000"
"Lake Superior State University Achievement Scholarship","https://foundation.lssu.edu/scholarships/lssu-achievement-scholarship/","Chippewa","2222-12-05T00:00:00.000"
"Lake Superior State University Neil and Dolly Isham Scholarship","https://foundation.lssu.edu/scholarships/neil-dolly-isham-scholarship/","Chippewa","2222-12-06T00:00:00.000"
"Lake Superior State University Robert O. Wallis – CMARSP Scholarship","https://foundation.lssu.edu/scholarships/robert-o-wallis-cmarsp-scholarship/","Chippewa","2222-12-07T00:00:00.000"
"Lake Superior State University Robert O. Wallis – CMARSP Scholarship","https://foundation.lssu.edu/scholarships/robert-o-wallis-cmarsp-scholarship/","Mackinac","2222-12-08T00:00:00.000"
"Lake Superior State University Roberts P. & Ella B. Hudson Foundation Scholarship","https://foundation.lssu.edu/scholarships/roberts-p-ella-b-hudson-foundation-scholarship/","Chippewa","2222-12-09T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Alger","2222-12-10T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Baraga","2222-12-11T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Chippewa","2222-12-12T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Delta","2222-12-13T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Dickinson","2222-12-14T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Gogebic","2222-12-15T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Houghton","2222-12-16T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Iron","2222-12-17T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Keweenaw","2222-12-18T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Luce","2222-12-19T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Mackinac","2222-12-20T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Marquette","2222-12-21T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Menominee","2222-12-22T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Ontonagon","2222-12-23T00:00:00.000"
"Lake Superior State University Sam M. Cohodas Scholarship","https://foundation.lssu.edu/scholarships/sam-m-cohodas-scholarship/","Schoolcraft","2222-12-24T00:00:00.000"
"Lake Superior State University Foundation Scholarships","https://foundation.lssu.edu/scholarships/scholarship-listings/","Chippewa","2222-12-25T00:00:00.000"
"Lake Superior State University Soo Cooperative Company Community Scholarship","https://foundation.lssu.edu/scholarships/soo-cooperative-company-community-scholarship/","Chippewa","2222-12-26T00:00:00.000"
"Lake Superior State University Thomas J. O’Neil Memorial Scholarship","https://foundation.lssu.edu/scholarships/thomas-j-oneil-memorial-scholarship/","Chippewa","2222-12-27T00:00:00.000"
"Lake Superior State University Warren Parker Family Scholarship","https://foundation.lssu.edu/scholarships/warren-parker-family-scholarship/","Chippewa","2222-12-28T00:00:00.000"
"Lake Superior State University Warren Parker Family Scholarship","https://foundation.lssu.edu/scholarships/warren-parker-family-scholarship/","Luce","2222-12-29T00:00:00.000"
"Lake Superior State University Warren Parker Family Scholarship","https://foundation.lssu.edu/scholarships/warren-parker-family-scholarship/","Mackinac","2222-12-30T00:00:00.000"
"Lake Superior State University William F. G. (Bud) and Gretchen Weber Scholarship","https://foundation.lssu.edu/scholarships/william-f-g-bud-and-gretchen-weber-scholarship/","Chippewa","2222-12-31T00:00:00.000"
"Greenville Area Community Foundation","https://gacfmi.org/scholarships-by-school/","Montcalm","2223-01-01T00:00:00.000"
"Grand Haven Area Community Foundation","https://ghacf.org/scholarships/scholarship-funds/","Allegan","2223-01-02T00:00:00.000"
"Grand Haven Area Community Foundation","https://ghacf.org/scholarships/scholarship-funds/","Bay","2223-01-03T00:00:00.000"
"Grand Haven Area Community Foundation","https://ghacf.org/scholarships/scholarship-funds/","Midland","2223-01-04T00:00:00.000"
"Grand Haven Area Community Foundation","https://ghacf.org/scholarships/scholarship-funds/","Muskegon","2223-01-05T00:00:00.000"
"Grand Haven Area Community Foundation","https://ghacf.org/scholarships/scholarship-funds/","Newaygo","2223-01-06T00:00:00.000"
"Grand Haven Area Community Foundation","https://ghacf.org/scholarships/scholarship-funds/","Oceana","2223-01-07T00:00:00.000"
"Grand Haven Area Community Foundation","https://ghacf.org/scholarships/scholarship-funds/","Ottawa","2223-01-08T00:00:00.000"
"Grand Haven Area Community Foundation","https://ghacf.org/scholarships/scholarship-funds/","Saginaw","2223-01-09T00:00:00.000"
"Central Michigan University Competitive Scholarships","https://go.cmich.edu/tuitionandaid/undergraduate/Pages/scholarships.aspx","Isabella","2223-01-10T00:00:00.000"
"Central Michigan Transfer Student Scholarships","https://go.cmich.edu/tuitionandaid/undergraduate/Pages/transfer-scholarships.aspx","Isabella","2223-01-11T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Alger","2223-01-12T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Baraga","2223-01-13T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Chippewa","2223-01-14T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Delta","2223-01-15T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Dickinson","2223-01-16T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Houghton","2223-01-17T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Iron","2223-01-18T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Keweenaw","2223-01-19T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Luce","2223-01-20T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Mackinac","2223-01-21T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Marquette","2223-01-22T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Menominee","2223-01-23T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Ontonagon","2223-01-24T00:00:00.000"
"Gogebic Community College Gogebic Community College","https://gogebic.academicworks.com/","Gogebic","2223-01-25T00:00:00.000"
"Gogebic Community College Alice J. Chaput-Huotari Memorial Scholarship","https://gogebic.academicworks.com/","Iron","2223-01-26T00:00:00.000"
"Gogebic Community College Vaara Athletic Scholarship","https://gogebic.academicworks.com/","Ontonagon","2223-01-27T00:00:00.000"
"Gogebic Community College Keith L. Anderson Scholarship","https://gogebic.academicworks.com/","Schoolcraft","2223-01-28T00:00:00.000"
"Gogebic Community College Foundation","https://gogebic.academicworks.com/","Gogebic","2223-01-29T00:00:00.000"
"Grace Christian University On Campus Scholarships","https://gracechristian.edu/oncampus/tuition-costs/financial-aid/scholarships-grants/","Kent","2223-01-30T00:00:00.000"
"Grand Rapids Community College Honors Program Scholarships","https://grcc.academicworks.com/","Kent","2223-01-31T00:00:00.000"
"Grand Valley State University UAW Region 1-D Scholarship","https://gvsu.academicworks.com/","Allegan","2223-02-01T00:00:00.000"
"Grand Valley State University UAW Region 1-D Scholarship","https://gvsu.academicworks.com/","Barry","2223-02-02T00:00:00.000"
"Grand Valley State University Clarke and Nancy Borgeson Scholarship","https://gvsu.academicworks.com/","Ingham","2223-02-03T00:00:00.000"
"Grand Valley State University UAW Region 1-D Scholarship","https://gvsu.academicworks.com/","Ionia","2223-02-04T00:00:00.000"
"Grand Valley State University UAW Region 1-D Scholarship","https://gvsu.academicworks.com/","Kalamazoo","2223-02-05T00:00:00.000"
"Grand Valley State University UAW Region 1-D Scholarship","https://gvsu.academicworks.com/","Kent","2223-02-06T00:00:00.000"
"Grand Valley State University UAW Region 1-D Scholarship","https://gvsu.academicworks.com/","Montcalm","2223-02-07T00:00:00.000"
"Grand Valley State University UAW Region 1-D Scholarship","https://gvsu.academicworks.com/","Newaygo","2223-02-08T00:00:00.000"
"Grand Valley State University Metro Detroit Alumni Scholarship","https://gvsu.academicworks.com/","Livingston","2223-02-09T00:00:00.000"
"Grand Valley State University Macomb County Student of the Week Scholarship","https://gvsu.academicworks.com/","Macomb","2223-02-10T00:00:00.000"
"Grand Valley State University Amos Nordman Foundation Scholarship","https://gvsu.academicworks.com/","Muskegon","2223-02-11T00:00:00.000"
"Grand Valley State University myScholarships","https://www.gvsu.edu/financialaid/myscholarships-163.htm","Ottawa","2223-02-12T00:00:00.000"
"Grand Valley State University Upperclass Honor Scholarship","https://www.gvsu.edu/honor/scholarships-50.htm","Ottawa","2223-02-13T00:00:00.000"
"Grand Valley State University Metro Detroit Alumni Scholarship","https://gvsu.academicworks.com/","Oakland","2223-02-14T00:00:00.000"
"Grand Valley State University Metro Detroit Alumni Scholarship","https://gvsu.academicworks.com/","St. Clair","2223-02-15T00:00:00.000"
"Grand Valley State University Metro Detroit Alumni Scholarship","https://gvsu.academicworks.com/","Washtenaw","2223-02-16T00:00:00.000"
"Grand Valley State University Metro Detroit Alumni Scholarship","https://gvsu.academicworks.com/","Wayne","2223-02-17T00:00:00.000"
"Henry Ford College Scholarships","https://hfcc.academicworks.com/opportunities","Wayne","2223-02-18T00:00:00.000"
"Hope College Distinguished Artist Award","https://hope.edu/academics/dance/scholarship-auditions/","Allegan","2223-02-19T00:00:00.000"
"Hope College Academic Scholarships","https://hope.edu/admissions/scholarships.html","Allegan","2223-02-20T00:00:00.000"
"Jackson College Scholarships","https://jacksoncollege.awardspring.com/Home/Scholarships","Hillsdale","2223-02-21T00:00:00.000"
"Jackson College Scholarships","https://jacksoncollege.awardspring.com/Home/Scholarships","Jackson","2223-02-22T00:00:00.000"
"Jackson College Scholarships","https://jacksoncollege.awardspring.com/Home/Scholarships","Lenawee","2223-02-23T00:00:00.000"
"Lake Michigan College Scholarships","https://lakemichigancollege.academicworks.com/","Allegan","2223-02-24T00:00:00.000"
"Lake Michigan College Scholarships","https://lakemichigancollege.academicworks.com/","Van Buren","2223-02-25T00:00:00.000"
"Lake Michigan College Scholarships","https://lakemichigancollege.academicworks.com/","Berrien","2223-02-26T00:00:00.000"
"Lake Michigan College Scholarships","https://lakemichigancollege.academicworks.com/","Cass","2223-02-27T00:00:00.000"
"Lake Michigan College Foundation Scholarships","https://lakemichigancollege.academicworks.com/","Berrien","2223-02-28T00:00:00.000"
"Lansing Community College Foundation Scholarship","https://lansing.academicworks.com/opportunities","Ingham","2223-03-01T00:00:00.000"
"Lansing Community College Foundation Scholarship","https://lansing.academicworks.com/opportunities","Eaton","2223-03-02T00:00:00.000"
"Lansing Community College Foundation Scholarship","https://lansing.academicworks.com/opportunities","Clinton","2223-03-03T00:00:00.000"
"Lansing Community College Foundation Scholarship","https://lansing.academicworks.com/opportunities","Livingston","2223-03-04T00:00:00.000"
"Lapeer County Community Foundation","https://lapeercountycf.org/scholarships/","Lapeer","2223-03-05T00:00:00.000"
"Lapeer County Community Foundation Scholarships","https://lapeercountycf.org/scholarships/","Lapeer","2223-03-06T00:00:00.000"
"LHS Counseling Corner Scholarship","https://lhscounselingcorner.weebly.com/scholarships.html","Genesee","2223-03-07T00:00:00.000"
"Macomb Community College","https://macomb.academicworks.com/","Macomb","2223-03-08T00:00:00.000"
"Macomb Community College AAFMCC Community Scholarship","https://macomb.academicworks.com/","Oakland","2223-03-09T00:00:00.000"
"Macomb Community College AAFMCC Community Scholarship","https://macomb.academicworks.com/","St. Clair","2223-03-10T00:00:00.000"
"Macomb Community College AAFMCC Community Scholarship","https://macomb.academicworks.com/","Wayne","2223-03-11T00:00:00.000"
"Marshall Community Foundation","https://marshallcf.org/receive/scholarships/graduating-seniors/","Calhoun","2223-03-12T00:00:00.000"
"UAW Local 220 Scholarship","https://marshallcf.org/receive/scholarships/graduating-seniors/","Barry","2223-03-13T00:00:00.000"
"UAW Local 220 Scholarship","https://marshallcf.org/receive/scholarships/graduating-seniors/","Branch","2223-03-14T00:00:00.000"
"UAW Local 220 Scholarship","https://marshallcf.org/receive/scholarships/graduating-seniors/","Calhoun","2223-03-15T00:00:00.000"
"UAW Local 220 Scholarship","https://marshallcf.org/receive/scholarships/graduating-seniors/","Eaton","2223-03-16T00:00:00.000"
"Marshal Community Foundation","https://marshallcf.org/receive/scholarships/graduating-seniors/","Calhoun","2223-03-17T00:00:00.000"
"Community Foundation for Mason County Scholarships","https://mason-foundation.org/scholarships/how-to-apply-for-a-scholarship/","Mason","2223-03-18T00:00:00.000"
"Community Foundation of St. Clair County Scholarships","https://mcfscc.iphiview.com/mcfscc/GrantsScholarships/Scholarships/tabid/688/Default.aspx","St. Clair","2223-03-19T00:00:00.000"
"Otsego County Community Foundation Scholarships","https://moccf.iphiview.com/moccf/Scholarships/PreQualifying/tabid/629/Default.aspx","Otsego","2223-03-22T00:00:00.000"
"Monroe County Community College Scholarships","https://monroeccc.academicworks.com/opportunities","Monroe","2223-03-23T00:00:00.000"
"Monroe County Community College Chad E. Nyitray Scholarship","https://monroeccc.academicworks.com/opportunities","Washtenaw","2223-03-24T00:00:00.000"
"Montcalm Community College Scholarships","https://montcalm.academicworks.com/","Montcalm","2223-03-25T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Alger","2223-03-26T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Baraga","2223-03-28T00:00:00.000"
"Michigan State University Helen Pratt Shane Scholarship","https://msu.academicworks.com/","Berrien","2223-03-29T00:00:00.000"
"Michigan State University Louis H. Ryason Endowed Scholarship","https://msu.academicworks.com/","Calhoun","2223-03-30T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Chippewa","2223-03-31T00:00:00.000"
"Michigan State University Federal Credit Union Endowed Scholarship","https://msu.academicworks.com/","Clinton","2223-04-01T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Delta","2223-04-02T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Dickinson","2223-04-03T00:00:00.000"
"Michigan State University Federal Credit Union Endowed Scholarship","https://msu.academicworks.com/","Eaton","2223-04-04T00:00:00.000"
