"category","title","year"
"Biennial Report","BR: Reprint from Nineteenth Biennial Report 1957-1958 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-BR19_301929_7.pdf)",
"Biennial Report","BR: Reprint from Twenty-Second Biennial Report 1963-1964 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-BR22_301930_7.pdf)",
"Bulletin","BU: Bulletin 1: Our Rock Riches OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-BU01_216118_7.pdf)",
"Bulletin","BU: Bulletin 4: The Glacial Lakes around Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-BU04_216119_7.pdf)",
"Bulletin","BU: Bulletin 4: The Glacial Lakes around Michigan Illustrations OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-BU04pixs_216120_7.pdf)",
"Bulletin","BU: Bulletin 7: Subsurface Stratigraphy of Cambrian Rocks in the Southern Peninsula of Michigan: Michigan Basin OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-BU07_301931_7.pdf)",
"Bulletin","BU: Bulletin 8: Stratigraphic Lexicon for Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-BU08_216121_7.pdf)",
"Digital Geology Catalog","GIMDL Catalog Web Catalog of mining Publications OOGM-Digital Geology WebCatalog DEQ-OOGM  2013 08 06 (https://www.michigan.gov/documents/deq/GIMDL-Catalog-2013_06_22_mining_425595_7.pdf)",
"Map","CM: Map: Bay County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMBAYA_301932_7.PDF)",
"Map","CM: Map: Bay County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMBAYB_301934_7.PDF)",
"Map","CM: Map: Bay County Coal Mine Sites 3 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMBAYC_301933_7.PDF)",
"Map","CM: Map: Calhoun County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMCALA_301935_7.PDF)",
"Map","CM: Map: Eaton County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMEATA_301938_7.PDF)",
"Map","CM: Map: Eaton County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMEATB_301939_7.PDF)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 94-01: Michilogic Time Line OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CMG94_307757_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 94-01: Michilogic Time Line Illustrations OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CMG94PIX_307758_7.pdf)",
"Map","CM: Map: Genesee County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMGENA_301941_7.PDF)",
"Map","CM: Map: Genesee County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMGENB_301942_7.PDF)",
"Map","CM: Map: Ingham County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMINGB_301943_7.PDF)",
"Map","CM: Map: Jackson County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMJACA_301944_7.PDF)",
"Map","CM: Map: Jackson County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMJACB_301945_7.PDF)",
"Map","CM: Map: Midland County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMMIDA_301949_7.PDF)",
"Map","CM: Map: Midland County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMMIDB_301950_7.PDF)",
"Map","CM: Map: Saginaw County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMSAGA_301951_7.PDF)",
"Map","CM: Map: Saginaw County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMSAGB_301952_7.PDF)",
"Map","CM: Map: Saginaw County Coal Mine Sites 3 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMSAGC_301953_7.PDF)",
"Map","CM: Map: Shiawassee County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMSHIA_301955_7.PDF)",
"Map","CM: Map: Shiawassee County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMSHIB_301956_7.PDF)",
"Map","CM: Map: Tuscola County Coal Mine Sites 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMTUSA_301957_7.PDF)",
"Map","CM: Map: Tuscola County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMTUSB_301958_7.PDF)",
"Map","CM: Map: Michigan Coal Basin OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-COAL-BASIN_307760_7.pdf)",
"Map","USBM: Magnitude and Quality of Michigan Coal Reserves Maps OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-COAL-MAPS-USBM76_307761_7.pdf)",
"Map","GG: List of available Coal Maps. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-COAL-MINE-MAPS_307762_7.pdf)",
"Circular","CIR: Circular 1: Michigan Geological Sourcebook OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR01_301959_7.pdf)",
"Circular","CIR: Circular 2: Geologic Contributions to ""Michigan Conservation"" OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR02_301971_7.pdf)",
"Circular","CIR: Circular 3: Mineral Resources Depletion or Deterioriation? OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR03_216122_7.pdf)",
"Circular","CIR: Circular 4: Outline of Procedures for Determining Gas-Oil Ratios and Subsurface Pressures OGS-GIMDL Text (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-CR04_314482_7.PDF)",
"Circular","CIR: Circular 5: Sources of Geological Information in Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR05_301977_7.pdf)",
"Circular","CIR: Circular 6: Role of Geology in State Government OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR06_216123_7.pdf)",
"Circular","CIR: Circular 7: Index to Michigan Geologic Theses OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR07_301978_7.pdf)",
"Circular","CIR: Circular 10: Mineral Well Act and General Rules 1972 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR10_301979_7.pdf)",
"Circular","CIR: Circular 11: Michigan's Industrial Sand Resources OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR11_216124_7.pdf)",
"Circular","CIR: Circular 12: Michigan Iron Ore Shipments Through 1974 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR12_216125_7.pdf)",
"Circular","CIR: Circular 13: Mine Reclamation Act and Rules 1972 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR13_301980_7.pdf)",
"Circular","CIR: Circular 14: Seismic Disturbances in Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR14_216127_7.PDF)",
"Circular","CIR: Circular 16: Annotated List of the Publications of the Michigan Geological Survey 1838-1977 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-CR16_216128_7.pdf)",
"Digital Geology Catalog","GG: OGS ""Digital Geology Library"" OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-DLWEBCAT_08_20_05_216131_7.pdf)",
"Preliminary Geologic Data","DOE: OFR 78-1 Preliminary Geologic Data Diamond Drilling... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-DOEOFR78A_301981_7.pdf)",
"Preliminary Geologic Data","DOE: OFR 78-3 Preliminary Geologic Data Diamond Drilling... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-DOEOFR78B_301982_7.pdf)",
"Preliminary Geologic Data","DOE: OFR 78-4 Preliminary Geologic Data Diamond Drilling... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-DOEOFR78C_301984_7.pdf)",
"Preliminary Geologic Data","DOE: OFR 78-5 Preliminary Geologic Data Diamond Drilling... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-DOEOFR78D_301987_7.pdf)",
"Preliminary Geologic Data","DOE: OFR 78-6 Preliminary Geologic Data Diamond Drilling... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-DOEOFR78E_301989_7.pdf)",
"Preliminary Geologic Data","DOE: OFR 78-7 Preliminary Geologic Data Diamond Drilling... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-DOEOFR78F_301991_7.pdf)",
"Information","ERP: Ex. Doc. No. 69 1850 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-ED69A_301993_7.pdf)",
"Information","ERP: Ex. Doc. No. 69 1850 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-ED69B_301994_7.pdf)",
"Information","ERP: Ex. Doc. No. 69 1850 Plates OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-ED69C_301995_7.pdf)",
"General Geology","GG: General Geology: Bibliography - Michigan Gold OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGBAU_301998_7.pdf)",
"General Geology","GG: General Geology: Saginaw Valley Brines Pose Problems - Smith and Frye OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGBRINE_301999_7.pdf)",
"General Geology","GG: General Geology: A Billion Tons of Iron Ore - Weber, Michigan Natural Resources OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGBTFE_302000_7.pdf)",
"General Geology","GG: General Geology: Borax: Unglamorous Yet Mighty - Courter, The Conglomerate, January 1970 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGC1_302004_7.pdf)",
"General Geology","GG: General Geology: Crinoids - Leary, The Conglomerate, November 1968 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGC2_302009_7.pdf)",
"General Geology","GG: General Geology: The Diamond Engagement Ring - Krandall and Sons, The Conglomerate, June 1969 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGC3_302013_7.pdf)",
"General Geology","GG: General Geology: Fossils...the living past - Bedrossian, The Conglomerate, April 1971 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGC4_302022_7.pdf)",
"General Geology","GG: General Geology: Platinum... ""A Rags to Riches Metal"" - Courter, The Conglomerate, January 1972 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGC5_302025_7.pdf)",
"General Geology","GG: General Geology: The Rock Nobody Knows - National Gypsum Co., The Conglomerate, October 1969 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGC6_302026_7.pdf)",
"General Geology","GG: General Geology: The Magic Lore of Jade - Randolph, The Conglomerate, October 1965 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGC7_302027_7.pdf)",
"General Geology","GG: General Geology: Something About Caves in Michigan - Martin OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGCaves_302029_7.pdf)",
"General Geology","GG: General Geology: History of the Salt, Brine and Paper Industries... - Childs OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGCHILDS_302030_7.pdf)",
"Geological Repository","Northern Michigan Geological Repository list of cores & NGGDPP data text file (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-GGCI-2009-07-05_285191_7.txt)",
"General Geology","GG: General Geology: Michigan's Clay Deposits and Industry - Sorensen OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGCLAY_302031_7.pdf)",
"General Geology","GG: General Geology: Geology Notes for Upper Peninsula Traveling Workshop 1957 - Kelley OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGCNUP_302032_7.pdf)",
"General Geology","GG: General Geology: The Rock Collector's Code of Ethics OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGCOE_302033_7.pdf)",
"Use and Conservation of Minerals","USI: USGS INF-73-3(R-3): Use and Conservation of Minerals. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGCOM_302034_7.pdf)",
"General Geology","GG: General Geology: Wonder Where the Copper Went - Bloom, Michigan Gem News, December 1972 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGCUW_302324_7.pdf)",
"General Geology","GG: General Geology: Dimension Stone Feasibility Study, 1999. Report OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGDS00_307763_7.pdf)",
"General Geology","GG: General Geology: Dimension Stone Feasibility Study, 1999. Charts OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGDSC_307764_7.pdf)",
"General Geology","GG: General Geology: Dimension Stone Feasibility Study, 1999. Illustrations OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGDSI_307765_7.pdf)",
"General Geology","GG: General Geology: Dimension Stone Feasibility Study, 1999. Maps OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGDSM_307766_7.pdf)",
"General Geology","GG: General Geology: Dimension Stone Feasibility Study, 1999. Poster OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGDSP_307767_7.pdf)",
"General Geology","GG: General Geology: Dimension Stone Feasibility Study, 1999. Rocks OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGDSR_307768_7.pdf)",
"General Geology","GG: General Geology: Earth Scientists in State Government OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGESSG_302326_7.pdf)",
"General Geology","GG: General Geology: Michigan Department of Natural Resources Feature - Wieber OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGFE_302327_7.pdf)",
"General Geology","DEQ-OOGM GG: General Geology: Generic Environmental Impact Statement Sand Dune Mining 2001 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGEIS_216135_7.pdf)",
"General Geology","GG: General Geology: Michigan's Gem Stones - Hardenberg 1951 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGEM_302330_7.pdf)",
"General Geology","GG: General Geology: Geologic History of Michigan - Spiroff, Mich. College of Mining and Technology OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGHM_302331_7.pdf)",
"General Geology","GG: General Geology: Grand Ledge Field Trip Lansing Teachers 1947 - Martin, Cole OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGL_302332_7.pdf)",
"General Geology","GG: General Geology: Great Lakes Shore Lines Measurements 3rd Ed. Rev. 1964 - Kelley, Colburn OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGLS_302334_7.pdf)",
"General Geology","GG: General Geology: General Geology of Michigan - Detailed OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGM_307771_7.pdf)",
"General Geology","GG: General Geology: Geologic Resources Draft 1989 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGR_302336_7.pdf)",
"General Geology","GG: General Geology: Information about the State Gem Stone, Isle Royale Greenstone... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/ogs-gimdl-GGGS_263212_7.pdf)",
"General Geology","GG: General Geology: A Brief History of the Michigan Geological Survey - Segall OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGSDH_302337_7.pdf)",
"General Geology","GG: General Geology: Geologic Time Chart OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGGT_307772_7.pdf)",
"General Geology","GG: General Geology: History of the Geological Survey - Martin OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGHIST_313569_7.pdf)",
"General Geology","GG: Geologic Time in Michigan Worksheets OGS-GIMDL Text (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-GGHM_313573_7.pdf)",
"General Geology","GG: General Geology: Geologic Time Columns - Martin OGS-GIMDL Text (https://www.michigan.gov/documents/deq/ogs-gimdl-GGHM_307679_7.pdf)",
"General Geology","GG: General Geology: How thick - How big - How much OGS-GIMDL Excel (https://www.michigan.gov/documents/deq/GIMDL-GGHThbHM_216138_7.xls)",
"General Geology","GG: General Geology: Injection of Water Into Underground Reservoirs in the State of Michigan - Schoeneck... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGIW_302341_7.pdf)",
"General Geology","GG: General Geology: How Kitchitikipi Came to Be OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGKITCH_302343_7.pdf)",
"General Geology","GG: General Geology: Early Land Claims in Michigan - Reynolds, 1940 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGLAND_302344_7.pdf)",
"General Geology","GG: General Geology: Michigan Localities of General Interest OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGLOC_302345_7.pdf)",
"General Geology","GG: General Geology: From Mineral to Rock OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGM2R_302346_7.pdf)",
"General Geology","GG: General Geology: General Geology of Michigan - Simplified OGS-GIMDL Text (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-GGGMB_313567_7.pdf)",
"General Geology","GG: General Geology: Michigan Beach Stones - Kelley, Rev. 1977 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMBS_302347_7.pdf)",
"General Geology","GG: General Geology: Michigan's Colorful Minerals (key) - Kelley OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMCM_302348_7.pdf)",
"General Geology","GG: General Geology: Minerals found in Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMF_307773_7.pdf)",
"General Geology","GG: General Geology: Michigan Fossils - Student Worksheets - Larger Format OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMFPB_314875_7.pdf)",
"General Geology","GG: Michigan Fossils - Student Worksheets - larger format OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMFPB_216139_7.pdf)",
"General Geology","GG: General Geology: Michigan Fossils Poster Flash Cards Small OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMFPF_216140_7.pdf)",
"General Geology","GG: Michigan Fossils 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMFPS_216141_7.pdf)",
"General Geology","GG: General Geology: Michigan's Gem Stones - Hardenberg, 1959 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMIGS_216142_7.pdf)",
"General Geology","GG: General Geology: How Manitou Island Got This Way - Martin, 1956 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMIGTW_302353_7.pdf)",
"Mineral Industries","MMI: Mineral Industries of Michigan 1934 to 1938 and Prior Years OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMIN_216143_7.pdf)",
"Map","GG: Oil and Gas Map 2005 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-GGMOG05_310107_7.PDF)",
"General Geology","GG: General Geology: Michigan Story - Martin, 1950 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGMS_302356_7.pdf)",
"Natural Gas Fields of Michigan","GG: Natural Gas Fields of Michigan - Newcombe, 1935 - Reprinted from GEOLOGY OF NATURAL GAS OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGngf_216144_7.pdf)",
"Natural Gas Fields of Michigan","GG: Natural Gas Fields of Michigan - Newcombe, 1935 - Reprinted from GEOLOGY OF NATURAL GAS Illustrations OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-GGngfb_216145_7.pdf)",
"General Geology","GG: General Geology: The Story of the Ontonagon Copper Boulder - Pantell, Smithsonian Press, 1971 (Reprint 1976) OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGOCB_302361_7.pdf)",
"General Geology","GG: General Geology: Oil and Gas Accumulations - Ells, 1971 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGOGA_302363_7.pdf)",
"Map","GG: Oil and Gas Map 2001 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-GGOGM_313589_7.pdf)",
"General Geology","GG: General Geology: Report on Michigan Peat Reserves OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGPEAT_216146_7.pdf)",
"General Geology","GG: General Geology: Geology of the Proud Lake Area - Kelley, 1956 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGPL_302365_7.pdf)",
"General Geology","GG: General Geology: The Petoskey Stone OGS-GIMDL Text (https://www.michigan.gov/documents/deq/ogs-gimdl-GGPS_263213_7.pdf)",
"General Geology","GG: General Geology: Rock Classification Chart. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGRC_307776_7.pdf)",
"General Geology","GG: General Geology: The Romance of Copper - Martin, 1944 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGRCU_302367_7.pdf)",
"General Geology","GG: General Geology: Rocks Found In Michigan. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGRF_307777_7.pdf)",
"General Geology","GG: General Geology: Typical Rocks and Minerals of Michigan, 1936 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGRMM_302369_7.pdf)",
"General Geology","BU: GG: General Geology: Rocks & Minerals of Michigan - Poindexter, Martin, Bergquist, 1971 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGRMMI_302370_7.pdf)",
"General Geology","GG: General Geology: Rambling Rocks - Martin, The Conglomerate, March 1971 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGRR_302371_7.pdf)",
"General Geology","GG: General Geology: Salt - ""The Book End"" OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGSALT_302372_7.pdf)",
"General Geology","GG: General Geology: Salt a Michigan Resource brochure OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGSB_307778_7.pdf)",
"General Geology","GG: General Geology: Information on Michigan Silurian Oil and Gas Pools - Ells, 1963 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGSOGP_302373_7.pdf)",
"General Geology","GG: General Geology: Formation of Soil - Martin OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGSOIL_302374_7.pdf)",
"General Geology","GG: General Geology: Geology, or Earth History and Mineral Resources - Suggested Projects for Classroom 1953 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGSP_302376_7.pdf)",
"General Geology","GG: General Geology: A Summary of Ideas on the Origin of Native Copper Deposits - Cornwall OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGNCD_302360_7.pdf)",
"General Geology","GG: General Geology: Something Rare Yet Common: The Petoskey Stone OGS-GIMDL PPT (https://www.michigan.gov/documents/deq/GIMDL-GGSRYC_216148_7.ppt)",
"General Geology","GG: General Geology: Simple Test for Meteorites - State of Oregon, ""The Ore Bin"" OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGT4M_302378_7.pdf)",
"General Geology","GG: General Geology: Trenton-Black River Formation Developments in Michigan - Ives OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGTBR_302379_7.pdf)",
"General Geology","GG: General Geology: Suggestions for Teaching Mineralogy OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGTM_302380_7.pdf)",
"General Geology","GG: General Geology: They Need Not Vanish - Martin - Parts 1-2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGTNNVA_302382_7.pdf)",
"General Geology","GG: General Geology: They Need Not Vanish - Martin - Part 3A OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGTNNVB_302385_7.PDF)",
"General Geology","GG: General Geology: They Need Not Vanish - Martin - Part 3B OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGTNNVC_302389_7.PDF)",
"General Geology","GG: General Geology: They Need Not Vanish - Martin - Part 3C OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGTNNVD_302393_7.pdf)",
"General Geology","GG: General Geology: Uranium in Michigan Report to the Governor, 1982 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGU_302395_7.pdf)",
"General Geology","GG: General Geology: Waterfalls in Michigan, 1956 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGWOM_302397_7.pdf)",
"General Geology","GG: General Geology: Water Suggested Projects for Classroom, Laboratory or Field Trip, 1956 (Rep. 1970) OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GGWP_302398_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Anomalous Paleozoic outliers near Limestone Mountain, Michigan - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87A_302400_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Porcupine Mountains Wilderness State Park, Michigan - Reed, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87B_302401_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Unconformities and alteration, Big Eric's Crossing - Kalliokoskiy, Lynott, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87C_302405_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Pictured Rocks National Lakeshore, northern Michigan - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87D_302406_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Middle Silurian paleoecology; The Raber Fossil Beds, Chippewa County... - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87E_302407_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: The Calvin 28 cryptoexplosive disturbance, Cass County, Michigan - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87F_302408_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Devonian shelf-basin, Michigan Basin, Alpena, Michigan - Gutschick, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87G_302409_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: The Ledges of Grand River, Michigan - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87H_302412_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Mackinac Island State Park, Michigan - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87I_302413_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Middle Devonian Transverse Group in Charlevoix and Emmet counties... - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87J_302415_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Mississippian Marshall Formation of the Pointe Aux Barques region - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87K_302419_7.pdf)",
