"category","title","year"
"Biennial Report","BR: Twenty-Sixth Biennial Report 1971-1972 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/BR_26_opt_306031_7.pdf)",
"Biennial Report","BR: Twenty-Seventh Biennial Report 1973-1974 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/BR_27_306032_7.pdf)",
"Biennial Report","BR: Twenty-Seventh Biennial Report 1973-1974 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/BR_27_opt_306033_7.pdf)",
"Bulletin","BU: Bulletin 3: Michigan's Au Sable River - Today and Tomorrow. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/BU_03_313138_7.pdf)",
"Bulletin","BU: Bulletin 3: Michigan's Au Sable River - Today and Tomorrow. Part 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/BU_03_Aopt_313139_7.pdf)",
"Bulletin","BU: Bulletin 3: Michigan's Au Sable River - Today and Tomorrow. Part 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/BU_03_Bopt_313140_7.pdf)",
"Bulletin","BU: Bulletin 4: The Glacial Lakes around Michigan OGS-GIMDL Image (https://www.michigan.gov/documents/deq/BU_04opt_314532_7.pdf)",
"Bulletin","BU: Bulletin 5: Meteorites of Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/BU05_301713_7.pdf)",
"Bulletin","BU: Bulletin 5: Meteorites of Michigan OGS-GIMDL Image (https://www.michigan.gov/documents/deq/BU_05opt_314533_7.pdf)",
"Bulletin","BU: Bulletin 7: Subsurface Stratigraphy of Cambrian Rocks in the Southern Peninsula of Michigan: Michigan Basin OGS-GIMDL Image (https://www.michigan.gov/documents/deq/BU_07opt_314535_7.pdf)",
"Bulletin","BU: Bulletin 1: Our Rock Riches OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Bulletin_1opt_303885_7.pdf)",
"Bulletin","GG: General Geology: Bulletin MCMT: Copper Wire OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Bulletin_MCMT_CopperWire_opt_301717_7.pdf)",
"Map","CM: Map: Calhoun County Coal Mines OGS-GIMDL Image (https://www.michigan.gov/documents/deq/cal-coalMines_301719_7.pdf)",
"Map","CM: Map: Calhoun County Coal Mine Sites OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Calhoun_County_coal_301721_7.pdf)",
"Circular","CIR: Circular 12: One Thousand Million Tons Michigan Iron Ore Shipments Through 1974 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Circular12_301725_7.pdf)",
"Circular","CIR: Circular 14: Seismic Disturbances in Michigan OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Circular14_301726_7.pdf)",
"Circular","CIR: Circular 15: Michigan's Oil and Gas Regulations April 2006 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CIRCULAR_15_301728_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-02: Platinum - Bornhorst and Baxter OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CMG_90_02_Platinum_303886_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-01: Precambrian Geology of the Penny Lake Area, Marquette Greenstone... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CMG_90-1_313141_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-01: Precambrian Geology of the Penny Lake Area, Marquette Greenstone... OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CMG_90-1_opt_313143_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-03: Geology of the Boise Creek Area, Marquette Greenstone Belt, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CMG_90-3_313145_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-03: Geology of the Boise Creek Area, Marquette Greenstone... Michigan OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CMG_90-3_opt_313146_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-04: Port Huron Study, Historical Development of Hydrocarbons... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CMG_90-4_313148_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-04: Port Huron Study, Historical Development of Hydrocarbons... Maps OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CMG_90-4_maps_313159_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-04: Port Huron Study, Historical Development of Hydrocarbons... OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CMG_90-4_opt_313150_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 90-02: Platinum - Bornhorst and Baxter OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CMG_90_02_Platinum_2_301732_7.pdf)",
"Contribution to Michigan Geology","CMG: Contribution to Michigan Geology 92-01: Michigan's Copper Country - Courter OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CMG92_301731_7.pdf)",
"References","DEQ, OOGM, Coal Information (https://www.michigan.gov/documents/deq/deq-ogs-Coal_Selected_References_429244_7.pdf)",
"References","DEQ, OOGM, Copper Information (https://www.michigan.gov/documents/deq/deq-ogs-Copper_Selected_References_429245_7.pdf)",
"Circular","CIR: Circular 1: Michigan Geological Sourcebook OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_01opt_303892_7.pdf)",
"Circular","CIR: Circular 2: Geologic Contributions to ""Michigan Conservation"" OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_02opt_303896_7.pdf)",
"Circular","CIR: Circular 3: Mineral Resources Depletion or Deterioration? OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_03opt_303897_7.pdf)",
"Circular","CIR: Circular 4: Outline of Procedures for Determining Gas-Oil Ratios and Subsurface Pressures OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_04opt_303908_7.pdf)",
"Circular","CIR: Circular 5: Sources of Geological Information in Michigan OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_05opt_303910_7.pdf)",
"Circular","CIR: Circular 6: Role of Geology in State Government OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_06opt_303912_7.pdf)",
"Circular","CIR: Circular 7: Index to Michigan Geologic Theses OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_07opt_314540_7.pdf)",
"Circular","CIR: Circular 8: Geologic Map Index of Michigan 1843-1962 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CR_08_304325_7.pdf)",
"Circular","CIR: Circular 8: Geologic Map Index of Michigan 1843-1962 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_08opt_303923_7.pdf)",
"Circular","CIR: Circular 11: Michigan's Industrial Sand Resources OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_11opt_304327_7.pdf)",
"Map","CM: Map: Calhoun County Coal Mine Sites 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-CMCALB_301937_7.PDF)",
"Circular","CIR: Circular 16: Annotated List of the Publications of the Michigan Geological Survey 1838-1977 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_16opt_309990_7.pdf)",
"Circular","CIR: Circular 17: Blowout Prevention Equipment, Use and Testing OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CR17_301739_7.pdf)",
"Circular","CIR: Circular 17: Blowout Prevention Equipment, Use and Testing OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR_17opt_304329_7.pdf)",
"Circular","CIR: Circular 18: State of Michigan Designated and Critical Sand Dune Areas OGS-GIMDL Image (https://www.michigan.gov/documents/deq/CR18_301744_7.pdf)",
"General Geology","GG: Figure: Michigan Basin Bedrock Cross Section OGS-GIMDL Text (https://www.michigan.gov/documents/deq/CrossSection_301745_7.pdf)",
"General Geology","GG: Handout: Figure it out you can do it OGS-GIMDL Text (https://www.michigan.gov/documents/deq/Figure_it_out_you_can_do_it_309996_7.pdf)",
"Geological Report","MBPR: Mackinac Bridge Final Geological Report - Rosenau, 1956 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/Final_Geological_Report_306059_7.pdf)","1956"
"Geological Report","MBPR: Mackinac Bridge Final Geological Report - Rosenau, 1956 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Final_Geological_Report_opt_306060_7.pdf)","1956"
"General Geology","GG: Excerpt: Papers on Paleontology Number 7, pp. 142-86 - Kesling, Segall, Sorenson Part 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Fossils_POP_7_Aopt_310008_7.pdf)",
"General Geology","GG: Excerpt: Papers on Paleontology Number 7, pp. 142-86 - Kesling, Segall, Sorenson Part 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Fossils_POP_7_Bopt_310010_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission OGS-GIMDL Text (https://www.michigan.gov/documents/deq/Geological_Reports_306870_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Aopt_306873_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Bopt_306875_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 3 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Copt_306876_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 4 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Dopt_306879_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 5 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Eopt_306882_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 6 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Fopt_306887_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 7 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Gopt_306894_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 8 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Hopt_306898_7.pdf)",
"Geological Reports","ERP: Geological Reports of Douglass Houghton - ed. Fuller, Michigan Historical Commission Part 9 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geological_Reports_Iopt_306903_7.pdf)",
"General Geology","GG: General Geology: Geology Notes for Upper Peninsula Traveling Workshop 1957 - Kelley OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Geology_Notes_UP_TravellingWorkshop-Kelley_301749_7.pdf)",
"General Geology","GG: General Geology: Geologic Time Line Helper Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/ogs-gimdl-GTLH_con_307672_7.pdf)",
"Digital Geology Catalog","GIMDL Catalog of Publications OOGM-Digital Geology WebCatalog 2013 08 06 DEQ-OOGM (https://www.michigan.gov/documents/deq/GIMDL-Catalog-2010-01-20_307979_7.pdf)",
"Annual Directory","ADR: Annual Directory 1: Michigan Mineral Operators. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AD01_303295_7.pdf)",
"Annual Directory","ADR: Annual Directory 7 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AD07_303296_7.pdf)",
"Annual Directory","ADR: Annual Directory 9 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AD09_303297_7.pdf)",
"Annual Directory","ADR: Annual Directory 10 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AD10_303298_7.pdf)",
"Annual Directory","ADR: Annual Directory 11 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AD11_303299_7.pdf)",
"Annual Directory","ADR: Annual Directory 12 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AD12_303300_7.pdf)",
"Annual Report","ANR: Annual Report 1877 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1877_215871_7.pdf)","1877"
"Annual Report","ANR: Annual Report 1884 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1884_215895_7.pdf)","1884"
"Annual Report","ANR: Annual Report: Mine and Mineral Statistics for 1891 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1891_215901_7.pdf)","1891"
"Annual Report","ANR: Annual Report of the State Board of Geological Survey of Michigan for the Year 1901. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1901A_303225_7.pdf)","1901"
"Annual Report","ANR: Annual Report 1902 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1902_215903_7.pdf)","1902"
"Annual Report","ANR: Annual Report 1903 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1903A_215908_7.pdf)","1903"
"Annual Report","ANR: Annual Report 1904 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1904A_215913_7.pdf)","1904"
"Annual Report","ANR: Annual Report 1904 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1904B_215914_7.pdf)","1904"
"Annual Report","ANR: Annual Report 1904 Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1904C_215915_7.pdf)","1904"
"Annual Report","ANR: Annual Report 1908 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1908A_215916_7.pdf)","1908"
"Annual Report","ANR: Annual Report 1908 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1908B_215917_7.pdf)","1908"
"Annual Report","ANR: Annual Report 1908 Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1908C_215918_7.pdf)","1908"
"Annual Report","ANR: Annual Report 1908 Part 4 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AR1908D_215920_7.pdf)","1908"
"Annual Statistical Summary","ASU: Annual Statistical Summary 1: Mineral Industry of Michigan 1963 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-AS01_216114_7.pdf)","1963"
"Annual Statistical Summary","ASU: Annual Statistical Summary 2: Michigan's Oil and Gas Fields 1964. OGS-GIMDL Text only. (https://www.michigan.gov/documents/deq/GIMDL-AS02_303257_7.pdf)","1964"
"Annual Statistical Summary","ASU: Annual Statistical Summary 4: Michigan's Oil and Gas Fields 1965. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS04_303258_7.pdf)","1965"
"Annual Statistical Summary","ASU: Annual Statistical Summary 6: Michigan's Oil and Gas Fields 1966. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS06_303260_7.pdf)","1966"
"Annual Statistical Summary","ASU: Annual Statistical Summary 8: Michigan's Oil and Gas Fields 1967. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS08_303261_7.pdf)","1967"
"Annual Statistical Summary","ASU: Annual Statistical Summary 10: Michigan's Oil and Gas Fields 1968. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS10_303264_7.pdf)","1968"
"Annual Statistical Summary","ASU: Annual Statistical Summary 12: Michigan's Oil and Gas Fields 1969. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS12_303266_7.pdf)","1969"
"Annual Statistical Summary","ASU: Annual Statistical Summary 14: Michigan's Oil and Gas Fields 1970. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS14_303268_7.pdf)","1970"
"Annual Statistical Summary","ASU: Annual Statistical Summary 16: Michigan's Oil and Gas Fields 1971. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS16_303270_7.pdf)","1971"
"Annual Statistical Summary","ASU: Annual Statistical Summary 17: The Mineral Industry of Michigan. 1971. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS17_303272_7.pdf)","1971"
"Annual Statistical Summary","ASU: Annual Statistical Summary 18: Michigan's Oil and Gas Fields 1972. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS18_303274_7.pdf)","1972"
"Annual Statistical Summary","ASU: Annual Statistical Summary 19: The Mineral Industry of Michigan. 1972. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS19_303276_7.pdf)","1972"
"Annual Statistical Summary","ASU: Oil and Gas Statistical Summary 84: Michigan's Oil and Gas Fields, 1983-1984. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS1983_303231_7.pdf)",
"Annual Statistical Summary","ASU: Annual Statistical Summary 20: Michigan's Oil and Gas Fields 1973. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS20_303232_7.pdf)","1973"
"Annual Statistical Summary","ASU: Annual Statistical Summary 21: The Mineral Industry of Michigan 1973. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS21_303240_7.pdf)","1973"
"Annual Statistical Summary","ASU: Annual Statistical Summary 22: Michigan's Oil and Gas Fields 1974. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS22_303242_7.pdf)","1974"
"Annual Statistical Summary","ASU: Annual Statistical Summary 23: The Mineral Industry of Michigan 1974. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS23_303243_7.pdf)","1974"
"Annual Statistical Summary","ASU: Annual Statistical Summary 24: Michigan's Oil and Gas Fields 1975. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS24_303244_7.pdf)","1975"
"Annual Statistical Summary","ASU: Annual Statistical Summary 26: Michigan's Oil and Gas Fields 1976. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS26_303245_7.pdf)","1976"
"Annual Statistical Summary","ASU: Annual Statistical Summary 28: Michigan's Oil and Gas Fields 1977. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS28_303246_7.pdf)","1977"
"Annual Statistical Summary","ASU: Annual Statistical Summary 30: Michigan's Oil and Gas Fields 1978. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS30_303247_7.pdf)","1978"
"Annual Statistical Summary","ASU: Annual Statistical Summary 32: Michigan's Oil and Gas Fields 1979. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS32_303248_7.pdf)","1979"
"Annual Statistical Summary","ASU: Annual Statistical Summary 34: Michigan's Oil and Gas Fields 1980. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS34_303252_7.pdf)","1980"
"Annual Statistical Summary","ASU: Annual Statistical Summary 36: Michigan's Oil and Gas Fields 1981. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS36_303254_7.pdf)","1981"
"Annual Statistical Summary","ASU: Annual Statistical Summary 38: Michigan's Oil and Gas Fields 1982. OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-AS38_303255_7.pdf)","1982"
"Biennial Report","BR: Reprint from Eleventh Biennial Report 1941-1942 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-BR11_301927_7.pdf)",
