"a_o","pais","departamento","codigo_dane","municipio","divisi_n","rama","variable","valor"
"2016","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","16800"
"2016","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","8516"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Agrícola sin café","VABc","5234"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABc","17029"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Vacuno","VABc","2280"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Porcino","VABc","116"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Avícola","VABc","341"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Silvicultura y extracción de maderas","VABc","197"
"2000","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","2874"
"2000","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","624"
"2000","Colombia","Caldas","17042","Anserma","Construcción","Obras civiles","VABc","2616"
"2000","Colombia","Caldas","17042","Anserma","Comercio","Comercio","VABc","7663"
"2000","Colombia","Caldas","17042","Anserma","Comercio","Reparación","VABc","1871"
"2000","Colombia","Caldas","17042","Anserma","Hoteles&restaurantes","Hoteles&restaurantes","VABc","2369"
"2000","Colombia","Caldas","17042","Anserma","Comunicaciones","Comunicaciones","VABc","2987"
"2000","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","1612"
"2000","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","6253"
"2000","Colombia","Caldas","17042","Anserma","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7996"
"2000","Colombia","Caldas","17042","Anserma","Servicios domésticos","Servicios domésticos","VABc","436"
"2000","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Educación privada","VABc","250"
"2000","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Salud privada","VABc","1630"
"2000","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","3298"
"2000","Colombia","Caldas","17042","Anserma","Gobierno","Gobierno","VABc","16589"
"2000","Colombia","Caldas","17042","Anserma","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","4351"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Agrícola sin café","VABk","5355"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABk","22977"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Vacuno","VABk","3382"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Porcino","VABk","237"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Avícola","VABk","457"
"2000","Colombia","Caldas","17042","Anserma","Agropecuario","Silvicultura y extracción de maderas","VABk","263"
"2000","Colombia","Caldas","17042","Anserma","Minería","Minerales metálicos","VABk","0"
"2000","Colombia","Caldas","17042","Anserma","Industria","Industria manufacturera","VABk","0"
"2000","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","4827"
"2000","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","1124"
"2000","Colombia","Caldas","17042","Anserma","Construcción","Obras civiles","VABk","3528"
"2000","Colombia","Caldas","17042","Anserma","Comercio","Comercio","VABk","9306"
"2000","Colombia","Caldas","17042","Anserma","Comercio","Reparación","VABk","2212"
"2000","Colombia","Caldas","17042","Anserma","Hoteles&restaurantes","Hoteles&restaurantes","VABk","3075"
"2000","Colombia","Caldas","17042","Anserma","Comunicaciones","Comunicaciones","VABk","4068"
"2000","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2253"
"2000","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","8265"
"2000","Colombia","Caldas","17042","Anserma","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","9565"
"2000","Colombia","Caldas","17042","Anserma","Servicios domésticos","Servicios domésticos","VABk","556"
"2000","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Educación privada","VABk","325"
"2000","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Salud privada","VABk","2081"
"2000","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","4109"
"2000","Colombia","Caldas","17042","Anserma","Gobierno","Gobierno","VABk","21875"
"2000","Colombia","Caldas","17042","Anserma","Impuestos netos de subsidios","Impuestos netos de subsidios","VABk","6958"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Agrícola sin café","VABc","5988"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABc","13117"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Vacuno","VABc","2655"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Porcino","VABc","137"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Avícola","VABc","395"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Silvicultura y extracción de maderas","VABc","211"
"2001","Colombia","Caldas","17042","Anserma","Pesca","Pescado y otros productos","VABc","74"
"2001","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","3491"
"2001","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","869"
"2001","Colombia","Caldas","17042","Anserma","Construcción","Obras civiles","VABc","6444"
"2001","Colombia","Caldas","17042","Anserma","Comercio","Comercio","VABc","8647"
"2001","Colombia","Caldas","17042","Anserma","Comercio","Reparación","VABc","1966"
"2001","Colombia","Caldas","17042","Anserma","Hoteles&restaurantes","Hoteles&restaurantes","VABc","2474"
"2001","Colombia","Caldas","17042","Anserma","Comunicaciones","Comunicaciones","VABc","3239"
"2001","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","1931"
"2001","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","7621"
"2001","Colombia","Caldas","17042","Anserma","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","8391"
"2001","Colombia","Caldas","17042","Anserma","Servicios domésticos","Servicios domésticos","VABc","482"
"2001","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Educación privada","VABc","259"
"2001","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Salud privada","VABc","1677"
"2001","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","2854"
"2001","Colombia","Caldas","17042","Anserma","Gobierno","Gobierno","VABc","16344"
"2001","Colombia","Caldas","17042","Anserma","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","2496"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Agrícola sin café","VABk","5362"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABk","23605"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Vacuno","VABk","3205"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Porcino","VABk","227"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Avícola","VABk","572"
"2001","Colombia","Caldas","17042","Anserma","Agropecuario","Silvicultura y extracción de maderas","VABk","275"
"2001","Colombia","Caldas","17042","Anserma","Pesca","Pescado y otros productos","VABk","95"
"2001","Colombia","Caldas","17042","Anserma","Minería","Minerales metálicos","VABk","0"
"2001","Colombia","Caldas","17042","Anserma","Industria","Industria manufacturera","VABk","0"
"2001","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","5014"
"2001","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","1220"
"2001","Colombia","Caldas","17042","Anserma","Construcción","Obras civiles","VABk","7784"
"2001","Colombia","Caldas","17042","Anserma","Comercio","Comercio","VABk","9913"
"2001","Colombia","Caldas","17042","Anserma","Comercio","Reparación","VABk","2234"
"2001","Colombia","Caldas","17042","Anserma","Hoteles&restaurantes","Hoteles&restaurantes","VABk","3087"
"2001","Colombia","Caldas","17042","Anserma","Comunicaciones","Comunicaciones","VABk","3899"
"2001","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2375"
"2001","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","9447"
"2001","Colombia","Caldas","17042","Anserma","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","9858"
"2001","Colombia","Caldas","17042","Anserma","Servicios domésticos","Servicios domésticos","VABk","583"
"2001","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Educación privada","VABk","305"
"2001","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Salud privada","VABk","2037"
"2001","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","3420"
"2001","Colombia","Caldas","17042","Anserma","Gobierno","Gobierno","VABk","20660"
"2001","Colombia","Caldas","17042","Anserma","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","3754"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Agrícola sin café","VABc","9811"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABc","15612"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Vacuno","VABc","2509"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Porcino","VABc","133"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Avícola","VABc","0"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Silvicultura y extracción de maderas","VABc","249"
"2002","Colombia","Caldas","17042","Anserma","Pesca","Pescado y otros productos","VABc","66"
"2002","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","3509"
"2002","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","791"
"2002","Colombia","Caldas","17042","Anserma","Construcción","Obras civiles","VABc","4369"
"2002","Colombia","Caldas","17042","Anserma","Comercio","Comercio","VABc","9385"
"2002","Colombia","Caldas","17042","Anserma","Comercio","Reparación","VABc","2030"
"2002","Colombia","Caldas","17042","Anserma","Hoteles&restaurantes","Hoteles&restaurantes","VABc","2618"
"2002","Colombia","Caldas","17042","Anserma","Comunicaciones","Comunicaciones","VABc","3751"
"2002","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2048"
"2002","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","7754"
"2005","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABc","29124"
"2002","Colombia","Caldas","17042","Anserma","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","8475"
"2002","Colombia","Caldas","17042","Anserma","Servicios domésticos","Servicios domésticos","VABc","523"
"2002","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Educación privada","VABc","184"
"2002","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Salud privada","VABc","1786"
"2002","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","2855"
"2002","Colombia","Caldas","17042","Anserma","Gobierno","Gobierno","VABc","23699"
"2002","Colombia","Caldas","17042","Anserma","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","2484"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Agrícola sin café","VABk","10125"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABk","24683"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Vacuno","VABk","3032"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Porcino","VABk","213"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Avícola","VABk","0"
"2002","Colombia","Caldas","17042","Anserma","Agropecuario","Silvicultura y extracción de maderas","VABk","292"
"2002","Colombia","Caldas","17042","Anserma","Pesca","Pescado y otros productos","VABk","78"
"2002","Colombia","Caldas","17042","Anserma","Minería","Minerales metálicos","VABk","0"
"2002","Colombia","Caldas","17042","Anserma","Industria","Industria manufacturera","VABk","0"
"2002","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","4782"
"2002","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","991"
"2002","Colombia","Caldas","17042","Anserma","Construcción","Obras civiles","VABk","4960"
"2002","Colombia","Caldas","17042","Anserma","Comercio","Comercio","VABk","10379"
"2002","Colombia","Caldas","17042","Anserma","Comercio","Reparación","VABk","2234"
"2002","Colombia","Caldas","17042","Anserma","Hoteles&restaurantes","Hoteles&restaurantes","VABk","3099"
"2002","Colombia","Caldas","17042","Anserma","Comunicaciones","Comunicaciones","VABk","4201"
"2002","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2364"
"2002","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","9186"
"2002","Colombia","Caldas","17042","Anserma","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","9685"
"2002","Colombia","Caldas","17042","Anserma","Servicios domésticos","Servicios domésticos","VABk","605"
"2002","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Educación privada","VABk","207"
"2002","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Salud privada","VABk","2120"
"2002","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","3225"
"2002","Colombia","Caldas","17042","Anserma","Gobierno","Gobierno","VABk","28172"
"2002","Colombia","Caldas","17042","Anserma","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","3364"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Agrícola sin café","VABc","10456"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABc","21512"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Vacuno","VABc","2500"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Porcino","VABc","155"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Avícola","VABc","537"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Silvicultura y extracción de maderas","VABc","305"
"2003","Colombia","Caldas","17042","Anserma","Pesca","Pescado y otros productos","VABc","72"
"2003","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","3620"
"2003","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","1094"
"2003","Colombia","Caldas","17042","Anserma","Construcción","Obras civiles","VABc","3875"
"2003","Colombia","Caldas","17042","Anserma","Comercio","Comercio","VABc","8999"
"2003","Colombia","Caldas","17042","Anserma","Comercio","Reparación","VABc","2125"
"2003","Colombia","Caldas","17042","Anserma","Hoteles&restaurantes","Hoteles&restaurantes","VABc","2868"
"2003","Colombia","Caldas","17042","Anserma","Comunicaciones","Comunicaciones","VABc","4044"
"2003","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2454"
"2003","Colombia","Caldas","17042","Anserma","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","9908"
"2003","Colombia","Caldas","17042","Anserma","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","8622"
"2003","Colombia","Caldas","17042","Anserma","Servicios domésticos","Servicios domésticos","VABc","553"
"2003","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Educación privada","VABc","212"
"2003","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Salud privada","VABc","1854"
"2003","Colombia","Caldas","17042","Anserma","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","2917"
"2003","Colombia","Caldas","17042","Anserma","Gobierno","Gobierno","VABc","13541"
"2003","Colombia","Caldas","17042","Anserma","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","4316"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Agrícola sin café","VABk","11698"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Café","VABk","31477"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Vacuno","VABk","3177"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Porcino","VABk","251"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Avícola","VABk","496"
"2003","Colombia","Caldas","17042","Anserma","Agropecuario","Silvicultura y extracción de maderas","VABk","313"
"2003","Colombia","Caldas","17042","Anserma","Pesca","Pescado y otros productos","VABk","79"
"2003","Colombia","Caldas","17042","Anserma","Minería","Minerales metálicos","VABk","0"
"2003","Colombia","Caldas","17042","Anserma","Industria","Industria manufacturera","VABk","0"
"2003","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","4127"
"2003","Colombia","Caldas","17042","Anserma","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","1259"
"2003","Colombia","Caldas","17042","Anserma","Construcción","Obras civiles","VABk","4268"
"2003","Colombia","Caldas","17042","Anserma","Comercio","Comercio","VABk","9588"
"2003","Colombia","Caldas","17042","Anserma","Comercio","Reparación","VABk","2269"
"2003","Colombia","Caldas","17042","Anserma","Hoteles&restaurantes","Hoteles&restaurantes","VABk","3293"
"2003","Colombia","Caldas","17042","Anserma","Comunicaciones","Comunicaciones","VABk","4293"
