"deporte","tipo","fecha_desde","fecha_hasta","pais","lugar"
"SQUASH",,,"2017-11-25T00:00:00.000","COLOMBIA","LIGA DE  SQUASH DE CUNDINAMARCA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-11-25T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS","DEPORTIVO","DEPORTIVO","2017-11-25T00:00:00.000","COLOMBIA","BUCARAMANGA"
"TIRO TRAP AUTOMATICO","DEPORTIVO","DEPORTIVO","2017-11-24T00:00:00.000","COLOMBIA","BARRANQUILLA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-11-23T00:00:00.000","COLOMBIA","CUNDINAMARCA"
"CANOTAJE",,,"2017-11-23T00:00:00.000","CUBARRAL,","META"
"GOLF","CONCENTRACIÓN","CONCENTRACIÓN","2017-11-20T00:00:00.000","BOLIVIA","SANTA CRUZ"
"BOWLING",,,"2017-11-19T00:00:00.000","COLOMBIA","CALI"
"TENIS DE MESA",,,"2017-11-19T00:00:00.000","TODAS","NOVIEMBRE"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-11-18T00:00:00.000","COLOMBIA","TOCANCIPA"
"TENIS",,,"2017-11-18T00:00:00.000","COLOMBIA","MEDELLIN"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-11-18T00:00:00.000","COLOMBIA","CALI"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-11-17T00:00:00.000","ARGENTINA","VILLA LA ANGOSTURA"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-11-17T00:00:00.000","MARRAKECH","MARRAKECH"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-17T00:00:00.000","COLOMBIA","BARRANQUILLA"
"BRIDGE",,,"2017-11-16T00:00:00.000","BOGOTA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-15T00:00:00.000","GUATEMALA","CIUDAD DE GUATEMALA"
"TENIS",,,"2017-11-14T00:00:00.000","COLOMBIA","SANTA MARTA"
"TIRO TODAS","DEPORTIVO","DEPORTIVO","2017-11-12T00:00:00.000","BRASIL","RIO DE JANEIRO"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-11-11T00:00:00.000","CALI","COLOMBIA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-11T00:00:00.000","COLOMBIA","CALI"
"BALONCESTO",,,"2017-11-11T00:00:00.000","COLOMBIA","SANTA MARTA"
"TENIS",,,"2017-11-11T00:00:00.000","COLOMBIA","LA PAZ"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-11-11T00:00:00.000","SANTA MARTA","COLOMBIA"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-11-11T00:00:00.000","COLOMBIA","SANTA MARTA"
"JIU-JITSU",,,"2017-11-11T00:00:00.000","COLOMBIA","AGUA DE DIOS"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-11-11T00:00:00.000","SANTA MARTA, COLOMBIA","SANTA MARTA, COLOMBIA"
"BOWLING",,,"2017-11-11T00:00:00.000","COLOMBIA","CALI"
"BALONCESTO",,,"2017-11-11T00:00:00.000","COLOMBIA","SANTA MARTA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-11-10T00:00:00.000","COLOMBIA","BOGOTA"
"SAMBO",,,"2017-11-10T00:00:00.000","RUSIA","CALI"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-11-10T00:00:00.000","BOYACA","PACHAVITA - BOYACA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-11-10T00:00:00.000","ROLDANILLO","ROLDANILLO"
"CANOTAJE",,,"2017-11-10T00:00:00.000","SANTA MARTA","COLOMBIA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-11-09T00:00:00.000","NEW YORK","USA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-09T00:00:00.000","GUATEMALA","CIUDAD DE GUATEMALA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-09T00:00:00.000","COLOMBIA","MONTERÍA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-11-09T00:00:00.000","COLOMBIA","SANTA MARTHA"
"AJEDREZ",,,"2017-11-09T00:00:00.000","COLOMBIA","MEDELLIN"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-11-07T00:00:00.000","COLOMBIA","CUNDINAMARCA"
"WUSHU",,,"2017-11-07T00:00:00.000","CHINA","BOGOTÁ"
"WUSHU",,,"2017-11-07T00:00:00.000","CHINA","E'MEISHAN"
"TENIS DE MESA",,,"2017-11-06T00:00:00.000","TODAS","NOVIEMBRE"
"JIU-JITSU",,,"2017-11-06T00:00:00.000","COLOMBIA","BOGOTA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-11-05T00:00:00.000","BOYACA","MACANAL - BOYACA"
"KARTS","DEPORTIVO","DEPORTIVO","2017-11-05T00:00:00.000","GIRARDOT - C/MARCA","NOVIEMBRE 5 Y6"
"TENIS",,,"2017-11-04T00:00:00.000","BOLIVIA","COCHABAMBA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-11-04T00:00:00.000","CALI","COLOMBIA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-11-04T00:00:00.000","COLOMBIA","BOGOTA"
"TIRO FOSA UNIVERSAL","DEPORTIVO","DEPORTIVO","2017-11-04T00:00:00.000","COLOMBIA","MEDELLIN"
"TENIS",,,"2017-11-04T00:00:00.000","BOLIVIA","NEIVA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-11-04T00:00:00.000","COLOMBIA","TOCANCIPA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-04T00:00:00.000","COLOMBIA","BOGOTÁ"
"AJEDREZ",,,"2017-11-04T00:00:00.000","COLOMBIA","VALLEDUPAR"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-11-03T00:00:00.000","COLOMBIA","VALLEDUPAR"
"DEPORTES AÉREOS",,,"2017-11-03T00:00:00.000","VALLE","ANSERMA - VALLE"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-11-03T00:00:00.000","ZAMORA, ECUADOR","ZAMORA, ECUADOR"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-11-03T00:00:00.000","CASTRIES, STA. LUCIA","CASTRIES, STA. LUCIA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-02T00:00:00.000","COLOMBIA","CÚCUTA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-11-02T00:00:00.000","COLOMBIA","CALI"
"SOFTBOL",,,"2017-11-02T00:00:00.000","COLOMBIA","COSTA NORTE, URABA, MEDELLIN, CALI"
"JUDO","DEPORTIVO","DEPORTIVO","2017-11-02T00:00:00.000","PERU","LIMA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-02T00:00:00.000","ARGENTINA","BUENOS AIRES"
"JUDO","DEPORTIVO","DEPORTIVO","2017-11-01T00:00:00.000","BOLIVIA",
"TENIS",,,"2017-11-01T00:00:00.000","COLOMBIA","LIMA"
"BALONCESTO",,,"2017-11-01T00:00:00.000","POR  DEFINIR","POR DEFINIR"
"TIRO ESCOPETAS","DEPORTIVO","DEPORTIVO","2017-11-01T00:00:00.000","REPUBLICA DOMINICANA","COLORADO SPRINGS"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-11-01T00:00:00.000","COLOMBIA","CALI"
"JUDO","DEPORTIVO","DEPORTIVO","2017-11-01T00:00:00.000","VENEZUELA",
"JUDO","DEPORTIVO","DEPORTIVO","2017-11-01T00:00:00.000","COLOMBIA","SANTA MARTA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-11-01T00:00:00.000","SANTA MARTA","COLOMBIA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-11-01T00:00:00.000","COLOMBIA","PEREIRA"
"BOWLING",,,"2017-11-01T00:00:00.000","PANAMA","CIUDAD DE PANAMA"
"CANOTAJE",,,"2017-11-01T00:00:00.000","CUBARRAL,","META"
"BALONCESTO",,,"2017-11-01T00:00:00.000","COLOMBIA","POR DEFINIR"
"BALONCESTO",,,"2017-11-01T00:00:00.000","COLOMBIA","POR DEFINIR"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-10-30T00:00:00.000","SACATEPEQUEZ, GUATEMALA","SACATEPEQUEZ, GUATEMALA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-10-29T00:00:00.000","COLOMBIA","TOCANCIPA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-10-29T00:00:00.000","COLOMBIA","MOSCU"
"BOWLING",,,"2017-10-29T00:00:00.000","EEUU","PLANO"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-10-29T00:00:00.000","COLOMBIA","TOCANCIPA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-10-28T00:00:00.000","COLOMBIA","SANTA MARTA"
"TENIS",,,"2017-10-28T00:00:00.000","PERU","CHOSICA"
"DEPORTES AÉREOS",,,"2017-10-28T00:00:00.000","ECUADOR","BOTOTILLO - ECUADOR"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-10-28T00:00:00.000","COLOMBIA","BOGOTA/NORTE DE SANTANDER/SANTANDER/MEDELLIN/CALI/PEREIRA/BARRANQUILLA"
"TENIS",,,"2017-10-28T00:00:00.000","PERU","YOPAL"
"MOTONAUTICA","DEPORTIVO","DEPORTIVO","2017-10-28T00:00:00.000","COMPETENCIA","GACHALA - CUNDINAMARCA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-28T00:00:00.000","COLOMBIA","EE.UU."
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-10-28T00:00:00.000","COLOMBIA","MEDELLIN"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-10-27T00:00:00.000","COLOMBIA","LA CALERA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-10-27T00:00:00.000","COLOMBIA","CALI"
"SOFTBOL",,,"2017-10-26T00:00:00.000","COLOMBIA","BOGOTA"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-10-25T00:00:00.000","COLOMBIA","CALI/BOGOTA"
"TENIS",,,"2017-10-25T00:00:00.000","COLOMBIA","PUNTA DEL ESTE"
"KARATE","DEPORTIVO","DEPORTIVO","2017-10-24T00:00:00.000","ESPAÑA","TENERIFE"
"TENIS",,,"2017-10-21T00:00:00.000","URUGUAY","CORDOBA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-10-21T00:00:00.000","RUSIA","CALI"
"TIRO SPORTING CLAYS","DEPORTIVO","DEPORTIVO","2017-10-21T00:00:00.000","USA","GEORGIA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-10-21T00:00:00.000","COLOMBIA","CALI"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-10-21T00:00:00.000","COLOMBIA","TOCANCIPA"
"TENIS",,,"2017-10-21T00:00:00.000","URUGUAY","PUNTA DEL ESTE"
"BOXEO","NACIONAL","NACIONAL","2017-10-20T00:00:00.000","COLOMBIA","BARRANQUILLA"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-10-20T00:00:00.000","CUMANA, VENEZUELA","CUMANA, VENEZUELA"
"JIU-JITSU",,,"2017-10-19T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS DE MESA",,,"2017-10-19T00:00:00.000","MAYORES","OCTUBRE"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-10-19T00:00:00.000","COLOMBIA","BOGOTA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-10-18T00:00:00.000","VARGAS","VENEZUELA"
"BRIDGE",,,"2017-10-18T00:00:00.000","BOGOTA","BOGOTA"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-10-18T00:00:00.000","SAN JOSE, COSTA RICA","SAN JOSE, COSTA RICA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-16T00:00:00.000","COLOMBIA","BOGOTÁ"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-10-15T00:00:00.000","MEXICO","CIUDAD DE MÉXICO"
"ARQUERIA","ACADÉMICO","ACADÉMICO","2017-10-15T00:00:00.000","MEXICO","CIUDAD DE MÉXICO,"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-10-14T00:00:00.000","META","VILLAVICENCIO META"
"WUSHU",,,"2017-10-14T00:00:00.000","COLOMBIA","KASAN"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-14T00:00:00.000","COLOMBIA","VILLETA"
"TENIS",,,"2017-10-14T00:00:00.000","ARGENTINA","CARTAGENA"
"TIRO RIFLES Y PISTOLAS","DEPORTIVO","DEPORTIVO","2017-10-14T00:00:00.000","SALVADOR","FORT BENNING"
"TENIS",,,"2017-10-14T00:00:00.000","ARGENTINA","CORDOBA"
"SQUASH",,,"2017-10-14T00:00:00.000","COLOMBIA","PILAR - BUENOS AIRES"
"MOTONAUTICA","CONCENTRACIÓN","CONCENTRACIÓN","2017-10-14T00:00:00.000","COLOMBIA","PRADO TOLIMA"
"KARTS","DEPORTIVO","DEPORTIVO","2017-10-14T00:00:00.000","CASTELLETTO - ITALIA","OCTUBRE"
"ARQUERIA","ACADÉMICO","ACADÉMICO","2017-10-13T00:00:00.000","MEXICO","CIUDAD DE MÉXICO"
"BRIDGE",,,"2017-10-13T00:00:00.000","MEDELLIN","MEDELLIN"
"RUGBY","ACADÉMICO","ACADÉMICO","2017-10-13T00:00:00.000","FRANCIA","GUARNE"
"BAILE DEPORTIVO","DEPORTIVO","DEPORTIVO","2017-10-13T00:00:00.000","COLOMBIA","VILLA DE LEYVA"
"KARATE","DEPORTIVO","DEPORTIVO","2017-10-13T00:00:00.000","COLOMBIA","VILLAVICENCIO"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-10-13T00:00:00.000","COLOMBIA","AGUA DE DIOS"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-13T00:00:00.000","COLOMBIA","POPAYAN"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-10-13T00:00:00.000","SANTANDER","BARBOSA - SANTANDER"
"TENIS",,,"2017-10-11T00:00:00.000","COLOMBIA","SANTIAGO"
"SOFTBOL",,,"2017-10-11T00:00:00.000","COLOMBIA","BOGOTA"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-10-11T00:00:00.000","LA ROMANA, REPÚBLICA DOMINICANA","LA ROMANA, REPÚBLICA DOMINICANA"
"AJEDREZ",,,"2017-10-11T00:00:00.000","COLOMBIA","SAN AGUSTIN"
"BOWLING",,,"2017-10-10T00:00:00.000","COLOMBIA","MEDELLIN"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-10-10T00:00:00.000","SANTA MARTA","COLOMBIA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-10T00:00:00.000","URUGUAY","MONTEVIDEO"
"BALONCESTO",,,"2017-10-09T00:00:00.000","POR  DEFINIR","POR DEFINIR"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-10-09T00:00:00.000","USA","TRYON"
"TENIS DE MESA",,,"2017-10-08T00:00:00.000","MAYORES","OCTUBRE"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-10-08T00:00:00.000","COLOMBIA","TOCANCIPA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-10-07T00:00:00.000","COLOMBIA","GUATAVITA"
"TENIS",,,"2017-10-07T00:00:00.000","CHILE","SANTIAGO"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-10-07T00:00:00.000","COLOMBIA","MEDELLIN"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-10-07T00:00:00.000","COLOMBIA","MEDELLIN"
"TENIS",,,"2017-10-07T00:00:00.000","CHILE","BARRANQUILLA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-06T00:00:00.000","COLOMBIA","CALI"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-10-06T00:00:00.000","COLOMBIA","ARMENIA"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-10-06T00:00:00.000","ALEMANIA","BERLIN"
"TIRO FOSA OLIMPICA, DOBLE TRAP Y SKEET","DEPORTIVO","DEPORTIVO","2017-10-05T00:00:00.000","COLOMBIA","NILO"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-10-05T00:00:00.000","SANTIAGO","CHILE"
"AJEDREZ",,,"2017-10-04T00:00:00.000","COLOMBIA","BOGOTA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-10-04T00:00:00.000","ANTIOQUIA","MEDELLIN - ANTIOQUIA"
"TIRO RIFLES Y PISTOLAS","DEPORTIVO","DEPORTIVO","2017-10-04T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS",,,"2017-10-04T00:00:00.000","COLOMBIA","VILLAVICENCIO"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-10-03T00:00:00.000","GUAYAQUIL, ECUADOR","GUAYAQUIL, ECUADOR"
"KARTS","DEPORTIVO","DEPORTIVO","2017-10-03T00:00:00.000","LONATO - ITALIA","OCTUBRE"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-03T00:00:00.000","ECUADOR","GUAYAQUIL"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-10-03T00:00:00.000","COLOMBIA","BOGOTA"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-10-02T00:00:00.000","ARGENTINA","ROSARIO"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-02T00:00:00.000","COLOMBIA","BOGOTÁ"
"BOWLING",,,"2017-10-02T00:00:00.000","PERU","LIMA"
"KARTS","DEPORTIVO","DEPORTIVO","2017-10-01T00:00:00.000","ITALIA","OCTUBRE"
"JUDO","DEPORTIVO","DEPORTIVO","2017-10-01T00:00:00.000",,
"JUDO","DEPORTIVO","DEPORTIVO","2017-10-01T00:00:00.000","COLOMBIA","CALI"
"GOLF","DEPORTIVO","DEPORTIVO","2017-10-01T00:00:00.000","COLOMBIA","BARRANQUILLA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-10-01T00:00:00.000","SIN DEFINIR","COLOMBIA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-10-01T00:00:00.000","POR DEFINIR","USA"
"ESQUI NAUTICO","ACADEMICO","ACADEMICO","2017-10-01T00:00:00.000","COLOMBIA","BOGOTA"
"ESQUI NAUTICO","ACADEMICO","ACADEMICO","2017-10-01T00:00:00.000","COLOMBIA","BOGOTA"
"CANOTAJE",,,"2017-10-01T00:00:00.000","GUATAPÉ","ANTIOQUIA"
"BALONCESTO",,,"2017-10-01T00:00:00.000","COLOMBIA","CALI"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-09-30T00:00:00.000","COLOMBIA","BOGOTA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-09-29T00:00:00.000","SANTIAGO","CHILE"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-09-29T00:00:00.000","CARTAGENA","COLOMBIA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-09-29T00:00:00.000","LOULE","PORTUGAL"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-09-29T00:00:00.000","COLOMBIA","LA CALERA"
"TIRO TRAP AUTOMATICO","DEPORTIVO","DEPORTIVO","2017-09-29T00:00:00.000","COLOMBIA","PEREIRA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-09-29T00:00:00.000","COLOMBIA","EDINBURGH"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-09-29T00:00:00.000","SANTIAGO DE CHILE, CHILE","SANTIAGO DE CHILE, CHILE"
"JUDO","DEPORTIVO","DEPORTIVO","2017-09-29T00:00:00.000","CHILE","SANTIAGO"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-09-28T00:00:00.000","MONTREAL","CANADA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-09-28T00:00:00.000","ESPAÑA","BARCELONA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-09-28T00:00:00.000","ARGENTINA","ROSARIO"
"WUSHU",,,"2017-09-27T00:00:00.000","RUSIA","MEDELLIN ANTIOQUIA"
"TENIS",,,"2017-09-27T00:00:00.000","COLOMBIA","PEREIRA"
"WUSHU",,,"2017-09-27T00:00:00.000","RUSIA","KASAN"
"BOWLING",,,"2017-09-25T00:00:00.000","COLOMBIA","MEDELLIN"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-09-24T00:00:00.000","COLOMBIA","CHIA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-09-24T00:00:00.000","COLOMBIA","TOCANCIPA"
"BRIDGE",,,"2017-09-23T00:00:00.000","BOGOTA","BOGOTA"
"MOTONAUTICA","ACADÉMICO","ACADÉMICO","2017-09-23T00:00:00.000","COLOMBIA","CARTAGO"
"SQUASH",,,"2017-09-23T00:00:00.000","ARGENTINA","LIGA DE SQUASH DE SANTANDER"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-09-23T00:00:00.000","INGLATERRA","VILLAVICENCIO"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-09-22T00:00:00.000","COLOMBIA","SOUTH"
"JIU-JITSU","CONCENTRACIÓN","CONCENTRACIÓN","2017-09-22T00:00:00.000","COLOMBIA","CARTAGENA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-09-21T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS DE MESA",,,"2017-09-19T00:00:00.000","PRE INFANTIL","SEPTIEMBRE"
"BOWLING",,,"2017-09-19T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-09-18T00:00:00.000","ECUADOR","QUITO"
"TIRO TODAS","DEPORTIVO","DEPORTIVO","2017-09-18T00:00:00.000","BRASIL",
"BALONCESTO",,,"2017-09-17T00:00:00.000","POR  DEFINIR","POR DEFINIR"
"BRIDGE",,,"2017-09-17T00:00:00.000","BOGOTA","BOGOTA"
"TENIS",,,"2017-09-16T00:00:00.000","COLOMBIA","CUCUTA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-09-16T00:00:00.000","COLOMBIA","CALI"
"AJEDREZ",,,"2017-09-16T00:00:00.000","URUGUAY","URUGUAY"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-09-16T00:00:00.000","COLOMBIA","TOCANCIPA"
"TIRO COMPAC SPORTING","DEPORTIVO","DEPORTIVO","2017-09-16T00:00:00.000","COLOMBIA","DICIEMBRE"
"TENIS",,,"2017-09-16T00:00:00.000","COLOMBIA","PEREIRA"
"SQUASH",,,"2017-09-16T00:00:00.000","COLOMBIA",
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-09-15T00:00:00.000","PAIPA","COLOMBIA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-09-15T00:00:00.000","COLOMBIA","BOGOTÁ"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-09-14T00:00:00.000","PARIS","FRANCIA"
"TIRO PISTOLAS","DEPORTIVO","DEPORTIVO","2017-09-14T00:00:00.000","COLOMBIA","CALI"
"GOLF","CONCENTRACIÓN","CONCENTRACIÓN","2017-09-14T00:00:00.000",,
"GOLF","DEPORTIVO","DEPORTIVO","2017-09-14T00:00:00.000","COLOMBIA","CALI"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-09-13T00:00:00.000","BOYACA","PAIPA - BOYACA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-09-13T00:00:00.000","MEDELLIN","COLOMBIA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-09-12T00:00:00.000","COLOMBIA","UBATE"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-09-12T00:00:00.000","CHINA","BEIJING"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-09-11T00:00:00.000","COLOMBIA","BOGOTA"
"CANOTAJE",,,"2017-09-11T00:00:00.000","SANTA MARTA","COLOMBIA"
"BOWLING",,,"2017-09-11T00:00:00.000","COLOMBIA","CUNDINAMARCA"
"TENIS DE MESA","DEPORTIVO","DEPORTIVO","2017-09-11T00:00:00.000","INFANTIL","SEPTIEMBRE"
"SOFTBOL",,,"2017-09-11T00:00:00.000","COLOMBIA","BOGOTA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-09-10T00:00:00.000","COLOMBIA","TOCANCIPA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-09-10T00:00:00.000","CANADA","POR DEFINIR"
"TENIS",,,"2017-09-09T00:00:00.000","COLOMBIA","BUCARAMANGA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-09-09T00:00:00.000","COLOMBIA","BOGOTA"
"BRIDGE",,,"2017-09-09T00:00:00.000","BOGOTA","BOGOTA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-09-09T00:00:00.000","COLOMBIA","TOCANCIPA"
"KARATE","DEPORTIVO","DEPORTIVO","2017-09-08T00:00:00.000","TURQUIA","ESTAMBUL"
"WUSHU",,,"2017-09-08T00:00:00.000","COLOMBIA","MEDELLIN ANTIOQUIA"
"WUSHU",,,"2017-09-08T00:00:00.000","COLOMBIA","COSTA RICA"
"TIRO FOSA UNIVERSAL","DEPORTIVO","DEPORTIVO","2017-09-08T00:00:00.000","COLOMBIA","MONTERIA"
"KARATE","DEPORTIVO","DEPORTIVO","2017-09-07T00:00:00.000","ALEMANIA","LEIPZIG"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-09-07T00:00:00.000","ESTADOS UNIDOS","LAS VEGAS"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-09-06T00:00:00.000","COLOMBIA","BOGOTA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-09-06T00:00:00.000","SZOMBATHELY","HUNGRIA"
"SOFTBOL",,,"2017-09-06T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-09-05T00:00:00.000","COLOMBIA","CALI"
"TENIS DE MESA",,,"2017-09-05T00:00:00.000","U-11, U-13","SEPTIEMBRE"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-09-04T00:00:00.000","ATHENAS","GRECIA"
"TENIS DE MESA",,,"2017-09-03T00:00:00.000","JUVENIL","SEPTIEMBRE"
"KARATE","DEPORTIVO","DEPORTIVO","2017-09-03T00:00:00.000","TURQUIA","ESTAMBUL"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-09-03T00:00:00.000","COLOMBIA","CUNDINAMARCA"
"BOWLING",,,"2017-09-02T00:00:00.000","MEXICO","MONTERREY"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-09-02T00:00:00.000","ROMA, ITALIA","POR CONFIRMAR"
"DEPORTES AÉREOS",,,"2017-09-02T00:00:00.000","BRASIL","ANDRADAS - BRASIL"
"ARQUERIA","CONCENTRACIÓN","CONCENTRACIÓN","2017-09-01T00:00:00.000","COLOMBIA","MEDELLÍN"
"SQUASH",,,"2017-09-01T00:00:00.000",,"LIGA DE SQUASH DE BOLIVAR"
"BALONCESTO",,,"2017-09-01T00:00:00.000","COLOMBIA","POR DEFINIR"
"BALONCESTO",,,"2017-09-01T00:00:00.000","COLOMBIA","QUINDIO"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-09-01T00:00:00.000","FRANCIA","FRANCIA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-09-01T00:00:00.000","CALI","COLOMBIA"
