"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","captura","imputacion","condena","atipicidad_inexistencia","acusacion","homicidio_doloso_consumado","total_procesos"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CORRUPCION TRIBUTARIA","OMISION DEL AGENTE RETENEDOR O RECAUDADOR ART. 402 C.P.","NO","NO","NO","NO","NO","NO","56.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","SI","NO","NO","760.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Antioquia","BETULIA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","12.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","SI","622.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","NO","16.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2016","2016","2016","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","134.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Antioquia","MARINILLA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","258.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","NO","NO","NO","135.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Antioquia","BELLO","DIRECCIÓN SECCIONAL DE MEDELLÍN","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","SI","NO","NO","81.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Caldas","VILLAMARÍA","DIRECCIÓN SECCIONAL DE CALDAS","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","SI","NO","NO","231.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","NO","NO","NO","11.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","NO","82.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2010","Ley 906","Colombia","Caquetá","SAN JOSÉ DEL FRAGUA","DIRECCIÓN SECCIONAL DE CAQUETÁ","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","NO","NO","NO","75.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Norte de Santander","SILOS","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","NO","557.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2020","2020","2020","Ley 906","Colombia","Tolima","ICONONZO","DIRECCIÓN SECCIONAL DE TOLIMA","MALTRATO ANIMAL","MALTRATO ANIMAL ART. 339A C.P.","NO","SI","SI","NO","SI","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Tolima","MELGAR","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","65.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","Boyaca","TOCA","DIRECCIÓN SECCIONAL DE BOYACÁ","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","NO","593.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Meta","PUERTO GAITÁN","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","SEGURIDAD PUBLICA","DAÑO EN OBRAS O ELEMENTOS DE LOS SERVICIOS DE COMUNICACIONES, ENERGIA Y COMBUSTIBLES ART. 357 C.P.","NO","NO","NO","NO","NO","NO","70.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2016","Ley 906","Colombia","Santander","GIRÓN","DIRECCIÓN SECCIONAL DE SANTANDER","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","35.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2017","Ley 906","Colombia","Tolima","ESPINAL","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO","HURTO CALIFICADO ART. 240 C.P.  AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C","NO","NO","NO","NO","NO","NO","2.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2013","Ley 906","Colombia","Boyaca","TUNJA","DIRECCIÓN SECCIONAL DE BOYACÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Arauca","SARAVENA","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE USO PRIVATIVO DE LAS FUERZAS ARMADAS POR TRAFICO ART. 366 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","NO","147.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2014","2014","2013","Ley 906","Colombia","Boyaca","TUNJA","DIRECCIÓN SECCIONAL DE BOYACÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","46.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Chocó","QUIBDO","DIRECCIÓN SECCIONAL DE MEDELLÍN","IMPARTICION DE JUSTICIA","FALSA DENUNCIA ART. 435 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","SI","SI","SI","NO","NO","NO","44.0"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2011","2011","2011","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","SI","NO","SI","NO","NO","NO","2.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","NO","NO","NO","14.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2011","Ley 906","Colombia","Boyaca","VENTAQUEMADA","DIRECCIÓN SECCIONAL DE BOYACÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Chocó","QUIBDO","DIRECCIÓN SECCIONAL DE CHOCÓ","LESIONES PERSONALES","DE LAS LESIONES PERSONALES","NO","NO","NO","NO","NO","NO","43.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Antioquia","RIONEGRO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","153.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Valle del Cauca","CALIMA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","CORRUPCION ELECTORAL","FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","1311.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Caquetá","SAN VICENTE DEL CAGUÁN","DIRECCIÓN SECCIONAL DE CAQUETÁ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","57.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Santander","FLORIDABLANCA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","89.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Córdoba","CERETÉ","DIRECCIÓN SECCIONAL DE CÓRDOBA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","54.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Casanare","VILLANUEVA","DIRECCIÓN SECCIONAL DE CASANARE","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","NO","13.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Tolima","PIEDRAS","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","6.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","NO","211.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","BOLÍVAR","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","DELITOS INFORMATICOS","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Cundinamarca","CAJICÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","40.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","NO","224.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","NO","NO","NO","24.0"
"SI","NO","NO","INACTIVO","JUICIO","2014","2014","2014","Ley 906","Colombia","Huila","BARAYA","DIRECCIÓN SECCIONAL DE HUILA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","SI","NO","NO","SI","NO","5.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Córdoba","SAHAGÚN","DIRECCIÓN SECCIONAL DE CÓRDOBA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","31.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Chocó","QUIBDO","DIRECCIÓN SECCIONAL DE CHOCÓ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","149.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","SI","218.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Magdalena","PUEBLOVIEJO","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","2.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","Córdoba","LORICA","DIRECCIÓN SECCIONAL DE CÓRDOBA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","SI","NO","SI","NO","3.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","NO","NO","NO","NO","NO","NO","7.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","FALSEDAD EN DOCUMENTO","FALSEDAD MATERIAL EN DOCUMENTO PUBLICO. ART. 287 C.P.","NO","NO","NO","NO","NO","NO","83.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2017","2017","2017","Ley 906","Colombia","Cauca","PUERTO TEJADA","DIRECCIÓN SECCIONAL DE CAUCA","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","SI","NO","SI","NO","SI","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2018","Ley 906","Colombia","Santander","LEBRÍJA","DIRECCIÓN SECCIONAL DE SANTANDER","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","NO","415.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2017","2017","2017","Ley 906","Colombia","Cesar","EL COPEY","DIRECCIÓN SECCIONAL DE CESAR","IMPARTICION DE JUSTICIA","RECEPTACION ART. 447 C.P.","SI","SI","SI","NO","SI","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Norte de Santander","OCANA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","NO","30.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","NO","161.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Risaralda","LA VIRGINIA","DIRECCIÓN SECCIONAL DE RISARALDA","DELITOS SEXUALES","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","NO","NO","NO","NO","NO","NO","4.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Santander","BARRANCABERMEJA","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","SI","NO","NO","76.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","SI","NO","NO","146.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2016","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","SI","NO","NO","85.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","APARTADÓ","DIRECCIÓN SECCIONAL DE ANTIOQUIA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","NO","5.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2013","Ley 906","Colombia","Valle del Cauca","BUENAVENTURA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","2.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Nariño","SANTA BÁRBARA","DIRECCIÓN SECCIONAL DE NARIÑO","SECUESTRO EXTORSIVO","SECUESTRO EXTORSIVO ART. 169 C.P.","NO","NO","NO","NO","NO","NO","4.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2019","2019","2014","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2019","2019","2019","Ley 906","Colombia","Chocó","BAHÍA SOLANO","DIRECCIÓN SECCIONAL DE CHOCÓ","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS ART.208 C.P. AGRAVADO ART. 211 N.4. SE REALIZARE SOBRE PERSONA MENOR DE 14 AÑOS","SI","SI","SI","NO","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","SI","NO","NO","15.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2016","2016","2016","Ley 906","Colombia","Cundinamarca","VILLETA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","SI","NO","NO","3.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2017","Ley 906","Colombia","Santander","EL CARMEN DE CHUCURÍ","DIRECCIÓN SECCIONAL DE SANTANDER","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Casanare","AGUAZUL","DIRECCIÓN SECCIONAL DE CASANARE","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","20.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Nariño","LA UNIÓN","DIRECCIÓN SECCIONAL DE NARIÑO","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","21.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Sucre","SUCRE","DIRECCIÓN SECCIONAL DE SUCRE","CONTRA LA FAMILIA","EJERCICIO ARBITRARIO DE LA CUSTODIA DE HIJO MENOR DE EDAD ART. 230A C.P. AD. LEY 890/2004 ART.7","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","NO","NO","NO","219.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Putumayo","SAN MIGUEL","DIRECCIÓN SECCIONAL DE PUTUMAYO","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","18.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2018","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","NO","362.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","131.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Arauca","FORTUL","DIRECCIÓN SECCIONAL DE ARAUCA","INJURIA Y CALUMNIA","INJURIA POR VIAS DE HECHO ART. 226 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2011","Ley 906","Colombia","Antioquia","RETIRO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Valle del Cauca","GINEBRA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","12.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","BRICEÑO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","EXTORSION","EXTORSION. ART. 244 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","IMPARTICION DE JUSTICIA","FUGA DE PRESOS ART. 448 C.P.","SI","NO","NO","NO","NO","NO","17.0"
"SI","NO","NO","INACTIVO","INVESTIGACIÓN","2013","2013","2013","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","NO","NO","NO","85.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2017","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","NO","22.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Cundinamarca","ZIPACÓN","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","20.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Valle del Cauca","EL CERRITO","DIRECCIÓN SECCIONAL DE CALI","DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","NO","NO","NO","NO","NO","NO","6.0"
