"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","captura","imputacion","condena","atipicidad_inexistencia","acusacion","homicidio_doloso_consumado","total_procesos"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2017","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CORRUPCION PRIVADA","ABUSO DE CONFIANZA CALIFICADO. ART. 250 C.P.","NO","NO","NO","SI","NO","NO","17.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Antioquia","CIUDAD BOLÍVAR","DIRECCIÓN SECCIONAL DE ANTIOQUIA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","SI","NO","NO","175.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","NO","NO","NO","NO","NO","NO","38.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Tolima","MELGAR","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","126.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","CORRUPCION ADMINISTRATIVA","CONCUSION ART. 404 C.P.","NO","NO","NO","NO","NO","NO","14.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","BELLO","DIRECCIÓN SECCIONAL DE MEDELLÍN","LESIONES PERSONALES","LESIONES PERSONALES SIN SECUELAS","NO","NO","NO","NO","NO","NO","72.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","1017.0"
"SI","NO","SI","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","47.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","NO","NO","NO","84.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Nariño","TUMACO","DIRECCIÓN SECCIONAL DE NARIÑO","ESTUPEFACIENTES","CONSERVACION O FINANCIACION DE PLANTACIONES ART. 375 C.P.","NO","NO","NO","NO","NO","NO","102.0"
"SI","NO","NO","ACTIVO","JUICIO","2022","2022","2022","Ley 906","Colombia","Santander","GIRÓN","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","SI","SI","NO","NO","NO","NO","5.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2011","2011","2011","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","NO","SI","NO","NO","NO","NO","91.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2013","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","6.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2014","2014","2012","Ley 906","Colombia","Tolima","PIEDRAS","DIRECCIÓN SECCIONAL DE TOLIMA","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","NO","SI","SI","NO","SI","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2010","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","EXTORSION","EXTORSION. ART. 244 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","NO","137.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","SI","NO","NO","695.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Atlántico","SABANALARGA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","SI","NO","NO","16.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","NO","SI","NO","NO","798.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","IMPARTICION DE JUSTICIA","FUGA DE PRESOS ART. 448 C.P.","NO","NO","NO","SI","NO","NO","957.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE HUILA","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Cundinamarca","SILVANIA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO ART. 239 C.P. DE AUTOMOTOR MENOR CUANTIA","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","NO","NO","NO","NO","NO","NO","6.0"
"SI","NO","SI","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","NO","4.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","SI","NO","NO","608.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","185.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Risaralda","PUEBLO RICO","DIRECCIÓN SECCIONAL DE RISARALDA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","NO","NO","NO","2.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Bolívar","EL CARMEN DE BOLÍVAR","DIRECCIÓN SECCIONAL DE BOLÍVAR","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","SI","NO","NO","93.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","NO","425.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2011","Ley 906","Colombia","Antioquia","PUERTO TRIUNFO","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2017","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","SI","NO","NO","12.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Atlántico","SABANALARGA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","CONTRA LA FAMILIA","DE LOS DELITOS CONTRA LA ASISTENCIA ALIMENTARIA","NO","NO","NO","SI","NO","NO","58.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Valle del Cauca","YUMBO","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","162.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","NO","310.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Boyaca","GARAGOA","DIRECCIÓN SECCIONAL DE BOYACÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","18.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Cundinamarca","MOSQUERA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","261.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES PERSONALES CULPOSAS ART 120 C.P. CON INCAPACIDAD MAYOR 30 DIAS MENOR 90 DIAS ART. 112 C.P.INCISO 2","NO","NO","NO","NO","NO","NO","8.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Meta","FUENTE DE ORO","DIRECCIÓN SECCIONAL DE META","LIBERTAD INDIVIDUAL Y OTRAS GARANTIAS","VIOLACION ILICITA DE COMUNICACIONES. ART. 192 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","La Guajira","MAICAO","DIRECCIÓN SECCIONAL DE LA GUAJIRA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","SI","18.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2016","Ley 906","Colombia","Meta","VISTAHERMOSA","DIRECCIÓN SECCIONAL DE META","SEGURIDAD PUBLICA","TERRORISMO ART. 343 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","NO","NO","NO","191.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO","NO","54.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","CORRUPCION TRIBUTARIA","OMISION DEL AGENTE RETENEDOR O RECAUDADOR ART. 402 C.P.","NO","NO","NO","SI","NO","NO","83.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Valle del Cauca","JAMUNDÍ","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","SI","NO","NO","38.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Putumayo","VALLE DEL GUAMUEZ","DIRECCIÓN SECCIONAL DE PUTUMAYO","REGIMEN CONSTITUCIONAL Y LEGAL","ASONADA ART. 469 C.P.","NO","NO","NO","NO","NO","NO","10.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","269.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","580.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","18.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","NO","NO","NO","NO","NO","NO","49.0"
"SI","NO","SI","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Cundinamarca","GACHANCIPÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Tolima","CAJAMARCA","DIRECCIÓN SECCIONAL DE TOLIMA","REGIMEN CONSTITUCIONAL Y LEGAL","REBELION ART. 467 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Atlántico","MALAMBO","DIRECCIÓN SECCIONAL DE ATLÁNTICO","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","EXTORSION","EXTORSION. ART. 244 C.P.","NO","NO","NO","NO","NO","NO","66.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","SI","NO","NO","339.0"
"SI","NO","NO","ACTIVO","JUICIO","2022","2022","2022","Ley 906","Colombia","Tolima","COYAIMA","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","SI","NO","NO","NO","NO","5.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","NO","232.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2019","2019","2019","Ley 906","Colombia","Huila","PITALITO","DIRECCIÓN SECCIONAL DE HUILA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","SI","SI","SI","NO","NO","NO","19.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","NO","NO","NO","23.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Nariño","SANDONÁ","DIRECCIÓN SECCIONAL DE NARIÑO","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","NO","1804.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Atlántico","USIACURÍ","DIRECCIÓN SECCIONAL DE ATLÁNTICO","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","NO","NO","NO","NO","NO","NO","87.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","NO","NO","NO","4049.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","382.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","NO","NO","NO","1095.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","CORRUPCION TRIBUTARIA","OMISION DEL AGENTE RETENEDOR O RECAUDADOR ART. 402 C.P.","NO","NO","NO","SI","NO","NO","59.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Caquetá","FLORENCIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","NO","127.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","NO","219.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DELITOS INFORMATICOS","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","NO","NO","NO","NO","NO","NO","180.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","SI","NO","NO","57.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2018","2018","2017","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","SI","SI","NO","NO","NO","4.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Caldas","MANIZALES","DIRECCIÓN SECCIONAL DE CALDAS","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","326.0"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2021","2021","2021","Ley 906","Colombia","La Guajira","RIOHACHA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","SI","SI","NO","NO","NO","NO","2.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Risaralda","SANTA ROSA DE CABAL","DIRECCIÓN SECCIONAL DE RISARALDA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","75.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","NO","NO","NO","308.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2011","2011","2011","Ley 906","Colombia","Boyaca","CHIQUINQUIRÁ","DIRECCIÓN SECCIONAL DE BOYACÁ","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","SI","SI","SI","NO","SI","NO","10.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2010","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","FALSEDAD EN DOCUMENTO","DESTRUCCION, SUPRESION U OCULTAMIENTO DE DOCUMENTO PUBLICO. ART. 292 C.P.","NO","NO","NO","NO","NO","NO","8.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","544.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","FE PUBLICA","FALSEDAD MARCARIA. ART. 285 C.P. DE AUTOMOTOR","NO","NO","NO","NO","NO","NO","8.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Arauca","FORTUL","DIRECCIÓN SECCIONAL DE ARAUCA","DESPLAZAMIENTO","DESPLAZAMIENTO FORZADO ART. 180  C.P.","NO","NO","NO","NO","NO","NO","5.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","NO","NO","NO","SI","NO","NO","301.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Bolívar","SAN FERNANDO","DIRECCIÓN SECCIONAL DE BOLÍVAR","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","FALSEDAD EN DOCUMENTO","FALSEDAD MATERIAL EN DOCUMENTO PUBLICO. ART. 287 C.P. AGRAVADA POR EL USO","NO","NO","NO","SI","NO","NO","4.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2020","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","SI","NO","NO","452.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2010","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","FALSEDAD EN DOCUMENTO","DESTRUCCION, SUPRESION Y OCULTAMIENTO DE DOCUMENTO PRIVADO. ART. 293 C.P.","NO","NO","NO","SI","NO","NO","3.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","Atlántico","SABANALARGA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","CONTRA LA FAMILIA","DE LOS DELITOS CONTRA LA ASISTENCIA ALIMENTARIA","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","SI","SI","SI","NO","SI","NO","13.0"
