"n_senado","n_camara","titulo","autor","f_presentado","comision","estado"
"226/18",,"POR MEDIO DE LA CUAL SE CREA LA CONDECORACIÓN ANUAL GABRIEL BETANUR MEJÍA CON OCASIÓN DEL CENTENARIO DE SU NATALICIO.","HS LUIS FERNANDO VELASCO CHAVES","2018-04-25","SEGUNDA","ARCHIVADO"
"227/18","261/17","POR MEDIO DE LA CUAL SE RENUEVA LA EMISIÓN DE LA ESTAMPILLA UNIVERSIDAD DE SUCRE, TERCER MILENIO, CREADA MEDIANTE LA LEY 656 DE 2001, Y SE DICTAN OTRAS DISPOSICIONES","H.S. Antonio del Cristo Guerra de la Espriella","2017-04-20","TERCERA","LEY"
"228/18","131/16","POR MEDIO DEL CUAL SE CREA EL REGISTRO ÚNICO NACIONAL DE UNIDADES DE PROPIEDAD HORIZONTAL Y SE MODIFICA DE LA LEY 675 DE 2001","H.R. Olga Lucia Velásquez Nieto","2016-08-25","PRIMERA","ARCHIVADO"
"229/18","115/16","POR MEDIO DE LA CUAL SE MODIFICA PARCIALMENTE LA LEY 1209 DE 2008 Y SE DICTAN OTRAS DISPOSICIONES ""SEGURIDAD EN PISCINAS""","H.R. Alfredo Rafael Deluque Zuleta","2016-08-18","PRIMERA","ARCHIVADO"
"230/18","102/17","POR MEDIO DEL CUAL SE PROMUEVE LA INNOVACIÓN EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","H.R. Federico Eduardo Hoyos Salazar, H.R. María Regina Zuluaga Henao, H.R. Víctor Javier Correa Vélez, H.R. Iván Dario Agudelo Zapata, H.R. Samuel Alejandro Hoyos Mejía, H.R. Hugo Hernán González Medina y Otras firmas ilegibles","2017-08-16","SEXTA","ARCHIVADO"
"231/18","025/17","POR MEDIO DEL CUAL SE MODIFICA LA LEY 136 DE 1994, EL DECRETO LEY 1421 DE 1993 Y EL DECRETO EXTRAORDINARIO 1222 DE 1986, SE DICTAN NORMAS PARA CREAR LA COMISIÓN PARA LA EQUIDAD DE LA MUJER EN LOS CONCEJOS Y ASAMBLEAS Y SE DICTAN OTRAS DISPOSICIONES","H.S. NOHORA STELLA TOVAR REY, ARLETH PATRICIA CASADO DE LÓPEZ, CLAUDIA NAYIBE LÓPEZ HERNÁNDEZ, ROSMERY MARTÍNEZ ROSALES, H.R. FLORA PERDOMO ANDRADE, HECTOR JAVIER OSORIO BOTELLO, DIELA LILIANA BENAVIDES SOLARTE, KAREN VIOLETTE CURE CORCIONE, ARGENIS VELÁSQUEZ RAMÍREZ, ÁNGELA MARÍA ROBLEDO GÓMEZ, CLARA LETICIA ROJAS GONZÁLEZ, OLGA LUCIA VELÁSQUEZ NIETO, ESPERANZA MARÍA PINZÓN DE JIMÉNEZ.","2017-07-25","PRIMERA","LEY"
"232/18","084/17","POR MEDIO DE LA CUAL SE DICTAN NORMAS CATASTRALES E IMPUESTOS SOBRE LA PROPIEDAD RAÍZ Y SE DICTAN OTRAS DISPOSICIONES DE CARÁCTER TRIBUTARIO TERRITORIAL","H.S. Álvaro Uribe Vélez, H.S. Maria del Rosario Guerra de la Espriella, H.S. Jaime Alejandro Amín Hernández, H.S. Ernesto Macías Tovar, H.S. Honorio Miguel Henríquez Pinedo, H.S. Daniel Alberto Cabrales Castillo, H.S. Susana Correa Borrero, H.S. Alfredo Rangel Suárez, H.R. Óscar Darío Pérez Pineda, H.R. Ciro Alejandro Ramírez Cortés, H.R. Marcos Yohan Díaz Barrera, H.R. Marcos Yohan Díaz Barrera, H.R. Tatiana Cabello Flórez, H.R. Rubén Darío Molano Piñeros, H.R. Wilson Córdoba Mena y otras firmas","2017-08-09","TERCERA","LEY"
"233/18","126/16","POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES PARA GARANTIZAR LA PRESERVACIÓN, CONSERVACIÓN Y RESTAURACIÓN INTEGRAL DE LOS ECOSISTEMAS DE PÁRAMOS Y EL DESARROLLO SOSTENIBLE DE LAS REGIONES DE PÁRAMO EN COLOMBIA","H.R. Ana Paola Agudelo García, H.R. Guillermina Bravo Montaño, H.R. Ciro Fernández Núñez, H.R. Luciano Grisales Londoño, H.R. Carlos Eduardo Guevara Villabón, H.R. Rubén Darío Molano Piñeros, H.R. Crisanto Pizo Mazabuel","2016-08-24","QUINTA","LEY"
"234/18",,"POR MEDIO DE LA CUAL SE RECONOCE LA PROFESIÓN DE COMUNICACIÓN SOCIAL – PERIODISTA Y ORGANIZACIONAL, SE CREA EL CONSEJO PROFESIONAL DEL COMUNICADOR SOCIAL – PERIODISTA Y ORGANIZACIONAL Y SE DICTAN OTRAS DISPOSICIONES.","H.S. MAURICIO AGUILAR HURTADO, H.R. MARIA EUGENIA TRIANA","2018-05-09","SEXTA","ARCHIVADO"
"235/18",,"POR MEDIO DE LA CUAL SE REGULA LA ENAJENACIÓN DE LA PROPIEDAD ACCIONARIA DEL NIVEL NACIONAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. MAURICIO AGUILAR, SOFIA GAVIRIA, PALOMA VALENCIA, ALEXANDER LOPEZ MAYA, LUIS EVELIS ANDRADE, CARLOS ALBERTO BAENA","2018-05-09","PRIMERA","ARCHIVADO"
"236/18",,"POR EL CUAL SE ADICIONAN ALGUNOS ARTÍCULOS AL CÓDIGO PENAL CONTENIDO EN LA LEY 599 DE 2000 Y SE ADICIONAN ALGUNOS INCISOS A LOS ARTÍCULOS 52, 53, 55 Y 57 DEL CÓDIGO ÚNICO DISCIPLINARIO CONTENIDO EN LA LEY 734 DE 2002 Y SE DICTAN OTRAS DISPOSICIONES PENALES Y DISCIPLINARIAS, EN LOS CASOS DE NEGACIÓN DE LOS SERVICIOS DE SALUD","Procurador General de la Nación, DR. FERNANDO CARRILLO FLÓREZ , Contralor General de la República DR: EDGARDO MAYA VILLAZÓN","2018-05-16","PRIMERA","ARCHIVADO"
"237/18","403/19","POR LA CUAL LA NACIÓN EXALTA Y RINDE HOMENAJE AL MUNICIPIO DEL SOCORRO, DEPARTAMENTO DE SANTANDER, POR SU APORTE PIONERO A LA LIBERTAD Y A LA DEMOCRACIA DE LOS COLOMBIANOS","H.S. Carlos Fernando Galán Pachón, H.R. José Luis Pérez Oyuela.","2018-05-17","SEGUNDA","LEY"
"238/18","167/18","POR MEDIO DE LA CUAL LA NACIÓN RINDE HOMENAJE Y EXALTA LA VIDA PÚBLICA DEL ILUSTRE CIUDADANO FERNANDO EUSTACIO TAMAYO TAMAYO, EX CONGRESISTA DE COLOMBIA Y SE HONRA SU MEMORIA COMO FIGURA EJEMPLAR DE NUESTROS TIEMPOS.","H.S. MYRIAM PAREDES AGUIRRE, JUAN MANUEL CORZO, JUAN SAMY MERHEG, LUIS EMILIO SIERRA, EFRAIN CEPEDA SARABIA, YAMINA DEL CARMEN PESTANA, NADIA BLEL SCAFF, ROBERTO VICTOR GERLEIN, EDUARDO ENRIQUEZ MAYA, HERNAN ANDRADE SERRANO, JAVIER MAURICIO DELGADO, CARLOS RAMIRO CHAVARRO","2018-05-18","SEGUNDA","LEY"
"239/18","166/18","POR LA CUAL SE EXTIENDE EL RÉGIMEN DE TRANSICIÓN DE LA LEY 1861 DE 2017 - AMNISTÍA A COLOMBIANOS QUE NO HAN DEFINIDO SU SITUACIÓN MILITAR.","H.S. LUIS FERNANDO VELASCO CHAVES, MANUEL VIRGUEZ, GLORIA STELLA DIAZ, CARLOS ALBERTO BAHENA, JIMMY CHAMORRO, NIDIA MARCELA OSORIO.","2018-05-18","SEGUNDA","LEY"
"240/18","047/17","POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1429 DE 2010 LEY DE FORMALIZACIÓN Y GENERACIÓN DE EMPLEO","H.S. Nohora Stella Tovar Rey","2017-07-27","TERCERA","SANCIÓN PRESIDENCIAL"
"241/18","080/16 Acum 121/16","POR MEDIO DE LA CUAL SE MODIFICA EL DECRETO LEY 1791 DEL 2000 Y SE DICTAN OTRAS MEDIDAS EN MATERIA DE CARRERA ADMINISTRATIVA DE LA POLICÍA NACIONAL","H.R. Víctor Javier Correa Vélez, H.R. Alirio Uribe Muñoz","2016-08-10","SEGUNDA","ARCHIVADO"
"242/18","115/17","POR MEDIO DE LA CUAL SE ESTABLECEN LÍMITES MÁXIMOS A LOS AVALÚOS POR ACTUALIZACIÓN CATASTRAL, SE UNIFICA LA CONSERVACIÓN CATASTRAL A NIVEL NACIONAL, SE DETERMINAN LOS LÍMITES Y PLAZOS PARA EL PAGO DEL IMPUESTO PREDIAL UNIFICADO Y SE DICTAN OTRAS DISPOSICIONES","H.S. Arleth Patricia Casado de López, H.S. Iván Leonidas Name Vásquez, H.R. Olga Lucia Velásquez Nieto","2017-08-23","TERCERA","ARCHIVADO"
"243/18",,"POR MEDIO DEL CUAL SE ADICIONA UN NUMERAL AL ARTICULO 4° DEL DECRETO LEY 2371 DE  2015.","HS. CARLOS RAMIRO CHAVARRO CUELLAR","2018-06-05","TERCERA","ARCHIVADO"
"244/18","260/18","POR MEDIO DE LA CUAL SE MODIFICA EL INCISO SEGUNDO AL ARTÍCULO 38 DE LA LEY 99 DE 1993, Y SE DICTAN OTRAS DISPOSICIONES ""MENSAJE DE URGENCIA""","H.S. MARITZA MARTINEZ ARISTIZABAL, Ministro de Ambiente y Desarrollo Sostenible. LUIS GILBERTO MURILLO URRUTIA, Ministro de Agricultura y Desarrollo Rural,  JUAN GUILLERMO ZULUAGA CARDONA.","2018-06-06","QUINTA","LEY"
"245/18",,"POR MEDIO DE LA CUAL SE APRUEBA EL «PROTOCOLO RELATIVO A LA CONTAMINACIÓN PROCEDENTE DE FUENTES Y ACTIVIDADES TERRESTRES DEL CONVENIO PARA LA PROTECCIÓN Y EL DESARROLLO DEL MEDIO MARINO DE LA REGIÓN DEL GRAN CARIBE», adoptado en Oranjestad, Aruba, el 6 de octubre de 1999.","Ministra de Relaciones Exteriores  MARÍA ÁNGELA HOLGUÍN CUELLAR, Ministro de Ambiente y Desarrollo Sostenible LUIS GILBERTO MURILLO URRUTIA, Ministro de Vivienda, Ciudad y Territorio  CAMILO SÁNCHEZ ORTEGA","2018-06-06","SEGUNDA","ARCHIVADO"
"246/18","220/18","POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 1º DE LA LEY 754 DE 2002, EN CUANTO A LA COMPOSICIÓN DE LAS COMISIONES CONSTITUCIONALES PERMANENTES DEL CONGRESO DE LA REPÚBLICA ""CURULES""","H.R. Carlos Abraham Jiménez Lopez, H.R. Juan Felipe Lemos Uribe, H.R. José Ignacio Mesa Betancur, H.R. Álvaro López Gil, H.R. Hernando José Padaui Álvarez, H.R. Harry Giovanny González García, H.R. Santiago Valencia González, H.R. Carlos Alberto Cuenca Chaux","2018-04-03","PRIMERA","LEY"
"247/18","257/18","POR LA CUAL SE REGULA EL SERVICIO PÚBLICO DE ADECUACIÓN DE TIERRAS Y SE DICTAN OTRAS DISPOSICIONES. ""MENSAJE DE URGENCIA""","Ministro de Agricultura y Desarrollo Rural, DR. JUAN GUILLERMO ZULUAGA CARDONA","2018-05-23","QUINTA","ARCHIVADO"
"248/18",,"POR LA CUAL SE CREA EL MINISTERIO PARA LA EQUIDAD DE GÉNERO, LA MUJER Y LA FAMILIA.","HR. CLARA ORTIZ GONZALEZ, SANDRA ORTIZ NOVA","2018-06-12","PRIMERA","ARCHIVADO"
"249/18",,"POR LA CUAL SE MODIFICA EL ARTÍCULO 32 DE LA LEY 1508 DE 2012 Y SE DICTAN OTRAS DISPOSICIONES","Ministro de Transporte, DR. GERMÁN CARDONA GUTIÉRREZ","2018-06-12","PRIMERA","ARCHIVADO"
"250/18","111/17","POR LA CUAL SE CREA EL MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN, SE FORTALECE EL SISTEMA NACIONAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN, Y SE DICTAN OTRAS DISPOSICIONES","H.R. Iván Dario Agudelo Zapata, H.R. John Jairo Roldan Avendaño","2017-08-23","SEXTA","LEY"
"251/18","196/17","POR MEDIO DE LA CUAL SE CREAN MECANISMOS PARA LA DEFENSA DE LOS POLINIZADORES, FOMENTO DE CRÍA DE ABEJAS Y DESARROLLO DE LA APICULTURA EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","H.R. Didier Burgos Ramírez","2017-11-30","QUINTA","ARCHIVADO"
"252/18","152/17","POR MEDIO DE LA CUAL SE DICTAN NORMAS PARA LA CREACIÓN DE LA OFICINA DE ASISTENCIA TÉCNICA PRESUPUESTAL (OATP) DE LA CÁMARA DE REPRESENTANTES","H.R.Rodrigo Lara Restrepo , H.R.Germán Alcides Blanco Álvarez , H.R.Gloria Betty Zorro Africano , H.R.Fabián Gerardo Castillo Suarez , H.R.Eduar Luis Benjumea Moreno , H.R.Óscar Darío Pérez Pineda , H.R.Olga Lucia Velásquez Nieto , H.R.Juan Felipe Lemos Uribe , H.R.Christian José Moreno Villamizar , H.R.Nilton Córdoba Manyoma , H.R.Luis Eduardo Diaz Granados Torres , H.R.Hernán Gustavo Estupiñan Calvache , H.R.Nancy Denise Castillo García , H.R.Ángelo Antonio Villamil Benavides , H.R.José Bernardo Flórez Asprilla , H.R.Fabio Raúl Amín Saleme","2017-09-20","PRIMERA","LEY"
"253/18","192/17","POR MEDIO DE LA CUAL SE INSTITUYE LA MEDALLA -ALMIRANTE LEONARDO SANTAMARÍA GAITÁN- Y SE ORDENAN OTRAS DISPOSICIONES","H.S. JOSE LUIS PEREZ OYUELA","2017-11-24","SEGUNDA","LEY"
"254/18","231/18","POR MEDIO DEL CUAL SE CREA UNA NUEVA UNIDAD MONETARIA Y UNIDAD DE CUENTA DEL PAÍS, EN DESARROLLO DEL NUMERAL 13 DEL ARTÍCULO 150 DE LA CONSTITUCIÓN POLÍTICA ""ELIMINACIÓN DE LOS TRES CEROS""","H.S. ANDRÉS GARCÍA ZUCCARDI, H.S. ANTONIO DEL CRISTO GUERRA DE LA ESPRIELLA, H.R. JACK HOUSNI JALLER, MINISTRO DE HACIENDA Y CRÉDITO PÚBLICO, DOCTOR MAURICIO CÁRDENAS SANTAMARIA","2018-04-11","TERCERA","ARCHIVADO"
"255/18","134/17","POR MEDIO DE LA CUAL SE ESTABLECE LA PROTECCIÓN DE LOS DERECHOS A LA SALUD Y AL MEDIO AMBIENTE SANO IMPONIENDO RESTRICCIONES A LAS EMISIONES CONTAMINANTES DE FUENTES MÓVILES Y SE DICTAN OTRAS DISPOSICIONES","H.S. CLAUDIA NAYIBE LÓPEZ HERNÁNDEZ, H.S. CARLOS FERNANDO GALÁN PACHÓN, H.S. MARITZA MARTÍNEZ ARISTIZÁBAL, H.R. ANGÉLICA LISBETH LOZANO CORREA, H.R. RODRIGO LARA RESTREPO, H.R. FEDERICO EDUARDO HOYOS SALAZAR, H.R. VÍCTOR JAVIER CORREA VÉLEZ Y OTRAS FIRMAS ILEGIBLES","2017-09-13","QUINTA","LEY"
"256/18","019/17","POR MEDIO DEL CUAL SE MODIFICA LA LEY 1355 DE 2009 Y SE DICTAN OTRAS DISPOSICIONES","H.S. JORGE ELIÉCER PRIETO RIVEROS, H.S. LUIS EVELIS ANDRADE CASAMÁ, H.S. NADYA GEORGETTE BLEL SCAF, H.S. JORGE IVÁN OSPINA GÓMEZ, H.S. MARCO ANÍBAL AVIRAMA AVIRAMA, H.R. VÍCTOR JAVIER CORREA VÉLEZ, H.R. OSCAR OSPINA QUINTERO, H.R. RAFAEL ROMERO PIÑEROS, H.R. ANA CRISTINA PAZ CARDONA, H.R. MAURICIO SALAZAR PELÁEZ, H.R. ÁNGELA MARÍA ROBLEDO GÓMEZ, H.R. ANGÉLICA LISBETH LOZANO CORREA, H.R. ALIRIO URIBE MUÑOZ, H.R. OSCAR DE JESÚS HURTADO PÉREZ","2017-07-25","SEPTIMA","ARCHIVADO"
"LEGISLATURA 2018 - 2019",,,,,,
"001/18",,"POR LA CUAL SE MODIFICA LA LEY 270 DE 1996, ESTATUTARIA DE LA ADMINISTRACIÓN DE JUSTICIA, SE ESTABLECEN LOS MECANISMOS PARA LA RESOLUCIÓN DE CONTROVERSIAS Y LITIGIOS AGRARIOS Y RURALES, Y SE DICTAN OTRAS DISPOSICIONES","Ministro de Justicia y del Derecho, Dr. ENRIQUE GIL BOTERO","2018-07-20","PRIMERA","ARCHIVADO"
"002/18","040/18","POR MEDIO DE LA CUAL SE APRUEBA EL «ACUERDO SOBRE LOS TÉRMINOS DE LA ADHESIÓN DE LA REPÚBLICA DE COLOMBIA A LA CONVENCIÓN DE LA ORGANIZACIÓN PARA LA COOPERACIÓN Y EL DESARROLLO ECONÓMICOS», SUSCRITO EN PARÍS, EL 30 DE MAYO DE 2018 Y LA «CONVENCIÓN DE LA ORGANIZACIÓN PARA LA COOPERACIÓN Y EL DESARROLLO ECONÓMICOS», HECHA EN PARÍS EL 14 DE DICIEMBRE DE 1960 ""MENSAJE DE URGENCIA""","Viceministra de Relaciones Exteriores Encargada de las Funciones del Despacho de la Ministra de Relaciones Exteriores, PATTI LONDOÑO JARAMILLO, Ministro de Hacienda y Crédito Público, MAURICIO CÁRDENAS SANTAMARÍA, Ministra de Comercio, Industria y Turismo, MARÍA LORENA GUTIÉRREZ BOTERO.","2018-07-20","SEGUNDA","LEY"
"003/18",,"POR LA CUAL SE MODIFICA LA LEY 160 DE 1994 Y SE DICTAN OTRAS DISPOSICIONES.","Ministro de Agricultura y Desarrollo Rural Dr. JUAN GUILLERMO ZULUAGA CARDONA.","2018-07-20","QUINTA","ARCHIVADO"
"004/18",,"POR LA CUAL SE REGULA EL SERVICIO PÚBLICO DE ADECUACIÓN DE TIERRAS ADT Y SE DICTAN OTRAS DISPOSICIONES","Ministro de Agricultura y Desarrollo Rural, Dr. JUAN GUILLERMO ZULUAGA CARDONA","2018-07-20","QUINTA","ARCHIVADO"
"005/18",,"POR LA CUAL SE ESTABLECE EL REAJUSTE ANUAL DE PENSIONES","H.S. ALEXANDER LOPEZ MAYA, JESUS ALBERTO CASTILLA SALAZAR, GUSTAVO FRANCISCO PETRO URREGO, FELICIANO VALENCIA MEDINA, ANTONIO ERESMID SANGUINO PAEZ, GUSTAVO BOLIVAR MORENO, CRISELDA LOBO SILVA, JULIAN GALLO CUBILLOS, HR, FABIAN DIAZ PLATA, LEON FREDY MUÑOZ LOPERA, ANGELA MARIA ROBLEDO GOMEZ, OMAR DE JESUS RESTREPO CORREA, LUIS ALBERTO ALBAN URBANO, MARIA JOSE PIZARRO RODRIGUEZ, OTROS.","2018-07-20","SEPTIMA","ARCHIVADO"
"006/18",,"POR MEDIO DE LA CUAL SE GARANTIZA LA ATENCIÓN INTEGRAL PRIORITARIA A LA PRIMERA INFANCIA EN SITUACIÓN DE EMERGENCIA VITAL EN ZONAS RURALES Y RURALES DISPERSAS","H.S. ALEXANDER LOPEZ MAYA, JESUS ALBERTO CASTILLA SALAZAR, GUSTAVO FRANCISCO PETRO URREGO, FELICIANO VALENCIA MEDINA, ANTONIO ERESMID SANGUINO PAEZ, GUSTAVO BOLIVAR MORENO, CRISELDA LOBO SILVA, JULIAN GALLO CUBILLOS, HR, FABIAN DIAZ PLATA, LEON FREDY MUÑOZ LOPERA, ANGELA MARIA ROBLEDO GOMEZ, OMAR DE JESUS RESTREPO CORREA, LUIS ALBERTO ALBAN URBANO, MARIA JOSE PIZARRO RODRIGUEZ, OTROS.","2018-07-20","SEPTIMA","ARCHIVADO"
"007/18",,"POR LA CUAL SE DICTAN NORMAS PARA SUPRIMIR Y PROHIBIR LA CONTRATACIÓN LABORAL, MEDIANTE COOPERATIVAS DE TRABAJO ASOCIADO Y DEMÁS FORMAS DE TERCERIZACIÓN LABORAL","H.S. ALEXANDER LOPEZ MAYA, JESUS ALBERTO CASTILLA SALAZAR, GUSTAVO FRANCISCO PETRO URREGO, FELICIANO VALENCIA MEDINA, ANTONIO ERESMID SANGUINO PAEZ, GUSTAVO BOLIVAR MORENO, CRISELDA LOBO SILVA, JULIAN GALLO CUBILLOS, HR, FABIAN DIAZ PLATA, LEON FREDY MUÑOZ LOPERA, ANGELA MARIA ROBLEDO GOMEZ, OMAR DE JESUS RESTREPO CORREA, LUIS ALBERTO ALBAN URBANO, MARIA JOSE PIZARRO RODRIGUEZ.","2018-07-20","SEPTIMA","ARCHIVADO"
"008/18",,"POR MEDIO DE LA CUAL SEDEROGAN LAS DISPOSICIONES QUE NO LOGRARON LOS EFECTOS PRÁCTICOS PARA LA GENERACIÓN DE EMPLEO LEY  789 DE 2002","H.S. ALEXANDER LOPEZ MAYA, JESUS ALBERTO CASTILLA SALAZAR, GUSTAVO FRANCISCO PETRO URREGO, FELICIANO VALENCIA MEDINA, ANTONIO ERESMID SANGUINO PAEZ, GUSTAVO BOLIVAR MORENO, CRISELDA LOBO SILVA, JULIAN GALLO CUBILLOS, HR, FABIAN DIAZ PLATA, LEON FREDY MUÑOZ LOPERA, ANGELA MARIA ROBLEDO GOMEZ, OMAR DE JESUS RESTREPO CORREA, LUIS ALBERTO ALBAN URBANO, MARIA JOSE PIZARRO RODRIGUEZ, OTROS.","2018-07-20","SEPTIMA","ARCHIVADO"
"009/18 ACUM 207/18 SENADO",,"POR MEDIO DEL CUAL SE OTORGAN BENEFICIOS A DEUDORES DEL INSTITUTO COLOMBIANO DE CRÉDITO EDUCATIVO Y ESTUDIOS TÉCNICOS EN EL EXTERIOR (ICETEX) Y SE DICTAN OTRAS DISPOSICIONES","H.S. GUSTAVO FRANCISCO PETRO URREGO, ALEXANDER LOPEZ MAYA.","2018-07-20","SEXTA","ARCHIVADO"
"010/18",,"POR LA CUAL SE PROMUEVE EL PLURALISMO POLÍTICO Y LA ADQUISICIÓN PROGRESIVA DE DERECHOS DE LOS PARTIDOS POLÍTICOS Y MOVIMIENTOS POLÍTICOS MEDIANTE LA CONFORMACIÓN DE COALICIONES A CORPORACIONES PÚBLICAS","H.S. ALEXANDER LOPEZ MAYA, JESUS ALBERTO CASTILLA SALAZAR, GUSTAVO FRANCISCO PETRO URREGO, FELICIANO VALENCIA MEDINA, ANTONIO ERESMID SANGUINO PAEZ, GUSTAVO BOLIVAR MORENO, CRISELDA LOBO SILVA, JULIAN GALLO CUBILLOS, HR, FABIAN DIAZ PLATA, LEON FREDY MUÑOZ LOPERA, ANGELA MARIA ROBLEDO GOMEZ, OMAR DE JESUS RESTREPO CORREA, LUIS ALBERTO ALBAN URBANO, MARIA JOSE PIZARRO RODRIGUEZ, OTROS.","2018-07-20","PRIMERA","ARCHIVADO"
"011/18",,"POR LA CUAL SE DESARROLLA EL ARTÍCULO 22 DE LA CARTA POLITICA COLOMBIANA, ATINENTE AL DERECHO Y DEBER FUNDAMENTAL DE LA PAZ. SE DICTAN OTRAS DISPOSICIONES","H.S. EDUARDO EMILIO PACHECO CUELLO, EDGAR ENRIQUE PALACIO MIZRAHI, JHON MILTON RODRÍGUEZ GONZÁLEZ, HR. CARLOS EDUARDO ACOSTA LOZANO.","2018-07-20","PRIMERA","ARCHIVADO"
"012/18","401/19","POR MEDIO DEL CUAL SE ESTABLECEN LINEAMIENTO PARA LA IMPLEMENTACIÓN DE LAS ESCUELAS PARA PADRES Y MADRES EN LAS INSTITUCIONES DE EDUCACIÓN PREESCOLAR, BÁSICA Y MEDIA DEL PAÍS, SE DEROGA LA LEY 1404 DE 2010 Y SE DICTAN OTRAS DISPOSICIONES","H.S. JOHN MILTON RODRIGUEZ GONZALEZ, EDUARDO EMILIO PACHECO CUELLO, EDGAR ENRIQUE PALACIO MIZRAHI.","2018-07-20","SEXTA","LEY"
"013/18",,"POR MEDIO DEL CUAL SE FORTALECE LA EDUCACIÓN DISTANCIA A TRAVÉS DE LA UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD","H.S. JOHN MILTON RODRIGUEZ GONZALEZ, EDUARDO EMILIO PACHECO CUELLO, EDGAR ENRIQUE PALACIO MIZRAHI.","2018-07-20","SEXTA","ARCHIVADO POR RETIRO DEL AUTOR"
"014/18",,"POR MEDIO DE LA CUAL SE REGULA EL DERECHO FUNDAMENTAL A LA EDUCACIÓN, Y SE DICTAN OTRAS DISPOSICIONES","H.S. JOHN MILTON RODRIGUEZ GONZALEZ, EDUARDO EMILIO PACHECO CUELLO, EDGAR ENRIQUE PALACIO MIZRAHI, HR CARLOS EDUARDO ACOSTA LOZANO.","2018-07-20","PRIMERA","ARCHIVADO"
"015/18",,"POR LA CUAL SE FORTALECE LA FINANCIACIÓN DEL SISTEMA DE EDUCACIÓN SUPERIOR Y DICTAN OTRAS DISPOSICIONES","H.S. JOHN MILTON RODRIGUEZ GONZALEZ, EDUARDO EMILIO PACHECO CUELLO, EDGAR ENRIQUE PALACIO MIZRAHI","2018-07-20","SEXTA","ARCHIVADO POR RETIRO DEL AUTOR"
"016/18",,"POR MEDIO DE LA CUAL SE ESTABLECE EL USO DE LOS MUELLES ESPECIALES INTEGRADOS A LOS SISTEMAS DE TRANSPORTE MASIVO Y/O COLECTIVO Y SE DICTAN OTRAS DISPOSICIONES","H.S. FERNANDO NICOLÁS ARAÚJO RUMIÉ","2018-07-23","SEXTA","ARCHIVADO"
"017/18","400/19","POR MEDIO DE LA CUAL SE CREA EL FONDO DE SUSTENTABILIDAD PRO-CARTAGENA 500 AÑOS PARA LA ERRADICACIÓN DE LA POBREZA EXTREMA EN EL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS PARA EL AÑO 2033","H.S. FERNANDO NICOLÁS ARAUJO RUMIÉ","2018-07-23","TERCERA","LEY"
"018/18","005/17 Acum 016/17S, 047/17S","POR MEDIO DEL CUAL SE ADOPTAN MEDIDAS EN MATERIA PENAL Y ADMINISTRATIVA  EN CONTRA DE LA CORRUPCIÓN Y SE DICTAN OTRAS DISPOSICIONES.","Fiscal General de la Nación, Dr. NESTOR HUMBERTO MARTINEZ, Ministro de Justicia y del Derecho, Dr. ENRIQUE GIL BOTERO,  HS, FERNANDO NICOLAS ARAUJO RUMIE, ALVARO URIBE VELEZ, HONORIO MIGUEL ENRIQUEZ PINEDO, ERNESTO MACIAS TOVAR, EVERTH BUSTAMANTE GARCIA, JAIME ALEJANDRO AMIN HERNANDEZ, DANIEL ALBERTO CABRALES CASTILLO, MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA,  H.R. EDWARD DAVID RODRIGUEZ RODRIGUEZ","2017-07-23","PRIMERA","ARCHIVADO"
"019/18",,"POR MEDIO DE LA CUAL SE REGLAMENTA LA REPRODUCCIÓN HUMANA ASISTIDA, LA PROCREACIÓN CON ASISTENCIA CIENTIFICA Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ARMANDO ALBERTO BENEDETTI VILLANEDA","2018-07-23","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"020/18",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 769 DE 2002 Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ARMANDO ALBERTO BENEDETTI VILLANEDA","2018-07-23","SEXTA","ARCHIVADO"
"021/18",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 181 DE 1995, LA LEY 1445 DE 2011 Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ARMANDO ALBERTO BENEDETTI VILLANEDA","2018-07-23","SEPTIMA","ARCHIVADO"
"022/18",,"POR MEDIO DE LA CUAL SE REFORMA LA LEY 1098 DE 2006 EN RELACIÓN CON LA MEDIDA DE PROTECCIÓN DE LA ADOPCIÓN Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ARMANDO ALBERTO BENEDETTI VILLANEDA","2018-07-23","PRIMERA","ARCHIVADO"
