"n_senado","n_camara","titulo","autor","f_presentado","comision","estado"
"023/18",,"POR LA CUAL SE REGLAMENTAN LAS PRACTICAS DE LA EUTANASIA Y LA ASISTENCIA AL SUICIDIO EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ARMANDO ALBERTO BENEDETTI VILLANEDA","2018-07-23","PRIMERA","ARCHIVADO"
"024/18",,"POR MEDIO DE LA CUAL SE ADICIONA UN ARTICULO NUEVO AL CAPITULO VII DEL TITULO I DEL LIBRO SEGUNDO DEL CODIGO PENAL ""OMISIÓN O DENEGACIÓN EN URGENCIAS EN SALUD""","H.S. ARMANDO ALBERTO BENEDETTI VILLANEDA","2018-07-23","PRIMERA","ARCHIVADO"
"025/18",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1801 DE 2016 Y SE DICTAN OTRAS DISPOSICIONES. ""REGULAR LA TENENCIA DE CANINOS EN TERRITORIO NACIONAL""","H.S. ARMANDO ALBERTO BENEDETTI VILLANEDA","2018-07-23","PRIMERA","ARCHIVADO"
"026/18",,"POR MEDIO DE LA CUAL SE DICTAN NORMAS PARA EL CONTROL, VIGILANCIA Y SANCIÓN DE LA VIOLENCIA POLÍTICA CONTRA LAS MUJERES","H.S. JUAN LUIS CASTRO CÓRDOBA","2018-07-24","PRIMERA","ARCHIVADO"
"027/18",,"POR MEDIO DE LA CUAL SE APRUEBA EL “CONVENIO 156 SOBRE LOS TRABAJADORES CON RESPONSABILIDADES FAMILIARES” ADOPTADO POR LA 67ª REUNIÓN DE LA CONFERENCIA INTERNACIONAL DEL TRABAJO, REALIZADA EN GINEBRA – SUIZA, EL 23 DE JUNIO DE 1981.","Ministra de Relaciones Exteriores MARÍA ÁNGELA HOLGUÍN CUÉLLAR Ministra del Trabajo GRISELDA JANETH RESTREPO GALLEGO","2018-07-24","SEGUNDA","ARCHIVADO"
"028/18",,"POR EL CUAL SE REGULA EL USO DE LAS MONEDAS VIRTUALES O CRIPTOMONEDAS Y LAS FORMAS DE TRANSACCIÓN CON ÉSTAS EN EL TERRITORIO DE COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","H.S. CARLOS ABRAHAM JIMENEZ LOPEZ","2018-07-25","TERCERA","ARCHIVADO"
"029/18",,"POR MEDIO DE LA CUAL SE DECRETA AL MUNICIPIO DE BARRANCABERMEJA, DEPARTAMENTO DE SANTANDER, COMO DISTRITO ESPECIAL PORTUARIO, BIODIVERSO, INDUSTRIAL Y TURÍSTICO, Y SE DICTAN OTRAS DISPOSICIONES","H.S. RICHARD ALFONSO AGUILAR VILLA, H.R. CIRO FERNANDEZ NUÑEZ, NUBIA LOPEZ MORALES, OSCAR LEONARDO VILLAMIZAR MENESES, EDWIN GILBERTO BALLESTEROS ARCHILA, EDGAR ALFONSO GÓMEZ ROMÁN.","2018-07-25","PRIMERA","ARCHIVADO"
"030/18",,"POR MEDIO DE LA CUAL SE REGULA LA COMPENSACIÓN DE LOS DAÑOS AMBIENTALES EN EL SECTOR MINERO – ENERGÉTICO, Y SE DICTAN OTRAS DISPOSICIONES","H.S. RICHARD ALFONSO AGUILAR VILLA, EDGAR DIAZ CONTRERAS, ANA MARIA CASTAÑEDA GOMEZ, HR, CIRO FERNANDEZ, EDWIN BALLESTEROS","2018-07-25","QUINTA","ARCHIVADO"
"031/18",,"POR MEDIO DE LA CUAL SE ADICIONA UN ARTÍCULO AL CÓDIGO SUSTANTIVO DEL TRABAJO, SE ESTABLECE EL FUERO DE CÓNYUGE, COMPAÑERO O COMPAÑERA PERMANENTE EN CONDICIÓN DE DESEMPLEADO Y SE DICTAN OTRAS DISPOSICIONES","H.S. RICHARD ALFONSO AGUILAR VILLA, ANA MARIA CASTAÑEDA GOMEZ, H.R. FABIAN GERRDO CASTILLO SUAREZ.","2018-07-25","SEPTIMA","ARCHIVADO"
"032/18",,"POR MEDIO DEL CUAL SE DECLARA AL MUNICIPIO DE CIÉNAGA DISTRITO TURÍSTICO, AGROPECUARIO Y PORTUARIO","H.S. FABIAN GERARDO CASTILLO SUAREZ","2018-07-25","PRIMERA","ARCHIVADO"
"033/18",,"POR MEDIO DE LA CUAL SE ELIMINAN LA LIBERTAD CONDICIONAL, REDENCIONES Y DEMÁS BENEFICIOS JUDICIALES O ADMINISTRATIVOS PARA QUIENES COMETAN DELITOS SEXUALES Y SE DICTAN OTRAS DISPOSICIONES","H.S. MARÍA DEL ROSARIO GUERRA DE LA ESPRIELLA","2018-07-25","PRIMERA","ARCHIVADO"
"034/18 Acumulado con el 085/18",,"POR MEDIO DE LA CUAL SE MODIFICAN ALGUNOS ARTÍCULOS DEL CÓDIGO DE INFANCIA Y ADOLESCENCIA (LEY 1098 DE 2006) Y SE DICTAN OTRAS DISPOSICIONES","H.S. MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA","2018-07-25","PRIMERA","ARCHIVADO"
"035/18",,"POR MEDIO DEL CUAL SE GARANTIZAN LOS DERECHOS SOCIALES DE ARTISTAS MUSICALES, SE CREAN MEDIDAS PARA FOMENTAR EL TALENTO LOCAL Y CULTURAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. FABIAN GERARDO CASTILLO SUAREZ.","2018-07-25","SEPTIMA","ARCHIVADO"
"036/18",,"POR MEDIO DE LA CUAL SE CREA LA CONCERTACIÓN MINERA Y DE HIDROCARBUROS Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANGELICA LISBETH LOZANO CORREA, SANDRA LILIANA ORTIZ NOVA, ANTONIO ERESMID SANGUINO PAEZ, JUAN LUIS CASTRO CORDOBA, JOSE AULO POLO NARVAEZ, LUIS IVAN MARULANDA GOMEZ, JORGE EDUARDO LONDOÑO ULLOA, IVAN LEONIDAS NAME VASQUEZ, H.R. JUANITA MARIA GOEBERTUS  ESTRADA, CATALINA ORTIZ LALINDE, CESAR AUGUSTO ORTIZ ZORRO, INTI RAÚL ASPRILLAREYES, WILMER LEAL PÉREZ, MAURICIO ANDRÉS TORO ORJUELA, NEYLA RUIZ CORREA, LEÓN FREDY MUÑOZ LOPERA","2018-07-25","PRIMERA","ARCHIVADO"
"037/18",,"POR LA CUAL SE CREA EL ESPACIO DE PARTICIPACIÓN DE LOS CONSEJOS TERRITORIALES DE PLANEACIÓN EN MATERIA AMBIENTAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANGELICA LISBETH LOZANO CORREA, SANDRA LILIANA ORTIZ NOVA, ANTONIO ERESMID SANGUINO PAEZ, JUAN LUIS CASTRO CORDOBA, JOSE AULO POLO NARVAEZ, LUIS IVAN MARULANDA GOMEZ, JORGE EDUARDO LONDOÑO ULLOA, IVAN LEONIDAS NAME VASQUEZ, H.R. JUANITA GOEBERTUS ESTRADA, CATALINA ORTIZ LALINDE, CESAR AUGUSTO ORTIZ ZORRO, INTI RAÚL ASPRILLA REYES, WILMER LEAL PÉREZ, MAURICIO ANDRÉS TORO ORJUELA, NEYLA RUIZ CORREA, LEÓN FREDY MUÑOZ LOPERA.","2018-07-25","QUINTA","ARCHIVADO"
"038/18",,"POR LA CUAL SE CREA LA LICENCIA AMBIENTAL PARA EXPLORACIÓN MINERA Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANGELICA LISBETH LOZANO CORREA, SANDRA LILIANA ORTIZ NOVA, ANTONIO ERESMID SANGUINO PAEZ, JUAN LUIS CASTRO CORDOBA, JOSE AULO POLO NARVAEZ, LUIS IVAN MARULANDA GOMEZ, JORGE EDUARDO LONDOÑO ULLOA, IVAN LEONIDAS NAME VASQUEZ, H.R. JUANITA GOEBERTUS ESTRADA, CATALINA ORTIZ LALINDE, CESAR AUGUSTO ORTIZ ZORRO, INTI RAÚL ASPRILLA REYES, WILMER LEAL PÉREZ, MAURICIO ANDRÉS TORO ORJUELA, NEYLA RUIZ CORREA, LEÓN FREDY MUÑOZ LOPERA.","2018-07-25","QUINTA","ARCHIVADO"
"039/18",,"POR LA CUAL SE REDUCEN LAS SANCIONES PARA LOS JÓVENES COLOMBIANOS QUE TENGAN LA CONDICIÓN DE REMISOS","H.S. ANGELICA LISBETH LOZANO CORREA, SANDRA LILIANA ORTIZ NOVA,  ANTONIO ERESMID SANGUINO PAEZ, JUAN LUIS CASTRO CORDOBA, JOSE AULO POLO NARVAEZ, LUIS IVAN MARULANDA GOMEZ, JORGE EDUARDO LONDOÑO ULLOA, IVAN LEONIDAS NAME VASQUEZ, H.R. JUANITA GOEBERTUS ESTRADA, CATALINA ORTIZ LALINDE, CESAR AUGUSTO ORTIZ ZORRO, INTI RAÚL ASPRILLA REYES, WILMER LEAL PÉREZ, MAURICIO ANDRÉS TORO ORJUELA, NEYLA RUIZ CORREA, LEÓN FREDY MUÑOZ LOPERA.","2018-07-25","SEGUNDA","ARCHIVADO POR RETIRO DEL AUTOR"
"040/18",,"POR MEDIO DEL CUAL SE INSTITUCIONALIZA EL PROGRAMA DEL SERVICIO SOCIAL OBLIGATORIO REMUNERADO Y PRÁCTICA UNIVERSITARIA DE EXTENSIÓN AGROPECUARIA PARA MEDICOS VETERINARIOS, MEDICOS VETERINARIOS ZOOTECNISTAS Y ZOOTECNISTAS (MV, MVZ, Z) EN BENEFICIO DEL SECTOR RURAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. IVÁN DARÍO AGUDELO ZAPATA","2018-07-25","SEXTA","ARCHIVADO POR RETIRO DEL AUTOR"
"041/18",,"POR MEDIO DEL CUAL SE ELIMINAN LOS ARTÍCULOS 36, 40 Y EL 53 DE CÓDIGO CIVIL Y SE MODIFICAN PARCIALMENTE LOS ARTÍCULOS 38, 55, 61, 100, 149, 233, 236, 245, 250, 254, 257, 335, 397, 403, 411, 1045, 1165, 1240, 1258, 1262, 1468, 1481 Y 1488  DEL CÓDIGO CIVIL","H.S. MYRIAM ALICIA PAREDES AGUIRRE, JUAN CARLOS GARCIA GOMEZ, DAVID ALEJANDRO BARGUIL ASSIS, LAUREANO AUGUSTO ACUÑA DIAZ, JUAN DIEGO GOMEZ JIMENEZ, MIGUEL ANGEL BARRETO CASTILLO, NORA GARCIA BURGOS, EFRAIN CEPEDA SARABIA.","2018-07-25","PRIMERA","ARCHIVADO"
"042/18",,"POR MEDIO DE LA CUAL SE DICTAN NORMAS RELACIONADAS CON EL CONSUMO DE DATOS Y TELEFONÍA MÓVIL","H.S. MYRIAM ALICIA PAREDES AGUIRRE","2018-07-25","SEXTA","ARCHIVADO"
"043/18",,"POR MEDIO DE LA CUAL SE CREA EL INSTITUTO COLOMBIANO DE LAS PERSONAS MAYORES (ICPM).","H.S. MYRIAM ALICIA PAREDES AGUIRRE","2018-07-25","CUARTA","ARCHIVADO"
"044/18","243/19","POR MEDIO DEL CUAL SE MODIFICAN ALGUNAS DISPOSICIONES RELACIONAS CON EL RECONOCIMIENTO DE LOS HIJOS EXTRAMATRIMONIALES","H.S. MYRIAM ALICIA PAREDES AGUIRRE, CARLOS ANDRES TRUJILLO GONZALEZ, JUAN CARLOS GARCIA GOMEZ, EFRAIN JOSE CEPEDA SARABIA, JUAN SAMY MERHEG MARUN, NORA GARCIA BURGOS, LAUREANO AUGUSTO ACUÑA DIAZ.","2018-07-25","PRIMERA","ARCHIVADO"
"045/18",,"POR LA CUAL SE DETERMINAN LOS LINEAMIENTOS PARA LA ELABORACIÓN DE UNA POLÍTICA PÚBLICA QUE CONCILIA LAS RESPONSABILIDADES FAMILIARES CON LA VIDA LABORAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. EMMA CLAUDIA CASTELLANOS, HR. ÁNGELA PATRICIA SÁNCHEZ LEAL.","2018-07-25","SEPTIMA","ARCHIVADO"
"046/18",,"POR MEDIO DEL CUAL SE GARANTIZA Y PROTEGE LA VIDA E INTEGRIDAD DE LOS ANIMALES Y SE DICTAN OTRAS DISPOSICIONES","H.S. EMMA CLAUDIA CASTELLANOS, HR. ÁNGELA PATRICIA SÁNCHEZ LEAL.","2018-07-25","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"047/18",,"POR MEDIO DEL CUAL SE DICTAN MEDIDAS QUE GARANTIZAN LA IGUALDAD DE DERECHOS EN EL CUIDADO DE LOS HIJOS ENTRE HOMBRES Y MUJERES, Y SE DICTAN OTRAS DISPOSICIONES","H.S. EMMA CLAUDIA CASTELLANOS, HR. ÁNGELA PATRICIA SÁNCHEZ LEAL.","2018-07-25","SEPTIMA","ARCHIVADO"
"048/18",,"POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS DE APOYO Y ORIENTACIÓN A LA MUJER DURANTE EL EMBARAZO Y PUERPERIO PARA PREVENIR EL ABANDONO DE MENORES Y SE DICTAN OTRAS DISPOSICIONES","H.S. EMMA CLAUDIA CASTELLANOS, HR. ÁNGELA PATRICIA SÁNCHEZ LEAL.","2018-07-25","PRIMERA","ARCHIVADO"
"049/18",,"POR MEDIO DE LA CUAL SE CREAN MEDIDAS DE PROTECCIÓN EN SALUD A FAVOR DE LAS VICTIMAS DE DELITOS CON SUSTANCIAS CORROSIVAS A LA PIEL, Y SE DICTAN OTRAS DISPOSICIONES.","H.S. EMMA CLAUDIA CASTELLANOS, HR. ÁNGELA PATRICIA SÁNCHEZ LEAL.","2018-07-25","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
"050/18",,"POR MEDIO DEL CUAL SE ESTABLECE MEDIDAS PARA GARANTIZAR LA MATERNIDAD Y PATERNIDAD RESPONSABLE, Y SE DICTAN OTRAS DISPOSICIONES","H.S. EMMA CLAUDIA CASTELLANOS, H.R.  ÁNGELA PATRICIA SÁNCHEZ LEAL","2018-07-25","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
"051/18","317/19","POR LA CUAL SE ESTABLECEN NORMAS SOBRE SERVICIO EXTERIOR Y SE DICTAN OTRAS DISPOSICIONES.","H.S. JOSÉ DAVID NAME CARDOZO","2018-07-26","SEGUNDA","ARCHIVADO"
"052/18","315/19","POR MEDIO DE LA CUAL SE PERMITE EL PAGO ANTICIPADO DE CRÉDITOS EN LAS ENTIDADES VIGILADAS POR LA SUPERINTENDENCIA DE ECONOMÍA SOLIDARIA Y SE DICTAN OTRAS DISPOSICIONES","H.S. DAVID ALEJANDRO BARGUIL ASSIS, JUAN DIEGO GOMEZ JIMENEZ, NORA MARIA GARCIA BURGOS, EFRAIN JOSE CEPEDA SARABIA, CARLOS ANDRES TRUJILLO GONZALEZ, MYRIAM ALICIA  PAREDES, LAUREANO AUGUSTO ACUÑA DIAZ, JUAN CARLOS GARCIA GOMEZ, CARLOS EDUARDO ENRIQUEZ MAYA, MIGUEL ANGEL BARRETO CASTILLO, H.R. JAIME FELIPE LOZADA POLANCO, YAMIL HERNANDO ARANA PADAUI, ADRIANA MAGALI MATIZ VARGAS, MARIA CRISTINA SOTO DE GOMEZ.","2018-07-26","TERCERA","LEY"
"053/18","361/19","POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY ESTATUTARIA 1266 DE 2008, Y SE DICTAN DISPOSICIONES GENERALES DEL HABEAS DATA CON RELACION A LA INFORMACION FINANCIERA, CREDITICIA, COMERCIAL, DE SERVICIOS Y LA PROVENIENTE DE TERCEROS PAISES Y SE DICTAN OTRAS DISPOSICIONES.","H.S. DAVID ALEJANDRO BARGUIL ASSIS, LUIS FERNANDO VELASCO CHAVES, HORACIO JOSE SERPA MONCADA, MIGUEL ANGEL PINTO HERNANDEZ, FABIO RAUL AMIN SALEME, JULIAN BEDOYA PULGARIN, RODRIGO VILLALBA MOSQUERA, ANDRES CRISTO BUSTOS, MIGUEL ANGEL BARRETO CASTILLO, MYRIAM ALICIA PAREDES AGUIRRE.","2018-07-26","PRIMERA","ARCHIVADO"
"054/18","407/19","POR MEDIO DE LA CUAL SE INCLUYEN SIN COSTO ADICIONAL UN PAQUETE DE PRODUCTOS Y/O SERVICIOS FINANCIEROS POR EL PAGO DE LA CUOTA DE MANEJO DE LAS TARJETAS DÉBITO Y CRÉDITO","H.S. DAVID ALEJANDRO BARGUIL ASSIS, JUAN DIEGO GOMEZ JIMENEZ, NORA MARIA GARCIA BURGOS, EFRAIN JOSE CEPEDA SARABIA, CARLOS ANDRES TRUJILLO GONZALEZ, MYRIAM ALICIA PAREDES, LAUREANO AUGUSTO ACUÑA DIAZ, JUAN CARLOS GARCIA GOMEZ, CARLOS EDUARDO ENRIQUEZ MAYA, MIGUEL ANGEL BARRETO CASTILLO, H.R. JAIME FELIPE LOZADA POLANCO, YAMIL HERNANDO ARANA PADAUI, ADRIANA MAGALI MATIZ VARGAS, MARIA CRISTINA SOTO DE GOMEZ.","2018-07-26","TERCERA","LEY"
"055/18",,"POR LA CUAL SE DICTAN NORMAS PARA LA CONSTITUCIÓN Y OPERACIÓN LAS ASOCIACIONES CAMPESINAS Y LAS ASOCIACIONES AGROPECUARIAS, SE FACILITAN SUS RELACIONES CON LA ADMINISTRACIÓN PÚBLICA, Y SE DICTAN OTRAS DISPOSICIONES","H.S. JORGE EDUARDO LONDOÑO ULLOA, ANTANAS MOCKUS SIVICKAS, ANGÉLICA MARIA LOZANO CORREA, JOSÉ AULO POLO NARVAEZ, LUIS IVÁN MARULANDA GOMEZ, ANTONIO ERESMID SANGUINO PAEZ, JUAN LUIS CASTRO CORDOBA, IVÁN NAME CARDOZO, SANDRA LILIANA ORTIZ NOVA, H.R. CESAR AUGUSTO ORTIZ ZORRO, JUANITA GOEBERTUS ESTRADA, CATALINA ORTIZ LALINDE, INTI RAÚL ASPRILLA REYES, WILMER LEAL PÉREZ, MAURICIO ANDRÉS TORO ORJUELA, NEYLA RUIZ CORREA, LEÓN FREDY MUÑOZ LOPERA, KATHERINE MIRANDA PEÑA.","2018-07-26","QUINTA","ARCHIVADO"
"056/18",,"POR LA CUAL SE EXPIDEN NORMAS PARA  LA FORMALIZACIÓN DE LA PROPIEDAD DE TIERRAS RURALES EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","H.S. JORGE LONDOÑO ULLOA, ANTANAS MOCKUS SIVICKAS, ANGÉLICA MARIA LOZANO CORREA, JOSÉ AULO POLO NARVAEZ, IVÁN MARULANDA, ANTONIO ERESMID SANGUINO PAEZ, JUAN LUIS CASTRO CORDOBA, IVÁN NAME CARDOZO, SANDRA LILIANA ORTIZ NOVA, HR CESAR AUGUSTO ORTIZ ZORRO, JUANITA GOEBERTUS ESTRADA, CATALINA ORTIZ LALINDE, INTI RAÚL ASPRILLA REYES, WILMER LEAL PÉREZ, MAURICIO ANDRÉS TORO ORJUELA, NEYLA RUIZ CORREA, LEÓN FREDY MUÑOZ LOPERA, KATHERINE MIRANDA PEÑA.","2018-07-26","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"057/18",,"POR EL CUAL SE ESTABLECE EL MÍNIMO VITAL DE AGUA POTABLE Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANTONIO ERESMID SANGUINO PÁEZ, ANGÉLICA MARIA LOZANO CORREA, ANTANAS MOCKUS SIVICKAS, JORGE EDUARDO LONDOÑO ULLOA, JOSÉ AULO POLO NARVAEZ, LUIS IVÁN MARULANDA GOMEZ, SANDRA LILIANA ORTIZ NOVA, IVÁN NAME CARDOZO, JUAN LUIS CASTRO CORDOBA, HR CATALINA ORTIZ LALINDE, CESAR UGUSTO ORTIZ ZORRO, INTI RAÚL ASPRILLA REYES, WILMER LEAL PÉREZ, JUANITA GOEBERTUS  ESTRADA, MAURICIO ANDRÉS TORO ORJUELA, NEYLA RUIZ CORREA, LEÓN FREDY MUÑOZ LOPERA","2018-07-27","SEXTA","ARCHIVADO"
"058/18 ACUMUL 71/18 y el 115/18",,"POR MEDIO DEL CUAL SE PROHÍBE EN COLOMBIA LA UTILIZACIÓN DEL FRACTURAMIENTO HIDRÁULICO -FRACKING- PARA LA EXPLORACIÓN Y EXPLOTACIÓN DE HIDROCARBUROS EN YACIMIENTOS NO CONVENCIONALES","H.S. JUAN SAMY MERHEG MARÚN","2018-07-27","QUINTA","ARCHIVADO"
"059/18","052/18","POR LA CUAL SE DECRETA EL PRESUPUESTO DE RENTAS Y RECURSOS DE CAPITAL Y LEY DE APROPIACIONES PARA LA VIGENCIA FISCAL DEL 1o. DE ENERO AL 31 DE DICIEMBRE DE 2019 ""MENSAJE DE URGENCIA""","Ministro de Hacienda y Credito Publico, DR. MAURICIO CARDENAS SANTAMARIA","2018-07-30","TERCERA","LEY"
"060/18 Acumulado Con 74/18 SENADO","408/19","POR MEDIO DE LA CUAL SE ADOPTAN DISPOSICIONES DE FORTALECIMIENTO DE LA SEGURIDAD CIUDADANA","Fiscal General de la Nación, NÉSTOR HUMBERTO MARTÍNEZ NEIRA con el acompañamiento del Alcalde de Bogotá Dr. ENRIQUE PEÑALOSA LONDOÑO, Alcalde Santiago de Cali Dr. NORMAN MAURICE ARMITAGE, Alcalde de Medellín Dr. FEDERICO GUTIÉRREZ ZULUAGA, alcalde de Valledupar Dr. AUGUSTO RAMÍREZ UHIA, ALCALDE DE TUNJA Dr. PABLO EMILIO CEPEDA NOVOA, Alcalde de Ibagué Dr. GUILLERMO ALFONSO JARAMILLO, Alcalde de Villavicencio Dr. WILMAR ORLANDO BARBOSA ROZO, Alcalde de Neiva Dr. RODRIGO ARMANDO LARA SACHEZ, otras firmas.","2018-07-30","PRIMERA","ARCHIVADO"
"061/18",,"POR MEDIO DEL CUAL SE APRUEBA EL «PROTOCOLO RELATIVO A LA CONTAMINACIÓN PROCEDENTE DE FUENTES Y ACTIVIDADES TERRESTRES DEL CONVENIO PARA LA PROTECCIÓN Y EL DESARROLLO DEL MEDIO MARINO DE LA REGIÓN DEL GRAN CARIBE», ADOPTADO EN ORANJESTAD, ARUBA EL 6 DE OCTUBRE DE 1999","Viceministra de Relaciones Exteriores , DRA. PATTI LONDOÑO JARAMILLO,Ministro de Ambiente y Desarrollo DR. LUIS GILBERTO MURILLO URRUTIA, Ministro de Vivienda, Ciudad y Territorio DR. CAMILO SÁNCHEZ ORTEGA","2018-07-30","SEGUNDA","ARCHIVADO"
"062/18",,"POR MEDIO DE LA CUAL SE ESTABLECEN LINEAMIENTOS PARA LA ESTABILIDAD LABORAL DE MUJERES EMBARAZADAS Y SE DICTAN OTRAS DISPOSICIONES","H.S. ARMANDO ALBERTO BENEDETTI VILLANEDA","2018-07-30","SEPTIMA","ARCHIVADO"
"063/18","211/19","POR MEDIO DE LA CUAL SE ADOPTA EL USO DEL SISTEMA BRAILLE EN TODOS LOS EMPAQUES DE LOS PRODUCTOS ALIMENTICIOS, MÉDICOS Y EN SERVICIOS TURÍSTICOS, ASÍ COMO EN LOS SITIOS DE CARÁCTER PÚBLICO Y SE DICTAN OTRAS DISPOSICIONES","H.S. MARÍA DEL ROSARIO GUERRA DE LA ESPRIELLA","2018-07-31","SEXTA","ARCHIVADO"
"064/18",,"POR LA CUAL SE FIJAN LAS REGLAS DE LAS CONVOCATORIAS PÚBLICAS EN LA RAMA JUDICIAL","Ministro de Justicia, ENRIQUE GIL BOTERO","2018-07-31","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"065/18 ACUMULADO CON EL 104/18 SENADO",,"POR MEDIO DE LA CUAL SE DESARROLLA EL TRATAMIENTO PENAL DIFERENCIADO, EN DESARROLLO DE LAS DISPOSICIONES DEL ARTÍCULO 5 TRANSITORIO DEL ACTO LEGISLATIVO 01 DE 2017 Y EL NUMERAL 4.1.3.4 DEL ACUERDO FINAL PARA LA TERMINACIÓN DEL CONFLICTO Y LA CONSTRUCCIÓN DE UNA PAZ ESTABLE Y DURADERA","Ministro de Justicia y del Derecho, ENRIQUE GIL BOTERO","2018-07-31","PRIMERA","ARCHIVADO"
"066/18",,"POR MEDIO DE LA CUAL SE CREA EL SISTEMA ELECTRÓNICO DE INDICACIÓN PÚBLICA DE PRECIOS “CANASTA JUSTA”","H.S. ANTANAS MOCKUS SIVICKAS, SANDRA LILIANA ORTIZ NOVA, JUAN LUIS CASTRO CORDOBA, LUIS IVÁN MARULANDA GOMEZ, JOSÉ AULO POLO NARVAEZ, IVÁN LEONIDAS NAME VASQUEZ, JORGE EDUARDO LONDOÑO ULLOA, ANGÉLICA MARIA LOZANO CORREA, ANTONIO ERESMID SANGUINO PAEZ, H.R. LEÓN FREDY MUÑOZ LOPERA, INTI RAÚL ASPRILLA REYES, KATHERINE MIRANDA PEÑA, MAURICIO ANDRES TORO, WILMER LEAL PÉREZ, NEYLA RUIZ CORREA, CESAR AUGUSTO ORTIZ ZORRO, CATALINA ORTIZ LALINDE, EDWING FABIAN DIAZ PLATA.","2018-08-01","SEXTA","ARCHIVADO"
"067/18","405/19","POR EL CUÁL SE MODIFICA EL ARTÍCULO 6 DE LA LEY 388 DE 1997","H.S. MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA","2018-08-01","TERCERA","LEY"
"068/18","276/19","POR MEDIO DE LA CUAL SE INCENTIVA EL USO PRODUCTIVO DE LA GUADUA Y EL BAMBÚ Y SU SOSTENIBILIDAD AMBIENTAL EN EL TERRITORIO NACIONAL","H.S. MARÍA DEL ROSARIO GUERRA DE LA ESPRIELLA","2018-08-01","QUINTA","ARCHIVADO"
"069/18",,"POR MEDIO DE LA CUAL SE CREA EL SELLO DE LA GASTRONOMÍA LOCAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. MARÍA DEL ROSARIO GUERRA DE LA ESPRIELLA","2018-08-01","SEXTA","ARCHIVADO"
"070/18",,"POR MEDIO DE LA CUAL SE PROHÍBE LA MATERNIDAD SUBROGADA CON FINES DE LUCRO EN COLOMBIA Y SE REGLAMENTA EN OTROS CASOS","H.S. MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA, SANTIAGO VALENCIA GONZALEZ","2018-08-01","PRIMERA","ARCHIVADO"
"071/18 ACUMULA 58/18, Y EL 115/18",,"POR MEDIO DEL CUAL SE PROHÍBE EN EL TERRITORIO NACIONAL LA EXPLORACIÓN Y/O EXPLOTACIÓN DE LOS YACIMIENTOS NO CONVENCIONALES (YNC) DE HIDROCARBUROS Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANGÉLICA MARIA LOZANO CORREA, IVÁN CEPEDA CASTRO, FELICIANO VALENCIA MEDINA, JUAN LUIS CASTRO CORDOBA, GUSTAVO FRANCISCO PETRO URREGO, LUIS IVÁN MARULANDA GOMEZ, JESUS ALBERTO CASTILLA SALAZAR, AÍDA YOLANDA AVELLA ESQUIVEL, GUILLERMO GARCÍA REALPE, ANTONIO ERESMID SANGUINO PAEZ, ALEXANDER LÓPEZ MAYA, HR. ÁNGELA MARÍA ROBLEDO, JUAN CARLOS LOZADA, KATHERIN MIRANDA, PÁEZ DAVID RACERO MAYORCA, CÉSAR ORTÍZ ZORRO, CATALINA ORTÍZ LALINDE, EDWING FABIÁN DÍAZ PLATA, HARRY GIOVANNY GONZALEZ GARCIA","2018-08-01","QUINTA","ARCHIVADO"
"072/18",,"POR MEDIO DE LA CUAL SE REFORMAN PROCEDIMIENTOS ELECTORALES Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ANA PAOLA AGUDELO GARCIA, CARLOS EDUARDO GUEVARA VILLABON, AYDEE LIZARAZO CUBILLOS, H.R. IRMA LUZ HERRERA RODRIGUEZ","2018-08-01","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"073/18",,"POR LA CUAL SE REESTABLECEN LA MEDIDAS DE PROTECCIÓN EN CASOS DE VIOLENCIA INTRAFAMILIAR Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ANA PAOLA AGUDELO GARCIA, CARLOS EDUARDO GUEVARA VILLABON, AYDEE LIZARAZO CUBILLOS, H.R. IRMA LUZ HERRERA RODRIGUEZ","2018-08-01","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
