"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","imputacion","condena","atipicidad_inexistencia","acusacion","captura","sexo_victima","grupo_edad_victima","pais_nacimiento","homicidio_doloso_consumado","total_victimas"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","FREDONIA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Santander","SUCRE","DIRECCIÓN SECCIONAL DE SANTANDER","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","SI","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Cundinamarca","CABRERA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","ADMINISTRACION PUBLICA","DEL ABUSO DE AUTORIDAD Y OTRAS INFRACCIONES","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Arauca","TAME","DIRECCIÓN SECCIONAL DE ARAUCA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Caldas","RIOSUCIO","DIRECCIÓN SECCIONAL DE CALDAS","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","9"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Santander","PIEDECUESTA","DIRECCIÓN SECCIONAL DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","9"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO CALIFICADO ART. 240 C.P.  AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Antioquia","SABANETA","DIRECCIÓN SECCIONAL DE MEDELLÍN","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Antioquia","BELLO","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Argentina","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","292"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","Antioquia","CONCORDIA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","SI","SI","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Caldas","LA DORADA","DIRECCIÓN SECCIONAL DE CALDAS","ADMINISTRACION PUBLICA","VIOLENCIA CONTRA SERVIDOR PUBLICO ART. 429 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LIBERTAD INDIVIDUAL Y OTRAS GARANTIAS","VIOLACION DE HABITACION AJENA. ART. 189 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","31"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","18"
"SI","NO","NO","ACTIVO","JUICIO","2017","2017","2017","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES POR PORTE ART. 365 C.P.","SI","NO","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","3"
"NO","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2012","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO",,"NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","849"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","430"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES PERSONALES AGRAVADAS POR CIRCUNSTANCIAS ART 104 C.P. ART. 119 C.P.","NO","NO","SI","NO","NO","FEMENINO","ADOLESCENTE 14 - 17",,"NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","391"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","163"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2016","2016","2016","Ley 906","Colombia","Cesar","BOSCONIA","DIRECCIÓN SECCIONAL DE CESAR","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","SI","SI","NO","NO","SI","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Santander","BARBOSA","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","CANDELARIA","DIRECCIÓN SECCIONAL DE CALI","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","4"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","60"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2011","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","9"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Antioquia","BELLO","DIRECCIÓN SECCIONAL DE MEDELLÍN","EXTORSION","EXTORSION. ART. 244 C.P MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","ACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Cundinamarca","SUESCA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2011","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","SI","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Arauca","ARAUCA","DIRECCIÓN SECCIONAL DE ARAUCA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","5"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2012","2012","2012","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","SI","SI","NO","SI","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","EXTORSION","EXTORSION. ART. 244 C.P MENOR CUANTIA","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"NO","NO","NO","INACTIVO","QUERELLABLE","2016","2016","2016","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","SI","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","10"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","23"
"NO","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Tolima","GUAMO","DIRECCIÓN SECCIONAL DE TOLIMA","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Meta","GRANADA","DIRECCIÓN SECCIONAL DE META","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE USO PRIVATIVO DE LAS FUERZAS ARMADAS POR PORTE ART. 366 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Caldas","MANIZALES","DIRECCIÓN SECCIONAL DE CALDAS","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","29"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS SEXUALES","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","NO","NO","NO","NO","NO","FEMENINO","PRIMERA INFANCIA 0 - 5","Colombia","NO","15"
"SI","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2018","Ley 906","Colombia","Antioquia","CAREPA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","541"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","321"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 1098","Colombia","Antioquia","TURBO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","DAGUA","DIRECCIÓN SECCIONAL DE CALI","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","IMPARTICION DE JUSTICIA","FRAUDE A RESOLUCION JUDICIAL ART. 454 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","11"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","43"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CORRUPCION JUDICIAL","PREVARICATO POR OMISION ART. 414 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","5"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","19"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Valle del Cauca","YUMBO","DIRECCIÓN SECCIONAL DE CALI","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","2"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2018","2018","2018","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","SI","SI","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Santander","GIRÓN","DIRECCIÓN SECCIONAL DE SANTANDER","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Boyaca","SORA","DIRECCIÓN SECCIONAL DE BOYACÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59",,"NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","305"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","171"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Tolima","ESPINAL","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","11"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO. ART. 239 C.P.","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","269"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Valle del Cauca","EL CERRITO","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","632"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Cundinamarca","CHÍA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","10"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Bolívar","MAHATES","DIRECCIÓN SECCIONAL DE BOLÍVAR","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","IMPARTICION DE JUSTICIA","FRAUDE A RESOLUCION JUDICIAL ART. 454 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","DAGUA","DIRECCIÓN SECCIONAL DE CALI","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Tolima","VENADILLO","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","RIONEGRO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","10"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2013","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","FEMENINO","PRE-ADOLESCENTE 12 - 13","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO CALIFICADO ART. 240 C.P.  AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","19"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Norte de Santander","LOS PATIOS","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","Valle del Cauca","JAMUNDÍ","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","SI","SI","NO","SI","NO",,"SIN DATO","Colombia","NO","14"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Tolima","ARMERO","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","3"
"SI","NO","NO","INACTIVO","QUERELLABLE","2011","2011","2011","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","LESIONES PERSONALES","LESIONES CON PERTURBACION FUNCIONAL PERMANENTE ART.114 INCISO 2","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2013","2013","2013","Ley 906","Colombia","Nariño","IPIALES","DIRECCIÓN SECCIONAL DE NARIÑO","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","SI","SI","NO","NO","NO",,"SIN DATO","Colombia","SI","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","ADMINISTRACION PUBLICA","ABUSO DE AUTORIDAD POR ACTO ARBITRARIO O INJUSTO ART. 416","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","6"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Boyaca","NOBSA","DIRECCIÓN SECCIONAL DE BOYACÁ","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTO MAYOR DE 60","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","14"
