País,Código ISO país,Oficina de registro,Grupo edad,Edad (años),Área Conocimiento,Sub Area Conocimiento,Nivel Académico,Estado civil,Género,Etnia de la persona,Estatura (CM),Localización,Cantidad de personas
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,166,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,147,"(40.463667, -3.74922)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,120,"(46.227638, 2.213749)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,162,"(40.463667, -3.74922)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,150,"(46.227638, 2.213749)",2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,INDÍGENA,-1,"(6.42375, -66.58973)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,OTRO,138,"(9.748917, -83.753428)",1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,160,"(41.87194, 12.56738)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,140,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,140,"(6.42375, -66.58973)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,161,"(-38.416097, -63.616672)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,147,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,155,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,155,"(8.537981, -80.782127)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,163,"(9.748917, -83.753428)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,155,"(37.09024, -95.712891)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,"(-35.675147, -71.542969)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,150,"(40.463667, -3.74922)",2
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,AFRODESCENDIENTE,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,162,"(40.463667, -3.74922)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,145,"(-35.675147, -71.542969)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,154,"(56.130366, -106.346771)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,140,"(56.130366, -106.346771)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,150,"(9.748917, -83.753428)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,137,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(6.42375, -66.58973)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,OTRO,150,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,155,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,160,"(40.463667, -3.74922)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,FEMENINO,NINGUNA,160,"(55.378051, -3.435973)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(56.130366, -106.346771)",1
PORTUGAL,PRT,C. LISBOA,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,POSTGRADO - DOCTORADO,DIVORCIADO,FEMENINO,NINGUNA,-1,"(39.399872, -8.224454)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,170,"(6.42375, -66.58973)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",1
EMIRATOS ARABES UNIDOS,ARE,C. ABU DHABI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,135,"(23.424076, 53.847818)",1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,156,"(46.818188, 8.227512)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,127,"(6.42375, -66.58973)",1
NUEVA ZELANDA,NZL,C. AUCKLAND,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,125,"(-40.900557, 174.885971)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(-38.416097, -63.616672)",1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,147,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
KUWAIT,KWT,C. ABU DHABI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(29.31166, 47.481766)",1
VENEZUELA,VEN,C. PUERTO ORDAZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,162,"(6.42375, -66.58973)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,158,"(9.748917, -83.753428)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,163,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,155,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. STO DOM COLORADOS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,155,"(23.634501, -102.552784)",1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,160,"(23.634501, -102.552784)",1
VIET NAM,VNM,C. HANOI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(14.058324, 108.277199)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,138,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,168,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,150,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,157,"(40.463667, -3.74922)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,160,"(-35.675147, -71.542969)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,158,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,120,"(6.42375, -66.58973)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,170,"(9.748917, -83.753428)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,122,"(37.09024, -95.712891)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,135,"(56.130366, -106.346771)",1
DINAMARCA,DNK,C. ESTOCOLMO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(56.26392, 9.501785)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,154,"(6.42375, -66.58973)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,150,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,140,"(37.09024, -95.712891)",2
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,152,"(40.463667, -3.74922)",1
ARUBA,ABW,C. ARUBA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,163,"(12.52111, -69.968338)",1
PANAMA,PAN,C. COLON,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,150,"(8.537981, -80.782127)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,150,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. BARQUISIMETO,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(6.42375, -66.58973)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,120,"(-38.416097, -63.616672)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,147,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,OTRO,159,"(6.42375, -66.58973)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(23.634501, -102.552784)",1
VENEZUELA,VEN,C. PUERTO AYACUCHO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,153,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,155,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,152,"(40.463667, -3.74922)",1
CURAÇAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,147,"(12.16957, -68.990021)",2
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,160,"(6.42375, -66.58973)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,148,"(23.634501, -102.552784)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,158,"(23.634501, -102.552784)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,NINGUNA,-1,"(6.42375, -66.58973)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",2
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(9.748917, -83.753428)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,135,"(51.165691, 10.451526)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,165,"(-1.831239, -78.183406)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,135,"(6.42375, -66.58973)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,"LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES",NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(56.130366, -106.346771)",1
PANAMA,PAN,C. COLON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,151,"(8.537981, -80.782127)",1
ECUADOR,ECU,C. NUEVA LOJA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,140,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,162,"(6.42375, -66.58973)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,AFRODESCENDIENTE,-1,"(-38.416097, -63.616672)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,138,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,153153,"(40.463667, -3.74922)",1
REPUBLICA DOMINICANA,DOM,C. SANTO DOMINGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,159,"(18.735693, -70.162651)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,131,"(23.634501, -102.552784)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,128,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,133,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,145,"(40.463667, -3.74922)",2
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,123,"(37.09024, -95.712891)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,145,"(8.537981, -80.782127)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,160,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,165,"(40.463667, -3.74922)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,130,"(-35.675147, -71.542969)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,144,"(40.463667, -3.74922)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,147,"(-35.675147, -71.542969)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,142,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,SIN ETNIA REGISTRADA,164,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,168,"(-1.831239, -78.183406)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PREGRADO - TECNOLÓGICO,SOLTERO,MASCULINO,NINGUNA,150,"(46.227638, 2.213749)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(40.463667, -3.74922)",4
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,COCINA Y CULINARIA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,134,"(40.463667, -3.74922)",1
PERU,PER,C. LIMA,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(-9.189967, -75.015152)",1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,18,"AGRONOMÍA, VETERINARIA Y AFINES",AGRONOMÍA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",4
VENEZUELA,VEN,C. BARQUISIMETO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
CURAÇAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,140,"(12.16957, -68.990021)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,152,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,163,"(-1.831239, -78.183406)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,147,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,157,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,160,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,165,"(37.09024, -95.712891)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,150,"(56.130366, -106.346771)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-35.675147, -71.542969)",1
