"bancarizado","codigodepartamentoatencion","codigomunicipioatencion","discapacidad","estadobeneficiario","etnia","fechainscripcionbeneficiario","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangobeneficioconsolidadoasignado","rangoultimobeneficioasignado","fechaultimobeneficioasignado","rangoedad","titular","cantidaddebeneficiarios"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70235","NO","ACTIVO","ND","2012-12-01","Hombre","TRANSICION","SUCRE","GALERAS","ND","ND","TRANSICIÓN","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70771","NO","NO ACTIVO","ND","2013-10-01","Hombre","ND","SUCRE","SUCRE","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","NO","1"
"NO","70","70418","NO","ACTIVO","ND","2017-09-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","3"
"SI","70","70823","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","TOLU VIEJO","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","70","70429","ND","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","MAJAGUAL","Colombia","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70221","NO","ACTIVO","ND","2014-05-01","Mujer","ND","SUCRE","COVEÑAS","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70820","NO","NO ACTIVO","ND","2012-11-01","Hombre","ND","SUCRE","SANTIAGO DE TOLU","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","4"
"NO","70","70742","NO","ACTIVO","ND","2018-01-01","Mujer","ND","SUCRE","SAN LUIS DE SINCE","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","1"
"ND","70","70820","ND","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","Colombia","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","30-49","NO","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70418","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","Colombia","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","70","70204","NO","ACTIVO","ND","2012-12-01","Hombre","ND","SUCRE","COLOSO","ND","MONETARIO","ND","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70215","ND","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","COROZAL","Colombia","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70708","ND","ACTIVO","ND","2018-02-01","Mujer","ND","SUCRE","SAN MARCOS","Colombia","ND","NUTRICIÓN MENOR","No Definido","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","1"
"SI","70","70215","NO","ACTIVO","ND","2016-05-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70713","NO","ACTIVO","ND","2015-11-01","Mujer","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70110","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","SUCRE","BUENAVISTA","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70823","ND","ACTIVO","INDIGENA","2012-11-01","Hombre","ND","SUCRE","TOLU VIEJO","Colombia","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70742","NO","ACTIVO","ND","2016-12-01","Hombre","SECUNDARIA","SUCRE","SAN LUIS DE SINCE","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
,"70","70523","NO","NO ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","PALMITO","Colombia","MONETARIO","NUTRICIÓN","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"ND","70","70708","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN MARCOS","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70713","NO","ACTIVO","ND","2013-10-01","Hombre","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70221","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","COVEÑAS","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70678","SI","ACTIVO","ND","2013-01-01","Mujer","SECUNDARIA","SUCRE","SAN BENITO ABAD","ND","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70508","NO","ACTIVO","ND","2015-09-01","Mujer","PRIMARIA","SUCRE","OVEJAS","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","70","70001","ND","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70713","NO","ACTIVO","ND","2016-06-01","Mujer","TRANSICION","SUCRE","SAN ONOFRE","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70702","NO","ACTIVO","ND","2015-02-01","Hombre","TRANSICION","SUCRE","SAN JUAN DE BETULIA","ND","ND","TRANSICIÓN","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70230","NO","ACTIVO","ND","2012-12-01","Hombre","PRIMARIA","SUCRE","CHALAN","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","19"
"NO","70","70670","NO","NO ACTIVO","INDIGENA","2013-08-01","Hombre","ND","SUCRE","SAMPUES","ND","MONETARIO","ND","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","SI","1"
"NO","70","70110","NO","ACTIVO","ND","2016-04-01","Hombre","TRANSICION","SUCRE","BUENAVISTA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70001","NO","NO ACTIVO","INDIGENA","2012-10-01","Hombre","ND","SUCRE","SINCELEJO","ND","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","3"
"SI","70","70473","NO","ACTIVO","ND","2012-11-01","Hombre","ND","SUCRE","MORROA","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","70","70508","NO","NO ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","OVEJAS","ND","ND","EDUCACIÓN PRIMARIANUTRICIÓN MENOR","RC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70708","SI","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN MARCOS","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","70","70771","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SUCRE","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2016-01-01","30-49","SI","1"
"NO","70","70473","NO","ACTIVO","ND","2012-11-01","Hombre","PRIMARIA","SUCRE","MORROA","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","75"
"NO","70","70230","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Hombre","ND","SUCRE","CHALAN","ND","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","70","70110","NO","ACTIVO","ND","2013-10-01","Mujer","ND","SUCRE","BUENAVISTA","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70215","ND","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","Colombia","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70265","NO","ACTIVO","ND","2013-08-01","Hombre","PRIMARIA","SUCRE","GUARANDA","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70001","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70823","ND","ACTIVO","INDIGENA","2013-08-01","Hombre","ND","SUCRE","TOLU VIEJO","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70230","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","CHALAN","ND","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","3"
"SI","70","70713","NO","NO ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2017-01-01",">65","SI","1"
"SI","70","70508","NO","ACTIVO","ND","2014-03-01","Hombre","ND","SUCRE","OVEJAS","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70001","NO","NO ACTIVO","ND","2012-11-01","Hombre","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","SI","1"
"ND","70","70230","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Mujer","ND","SUCRE","CHALAN","Colombia","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70508","NO","ACTIVO","ND","2013-01-01","Hombre","PRIMARIA","SUCRE","OVEJAS","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","408"
"NO","70","70233","NO","ACTIVO","ND","2012-12-01","Hombre","TRANSICION","SUCRE","EL ROBLE","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","7"
"NO","70","70473","NO","ACTIVO","ND","2016-12-01","Hombre","PRIMARIA","SUCRE","MORROA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","SECUNDARIA","SUCRE","EL ROBLE","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"ND","70","70820","ND","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","Colombia","ND","ND","No Definido","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70233","NO","NO ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","SI","1"
"NO","70","70418","NO","ACTIVO","ND","2015-09-01","Hombre","PRIMARIA","SUCRE","LOS PALMITOS","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70429","NO","ACTIVO","ND","2017-05-01","Hombre","ND","SUCRE","MAJAGUAL","ND","ND","NUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","4"
"NO","70","70670","NO","ACTIVO","ND","2014-05-01","Hombre","PRIMARIA","SUCRE","SAMPUES","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70742","NO","ACTIVO","ND","2015-11-01","Mujer","ND","SUCRE","SAN LUIS DE SINCE","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70771","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SUCRE","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","89"
"NO","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","18-29","SI","1"
"ND","70","70473","ND","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","MORROA","Colombia","MONETARIO","ND","CC","DESPLAZADOS","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70713","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70418","NO","ACTIVO","ND","2013-08-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70708","NO","NO ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN MARCOS","ND","ND","EDUCACIÓN PRIMARIANUTRICIÓN MENOR","RC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","5"
"ND","70","70001","ND","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70001","ND","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70001","ND","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70235","SI","ACTIVO","ND","2012-12-01","Mujer","TRANSICION","SUCRE","GALERAS","ND","ND","TRANSICIÓN","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","2"
"NO","70","70235","NO","ACTIVO","ND","2015-10-01","Hombre","TRANSICION","SUCRE","GALERAS","ND","ND","TRANSICIÓN","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70221","SI","NO ACTIVO","ND","2012-10-01","Hombre","SECUNDARIA","SUCRE","COVEÑAS","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70713","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","Colombia","MONETARIO","ND","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70473","NO","ACTIVO","ND","2016-06-01","Hombre","TRANSICION","SUCRE","MORROA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70001","NO","ACTIVO","ND","2018-02-01","Mujer","ND","SUCRE","SINCELEJO","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","4"
"NO","70","70717","NO","NO ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SAN PEDRO","ND","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70508","ND","ACTIVO","ND","2015-07-01","Mujer","ND","SUCRE","OVEJAS","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","70","70418","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","70","70418","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"ND","70","70771","ND","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","SUCRE","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
