"bancarizado","codigodepartamentoatencion","codigomunicipioatencion","discapacidad","estadobeneficiario","etnia","fechainscripcionbeneficiario","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangobeneficioconsolidadoasignado","rangoultimobeneficioasignado","fechaultimobeneficioasignado","rangoedad","titular","cantidaddebeneficiarios"
"NO","70","70001","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2014-03-01","Mujer","ND","SUCRE","SINCELEJO","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70265","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","GUARANDA","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70400","NO","NO ACTIVO","ND","2013-01-01","Mujer","SECUNDARIA","SUCRE","LA UNION","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","3"
"NO","70","70001","NO","ACTIVO","ND","2015-03-01","Hombre","ND","SUCRE","SINCELEJO","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","6"
"NO","70","70823","NO","ACTIVO","INDIGENA","2012-11-01","Mujer","SECUNDARIA","SUCRE","TOLU VIEJO","ND","ND","EDUCACIÓN SECUNDARIA","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Hombre","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","UNIDOS","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70265","NO","ACTIVO","INDIGENA","2012-12-01","Mujer","ND","SUCRE","GUARANDA","ND","MONETARIO","ND","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70204","ND","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","COLOSO","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70001","ND","ACTIVO","INDIGENA","2013-08-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70713","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","Colombia","MONETARIO","ND","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
,"70","70670","NO","ACTIVO","ND","2017-01-01","Hombre","ND","SUCRE","SAMPUES","Colombia","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70820","ND","ACTIVO","ND","2018-07-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","Colombia","ND","ND","No Definido","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","1"
"NO","70","70124","SI","ACTIVO","ND","2012-12-01","Hombre","ND","SUCRE","CAIMITO","ND","ND","ND","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70670","NO","ACTIVO","INDIGENA","2013-01-01","Mujer","PRIMARIA","SUCRE","SAMPUES","ND","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","45"
"NO","70","70110","NO","ACTIVO","ND","2017-12-01","Hombre","TRANSICION","SUCRE","BUENAVISTA","ND","ND","TRANSICIÓN","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70221","NO","NO ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","COVEÑAS","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2016-01-01",">65","SI","1"
"ND","70","70713","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70418","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","LOS PALMITOS","ND","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","23"
"NO","70","70429","NO","ACTIVO","ND","2014-07-01","Hombre","ND","SUCRE","MAJAGUAL","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","70","70265","NO","ACTIVO","ND","2013-04-01","Hombre","ND","SUCRE","GUARANDA","ND","MONETARIO","ND","CC","DESPLAZADOS","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70523","NO","ACTIVO","ND","2012-12-01","Mujer","TRANSICION","SUCRE","PALMITO","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","6"
"NO","70","70001","NO","NO ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","50-65","SI","1"
"NO","70","70713","NO","ACTIVO","ND","2013-10-01","Mujer","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2016-01-01","30-49","NO","1"
"ND","70","70713","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","Colombia","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70523","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","PALMITO","ND","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Hombre","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Hombre","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Hombre","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2014-12-01","Mujer","PRIMARIA","SUCRE","SINCELEJO","ND","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70204","SI","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","COLOSO","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70508","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","OVEJAS","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70820","NO","ACTIVO","ND","2012-11-01","Hombre","ND","SUCRE","SANTIAGO DE TOLU","ND","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70400","NO","NO ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","LA UNION","Colombia","ND","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","3"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70670","NO","ACTIVO","INDIGENA","2013-01-01","Mujer","ND","SUCRE","SAMPUES","ND","ND","ND","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","89"
"ND","70","70713","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Hombre","ND","SUCRE","SAN ONOFRE","Colombia","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70678","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN BENITO ABAD","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","SECUNDARIA","SUCRE","COROZAL","ND","ND","EDUCACIÓN SECUNDARIA","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","36"
,"70","70508","NO","ACTIVO","ND","2018-02-01","Mujer","ND","SUCRE","OVEJAS","COLOMBIA","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"SI","70","70823","NO","NO ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","TOLU VIEJO","ND","MONETARIO","NUTRICIÓN","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"ND","70","70508","ND","ACTIVO","ND","2014-07-01","Hombre","ND","SUCRE","OVEJAS","Colombia","ND","TRANSICIÓNNUTRICIÓN MENOR","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70418","NO","ACTIVO","ND","2018-11-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70001","ND","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70215","NO","ACTIVO","ND","2017-07-01","Mujer","PRIMARIA","SUCRE","COROZAL","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","3"
"ND","70","70713","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70670","NO","ACTIVO","ND","2018-03-01","Mujer","ND","SUCRE","SAMPUES","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70215","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-10-01","Mujer","ND","SUCRE","COROZAL","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Hombre","ND","SUCRE","SAN ONOFRE","ND","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","38"
"NO","70","70523","NO","ACTIVO","INDIGENA","2013-02-01","Mujer","ND","SUCRE","PALMITO","ND","ND","ND","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","13"
"NO","70","70204","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COLOSO","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70235","NO","NO ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","GALERAS","ND","ND","ND","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70508","NO","ACTIVO","ND","2014-07-01","Hombre","TRANSICION","SUCRE","OVEJAS","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","3"
"ND","70","70823","ND","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","TOLU VIEJO","Colombia","MONETARIO","ND","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70717","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN PEDRO","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","70","70708","NO","NO ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN MARCOS","Colombia","MONETARIO","NUTRICIÓN","CC","ND","3.000.001 - 4.500.000","0 - 1.300.000","2014-01-01","50-65","SI","1"
"SI","70","70820","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"ND","70","70473","NO","ACTIVO","ND","2012-11-01","Hombre","ND","SUCRE","MORROA","Colombia","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2017-01-01","Hombre","SECUNDARIA","SUCRE","SAN ONOFRE","ND","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70670","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAMPUES","Colombia","MONETARIO","NUTRICIÓN","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70717","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2014-07-01","Hombre","PRIMARIA","SUCRE","SAN PEDRO","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70523","NO","NO ACTIVO","INDIGENA","2012-12-01","Mujer","ND","SUCRE","PALMITO","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70523","NO","ACTIVO","INDIGENA","2013-02-01","Mujer","ND","SUCRE","PALMITO","ND","ND","EDUCACIÓN PRIMARIA","RC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70265","NO","ACTIVO","ND","2012-12-01","Mujer","SECUNDARIA","SUCRE","GUARANDA","ND","ND","EDUCACIÓN SECUNDARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","5"
"NO","70","70823","NO","ACTIVO","ND","2012-10-01","Hombre","SECUNDARIA","SUCRE","TOLU VIEJO","ND","ND","EDUCACIÓN SECUNDARIA","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","8"
"ND","70","70670","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAMPUES","Colombia","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","7"
"NO","70","70717","NO","ACTIVO","ND","2014-11-01","Hombre","ND","SUCRE","SAN PEDRO","ND","ND","NUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70215","NO","NO ACTIVO","AFROCOLOMBIANO – NEGRO","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","INDIGENA","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70678","NO","ACTIVO","ND","2015-07-01","Hombre","ND","SUCRE","SAN BENITO ABAD","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","5"
"SI","70","70204","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Mujer","ND","SUCRE","COLOSO","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","70","70124","ND","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","CAIMITO","Colombia","ND","ND","No Definido","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","70","70708","NO","ACTIVO","INDIGENA","2013-01-01","Hombre","ND","SUCRE","SAN MARCOS","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","70","70508","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","OVEJAS","Colombia","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70429","NO","ACTIVO","ND","2018-06-01","Mujer","ND","SUCRE","MAJAGUAL","ND","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","1"
"SI","70","70717","NO","ACTIVO","ND","2014-07-01","Mujer","ND","SUCRE","SAN PEDRO","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70742","NO","NO ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN LUIS DE SINCE","ND","ND","EDUCACIÓN SECUNDARIA","RC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70124","NO","NO ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","CAIMITO","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2013-01-01","30-49","NO","1"
,"70","70001","ND","ACTIVO","ND","2018-02-01","Mujer","ND","SUCRE","SINCELEJO","COLOMBIA","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70473","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","MORROA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70670","NO","ACTIVO","ND","2015-02-01","Hombre","TRANSICION","SUCRE","SAMPUES","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","70","70001","ND","ACTIVO","INDIGENA","2013-08-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","NUTRICIÓN","CC","INDIGENAS","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70678","NO","ACTIVO","ND","2013-01-01","Hombre","SECUNDARIA","SUCRE","SAN BENITO ABAD","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70221","NO","ACTIVO","INDIGENA","2013-04-01","Hombre","PRIMARIA","SUCRE","COVEÑAS","ND","ND","ND","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70001","NO","ACTIVO","ROM O GITANO","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70429","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","MAJAGUAL","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70670","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAMPUES","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","5"
"NO","70","70418","NO","ACTIVO","ND","2016-08-01","Hombre","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70670","NO","ACTIVO","INDIGENA","2013-01-01","Mujer","ND","SUCRE","SAMPUES","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","70","70124","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","CAIMITO","Colombia","ND","ND","No Definido","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70717","NO","ACTIVO","ND","2013-01-01","Mujer","SECUNDARIA","SUCRE","SAN PEDRO","ND","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70001","NO","NO ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","50-65","SI","4"
"NO","70","70508","NO","ACTIVO","ND","2013-11-01","Hombre","PRIMARIA","SUCRE","OVEJAS","ND","ND","EDUCACIÓN PRIMARIANUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70713","NO","ACTIVO","INDIGENA","2013-01-01","Hombre","SECUNDARIA","SUCRE","SAN ONOFRE","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70204","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","COLOSO","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70204","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","COLOSO","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70001","ND","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70230","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Hombre","ND","SUCRE","CHALAN","Colombia","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70670","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-08-01","Hombre","ND","SUCRE","SAMPUES","ND","MONETARIO","ND","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
