"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","parentesco","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"1","3","1","05","05045","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","ANTIOQUIA","APARTADO","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","13","13744","H-HOMBRE","NO","NO ACTIVO","CA","ND","2016-12-01","2017-01-01","Hombre","SECUNDARIA","BOLIVAR","SIMITI","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","73","73616","H-HOMBRE","NO","ACTIVO","CA","ND","2016-04-01","2016-01-01","Hombre","SIN ESPECIFICAR","TOLIMA","RIOBLANCO","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","20","20032","M-MUJER","NO","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","CESAR","ASTREA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","86","86865","ND","NO","NO ACTIVO","Sin Información","ND","2018-02-01","2018-01-01","Hombre","ND","PUTUMAYO","VALLE DEL GUAMUEZ","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","11","11001","ND","NO","NO ACTIVO","UL","ND","2016-04-01","2014-01-01","Hombre","SIN ESPECIFICAR","BOGOTA","BOGOTA D.C.","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","70","70708","ND","ND","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","PRIMARIA","SUCRE","SAN MARCOS","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","05","05113","ND","NO","NO ACTIVO","SO","ND","2016-04-01","2015-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","BURITICA","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"2","4","1","13","13442","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","BOLIVAR","MARIA LA BAJA","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","18","18001","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","CAQUETA","FLORENCIA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","2","1","47","47288","ND","NO","ACTIVO","DI","ND","2018-04-01","2018-01-01","Mujer","ND","MAGDALENA","FUNDACION","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","5","1","47","47288","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","MAGDALENA","FUNDACION","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","4","1","66","66456","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","RISARALDA","MISTRATO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05045","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Mujer","ND","ANTIOQUIA","APARTADO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","70","70713","M-MUJER","NO","NO ACTIVO","ND","ND","2016-12-01","2017-01-01","Mujer","PRIMARIA","SUCRE","SAN ONOFRE","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","05","05147","ND","ND","ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Hombre","ND","ANTIOQUIA","CAREPA","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"26","3","1","27","27073","M-MUJER","NO","ACTIVO","CA","INDIGENA","2017-04-01","2017-01-01","Mujer","ND","CHOCO","BAGADO","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","70","70508","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","SUCRE","OVEJAS","ND","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","TI","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","17","17541","ND","ND","ACTIVO","CA","ND","2016-04-01","2015-01-01","Hombre","ND","CALDAS","PENSILVANIA","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"50","2","1","20","20045","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","CESAR","BECERRIL","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"5","3","1","05","05659","H-HOMBRE","NO","NO ACTIVO","CA","ND","2016-12-01","2017-01-01","Hombre","PRIMARIA","ANTIOQUIA","SAN JUAN DE URABA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"11","3","1","05","05147","ND","ND","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","ANTIOQUIA","CAREPA","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05129","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","ANTIOQUIA","CALDAS","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","5","1","05","05649","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Hombre","ND","ANTIOQUIA","SAN CARLOS","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05858","ND","ND","ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","ANTIOQUIA","VEGACHI","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"3","5","1","27","27425","M-MUJER","NO","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","CHOCO","MEDIO ATRATO","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","13","13244","ND","NO","ACTIVO","SO","ND","2016-04-01","2014-01-01","Hombre","ND","BOLIVAR","EL CARMEN DE BOLIVAR","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"2","5","1","05","05667","ND","ND","ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Mujer","SIN ESPECIFICAR","ANTIOQUIA","SAN RAFAEL","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05847","ND","ND","ACTIVO","UL","ND","2016-04-01","2015-01-01","Hombre","ND","ANTIOQUIA","URRAO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","86","86320","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-02-01","2018-01-01","Mujer","ND","PUTUMAYO","ORITO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","4","1","05","05837","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Mujer","ND","ANTIOQUIA","TURBO","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","2","1","44","44430","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","LA GUAJIRA","MAICAO","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05045","H-HOMBRE","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2016-04-01","2017-01-01","Hombre","ND","ANTIOQUIA","APARTADO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","2","1","25","25878","M-MUJER","NO","NO ACTIVO","CA","ND","2018-04-01","2018-01-01","Mujer","PRIMARIA","CUNDINAMARCA","VIOTA","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","2","1","20","20045","H-HOMBRE","ND","ACTIVO","SO","ND","2018-03-01","2018-01-01","Hombre","SIN ESPECIFICAR","CESAR","BECERRIL","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"5","3","1","86","86568","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","PUTUMAYO","PUERTO ASIS","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","4","1","47","47053","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","ND","MAGDALENA","ARACATACA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","4","1","05","05660","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","SAN LUIS","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","0 - 1.300.000"
"1","2","1","25","25878","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-03-01","2018-01-01","Hombre","PRIMARIA","CUNDINAMARCA","VIOTA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","73","73168","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","TOLIMA","CHAPARRAL","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","25","25394","M-MUJER","NO","NO ACTIVO","VI","ND","2018-04-01","2018-01-01","Mujer","PRIMARIA","CUNDINAMARCA","LA PALMA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05147","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-03-01","2018-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","CAREPA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05660","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","ANTIOQUIA","SAN LUIS","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","1","1","18","18094","ND","NO","NO ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Mujer","ND","CAQUETA","BELEN DE LOS ANDAQUIES","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","4","1","05","05652","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","SAN FRANCISCO","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","3","1","86","86757","H-HOMBRE","NO","NO ACTIVO","UL","ND","2016-12-01","2017-01-01","Hombre","SIN ESPECIFICAR","PUTUMAYO","SAN MIGUEL","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"5","4","1","20","20517","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","CESAR","PAILITAS","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"113","3","1","86","86568","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","PUTUMAYO","PUERTO ASIS","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","5","1","50","50573","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Hombre","ND","META","PUERTO LOPEZ","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05045","ND","NO","NO ACTIVO","SO","ND","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","APARTADO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","13","13244","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","BOLIVAR","EL CARMEN DE BOLIVAR","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"6","1","1","18","18410","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2013-01-01","ND","ND","CAQUETA","LA MONTAÑITA","169","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","41","41006","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-02-01","2018-01-01","Hombre","SIN ESPECIFICAR","HUILA","ACEVEDO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","5","1","86","86865","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","PUTUMAYO","VALLE DEL GUAMUEZ","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"20","5","1","05","05172","ND","NO","ACTIVO","Sin Información","INDIGENA","2016-04-01","2015-01-01","Mujer","ND","ANTIOQUIA","CHIGORODO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","27","27001","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","CHOCO","QUIBDO","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","4","1","05","05660","ND","SI","NO ACTIVO","UL","ND","2016-04-01","2014-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","SAN LUIS","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","23","23466","H","NO","ACTIVO","UL","ND","2018-03-01","2018-01-01","Hombre","SIN ESPECIFICAR","CORDOBA","MONTELIBANO","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"6","2","1","05","05591","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","ANTIOQUIA","PUERTO TRIUNFO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","54","54245","ND","NO","ACTIVO","Sin Información","ND","2017-01-01","2017-01-01","Mujer","ND","NORTE DE SANTANDER","EL CARMEN","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05051","ND","ND","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Hombre","ND","ANTIOQUIA","ARBOLETES","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"4","3","1","05","05667","ND","ND","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","ND","ANTIOQUIA","SAN RAFAEL","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"18","5","1","18","18860","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","CAQUETA","VALPARAISO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","20","20228","M-MUJER","SI","NO ACTIVO","VI","ND","2018-03-01","2018-01-01","Mujer","PRIMARIA","CESAR","CURUMANI","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","86","86757","ND","ND","ACTIVO","UL","ND","2016-04-01","2014-01-01","Hombre","ND","PUTUMAYO","SAN MIGUEL","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","05","05172","ND","ND","ACTIVO","ND","ND","2018-03-01","2018-01-01","Mujer","ND","ANTIOQUIA","CHIGORODO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","No Definido","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","1","1","05","05652","M-MUJER","NO","ACTIVO","CA","ND","2018-03-01","2018-01-01","Mujer","ND","ANTIOQUIA","SAN FRANCISCO","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"2","4","1","05","05055","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Mujer","ND","ANTIOQUIA","ARGELIA","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"3","5","1","13","13657","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","BOLIVAR","SAN JUAN NEPOMUCENO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05847","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","ANTIOQUIA","URRAO","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"4","4","1","05","05197","M-MUJER","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","ANTIOQUIA","COCORNA","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","27","27006","H-HOMBRE","NO","NO ACTIVO","UL","INDIGENA","2018-03-01","2018-01-01","Hombre","SECUNDARIA","CHOCO","ACANDI","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","23","23855","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2016-01-01","Mujer","ND","CORDOBA","VALENCIA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"27","3","1","27","27006","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","CHOCO","ACANDI","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","3","1","54","54800","H-HOMBRE","NO","NO ACTIVO","CA","ND","2017-01-01","2017-01-01","Hombre","PRIMARIA","NORTE DE SANTANDER","TEORAMA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","73","73168","M-MUJER","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","SIN ESPECIFICAR","TOLIMA","CHAPARRAL","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","73","73483","H-HOMBRE","NO","NO ACTIVO","CA","INDIGENA","2016-04-01","2016-01-01","Hombre","ND","TOLIMA","NATAGAIMA","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","05","05490","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","ANTIOQUIA","NECOCLI","ND","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","3","1","27","27073","ND","ND","ACTIVO","ND","INDIGENA","2017-04-01","2017-01-01","Mujer","ND","CHOCO","BAGADO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","No Definido","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","5","1","13","13442","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Hombre","ND","BOLIVAR","MARIA LA BAJA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000"
"8","2","1","20","20045","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","CESAR","BECERRIL","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05147","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","ANTIOQUIA","CAREPA","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05649","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Hombre","ND","ANTIOQUIA","SAN CARLOS","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"2","5","1","05","05490","M-MUJER","NO","NO ACTIVO","VI","AFROCOLOMBIANO – NEGRO","2016-04-01","2016-01-01","Mujer","SIN ESPECIFICAR","ANTIOQUIA","NECOCLI","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","13","13052","ND","ND","ACTIVO","Sin Información","ND","2017-02-01","2017-01-01","Hombre","PRIMARIA","BOLIVAR","ARJONA","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","73","73067","H-HOMBRE","NO","NO ACTIVO","UL","INDIGENA","2018-04-01","2018-01-01","Hombre","PRIMARIA","TOLIMA","ATACO","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05649","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-03-01","2018-01-01","Hombre","PRIMARIA","ANTIOQUIA","SAN CARLOS","169","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","4","1","20","20517","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Mujer","SIN ESPECIFICAR","CESAR","PAILITAS","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"2","4","1","17","17662","ND","NO","ACTIVO","CA","ND","2016-04-01","2014-01-01","Hombre","SIN ESPECIFICAR","CALDAS","SAMANA","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
