"c_digo_de_barras","signatura_topogr_fica","sede_donde_se_encuentra","colecci_n","tipo_de_documento","t_tulo_del_documento","url"
,"AIRNR00593","Central","AIRNR","MEMORIA","Plan de Ordenamiento del Recurso Hídrico 2019 – 2029 para el Río Tarazá [recurso electrónico] /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_1705_39_2018_Formulaci%C3%B3n%20R%C3%ADo%20Taraz%C3%A1.pdf"
,"AIRNR00580","Central","AIRNR","MEMORIA","Diagnóstico y plan de manejo de los árboles ornamentales de espacios públicos en el municipio de Venecia /","http://www.corantioquia.gov.co/ciadoc/AGROECOLOG%C3%8DA/GC_140_CNT1905_78.pdf"
"000000020655","2066FLL","Central","Folletos","Folleto","Hogares ecológicos :","http://www.corantioquia.gov.co/ciadoc/AGROECOLOG%C3%8DA/GC_140_CNT1905_78.pdf"
,"AIRNR00603","Central","AIRNR","MEMORIA","Plan de ordenación forestal integral y sostenible en la jurisdicción de Corantioquia :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CONTRATO_120-CNT1807-82_2018.pdf"
,"AIRNR00605","Central","Electrónica","MEMORIA","Formulación POMCA Río San Jorge :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_017_2015_DOCUMENTOPOMCA.pdf"
,"AIRNR00605","Central","Electrónica","MEMORIA","Formulación POMCA Río San Jorge :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_017_2015_APRESTAMIENTO.pdf"
,"AIRNR00605","Central","Electrónica","MEMORIA","Formulación POMCA Río San Jorge :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_017_2015_DIAGNOSTICO.pdf"
,"AIRNR00605","Central","Electrónica","MEMORIA","Formulación POMCA Río San Jorge :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_017_2015_PROSPECTIVAYZONIFICACION.pdf"
,"AIRNR00605","Central","Electrónica","MEMORIA","Formulación POMCA Río San Jorge :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_017_2015_%20FORMULACION.pdf"
"000000000670","325Reg","Central","Regiones","Libro","Propuesta para la implementación de cuentas ambientales en Piedras Blancas /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_997_1998_1.pdf"
"000000009424","350DVD","Central","Electrónica","DVD","Desarrollo de una herramienta metodológica para la planificación de la actividad minera hacia la sostenibilidad con base en el ordenamiento del territorio :","http://www.corantioquia.gov.co/ciadoc/PAT/PAT_5675_2004.pdf"
"000000011931","451CD","Central","Electrónica","CD","Plan de manejo forestal municipio de Yondó, veredas Bocas de San Francisco, Jabonal, El Tamar y Vietnam /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6512_2005.pdf"
,"AIRNR00010","Central","AIRNR","MEMORIA","Estudio hidrológico y geotécnico sobre el cauce de la quebrada La Ceibala y sus márgenes, en su recorrido por el área urbana del municipio de Amagá","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_9502_2012.pdf"
,"AIRNR00007","Central","AIRNR","MEMORIA","Determinación de las unidades agrícolas familiares por zonas relativamente homogéneas (UAF) para el Departamento de Antioquia","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_833_2012.pdf"
,"AIRNR00014","Central","AIRNR","MEMORIA","Fortalecimiento del proceso agroecológico y de manejo sostenible de la ganadería en comunidades campesinas del área de influencia de La Cuchilla Jardín - Támesis y de la cuenca de Río Frío en el municipio de Támesis","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_629_2011.pdf"
,"AIRNR00035","Central","AIRNR","MEMORIA","Caracterización de poblaciones de psitacidos en la zona del Cauca Medio Departamento de Antioquia","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_7046_2006.pdf"
,"AIRNR00017","Central","AIRNR","MEMORIA","Caracterización genética de la población de osos andinos Tremarctos ornatos, en la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_4039_2002.pdf"
,"AIRNR00019","Central","AIRNR","MEMORIA","Caracterización poblacional y uso del habitat de tres poblaciones de gallito de roca (Rupicola peruviana) en el centro del departamento de Antioquia","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_4712_2003.pdf"
"000000000803","236Reg","Central","Regiones","Libro","Informe final sobre la revisión de la información ambiental de los municipios del Occidente Antioqueño, jurisdicción de la Corporación /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_116_1995.pdf"
"000000000800","239Reg","Central","Regiones","Libro","Prospección arqueológica ""Los Salados"", municipio de Heliconia :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_366_1996.pdf"
"000000000794","244Reg","Central","Regiones","Libro","Zonas de amenaza en la jurisdicción de la Corporación Autónoma Regional del Centro de Antioquia /","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20DEL%20RIESGO/GA_GESTI%C3%93NAMBIENTAL_244REG_1996.pdf"
"000000009512","450CD","Central","Electrónica","CD","Determinación de variabilidad genética en ejemplares cautivos de mono aullador rojo (Alouatta seniculus) :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_6503_2005.pdf"
"000000009895","197Reg","Central","Regiones","Libro","Plan de manejo del Cerro del Padre Amaya /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_454_1996.pdf"
"000000003155","727Cg","Central","General","Libro","Aplicación de un modelo gerencial para la identificación del capital humano de CORANTIOQUIA. Primera fase :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20DEL%20CONOCIMIENTO/GIC_CN_7549_2007.pdf"
"000000000756","269Reg","Central","Regiones","Libro","Evaluación de parámetros estructurales en la diferenciación de coberturas vegetales en el Páramo de Belmira (Antioquia) /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_202_1996.pdf"
"000000000751","273Reg","Central","Regiones","Libro","Conceptos técnicos silviculturales para la recuperación y manejo de cuencas /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_273REG_1996.pdf"
"000000000748","276Reg","Central","Regiones","Libro","Plan de Ordenamiento y Manejo Ambiental Cuenca Hidrográfica del Río Nus /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_102_1995_TOMO_1.pdf"
"000000000748","276Reg","Central","Regiones","Libro","Plan de Ordenamiento y Manejo Ambiental Cuenca Hidrográfica del Río Nus /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_102_1995_TOMO_2.pdf"
"000000000744","280Reg","Central","Regiones","Libro","Inventario de las fuentes de agua que surten las cabeceras de los municipios y corregimientos de la Región Suroeste /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_244_1996.pdf"
"000000000718","258Reg","Central","Regiones","Libro","Reserva Natural Farallones del Citará :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_117_1995_Tomo%201.pdf"
"000000000718","258Reg","Central","Regiones","Libro","Reserva Natural Farallones del Citará :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_117_1995_Tomo%202.pdf"
"000000000718","258Reg","Central","Regiones","Libro","Reserva Natural Farallones del Citará :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_117_1995_Tomo%203.pdf"
"000000000746","278Reg","Central","Regiones","Libro","Estudio sobre el origen de fuentes de agua salada en el departamento de Antioquia, Colombia /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_085_1996.pdf"
"000000000736","283Reg","Central","Regiones","Libro","Bases para la redistribución de caudales de la Quebrada la Sopetrana (municipio de Sopetrán), con elementos de ordenación territorial /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_086_1995.pdf"
"000000000720","286Reg","Central","Regiones","Libro","Caracterización limnológica de los recursos hídricos del Parque de Piedras Blancas :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_%20113_1995.pdf"
"000000000714","300Reg","Central","Regiones","Libro","Directrices para el manejo estratégico ambiental del Occidente Medio Antioqueño /","http://www.corantioquia.gov.co/ciadoc/PAT/PAT_CN_456_1996.pdf"
"000000000706","302Reg","Central","Regiones","Libro","Estructura de la comunidad de ciliados bentónicos en tres estaciones diferentes en el tramo alto de la quebrada Piedras Blancas (Medellín, Antioquia) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_084_1996.pdf"
"000000000683","317Reg","Central","Regiones","Libro","Evaluación del programa integrado de manejo, aprovechamiento forestal y alternativas de subsistencia, Priafas 1989-1995 /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_444_1996.pdf"
"000000000672","324Reg","Central","Regiones","Libro","Bases para el ordenamiento recreacional de la cuenca de Piedras Blancas en torno al recurso suelo /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_597_1997.pdf"
"000000007357","334Reg","Central","Regiones","Libro","Diagnóstico etnoambiental a comunidades negras :","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_354_1996.pdf"
"000000007357","334Reg","Central","Regiones","Libro","Diagnóstico etnoambiental a comunidades negras :","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_354_1996_ANEXO_1.pdf"
"000000007357","334Reg","Central","Regiones","Libro","Diagnóstico etnoambiental a comunidades negras :","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_354_1996_ANEXO_2.pdf"
"000000011929","453CD","Central","Electrónica","CD","Plan de ordenación y manejo de las cuencas hidrográficas de los ríos Tamar e Ité :","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_5596_2004.pdf"
"000000000652","340Reg","Central","Regiones","Libro","Inventario de las fuentes de agua que surten las cabeceras de municipios y corregimientos de la Región Norte /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_%20827_1997.pdf"
"000000004052","1241Le","Central","Especializ","Libro","Curso de Capacitación en Rehabilitación, Protección y Conservación de Suelos de Ladera :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_%20827_1997.pdf"
"000000000647","343Reg","Central","Regiones","Libro","Informe de la Corporación Autónoma Regional del Centro de Antioquia 1995 /","http://www.corantioquia.gov.co/ciadoc/INFORMES%20DE%20GESTI%C3%93N%20CORPORATIVOS/Informe%20Gestion%201995.pdf"
"000000017284","344Reg","Central","Regiones","Libro","Informe de gestión 1996 de la Corporación Autónoma Regional del Centro de Antioquia /","http://www.corantioquia.gov.co/ciadoc/INFORMES%20DE%20GESTI%C3%93N%20CORPORATIVOS/informe%20Gestion%201996.pdf"
"000000000623","361Reg","Central","Regiones","Libro","Modelos de recomposición de ecosistemas - hábitat para diferentes especies de aves /","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_085_1995.pdf"
"000000000602","380Reg","Central","Regiones","Libro","Puerto Colombia en la quebrada Bijagual una frontera ambiental entre la cordillera y la planicie aluvial :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_380REG_1998.pdf"
"000000000597","385Reg","Central","Regiones","Libro","La ribera del Tarazá como patrimonio ambiental urbano :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_385REG_1998.pdf"
"000000000596","386Reg","Central","Regiones","Libro","Ejercicio de lectura en campo de las quebradas, caños y riachuelos como parte integrante del paisaje urbano del municipio de Venecia :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_386REG_1997.pdf"
"000000000595","387Reg","Central","Regiones","Libro","El entorno urbano del Liceo ""Ciro Mendía"" en Caldas /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_387REG_1997.pdf"
"000000000591","391Reg","Central","Regiones","Libro","""El Silencio"" en Caucasia de caño natural a alcantarilla urbana /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_391REG_1998.pdf"
"000000000590","392Reg","Central","Regiones","Libro","La Amalia comunidad vecinal periurbana de Venecia /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_392REG_1997.pdf"
"000000000589","393Reg","Central","Regiones","Libro","Percepción ambiental del agua en Jardín Tamaná /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_393REG_1998.pdf"
"000000000588","394Reg","Central","Referencia","Libro","La comunidad vecinal de Palmichal en las minas de Venecia /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_394REG_1997.pdf"
"000000000587","395Reg","Central","Regiones","Libro","La mina de Amagá :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_395REG_1997.pdf"
"000000000586","396Reg","Central","Regiones","Libro","Patrimonio paisajístico y cultural de la cuenca carbonífera de la Sinifaná /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_396REG_1997.pdf"
"000000000582","400Reg","Central","Regiones","Libro","Poblamiento y ocupación de la carrilera entre la estación ""La Bastilla"" Angelópolis y la estación ""Camilocé Rpo de Amagá"" /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_400REG_1997.pdf"
"000000000581","401Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada La María : hidráulica, hidrología, saneamiento básico y socioeconomía :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_1.pdf"
,"AIRNR00026","Central","AIRNR","MEMORIA","Mamíferos no voladores reportados en el área de la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_5758_2005.pdf"
"000000000580","402Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada La Ospina o la Muñoz : hidráulica, hidrología, saneamiento básico y socieconomía :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_2.pdf"
"000000000579","403Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada Los Olivares : hidráulica, hidrología, saneamiento básico y socioeconomía :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_3.pdf"
"000000000577","405Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada la Jabalcona : hidráulica, hidrología, saneamiento básico y socioeconomía :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_6.pdf"
"000000000576","406Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada Aguas Negras : hidráulica, hidrología, saneamiento básico y socioeconomía :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_7.pdf"
"000000000575","407Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada La Justa : hidráulica, hidrología, saneamiento básico y socioeconomía :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_8.pdf"
"000000000574","408Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada La Tablaza : hidráulica, hidrología, saneamiento básico y socioeconomía :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_4.pdf"
"000000000578","404Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de las microcuencas de las quebradas La María y los Olivares : geología, geomorfología, suelos, usos del suelo y cobertura vegetal :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_9.pdf"
"000000000573","409Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada La Jabalcona : geología, geomorfología, suelos, usos del suelo y cobertura vegetal :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_10.pdf"
"000000000572","410Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de las microcuencas de las quebradas Aguas Negras, La Ospina y la Justa : geología, geomorfología, usos del suelo y cobertura vegetal :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_812_1997_11.pdf"
"000000000571","411Reg","Central","Regiones","Libro","Diagnóstico ambiental para la recuperación de la microcuenca de la quebrada La Tablaza : geología, geomorfología, suelos, usos del suelo y cobertura vegetal :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_720_1997.pdf"
"000000000569","413Reg","Central","Regiones","Libro","Acercamiento arqueológico a sitios prehispánicos alrededor de una fuente salina corregimiento Santa Rita, municipio de Andes :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_771_1997.pdf"
"000000000560","419Reg","Central","Regiones","Libro","Aproximación a las dinámicas de participación en la gestión ambiental en la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_192_2005_TOMO%20I.pdf"
"000000000560","419Reg","Central","Regiones","Libro","Aproximación a las dinámicas de participación en la gestión ambiental en la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_192_2025_TOMO%20II.pdf"
"000000000560","419Reg","Central","Regiones","Libro","Aproximación a las dinámicas de participación en la gestión ambiental en la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV192_2005_TOMO%20III.pdf"
"000000000560","419Reg","Central","Regiones","Libro","Aproximación a las dinámicas de participación en la gestión ambiental en la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_192_2005_TOMO%20IV.pdf"
"000000000560","419Reg","Central","Regiones","Libro","Aproximación a las dinámicas de participación en la gestión ambiental en la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_192_2005_TOMO%20V.pdf"
"000000007696","34DVD","Central","Electrónica","DVD","Plan de Ordenación y Manejo de la Cuenca del Río Aburrá :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_835_1997.pdf"
"000000000556","421Reg","Central","Regiones","Libro","Bases para la elaboración de un diagnóstico ambiental y social en el corregimiento de San Cristóbal, área de influencia de la obra conexión vial Aburrá-Cauca /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_450_1996.pdf"
"000000000777","256Reg","Central","Regiones","Libro","Caracterización y formulación de un plan de manejo del complejo de mármoles y calizas del Cañón del Río Alicante /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_095_1995.pdf"
"000000000806","234Reg","Central","Regiones","Libro","Estudio sobre biodiversidad en la reserva natural regional Bajo Cauca - Nechí en el departamento de Antioquia. Fase 1 : inventario florístico preliminar :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_4041_2002.pdf"
,"AIRNR00018","Central","AIRNR","MEMORIA","Inventario y caracterización de la avifauna asociada a ojos de agua salada en la jurisdicción de la Corporación","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_OSSP_4594_2009.pdf"
,"AIRNR00022","Central","AIRNR","MEMORIA","Evaluación de las condiciones biofísicas y ecológicas de catorce (14) predios visitados en las direcciones territoriales Panzenú, Zenufaná y Hevéxicos para el mejoramiento del programa de reubicación de fauna silvestre","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_OSSP_4594_2009.pdf"
,"AIRNR00021","Central","AIRNR","MEMORIA","Diagnóstico sobre el estado de conocimiento de insectos bajo la jurisdicción de CORANTIOQUIA con base en información secundaria","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_OSSP_2851_2005.pdf"
,"AIRNR00025","Central","AIRNR","MEMORIA","Caracterización de poblaciones de psitácidos en el Valle de Aburrá-Antioquia","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_7534_2008.pdf"
,"AIRNR00031","Central","AIRNR","MEMORIA","Modelos de recuperación de áreas degradadas por minería de oro de aluvión","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_9401_2012.pdf"
"000000000523","440Reg","Central","Regiones","Libro","Delimitación de la cuenca del río San Juan con énfasis en procesos erosivos /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_00542_1998.pdf"
"000000000519","442Reg","Central","Regiones","Libro","Aproximación a una comprensión ambiental de las formaciones paramunas de Antioquia como sistema territorial /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_428_1996.pdf"
"000000000514","444Reg","Central","Regiones","Libro","Conservación, ordenamiento y manejo del sistema de páramos y bosques altoandinos del Noroccidente Medio Antioqueño /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_444Reg_1999_Tomo%201.pdf"
"000000000514","444Reg","Central","Regiones","Libro","Conservación, ordenamiento y manejo del sistema de páramos y bosques altoandinos del Noroccidente Medio Antioqueño /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_444Reg_1999_Tomo%202.pdf"
"000000000512","445Reg","Central","Regiones","Libro","Plan de ordenamiento y manejo del Parque Regional Arví /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_445Reg_1999_Tomo_I.pdf"
"000000000512","445Reg","Central","Regiones","Libro","Plan de ordenamiento y manejo del Parque Regional Arví /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_445Reg_1999_Tomo_II.pdf"
"000000000509","446Reg","Central","Regiones","Libro","Indicadores territoriales de sostenibilidad :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_911_1997.pdf"
"000000000504","448Reg","Central","Regiones","Libro","Diagnóstico rural comunitario en la microcuenca de la quebrada la Herradura Barbosa Antioquia /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_448REG_1998.pdf"
"000000000503","449Reg","Central","Regiones","Libro","Plan de manejo ecoturístico del Cañón del Río Alicante /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_1155_1998.pdf"
"000000004940","1308Le","Central","Especializ","Libro","El Sistema Nacional Ambiental -SINA- en CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/AUTORIDAD%20AMBIENTAL/AIRNR_AUTORIDADAMBIENTAL_1308LE_1999.pdf"
"000000000500","451Reg","Central","Regiones","Libro","Investigaciones arqueológicas en la cuenca alta de la quebrada Piedras Blancas corregimiento de Santa Elena Medellín /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_1219_1998.pdf"
"000000000498","452Reg","Central","Regiones","Libro","Prospección arqueológica en los ecosistemas estratégicos del Valle de Aburrá : Cerro Manzanillo, Itagüí :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_1220_1998.pdf"
"000000000496","453Reg","Central","Regiones","Libro","Caracterización de las áreas amortiguadoras del Parque Nacional Natural Paramillo en el municipio de Ituango Antioquia /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_%C3%81REASPROTEGIDAS_453REG_1998.pdf"
"000000000493","455Reg","Central","Regiones","Libro","Modelos de restauración ecológica en áreas críticas de la reserva natural Farallones del Citará /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_830_1997_TOMO_1.pdf"
"000000000493","455Reg","Central","Regiones","Libro","Modelos de restauración ecológica en áreas críticas de la reserva natural Farallones del Citará /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_830_1997_TOMO_2.pdf"
"000000000488","456Reg","Central","Regiones","Libro","Mejoramiento ambiental de los trapiches paneleros en el municipio de Cisneros :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_456REG_1999.pdf"
"000000005080","1440Le","Central","Especializ","Libro","Memorias Curso-Taller Selección, Clasificación y Manejo de Fuentes Semilleras :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_1440Le_1999.pdf"
"000000000482","458Reg","Central","Regiones","Libro","Proyecto Vereda Buga :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_00084_1226_1998.pdf"
"000000000481","459Reg","Central","Regiones","Libro","Recuperación de la memoria cultural e identificación de los referentes geográficos y simbólicos del municipio de La Pintada /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_459REG_1999.pdf"
"000000000438","500Reg","Central","Regiones","Libro","Guía ilustrada de los briófitos del Parque Arví :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_500Reg_1999.pdf"
"000000009822","524Reg","Central","Regiones","Libro","Diversidad vegetal en Donmatías :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6425_2005_Tomo1.pdf"
"000000009822","524Reg","Central","Regiones","Libro","Diversidad vegetal en Donmatías :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6425_2005_Tomo%202.pdf"
"000000005214","1564Le","Central","Especializ","Libro","Aseo urbano y plan de ordenamiento territorial /","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_1564LE_1999_TOMO_1.pdf"
"000000005214","1564Le","Central","Especializ","Libro","Aseo urbano y plan de ordenamiento territorial /","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_1564LE_1999_TOMO_2.pdf"
"000000000209","729Reg","Central","Regiones","Libro","Informe final sobre el proyecto de capacitación en articulaciones de las comunidades indígenas del Bajo Cauca y Nordeste Antioqueño a los Planes de Ordenamiento Territorial Municipal (P.O.T.M.) :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1637_1999.pdf"
"000000000180","700Reg","Central","Regiones","Libro","La esquina de la 82 como lugar de encuentro y referente urbano /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_700REG_1999.pdf"
"000000000177","703Reg","Central","Regiones","Libro","Arraigo, pertenencia y patria ancestral en las estaciones El Limón, Sofía y Cisneros /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_703REG_1999.pdf"
"000000000178","702Reg","Central","Regiones","Libro","Paradojas territoriales de la cultura juvenil urbana en el Liceo Manuel José Caicedo de Barbosa /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_702REG_1999.pdf"
,"AIRNR00593","Central","AIRNR","MEMORIA","Plan de ordenación y manejo de la cuenca hidrográfica del río Man /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_1705_39_2018_Diagn%C3%B3stico%20R%C3%ADo%20Taraz%C3%A1.pdf"
,"AIRNR00002","Central","AIRNR","MEMORIA","Implementación de acciones tendientes a la reubicación de garzas bueyeras bubulcus ibis asentadas en las zonas urbanas de algunos municipios de la Dirección Territorial Citará :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_MC_94_2012.pdf"
"000000009856","545Reg","Central","Regiones","Libro","Plan de asesoría organizacional y forestal del programa ambiental y de manejo de recursos naturales, componente microcuencas /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_545REG_1997.pdf"
