"c_digo_de_barras","signatura_topogr_fica","sede_donde_se_encuentra","colecci_n","tipo_de_documento","t_tulo_del_documento","url"
"000000017412","2191Reg","Central","Regiones","Libro","Avances en la estrategia para la conservación de las especies de la familia Magnoliaceae en jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_2191Reg_2011.pdf"
"000000003272","2187Reg","Central","Regiones","Libro","Las aguas subterráneas un recurso vital para la sostenibilidad /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_2187Reg_2011.pdf"
"000000003262","2196Reg","Central","Regiones","Libro","Fenología reproductiva de especies forestales nativas en la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_2196Reg_2011.pdf"
"000000026788","234Si-10","Central","Infantil","Libro","El señor de los Magnolios también conjuga el verbo verdear","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_234sI-10_2011.pdf"
"000000009121","365DVD","Central","Electrónica","DVD","Diversidad de especies de las familias Araceae y Melastomataceae en los bosques andinos y páramos del altiplano Norte de Antioquia /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8781_2010.pdf"
"000000003259","2198Reg","Central","Regiones","Libro","Ordenación forestal sostenible de los bosques naturales del municipio de Anorí. Primera fase :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_371_2009_Tomo%201.pdf"
"000000003259","2198Reg","Central","Regiones","Libro","Ordenación forestal sostenible de los bosques naturales del municipio de Anorí. Primera fase :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_371_2009_Tomo%202.pdf"
"000000003248","2210Reg","Central","Regiones","Libro","Fortalecimiento de los proyectos de gestión integral de residuos sólidos de la caracterización de impactos ambientales, sanitarios, ocupacionales y capacitación y apoyo a recuperadores en 9 corregimientos del área metropolitana adscritos a los municipios de Medellín, Barbosa, La Estrella y Bello :","http://www.corantioquia.gov.co/ciadoc/RESIDUOS%20SOLIDOS/GA_CN_7897_2007.pdf"
"000000009117","360DVD","Central","Electrónica","DVD","Actualización al Plan de Manejo Ambiental del Complejo Cenagoso de Barbacoas. Yondó, Antioquia /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_634_2010.pdf"
"000000009118","361DVD","Central","Electrónica","DVD","Lineamientos de Manejo Ambiental del Distrito de Manejo Integrado - DMI - Bajo Cauca - Nechí - Antioquia /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CV_465_2010.pdf"
"000000009119","362DVD","Central","Electrónica","DVD","Determinación de las condiciones de calidad y cantidad (fisicoquímicas y microbiológicas) de las aguas superficiales abastecedoras y receptoras de vertimientos en las cuencas del área de influencia del sector eléctrico y calcular el ICA (Índice de Calidad Ambiental) para cada una de ellas /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_8832_2011.pdf"
"000000009120","363DVD","Central","Electrónica","DVD","Estudio geológico-geotécnico sector El Templete, municipio de Valdivia :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_8894_2011.pdf"
"000000003270","2190Reg","Central","Regiones","Libro","Mapa de análisis de amenaza por deforestación de los bosques naturales de la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_612_2011.pdf"
"000000026215","2514Reg","Central","Regiones","Libro","Diagnóstico ambiental microcuenca La Irene :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_1781FLL_2001.pdf"
"000000026214","2516Reg","Central","Regiones","Libro","Diagnóstico ambiental de la microcuenca que surte el acueducto del Corregimiento Altamira /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_1782FLL_2001.pdf"
"000000028985","2186Reg
CD","Central","Electrónica","CD","Informe de gestión 2011 /","http://www.corantioquia.gov.co/ciadoc/INFORMES%20DE%20GESTI%C3%93N%20CORPORATIVOS/Informe%20Gestion%202011.pdf"
"000000006693","2864Le","Central","Especializ","Libro","Del dicho al hecho :","http://www.corantioquia.gov.co/SiteAssets/Lists/Administrar%20Contenidos/EditForm/1_del_dicho_al_hecho.pdf"
"000000027845","815CD","Central","Electrónica","CD","Ordenación forestal sostenible de los bosques fragmentados del Altiplano Norte del Departamento de Antioquia. Segunda fase :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8480_2009.pdf"
"000000026851","816CD","Central","Electrónica","CD","Plan de acción 2007 - 2011 :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/PlandeAccion_2007_2011.pdf"
,"IG00007","Central","PAT","MEMORIA","Informe de gestión 2009 /","http://www.corantioquia.gov.co/ciadoc/INFORMES%20DE%20GESTI%C3%93N%20CORPORATIVOS/Informe%20Gestion%202009.pdf"
"000000010535","2184Le","Central","Especializ","Libro","Construcción de una base concertada para el manejo de fauna en los municipios de Jardín, Andes, Betania, Ciudad Bolívar, Jericó y Támesis :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_FAUNA_2184LE_2002.pdf"
"000000009540","424CD","Central","Electrónica","CD","Determinantes socioeconómicos y físico espaciales para el ordenamiento ambiental territorial de la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_5896_2004.pdf"
,"AIRNR00143","Central","AIRNR","MEMORIA","Puesta en marcha de compromisos con extractores de flora y fauna silvestre en los territorios de las Oficinas Territoriales Cartama y Citará /","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_5046_2000.pdf"
"000000003860","1708Reg","Central","Regiones","Libro","Zonificación de amenazas por movimientos en masa y por avenidas torrenciales para el área rural del municipio de Ituango y zonificación de amenazas y riesgos por movimientos en masa y por inundaciones para el casco urbano y los corregimientos de Santa Rita y la Granja /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_SUELO_1708REG_2002.pdf"
,"GC00047","Central","Gestión de la Cultura","MEMORIA","Proyecto vivero escuela multiveredal vereda San Andrés","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_3322_2001.pdf"
"000000009592","377CD","Central","Electrónica","CD","Taller teórico práctico sobre la aplicación y seguimiento a los protocolos de marcaje en fauna silvestre :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_6011_2004.PDF"
,"AIRNR00157","Central","AIRNR","MEMORIA","Delimitación de las áreas de influencia de páramos en la jurisdicción de Corantioquia y definición de las estrategias de planificación y conservación. Complejo de páramos :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_9793_2013_1.pdf"
,"AIRNR00541","Central","AIRNR","MEMORIA","Complejo de cerros metropolitanos /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_9793_2013_5.pdf"
,"AIRNR00538","Central","AIRNR","MEMORIA","Complejo las Alegrías, San José - Cerro Plateado /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_9793_2013_2.pdf"
,"AIRNR00540","Central","AIRNR","MEMORIA","Cuchilla Jardín -Támesis /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_9793_2013_4.pdf"
,"AIRNR00539","Central","AIRNR","MEMORIA","Complejo de páramos de los farallones del Citará /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_9793_2013_3.pdf"
"000000012396","2285Reg","Central","Regiones","Libro","Estudio hidrológico y diseño de obras para mitigar la amenaza por inundacion en la quebrada San Ignacio, área urbana del municipio de Caramanta :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_1403-42_2014.pdf"
"000000024931","868CD","Central","Electrónica","CD","Estudio hidrológico y diseño de obras para mitigar la amenaza por inundacion en la Quebrada La Peladero, Vereda Los Gómez, Municipio de Itagüi :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_9421_2012.pdf"
,"GC00043","Central","Gestión de la Cultura","MEMORIA","Informe final Convenio 438 de 2009, proyectos ciudadanos de educación ambiental","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_438_2009_2.pdf"
"000000027713","821CD","Central","Electrónica","CD","Plan de manejo del área de reserva Guayabito - Caracolí, municipio de Amalfi :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7239_2006.pdf"
"000000027010","840CD","Central","Electrónica","CD","Fenología reproductiva de especies forestales nativas presentes en la jurisdicción de Corantioquia un paso hacia su conservación :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7964_2008.pdf"
,"AIRNR00588","Central","AIRNR","MEMORIA","Formulación del plan integral de manejo del Distrito de Manejo Integrado de los recursos naturales renovables Cuchilla Jardín-Támesis","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_OSSP_4645_2010.pdf"
,"GC00040","Central","Gestión de la Cultura","MEMORIA","Informe final Convenio 438 de 2009, proyectos ciudadanos de educación ambiental","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_438_2009_1.pdf"
"000000027706","829CD","Central","Electrónica","CD","Elaboración de los estudios hidrológicos, hidráulicos y geológicos necesarios para determinar las alternativas más apropiadas, para mitigar las inundaciones que afectan las haciendas Providencia y Uruguay y predios aledaños aguas abajo entre el nacimiento del Caño Barro y la Ciénaga de San Lorenzo en el municipio de Nechí :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_9515_2012.pdf"
,"GC00052","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Zancudito, municipio de Belmira","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_3.pdf"
"000000003200","2261Reg","Central","Regiones","Libro","Plan de manejo ambiental de acuíferos - PMAA - de la Dirección Territorial Panzenú. Fase I :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_8823_2010.pdf"
"000000026668","MIR12","Central","Institucional-Reserva","Libro","Puntadas para la construcción de una red de proyectos ambientales escolares /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_962_2013.pdf"
"000000026668","MIR12","Central","Institucional-Reserva","Libro","Puntadas para la construcción de una red de proyectos ambientales escolares /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_962_2013_Cuento.pdf"
,"GC00054","Central","Gestión de la Cultura","MEMORIA","Marco conceptual y metodológico Convenio 1410-85 de 2014 /","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_2.pdf"
"000000027711","824CD","Central","Electrónica","CD","Estudios y diseños de las obras de mitigación del riesgo y patología estructural de las viviendas afectadas en la vereda El Raizal del municipio de Caldas, Antioquia /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_751_2012.pdf"
"000000027710","825CD","Central","Electrónica","CD","Estudio geológico - geotécnico y alternativas de solución para la estabilización del sector La Palestina, Municipio de Santa Bárbara, departamento de Antioquia :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_750_2012.pdf"
"000000027709","2356Reg","Central","Regiones","Libro","Estudio geológico geotécnico y diseño de obras para la recuperación del espejo de agua en la Ciénaga el Morro ubicada en el Páramo de Belmira /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7244_2006.pdf"
"000000027707","828CD","Central","Electrónica","CD","Estudio de socavación para un tramo de la quebrada Palmichala a la altura de las obras de captación de agua, ubicada en el municipio de Valparaíso - Antioquia /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_940_2013.pdf"
"000000027705","830CD","Central","Electrónica","CD","Caracterización y consolidación del Sistema Municipal de Áreas Protegidas (SIMAP) de Carolina del Príncipe - Antioquia :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_1000_2013.pdf"
"000000027168","440Reg ; 440RegDVD","Central","Cartográfi","Mapa","Delimitación de la cuenca del río San Juan con énfasis en procesos erosivos /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_00542_1998.pdf"
,"GC00059","Central","Gestión de la Cultura","MEMORIA","Informe final proyecto ambiental escolar","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_1407_11_2014.pdf"
"000000027014","836CD","Central","Electrónica","CD","Minería y patrimonio ambiental en Buriticá :","http://www.corantioquia.gov.co/ciadoc/SUELO/GC_CV_1008_2013.pdf"
,"GC00050","Central","Institucional-Reserva","MEMORIA","Proyecto ciudadano de educación ambiental - PROCEDA con los consejos comunitarios y comunidades afrocolombianas de la jurisdicción de CORANTIOQUIA para promover la etnoeducación y contribuir a la organización social, ambiental y territorial","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_OS_4882_2010.pdf"
"000000027092","2190reg","Central","Cartográfi","Mapa","Mapa de análisis de amenaza por deforestación de los bosques naturales de la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_612_2011.pdf"
,"AIRNR00373","Central","AIRNR","MEMORIA","Atención de emergencias con sustancias o residuos peligrosos","http://www.corantioquia.gov.co/SiteAssets/Lists/Administrar%20Contenidos/EditForm/cartillaresiduos.pdf"
,"AIRNR00372","Central","AIRNR","MEMORIA","Propagación y conservación de especies nativas arbóreas /","http://www.corantioquia.gov.co/SiteAssets/Lists/Administrar%20Contenidos/EditForm/Arb%C3%B3reas-Nativas.pdf"
,"GC00061","Central","Gestión de la Cultura","MEMORIA","Desarrollo de un proceso formativo que promueva la conformación y fortalecimiento de los CIDEAM en 33 municipios de la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1404_47_2014.pdf"
,"AIRNR00005","Central","AIRNR","MEMORIA","Cartilla para educación agroecológica","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_767_2012.pdf"
,"GC00031","Central","Gestión de la Cultura","MEMORIA","Desarrollo de procesos de Etnoeducación con los consejos comunitarios y las Comunidades negras del municipio de Yondó a través de la recuperación ambiental de caños y ciénagas asociados a la cuenca media del río Magdalena para la prevención del riesgo en puntos críticos y apoyar las actividades de gestión de conformidad con el PAAME","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_810%20_2012_1.pdf"
,"GC00063","Central","Gestión de la Cultura","MEMORIA","Informe final proyecto Guardianes de la Naturaleza","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_1404-43_2014.pdf"
"000000027000","382DVD","Central","Electrónica","DVD","Mapa de densidad de procesos y movimientos en masa /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_9901_2013_Vol%205.pdf"
"000000027004","382DVD","Central","Electrónica","DVD","Documento de análisis de avenidas torrenciales /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_9901_2013_Vol%201.pdf"
"000000027003","382DVD","Central","Electrónica","DVD","Documento técnico de análisis de factores detonantes por precipitación y sismicidad /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_9901_2013_Vol%202.pdf"
,"GC00062","Central","Gestión de la Cultura","MEMORIA","Informe final de sistematización de actividades CORANTIOQUIA - Municipio de Sabaneta","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_1408_33_2014.pdf"
"000000027001","382DVD","Central","Electrónica","DVD","Memoria técnica del mapa de amenaza por movimientos en masa /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_9901_2013_Vol%204.pdf"
,"GC00064","Central","Gestión de la Cultura","MEMORIA","Aunar esfuerzos para la realización de un proceso educativo ambiental que contribuya al fortalecimiento de las organizaciones comunitarias con fines ambientales en el municipio de angostura","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_1408_18_2014.pdf"
"000000026997","382DVD","Central","Electrónica","DVD","Susceptibilidad del terreno a la generación de inundaciones /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_9901_2013_Vol%208.pdf"
"000000026996","382DVD","Central","Electrónica","DVD","Memoria explicativa del mapa de susceptibilidad del terreno a los movimientos en masa /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_9901_2013_Vol%209.pdf"
,"AIRNR00020","Central","AIRNR","MEMORIA","Caracterización morfológica y genética molecular de primates en cautiverio","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_7605_2008.pdf"
,"AIRNR00015","Central","AIRNR","MEMORIA","Valoración económica, ecológica y socio – cultural de bienes y servicios ambientales en la cuenca del Río Grande :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_8811_2011.pdf"
,"GC00039","Central","Gestión de la Cultura","MEMORIA","Fortalecimiento ambiental de las comunidades negras del Bagre y Yondó","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_5780_2004.pdf"
,"AIRNR00032","Central","AIRNR","MEMORIA","Seguimiento del estado de las poblaciones de grandes felinos, así como la interacción de éstos con los pobladores y sus actividades productivas en el Magdalena Medio Antioqueño :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_OSSP_4938_2011.pdf"
,"AIRNR00029","Central","AIRNR","MEMORIA","Fortalecimiento del conocimiento de la ofidiofauna en la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_7578_2006.pdf"
,"AIRNR00030","Central","AIRNR","MEMORIA","Estudio del estado de conservación y distribución del ave migratoria amenazada Dendroica cerulea en el suroeste antioqueño","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_7527_2007.pdf"
,"AIRNR00038","Central","AIRNR","MEMORIA","Estrategia de mejoramiento para la administración del patrimonio natural en el procedimiento sancionatorio ambiental","http://www.corantioquia.gov.co/ciadoc/AUTORIDAD%20AMBIENTAL/AIRNR_SDC_00038_2014.pdf"
,"AIRNR00046","Central","AIRNR","MEMORIA","Un modelo para la administración de la demanda del recurso hídrico superficial en la Jurisdicción de Corantioquia","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_00046_2006.pdf"
,"AIRNR00039","Central","AIRNR","MEMORIA","Proceso de formulación, evaluación, seguimiento y control a los planes de saneamiento y manejo de vertimientos - PSMV - en la Jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_00039_2010.pdf"
,"AIRNR00040","Central","AIRNR","MEMORIA","Lineamientos proceso implementación tasa retributiva, quinquenio 2014 - 2018","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_00040_2012.pdf"
,"AIRNR00041","Central","AIRNR","MEMORIA","Metodología para la tasación de multas consagradas en la Ley 1333 de 2009","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_00041_2009.pdf"
,"AIRNR00044","Central","AIRNR","MEMORIA","Términos de referencia para la presentación de los planes de saneamiento y manejo de vertimientos (PSMV) /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_00044_2005.pdf"
,"AIRNR00045","Central","AIRNR","MEMORIA","Términos de referencia para la elaboración del programa de uso eficiente y ahorro del agua – PUEAA :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_00045_2014.pdf"
,"GC00002","Central","Gestión de la Cultura","MEMORIA","Pautas y lineamientos generales para apoyar el desarrollo de la educación ambiental en los municipios de la Jurisdicción mediante la asesoría en la conformación y consolidación de los CIDEAM municipales","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CA_00002_2010.pdf"
,"GC00003","Central","Gestión de la Cultura","MEMORIA","Observatorio de Educación e Investigación Ambiental (OBEI)","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CA_00003_2010.pdf"
,"GC00005","Central","Gestión de la Cultura","MEMORIA","Línea base de educación ambiental en clave de PRAE","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CA_00005_2011.pdf"
,"GC00006","Central","Gestión de la Cultura","MEMORIA","Plan de acción para avanzar en la transversalización del enfoque diferencial en la ejecución de los programas y proyectos de CORANTIQUIA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CA_00006_2013.pdf"
,"GC00007","Central","Gestión de la Cultura","MEMORIA","Escuela de Agroecología Campesino a Campesino","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CA_00007_2013.pdf"
,"GC00008","Central","Gestión de la Cultura","MEMORIA","Procesos Ciudadanos de Educación Ambiental, PROCEDA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CA_00008_2011.pdf"
,"GC00009","Central","Gestión de la Cultura","MEMORIA","La participación y la educación","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CA_00009_2003.pdf"
,"GC00010","Central","Gestión de la Cultura","MEMORIA","Lineamiento propuesta pedagógica para el desarrollo de procesos de educación ambiental y participación social en la jurisdicción de Corantioquia","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_1040_2013.pdf"
,"GC00011","Central","Gestión de la Cultura","MEMORIA","Plan de acción para la red de mesas ambientales PGATE “red comunitaria de participación en la gestión ambiental en el territorio PGATE”","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CA_00011_2006.pdf"
,"AIRNR00011","Central","AIRNR","MEMORIA","Liberación, reubicación y monitoreo de primates en el área de Jurisdicción CORANTIOQUIA. Marco Convenio del Comité Interinstitucional de Flora y Fauna de Antioquia – CIFFA","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_8883_2011.pdf"
,"AIRNR00033","Central","AIRNR","MEMORIA","Monitoreo de aves migratorias neotropicales en la jurisdicción de CORANTIOQUIA en las cuentas de Río Piedras y Río Frío","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_MC_109_2013.pdf"
,"AIRNR00047","Central","AIRNR","MEMORIA","Caracterización de la cría y comercialización de especies de aves silvestres exóticas en algunos municipios de las cuencas aportantes del sector eléctrico :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_OSSP_4465_2008.pdf"
,"AIRNR00048","Central","AIRNR","MEMORIA","Manejo, protección, recuperación, seguimiento y control de la fauna silvestre en la Dirección Territorial Cartama","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_OSSP_4789_2011.pdf"
,"AIRNR00008","Central","AIRNR","MEMORIA","Porsiacaso Gestión del Riesgo","http://www.corantioquia.gov.co/ciadoc/PRODUCCION%20MAS%20LIMPIA/AIRNR_MC_10_2011.pdf"
"000000023623","2227Reg","Central","Regiones","Libro","El sainete está corrido :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_8800_2010.pdf"
"000000023514","2975Le","Central","Especializ","Libro","Apuntes para el ordenamiento ambiental del territorio indígena /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_956_2013.pdf"
"000000025528","MIR60","Central","Institucional-Reserva","Folleto","Distrito de Manejo Integrado (DMI) :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_863_2012.pdf"
,"GC00055","Central","Gestión de la Cultura","MEMORIA","Hogares ecológicos del municipio de San Andres Cuerquia","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_1412_115_2014.pdf"
,"GC00057","Central","Gestión de la Cultura","MEMORIA","Informe de sistematización del fortalecimiento de 6 proyectos ambientales escolares en el municipio de Caracolí /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_1412_106_2014.pdf"
,"AIRNR00012","Central","AIRNR","MEMORIA","Caracterización de la abundancia, diversidad y estructura de las poblaciones y comunidades de plantas leñosas en el área de influencia del proyecto ordenación forestal sostenible para la zona productora de los bosques del norte y nordeste del departamento de Antioquia","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8227_2008.pdf"
,"AIRNR00049","Central","AIRNR","MEMORIA","Modelos experimentales de restauración ecológica en áreas críticas de la Reserva Natural Farallones del Citará Municipio de Andes","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6348_2005_Tomo%202.pdf"
,"AIRNR00050","Central","AIRNR","MEMORIA","Modelos experimentales de restauración ecológica en áreas críticas de la Reserva Natural Farallones del Citará Municipio de Betania","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6348_2005_Tomo%203.pdf"
,"AIRNR00051","Central","AIRNR","MEMORIA","Ordenación sostenible de los bosques del Norte y del Nordeste de Antioquia","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8568_2010.pdf"
,"AIRNR00052","Central","AIRNR","MEMORIA","Propuesta de incentivos a la conservación en las áreas protegidas de las territoriales Cartama y Citará de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8669_2010.pdf"
,"AIRNR00053","Central","AIRNR","MEMORIA","Cartilla para el aprovechamiento sostenible de los bosques del Norte y Nordeste de Antioquia","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8704_2010_2.pdf"
,"AIRNR00054","Central","AIRNR","MEMORIA","Extracción y secado natural de la madera","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8704_2010_1.pdf"
,"AIRNR00055","Central","AIRNR","MEMORIA","Procedimientos básicos de trabajo, uso, manejo y reconocimiento general de la motosierra","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8707_2010.pdf"
,"AIRNR00056","Central","AIRNR","MEMORIA","Cumplimiento a la normatividad expedida por el Ministerio de Medio Ambiente resolución 293 de 1998 para el Municipio de El Bagre","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8195_2008_1.pdf"
,"AIRNR00058","Central","AIRNR","MEMORIA","Estudio preliminar para la construcción del Plan de Manejo Ambiental en las áreas con vocación forestal creado por la Ley segunda Municipio de El Bagre y un acercamiento a los sistemas productivos de la población campesina","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8195_2008_2.pdf"
,"AIRNR00059","Central","AIRNR","MEMORIA","[Informe final] actividad 2.1 apoyar las operaciones municipales de sustracción de áreas sin bosques clasificadas como forestales según la ley 2 de 1959","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8203_2008.pdf"
,"AIRNR00060","Central","AIRNR","MEMORIA","Primera fase del estudio técnico, socioeconómico y ambiental para apoyar las operaciones municipales de sustracción de áreas clasificados como forestales según la Ley 2ª de 1959, en la reserva forestal del Magdalena Medio (RFMM)","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8204_2008.pdf"
,"AIRNR00061","Central","AIRNR","MEMORIA","Primera fase del estudio técnico, socioeconómico y ambiental para apoyar las operaciones municipales de sustracción de áreas clasificados como forestales según la Ley 2ª de 1959, en la reserva forestal del Magdalena Medio (RFMM)","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8202_2008.pdf"
,"AIRNR00062","Central","AIRNR","MEMORIA","Diseño de modos de apoyo a los operadores para acceso a crédito","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8238_2008.pdf"
,"AIRNR00063","Central","AIRNR","MEMORIA","Guía sobre aplicación de tratamientos silviculturales para la recuperación biológica y productiva de los bosques secundarios","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8254_2009_2.pdf"
,"AIRNR00064","Central","AIRNR","MEMORIA","Elementos ecológicos, silviculturales, sociales y económicos para el desarrollo de plantaciones de enriquecimiento en bosques secundarios del Norte y Nordeste de Antioquia (Colombia)","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8254_2009_1.pdf"
