"a_o","identificador_de_la_orden","rama_de_la_entidad","sector_de_la_entidad","entidad","solicitante","fecha","proveedor","estado","solicitud","items","total","agregacion","ciudad","entidad_obigada"
"2021","70573","Ejecutiva","Defensa Nacional","NORTE DE SANTANDER  CENTRAL ADMINISTRATIVA Y CONTABLE CENAC CUCUTA","Luis Fernando Ruiz Arias","2021-06-09T00:00:00.000","UT Nimbit Union Temporal Nimbit","Cerrada","125518","Ver Conjunto detalle","11011784","IAD Softare I  Microsoft","CÚCUTA","Obligada"
"2021","70618","Ejecutiva",,"ALCALDIA DE TENJO","Sonia Patricia Gonzalez Bernal","2021-06-10T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","125610","Ver Conjunto detalle","35267073","IAD Softare I  Microsoft","TENJO","No obligada"
"2021","70782","Ejecutiva","Planeación","DEPARTAMENTO NACIONAL DE PLANEACION","Roberto Rommel Diazgranados Diaz","2021-06-15T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","125812","Ver Conjunto detalle","1433737067","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","70798","Ejecutiva",,"ALCALDIA LOCAL DE CIUDAD BOLIVAR","Horacio Guerrero Garcia","2021-06-15T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","125207","Ver Conjunto detalle","96940082","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2021","70850","Ejecutiva","Educación Nacional","ALCALDIA DE CARTAGENA DE INDIAS","illiam Jorge Dau Charmatt","2021-06-15T00:00:00.000","UT Soft IG 3","Emitida","126001","Ver Conjunto detalle","35617986","IAD Softare I  Microsoft","CARTAGENA","No obligada"
"2021","70878","Ejecutiva","Justicia y del Derecho","ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE ALTA Y MEDIANA SEGURIDAD POPAYAN","Sandra Patricia Hoyos Delgado","2021-06-16T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","125408","Ver Conjunto detalle","1151000","IAD Softare I  Microsoft","POPAYAN","Obligada"
"2021","70921","Ejecutiva","Agricultura y Desarrollo Rural","INSTITUTO COLOMBIANO AGROPECUARIO ICA","Silvia Juliana Saavedra Arguello","2021-06-16T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","126118","Ver Conjunto detalle","170000000","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","70925","Ejecutiva","Justicia y del Derecho","MINISTERIO DE JUSTICIA Y DEL DERECHO","Jose Eliberto Fonseca Ruiz","2021-06-16T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","126073","Ver Conjunto detalle","582319130","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","70943","Ejecutiva","Ciencia y Tecnología","MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION","Maria Clemencia Reyes Gomez","2021-06-17T00:00:00.000","Unión Temporal DELL EMC","Emitida","125892","Ver Conjunto detalle","597216897","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","70981","Ejecutiva","Hacienda y Crédito Público","UAE  CONTADURIA GENERAL DE LA NACION","Luz Mary Murillo Franco","2021-06-17T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Cancelada","126060","Ver Conjunto detalle","81498011","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","71043","Ejecutiva","Agricultura y Desarrollo Rural","BOGOTA DCAGENCIA DE DESARROLLO RURAL","Maria Isabel Montoya Zuleta","2021-06-18T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","126148","Ver Conjunto detalle","513805388","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","71120","Ejecutiva","Defensa Nacional","CAJA PROMOTORA DE VIVIENDA MILITAR Y DE POLICIA","Luis Felipe Paredes Cadena","2021-06-18T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","126360","Ver Conjunto detalle","1089481671","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2021","71113","Ejecutiva","Comercio Industria y Turismo","SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO","Lilia Adriana Matiz Florez","2021-06-18T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Cerrada","126354","Ver Conjunto detalle","133560126","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","71115","Judicial","Justicia y del Derecho","RAMA JUDICIAL  CONSEJO SUPERIOR DE LA JUDICATURA","Jose Mauricio Cuestas Gomez","2021-06-18T00:00:00.000","Unión Temporal DELL EMC","Cerrada","125919","Ver Conjunto detalle","1136531723","IAD Softare I  Microsoft","Bogota d.c.","No obligada"
"2021","71146","Ejecutiva","Hacienda y Crédito Público","VALLE DEL CAUCAUNIDAD DE RENTAS","Zoraida Bravo Pineda","2021-06-21T00:00:00.000","UT Nimbit Union Temporal Nimbit","Cerrada","126479","Ver Conjunto detalle","24316460","IAD Softare I  Microsoft","CALI",
"2021","71150","Organismos autónomo o independientes","Comercio Industria y Turismo","FONDO NACIONAL DEL TURISMO","Cristobal Armando Maya Quintero","2021-06-21T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","126559","Ver Conjunto detalle","77861880","IAD Softare I  Microsoft","Bogota",
"2021","71207","Organismos autónomo o independientes","No Aplica","JURISDICCION ESPECIAL PARA LA PAZ","Luis Felipe Rivera García","2021-06-21T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","126645","Ver Conjunto detalle","1791366304","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","71223","Ejecutiva","Educación Nacional","BOGOTA  UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS","Eduard Arnulfo Pinilla Rivera","2021-06-22T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","126725","Ver Conjunto detalle","259678265","IAD Softare I  Microsoft","Bogota D.C.","No obligada"
"2021","71238","Ejecutiva","Interior","INSTITUTO DISTRITAL DE LA PARTICIPACION Y ACCION COMUNAL","Lázaro Ramírez Salazar","2021-06-22T00:00:00.000","Unión Temporal DELL EMC","Emitida","126766","Ver Conjunto detalle","47325921","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","71279","Ejecutiva","Función Pública","ANTIOQUIA  ALCALDIA DE MARINILLA","Jose Gildardo Hurtado Alzate","2021-06-23T00:00:00.000","Unión Temporal DELL EMC","Emitida","126863","Ver Conjunto detalle","42658858","IAD Softare I  Microsoft","Marinilla","No obligada"
"2021","71285","Ejecutiva","Transporte","AGENCIA NACIONAL DE SEGURIDAD VIAL","Luz Andrea Venegas Casallas","2021-06-23T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","126856","Ver Conjunto detalle","3794990","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","71331","Judicial","Justicia y del Derecho","FONDO ESPECIAL PARA LA ADMINISTRACION DE BIENES DE LA FISCALÍA GENERAL DE LA NACIÓN","Leydi Marcela Rodriguez Baez","2021-06-23T00:00:00.000","Unión Temporal DELL EMC","Emitida","126898","Ver Conjunto detalle","2775974008","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","71320","Ejecutiva","Inclusión social y reconciliación","INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR","Angie Viviana Alvarez Rojas","2021-06-23T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Cerrada","126830","Ver Conjunto detalle","508991867","IAD Softare I  Microsoft","Bogotà D.C.","Obligada"
"2021","71345","Ejecutiva","Defensa Nacional","COMANDO ARMADA NACIONAL","Julian David Josa Baron","2021-06-24T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","126924","Ver Conjunto detalle","98833879","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","71386","Ejecutiva","Trabajo","SERVICIO NACIONAL DE APRENDIZAJE  SEDE CALLE 57","Pablo Fernando Arciniegas Chamorro","2021-06-24T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","127030","Ver Conjunto detalle","3000000000","IAD Softare I  Microsoft","Bogotá DC","Obligada"
"2021","71416","Ejecutiva","Hacienda y Crédito Público","FONDO DE GARANTIAS DE ENTIDADES COOPERATIVAS","María Elena Grueso Rodriguez","2021-06-24T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Cerrada","127051","Ver Conjunto detalle","238345901","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2021","71550","Ejecutiva","Transporte","INSTITUTO NACIONAL DE VIAS","Sara Sofia Garcia Garcia","2021-06-28T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","127285","Ver Conjunto detalle","86088785","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","71628","Ejecutiva","Defensa Nacional","COMANDO GENERAL FUERZAS MILITARES","Sandra Patricia Grimaldo Alvarez","2021-06-28T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","127452","Ver Conjunto detalle","100000000","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","71677","Ejecutiva",,"ALCALDÍA DE ARMENIA","José Arley Herrera Gaviria","2021-06-29T00:00:00.000","Unión Temporal DELL EMC","Emitida","126982","Ver Conjunto detalle","136410801","IAD Softare I  Microsoft","ARMENIA - QUINDIO","No obligada"
"2021","71730","Ejecutiva","Defensa Nacional","FUERZA AÉREA COLOMBIANA  OFICINA GOBIERNO CORPORATIVO DE TIC","Luisa Fernanda Diaz Carvajal","2021-06-30T00:00:00.000","UT Soft IG 3","Emitida","127640","Ver Conjunto detalle","316407576","IAD Softare I  Microsoft","bogota","Obligada"
"2021","71750","Ejecutiva","Salud y Protección Social","FONDO FINANCIERO DISTRITAL DE SALUD","Francisco Jose Guerrero Loaiza","2021-06-30T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","127667","Ver Conjunto detalle","1500000000","IAD Softare I  Microsoft","Bogotà DC","No obligada"
"2021","71772","Ejecutiva","Justicia y del Derecho","UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS","Jessica contreras lloreda","2021-06-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","127694","Ver Conjunto detalle","164359021","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","71841","Organismos autónomo o independientes","Ciencia y Tecnología","CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL","Johan Sebastian Eslava Garzón","2021-07-01T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","127889","Ver Conjunto detalle","6978000","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","71853","Ejecutiva","Inteligencia Estrategica y Contrainteligencia","DIRECCION NACIONAL DE INTELIGENCIA","Juan Carlos Arcila Velasquez","2021-07-02T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","127708","Ver Conjunto detalle","50952468","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","71882","Ejecutiva","Inclusión social y reconciliación","UNIDAD ATENCION REPARACION INTEGRAL A VICTIMAS","Victor Edgardo Duran Martinez","2021-07-02T00:00:00.000","UT Soft IG 3","Emitida","127904","Ver Conjunto detalle","3773224504","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","71883","Ejecutiva","Planeación","CUNDINAMARCA  SECRETARIA DE PLANEACION Y ORDENAMIENTO TERRITORIAL  SOACHA","Luz Marina Galindo Caro","2021-07-02T00:00:00.000","Unión Temporal DELL EMC","Emitida","127968","Ver Conjunto detalle","19100251","IAD Softare I  Microsoft","Soacha","No obligada"
"2021","71898","Ejecutiva","No Aplica","FONDO DE DESARROLLO LOCAL DE PUENTE ARANDA","Rosa Montero Torres","2021-07-02T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","127995","Ver Conjunto detalle","42575765","IAD Softare I  Microsoft","Bogotá D.C",
"2021","71928","Organismos autónomo o independientes",,"CONTRALORIA GENERAL DE LA REPUBLICA","Sandra Patricia Bohorquez Gonzalez","2021-07-02T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","128032","Ver Conjunto detalle","1432041803","IAD Softare I  Microsoft","Bogotá, D.C.","No obligada"
"2021","72045","Ejecutiva","Agricultura y Desarrollo Rural","FONDO PARA EL FINANCIAMIENTO DEL SECTOR AGROPECUARIO","Marisol Duque Gomez","2021-07-07T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","128214","Ver Conjunto detalle","53572060","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","72078","Ejecutiva","Presidencia de la República","AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN  ARN","Cindy Cervantes Arias","2021-07-07T00:00:00.000","Unión Temporal DELL EMC","Emitida","128188","Ver Conjunto detalle","4778858791","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","72260","Organismos autónomo o independientes","Función Pública","PROCURADURIA GENERAL DE LA NACION","Reymundo Sojo Ortiz","2021-07-09T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","128522","Ver Conjunto detalle","3002899818","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","72399","Organismos autónomo o independientes",,"CONTRALORIA GENERAL DE LA REPUBLICA","Sandra Patricia Bohorquez Gonzalez","2021-07-13T00:00:00.000","Unión Temporal DELL EMC","Emitida","128660","Ver Conjunto detalle","1125800000","IAD Softare I  Microsoft","BOGOTÁ, D.C.","No obligada"
"2021","72415","Ejecutiva","Defensa Nacional","MINISTERIO DE DEFENSA NACIONAL","Luz Amanda Morales Rodriguez","2021-07-13T00:00:00.000","UT Soft IG 3","Emitida","128824","Ver Conjunto detalle","283937300","IAD Softare I  Microsoft","BOGOTA D.C","Obligada"
"2021","72433","Ejecutiva","Presidencia de la República","AGENCIA DE RENOVACION DEL TERRITORIO","Pamela Isabel Santacruz Hernandez","2021-07-13T00:00:00.000","Soluciones Orión Sucursal Colombia","Cerrada","128657","Ver Conjunto detalle","282617935","IAD Softare I  Microsoft","Bogota D.C.","Obligada"
"2021","72471","Ejecutiva","No Aplica","ANTIOQUA  MUNICIPIO DE ITAGUI","Luisa Fernanda Acevedo Mesa","2021-07-14T00:00:00.000","Unión Temporal DELL EMC","Emitida","128576","Ver Conjunto detalle","28650377","IAD Softare I  Microsoft","Itagüí","No obligada"
"2021","72502","Ejecutiva","Hacienda y Crédito Público","INSTITUTO DE FOMENTO Y DESARROLLO DE BOYACA","Gabriel Alejandro Alvarez Sierra","2021-07-14T00:00:00.000","UT SOFTLINEBEX 2020","Cancelada","129049","Ver Conjunto detalle","1983748","IAD Softare I  Microsoft","TUNJA","No obligada"
"2021","72524","Ejecutiva","Hacienda y Crédito Público","FOGAFIN","Jairo Enrique Osorio Bustamante","2021-07-15T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","129046","Ver Conjunto detalle","5973360","IAD Softare I  Microsoft","Bogota","No obligada"
"2021","72631","Ejecutiva","Justicia y del Derecho","INPEC  ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE VILLAVICENCIO","Lilly Morales Hortua","2021-07-16T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","129185","Ver Conjunto detalle","1407098","IAD Softare I  Microsoft","VILLAVICENCIO","Obligada"
"2021","72638","Ejecutiva","Justicia y del Derecho","ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE ALTA Y MEDIANA SEGURIDAD POPAYAN","Sandra Patricia Hoyos Delgado","2021-07-16T00:00:00.000","Colombia Telecomunicaciones SA ESP","Emitida","129161","Ver Conjunto detalle","1773021","IAD Softare I  Microsoft","POPAYAN","Obligada"
"2021","72648","Ejecutiva","Minas y Energía","BOGOTA DC  UNIDAD DE PLANEACION MINERO ENERGETICA  UPME","Alejandro German Alfredo Carrillo Carrillo","2021-07-16T00:00:00.000","ALFAPEOPLE ALFA PEOPLE ANDINO SAS","Emitida","129052","Ver Conjunto detalle","179199713","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","72670","Ejecutiva","Hacienda y Crédito Público","SUPERINTENDENCIA DE ECONOMIA SOLIDARIA","Diana Carolina Ramos Pieschacon","2021-07-16T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Cerrada","129170","Ver Conjunto detalle","252435168","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","72775","Ejecutiva","Vivienda, Ciudad y Territorio","COMISION REG AGUA POTABLE SANEAMIENTO BASICO","Sandra Milena Fortich Torres","2021-07-21T00:00:00.000","Unión Temporal DELL EMC","Emitida","129311","Ver Conjunto detalle","225186960","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","72935","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","TOLIMA  CORPORACION AUTONOMA REGIONAL DEL TOLIMA","Carlos Enrique Quiroga Calderon","2021-07-22T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","129742","Ver Conjunto detalle","78760626","IAD Softare I  Microsoft","ibague","No obligada"
"2021","72952","Ejecutiva","Función Pública","DEPARTAMENTO ADMINISTRATIVO DE LA FUNCION PUBLICA","Luz Dary Cuevas Muñoz","2021-07-23T00:00:00.000","Unión Temporal DELL EMC","Emitida","129535","Ver Conjunto detalle","277153688","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","72980","Ejecutiva","Hacienda y Crédito Público","PATRIMONIO AUTONOMO FNGRD FIDUPREVISORA","Andrea Lizeth Moreno Cuervo","2021-07-23T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","128734","Ver Conjunto detalle","46598963","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","73010","Ejecutiva","Función Pública","ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA","Sandra Marcela Vasquez Tinoco","2021-07-23T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","128178","Ver Conjunto detalle","877322730","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","73063","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE TUNJUELITO","Joseph Siter Plaza Pinilla","2021-07-26T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","129919","Ver Conjunto detalle","13424686","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2021","73332","Organismos autónomo o independientes","Justicia y del Derecho","DEFENSORIA DEL PUEBLO","Altus Baquero Rueda","2021-07-29T00:00:00.000","ALFAPEOPLE ALFA PEOPLE ANDINO SAS","Emitida","129583","Ver Conjunto detalle","1193993401","IAD Softare I  Microsoft","BOGOTA DC","No obligada"
"2021","73472","Ejecutiva",,"SECRETARÍA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA","Anibal Fernandez de soto camacho","2021-07-30T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","130342","Ver Conjunto detalle","997240773","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","73488","Ejecutiva",,"GOBERNACION DE RISARALDA","Victor Manuel Tamayo Vargas","2021-07-30T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","130640","Ver Conjunto detalle","125933684","IAD Softare I  Microsoft","PEREIRA","No obligada"
"2021","73496","Ejecutiva","Función Pública","ANTIOQUIA  MUNICIPIO DE EL RETIRO","Hector Ivan Bedoya Escobar","2021-07-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","130665","Ver Conjunto detalle","37944000","IAD Softare I  Microsoft","El Retiro","No obligada"
"2021","73500","Ejecutiva","Defensa Nacional","HOSPITAL MILITAR CENTRAL","Jose Miguel Cortes Garcia","2021-07-30T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","130645","Ver Conjunto detalle","297750000","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","73555","Ejecutiva","Inteligencia Estrategica y Contrainteligencia","EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL","Maria Cristina Cuervo Trujillo","2021-07-30T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","130619","Ver Conjunto detalle","40104000","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2021","73603","Organismos autónomo o independientes","Función Pública","ANTIOQUIA  ALCALDIA DE RIONEGRO","Rodrigo Hernandez Alzate","2021-08-02T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","130789","Ver Conjunto detalle","182496000","IAD Softare I  Microsoft","Rionegro","No obligada"
"2021","73620","Ejecutiva","Educación Nacional","MUNICIPIO DE ENVIGADO","Juan Gabriel Velez Manco","2021-08-02T00:00:00.000","Unión Temporal DELL EMC","Emitida","130744","Ver Conjunto detalle","125056633","IAD Softare I  Microsoft","Envigado","No obligada"
"2021","73637","Ejecutiva","Defensa Nacional","FONDO ROTATORIO DE LA POLICIA","Maria Susana Ospina Restrepo","2021-08-03T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","130803","Ver Conjunto detalle","963008507","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","73696","Ejecutiva","Agricultura y Desarrollo Rural","FONDO PARA EL FINANCIAMIENTO DEL SECTOR AGROPECUARIO","Nancy Esperanza Montaña Molina","2021-08-03T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","130949","Ver Conjunto detalle","332602794","IAD Softare I  Microsoft","BOGOTA","No obligada"
