"a_o","identificador_de_la_orden","rama_de_la_entidad","sector_de_la_entidad","entidad","solicitante","fecha","proveedor","estado","solicitud","items","total","agregacion","ciudad","entidad_obigada"
"2020","48000","Ejecutiva","Transporte","AGENCIA NACIONAL DE SEGURIDAD VIAL","Arlex Gomez Arroyave","2020-05-05T00:00:00.000","UT Soft IG 3","Emitida","82430","Ver Conjunto detalle","169611634","IAD Softare I  Microsoft","bogota","Obligada"
"2020","48044","Organismos autónomo o independientes",,"SECRETARIA DISTRITAL DE LA MUJER","LilianaPatricia Hernandez Hurtado","2020-05-05T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","82451","Ver Conjunto detalle","572873232","IAD Softare I  Microsoft","BOGOTÁ, D.C.","No obligada"
"2020","48057","Organismos autónomo o independientes","Ciencia y Tecnología","CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL","Cesar Eduardo  Torres Sopo","2020-05-05T00:00:00.000","Union Temporal Nimbit","Emitida","81718","Ver Conjunto detalle","30813126","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2020","48058","Organismos autónomo o independientes","Ciencia y Tecnología","CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL","Cesar Eduardo  Torres Sopo","2020-05-05T00:00:00.000","Union Temporal Nimbit","Emitida","81719","Ver Conjunto detalle","72194400","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2020","48147","Ejecutiva","Trabajo","SERVICIO NACIONAL DE APRENDIZAJE  SEDE CALLE 57","Pablo Fernando Arciniegas Chamorro","2020-05-07T00:00:00.000","UT Soft IG 3","Cancelada","82766","Ver Conjunto detalle","13966187665","IAD Softare I  Microsoft","Bogotá DC","Obligada"
"2020","48148","Ejecutiva","Trabajo","SERVICIO NACIONAL DE APRENDIZAJE  SEDE CALLE 57","Pablo Fernando Arciniegas Chamorro","2020-05-07T00:00:00.000","UT Soft IG 3","Emitida","82795","Ver Conjunto detalle","14961389425","IAD Softare I  Microsoft","Bogotá DC","Obligada"
"2020","48161","Ejecutiva","Planeación","DEPARTAMENTO NACIONAL DE PLANEACION","Roberto Rommel Diazgranados Diaz","2020-05-07T00:00:00.000","ALFA PEOPLE ANDINO SAS","Emitida","82315","Ver Conjunto detalle","1514497821","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","48166","Ejecutiva","Función Pública","FONDO DE DESARROLLO LOCAL DE KENNEDY","John Jammer Penagos Castellanos","2020-05-08T00:00:00.000","UT Soft IG 3","Emitida","82840","Ver Conjunto detalle","98569746","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","48348","Ejecutiva","Planeación","AGENCIA NACIONAL DE CONTRATACION PUBLICA  CCE","Jenny Yasmin Pinzón Perilla","2020-05-12T00:00:00.000","Union Temporal Nimbit","Emitida","83223","Ver Conjunto detalle","18720000","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","48382","Ejecutiva","Comercio Industria y Turismo","SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO","Edin Arbey Romero Romero","2020-05-13T00:00:00.000","UT Soft IG 3","Cerrada","83410","Ver Conjunto detalle","24709695","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","48562","Ejecutiva","Comercio Industria y Turismo","SECRETARIA DISTRITAL DE DESARROLLO ECONOMICO","Diana Marcela Celins Bustamante","2020-05-15T00:00:00.000","Union Temporal Nimbit","Cerrada","83625","Ver Conjunto detalle","144926265","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","48647","Ejecutiva","Defensa Nacional","FUERZA AÉREA COLOMBIANA  OFICINA GOBIERNO CORPORATIVO DE TIC","Karol Lizzett Silva Ortiz","2020-05-16T00:00:00.000","Controles Empresariales SAS","Cerrada","83837","Ver Conjunto detalle","406449969","IAD Softare I  Microsoft","BOGOTÁ D.C.","Obligada"
"2020","48658","Ejecutiva","Minas y Energía","MINISTERIO DE MINAS Y ENERGIA  GESTION GENERAL","Sonia Rosmira Rodriguez Garcia","2020-05-18T00:00:00.000","UT Soft IG 3","Emitida","83801","Ver Conjunto detalle","422236174","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2020","48749","Ejecutiva","Planeación","SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS","illiam Elias Sanabria Romero","2020-05-19T00:00:00.000","Union Temporal Nimbit","Cerrada","84135","Ver Conjunto detalle","89588681","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","48816","Ejecutiva","Ciencia y Tecnología","MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION","Maria Clemencia Reyes Gomez","2020-05-20T00:00:00.000","UT Soft IG 3","Emitida","84317","Ver Conjunto detalle","421405640","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","48926","Ejecutiva","Función Pública","MUNICIPIO DE BUCARAMANGA  SECRETARIA ADMINISTRATIVA","Henry Abozaglo Gonzalez","2020-05-21T00:00:00.000","Controles Empresariales SAS","Cerrada","84489","Ver Conjunto detalle","418605690","IAD Softare I  Microsoft","Bucaramanga","No obligada"
"2020","49187","Ejecutiva","Minas y Energía","AGENCIA NACIONAL DE MINERÍA  ANM","Bibiana Marcela Gutierrez Castro","2020-05-26T00:00:00.000","UT Soft IG 3","Cerrada","83978","Ver Conjunto detalle","73275202","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","49200","Ejecutiva","Ambiente y Desarrollo Sostenible","FONDO NACIONAL AMBIENTAL  AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES","Daniel Eduardo Sarmiento Sanchez","2020-05-26T00:00:00.000","Controles Empresariales SAS","Emitida","85236","Ver Conjunto detalle","1175004552","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","49201","Ejecutiva","Inclusión social y reconciliación","SECRETARIA DISTRITAL DE INTEGRACION SOCIAL","Carolina ilches Cortes","2020-05-26T00:00:00.000","UT Soft IG 3","Cerrada","85301","Ver Conjunto detalle","1949150774","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","49305","Ejecutiva","Defensa Nacional","COMANDO ARMADA NACIONAL","Andres Francisco Adarraga Zapata","2020-05-28T00:00:00.000","UT Soft IG 3","Cerrada","85552","Ver Conjunto detalle","59381932","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","49383","Ejecutiva",,"UAE  CATASTRO DISTRITAL","Nancy Del Pilar Valencia Trujillo","2020-05-28T00:00:00.000","Controles Empresariales SAS","Cerrada","85503","Ver Conjunto detalle","624473665","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","49500","Ejecutiva","Información Estadí­stica","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE","Juan Pablo Bustos Jimenez","2020-05-29T00:00:00.000","UT Soft IG 3","Emitida","85864","Ver Conjunto detalle","846696480","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","49625","Ejecutiva","Hacienda y Crédito Público","UAE  AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS RENTAS Y CONTRIBUCIONES PARAFISCALES","Martha Lucia Gomez Galvez","2020-06-01T00:00:00.000","Union Temporal Nimbit","Emitida","86153","Ver Conjunto detalle","367866742","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","74077","Ejecutiva","Defensa Nacional","POLICIA NACIONAL  GESTION GENERAL","Ingrid Nayibe Acosta Castillo","2021-08-10T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Cerrada","131323","Ver Conjunto detalle","133172995","IAD Softare I  Microsoft","Bogotá- CAN","Obligada"
"2020","49680","Organismos autónomo o independientes","Transporte","CONSEJO PROFESIONAL NACIONAL DE INGENIERIA","Olga Lucia RODRIGUEZ MURICA","2020-06-02T00:00:00.000","Union Temporal Nimbit","Cerrada","86228","Ver Conjunto detalle","151610000","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","49709","Ejecutiva",,"TOLIMA  GOBERNACION DEL TOLIMA","Juan Pablo  Garcia Poveda","2020-06-02T00:00:00.000","UT Soft IG 3","Emitida","86399","Ver Conjunto detalle","140431798","IAD Softare I  Microsoft","IBAGUE","No obligada"
"2020","50084","Ejecutiva","Agricultura y Desarrollo Rural","AGENCIA NACIONAL DE TIERRAS","Poliana Grajales Naranjo","2020-06-08T00:00:00.000","UT Soft IG 3","Emitida","86359","Ver Conjunto detalle","1851198215","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2020","50109","Organismos autónomo o independientes","Vivienda, Ciudad y Territorio","FONDO NACIONAL DEL AHORRO","Andrea Pedroza Molina","2020-06-08T00:00:00.000","Unión Temporal DELL EMC","Emitida","87249","Ver Conjunto detalle","20760995","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2020","50215","Organismos autónomo o independientes",,"EMPRESAS MUNICIPALES DE CALI","Andrei Zaninovic Daza","2020-06-09T00:00:00.000","Unión Temporal DELL EMC","Emitida","87458","Ver Conjunto detalle","409081479","IAD Softare I  Microsoft","CALI","No obligada"
"2020","50270","Ejecutiva","Inclusión social y reconciliación","CENTRO DE MEMORIA HISTORICA","Manuel Andres Sierra Cadena","2020-06-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","87570","Ver Conjunto detalle","56393480","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","50361","Ejecutiva","Comercio Industria y Turismo","SERVICIOS POSTALES NACIONALES SA","Nelson Andres Mejia Narvaez","2020-06-11T00:00:00.000","UT Soft IG 3","Emitida","87222","Ver Conjunto detalle","1245393653","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","50363","Ejecutiva","Función Pública","BOGOTA DC  ALCALDIA LOCAL DE BARRIOS UNIDOS","Yaned Patricia Cuestas Alvarez","2020-06-11T00:00:00.000","UT SOFTLINEBEXT 20202","Emitida","87720","Ver Conjunto detalle","42203871","IAD Softare I  Microsoft","BOGOTÁ D.C.","No obligada"
"2020","50459","Ejecutiva","Defensa Nacional","CAJA DE RETIROS DE LAS FUERZAS MILITARES","Viviana Marcela Pelaez Gualtero","2020-06-12T00:00:00.000","Controles Empresariales SAS","Emitida","87803","Ver Conjunto detalle","49265608","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","50524","Ejecutiva","Hacienda y Crédito Público","SUPERINTENDENCIA FINANCIERA DE COLOMBIA","Clara Ines Fernandez Jaramillo","2020-06-16T00:00:00.000","Controles Empresariales SAS","Emitida","88195","Ver Conjunto detalle","68254653","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","50613","Ejecutiva","Justicia y del Derecho","MINISTERIO DE JUSTICIA Y DEL DERECHO","Jose Eliberto Fonseca Ruiz","2020-06-17T00:00:00.000","Unión Temporal DELL EMC","Emitida","88368","Ver Conjunto detalle","32451205","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","50645","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS","Hector Hernando Acosta Jiménez","2020-06-17T00:00:00.000","Controles Empresariales SAS","Cerrada","88367","Ver Conjunto detalle","124750367","IAD Softare I  Microsoft","BOGOTA D.C","Obligada"
"2020","50691","Organismos autónomo o independientes",,"AUDITORIA GENERAL DE LA REPUBLICA","Victor Jose Romero Gomez","2020-06-18T00:00:00.000","Soluciones Orión Sucursal Colombia","Cancelada","88400","Ver Conjunto detalle","602351591","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","50707","Ejecutiva","Defensa Nacional","CAJA PROMOTORA DE VIVIENDA MILITAR Y DE POLICIA","Luis Felipe Paredes Cadena","2020-06-18T00:00:00.000","COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Cerrada","88620","Ver Conjunto detalle","2244184764","IAD Softare I  Microsoft","Bogota","No obligada"
"2020","50711","Ejecutiva","Hacienda y Crédito Público","UAE  CONTADURIA GENERAL DE LA NACION","Martin Agusto Duran Cespedes","2020-06-18T00:00:00.000","UT Soft IG 3","Emitida","88509","Ver Conjunto detalle","90176210","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2020","50733","Organismos autónomo o independientes","Función Pública","COMISION NACIONAL DEL SERVICIO CIVIL","Gustavo Adolfo Velez Achury","2020-06-19T00:00:00.000","UT Soft IG 3","Emitida","88448","Ver Conjunto detalle","151690760","IAD Softare I  Microsoft","Bogotá D.C","No obligada"
"2020","50800","Ejecutiva","Inclusión social y reconciliación","UNIDAD ATENCION REPARACION INTEGRAL A VICTIMAS","Sandra Del Pilar Ramirez Barrios","2020-06-19T00:00:00.000","Controles Empresariales SAS","Emitida","88326","Ver Conjunto detalle","3867691432","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","50872","Ejecutiva","Justicia y del Derecho","SUPERINTENDENCIA DE NOTARIADO Y REGISTRO","Emilse Quintero Peña","2020-06-23T00:00:00.000","UT Soft IG 3","Emitida","88840","Ver Conjunto detalle","1966707046","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","50913","Ejecutiva","Agricultura y Desarrollo Rural","INSTITUTO COLOMBIANO AGROPECUARIO ICA","Laura Vanessa Diaz Salgado","2020-06-23T00:00:00.000","UT Soft IG 3","Cerrada","88970","Ver Conjunto detalle","2152398452","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","50929","Ejecutiva","Defensa Nacional","POLICIA NACIONAL  GESTION GENERAL","Rocio Cubillos Rodriguez","2020-06-24T00:00:00.000","Union Temporal Nimbit","Emitida","87763","Ver Conjunto detalle","1524000","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","50960","Ejecutiva","Hacienda y Crédito Público","DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES","Camilo Octavio Contreras Bravo","2020-06-25T00:00:00.000","Controles Empresariales SAS","Emitida","89069","Ver Conjunto detalle","109729088","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","51014","Ejecutiva","Inclusión social y reconciliación","INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR","Jennifer Castillo Henriquez","2020-06-25T00:00:00.000","Unión Temporal DELL EMC","Cerrada","89100","Ver Conjunto detalle","2586673745","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","51072","Ejecutiva","Función Pública","DEPARTAMENTO ADMINISTRATIVO DE LA FUNCION PUBLICA","Luz Dary Cuevas Muñoz","2020-06-25T00:00:00.000","Controles Empresariales SAS","Emitida","89303","Ver Conjunto detalle","293352102","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","51073","Organismos autónomo o independientes","Vivienda, Ciudad y Territorio","FONDO NACIONAL DEL AHORRO","Andrea Pedroza Molina","2020-06-25T00:00:00.000","Union Temporal Nimbit","Emitida","89346","Ver Conjunto detalle","1964860960","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2020","51096","Ejecutiva","Comercio Industria y Turismo","UAE  JUNTA CENTRAL DE CONTADORES","Eric Jesus Florez Arias","2020-06-26T00:00:00.000","COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","89300","Ver Conjunto detalle","73587285","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","51097","Ejecutiva","Educación Nacional","BOGOTA  UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS","Eduard Arnulfo Pinilla Rivera","2020-06-26T00:00:00.000","Controles Empresariales SAS","Emitida","89419","Ver Conjunto detalle","229204267","IAD Softare I  Microsoft","Bogota D.C.","No obligada"
"2020","51147","Ejecutiva","Justicia y del Derecho","MINISTERIO DE JUSTICIA Y DEL DERECHO","Jose Eliberto Fonseca Ruiz","2020-06-26T00:00:00.000","UT SOFTLINEBEX 20202","Emitida","89507","Ver Conjunto detalle","354569760","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","51159","Judicial","Justicia y del Derecho","FISCALIA GENERAL DE LA NACION  GESTION GENERAL","Laura Patricia Lopez Forero","2020-06-26T00:00:00.000","UT Soft IG 3","Cerrada","89508","Ver Conjunto detalle","3896202571","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","51173","Ejecutiva","Agricultura y Desarrollo Rural","BOGOTA DCAGENCIA DE DESARROLLO RURAL","Diego Edison Tiuzo Garcia","2020-06-26T00:00:00.000","UT SOFTLINEBEX 20202","Emitida","89544","Ver Conjunto detalle","629975483","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","51210","Organismos autónomo o independientes",,"CONTRALORIA GENERAL DE LA REPUBLICA","Carlos Enrique Polania Falla","2020-06-27T00:00:00.000","UT Soft IG 3","Emitida","89589","Ver Conjunto detalle","2397072823","IAD Softare I  Microsoft","Bogotá, D.C.","No obligada"
"2020","51299","Organismos autónomo o independientes","No Aplica","JURISDICCION ESPECIAL PARA LA PAZ","John Eliecer Maldonado Rincon","2020-06-30T00:00:00.000","UT Soft IG 3","Cerrada","89798","Ver Conjunto detalle","373619610","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","51301","Organismos autónomo o independientes","Educación Nacional","UNIVERSIDAD PEDAGOGICA NACIONAL","Fernando Méndez Díaz","2020-06-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","89809","Ver Conjunto detalle","189820326","IAD Softare I  Microsoft","Bogotá D.C","No obligada"
"2020","51327","Ejecutiva","Salud y Protección Social","FONDO DE PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA","Luis Alberto Segura Becerra","2020-07-01T00:00:00.000","Controles Empresariales SAS","Emitida","88930","Ver Conjunto detalle","132045041","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","51374","Ejecutiva","Ciencia y Tecnología","INSTITUTO NACIONAL DE SALUD","Paula Camila Campos Abril","2020-07-02T00:00:00.000","UT Soft IG 3","Emitida","89970","Ver Conjunto detalle","64803437","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","51391","Ejecutiva","Planeación","AGENCIA NACIONAL DE CONTRATACION PUBLICA  CCE","Jenny Yasmin Pinzón Perilla","2020-07-02T00:00:00.000","Unión Temporal DELL EMC","Emitida","89978","Ver Conjunto detalle","319259644","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","51423","Organismos autónomo o independientes",,"AUTORIDAD NACIONAL DE TELEVISION","Felipe Negrete Mosquera","2020-07-02T00:00:00.000","Union Temporal Nimbit","Cerrada","90055","Ver Conjunto detalle","4725000","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","51526","Ejecutiva","Salud y Protección Social","ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD","Juan Sebastian Velasco Suarez","2020-07-03T00:00:00.000","Controles Empresariales SAS","Cerrada","90223","Ver Conjunto detalle","1317271337","IAD Softare I  Microsoft","Bogotá D.C:","No obligada"
"2020","51571","Ejecutiva","Educación Nacional","MUNICIPIO DE ENVIGADO","José Fernando Vélez Zapata","2020-07-06T00:00:00.000","Controles Empresariales SAS","Emitida","89688","Ver Conjunto detalle","119974930","IAD Softare I  Microsoft","Envigado","No obligada"
"2020","51629","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE SUBA","Julian Andres Moreno Baron","2020-07-07T00:00:00.000","UT Soft IG 3","Emitida","90438","Ver Conjunto detalle","103225969","IAD Softare I  Microsoft","BOGOTA DC","No obligada"
"2020","51637","Organismos autónomo o independientes","Vivienda, Ciudad y Territorio","BOGOTA  EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE BOGOTÁ ESP","Noel Valencia Lopez","2020-07-07T00:00:00.000","Unión Temporal DELL EMC","Emitida","90469","Ver Conjunto detalle","317331997","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2020","51666","Ejecutiva","Vivienda, Ciudad y Territorio","ANTIOQUIA  INSTITUTO SOCIAL DE VIVIENDA Y HABITAT DE MEDELLÍN","Dalia Ines Hernandez Muñoz","2020-07-08T00:00:00.000","Unión Temporal DELL EMC","Cerrada","90612","Ver Conjunto detalle","14584733","IAD Softare I  Microsoft","Medellín","No obligada"
"2020","51696","Ejecutiva","Función Pública","ANTIOQUIA  MUNICIPIO DE EL RETIRO","Hector Ivan Bedoya Escobar","2020-07-08T00:00:00.000","Unión Temporal DELL EMC","Emitida","90683","Ver Conjunto detalle","51156420","IAD Softare I  Microsoft","El Retiro","No obligada"
"2020","51734","Ejecutiva","Función Pública","HUILAMUNICIPIO DE GARZON","Andres Felipe Muñoz Martinez","2020-07-08T00:00:00.000","Union Temporal Nimbit","Emitida","90776","Ver Conjunto detalle","3332000","IAD Softare I  Microsoft","GARZON","No obligada"
"2020","52004","Ejecutiva","Defensa Nacional","FUERZA AÉREA COLOMBIANA  OFICINA GOBIERNO CORPORATIVO DE TIC","Sonia Esperanza Acosta Martinez","2020-07-14T00:00:00.000","UT Soft IG 3","Cerrada","91058","Ver Conjunto detalle","109575766","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","52013","Ejecutiva","Presidencia de la República","AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN  ARN","Cindy Cervantes Arias","2020-07-14T00:00:00.000","Controles Empresariales SAS","Emitida","91270","Ver Conjunto detalle","801278109","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2020","52102","Organismos autónomo o independientes",,"FEDERACION COLOMBIANA DE MUNICIPIOS","Julio Alfonso Peñuela Saldaña","2020-07-15T00:00:00.000","Unión Temporal DELL EMC","Emitida","91417","Ver Conjunto detalle","447813190","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2020","52190","Ejecutiva","Presidencia de la República","AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN  ARN","Cindy Cervantes Arias","2020-07-16T00:00:00.000","Unión Temporal DELL EMC","Emitida","91627","Ver Conjunto detalle","590543362","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2020","52234","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD DE PLANIFICACION DE TIERRAS RURALES ADECUACION DE TIERRAS Y USOS AGROPECUARIOS","Mercedes Vasquez","2020-07-17T00:00:00.000","Unión Temporal DELL EMC","Emitida","91731","Ver Conjunto detalle","123682141","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","52243","Ejecutiva","Interior","INSTITUTO DISTRITAL DE LA PARTICIPACION Y ACCION COMUNAL","María Victoria Gomez Angulo","2020-07-17T00:00:00.000","UT Soft IG 3","Emitida","91685","Ver Conjunto detalle","68740026","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2020","52294","Ejecutiva","Inteligencia Estrategica y Contrainteligencia","EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL","Talma Elvira Furnieles Galvan","2020-07-17T00:00:00.000","Union Temporal Nimbit","Emitida","91818","Ver Conjunto detalle","620556000","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2020","52315","Organismos autónomo o independientes",,"AUDITORIA GENERAL DE LA REPUBLICA","Victor Jose Romero Gomez","2020-07-21T00:00:00.000","UT Soft IG 3","Emitida","91865","Ver Conjunto detalle","675074026","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","52498","Ejecutiva","Función Pública","DEPARTAMENTO ADMINISTRATIVO DE LA FUNCION PUBLICA","Luz Dary Cuevas Muñoz","2020-07-23T00:00:00.000","UT Soft IG 3","Emitida","92209","Ver Conjunto detalle","211784814","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","52717","Ejecutiva","Defensa Nacional","CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC TELEMATICA","Jeison Garcia Castaño","2020-07-28T00:00:00.000","Unión Temporal DELL EMC","Emitida","92581","Ver Conjunto detalle","1114531952","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","52742","Ejecutiva","Justicia y del Derecho","ANDJE","Natalia Marroquin Galvis","2020-07-28T00:00:00.000","Unión Temporal DELL EMC","Cerrada","92649","Ver Conjunto detalle","98946456","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","52770","Ejecutiva","Justicia y del Derecho","INPEC  ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE VILLAVICENCIO","Lilly Morales Hortua","2020-07-29T00:00:00.000","Union Temporal Nimbit","Emitida","92761","Ver Conjunto detalle","4440000","IAD Softare I  Microsoft","VILLAVICENCIO","Obligada"
"2020","52795","Ejecutiva","Ambiente y Desarrollo Sostenible","UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS","Carlos Arturo Quintana Astro","2020-07-29T00:00:00.000","UT Soft IG 3","Cerrada","92780","Ver Conjunto detalle","474952901","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","52802","Ejecutiva","Función Pública","ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA","Laura Milena Visbal Cortes","2020-07-29T00:00:00.000","UT SOFTLINEBEX 20202","Emitida","92679","Ver Conjunto detalle","503696464","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","52885","Ejecutiva","Justicia y del Derecho","INPEC  DIRECCIÓN REGIONAL VIEJO CALDAS","Maria Giovanny Varela Yepez","2020-07-30T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","92940","Ver Conjunto detalle","7039170","IAD Softare I  Microsoft","PEREIRA","Obligada"
"2022","95848","Ejecutiva","No Aplica","VALLE DEL CAUCAALCALDÍA MUNICIPIO DE YUMBO","Elder Emilio Davila Diaz","2022-09-12T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","166209","Ver Conjunto detalle","14196956","IAD Softare I  Microsoft","Yumbo","No obligada"
"2020","52921","Ejecutiva","Función Pública","DEPARTAMENTO DEL HUILA","Alba Lucia Medina Rubio","2020-07-30T00:00:00.000","Controles Empresariales SAS","Emitida","93007","Ver Conjunto detalle","257785240","IAD Softare I  Microsoft","Neiva","No obligada"
"2020","53091","Ejecutiva","Educación Nacional","MINISTERIO DE EDUCACION NACIONAL","Karen Ezpeleta Merchán","2020-07-31T00:00:00.000","UT SOFTLINEBEX 20202","Cancelada","93318","Ver Conjunto detalle","1282510383","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2020","53196","Ejecutiva","Educación Nacional","MINISTERIO DE EDUCACION NACIONAL","Karen Ezpeleta Merchán","2020-08-04T00:00:00.000","UT SOFTLINEBEX 20202","Cerrada","93428","Ver Conjunto detalle","1282510383","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2020","53230","Ejecutiva","Interior","UNIDAD NACIONAL DE PROTECCION","Ana Lucia Osorio Sepulveda","2020-08-05T00:00:00.000","UT Soft IG 3","Emitida","93568","Ver Conjunto detalle","162747196","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","53240","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE TUNJUELITO","John Jairo Lopez Gavilan","2020-08-05T00:00:00.000","UT Soft IG 3","Emitida","93616","Ver Conjunto detalle","8110654","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","53291","Ejecutiva","Presidencia de la República","AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA","Ana Carolina Meneses Benavides","2020-08-06T00:00:00.000","Controles Empresariales SAS","Cerrada","93735","Ver Conjunto detalle","10132926","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","53311","Ejecutiva","Información Estadí­stica","INSTITUTO GEOGRAFICO AGUSTIN CODAZZI","illiam Ferney Molano Molano","2020-08-06T00:00:00.000","UT Soft IG 3","Emitida","93758","Ver Conjunto detalle","670895350","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","53325","Ejecutiva","Defensa Nacional","BOYACA  POLICIA METROPOLITANA DE TUNJA","Jose Darin Angulo Gonzalez","2020-08-07T00:00:00.000","Unión Temporal DELL EMC","Emitida","93605","Ver Conjunto detalle","36023171","IAD Softare I  Microsoft","TUNJA","Obligada"
