"codigofamilia","tipodocumento","rangoedad","pais","codigodepartamentoatencion","nombredepartamentoatencion","codigomunicipioatencion","nombremunicipioatencion","puntajesisben","beneficiariosisben","condicionsexual","discapacidad","estadocivil","estrato","etnia","genero","parentesco","tipopoblacion","estadobeneficiario","logro1","logro2","logro3","logro4","logro5","logro6","logro7","logro8","logro9","logro10","logro11","logro12","logro13","logro14","logro15","logro16","logro17","logro18","logro19","logro20","logro21","logro22","logro23","logro24","logro25","logro26","pe34","pe35","pe36","pe37","pe38","pe39","pe40","pe41","pe42","pe43","pe44","pe45","pe46","pe48","pe50","pe51","he11","he12","he13","he14","he15","he16","he17","he18","he20","he21","he22","he23"
"HID39486527","CC",">65","ND","23","CORDOBA","23807","TIERRALTA","1","ND","ND","NO","Sin Información","1","ND","Hombre","Jefe","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","No","No","Si","No","Si","Si","7","1","Si","Si","Si","No"
"HID19141444","TI","18-29","ND","05","ANTIOQUIA","05154","CAUCASIA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","No","MEDIA 11°","No","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","5","2","No","No","No","No"
"HID91354408","CC","30-49","ND","73","TOLIMA","73873","VILLARRICA","1","ND","ND","NO","Sin Información","0","ND","Hombre","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 3°","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","5","3","No","No","Si","No"
"HID45223314","CC","18-29","ND","13","BOLIVAR","13140","CALAMAR","4","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","No","No","Si","No","No","No","4","1","Si","Si","Si","No"
"HID24697768","CC","50-65","ND","70","SUCRE","70235","GALERAS","1","ND","ND","NO","Sin Información","1","ND","Hombre","Cónyuge o Compañera (o)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","No","No","NINGUNO","Si","No","No","No","No","No","No","No","Si","Si","No","Si","No","8","2","Si","Si","Si","Si"
"HID37554229","TI","18-29","ND","05","ANTIOQUIA","05615","RIONEGRO","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","No","No","No","No","Si","No","4","3","No","No","No","No"
"HID25823798","TI","18-29","ND","70","SUCRE","70235","GALERAS","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 9°","No","No","Si","No","No","No","No","No","Si","Si","Si","Si","No","12","2","Si","Si","Si","No"
"HID65309368","CC","50-65","Colombia","13","BOLIVAR","13838","TURBANA","1","ND","ND","NO","Sin Información","0","ND","Hombre","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","No","Si","Si","No","Si","Si","5","2","No","No","No","No"
"HID42617016","TI","18-29","ND","76","VALLE","76248","EL CERRITO","1",,"ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","6","2","No","No","No","No"
"HID83183508","CC","30-49","ND","05","ANTIOQUIA","05873","VIGIA DEL FUERTE","4","ND","ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","No","No","Si","No","Si","No","No","No","4","3","No","No","Si","No"
"HID74821039","TI","06-17","ND","23","CORDOBA","23090","CANALETE","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","Si","Si","No","No","Si","Si","3","3","No","No","No","No"
"HID52245045","TI","06-17","ND","50","META","50400","LEJANIAS","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 3°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","5","2","No","No","No","No"
"HID86352803","CC","30-49","ND","11","BOGOTA","11001","BOGOTA D.C.","1","ND","ND","NO","Sin Información","0","ND","Hombre","ND","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 7°","Si","Si","Si","No","No","No","No","Si","No","Si","Si","Si","Si","5","2","Si","Si","No","No"
"HID45703001","TI","06-17","ND","54","NORTE DE SANTANDER","54800","TEORAMA","1","ND","ND","NO","Sin Información","0","ND","Hombre","NIETOS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 3°","No","No","Si","No","No","No","No","Si","Si","Si","No","Si","No","5","1","No","No","Si","No"
"HID52316275","CC","18-29","ND","73","TOLIMA","73319","GUAMO","1",,"ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","ALCANZADO","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","Si","No","No","5","2","No","No","No","No"
"HID68259524","TI","18-29","ND","13","BOLIVAR","13873","VILLANUEVA","4","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 7°","No","No","Si","No","No","No","No","Si","No","No","No","Si","No","6","2","Si","Si","Si","No"
"HID69279567","RC","06-17","ND","20","CESAR","20001","VALLEDUPAR","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","Si","No","Si","No","Si","Si","Si","Si","6","3","No","No","No","No"
"HID70417205","CC","30-49","ND","20","CESAR","20443","MANAURE","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","No","Si","Si","No","No","No","No","Si","No","No","No","Si","Si","6","2","No","No","No","No"
"HID45900876","CC","50-65","ND","13","BOLIVAR","13430","MAGANGUE","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","Si","No","No","No","No","No","Si","No","Si","No","Si","Si","4","2","No","No","Si","No"
"HID11696003","CC","50-65","ND","05","ANTIOQUIA","05790","TARAZA","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","No","No","Si","No","No","No","Si","Si","2","1","No","No","No","No"
"HID66323065","TI","18-29","ND","27","CHOCO","27615","RIOSUCIO","4","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO – NEGRO","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","MEDIA 11°","No","No","No","No","No","No","No","No","No","No","No","No","No","4","2","No","Si","Si","No"
"HID56741474","RC","06-17","ND","20","CESAR","20570","PUEBLO BELLO","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","Si","NINGUNO","No","No","No","No","No","Si","Si","Si","No","Si","No","Si","Si","7","2","Si","Si","Si","Si"
"HID28201133","RC","06-17","ND","85","CASANARE","85315","SACAMA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","No","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","No","No","No","No","No","No","No","No","4","2","No","No","Si","No"
"HID92460670","TI","06-17","ND","15","BOYACA","15047","AQUITANIA","1","ND","ND","SI","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 1°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","No","No","Si","No"
"HID50636950","TI","18-29","ND","19","CAUCA","19256","EL TAMBO","4",,"ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","Si","No","No","No","No","No","Si","No","MEDIA 11°","Si","No","No","No","No","No","No","Si","Si","Si","Si","Si","Si","8","4","No","Si","Si","No"
"HID98660482","TI","06-17","ND","63","QUINDIO","63130","CALARCA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 3°","No","No","Si","No","No","No","No","No","Si","Si","Si","Si","Si","4","2","No","No","No","No"
"HID54267297","CC","18-29","ND","20","CESAR","20250","EL PASO","1","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO – NEGRO","Mujer","Hijos / Hijastros","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 6°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","8","2","No","Si","Si","No"
"HID85250219","CC","50-65","ND","23","CORDOBA","23182","CHINU","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 2°","Si","Si","No","No","No","No","No","Si","No","Si","No","Si","Si","5","3","No","No","Si","No"
"HID24561571","CC","50-65","Colombia","23","CORDOBA","23580","PUERTO LIBERTADOR","1",,"ND","ND","Sin Información","0","ND","Hombre","Cónyuge o Compañera (o)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","No","Si","Si","No","Si","Si","2","2","No","No","No","No"
"HID32210695","CC","18-29","ND","81","ARAUCA","81736","SARAVENA","1","ND","ND","ND","Sin Información","1","ND","Hombre","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 1°","No","No","No","No","No","No","No","No","Si","No","No","Si","Si","6","2","No","Si","Si","No"
"HID45215629","No Definido","18-29","Colombia","54","NORTE DE SANTANDER","54800","TEORAMA","1","ND","ND","ND","ND","99","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 9°","No","No","Si","No","No","No","No","Si","No","Si","Si","No","No","4","2","No","No","Si","No"
"HID92802043","TI","18-29","ND","13","BOLIVAR","13873","VILLANUEVA","1",,"ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 3°","No","No","No","No","No","No","No","Si","No","No","No","No","No","7","2","Si","Si","No","No"
"HID56617651","CC",">65","ND","17","CALDAS","17541","PENSILVANIA","1","ND","ND","NO","Sin Información","1","ND","Mujer","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 2°","No","No","No","No","No","No","No","Si","No","No","No","No","No","3","2","No","No","No","No"
"HID22677145","CC","30-49","ND","13","BOLIVAR","13657","SAN JUAN NEPOMUCENO","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 2°","No","Si","No","No","No","No","No","No","No","Si","No","Si","Si","4","1","No","No","Si","No"
"HID96989178","TI","18-29","ND","99","VICHADA","99001","PUERTO CARREÑO","1","ND","ND","ND","SO","1","ND","Hombre","Hijos / Hijastros","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 1°","No","No","No","No","No","No","No","No","Si","No","No","No","Si","3","2","No","No","No","No"
"HID86858347","CC","50-65","ND","08","ATLANTICO","08758","SOLEDAD","1","ND","ND","NO","Sin Información","0","ND","Mujer","Jefe","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","MEDIA 11°","No","No","Si","No","No","No","No","Si","No","No","No","Si","Si","4","2","No","No","No","No"
