"codigofamilia","tipodocumento","rangoedad","pais","codigodepartamentoatencion","nombredepartamentoatencion","codigomunicipioatencion","nombremunicipioatencion","puntajesisben","beneficiariosisben","condicionsexual","discapacidad","estadocivil","estrato","etnia","genero","parentesco","tipopoblacion","estadobeneficiario","logro1","logro2","logro3","logro4","logro5","logro6","logro7","logro8","logro9","logro10","logro11","logro12","logro13","logro14","logro15","logro16","logro17","logro18","logro19","logro20","logro21","logro22","logro23","logro24","logro25","logro26","pe34","pe35","pe36","pe37","pe38","pe39","pe40","pe41","pe42","pe43","pe44","pe45","pe46","pe48","pe50","pe51","he11","he12","he13","he14","he15","he16","he17","he18","he20","he21","he22","he23"
"HID49294208","CC","50-65","ND","05","ANTIOQUIA","05490","NECOCLI","1","ND","ND","NO","Sin Información","0","ND","Hombre","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","No","No","No","Si","Si","No","No","Si","9","3","Si","Si","Si","Si"
"HID45846173","TI","06-17","ND","13","BOLIVAR","13001","CARTAGENA","4","ND","ND","NO","Sin Información","0","ND","Hombre","ND","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 3°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","No","No","No","No"
"HID56779092","CC","30-49","ND","23","CORDOBA","23001","MONTERIA","1","ND","ND","NO","Sin Información","0","ND","Hombre","JEFE","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","Si","No","No","No","Si","Si","No","NINGUNO","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","Si","Si","Si","Si"
"HID49880659","CC","18-29","ND","25","CUNDINAMARCA","25530","PARATEBUENO","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","MEDIA 11°","Si","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","8","2","No","No","No","No"
"HID20274213","CC","30-49","ND","19","CAUCA","19809","TIMBIQUI","1","ND","ND","NO","Sin Información","1","AFROCOLOMBIANO – NEGRO","Hombre","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","MEDIA 11°","Si","Si","Si","No","No","No","No","No","No","Si","No","No","No","5","4","No","No","No","No"
"HID80597498","TI","06-17","ND","05","ANTIOQUIA","05002","ABEJORRAL","1","ND","ND","NO","Sin Información","0","ND","Hombre","OTROS PARIENTES","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","Si","Si","No","No","Si","Si","10","4","No","No","No","No"
"HID28557188","RC","06-17","Colombia","86","PUTUMAYO","86001","MOCOA","1","ND","ND","NO","ND","99","ND","Mujer","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","Si","Si","Si","No","No","No","Si","Si","3","1","No","Si","Si","No"
"HID92633287","CC",">65","ND","23","CORDOBA","23350","LA APARTADA","1","ND","ND","NO","Sin Información","1","ND","Hombre","Cónyuge o Compañera (o)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","10","4","No","No","Si","No"
"HID71672941","CC","30-49","Colombia","70","SUCRE","70508","OVEJAS","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","Si","No","No","No","No","No","7","2","No","No","No","No"
"HID61452878","RC","06-17","ND","25","CUNDINAMARCA","25200","COGUA","4",,"ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","No","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","No","No","Si","No","No","No","Si","Si","7","3","No","No","No","No"
"HID26206996","TI","18-29","ND","70","SUCRE","70215","COROZAL","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 7°","No","No","Si","No","No","No","No","No","No","No","No","Si","Si","5","1","No","No","No","No"
"HID32419734","TI","06-17","ND","44","LA GUAJIRA","44001","RIOHACHA","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 3°","No","No","Si","No","No","No","No","Si","Si","Si","No","Si","Si","5","2","Si","Si","Si","Si"
"HID56505232","CC","18-29","ND","76","VALLE","76497","OBANDO","1",,"ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 10°","Si","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","1","No","No","No","No"
"HID88474353","TI","06-17","ND","15","BOYACA","15047","AQUITANIA","4","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","5","3","No","No","No","No"
"HID83520764","TI","18-29","ND","08","ATLANTICO","08758","SOLEDAD","1",,"ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 5°","No","No","Si","No","No","No","No","Si","No","Si","Si","No","No","5","3","No","No","No","No"
"HID48283061","TI","06-17","ND","68","SANTANDER","68209","CONFINES","4","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","Si","No","No","No","No","No","No","Si","6","3","No","No","Si","No"
"HID89305824","TI","18-29","ND","08","ATLANTICO","08137","CAMPO DE LA CRUZ","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA SECUNDARIA 6°","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","8","3","Si","Si","Si","Si"
"HID19187061","CC","30-49","ND","23","CORDOBA","23686","SAN PELAYO","1","ND","H-HOMBRE","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","Si","MEDIA 11°","No","Si","Si","No","No","No","No","Si","No","No","No","Si","Si","2","1","No","No","No","No"
"HID70695955","CC","50-65","ND","13","BOLIVAR","13894","ZAMBRANO","1","ND","ND","NO","Sin Información","0","ND","Hombre","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","Si","No","No","No","No","No","No","Si","No","Si","No","Si","Si","5","2","No","No","Si","No"
"HID60303808","TI","06-17","ND","86","PUTUMAYO","86885","VILLAGARZON","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 2°","No","No","Si","No","No","No","No","No","Si","Si","Si","Si","Si","8","3","No","No","Si","No"
"HID89941575","TI","18-29","ND","41","HUILA","41551","PITALITO","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","No","4","3","No","No","No","No"
"HID69297349","TI","18-29","ND","15","BOYACA","15106","BRICEÑO","4",,"ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","No","No","No","No","Si","Si","5","2","No","No","Si","No"
"HID14475581","TI","18-29","ND","41","HUILA","41503","OPORAPA","4","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","No","Si","No","No","No","No","5","3","No","No","No","No"
"HID45807129","CC","50-65","ND","18","CAQUETA","18256","EL PAUJIL","4","ND","ND","NO","Sin Información","0","ND","Mujer","PADRES","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 2°","No","No","No","No","No","No","No","No","Si","Si","No","Si","Si","6","1","Si","No","Si","No"
"HID37801196","TI","18-29","ND","44","LA GUAJIRA","44430","MAICAO","1",,"ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 4°","No","No","Si","No","No","No","No","No","Si","No","No","Si","Si","6","2","No","Si","Si","No"
"HID32864650","CC","18-29","ND","15","BOYACA","15759","SOGAMOSO","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 8°","No","No","Si","No","No","No","No","No","No","Si","No","Si","Si","5","3","No","No","No","No"
"HID33583838","CC","50-65","ND","20","CESAR","20175","CHIMICHAGUA","1","ND","ND","NO","Sin Información","0","ND","Hombre","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 2°","Si","Si","No","No","No","No","No","Si","Si","Si","No","Si","No","3","2","No","No","No","No"
"HID12333022","TI","18-29","ND","47","MAGDALENA","47245","EL BANCO","1",,"ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 4°","No","No","Si","No","No","No","No","No","Si","Si","No","Si","Si","4","2","No","No","No","No"
"HID76892096","CC","30-49","ND","63","QUINDIO","63401","LA TEBAIDA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Jefe","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","Si","Si","No","No","No","No","No","Si","No","Si","Si","Si","Si","6","5","No","No","No","No"
"HID22073632","TI","18-29","ND","41","HUILA","41396","LA PLATA","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 7°","No","Si","No","No","No","No","No","No","Si","Si","No","Si","Si","6","4","No","No","No","No"
"HID27891392","CC","18-29","ND","76","VALLE","76109","BUENAVENTURA","4","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO – NEGRO","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","No","No","Si","No","No","No","No","No","No","No","No","No","No","6","2","No","No","Si","No"
"HID53475301","RC","06-17","ND","76","VALLE","76834","TULUA","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","Si","Si","Si","No","No","No","Si","Si","4","2","No","No","No","No"
"HID41525322","CC","50-65","ND","23","CORDOBA","23068","AYAPEL","1","ND","ND","NO","Sin Información","0","ND","Mujer","Jefe","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 3°","No","No","No","No","No","No","No","Si","Si","Si","Si","Si","Si","3","2","Si","Si","Si","No"
"HID35229892","TI","06-17","ND","19","CAUCA","19473","MORALES","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 3°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","5","2","No","No","No","No"
