"radicado","coddepto","departamento","codmun","municipio","sede_beneficiada","dane","total_terminales","nombre_elemento","a_o","estado","rural_urbana"
"27148","76","VALLE DEL CAUCA","76248","EL CERRITO","Ie Hernando Borrero Cuadros-Mercedes Abrego","276248000088","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10812","91","AMAZONAS","91001","LETICIA","Biblioteca Publica De Leticia-Biblioteca Municipal Sede Biblioteca Municipal","910011110256","5","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"14154","76","VALLE DEL CAUCA","76563","PRADERA","Ie Alfredo Posada Correa-San Juan Bosco","176563000300","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"43515","54","NORTE DE SANTANDER","54206","CONVENCION","Cent Educ Rur La Trinidad-Sede Las Pailas","254206001226","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"923","91","AMAZONAS","91001","LETICIA","I.E Colegio Femenino Indigena Maria Auxiliadora-Institucion Educativa Indigena Maria Auxiliadora","291001000629","20","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18303","76","VALLE DEL CAUCA","76130","CANDELARIA","I.E. Inmaculada Concepcion-Santa Teresita","276130000113","9","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"52653","05","ANTIOQUIA","05837","TURBO","I.E. Veintinueve De Noviembre-I.E. Veintinueve De Noviembre - Sede Principal","205837003742","13","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4768","76","VALLE DEL CAUCA","76113","BUGALAGRANDE","Ie Diego Rengifo Salazar-Diego Rengifo Salazar","176113000377","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"9046","13","BOLIVAR","13042","ARENAL","Institucion Educativa Efigenio Mendoza Sierra-I.E. Efigenio Mendoza Sierra - Sede Principal","113042001618","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4916","76","VALLE DEL CAUCA","76606","RESTREPO","I.E. Teodoro Munera Hincapie-Sagrado Corazon De Jesus","276606000257","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"16570","76","VALLE DEL CAUCA","76869","VIJES","Ie Jorge Robledo-Policarpa Salavarrieta","176869000061","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"44786","86","PUTUMAYO","86569","PUERTO CAICEDO","Cent Educ Rur Maracaibo-Esc Rur Mix San Alfonso","286568000642","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"36595","20","CESAR","20045","BECERRIL","Centro Educativo Socomba-Esc. Santo Tomas","220045006883","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14601","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Madre Laura-Sede Andalucia","113001000101","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27133","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Las Americas-Nuevo Horizonte","176275001440","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8682","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie Jorge Isaacs-Jorge Isaacs","276041000371","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49165","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Ciudad Florida-Gabriela Mistral","176275000311","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"2503","47","MAGDALENA","47288","FUNDACION","I.E.D. Sierra Nevada De Santa Marta-Erm Santa Rosa De Lima","847288000065","10","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"47112","70","SUCRE","70001","SINCELEJO","Institucion Educativa Simon Araujo-El Minuto De Dios","170001038225","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49490","76","VALLE DEL CAUCA","76736","SEVILLA","Ie Doce De Octubre-Doce De Octubre","276736000143","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"41136","47","MAGDALENA","47189","CIENAGA","Ier Agropecuaria Isabel De La Trinidad-Erm La Candelaria","247189000095","25","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5626","76","VALLE DEL CAUCA","76563","PRADERA","Ie Alfredo Posada Correa-Policarpa Salavarrieta","276563000312","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"41047","44","LA GUAJIRA","44650","SAN JUAN DEL CESAR","I. E. Rural Mercedes Romero De Quintero-Esc. Rur. El Placer","244650000541","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17452","76","VALLE DEL CAUCA","76895","ZARZAL","Ie Normal Superior Nuestra Se�ora De Las Mercedes-Nuestra Se�ora De Las Mercedes","176895000109","40","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4845","76","VALLE DEL CAUCA","76318","GUACARI","Ie General Santander-Satelite Pedro Vicente Abadia","276318000510","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49636","76","VALLE DEL CAUCA","76863","VERSALLES","Ie La Inmaculada-Jos� Eusebio Caro","276863000217","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"41594","47","MAGDALENA","47001","SANTA MARTA","Ied Taganga-Ied Taganga","247001005052","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"43699","54","NORTE DE SANTANDER","54245","EL CARMEN","Cent Educ Rur Playas Lindas-Sede El Esfuerzo","254245001136","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"19707","76","VALLE DEL CAUCA","76845","ULLOA","Ie Maria Inmaculada-Santa Teresita","276845000188","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8795","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Las Mercedes (Ied)-Colegio Las Mercedes (Ied)","111001098922","100","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49008","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Palmar-Jesus De La Buena Esperanza","276233000103","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7942","76","VALLE DEL CAUCA","76233","DAGUA","Ie  Del Dagua-Antonia Santos","176233000044","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49415","76","VALLE DEL CAUCA","76563","PRADERA","Ie Francisco Antonio Zea-Francisco Antonio Zea Centro","376563000431","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48969","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Nuestra Se�ora De  La Candelaria-Sagrada Familia","176130000356","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18934","54","NORTE DE SANTANDER","54245","EL CARMEN","C.E.R. Santa In�s-Sede Vegas De Aguilar","254245000440","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49018","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Palmar-Antonio Jose De Sucre","276233000251","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27195","47","MAGDALENA","47288","FUNDACION","I.E. Depart. Juan Francisco Ospina-Erm El Berlin","247288001494","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"28274","11","BOGOTA","11001","BOGOTA, D.C.","Colegio General Santander (Ied)-Sede Cardenal Luque","111001107042","100","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8713","76","VALLE DEL CAUCA","76895","ZARZAL","Ie Antonio Nari�o-Rep�blica De Colombia","276895000294","18","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"29015","76","VALLE DEL CAUCA","76122","CAICEDONIA","Ie Normal Superior Maria Inmaculada-Esc Normal Superior Maria Inmaculada","176122000371","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"23845","73","TOLIMA","73168","CHAPARRAL","Institucion Educativa Nuestra Se�ora Del Rosario-El Moral","273168001122","3","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"18579","47","MAGDALENA","47189","CIENAGA","Ie Tec De Comercio Virginia Gomez-Ie Tecnica De Comercio Virginia Gomez","147189000210","30","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"6098","76","VALLE DEL CAUCA","76100","BOLIVAR","Ie Naranjal-Isabel La Catolica","276100000348","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"55343","54","NORTE DE SANTANDER","54245","EL CARMEN","C.E.R. Santa In�s-El Boquer�n Brisas","254245001624","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49496","76","VALLE DEL CAUCA","76736","SEVILLA","Ie General Santander-General Santander","176736000033","8","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49643","76","VALLE DEL CAUCA","76863","VERSALLES","Ie La Inmaculada-Ram�n El�as Hern�ndez","276863000411","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"29970","23","CORDOBA","23807","TIERRALTA","Ie Inmaculada Carrizola-Esc Nva Granada","223807000321","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14270","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Antonio Van Uden  (Ied)-Cent Educ Dist Antonio Van Uden","111279000061","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"52750","05","ANTIOQUIA","05837","TURBO","I.E. Bocas Del Atrato-E.R. Los Manaties","205837004005","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"29313","73","TOLIMA","73168","CHAPARRAL","Institucion Educativa Lagunilla-El Horizonte","273168000681","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"45670","19","CAUCA","19418","LOPEZ","Colegio  Integrado Helena Santos Rosillo-Colegio  Integrado Helena Santos Rosillo","368167000484","10","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"37238","20","CESAR","20001","VALLEDUPAR","Ie La Esperanza-Esc Mixta La Nevada","120001067244","20","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49553","76","VALLE DEL CAUCA","76828","TRUJILLO","Ie Manuel Maria Mallarino-Cristo Rey","276828001146","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8168","81","ARAUCA","81065","ARAUQUITA","Institucion Educativa Liceo Del Llano-Simon Bolivar","181065000011","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"46236","19","CAUCA","19418","LOPEZ","Colegio Oficial Nuestra Se�ora Del Rosario-Colegio Oficial Nuestra Se�ora Del Rosario","168432000018","30","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"5145","76","VALLE DEL CAUCA","76890","YOTOCO","Ie Gabriela Mistral-Gabriela Mistral","276890000091","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27189","47","MAGDALENA","47288","FUNDACION","I.E. Depart. Juan Francisco Ospina-Erm La Florida","247288001508","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8615","76","VALLE DEL CAUCA","76020","ALCALA","Ie Arturo Gomez Jaramillo-Atanasio Girardot","276020000193","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10207","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Ciudad Florida-Liceo Comercial Femenino","176275000915","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18475","13","BOLIVAR","13001","CARTAGENA","I.E. De Fredonia-I.E. De Fredonia - Sede Principal","113001001581","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8741","68","SANTANDER","68307","GIRON","Instituto Miguel Sanchez Hinestroza-Instituto Miguel Sanchez Hinestroza","268307000213","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49445","76","VALLE DEL CAUCA","76616","RIOFRIO","Ie Hernando Llorente Arroyo-Manuela Beltran","276616000166","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49274","76","VALLE DEL CAUCA","76364","JAMUNDI","Ie General Santander-General Santander","276364001661","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7978","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Julio Garavito Armero (Ied)-Cent Educ Dist La Alqueria","111001014885","18","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"1155","76","VALLE DEL CAUCA","76622","ROLDANILLO","Ie Normal Superior Jorge Isaacs-Normal Superior Jorge Isaacs","176622000084","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"6320","25","CUNDINAMARCA","25843","VILLA DE SAN DIEGO DE UBATE","Institucion Educativa Departamental Santa Maria-Institucion Educativa Departamental Santa Maria","125843000221","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30941","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Republica De Bolivia (Ied)-Cent Educ Dist Rep De Bolivia","111001104035","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"16132","13","BOLIVAR","13052","ARJONA","I.E. Tecnica En Informatica Francisco De Paula Santander-I.E. Tecnica En Informatica Francisco De Paula Santander - Sede Principal","113052000130","30","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"9857","76","VALLE DEL CAUCA","76622","ROLDANILLO","Ie Normal Superior Jorge Isaacs-Libardo Madrid Valderrama","176622000866","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4766","76","VALLE DEL CAUCA","76113","BUGALAGRANDE","Ie Antonio Nari�o-San Jose","176113000407","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30691","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Instituto Tecnico Industrial Piloto (Ied)-Inst Tec Ind Piloto","111001011011","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"30805","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Andres Bello (Ied)-Col Nal Andres Bello","111001011274","4","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
